GENE,VHL_1h,DMSO_1h
AGL,124.5,123.33333333333333
JAG1,36.833333333333336,33.5
AGT,123.16666666666667,117.16666666666667
AHCY,1746.5,1700.3333333333333
AHR,519.5,669.5
AIF1,636.0,624.0
CRYBG1,206.66666666666666,206.0
AK1,52.5,52.666666666666664
AK2,10201.5,9774.333333333334
AK4,82.5,78.0
AKT1,1233.8333333333333,1199.6666666666667
AKT2,1036.6666666666667,1035.0
ALAD,1015.3333333333334,970.3333333333334
ALAS1,26.666666666666668,25.166666666666668
ALCAM,326.8333333333333,301.6666666666667
ABCD1,270.1666666666667,277.0
ALDH2,26.333333333333332,26.833333333333332
ALDH1B1,629.8333333333334,558.5
ALDH1A3,21.5,21.0
ALDH3B1,526.5,487.3333333333333
ALDH9A1,788.8333333333334,785.5
ALDH3A2,199.5,193.5
ABCD2,106.5,97.83333333333333
ALDOA,3347.6666666666665,3218.1666666666665
ALDOB,1.6666666666666667,4.0
ALDOC,750.3333333333334,719.3333333333334
AKR1B1,293.8333333333333,300.0
ALOX12,11.333333333333334,14.0
ALOX5AP,1123.1666666666667,1050.0
ALOX12B,6.833333333333333,3.8333333333333335
ALOX15B,2.0,3.0
ALPP,6.166666666666667,1.6666666666666667
ALX3,10.666666666666666,13.5
AMD1,1707.3333333333333,1654.0
AMFR,331.1666666666667,312.0
AMH,1.1666666666666667,3.0
AMPD2,241.66666666666666,227.83333333333334
AMPD3,57.5,54.333333333333336
AMPH,2.5,3.6666666666666665
BIN1,8.666666666666666,7.666666666666667
AMT,183.0,177.0
AMY2B,1.1666666666666667,2.0
ANGPT1,52.333333333333336,54.5
ANGPT2,22.5,23.5
ANK1,9.666666666666666,9.166666666666666
ANK2,84.5,87.5
ANK3,8.5,9.0
ANPEP,1.5,0.5
SLC25A4,41.0,43.5
SLC25A5,1839.6666666666667,1694.8333333333333
SLC25A6,3758.1666666666665,3624.0
ANXA1,180.0,151.83333333333334
ANXA2,225.83333333333334,221.0
303,4.0,2.6666666666666665
ANXA3,1.3333333333333333,0.16666666666666666
ANXA4,233.0,205.83333333333334
ANXA5,486.1666666666667,438.3333333333333
ANXA6,179.33333333333334,174.66666666666666
ANXA7,270.1666666666667,254.5
ANXA11,575.3333333333334,558.0
AOAH,6.166666666666667,5.833333333333333
AOC2,3.3333333333333335,2.3333333333333335
APAF1,537.5,525.3333333333334
NUDT2,34.666666666666664,39.166666666666664
APOF,4.666666666666667,4.0
APBA1,393.0,408.0
APBA2,22.0,24.833333333333332
APBB1,36.166666666666664,26.833333333333332
APBB2,39.666666666666664,43.833333333333336
APC,91.0,86.33333333333333
AIRE,8.333333333333334,9.0
APEH,114.5,129.16666666666666
APEX1,1166.1666666666667,1109.8333333333333
BIRC2,78.33333333333333,76.66666666666667
BIRC3,3.3333333333333335,4.0
XIAP,901.3333333333334,832.0
BIRC5,1192.0,1093.6666666666667
APLP1,24.0,28.0
APLP2,3094.5,2919.3333333333335
APOA2,1.0,1.6666666666666667
APOC1,22.0,17.0
APOC2,1827.8333333333333,1743.1666666666667
APOC4,8.166666666666666,10.333333333333334
APP,701.1666666666666,612.3333333333334
APRT,507.5,503.1666666666667
FAS,4.833333333333333,4.333333333333333
AQP1,31.0,19.166666666666668
AQP3,157.0,156.83333333333334
AR,24.166666666666668,25.0
ABCC6,3.5,3.3333333333333335
ARAF,259.8333333333333,253.0
ARCN1,4052.0,3978.1666666666665
TRIM23,70.16666666666667,68.16666666666667
AREG,4.833333333333333,1.5
ARF1,5095.166666666667,5037.333333333333
ARF3,5979.333333333333,5898.666666666667
ARF4,1669.8333333333333,1466.5
ARL4D,4.833333333333333,3.6666666666666665
ARF5,276.6666666666667,247.16666666666666
ARF6,2994.0,2898.1666666666665
ARG2,361.5,341.6666666666667
RHOA,15166.333333333334,14046.166666666666
RHOB,135.66666666666666,101.33333333333333
RHOC,100.66666666666667,103.16666666666667
RND3,8.0,5.833333333333333
RHOG,811.8333333333334,781.1666666666666
ARHGAP1,912.0,985.3333333333334
ARHGAP4,284.1666666666667,307.3333333333333
ARHGAP5,5.166666666666667,3.0
ARHGAP6,7.833333333333333,9.333333333333334
ARHGDIA,5053.333333333333,5028.0
ARHGDIB,10450.166666666666,10326.166666666666
RHOH,13.333333333333334,19.333333333333332
ARL1,774.8333333333334,716.6666666666666
PHOX2A,2.0,1.8333333333333333
ARL2,127.66666666666667,130.0
ARL3,106.5,101.66666666666667
ARNT,839.6666666666666,811.0
ARNTL,30.666666666666668,29.0
ARRB1,3410.6666666666665,3475.5
ARRB2,730.6666666666666,620.3333333333334
ARSA,132.16666666666666,137.5
ARSB,907.8333333333334,887.0
STS,431.3333333333333,425.1666666666667
ARSD,903.5,872.3333333333334
ARSL,2.5,2.0
ARVCF,9.5,7.833333333333333
ASAH1,1090.5,1014.6666666666666
ASCL1,10.5,13.5
ASGR1,4.166666666666667,2.6666666666666665
ASGR2,33.166666666666664,26.333333333333332
ASL,16.0,18.0
GET3,130.33333333333334,123.5
ASNS,340.8333333333333,343.1666666666667
ASPH,775.1666666666666,709.8333333333334
ASS1,1341.1666666666667,1329.6666666666667
ASTN1,2.1666666666666665,1.1666666666666667
ZFHX3,90.0,93.16666666666667
ATF1,308.6666666666667,284.0
ATF3,268.8333333333333,242.33333333333334
ATF4,545.5,486.8333333333333
ATIC,138.33333333333334,129.83333333333334
ATM,1211.8333333333333,1210.5
RERE,288.1666666666667,294.6666666666667
ATOX1,112.66666666666667,121.16666666666667
ATP1A1,426.5,423.3333333333333
ATP1A2,3.0,2.3333333333333335
ATP1A3,71.5,68.0
ATP1B1,60.833333333333336,49.166666666666664
ATP1B2,12.0,11.166666666666666
ATP1B3,1339.3333333333333,1264.6666666666667
ATP2A1,18.0,15.0
ATP2A2,2412.6666666666665,2334.3333333333335
ATP2A3,886.3333333333334,871.5
ATP2B1,517.6666666666666,587.0
ATP2B2,21.333333333333332,19.166666666666668
ATP2B3,174.83333333333334,175.33333333333334
ATP2B4,2233.0,2260.0
ATP4B,0.3333333333333333,1.3333333333333333
ATP5F1A,402.0,348.0
ALDH7A1,5.333333333333333,4.0
ATP5F1B,808.3333333333334,827.6666666666666
ATP5F1C,145.16666666666666,126.5
ATP5F1D,447.5,437.0
ATP5F1E,460.1666666666667,460.0
ATP5PB,981.1666666666666,846.0
ATP5MC1,73.16666666666667,77.16666666666667
ATP5MC2,1050.6666666666667,1065.1666666666667
ATP5MC3,1091.1666666666667,1016.6666666666666
ATP5ME,676.0,678.8333333333334
ATP5PF,131.83333333333334,104.5
ATP6V1A,1240.5,1151.6666666666667
ATP6V1B2,3049.3333333333335,3032.1666666666665
ATP6V0C,1108.3333333333333,1048.8333333333333
ATP6V1C1,1388.5,1336.5
ATP6V1E1,637.8333333333334,647.1666666666666
ATP6V0B,388.5,413.5
ATP6V1G2,63.166666666666664,62.5
ATP6V0A1,235.83333333333334,232.83333333333334
ATP6AP1,705.0,667.5
ATP7A,71.5,66.66666666666667
ATP5PO,294.1666666666667,285.5
ATP7B,29.166666666666668,28.5
ATR,9.0,11.166666666666666
ATRX,759.5,699.0
KIF1A,9.166666666666666,11.166666666666666
AUH,43.0,44.0
AUP1,2874.5,2831.3333333333335
AVPR2,22.833333333333332,27.333333333333332
AXL,101.83333333333333,108.66666666666667
AZU1,486.8333333333333,528.8333333333334
B2M,7925.666666666667,7081.333333333333
BAAT,13.0,10.666666666666666
BACH1,603.8333333333334,613.3333333333334
BAD,88.0,84.0
BAG1,378.5,391.6666666666667
574,6.0,4.666666666666667
ADGRB1,11.666666666666666,11.333333333333334
BAK1,223.16666666666666,225.0
NKX3-2,14.333333333333334,15.5
BARD1,862.5,896.0
BAX,212.16666666666666,207.83333333333334
BBS1,149.83333333333334,137.66666666666666
BBS2,68.83333333333333,68.0
BBS4,89.66666666666667,80.83333333333333
BCAT1,7913.0,7392.166666666667
BCAT2,148.83333333333334,145.16666666666666
BCKDHA,325.1666666666667,319.1666666666667
BCKDHB,163.0,154.33333333333334
CCND1,34.833333333333336,35.0
BCL2,2788.3333333333335,2908.0
BCL2A1,4.666666666666667,3.6666666666666665
BCL2L1,540.0,524.6666666666666
BCL2L2,409.8333333333333,443.5
BCL3,158.16666666666666,101.5
BCL6,5.166666666666667,5.333333333333333
BCL7A,543.0,554.6666666666666
BCL9,49.5,41.333333333333336
OPN1SW,22.5,23.5
BCR,49.333333333333336,51.666666666666664
BCS1L,15.833333333333334,14.666666666666666
BDH1,143.66666666666666,136.0
BDKRB2,2.5,4.333333333333333
BDNF,21.833333333333332,24.5
BFSP1,4.166666666666667,3.6666666666666665
BGLAP,22.833333333333332,22.666666666666668
CEACAM1,2.1666666666666665,3.8333333333333335
BICD1,11.833333333333334,12.833333333333334
BID,738.5,733.5
BIK,27.333333333333332,42.166666666666664
PRDM1,56.0,33.666666666666664
BLK,6.0,4.166666666666667
BLM,28.0,30.166666666666668
BLMH,449.3333333333333,440.3333333333333
CXCR5,5.5,5.5
BLVRB,133.16666666666666,136.0
BNC1,0.8333333333333334,0.0
BMI1,649.6666666666666,596.8333333333334
BMP1,195.16666666666666,205.5
BMP2,3.1666666666666665,4.0
BMP3,2.8333333333333335,1.3333333333333333
BMP4,7.666666666666667,9.166666666666666
BMP6,610.6666666666666,555.3333333333334
BMP8B,182.5,171.16666666666666
BMPR1A,131.66666666666666,122.33333333333333
BMPR1B,8.5,7.833333333333333
BMPR2,303.8333333333333,289.1666666666667
POLR3D,199.5,204.33333333333334
BNIP1,53.333333333333336,50.0
BNIP2,1987.0,1972.0
BNIP3,45.5,44.666666666666664
BNIP3L,2718.5,2431.0
BOK,4.333333333333333,6.0
DST,40.833333333333336,37.166666666666664
FOXL2,6.666666666666667,5.166666666666667
BPGM,72.16666666666667,71.83333333333333
BPHL,59.166666666666664,53.166666666666664
BRCA1,2021.8333333333333,1995.3333333333333
BRAF,9.5,8.833333333333334
BRCA2,178.16666666666666,192.33333333333334
ZFP36L1,198.66666666666666,213.5
ZFP36L2,1914.0,2806.0
BSG,4265.166666666667,4128.5
BST1,12.833333333333334,10.833333333333334
BST2,1083.0,1032.8333333333333
BTD,40.833333333333336,35.5
KLF9,646.1666666666666,579.5
KLF5,51.333333333333336,40.833333333333336
BTF3,2339.3333333333335,2109.6666666666665
BTG1,676.5,775.8333333333334
BTK,522.0,521.8333333333334
BUB1,105.33333333333333,91.5
BUB1B,179.5,177.16666666666666
BYSL,118.0,125.33333333333333
TSPO,392.8333333333333,404.6666666666667
C1QBP,1072.5,1024.3333333333333
SERPING1,1.8333333333333333,2.0
ERC2-IT1,5.333333333333333,7.166666666666667
C1QA,1.6666666666666667,2.6666666666666665
C1QC,2.3333333333333335,2.0
C1R,8.833333333333334,9.5
C1S,7.5,4.5
C2,5.666666666666667,7.666666666666667
C3,7.333333333333333,9.666666666666666
C3AR1,8.833333333333334,19.5
CAPN5,50.666666666666664,52.666666666666664
C5,101.33333333333333,93.0
C5AR1,74.83333333333333,72.5
OSGIN2,430.5,451.8333333333333
C9,6.833333333333333,8.833333333333334
VPS51,58.5,56.0
MRPL49,476.8333333333333,464.8333333333333
ZNHIT2,7.166666666666667,6.833333333333333
MPPED2,9.0,7.5
MYRF,40.5,39.666666666666664
TMEM258,255.5,261.3333333333333
DAGLA,38.833333333333336,37.833333333333336
GAS8-AS1,2.5,4.5
FMNL1,243.66666666666666,254.33333333333334
LDLRAD4,277.8333333333333,316.0
PTTG1IP,2532.6666666666665,2429.6666666666665
CFAP410,179.66666666666666,192.66666666666666
TMEM50B,937.8333333333334,909.3333333333334
MPPED1,4.166666666666667,3.0
CA7,6.333333333333333,4.5
CA8,24.5,22.666666666666668
CA11,129.0,111.16666666666667
CA12,7.333333333333333,5.333333333333333
CACNA1A,30.5,36.5
CACNA1B,2.5,2.5
CACNA1C,13.333333333333334,14.833333333333334
CACNA1D,3.1666666666666665,5.166666666666667
CACNA1E,23.0,17.5
DDR1,4.0,0.3333333333333333
CACNA2D1,2.1666666666666665,1.1666666666666667
CACNB1,13.833333333333334,11.166666666666666
CACNB2,48.5,47.666666666666664
CACNB3,68.83333333333333,73.16666666666667
CACNB4,18.0,18.833333333333332
SLC25A20,107.16666666666667,95.33333333333333
CAD,63.833333333333336,68.66666666666667
CALD1,1.5,0.3333333333333333
CALM1,4307.166666666667,3967.1666666666665
CALM2,3965.6666666666665,3563.0
CALM3,5176.666666666667,5198.833333333333
CALR,4259.833333333333,3949.0
CALU,3044.6666666666665,2875.6666666666665
CAMK2A,15.833333333333334,15.166666666666666
CAMK2B,136.83333333333334,137.66666666666666
CAMK2D,393.0,375.8333333333333
CAMK2G,395.0,409.8333333333333
CAMLG,160.33333333333334,141.16666666666666
CANX,13351.833333333334,12264.833333333334
CAPG,242.33333333333334,238.0
CAPN1,766.3333333333334,699.0
CAPN2,1005.1666666666666,906.3333333333334
CAPN3,32.0,35.166666666666664
CAPNS1,1926.6666666666667,1940.0
CAPN6,37.666666666666664,36.5
CAPS,54.833333333333336,56.166666666666664
CAPZA1,6447.333333333333,6027.0
CAPZA2,941.0,819.1666666666666
CAST,729.0,651.3333333333334
CAPZB,2036.0,1953.1666666666667
CARS1,3632.6666666666665,3550.6666666666665
CASP1,116.33333333333333,116.0
CASP2,1719.6666666666667,1973.3333333333333
CASP3,861.3333333333334,840.1666666666666
CASP4,90.16666666666667,89.5
CASP6,167.66666666666666,175.0
CASP7,287.5,272.1666666666667
CASP8,283.5,273.1666666666667
CASP9,277.5,268.5
CASP10,331.1666666666667,314.0
CASQ1,3.6666666666666665,3.5
CAT,1883.5,1796.5
CAV1,13.5,10.333333333333334
CAV2,4.666666666666667,3.3333333333333335
RUNX2,2533.5,2515.5
RUNX1,3920.0,4029.0
RUNX1T1,17.0,18.333333333333332
CBFA2T3,669.8333333333334,676.8333333333334
RUNX3,2002.6666666666667,2206.1666666666665
CBFB,2551.3333333333335,2380.3333333333335
CBL,2712.8333333333335,2737.3333333333335
CBLB,240.0,230.83333333333334
CBLN1,2.0,1.6666666666666667
SERPINH1,469.8333333333333,448.1666666666667
CBR1,265.8333333333333,249.83333333333334
CBR3,2.3333333333333335,3.6666666666666665
CBS,52.666666666666664,59.0
KYAT1,77.16666666666667,78.16666666666667
KRIT1,172.33333333333334,163.66666666666666
CCNA2,793.5,709.6666666666666
CCNB1,219.66666666666666,216.33333333333334
CCNC,975.3333333333334,853.8333333333334
CCND2,1294.8333333333333,1269.5
CCND3,2013.3333333333333,1802.6666666666667
CCNE1,43.666666666666664,42.666666666666664
CCNF,315.8333333333333,309.6666666666667
CCNG1,2493.0,2180.8333333333335
CCNG2,156.16666666666666,121.66666666666667
CCNH,49.0,51.0
CCNT1,1301.0,1360.1666666666667
CCNT2,520.3333333333334,509.5
CCT6A,1321.1666666666667,1219.1666666666667
CD1D,20.166666666666668,17.166666666666668
CD1E,4.333333333333333,6.0
CD3G,5.666666666666667,4.5
CD4,3305.3333333333335,3120.8333333333335
CD5,3.3333333333333335,3.3333333333333335
CD5L,1.3333333333333333,0.3333333333333333
CD7,1.3333333333333333,4.666666666666667
CD8A,3.8333333333333335,1.8333333333333333
CD9,20.166666666666668,15.333333333333334
CD19,6.333333333333333,7.833333333333333
MS4A3,351.8333333333333,351.0
CD22,1.5,1.6666666666666667
CD27,3.6666666666666665,3.8333333333333335
CD28,9.833333333333334,9.166666666666666
CD80,7.0,2.5
CD86,92.16666666666667,82.33333333333333
TNFRSF8,5.833333333333333,6.5
TNFSF8,8.333333333333334,5.333333333333333
CD33,488.1666666666667,465.6666666666667
SIGLEC6,39.833333333333336,39.166666666666664
CD36,219.33333333333334,192.33333333333334
SCARB1,350.0,368.6666666666667
SCARB2,511.0,476.1666666666667
CD37,509.3333333333333,501.5
CD38,8.0,7.333333333333333
ENTPD1,806.8333333333334,834.3333333333334
ENTPD6,209.83333333333334,204.0
ENTPD5,160.66666666666666,170.0
CD40,6.0,3.6666666666666665
CD44,6241.833333333333,6278.166666666667
CD47,1493.0,1422.8333333333333
CD53,1383.6666666666667,1327.6666666666667
CD58,455.1666666666667,443.6666666666667
CD59,65.5,64.33333333333333
CD63,386.3333333333333,360.0
CD68,637.0,581.6666666666666
CD70,9.833333333333334,12.166666666666666
CD72,114.83333333333333,106.83333333333333
CD74,2320.5,2262.8333333333335
CD79A,8.333333333333334,11.5
CD79B,12.333333333333334,11.0
CD81,950.1666666666666,974.6666666666666
ADGRE5,971.0,933.0
CD151,357.5,332.6666666666667
CDA,2.8333333333333335,1.5
CDK1,540.0,457.1666666666667
CDK11B,12.333333333333334,13.166666666666666
LRBA,195.66666666666666,181.66666666666666
CDC5L,455.1666666666667,442.8333333333333
SEPTIN7,1323.3333333333333,1114.6666666666667
CDC6,271.3333333333333,263.8333333333333
CDC20,50.333333333333336,42.666666666666664
CDC25A,349.3333333333333,345.5
CDC25B,362.5,343.8333333333333
CDC25C,38.0,42.666666666666664
CDC27,957.1666666666666,947.3333333333334
CDC34,177.33333333333334,178.33333333333334
CDC42,5363.333333333333,5049.0
CDH1,6.666666666666667,2.5
CDH2,7.0,6.166666666666667
CDH3,3.6666666666666665,1.3333333333333333
CDH4,10.833333333333334,11.833333333333334
CDH6,5.0,3.8333333333333335
CDH7,5.0,4.833333333333333
CDH8,2.3333333333333335,1.3333333333333333
CDH12,2.0,5.333333333333333
CDH13,1.6666666666666667,1.6666666666666667
CDH15,4.5,3.3333333333333335
CDH18,4.0,4.166666666666667
CDK2,779.8333333333334,721.8333333333334
CDK3,40.5,36.5
CDK4,886.5,855.5
CDK5,29.333333333333332,28.666666666666668
CDK6,10103.333333333334,10314.666666666666
CDK7,21.0,18.166666666666668
CDK8,143.33333333333334,136.33333333333334
CDK9,440.3333333333333,476.1666666666667
CDKN1A,260.3333333333333,263.8333333333333
CDKN1B,445.5,594.6666666666666
CDKN1C,46.166666666666664,36.0
CDKN2A,1028.3333333333333,1017.5
CDKN2B,85.83333333333333,104.33333333333333
CDKN2C,162.66666666666666,152.66666666666666
CDKN2D,338.6666666666667,338.5
CDKN3,47.0,40.333333333333336
CDR2,117.83333333333333,119.16666666666667
CDS1,4.666666666666667,3.3333333333333335
CD52,61.666666666666664,57.833333333333336
CDX1,3.0,3.8333333333333335
CDX2,8.833333333333334,5.5
CEACAM5,3.3333333333333335,1.6666666666666667
CEBPA,2766.6666666666665,3039.0
CEBPB,252.0,247.5
CEBPD,177.16666666666666,195.16666666666666
CEBPE,3.5,2.1666666666666665
CEBPG,4144.666666666667,4011.1666666666665
CENPA,267.8333333333333,277.3333333333333
CENPB,551.6666666666666,589.1666666666666
CENPC,5.666666666666667,6.166666666666667
CENPE,39.666666666666664,35.166666666666664
CENPF,199.16666666666666,192.83333333333334
CETN2,163.16666666666666,145.66666666666666
CETN3,45.333333333333336,45.833333333333336
CFL1,4932.833333333333,4778.5
CFL2,100.16666666666667,108.83333333333333
CTSC,1174.3333333333333,1061.5
CEACAM8,2.1666666666666665,2.0
CEACAM4,34.833333333333336,32.333333333333336
CHAD,6.333333333333333,5.5
RCBTB2,358.3333333333333,331.1666666666667
RCC1,932.6666666666666,933.8333333333334
CHD1,330.0,312.5
CHD2,915.6666666666666,978.8333333333334
CHD3,677.5,670.0
CHD4,635.3333333333334,590.5
AKR1C4,5.333333333333333,6.166666666666667
CHEK1,410.6666666666667,402.0
FOXN3,6074.5,5909.666666666667
CHGB,2.0,1.0
CHI3L1,391.8333333333333,362.6666666666667
CHKA,466.5,454.6666666666667
CHKB,80.16666666666667,84.66666666666667
CHM,328.0,314.5
CHML,3748.1666666666665,2979.1666666666665
CHN1,8.333333333333334,5.333333333333333
LYST,2542.3333333333335,2674.1666666666665
CHRM3,5.666666666666667,5.166666666666667
CHRM5,2.5,3.1666666666666665
CHRNA2,0.5,2.1666666666666665
CHRNA3,13.666666666666666,7.166666666666667
CHRNA5,16.833333333333332,9.833333333333334
CHRNA7,2.0,3.8333333333333335
CHRNB1,156.5,160.66666666666666
CHRNB2,2.5,3.8333333333333335
CHRNB4,1.5,1.5
CHRND,1.8333333333333333,4.166666666666667
CHRNE,104.83333333333333,102.16666666666667
CHRNG,6.833333333333333,4.5
CHUK,280.5,271.5
CIDEA,2.6666666666666665,2.3333333333333335
CKB,22.833333333333332,21.833333333333332
CIRBP,2686.3333333333335,2559.8333333333335
CISH,510.6666666666667,483.5
TBCB,393.3333333333333,375.3333333333333
CKM,4.333333333333333,2.6666666666666665
ERCC8,59.333333333333336,57.333333333333336
CKS1B,195.83333333333334,180.0
CKS2,126.66666666666667,115.33333333333333
AP2M1,739.5,702.5
AP1S1,558.3333333333334,525.5
AP2S1,433.0,461.8333333333333
AP3S1,599.8333333333334,526.5
CLCN2,6.333333333333333,8.666666666666666
CLCN3,402.3333333333333,403.5
CLCN4,291.5,272.6666666666667
CLCN5,287.5,287.8333333333333
CLCN6,498.8333333333333,456.1666666666667
CLCN7,422.0,428.5
CLU,134.0,126.0
CLIC1,1105.1666666666667,1196.3333333333333
CLIC2,30.833333333333332,30.0
CLK1,977.5,981.8333333333334
CLK2,121.5,109.66666666666667
1197,265.3333333333333,257.1666666666667
CLK3,66.0,68.83333333333333
TPP1,5285.0,4881.333333333333
CLN3,43.833333333333336,49.333333333333336
CLN5,304.0,279.8333333333333
CLNS1A,1745.0,1647.1666666666667
CLPTM1,216.33333333333334,216.33333333333334
CLTA,946.8333333333334,911.6666666666666
CLTB,684.5,662.1666666666666
CLTC,2608.8333333333335,2530.8333333333335
CCR1,510.0,414.6666666666667
CCR3,3.5,2.3333333333333335
CCR5,14.333333333333334,14.333333333333334
CCR6,219.66666666666666,201.33333333333334
CCR7,22.333333333333332,25.166666666666668
ACKR2,16.166666666666668,18.166666666666668
CMKLR1,8.333333333333334,4.166666666666667
LTB4R,171.5,151.33333333333334
ABCC2,33.166666666666664,30.666666666666668
CNGB1,12.166666666666666,14.666666666666666
CNGA3,2.1666666666666665,1.6666666666666667
CNGA4,2.8333333333333335,1.5
PLK3,19.833333333333332,16.166666666666668
CNN2,3138.8333333333335,3021.6666666666665
CNN3,3.0,2.5
CNP,1648.1666666666667,1632.1666666666667
CNR2,14.666666666666666,14.166666666666666
CNTF,41.5,43.5
CNTN1,2.0,1.1666666666666667
COL1A1,17.166666666666668,20.0
COL1A2,1.0,1.0
COL4A1,0.3333333333333333,1.5
COL4A2,40.333333333333336,50.333333333333336
COL4A3,2.0,2.6666666666666665
COL4A4,23.166666666666668,24.166666666666668
COL5A1,4.5,2.3333333333333335
COL5A2,3.3333333333333335,3.8333333333333335
COL6A1,6.666666666666667,4.0
COL6A3,16.666666666666668,8.666666666666666
COL7A1,17.0,17.333333333333332
COL8A1,6.333333333333333,4.833333333333333
COL8A2,3.6666666666666665,6.833333333333333
COL9A1,7.666666666666667,5.333333333333333
COL9A2,461.3333333333333,443.1666666666667
COL9A3,58.333333333333336,58.5
COL10A1,13.833333333333334,11.5
COL11A1,16.333333333333332,15.166666666666666
COL11A2,4.0,5.166666666666667
COL12A1,1.5,1.0
COL15A1,21.333333333333332,18.666666666666668
COL16A1,4.333333333333333,3.3333333333333335
COL19A1,11.333333333333334,9.0
COMT,927.5,900.5
COPA,1312.0,1300.8333333333333
COPB1,215.33333333333334,182.83333333333334
KLF6,1035.0,882.1666666666666
SLC31A1,1707.0,1666.3333333333333
SLC31A2,120.0,117.83333333333333
CORT,8.833333333333334,8.333333333333334
MAP3K8,19.166666666666668,17.666666666666668
COX4I1,1458.3333333333333,1456.0
COX5B,242.33333333333334,238.5
COX6A1,581.3333333333334,566.5
COX6B1,596.5,580.1666666666666
COX6C,368.1666666666667,329.8333333333333
COX7A2,1364.6666666666667,1376.5
COX7B,342.3333333333333,343.6666666666667
COX7C,377.0,348.5
COX8A,1027.5,1032.5
COX10,173.16666666666666,175.33333333333334
COX11,492.8333333333333,447.6666666666667
COX15,1124.1666666666667,1039.1666666666667
CP,258.5,263.5
CPB2,1.0,3.1666666666666665
CPD,1766.5,1741.8333333333333
CLDN4,3.0,2.0
CLDN7,57.0,62.833333333333336
CPM,484.6666666666667,475.0
CPOX,323.6666666666667,295.1666666666667
