GENE,VHL_1h,DMSO_1h
ERC2-IT1,0.0,0.0
C1QA,0.0,0.0
C1QC,0.0,0.0
C1R,0.0,0.0
C1S,0.0,0.0
C2,0.0,0.0
C3,0.0,0.0
C3AR1,0.0,0.5
CAPN5,1.0,0.0
C5,0.5,0.0
C5AR1,0.0,0.0
OSGIN2,22.5,24.0
C9,0.0,0.0
VPS51,0.0,0.0
MRPL49,33.5,30.0
ZNHIT2,1.0,1.0
MPPED2,0.0,0.0
MYRF,1.0,0.0
TMEM258,4.5,3.5
DAGLA,3.5,1.0
GAS8-AS1,0.0,0.0
FMNL1,5.5,9.5
LDLRAD4,10.5,17.5
PTTG1IP,63.5,53.0
CFAP410,3.0,5.5
TMEM50B,11.0,10.0
MPPED1,0.0,0.0
CA7,0.0,0.0
CA8,0.0,0.0
CA11,1.0,1.0
CA12,0.0,0.0
CACNA1A,0.0,0.5
CACNA1B,0.0,0.0
CACNA1C,0.0,0.0
CACNA1D,0.0,0.0
CACNA1E,0.5,0.5
DDR1,0.0,0.0
CACNA2D1,0.0,0.0
CACNB1,0.0,0.0
CACNB2,0.0,0.0
CACNB3,1.5,2.0
CACNB4,0.0,0.0
SLC25A20,3.0,4.0
CAD,3.5,4.5
CALD1,0.0,0.0
CALM1,105.0,94.0
CALM2,67.5,58.5
CALM3,68.5,88.0
CALR,219.5,167.0
CALU,126.0,118.5
CAMK2A,0.0,0.0
CAMK2B,2.0,2.0
CAMK2D,7.5,8.5
CAMK2G,26.0,33.0
CAMLG,3.0,2.0
CANX,172.0,155.5
CAPG,2.5,1.0
CAPN1,5.5,6.0
CAPN2,15.5,9.5
CAPN3,1.0,1.0
CAPNS1,22.0,22.0
CAPN6,0.0,0.0
CAPS,1.5,0.0
CAPZA1,77.5,86.0
CAPZA2,21.5,21.0
CAST,2.5,2.0
CAPZB,24.0,18.5
CARS1,50.0,31.5
CASP1,2.5,3.0
CASP2,111.0,134.0
CASP3,41.0,41.5
CASP4,2.5,1.5
CASP6,2.0,2.5
CASP7,12.0,10.0
CASP8,8.0,6.0
CASP9,5.5,5.0
CASP10,10.0,6.5
CASQ1,0.0,0.0
CAT,4.0,15.0
CAV1,0.0,0.0
CAV2,0.0,0.0
RUNX2,227.0,210.0
RUNX1,506.0,447.5
RUNX1T1,0.0,0.0
CBFA2T3,89.5,70.0
RUNX3,337.5,363.5
CBFB,62.0,74.0
CBL,73.5,97.0
CBLB,5.0,9.5
CBLN1,0.0,0.0
SERPINH1,6.5,2.0
CBR1,10.5,9.5
CBR3,0.0,0.0
CBS,1.0,0.0
KYAT1,0.5,0.0
KRIT1,3.0,4.5
CCNA2,12.5,14.0
CCNB1,5.0,8.5
CCNC,11.0,10.0
CCND2,76.0,80.0
CCND3,179.5,100.5
CCNE1,9.0,9.0
CCNF,54.0,33.5
CCNG1,41.0,32.5
CCNG2,8.0,3.5
CCNH,0.0,1.0
CCNT1,241.5,248.5
CCNT2,75.0,77.0
CCT6A,50.0,43.0
CD1D,0.5,0.5
CD1E,0.0,0.0
CD3G,0.0,0.0
CD4,36.5,16.5
CD5,0.0,0.0
CD5L,0.0,0.0
CD7,0.0,0.0
CD8A,0.0,0.0
CD9,0.0,0.0
CD19,0.0,0.0
MS4A3,0.0,3.0
CD22,0.0,0.0
CD27,0.0,0.0
CD28,0.0,0.0
CD80,0.0,0.0
CD86,2.5,1.0
TNFRSF8,0.0,0.0
TNFSF8,0.0,0.0
CD33,19.0,16.0
SIGLEC6,1.0,2.0
CD36,8.0,1.0
SCARB1,9.5,9.0
SCARB2,9.5,7.5
CD37,4.0,1.5
CD38,0.0,0.0
ENTPD1,0.0,0.0
ENTPD6,11.0,6.5
ENTPD5,4.0,3.5
CD40,0.0,0.0
CD44,197.5,247.0
CD47,24.5,23.5
CD53,15.5,16.5
CD58,11.5,11.5
CD59,2.0,0.0
CD63,7.0,5.5
CD68,6.0,5.5
CD70,0.0,0.0
CD72,2.0,1.5
CD74,10.5,7.0
CD79A,0.0,0.0
CD79B,0.0,0.0
CD81,13.5,14.0
ADGRE5,44.5,40.5
CD151,11.5,8.5
CDA,0.0,0.0
CDK1,11.0,10.5
CDK11B,0.5,1.5
LRBA,4.0,2.5
CDC5L,21.5,22.5
SEPTIN7,12.0,13.5
CDC6,23.0,17.0
CDC20,1.5,1.5
CDC25A,81.0,80.0
CDC25B,12.5,7.5
CDC25C,1.5,1.5
CDC27,38.5,43.0
CDC34,11.5,7.5
CDC42,98.0,92.5
CDH1,0.0,0.0
CDH2,0.0,0.0
CDH3,0.0,0.0
CDH4,0.0,0.0
CDH6,0.0,0.0
CDH7,0.0,0.0
CDH8,0.0,0.0
CDH12,0.0,0.0
CDH13,0.0,0.0
CDH15,0.0,0.0
CDH18,0.0,0.0
CDK2,30.0,21.5
CDK3,3.0,2.0
CDK4,16.5,15.5
CDK5,0.0,0.0
CDK6,748.5,770.5
CDK7,1.0,0.5
CDK8,3.0,4.5
CDK9,50.5,40.0
CDKN1A,29.0,31.5
CDKN1B,147.0,194.5
CDKN1C,1.0,1.0
CDKN2A,21.5,22.5
CDKN2B,7.0,6.5
CDKN2C,5.0,6.0
CDKN2D,41.5,40.5
CDKN3,0.5,0.0
CDR2,19.0,15.5
CDS1,0.0,0.0
CD52,1.0,0.0
CDX1,0.0,0.0
CDX2,1.0,1.0
CEACAM5,0.0,0.0
CEBPA,563.5,534.5
CEBPB,50.5,38.0
CEBPD,24.0,26.5
CEBPE,0.0,0.0
CEBPG,235.0,258.0
CENPA,14.5,18.5
CENPB,47.5,43.5
CENPC,0.5,0.0
CENPE,0.5,1.0
CENPF,6.5,7.5
CETN2,2.0,0.5
CETN3,0.5,0.0
CFL1,82.5,86.5
CFL2,19.5,24.0
CTSC,53.0,38.0
CEACAM8,0.0,0.0
CEACAM4,0.0,0.0
CHAD,0.0,0.0
RCBTB2,17.5,13.5
RCC1,35.0,31.0
CHD1,28.0,24.5
CHD2,146.0,136.0
CHD3,13.0,14.5
CHD4,14.0,11.5
AKR1C4,0.0,0.0
CHEK1,18.5,18.5
FOXN3,200.5,186.0
CHGB,0.0,0.0
CHI3L1,16.5,6.5
CHKA,20.5,24.0
CHKB,3.0,2.5
CHM,9.0,9.0
CHML,276.0,139.0
CHN1,0.0,0.5
LYST,69.5,139.0
CHRM3,0.0,0.0
CHRM5,0.0,0.5
CHRNA2,0.0,0.0
CHRNA3,0.0,0.0
CHRNA5,0.5,0.0
CHRNA7,0.0,0.5
CHRNB1,9.0,7.5
CHRNB2,0.0,0.0
CHRNB4,0.0,0.0
CHRND,0.0,0.0
CHRNE,0.0,0.5
CHRNG,0.0,0.0
CHUK,14.5,18.0
CIDEA,0.0,0.0
CKB,0.0,0.0
CIRBP,158.0,156.5
CISH,219.5,162.0
TBCB,17.0,12.0
CKM,0.0,0.0
ERCC8,1.5,2.0
CKS1B,2.0,4.0
CKS2,6.0,7.5
AP2M1,14.0,6.5
AP1S1,5.0,6.0
AP2S1,8.0,4.0
AP3S1,3.5,2.0
CLCN2,0.0,0.0
CLCN3,7.5,8.5
CLCN4,30.0,19.0
CLCN5,8.5,3.5
CLCN6,56.5,41.5
CLCN7,6.0,4.0
CLU,1.0,0.5
CLIC1,39.0,33.5
CLIC2,1.0,1.0
CLK1,294.0,273.0
CLK2,19.5,14.5
1197,29.0,18.5
CLK3,5.0,4.0
TPP1,32.0,32.0
CLN3,2.0,1.0
CLN5,4.0,3.5
CLNS1A,7.0,10.5
CLPTM1,11.5,11.0
CLTA,26.5,19.5
CLTB,11.5,8.0
CLTC,51.0,53.5
CCR1,90.0,60.5
CCR3,0.0,0.0
CCR5,1.0,1.0
CCR6,17.0,9.5
CCR7,0.5,0.0
ACKR2,0.0,0.5
CMKLR1,1.0,0.0
LTB4R,16.0,12.5
ABCC2,1.5,0.5
CNGB1,0.0,0.0
CNGA3,0.0,0.0
CNGA4,0.0,0.0
PLK3,6.5,4.0
CNN2,55.5,54.5
CNN3,0.0,0.0
CNP,33.5,26.5
CNR2,2.0,1.5
CNTF,8.5,8.5
CNTN1,0.0,0.0
COL1A1,0.0,0.0
COL1A2,0.0,0.0
COL4A1,0.0,0.0
COL4A2,0.0,2.0
COL4A3,0.0,0.0
COL4A4,0.0,0.0
COL5A1,0.0,0.0
COL5A2,0.0,0.0
COL6A1,0.0,0.0
COL6A3,0.0,0.0
COL7A1,2.0,1.0
COL8A1,0.0,0.0
COL8A2,0.0,0.0
COL9A1,0.0,0.0
COL9A2,5.5,3.0
COL9A3,1.0,0.0
COL10A1,0.0,0.0
COL11A1,0.0,0.0
COL11A2,0.0,0.0
COL12A1,0.0,0.0
COL15A1,0.0,0.0
COL16A1,0.0,0.0
COL19A1,0.0,0.0
COMT,11.5,4.0
COPA,26.5,24.5
COPB1,3.0,4.0
KLF6,144.5,121.0
SLC31A1,23.0,19.0
SLC31A2,9.0,9.0
CORT,0.0,0.0
MAP3K8,5.5,4.5
COX4I1,32.0,32.0
COX5B,2.5,3.0
COX6A1,11.5,8.5
COX6B1,7.0,5.0
COX6C,2.0,2.0
COX7A2,12.5,16.5
COX7B,5.0,7.0
COX7C,4.0,2.0
COX8A,17.5,19.5
COX10,29.0,21.5
COX11,4.5,6.5
COX15,18.0,9.0
CP,0.0,0.0
CPB2,0.0,0.0
CPD,21.0,24.0
CLDN4,0.0,0.0
CLDN7,0.0,1.0
CPM,7.0,6.0
CPOX,15.0,19.0
CPS1,0.5,0.0
CPT1A,49.5,70.0
CPT1B,1.5,1.0
CPT2,5.5,6.5
CRABP2,0.0,0.0
CRAT,0.0,0.0
CREB1,80.5,68.0
ATF2,29.0,32.0
CREBBP,18.0,14.0
ATF6B,2.5,3.5
CREBL2,2.5,1.5
CREM,2.0,1.0
CRH,0.0,0.0
CRIP1,2.0,0.0
CRIP2,1.5,0.5
CRK,103.0,94.5
CRKL,212.5,200.5
CRMP1,0.0,0.0
HAPLN1,0.0,0.0
CRX,0.0,0.0
CRY1,1.0,0.5
CRY2,33.0,25.5
CRYBB1,0.0,0.0
CRYGS,0.5,0.0
CRYZ,0.0,0.0
CS,105.5,103.0
MAPK14,37.0,39.0
CSE1L,8.5,6.0
CSF1,5.0,3.0
CSF1R,36.0,23.0
CSF2RA,6.5,8.0
CSF2RB,31.0,20.5
CSF3R,0.5,0.0
CSK,42.0,29.5
CSNK1A1,48.0,39.0
CSNK1D,145.5,117.5
CSNK1E,35.0,29.5
CSNK1G2,29.0,17.0
CSNK1G3,13.0,13.5
CSNK2A1,61.5,57.5
CSNK2A2,12.0,10.5
CSNK2B,4.5,3.5
VCAN,0.0,0.0
NCAN,0.0,0.0
CSPG4,9.5,9.0
CSRP1,25.5,22.5
SLC25A10,0.5,2.0
CST3,33.5,26.5
CSTA,1.0,1.5
CSTB,7.5,6.5
CSTF1,12.5,9.5
CSTF2,2.5,2.5
CSTF3,26.5,18.0
CTBS,3.5,3.5
CTBP1,26.0,20.0
CTBP2,29.0,24.5
CTF1,1.0,0.0
CTH,0.0,0.0
CTNNA1,8.0,13.5
CTNNA2,0.0,0.0
CTNS,17.0,8.5
CTNNB1,43.5,48.0
CTNND1,18.0,14.5
CTNND2,0.0,0.0
CTPS1,38.5,35.0
CTRL,1.0,1.5
CTSB,64.0,38.0
CTSD,15.0,9.5
CTSG,0.0,4.0
CTSH,0.0,0.5
CTSK,0.5,1.0
CTSV,0.0,0.0
CTSLP3,0.0,0.0
CTSO,3.5,6.0
CTSS,12.5,11.0
CTSW,0.0,0.0
CTSZ,55.5,25.0
CUX1,72.0,65.0
CX3CR1,10.5,2.5
CXADR,0.0,0.0
CYB5A,1.0,1.0
CYB561,11.0,5.5
CYBA,11.5,10.5
CYBB,0.0,0.0
CYC1,16.5,12.5
CYLC2,0.0,0.0
CYLD,43.0,44.5
CYP1A2,0.0,0.0
CYP1B1,100.0,75.5
CYP2B6,0.0,0.0
CYP2B7P,0.0,0.0
CYP2D7,1.0,0.0
CYP2D6,0.0,0.0
CYP2E1,0.0,0.0
CYP2F1,0.0,0.0
CYP3A5,0.0,0.0
CYP17A1,0.0,0.0
CYP27B1,6.5,7.0
CYP51A1,28.0,17.0
DAB2,0.0,0.0
DACH1,0.0,0.0
DAD1,5.0,3.0
CD55,3.5,2.5
DAG1,30.0,27.0
DGKA,0.0,0.0
DGKB,0.0,0.0
DGKG,26.5,18.0
DGKQ,15.0,8.5
DAP,41.0,44.0
DAPK1,0.0,0.0
DAPK3,3.5,1.0
DARS1,10.0,7.5
DAXX,5.0,5.0
DBH,0.0,0.0
DBI,29.0,14.0
DBN1,8.5,5.5
DBP,2.5,1.0
DBT,40.5,25.0
DCC,0.0,0.0
ECI1,0.5,0.0
DCK,9.0,15.5
DCTD,41.0,29.0
DCT,0.0,0.0
DCTN1,24.5,15.0
DCX,0.0,0.0
DDB1,10.5,17.0
DDB2,1.5,1.0
DDC,0.0,0.0
AKR1C1,0.0,0.0
AKR1C2,0.0,0.0
GADD45A,12.5,6.5
DDIT3,24.0,23.5
DDOST,20.0,21.5
DDT,8.0,6.0
DDX1,3.0,2.0
DDX3X,228.0,234.0
DDX5,74.5,69.5
DDX6,250.5,227.5
DMXL1,2.0,1.5
DHX8,14.5,10.0
DHX9,21.5,20.5
DDX10,7.5,5.0
DDX11,19.5,13.5
DHX15,24.0,32.5
DECR1,0.0,0.0
DES,0.0,0.0
CFD,3.0,5.5
DFFA,20.0,9.5
DFFB,9.5,5.0
TIMM8A,15.0,13.0
COCH,0.0,0.0
DGUOK,6.5,4.0
DHCR7,2.5,2.0
DHCR24,219.5,106.0
DHFR,52.0,34.5
DHODH,9.5,7.0
DHPS,47.5,38.0
CYB5R3,13.5,10.5
NQO1,14.0,12.5
DIAPH1,45.5,74.0
DIAPH2,2.0,2.0
SEPTIN1,0.0,0.0
DIO1,0.0,0.0
DIO2,0.0,0.0
DKC1,97.5,107.0
DLAT,14.0,14.5
DLD,5.0,8.5
DLG1,13.0,11.5
DLG2,0.0,0.0
DLG3,0.0,0.0
DLG4,9.0,4.5
DLST,66.5,53.5
1744,15.5,8.0
DLX1,34.5,32.0
DLX2,3.0,2.5
DLX3,0.0,1.0
DLX4,5.0,3.0
DLX6,0.0,0.0
DMD,0.0,0.0
SARDH,0.0,0.0
DMP1,0.0,0.0
DNM1,3.5,3.0
DMPK,2.0,3.5
DMWD,1.5,0.5
DNA2,14.5,10.5
DNAH5,0.0,0.0
DNASE1,0.0,0.0
DNASE1L1,4.0,4.0
DNASE1L2,0.0,0.0
DNASE2,5.0,1.5
DYNC1H1,7.0,8.5
DYNC1I2,4.0,5.0
DYNC1LI2,110.5,117.5
DNM2,16.0,10.0
DNMT1,10.0,12.5
TRDMT1,9.0,10.0
DNMT3A,24.5,19.0
DNMT3B,8.0,5.0
DOCK1,0.0,0.0
DOCK2,18.5,19.5
DOCK3,0.0,0.0
DOK1,42.5,21.0
DXO,0.0,0.0
DPAGT1,3.5,4.0
DPH1,43.5,36.0
DPH2,13.5,17.5
DPP4,0.5,1.0
DPP6,0.0,0.0
DPYD,5.0,6.0
DPYSL2,169.0,126.0
DPYSL3,5.5,6.0
DR1,36.0,43.0
DRD4,0.0,0.0
DRD5,0.0,0.0
1818,0.0,0.0
DRG2,8.5,8.5
ARID3A,46.5,35.0
DRP2,0.5,0.5
ATN1,0.0,2.0
DSC1,0.0,0.0
DSC2,0.0,0.0
DSC3,0.0,0.0
DSCAM,0.0,0.0
RCAN1,12.0,24.5
DSG2,0.0,0.0
TSC22D3,110.0,98.0
DSP,0.0,0.0
DSPP,0.0,0.0
SLC26A2,20.5,20.0
DTNA,15.0,15.5
HBEGF,116.0,98.5
DTYMK,15.0,13.0
ECM2,0.0,0.0
DUSP1,9.0,6.0
DUSP2,33.5,25.0
DUSP3,209.5,193.5
DUSP4,4.0,3.5
DUSP5,29.0,15.0
DUSP6,107.0,89.0
DUSP7,246.0,216.5
DUSP8,2.5,4.5
DUT,7.5,6.0
DVL1,8.0,3.0
DVL2,2.5,2.5
DVL3,31.5,22.5
DYRK1A,221.0,202.5
TOR1A,26.5,24.5
E2F1,44.0,33.5
E2F2,48.5,40.5
E2F3,93.0,94.0
E2F4,38.0,29.0
E2F5,0.0,0.0
E2F6,42.0,42.0
E4F1,7.5,5.5
EBF1,0.0,0.0
GPR183,27.5,48.5
ECE1,4.0,5.0
TYMP,0.0,0.0
ECH1,3.5,2.5
ECHS1,10.5,11.5
ECM1,0.0,0.0
ECT2,4.5,7.5
LPAR1,2.0,4.5
S1PR3,40.0,45.0
EDN1,0.0,0.0
EDNRB,0.0,0.0
PHC1,0.0,0.0
PHC2,52.0,41.5
EEF1A1,97.0,95.5
EEF1A2,0.0,0.0
EEF1B2,7.0,8.0
EEF1D,1.0,0.5
EEF1G,8.0,10.0
EEF2,159.5,128.0
EIF2D,0.0,1.0
EFNA2,0.0,0.0
EFNA3,5.0,2.0
EFNA4,1.5,0.5
EFNA5,0.0,0.0
EFNB1,4.5,2.0
EFNB2,0.0,0.0
EFNB3,0.0,0.0
EGF,0.0,0.0
CELSR3,3.0,5.0
CELSR2,1.5,1.0
MEGF6,0.0,0.0
MEGF8,9.0,4.0
MEGF9,15.5,11.0
EGFR,0.0,0.0
EGR1,33.0,31.0
EGR2,1.0,0.0
EGR3,11.5,5.5
EGR4,0.0,0.0
EHHADH,0.0,0.0
EIF1AX,43.0,45.5
EIF2S1,73.0,75.5
EIF2B1,32.0,24.0
EIF2S3,58.0,41.5
EPHA2,0.0,0.0
EIF4A1,236.0,182.5
EIF4A2,171.5,195.0
EIF4B,121.5,129.5
EIF4E,18.0,23.0
EIF4EBP1,25.0,22.5
