Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr6_GL000255v2_alt	2085620	2085765	401247	145	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	2114577	2115524	401247	947	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	2131221	2131367	401247	146	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6	28859624	28862015	401242	2391	-	0.0	0.0574640285238	727	26	0	1	0	0	-1.0	-1.0
chr6	28863283	28863677	401242	394	-	0	0	107	0	0	0	0	0	-1.0	-1.0
chr6_GL000250v2_alt	125208	127599	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000250v2_alt	128867	129261	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000251v2_alt	350141	352527	401242	2386	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000251v2_alt	353823	354217	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000252v2_alt	125226	127617	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000252v2_alt	128885	129279	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000253v2_alt	125182	127573	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000253v2_alt	128841	129235	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000254v2_alt	125221	127612	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000254v2_alt	128877	129271	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000255v2_alt	125205	127596	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000255v2_alt	128865	129259	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	168872	171263	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	172528	172922	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr1	47050174	47050754	260293	580	+	0	0	214	0	0	0	0	0	-1.0	-1.0
chr7	72948292	72948597	260294	305	-	0.0	12.2398380756	58	3547	0	213	0	159	-1.0	-1.0
chr7	72948667	72948808	260294	141	-	0.0	1.206744599	27	24	0	21	0	0	-1.0	-1.0
chr7	72948891	72949102	260294	211	-	0	0	36	0	0	0	0	0	-1.0	-1.0
chr7	72949312	72949491	260294	179	-	0	0	46	0	0	0	0	0	-1.0	-1.0
chr7	72949845	72949961	260294	116	-	0	0	22	0	0	0	0	0	-1.0	-1.0
chr7	72950057	72950196	260294	139	-	0	0	29	0	0	0	0	0	-1.0	-1.0
chr7	72952151	72952295	260294	144	-	0.0	1.09181654195	36	286	0	19	0	6	-1.0	-1.0
chr7	72953325	72953430	260294	105	-	0	0	32	0	0	0	0	0	-1.0	-1.0
chr7	72953510	72953677	260294	167	-	0	0	40	0	0	0	0	0	-1.0	-1.0
chr7	72954358	72954479	260294	121	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr7	72954624	72954763	260294	139	-	0.0	0.0574640285238	22	9	0	1	0	1	-1.0	-1.0
chr1	114673098	114673113	270	15	-	0	0	1	0	0	0	0	0	-1.0	-1.0
chr1	109631152	109632055	271	903	+	0.0	11.2629495907	236	3607	0	196	0	0	-1.0	-1.0
chr11	10505884	10507579	272	1695	+	0.0076608784474	4.53965825338	595	1958	15	79	3	1	-1.0	-1.0
chr7	38383695	38384817	273	1122	-	0	0	354	0	0	0	0	0	-1.0	-1.0
chr2	127048022	127048525	274	503	-	0.0	0.0574640285238	118	10	0	1	0	0	-1.0	-1.0
chr3	49416777	49417718	275	941	-	0.0	2.87320142619	241	905	0	50	0	0	-1.0	-1.0
chr3	49417817	49417973	275	156	-	0.0	0.45971222819	28	88	0	8	0	0	-1.0	-1.0
chr3	49418970	49419151	275	181	-	0.0	0.632104313761	32	103	0	11	0	0	-1.0	-1.0
chr3	49419259	49419405	275	146	-	0	0	29	0	0	0	0	0	-1.0	-1.0
chr3	49419709	49419788	275	79	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr3	49420210	49420342	275	132	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chr3	49421491	49421572	275	81	-	0	0	16	0	0	0	0	0	-1.0	-1.0
chr3	49422103	49422257	275	154	-	0	0	33	0	0	0	0	0	-1.0	-1.0
chr3	49422360	49422678	275	318	-	0	0	75	0	0	0	0	0	-1.0	-1.0
chr1	103664520	103664551	276	31	-	0	0	16	0	0	0	0	0	-1.0	-1.0
chr1	103687417	103687448	276	31	-	0	0	7	0	0	0	0	0	-1.0	-1.0
chr1	103758658	103758689	276	31	-	0	0	16	0	0	0	0	0	-1.0	-1.0
chr1	103664520	103664550	277	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103687418	103687448	277	30	-	0	0	7	0	0	0	0	0	-1.0	-1.0
chr1	103758658	103758688	277	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103664520	103664550	278	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103687418	103687448	278	30	-	0	0	7	0	0	0	0	0	-1.0	-1.0
chr1	103758658	103758688	278	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103625746	103625780	279	34	+	0	0	10	0	0	0	0	0	-1.0	-1.0
chr9	88647178	88647388	286238	210	-	0	0	53	0	0	0	0	0	-1.0	-1.0
chr5	146084312	146084431	153770	119	-	0.0	0.114928057048	36	46	0	2	0	0	-1.0	-1.0
chr6	3268973	3273412	63027	4439	-	0	0	1068	0	0	0	0	0	-1.0	-1.0
chr6	3283851	3283975	63027	124	-	0	0	32	0	0	0	0	0	-1.0	-1.0
chr6	3285078	3285111	63027	33	-	0	0	5	0	0	0	0	0	-1.0	-1.0
chr6	3286858	3287091	63027	233	-	0	0	50	0	0	0	0	0	-1.0	-1.0
chr6	3289763	3289866	63027	103	-	0	0	21	0	0	0	0	0	-1.0	-1.0
chr6	3298090	3298218	63027	128	-	0	0	25	0	0	0	0	0	-1.0	-1.0
chr6	3323265	3323318	63027	53	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr6	3323323	3323829	63027	506	-	0	0	142	0	0	0	0	0	-1.0	-1.0
chr6	3323833	3324002	63027	169	-	0	0	41	0	0	0	0	0	-1.0	-1.0
chr6	3410187	3410342	63027	155	-	0	0	54	0	0	0	0	0	-1.0	-1.0
chr6	3415751	3415855	63027	104	-	0	0	37	0	0	0	0	0	-1.0	-1.0
chr6	3444818	3445013	63027	195	-	0	0	38	0	0	0	0	0	-1.0	-1.0
chr8	8784488	8786021	9258	1533	-	0.00734966592428	56.0848918392	466	13470	99	976	40	0	-1.0	-1.0
chr17	58301226	58302447	9256	1221	-	0.000292890092993	493.328684877	278	163884	48	8585	21	2	-1.0	-1.0
chr17	58304337	58304369	9256	32	-	0	0	7	0	0	0	0	0	-1.0	-1.0
chr3	50362612	50364665	9254	2053	-	0.0	0.114928057048	471	53	0	2	0	0	-1.0	-1.0
chr4	106347692	106349224	9255	1532	+	0.0	23.2729315521	512	3563	0	405	0	0	-1.0	-1.0
chr14	90868121	90872073	9252	3952	-	0.00896577850739	17.4116006427	1345	7919	71	303	22	1	-1.0	-1.0
chr14	90893974	90894406	9252	432	-	0	0	179	0	0	0	0	0	-1.0	-1.0
chr19	40665905	40667467	9253	1562	-	0.0	11.7801258474	363	5817	0	205	0	0	-1.0	-1.0
chr5	138744429	138744762	105379194	333	-	0	0	71	0	0	0	0	0	-1.0	-1.0
chr5	138753051	138753309	105379194	258	-	0	0	32	0	0	0	0	0	-1.0	-1.0
chr5	138753522	138753924	105379194	402	-	0	0	35	0	0	0	0	0	-1.0	-1.0
chr13	32024055	32026096	100507099	2041	-	0.0	4.13741005371	491	907	0	72	0	0	-1.0	-1.0
chr13	32027202	32027253	100507099	51	-	0	0	18	0	0	0	0	0	-1.0	-1.0
chr13	32027574	32027666	100507099	92	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr13	32031450	32031639	100507099	189	-	0	0	35	0	0	0	0	0	-1.0	-1.0
chr16	80603778	80604387	124359	609	-	0.0	0.0574640285238	176	21	0	1	0	0	-1.0	-1.0
chr17	47898385	47900378	100506325	1993	-	0.0	0.229856114095	503	84	0	4	0	0	-1.0	-1.0
chr17	47918451	47918571	100506325	120	-	0	0	26	0	0	0	0	0	-1.0	-1.0
chr17	47941335	47941404	100506325	69	-	0	0	10	0	0	0	0	0	-1.0	-1.0
chr12	48184707	48185926	387856	1219	+	0	0	335	0	0	0	0	0	-1.0	-1.0
chr17	29572924	29573157	90313	233	+	0.0	29.7663667753	49	8098	0	518	0	0	-1.0	-1.0
chrX	89922811	89922883	90316	72	+	0	0	23	0	0	0	0	0	-1.0	-1.0
chr19	52113090	52117024	90317	3934	-	0.0	0.91942445638	1021	298	0	16	0	0	-1.0	-1.0
chr19	52122359	52122457	90317	98	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr19	52123922	52124049	90317	127	-	0	0	33	0	0	0	0	0	-1.0	-1.0
chr19	52130500	52130588	90317	88	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr19	52139731	52139938	90317	207	-	0	0	54	0	0	0	0	0	-1.0	-1.0
chr1	43383907	43385041	112950	1134	-	0.0	18.5034171847	324	5845	0	322	0	1	-1.0	-1.0
chr12	118758753	118759031	105370014	278	-	0	0	64	0	0	0	0	0	-1.0	-1.0
chr12	118759973	118760067	105370014	94	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr12	118761591	118761679	105370014	88	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr12	118818805	118819021	105370016	216	-	0	0	65	0	0	0	0	0	-1.0	-1.0
chr12	118832961	118833043	105370016	82	-	0	0	10	0	0	0	0	0	-1.0	-1.0
chr12	118833386	118833536	105370016	150	-	0	0	31	0	0	0	0	0	-1.0	-1.0
chr10	23193906	23194252	256297	346	+	0	0	138	0	0	0	0	0	-1.0	-1.0
chr2	11099850	11100063	285150	213	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chr2	11105316	11105662	285150	346	-	0	0	77	0	0	0	0	0	-1.0	-1.0
chr2	11106695	11106787	285150	92	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr2	11120762	11120962	285150	200	-	0	0	45	0	0	0	0	0	-1.0	-1.0
chr2	11123151	11123289	285150	138	-	0	0	38	0	0	0	0	0	-1.0	-1.0
chr2	11124582	11124785	285150	203	-	0	0	40	0	0	0	0	0	-1.0	-1.0
chr2	11128720	11128886	285150	166	-	0	0	47	0	0	0	0	0	-1.0	-1.0
chr2	11128983	11129098	285150	115	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr2	11132014	11132176	285150	162	-	0	0	28	0	0	0	0	0	-1.0	-1.0
chr19	12899079	12899340	256126	261	-	0	0	62	0	0	0	0	0	-1.0	-1.0
chr1	151169986	151170080	29765	94	-	0.0	0.689568342285	28	117	0	12	0	0	-1.0	-1.0
chr15	51808454	51816361	29767	7907	+	0.0	0.0574640285238	2524	25	0	1	0	0	-1.0	-1.0
chr15	51908810	51912134	29766	3324	+	0.0	12.5271582182	1155	4967	0	218	0	0	-1.0	-1.0
chr21	15878475	15880071	29761	1596	+	0.0	2.29856114095	607	1015	0	40	0	0	-1.0	-1.0
chr10	96191698	96192092	29760	394	-	0	0	131	0	0	0	0	0	-1.0	-1.0
chr10	96196907	96197063	29760	156	-	0	0	45	0	0	0	0	0	-1.0	-1.0
chr10	96200074	96200158	29760	84	-	0	0	18	0	0	0	0	0	-1.0	-1.0
chr10	96200981	96201058	29760	77	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr10	96204056	96204088	29760	32	-	0	0	4	0	0	0	0	0	-1.0	-1.0
chr10	96204531	96204616	29760	85	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr10	96207010	96207053	29760	43	-	0	0	13	0	0	0	0	0	-1.0	-1.0
chr10	96207871	96207899	29760	28	-	0	0	1	0	0	0	0	0	-1.0	-1.0
chr10	96209837	96209907	29760	70	-	0	0	9	0	0	0	0	0	-1.0	-1.0
chr10	96215320	96215389	29760	69	-	0	0	13	0	0	0	0	0	-1.0	-1.0
chr10	96216652	96216734	29760	82	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr10	96223825	96223989	29760	164	-	0	0	26	0	0	0	0	0	-1.0	-1.0
chr10	96227409	96227566	29760	157	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr10	96230793	96230834	29760	41	-	0	0	8	0	0	0	0	0	-1.0	-1.0
chr10	96242729	96242784	29760	55	-	0	0	11	0	0	0	0	0	-1.0	-1.0
chr10	96246983	96247049	29760	66	-	0	0	14	0	0	0	0	0	-1.0	-1.0
chr10	96271351	96271516	29760	165	-	0	0	35	0	0	0	0	0	-1.0	-1.0
chr11	47177521	47177930	29763	409	-	0.0	6.89568342285	88	2085	0	120	0	0	-1.0	-1.0
chr5	115906856	115906861	1176	5	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr5	115913361	115914081	1176	720	+	0.0	27.4678056344	250	11358	0	478	0	206	-1.0	-1.0
chr19	46838157	46838446	1175	289	-	0.0	167.047930919	53	38278	0	2907	0	9	-1.0	-1.0
chr7	101160566	101161276	1174	710	+	0.0	29.5939746897	186	9570	0	515	0	1	-1.0	-1.0
chr3	184183616	184184091	1173	475	+	0.0	89.8162765826	111	26086	0	1563	0	3	-1.0	-1.0
chr20	32217050	32217923	23509	873	+	0.0	0.0574640285238	228	15	0	1	0	0	-1.0	-1.0
chr20	32234661	32238664	23509	4003	+	0.000952986022872	19.1355214984	1089	6296	6	333	3	0	-1.0	-1.0
chr14	70671155	70675360	23508	4205	+	0	0	1228	0	0	0	0	0	-1.0	-1.0
chr1	89593043	89597861	23507	4818	+	0.0061919504644	5.91879493795	1705	1615	10	103	3	0	-1.0	-1.0
chr6	42865446	42868560	23506	3114	+	0.00265679855774	22.8706833525	1047	10539	28	398	11	0	-1.0	-1.0
chr2	97756337	97757098	23505	761	-	0.0004086636698	13.9062949028	255	4894	2	242	4	0	-1.0	-1.0
chr12	130396135	130399134	23504	2999	-	0	0	904	0	0	0	0	0	-1.0	-1.0
chr14	67746519	67748435	23503	1916	-	0.0	1.32167265605	537	374	0	23	0	0	-1.0	-1.0
chr1	86500045	86500291	1179	246	+	0	0	85	0	0	0	0	0	-1.0	-1.0
chr19	39731252	39731379	1178	127	-	0.0	4.5971222819	38	797	0	80	0	1	-1.0	-1.0
chr8	117172681	117176714	169026	4033	+	0	0	1258	0	0	0	0	0	-1.0	-1.0
chr20	61953545	61953662	100302168	117	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr20_KI270869v1_alt	64116	64233	100302168	117	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chrX	140926171	140926219	100302169	48	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr3	138935188	138938436	103344930	3248	-	0	0	745	0	0	0	0	0	-1.0	-1.0
chr3	138942383	138942618	103344930	235	-	0	0	29	0	0	0	0	0	-1.0	-1.0
chr3	138943965	138944020	103344930	55	-	0	0	14	0	0	0	0	0	-1.0	-1.0
chr1	146151907	146156152	388677	4245	-	0.0	4.36726616781	1461	1122	0	76	0	76	-1.0	-1.0
chr15	34382068	34382150	100302160	82	-	0	0	10	0	0	0	0	0	-1.0	-1.0
chr15	34528289	34528371	100302160	82	-	0	0	10	0	0	0	0	0	-1.0	-1.0
chr8	100023981	100024084	100302165	103	-	0	0	21	0	0	0	0	0	-1.0	-1.0
chr8	10825372	10825443	100302166	71	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr9	40929009	40929092	100302167	83	-	0	0	22	0	0	0	0	0	-1.0	-1.0
chr3	46719582	46719998	100287362	416	-	0	0	108	0	0	0	0	0	-1.0	-1.0
chr15	48142351	48142392	283652	41	+	0	0	13	0	0	0	0	0	-1.0	-1.0
chr12	71584734	71586308	8549	1574	+	0	0	537	0	0	0	0	0	-1.0	-1.0
chr1	169377036	169377383	8548	347	+	0	0	113	0	0	0	0	0	-1.0	-1.0
chr1	169387182	169388305	8548	1123	+	0.0	4.71205033895	371	1877	0	82	0	2	-1.0	-1.0
chr1	169395893	169396542	8548	649	+	0.0	0.172392085571	173	22	0	3	1	0	-1.0	-1.0
chr3	88051949	88055472	8545	3523	-	0.0	12.8719423893	1281	4513	0	224	0	2	-1.0	-1.0
chr15	55611540	55620011	283659	8471	-	0	0	2963	0	0	0	0	0	-1.0	-1.0
chr1	27369109	27369235	8547	126	-	0	0	37	0	0	0	0	0	-1.0	-1.0
chr5	78002325	78002901	8546	576	-	0.0	7.24046759399	205	2772	0	126	0	0	-1.0	-1.0
chr19	49150138	49150151	8541	13	+	0	0	2	0	0	0	0	0	-1.0	-1.0
chr19	49150235	49151030	8541	795	+	0.0	2.1836330839	152	375	0	38	0	0	-1.0	-1.0
chr2	177538195	177543836	8540	5641	+	0.00296200901481	19.0205934414	2029	7765	23	331	8	16	-1.0	-1.0
chr1	87344796	87348923	8543	4127	+	0.000895281002715	90.620772982	1296	34626	31	1577	14	1	-1.0	-1.0
chr22	36266033	36267531	8542	1498	+	0.0357142857143	0.344784171143	324	56	2	6	1	0	-1.0	-1.0
chr14	96241504	96244329	624	2825	+	0	0	602	0	0	0	0	0	-1.0	-1.0
chr14	51649515	51651744	145438	2229	-	0.0	0.0574640285238	504	12	0	1	0	0	-1.0	-1.0
chr6	31952030	31952084	629	54	+	0	0	11	0	0	0	0	0	-1.0	-1.0
chr6_GL000251v2_alt	3429457	3429511	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000252v2_alt	3199810	3199864	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000254v2_alt	3294066	3294120	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000255v2_alt	3208005	3208059	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	3253219	3253273	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr1	23961877	23963459	55629	1582	+	0.000349192492361	32.9268883441	535	11455	4	573	2	190	-1.0	-1.0
chr18	74804069	74804627	55628	558	+	0.0	0.0574640285238	199	23	0	1	0	0	-1.0	-1.0
chr18	74920712	74921057	55628	345	+	0.1	0.0574640285238	126	20	2	1	1	0	-1.0	-1.0
chr18	75064468	75065672	55628	1204	+	0.00493624023036	5.11429853862	365	2431	12	89	6	0	-1.0	-1.0
chr19	48196827	48197620	374920	793	+	0.0	14.3085431024	135	4372	0	249	0	0	-1.0	-1.0
chr16	20733665	20736879	55623	3214	-	0.000755144421371	27.4103416058	1033	10594	8	477	4	1	-1.0	-1.0
chr2	32820938	32821051	55622	113	+	0.0	6.20611508057	41	2248	0	108	0	0	-1.0	-1.0
chr19	13104899	13104934	55621	35	-	0.0	5.40161868123	8	514	0	94	0	0	-1.0	-1.0
chr19	4324042	4324132	55620	90	-	0.0	3.3903776829	16	371	0	59	0	0	-1.0	-1.0
chr2	130151391	130152884	55627	1493	-	0.000580631360205	75.2778773661	340	32723	19	1310	9	0	-1.0	-1.0
chr2	130153042	130153171	55627	129	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr2	130153318	130153450	55627	132	-	0	0	20	0	0	0	0	0	-1.0	-1.0
chr2	130153701	130153935	55627	234	-	0.0	0.0574640285238	40	14	0	1	0	0	-1.0	-1.0
chr2	130154276	130154482	55627	206	-	0	0	36	0	0	0	0	0	-1.0	-1.0
chr2	130155095	130155259	55627	164	-	0	0	36	0	0	0	0	0	-1.0	-1.0
chr2	130156034	130156135	55627	101	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr2	130156584	130156675	55627	91	-	0	0	24	0	0	0	0	0	-1.0	-1.0
chr2	130157250	130157396	55627	146	-	0	0	25	0	0	0	0	0	-1.0	-1.0
chr2	130161185	130161272	55627	87	-	0	0	14	0	0	0	0	0	-1.0	-1.0
chr2	130164373	130164445	55627	72	-	0	0	24	0	0	0	0	0	-1.0	-1.0
chr2	130167457	130167590	55627	133	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr2	130172348	130172500	55627	152	-	0	0	33	0	0	0	0	0	-1.0	-1.0
chr2	130172624	130172677	55627	53	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr2	130172786	130172895	55627	109	-	0	0	25	0	0	0	0	0	-1.0	-1.0
chr2	130173278	130173354	55627	76	-	0	0	26	0	0	0	0	0	-1.0	-1.0
chr2	130173513	130173656	55627	143	-	0	0	37	0	0	0	0	0	-1.0	-1.0
chr2	130174913	130175000	55627	87	-	0	0	21	0	0	0	0	0	-1.0	-1.0
chr2	130176553	130176637	55627	84	-	0	0	24	0	0	0	0	0	-1.0	-1.0
chr2	130181529	130182750	55627	1221	-	0	0	193	0	0	0	0	0	-1.0	-1.0
chr11	46396411	46397449	55626	1038	-	0.0018788163457	9.36663664937	215	2129	4	163	2	0	-1.0	-1.0
chr16	84974460	84976342	55625	1882	-	0.00100871160018	56.4871400389	505	21810	22	983	11	0	-1.0	-1.0
chr1	46188680	46189269	55624	589	-	0.0	3.27544962585	152	855	0	57	0	0	-1.0	-1.0
chr2	208165346	208165806	389073	460	-	0	0	155	0	0	0	0	0	-1.0	-1.0
chr2	207821287	207828318	389072	7031	-	0.0015037593985	3.21798559733	2095	1330	2	56	1	0	-1.0	-1.0
chr2	219327408	219327516	389075	108	-	0	0	28	0	0	0	0	0	-1.0	-1.0
chrX	141583673	141583737	728712	64	+	0	0	22	0	0	0	0	0	-1.0	-1.0
chrX	141590708	141590772	728712	64	+	0	0	16	0	0	0	0	0	-1.0	-1.0
chr1	20354263	20354894	127731	631	+	0	0	136	0	0	0	0	0	-1.0	-1.0
chr1	20191404	20196048	127733	4644	+	0.0	0.45971222819	1283	145	0	8	0	0	-1.0	-1.0
chr9	93318027	93319373	65268	1346	+	0	0	367	0	0	0	0	0	-1.0	-1.0
chr9	93320392	93320572	65268	180	+	0	0	44	0	0	0	0	0	-1.0	-1.0
chr17	48927134	48929060	65264	1926	+	0.0	39.3628595388	553	15811	0	685	0	1	-1.0	-1.0
chr8	145054157	145056030	65265	1873	+	0.0	54.9356112687	537	17275	0	956	0	67	-1.0	-1.0
chr17	42796688	42797066	65266	378	+	0	0	78	0	0	0	0	0	-1.0	-1.0
chrX	54192822	54198323	65267	5501	-	0.0	0.229856114095	1958	25	0	4	0	0	-1.0	-1.0
chr1	52686341	52687719	65260	1378	-	0.0	5.28669062419	385	1472	0	92	0	0	-1.0	-1.0
chr22	16590757	16590876	150160	119	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chrX	153907375	153907728	393	353	-	0.000127148276081	177.966096338	72	47189	6	3097	3	0	-1.0	-1.0
chr11	46677074	46679036	392	1962	-	0.000738370662072	33.2142084867	504	12189	9	578	4	0	-1.0	-1.0
chr11	3826977	3827562	391	585	-	0.0	46.8906472754	155	13622	0	816	0	0	-1.0	-1.0
