Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
20211012_GFI1_VHL_A_MP9377_S81_R1_001	20211012_GFI1_VHL_A_MP9377_S81_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32895591.0	0.0	150.0	45.0	43.094809289128385	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_GFI1_VHL_A_MP9377_S81_R2_001	20211012_GFI1_VHL_A_MP9377_S81_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32895591.0	0.0	150.0	46.0	44.65922680650901	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_GFI1_VHL_B_MP9377_S82_R1_001	20211012_GFI1_VHL_B_MP9377_S82_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69709691.0	0.0	150.0	45.0	35.136262369598334	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_GFI1_VHL_B_MP9377_S82_R2_001	20211012_GFI1_VHL_B_MP9377_S82_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69709691.0	0.0	150.0	46.0	36.74199576285286	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	fail
20211012_GFI1_VHL_D_MP9377_S83_R1_001	20211012_GFI1_VHL_D_MP9377_S83_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61457791.0	0.0	150.0	46.0	37.47210183728843	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_GFI1_VHL_D_MP9377_S83_R2_001	20211012_GFI1_VHL_D_MP9377_S83_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61457791.0	0.0	150.0	46.0	38.43219727256281	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_GFI1_VHL_E_MP9377_S84_R1_001	20211012_GFI1_VHL_E_MP9377_S84_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48565930.0	0.0	150.0	46.0	42.136666437491144	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_GFI1_VHL_E_MP9377_S84_R2_001	20211012_GFI1_VHL_E_MP9377_S84_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48565930.0	0.0	150.0	47.0	42.826952605190414	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20211012_RUNX1_DMSO_A_MP9377_S50_R1_001	20211012_RUNX1_DMSO_A_MP9377_S50_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55963951.0	0.0	150.0	46.0	39.494971062483636	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_RUNX1_DMSO_A_MP9377_S50_R2_001	20211012_RUNX1_DMSO_A_MP9377_S50_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55963951.0	0.0	150.0	46.0	40.41989604340645	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	fail
20211012_RUNX1_DMSO_B_MP9377_S51_R1_001	20211012_RUNX1_DMSO_B_MP9377_S51_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61661424.0	0.0	150.0	47.0	39.30304890803896	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_RUNX1_DMSO_B_MP9377_S51_R2_001	20211012_RUNX1_DMSO_B_MP9377_S51_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61661424.0	0.0	150.0	47.0	40.680170907239436	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	fail
20211012_RUNX1_DMSO_C_MP9377_S52_R1_001	20211012_RUNX1_DMSO_C_MP9377_S52_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28863771.0	0.0	150.0	45.0	45.33660199514569	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX1_DMSO_C_MP9377_S52_R2_001	20211012_RUNX1_DMSO_C_MP9377_S52_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28863771.0	0.0	150.0	45.0	46.64335589458679	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX1_DMSO_D_MP9377_S53_R1_001	20211012_RUNX1_DMSO_D_MP9377_S53_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61303891.0	0.0	150.0	46.0	39.913879307617584	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_RUNX1_DMSO_D_MP9377_S53_R2_001	20211012_RUNX1_DMSO_D_MP9377_S53_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61303891.0	0.0	150.0	46.0	40.37747555504699	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20211012_RUNX1_VHL_A_MP9377_S54_R1_001	20211012_RUNX1_VHL_A_MP9377_S54_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47506330.0	0.0	150.0	45.0	41.45021854634335	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX1_VHL_A_MP9377_S54_R2_001	20211012_RUNX1_VHL_A_MP9377_S54_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47506330.0	0.0	150.0	45.0	41.594055165298215	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX1_VHL_B_MP9377_S55_R1_001	20211012_RUNX1_VHL_B_MP9377_S55_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41713672.0	0.0	150.0	45.0	40.73209949980381	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX1_VHL_B_MP9377_S55_R2_001	20211012_RUNX1_VHL_B_MP9377_S55_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41713672.0	0.0	150.0	45.0	44.169905982149345	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX1_VHL_C_MP9377_S56_R1_001	20211012_RUNX1_VHL_C_MP9377_S56_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71782920.0	0.0	150.0	46.0	37.78786285604431	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX1_VHL_C_MP9377_S56_R2_001	20211012_RUNX1_VHL_C_MP9377_S56_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71782920.0	0.0	150.0	46.0	38.625626602796316	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX1_VHL_D_MP9377_S57_R1_001	20211012_RUNX1_VHL_D_MP9377_S57_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51277502.0	0.0	150.0	45.0	40.43598058253861	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_RUNX1_VHL_D_MP9377_S57_R2_001	20211012_RUNX1_VHL_D_MP9377_S57_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51277502.0	0.0	150.0	45.0	41.500236045605234	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX2_DMSO_A_MP9377_S58_R1_001	20211012_RUNX2_DMSO_A_MP9377_S58_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46388787.0	0.0	150.0	46.0	36.64686287314885	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_RUNX2_DMSO_A_MP9377_S58_R2_001	20211012_RUNX2_DMSO_A_MP9377_S58_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46388787.0	0.0	150.0	46.0	38.803291049471284	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX2_DMSO_B_MP9377_S59_R1_001	20211012_RUNX2_DMSO_B_MP9377_S59_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66312772.0	0.0	150.0	47.0	39.887258676484294	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_RUNX2_DMSO_B_MP9377_S59_R2_001	20211012_RUNX2_DMSO_B_MP9377_S59_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66312772.0	0.0	150.0	47.0	40.8773476135433	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX2_DMSO_C_MP9377_S60_R1_001	20211012_RUNX2_DMSO_C_MP9377_S60_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35170365.0	0.0	150.0	45.0	43.42647998454432	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX2_DMSO_C_MP9377_S60_R2_001	20211012_RUNX2_DMSO_C_MP9377_S60_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35170365.0	0.0	150.0	46.0	44.85958148515324	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX2_DMSO_D_MP9377_S61_R1_001	20211012_RUNX2_DMSO_D_MP9377_S61_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39203469.0	0.0	150.0	44.0	40.81842085143839	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_RUNX2_DMSO_D_MP9377_S61_R2_001	20211012_RUNX2_DMSO_D_MP9377_S61_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39203469.0	0.0	150.0	45.0	42.744186541132834	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX2_VHL_A_MP9377_S62_R1_001	20211012_RUNX2_VHL_A_MP9377_S62_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53982859.0	0.0	150.0	48.0	39.403549937386586	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_RUNX2_VHL_A_MP9377_S62_R2_001	20211012_RUNX2_VHL_A_MP9377_S62_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53982859.0	0.0	150.0	48.0	40.22404070106259	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX2_VHL_B_MP9377_S63_R1_001	20211012_RUNX2_VHL_B_MP9377_S63_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48742216.0	0.0	150.0	45.0	40.13250362354022	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_RUNX2_VHL_B_MP9377_S63_R2_001	20211012_RUNX2_VHL_B_MP9377_S63_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48742216.0	0.0	150.0	45.0	43.45953331920321	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX2_VHL_C_MP9377_S64_R1_001	20211012_RUNX2_VHL_C_MP9377_S64_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61639127.0	0.0	150.0	46.0	41.410539931465074	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX2_VHL_C_MP9377_S64_R2_001	20211012_RUNX2_VHL_C_MP9377_S64_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61639127.0	0.0	150.0	46.0	41.18056555210592	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_RUNX2_VHL_D_MP9377_S65_R1_001	20211012_RUNX2_VHL_D_MP9377_S65_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57259090.0	0.0	150.0	46.0	39.98196924515393	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_RUNX2_VHL_D_MP9377_S65_R2_001	20211012_RUNX2_VHL_D_MP9377_S65_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57259090.0	0.0	150.0	46.0	39.95237790505659	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_SPI1_DMSO_A_MP9377_S66_R1_001	20211012_SPI1_DMSO_A_MP9377_S66_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48103337.0	0.0	150.0	45.0	41.51478748032694	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_SPI1_DMSO_A_MP9377_S66_R2_001	20211012_SPI1_DMSO_A_MP9377_S66_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48103337.0	0.0	150.0	46.0	43.009873595449314	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_SPI1_DMSO_B_MP9377_S67_R1_001	20211012_SPI1_DMSO_B_MP9377_S67_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65885228.0	0.0	150.0	45.0	37.42507194024466	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_SPI1_DMSO_B_MP9377_S67_R2_001	20211012_SPI1_DMSO_B_MP9377_S67_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65885228.0	0.0	150.0	46.0	38.28784960658564	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	fail
20211012_SPI1_DMSO_C_MP9377_S68_R1_001	20211012_SPI1_DMSO_C_MP9377_S68_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42427183.0	0.0	150.0	45.0	42.06098562641843	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_SPI1_DMSO_C_MP9377_S68_R2_001	20211012_SPI1_DMSO_C_MP9377_S68_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42427183.0	0.0	150.0	46.0	44.69402165551676	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_SPI1_DMSO_D_MP9377_S69_R1_001	20211012_SPI1_DMSO_D_MP9377_S69_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42659483.0	0.0	150.0	44.0	37.01253766454901	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	fail	fail
20211012_SPI1_DMSO_D_MP9377_S69_R2_001	20211012_SPI1_DMSO_D_MP9377_S69_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42659483.0	0.0	150.0	45.0	39.55397620952107	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_SPI1_DMSO_E_MP9377_S70_R1_001	20211012_SPI1_DMSO_E_MP9377_S70_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48613826.0	0.0	150.0	46.0	41.34268174428646	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_SPI1_DMSO_E_MP9377_S70_R2_001	20211012_SPI1_DMSO_E_MP9377_S70_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48613826.0	0.0	150.0	47.0	41.611488347247985	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_SPI1_VHL_A_MP9377_S71_R1_001	20211012_SPI1_VHL_A_MP9377_S71_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49508283.0	0.0	150.0	44.0	38.438029807727716	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_SPI1_VHL_A_MP9377_S71_R2_001	20211012_SPI1_VHL_A_MP9377_S71_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49508283.0	0.0	150.0	45.0	40.83077845716152	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_SPI1_VHL_B_MP9377_S72_R1_001	20211012_SPI1_VHL_B_MP9377_S72_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48335124.0	0.0	150.0	45.0	41.027548839267915	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_SPI1_VHL_B_MP9377_S72_R2_001	20211012_SPI1_VHL_B_MP9377_S72_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48335124.0	0.0	150.0	46.0	42.661198402929664	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_SPI1_VHL_C_MP9377_S73_R1_001	20211012_SPI1_VHL_C_MP9377_S73_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35764797.0	0.0	150.0	43.0	37.34070764271375	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	fail	fail
20211012_SPI1_VHL_C_MP9377_S73_R2_001	20211012_SPI1_VHL_C_MP9377_S73_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35764797.0	0.0	150.0	44.0	39.65724184913248	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_SPI1_VHL_D_MP9377_S74_R1_001	20211012_SPI1_VHL_D_MP9377_S74_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49327500.0	0.0	150.0	46.0	31.06646781794553	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_SPI1_VHL_D_MP9377_S74_R2_001	20211012_SPI1_VHL_D_MP9377_S74_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49327500.0	0.0	150.0	47.0	34.51362919212272	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211012_SPI1_VHL_E_MP9377_S75_R1_001	20211012_SPI1_VHL_E_MP9377_S75_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72077851.0	0.0	150.0	46.0	36.88942427256362	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211012_SPI1_VHL_E_MP9377_S75_R2_001	20211012_SPI1_VHL_E_MP9377_S75_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72077851.0	0.0	150.0	46.0	37.90585072261781	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
