chr	start	end	interval_id	num_peaks	num_samples	MV411_1_771_R1.bool	MV411_2_772_R1.bool	MV411_1_771_R1.fc	MV411_2_772_R1.fc	MV411_1_771_R1.qval	MV411_2_772_R1.qval	MV411_1_771_R1.pval	MV411_2_772_R1.pval	MV411_1_771_R1.start	MV411_2_772_R1.start	MV411_1_771_R1.end	MV411_2_772_R1.end	MV411_1_771_R1.summit	MV411_2_772_R1.summit
chr1	21099085	21099298	Interval_23	1	1	TRUE	FALSE	4.91966	NA	4.84295	NA	8.9219	NA	21099085	NA	21099298	NA	169	NA
chr1	21783517	21783714	Interval_24	1	1	TRUE	FALSE	5.20905	NA	5.61163	NA	9.79053	NA	21783517	NA	21783714	NA	151	NA
chr1	22052503	22052707	Interval_25	1	1	TRUE	FALSE	5.30005	NA	5.45065	NA	9.60703	NA	22052503	NA	22052707	NA	92	NA
chr1	23533212	23533386	Interval_26	1	1	TRUE	FALSE	4.5255	NA	3.41944	NA	7.29259	NA	23533212	NA	23533386	NA	87	NA
chr1	24190259	24190503	Interval_27	1	1	TRUE	FALSE	6.07723	NA	8.0502	NA	12.53063	NA	24190259	NA	24190503	NA	80	NA
chr1	25022896	25023071	Interval_28	1	1	TRUE	FALSE	3.75862	NA	2.54898	NA	6.18994	NA	25022896	NA	25023071	NA	117	NA
chr1	25030834	25031111	Interval_29	1	1	TRUE	FALSE	6.12464	NA	8.49499	NA	13.02468	NA	25030834	NA	25031111	NA	123	NA
chr1	26432048	26432299	Interval_30	1	1	TRUE	FALSE	4.63027	NA	4.08831	NA	8.07765	NA	26432048	NA	26432299	NA	100	NA
chr1	27112034	27112364	Interval_31	1	1	TRUE	FALSE	5.10721	NA	5.73591	NA	9.94598	NA	27112034	NA	27112364	NA	119	NA
chr1	27490494	27490676	Interval_32	1	1	TRUE	FALSE	4.21148	NA	3.93966	NA	7.87551	NA	27490494	NA	27490676	NA	82	NA
chr1	27667675	27667921	Interval_33	1	1	TRUE	FALSE	6.65601	NA	9.80833	NA	14.45895	NA	27667675	NA	27667921	NA	127	NA
chr1	27772958	27773174	Interval_34	1	1	TRUE	FALSE	4.48421	NA	3.3674	NA	7.22186	NA	27772958	NA	27773174	NA	74	NA
chr1	28417478	28417777	Interval_35	1	1	TRUE	FALSE	5.89297	NA	7.73491	NA	12.18247	NA	28417478	NA	28417777	NA	151	NA
chr1	28648798	28649110	Interval_36	1	1	TRUE	FALSE	5.31741	NA	4.85159	NA	8.95089	NA	28648798	NA	28649110	NA	102	NA
chr1	30756640	30757023	Interval_37	1	1	TRUE	FALSE	6.11124	NA	10.35256	NA	15.05303	NA	30756640	NA	30757023	NA	230	NA
chr1	30824178	30824356	Interval_38	1	1	TRUE	FALSE	5.34423	NA	5.20725	NA	9.33758	NA	30824178	NA	30824356	NA	76	NA
chr1	31605892	31606184	Interval_39	1	1	TRUE	FALSE	3.92731	NA	3.90781	NA	7.8306	NA	31605892	NA	31606184	NA	147	NA
chr1	32394378	32394578	Interval_40	1	1	TRUE	FALSE	4.48421	NA	3.3674	NA	7.22186	NA	32394378	NA	32394578	NA	167	NA
chr1	32941641	32941997	Interval_41	1	1	TRUE	FALSE	8.43056	NA	13.72148	NA	18.6739	NA	32941641	NA	32941997	NA	171	NA
chr1	32989348	32989599	Interval_42	1	1	TRUE	FALSE	5.49844	NA	6.39861	NA	10.68228	NA	32989348	NA	32989599	NA	97	NA
chr1	32992520	32992717	Interval_43	1	1	TRUE	FALSE	5.87257	NA	6.66015	NA	10.98462	NA	32992520	NA	32992717	NA	77	NA
chr1	33050157	33050381	Interval_44	1	1	TRUE	FALSE	4.57495	NA	3.76831	NA	7.67471	NA	33050157	NA	33050381	NA	136	NA
chr1	33099489	33099694	Interval_45	1	1	TRUE	FALSE	4.85701	NA	5.02175	NA	9.13353	NA	33099489	NA	33099694	NA	70	NA
chr1	34190746	34190957	Interval_46	1	1	TRUE	FALSE	3.73095	NA	3.29867	NA	7.13647	NA	34190746	NA	34190957	NA	69	NA
chr1	36224186	36224401	Interval_47	1	1	TRUE	FALSE	4.63027	NA	4.08831	NA	8.07765	NA	36224186	NA	36224401	NA	133	NA
chr1	36248421	36248699	Interval_48	1	1	TRUE	FALSE	8.10297	NA	14.57756	NA	19.58823	NA	36248421	NA	36248699	NA	136	NA
chr1	36374554	36374911	Interval_49	1	1	TRUE	FALSE	5.18494	NA	5.26608	NA	9.40162	NA	36374554	NA	36374911	NA	248	NA
chr1	36386556	36386852	Interval_50	1	1	TRUE	FALSE	6.79749	NA	13.39028	NA	18.31343	NA	36386556	NA	36386852	NA	141	NA
chr1	36464358	36464544	Interval_51	1	1	TRUE	FALSE	4.67726	NA	4.73733	NA	8.79067	NA	36464358	NA	36464544	NA	76	NA
chr1	39192135	39192442	Interval_52	1	1	TRUE	FALSE	9.83956	NA	19.29163	NA	24.50983	NA	39192135	NA	39192442	NA	169	NA
chr1	39934289	39934562	Interval_53	1	1	TRUE	FALSE	5.61316	NA	8.28619	NA	12.78749	NA	39934289	NA	39934562	NA	120	NA
chr1	40040477	40040726	Interval_54	1	1	TRUE	FALSE	5.99575	NA	7.54935	NA	11.98128	NA	40040477	NA	40040726	NA	119	NA
chr1	42709012	42709186	Interval_55	1	1	TRUE	FALSE	4.21148	NA	3.93966	NA	7.87551	NA	42709012	NA	42709186	NA	159	NA
chr1	43774540	43774714	Interval_56	1	1	TRUE	FALSE	5.20905	NA	5.61163	NA	9.79053	NA	43774540	NA	43774714	NA	68	NA
chr1	43835424	43835498	Interval_57	1	1	FALSE	TRUE	NA	6.43472	NA	4.48279	NA	9.52263	NA	43835424	NA	43835498	NA	15
chr1	43929576	43929830	Interval_58	2	2	TRUE	TRUE	7.86403	6.48425	12.75598	4.55798	17.64252	9.6062	43929576	43929689	43929830	43929772	133	48
chr1	44672333	44672560	Interval_59	2	2	TRUE	TRUE	6.07355	6.46766	7.68498	4.53512	12.12407	9.57816	44672333	44672433	44672560	44672503	115	34
chr1	44730791	44731121	Interval_60	1	1	TRUE	FALSE	5.71665	NA	7.77461	NA	12.2295	NA	44730791	NA	44731121	NA	262	NA
chr1	45172092	45172273	Interval_61	1	1	TRUE	FALSE	4.96292	NA	4.062	NA	8.03144	NA	45172092	NA	45172273	NA	86	NA
chr1	45393704	45393893	Interval_62	1	1	TRUE	FALSE	4.55906	NA	3.26068	NA	7.0597	NA	45393704	NA	45393893	NA	60	NA
chr1	45802833	45803007	Interval_63	1	1	TRUE	FALSE	4.32005	NA	5.15737	NA	9.28001	NA	45802833	NA	45803007	NA	94	NA
chr1	51879004	51879178	Interval_64	1	1	TRUE	FALSE	3.82616	NA	2.0301	NA	5.57533	NA	51879004	NA	51879178	NA	130	NA
chr1	52797291	52797465	Interval_65	2	2	TRUE	TRUE	5.31741	9.63698	4.85159	10.79105	8.95089	16.16081	52797291	52797395	52797465	52797465	160	54
chr1	54850757	54851044	Interval_66	1	1	TRUE	FALSE	6.08325	NA	9.91712	NA	14.57951	NA	54850757	NA	54851044	NA	171	NA
chr1	56525440	56525761	Interval_67	1	1	TRUE	FALSE	5.65136	NA	5.99234	NA	10.22472	NA	56525440	NA	56525761	NA	170	NA
chr1	58783991	58784374	Interval_68	2	2	TRUE	TRUE	8.68175	7.86501	16.64162	7.23998	21.75002	12.46422	58783993	58783991	58784374	58784086	139	38
chr1	59208018	59208192	Interval_69	1	1	TRUE	FALSE	4.96292	NA	4.062	NA	8.03144	NA	59208018	NA	59208192	NA	34	NA
chr1	59477373	59477648	Interval_70	1	1	TRUE	FALSE	3.97751	NA	3.29867	NA	7.13044	NA	59477373	NA	59477648	NA	138	NA
chr1	62622120	62622404	Interval_71	1	1	TRUE	FALSE	5.67191	NA	5.68968	NA	9.89791	NA	62622120	NA	62622404	NA	136	NA
chr1	64864299	64864557	Interval_72	1	1	TRUE	FALSE	4.88536	NA	3.96427	NA	7.90171	NA	64864299	NA	64864557	NA	131	NA
chr1	65395799	65396061	Interval_73	2	2	TRUE	TRUE	2.94549	4.53688	1.34559	2.30182	4.58845	7.02292	65395799	65395935	65396049	65396061	190	122
chr1	65811992	65812281	Interval_74	1	1	TRUE	FALSE	7.60143	NA	10.9874	NA	15.7329	NA	65811992	NA	65812281	NA	154	NA
chr1	65821005	65821345	Interval_75	1	1	TRUE	FALSE	6.0264	NA	6.55217	NA	10.8709	NA	65821005	NA	65821345	NA	157	NA
chr1	66336188	66336362	Interval_76	1	1	TRUE	FALSE	4.0922	NA	2.79356	NA	6.54011	NA	66336188	NA	66336362	NA	158	NA
chr1	67889999	67890253	Interval_77	1	1	TRUE	FALSE	5.34423	NA	5.20725	NA	9.33759	NA	67889999	NA	67890253	NA	102	NA
chr1	69688201	69688476	Interval_78	1	1	TRUE	FALSE	5.20905	NA	5.61163	NA	9.79053	NA	69688201	NA	69688476	NA	106	NA
chr1	70038055	70038232	Interval_79	1	1	TRUE	FALSE	4.96292	NA	4.062	NA	8.03144	NA	70038055	NA	70038232	NA	65	NA
chr1	74024992	74025166	Interval_80	1	1	TRUE	FALSE	4.96292	NA	4.062	NA	8.03144	NA	74024992	NA	74025166	NA	33	NA
chr1	76076079	76076330	Interval_81	1	1	TRUE	FALSE	3.97751	NA	3.29867	NA	7.13044	NA	76076079	NA	76076330	NA	79	NA
chr1	77312469	77312721	Interval_82	1	1	TRUE	FALSE	7.8301	NA	12.25317	NA	17.0937	NA	77312469	NA	77312721	NA	100	NA
chr1	79042133	79042489	Interval_83	2	2	TRUE	TRUE	9.21685	5.34854	15.53964	3.16548	20.59862	8.04091	79042133	79042256	79042489	79042328	129	30
chr1	82225592	82225788	Interval_84	1	1	TRUE	FALSE	6.13829	NA	8.15873	NA	12.64504	NA	82225592	NA	82225788	NA	84	NA
chr1	82795582	82795848	Interval_85	1	1	TRUE	FALSE	6.65601	NA	9.80833	NA	14.45895	NA	82795582	NA	82795848	NA	133	NA
chr1	84365743	84366050	Interval_86	1	1	TRUE	FALSE	6.38089	NA	7.44732	NA	11.8684	NA	84365743	NA	84366050	NA	164	NA
chr1	84442251	84442476	Interval_87	1	1	TRUE	FALSE	3.2756	NA	1.64461	NA	5.04617	NA	84442251	NA	84442476	NA	220	NA
chr1	84854470	84854646	Interval_88	1	1	TRUE	FALSE	5.05563	NA	4.77892	NA	8.83547	NA	84854470	NA	84854646	NA	61	NA
chr1	85278933	85279194	Interval_89	1	1	TRUE	FALSE	4.21148	NA	3.93966	NA	7.87551	NA	85278933	NA	85279194	NA	128	NA
chr1	86137506	86137834	Interval_90	1	1	TRUE	FALSE	7.08988	NA	9.32283	NA	13.9319	NA	86137506	NA	86137834	NA	224	NA
chr1	86429932	86430127	Interval_91	1	1	TRUE	FALSE	5.31741	NA	4.85159	NA	8.95089	NA	86429932	NA	86430127	NA	56	NA
chr1	86774364	86774651	Interval_92	1	1	TRUE	FALSE	4.9344	NA	4.03881	NA	7.98381	NA	86774364	NA	86774651	NA	131	NA
chr1	87869599	87869857	Interval_93	1	1	TRUE	FALSE	4.7669	NA	3.79362	NA	7.70258	NA	87869599	NA	87869857	NA	155	NA
chr1	87869863	87869933	Interval_94	1	1	FALSE	TRUE	NA	5.66893	NA	3.02368	NA	7.86705	NA	87869863	NA	87869933	NA	13
chr1	88595461	88595656	Interval_95	1	1	TRUE	FALSE	5.32269	NA	7.07207	NA	11.43647	NA	88595461	NA	88595656	NA	95	NA
chr1	91713384	91713663	Interval_96	1	1	TRUE	FALSE	4.89381	NA	4.23062	NA	8.22978	NA	91713384	NA	91713663	NA	156	NA
chr1	92096397	92096625	Interval_97	1	1	TRUE	FALSE	5.20905	NA	5.61163	NA	9.79053	NA	92096397	NA	92096625	NA	97	NA
chr1	92563546	92563775	Interval_98	1	1	TRUE	FALSE	5.67191	NA	5.68968	NA	9.89791	NA	92563546	NA	92563775	NA	66	NA
chr1	93754525	93754725	Interval_99	1	1	TRUE	FALSE	5.19696	NA	6.20933	NA	10.4683	NA	93754525	NA	93754725	NA	117	NA
chr1	96309808	96310217	Interval_100	1	1	TRUE	FALSE	6.73539	NA	8.3648	NA	12.88912	NA	96309808	NA	96310217	NA	275	NA
chr1	96362627	96362891	Interval_101	1	1	TRUE	FALSE	5.07524	NA	9.15579	NA	13.74684	NA	96362627	NA	96362891	NA	134	NA
chr1	96560198	96560372	Interval_102	1	1	TRUE	FALSE	4.6768	NA	4.16539	NA	8.16169	NA	96560198	NA	96560372	NA	68	NA
chr1	97850038	97850341	Interval_103	1	1	TRUE	FALSE	3.71496	NA	4.58709	NA	8.61906	NA	97850038	NA	97850341	NA	168	NA
chr1	97906988	97907251	Interval_104	1	1	TRUE	FALSE	7.08988	NA	9.32283	NA	13.9319	NA	97906988	NA	97907251	NA	151	NA
chr1	98323930	98324264	Interval_105	1	1	TRUE	FALSE	5.89297	NA	7.73491	NA	12.18247	NA	98323930	NA	98324264	NA	195	NA
chr1	99719043	99719293	Interval_106	1	1	TRUE	FALSE	7.08988	NA	9.32283	NA	13.9319	NA	99719043	NA	99719293	NA	105	NA
chr1	100347430	100347649	Interval_107	1	1	TRUE	FALSE	4.96292	NA	4.062	NA	8.03144	NA	100347430	NA	100347649	NA	156	NA
chr1	102118295	102118469	Interval_108	1	1	TRUE	FALSE	4.60842	NA	3.29867	NA	7.14142	NA	102118295	NA	102118469	NA	88	NA
chr1	107593600	107593824	Interval_109	1	1	TRUE	FALSE	3.2756	NA	1.64461	NA	5.04617	NA	107593600	NA	107593824	NA	173	NA
chr1	107623110	107623284	Interval_110	1	1	TRUE	FALSE	4.60842	NA	3.29867	NA	7.14142	NA	107623110	NA	107623284	NA	139	NA
chr1	107877218	107877471	Interval_111	1	1	TRUE	FALSE	6.37693	NA	8.18174	NA	12.6743	NA	107877218	NA	107877471	NA	139	NA
chr1	108016531	108016743	Interval_112	1	1	TRUE	FALSE	4.85701	NA	5.02175	NA	9.13353	NA	108016531	NA	108016743	NA	158	NA
chr1	108141680	108141881	Interval_113	1	1	TRUE	FALSE	4.69855	NA	3.68835	NA	7.58708	NA	108141680	NA	108141881	NA	124	NA
chr1	108584334	108584550	Interval_114	1	1	TRUE	FALSE	4.34088	NA	3.38756	NA	7.25921	NA	108584334	NA	108584550	NA	79	NA
chr1	108746469	108746643	Interval_115	1	1	TRUE	FALSE	4.76108	NA	4.05191	NA	8.00014	NA	108746469	NA	108746643	NA	131	NA
chr1	109617346	109617520	Interval_116	1	1	TRUE	FALSE	3.14185	NA	1.76482	NA	5.18875	NA	109617346	NA	109617520	NA	20	NA
chr1	110267837	110268100	Interval_117	1	1	TRUE	FALSE	4.49682	NA	3.64455	NA	7.53683	NA	110267837	NA	110268100	NA	147	NA
chr1	110338601	110338830	Interval_118	1	1	TRUE	FALSE	4.7705	NA	4.60322	NA	8.64794	NA	110338601	NA	110338830	NA	92	NA
chr1	110646087	110646295	Interval_119	1	1	TRUE	FALSE	6.64866	NA	8.61813	NA	13.15899	NA	110646087	NA	110646295	NA	77	NA
chr1	110947940	110948326	Interval_120	1	1	TRUE	FALSE	3.76209	NA	2.13351	NA	5.70631	NA	110947940	NA	110948326	NA	272	NA
chr1	110963925	110964280	Interval_121	1	1	TRUE	FALSE	4.7705	NA	4.60322	NA	8.64794	NA	110963925	NA	110964280	NA	242	NA
chr1	111221988	111222162	Interval_122	1	1	TRUE	FALSE	3.93333	NA	2.16748	NA	5.75427	NA	111221988	NA	111222162	NA	75	NA
chr1	111789760	111789952	Interval_123	1	1	TRUE	FALSE	3.73095	NA	3.29867	NA	7.13647	NA	111789760	NA	111789952	NA	66	NA
chr1	113943060	113943248	Interval_124	1	1	TRUE	FALSE	3.74354	NA	2.69577	NA	6.40958	NA	113943060	NA	113943248	NA	83	NA
chr1	114040496	114040785	Interval_125	1	1	TRUE	FALSE	4.0922	NA	2.79356	NA	6.54011	NA	114040496	NA	114040785	NA	81	NA
chr1	114940857	114941117	Interval_126	1	1	TRUE	FALSE	4.96292	NA	4.062	NA	8.03144	NA	114940857	NA	114941117	NA	134	NA
chr1	115168795	115169111	Interval_127	1	1	TRUE	FALSE	4.06019	NA	5.12671	NA	9.24335	NA	115168795	NA	115169111	NA	102	NA
chr1	115728014	115728398	Interval_128	1	1	TRUE	FALSE	6.20779	NA	7.90809	NA	12.3688	NA	115728014	NA	115728398	NA	91	NA
chr1	115781351	115781589	Interval_129	1	1	TRUE	FALSE	4.60842	NA	3.29867	NA	7.14142	NA	115781351	NA	115781589	NA	93	NA
chr1	116377959	116378249	Interval_130	1	1	TRUE	FALSE	6.60579	NA	8.93778	NA	13.50608	NA	116377959	NA	116378249	NA	134	NA
chr1	116504379	116504751	Interval_131	2	2	TRUE	TRUE	5.30187	4.18789	8.67393	1.6538	13.22235	6.17476	116504417	116504379	116504751	116504556	146	135
chr1	116508950	116509141	Interval_132	1	1	TRUE	FALSE	5.34423	NA	5.20725	NA	9.33759	NA	116508950	NA	116509141	NA	71	NA
chr1	116990483	116990767	Interval_133	1	1	TRUE	FALSE	5.20905	NA	5.61163	NA	9.79053	NA	116990483	NA	116990767	NA	151	NA
chr1	117007315	117007489	Interval_134	1	1	TRUE	FALSE	5.23431	NA	4.75587	NA	8.8107	NA	117007315	NA	117007489	NA	63	NA
chr1	119987106	119987311	Interval_135	1	1	TRUE	FALSE	4.90976	NA	4.00046	NA	7.94258	NA	119987106	NA	119987311	NA	147	NA
chr1	121092656	121092857	Interval_136	1	1	TRUE	FALSE	7.44438	NA	10.30178	NA	14.99568	NA	121092656	NA	121092857	NA	86	NA
chr1	121407526	121407704	Interval_137	1	1	TRUE	FALSE	4.25393	NA	2.59048	NA	6.28291	NA	121407526	NA	121407704	NA	107	NA
chr1	121511586	121511960	Interval_138	1	1	TRUE	FALSE	6.69578	NA	9.08784	NA	13.66905	NA	121511586	NA	121511960	NA	127	NA
chr1	123264374	123264550	Interval_139	1	1	TRUE	FALSE	3.97453	NA	6.39861	NA	10.68195	NA	123264374	NA	123264550	NA	152	NA
chr1	123531475	123531669	Interval_140	2	2	TRUE	TRUE	8.15337	13.49177	12.33182	19.68804	17.18246	25.28407	123531475	123531573	123531669	123531652	119	42
chr1	123720005	123720282	Interval_141	1	1	TRUE	FALSE	4.30284	NA	8.89521	NA	13.45251	NA	123720005	NA	123720282	NA	144	NA
chr1	124298769	124298943	Interval_142	2	2	TRUE	TRUE	6.38089	11.56437	7.44732	15.12901	11.8684	20.6167	124298769	124298857	124298943	124298933	118	23
chr1	124421014	124421104	Interval_143	1	1	FALSE	TRUE	NA	7.30103	NA	13.51001	NA	18.9495	NA	124421014	NA	124421104	NA	30
chr1	124446375	124446640	Interval_144	1	1	TRUE	FALSE	3.70522	NA	5.88909	NA	10.11656	NA	124446375	NA	124446640	NA	137	NA
chr1	124495195	124495378	Interval_145	1	1	TRUE	FALSE	6.38089	NA	7.44732	NA	11.8684	NA	124495195	NA	124495378	NA	111	NA
chr1	124562321	124562593	Interval_146	1	1	TRUE	FALSE	8.10297	NA	14.57756	NA	19.58823	NA	124562321	NA	124562593	NA	111	NA
chr1	124568453	124568720	Interval_147	2	2	TRUE	TRUE	9.92584	11.71537	17.79787	15.75933	22.95871	21.26206	124568453	124568542	124568720	124568617	121	34
chr1	124614161	124614337	Interval_148	1	1	TRUE	FALSE	5.67191	NA	5.68968	NA	9.89791	NA	124614161	NA	124614337	NA	26	NA
chr1	125180042	125180330	Interval_149	2	2	TRUE	TRUE	11.69647	26.55133	47.73594	76.08559	53.37685	82.96493	125180042	125180142	125180330	125180237	148	41
chr1	143185149	143185222	Interval_150	1	1	FALSE	TRUE	NA	7.74649	NA	14.4104	NA	19.88036	NA	143185149	NA	143185222	NA	16
chr1	143194631	143194851	Interval_151	1	1	TRUE	FALSE	4.01215	NA	5.74358	NA	9.95756	NA	143194631	NA	143194851	NA	123	NA
chr1	143251718	143251793	Interval_152	1	1	FALSE	TRUE	NA	10.12879	NA	16.66503	NA	22.18887	NA	143251718	NA	143251793	NA	33
chr1	143253507	143253592	Interval_153	1	1	FALSE	TRUE	NA	4.46439	NA	8.3882	NA	13.66729	NA	143253507	NA	143253592	NA	47
chr1	143263316	143263603	Interval_154	2	2	TRUE	TRUE	2.2339	2.69217	7.14111	8.1052	11.50805	13.37106	143263316	143263414	143263603	143263489	147	35
chr1	143264551	143264835	Interval_155	2	2	TRUE	TRUE	6.1027	15.65528	44.90811	90.3875	50.52708	97.342	143264551	143264624	143264835	143264737	128	57
chr1	145979459	145979745	Interval_156	1	1	TRUE	FALSE	9.50637	NA	24.80248	NA	30.17734	NA	145979459	NA	145979745	NA	143	NA
chr1	145985860	145986034	Interval_157	1	1	TRUE	FALSE	3.62148	NA	2.53108	NA	6.1685	NA	145985860	NA	145986034	NA	109	NA
chr1	149939104	149939511	Interval_158	1	1	TRUE	FALSE	4.32005	NA	5.15737	NA	9.28001	NA	149939104	NA	149939511	NA	176	NA
chr1	150363370	150363662	Interval_159	1	1	TRUE	FALSE	6.70992	NA	9.5011	NA	14.12608	NA	150363370	NA	150363662	NA	128	NA
chr1	150611579	150611890	Interval_160	1	1	TRUE	FALSE	4.93711	NA	5.4598	NA	9.61853	NA	150611579	NA	150611890	NA	47	NA
chr1	150613479	150613888	Interval_161	1	1	TRUE	FALSE	8.76812	NA	15.27921	NA	20.32264	NA	150613479	NA	150613888	NA	216	NA
chr1	150876773	150877032	Interval_162	1	1	TRUE	FALSE	7.60143	NA	10.9874	NA	15.7329	NA	150876773	NA	150877032	NA	91	NA
chr1	150881759	150881933	Interval_163	1	1	TRUE	FALSE	5.10154	NA	4.84295	NA	8.91595	NA	150881759	NA	150881933	NA	95	NA
chr1	151311578	151311916	Interval_164	1	1	TRUE	FALSE	8.5553	NA	16.40624	NA	21.50321	NA	151311578	NA	151311916	NA	190	NA
chr1	151867773	151868072	Interval_165	1	1	TRUE	FALSE	6.55119	NA	11.6388	NA	16.43192	NA	151867773	NA	151868072	NA	162	NA
chr1	151941385	151941740	Interval_166	1	1	TRUE	FALSE	6.70992	NA	9.5011	NA	14.12608	NA	151941385	NA	151941740	NA	222	NA
chr1	152048089	152048464	Interval_167	1	1	TRUE	FALSE	7.81358	NA	13.5812	NA	18.52979	NA	152048089	NA	152048464	NA	209	NA
chr1	153566606	153566794	Interval_168	1	1	TRUE	FALSE	6.01379	NA	9.04021	NA	13.61758	NA	153566606	NA	153566794	NA	106	NA
chr1	154420269	154420503	Interval_169	1	1	TRUE	FALSE	5.14029	NA	5.19559	NA	9.3215	NA	154420269	NA	154420503	NA	88	NA
chr1	154431606	154431876	Interval_170	1	1	TRUE	FALSE	6.90029	NA	10.65048	NA	15.36489	NA	154431606	NA	154431876	NA	186	NA
chr1	155244663	155244850	Interval_171	1	1	TRUE	FALSE	3.21432	NA	2.34963	NA	5.96531	NA	155244663	NA	155244850	NA	55	NA
chr1	156114076	156114544	Interval_172	1	1	TRUE	FALSE	5.93634	NA	8.17101	NA	12.66075	NA	156114076	NA	156114544	NA	106	NA
chr1	156127175	156127468	Interval_173	1	1	TRUE	FALSE	4.91339	NA	6.00388	NA	10.24408	NA	156127175	NA	156127468	NA	163	NA
chr1	156483287	156483401	Interval_174	1	1	FALSE	TRUE	NA	6.01831	NA	3.67226	NA	8.61436	NA	156483287	NA	156483401	NA	68
chr1	156483616	156483706	Interval_175	1	1	FALSE	TRUE	NA	5.48836	NA	2.76096	NA	7.5545	NA	156483616	NA	156483706	NA	38
chr1	156660293	156660467	Interval_176	1	1	TRUE	FALSE	5.39667	NA	6.55217	NA	10.85532	NA	156660293	NA	156660467	NA	66	NA
chr1	156798481	156798756	Interval_177	1	1	TRUE	FALSE	6.27389	NA	8.75826	NA	13.30966	NA	156798481	NA	156798756	NA	114	NA
chr1	157437403	157437625	Interval_178	1	1	TRUE	FALSE	4.32633	NA	3.16357	NA	6.94958	NA	157437403	NA	157437625	NA	123	NA
chr1	157932215	157932404	Interval_179	1	1	TRUE	FALSE	5.67191	NA	5.68968	NA	9.89791	NA	157932215	NA	157932404	NA	88	NA
