RefSeq	ensembl	combo	DMSO	DOT1L	iBET
NM_001199898	ENSG00000005882	9.87724986136986	9.46366797847037	13.6138983602286	7.18973905869795
NM_002204	ENSG00000005884	3.18746532160901	2.26063039433176	3.95907263020713	1.8985026721843
NM_001178084	ENSG00000005889	34.1690936062545	41.3734007398992	39.4446938105769	33.5197568356436
NM_001122606	ENSG00000005893	295.114410279585	280.333753969048	245.526281084391	318.144476211741
NM_000419	ENSG00000005961	3.93054092298676	2.81230328975419	4.71406604371596	2.65175650327936
NM_016641	ENSG00000006007	76.5433400310362	50.8493275394246	56.0774520589952	63.5895743471794
NM_001100418	ENSG00000006015	48.0355544622898	59.158745669715	57.5056040236965	55.2565026281872
NM_145798	ENSG00000006025	55.2124666982212	29.7435811370811	37.2307290294724	45.6312850525949
NM_003954	ENSG00000006062	11.4241752631652	3.31219764119757	7.20501739806015	7.81673945660914
NM_001030006	ENSG00000006125	185.453249453422	194.633586909503	181.690349608681	172.093575369576
NM_005741	ENSG00000006194	52.5779228831805	59.4124433656402	62.5378596084107	55.6758358719028
NM_001258372	ENSG00000006282	54.850977695024	42.3668543845709	51.2745688310112	38.2212570907994
NM_016639	ENSG00000006327	9.03389826779278	2.27288921538677	4.00518184379739	9.55686000990064
NM_001284230	ENSG00000006432	1.95188853321729	1.31997552805702	1.28446689564938	1.46253676285424
NM_005402	ENSG00000006451	46.1093777219441	37.8001501101434	36.3681674327115	45.3695543924971
NM_018238	ENSG00000006530	12.9571927048441	11.648147934487	12.2671900207699	10.6538711836458
NM_000694	ENSG00000006534	31.1153296075779	37.6536272485792	41.3507926701717	27.8246832255088
NM_001114108	ENSG00000006555	1.45529705130955	1.05647077528782	1.0512421135575	1.00245201985215
NM_001127357	ENSG00000006576	49.3081798243823	43.3607193246178	33.8922345427408	55.4015607590762
NM_001282983	ENSG00000006607	26.6095427084619	15.8363800858294	15.2311220788002	25.331219563561
NM_001199815	ENSG00000006625	44.9660142957927	57.0680157448124	51.3933030532749	42.8727820529387
NM_006716	ENSG00000006634	40.4081008393505	50.5343357382243	38.9090804260077	55.5345208250426
NM_001060	ENSG00000006638	2.05894395942602	1.6795363283773	2.04984387402237	1.79967675028309
NM_001007245	ENSG00000006652	44.4086486148451	28.31053295977	24.7702835377723	40.1372612414344
NM_001303	ENSG00000006695	17.3323165122408	31.7395407964517	26.5396796502669	21.1082636202555
NM_001199207	ENSG00000006704	30.3877990417516	23.116151099379	30.1398708995423	20.3389008075254
NM_001256826	ENSG00000006712	79.0377521812325	76.1987023834924	66.0754181768031	101.079000724486
NM_014396	ENSG00000006715	63.1746406804176	52.0641687019565	56.8324454725041	47.9455564395885
NM_014859	ENSG00000006740	21.8479210765794	28.8787852135735	22.5256791899003	22.8828634464691
NM_001165962	ENSG00000006744	84.9097789604594	139.148031211098	134.24064953879	95.8373052245705
NM_001669	ENSG00000006756	51.0371919036401	33.9693184904584	35.0249202815409	42.735120812546
NM_001142389	ENSG00000006757	11.7905707052797	5.56056921447432	7.75676301284834	9.1767072135334
NM_024551	ENSG00000006831	167.856917618627	157.078467472685	127.34723059685	186.989129898059
NM_001113575	ENSG00000006837	3.03050542526364	2.54879853698498	2.15858576849567	2.32880931669059
NM_001199867	ENSG00000007047	41.6859865198458	28.4006652444811	30.1733090712016	40.8366181403617
NM_001136203	ENSG00000007080	55.502424945916	82.4159331111403	77.7386134667659	77.3077513488645
NM_001098506	ENSG00000007129	3.04593250098661	4.31198634408435	3.12760178266305	3.185155837695
NM_000430	ENSG00000007168	135.105138386129	126.832128924575	120.118376117848	143.620302054819
NM_014680	ENSG00000007202	258.919217820271	295.547625544937	319.92540618933	234.028007413382
NM_001130831	ENSG00000007237	3.70205505852688	4.31213209185834	10.6173705500621	2.37278021602647
NM_001270891	ENSG00000007255	38.4581984736658	30.8515389608	35.6411948172052	36.4283762508601
NM_002378	ENSG00000007264	26.3532409237693	72.4630523247145	98.9171930801338	26.5541390416332
NM_017744	ENSG00000007341	8.4189145788471	8.04042685800325	9.09040907330229	6.53296056229096
NM_001145933	ENSG00000007350	3.03202454087024	6.40286201676097	4.79936209432039	5.18814369660429
NM_000280	ENSG00000007372	5.38735708990291	3.19147820376249	3.91949455611922	3.85377654772894
NM_058192	ENSG00000007376	40.5614374927281	49.5512721414926	45.2457276165765	49.2984724348734
NM_022450	ENSG00000007384	3.62643879551862	2.30260188146678	4.53772527715224	4.06605559878956
NM_018032	ENSG00000007392	76.1659616875778	44.2382113125024	56.7578642784619	74.3413133623289
NM_001001410	ENSG00000007520	15.8333094130495	20.0303902522376	16.9854997269214	18.747325617856
NM_004204	ENSG00000007541	47.7880182791392	44.3437829213495	42.6041688166043	54.5158705459941
NM_020825	ENSG00000007545	24.543937274855	21.6510842395508	24.8544658225311	23.9524471089316
NM_003214	ENSG00000007866	10.0558312556931	14.8220265454506	14.9779126411275	9.94223766467353
NM_018198	ENSG00000007923	40.3293283853005	64.8854518594416	58.1888148480551	44.0006186931384
NM_001002294	ENSG00000007933	2.47781505096437	2.61283590201903	2.46404432218725	2.64513914805807
NM_013262	ENSG00000007944	31.9825247863224	32.3018952353621	28.3051633920241	40.0932903420985
NM_004091	ENSG00000007968	18.551414161229	26.7045495577227	19.6689240780483	21.0651615337559
NM_002793	ENSG00000008018	117.047744527521	137.779603389917	115.127263555516	157.318281861984
NM_001267040	ENSG00000008083	71.7463069008879	74.0247582231896	83.2476422351524	66.0677085627671
NM_001037343	ENSG00000008086	2.1983726526873	0.620613788878479	0.423801538881553	1.87203325129915
NM_024011	ENSG00000008128	2.26837950519519	1.37175407203606	1.7247919018237	2.56712338221824
NM_001198993	ENSG00000008130	82.8779479496832	107.712097881436	109.03651218897	92.2513649895694
NM_004227	ENSG00000008256	50.4643991469696	28.279945807046	35.3830191883251	37.4094051531102
NM_006754	ENSG00000008282	56.3144553361211	96.6971140524303	70.3445842602111	75.8971060598219
NM_001017916	ENSG00000008283	3.93311210227392	11.2196462407107	12.1069814844252	3.66178396875031
NM_001130527	ENSG00000008294	178.10851237963	96.9835591697425	97.2104296485223	181.020471432811
NM_001407	ENSG00000008300	19.3325903999882	9.95404676861772	15.9968902942469	10.9470402717388
NM_016305	ENSG00000008324	13.4352009199872	15.9964734984145	17.0089455707903	14.1700733375278
NM_001159846	ENSG00000008382	1.03537389609063	0.736283950117575	0.459918424681405	1.16275031953997
NM_001260511	ENSG00000008394	17.3559241777513	33.362395052428	45.674555292041	18.2082670186166
NM_004075	ENSG00000008405	34.8200738052204	16.2703682991236	18.6580425127262	34.7330954097407
NM_001271043	ENSG00000008441	21.094560758053	24.2167536304649	34.476244617967	12.4758398643672
NM_003033	ENSG00000008513	53.7943313930531	67.0268202940781	54.3492589142591	53.3734066985361
NM_022468	ENSG00000008516	6.41969275478034	5.01409134302188	13.5508744422718	2.4881495259809
NM_000296	ENSG00000008710	133.69927875303	190.064123367276	124.21571644345	130.817057699345
NM_012324	ENSG00000008735	3.03973807873173	1.09094122201585	1.0581644901336	2.19924720589607
NM_001079518	ENSG00000008838	76.359267186041	97.1851868261407	106.286602731599	78.9654108131855
NM_001160036	ENSG00000008853	58.9311140685922	49.5512721414926	56.2772386694278	57.3171305032931
NM_019024	ENSG00000008869	80.9485018458552	62.2613773707854	70.9101146827759	63.5997562313069
NM_003262	ENSG00000008952	101.254054867459	89.5206086312908	100.537818041618	95.4827530362522
NM_001023	ENSG00000008988	389.234923441673	266.025775317158	307.889696166231	345.704197395714
NM_001007553	ENSG00000009307	577.290451828135	614.940262942804	590.979702884518	557.626892582516
NM_014671	ENSG00000009335	117.091454575402	131.635051101956	109.020048667053	143.351162522837
NM_001286431	ENSG00000009413	44.5232996190869	48.6384611681828	47.512272805398	35.2333186904887
NM_006610	ENSG00000009724	3.2986110427115	1.25593816302298	2.32917786970452	1.08046778569199
NM_001143912	ENSG00000009780	15.5909155884733	7.44937998743079	9.23180666528738	14.889716708537
NM_001287754	ENSG00000009790	55.5808483078684	56.9927397931412	66.0823405533792	43.7218982571811
NM_013382	ENSG00000009830	24.647369458096	29.595455050003	29.2688219779103	26.9934136285739
NM_001286371	ENSG00000009844	67.5044173644975	65.5654909804801	54.9005533465979	79.974480188259
NM_032951	ENSG00000009950	0.820795991747132	0.989981646042768	1.03471864626473	0.596264209017885
NM_032408	ENSG00000009954	210.173781955067	234.047778505249	205.599185315538	247.518754472769
NM_005493	ENSG00000010017	87.3995158040076	83.9793879829033	52.26519439443	105.16386102098
NM_001010984	ENSG00000010072	21.9534573871815	16.688771440508	14.5345176837389	24.1969441232625
NM_001007239	ENSG00000010165	41.3014748628927	55.9120169233446	57.6139546810961	49.2142737202304
NM_001282285	ENSG00000010219	6.70731574284494	3.98458997405509	5.08215727829059	5.32293066580446
NM_001032293	ENSG00000010244	255.623998888258	229.111904017325	223.715745887589	285.503268549978
NM_003365	ENSG00000010256	207.419326817382	240.125404420644	207.657967696881	262.047748025572
NM_032016	ENSG00000010270	34.3667253192684	35.1286176148343	31.5326884525913	37.8085412023051
NM_001769	ENSG00000010278	2.90907498701249	3.02402949854435	5.01723712034073	2.07961112793349
NM_014865	ENSG00000010292	273.018839847414	313.518164520544	266.608578444269	286.234409005758
NM_001039670	ENSG00000010295	58.3524807691522	29.7264187876041	39.6240445829793	46.3033037178007
NM_000164	ENSG00000010310	41.5903858342948	19.6721411818832	34.7443526292619	17.5503518766896
NM_001278221	ENSG00000010318	21.0832239772238	26.2094129869274	24.3015464965217	17.1963233723506
NM_020163	ENSG00000010319	7.29705469084504	6.00868502193868	7.00098712519201	9.93797089666538
NM_001276293	ENSG00000010322	124.732585026189	96.0918197878606	113.027849279616	98.8112173977755
NM_001171937	ENSG00000010361	6.17110450794921	7.96413067191418	9.25486127208252	4.7432098448398
NM_000202	ENSG00000010404	81.1190206102194	18.6515723831165	51.5141732970342	51.2214390695866
NM_001145446	ENSG00000010539	38.3208739077657	35.980571726191	30.9052478779153	44.7784257643236
NM_000616	ENSG00000010610	226.148039176985	266.215846943424	254.916128699707	244.31488321493
NM_001135217	ENSG00000010626	6.41606951181261	6.80670032065328	6.17950860543835	6.57788955202435
NM_000061	ENSG00000010671	86.5108170871137	140.112938171882	132.28374662072	88.8641119849413
NM_000410	ENSG00000010704	1.1604275773095	0.5196542129054	0.693143206773287	1.28473698471569
NM_001031694	ENSG00000010803	31.2893536550813	58.8798015928098	57.623164534739	29.6333279182263
NM_002037	ENSG00000010810	11.3778940359962	2.17957642759468	1.67522149994539	6.94576572834652
NM_003198	ENSG00000011007	39.5677874769866	39.8859765066241	42.4447427544071	44.308938672469
NM_007260	ENSG00000011009	46.7650332275583	44.5743945049577	48.0682620826217	52.8429709128742
NM_001256959	ENSG00000011021	27.3733057039655	35.2203531250594	34.1235031394639	26.1568298956721
NM_006039	ENSG00000011028	291.316523403238	301.453560061628	282.479360957227	266.34321506224
NM_001002860	ENSG00000011114	89.0075644969402	75.5268930417308	81.8498584908961	81.1106718093525
NM_004886	ENSG00000011132	22.6157743669767	15.388701521687	20.0935080910774	20.6783913821674
NM_001165927	ENSG00000011143	15.1761347918287	14.0023826121589	16.3403619737315	11.2629356966882
NM_016006	ENSG00000011198	11.4102673030488	10.0325032233698	10.7233737850192	14.1913179000073
NM_000216	ENSG00000011201	1.89836082011292	0.886570305858686	1.32058378144923	0.927744931622962
NM_001291478	ENSG00000011243	99.7534154802206	48.4982733648337	54.872081366146	99.0391710240531
NM_017643	ENSG00000011258	69.8551925667104	82.0543837378777	82.9856141809105	55.2378645042164
NM_016001	ENSG00000011260	38.7005922982421	80.1825636186775	74.5960531651051	44.7232256129014
NM_207111	ENSG00000011275	78.4582979503811	77.8708834192366	73.3127599806769	82.2757727161056
NM_001271420	ENSG00000011295	51.8739999828647	38.5275014900609	44.6060072370433	41.0740633930531
NM_002819	ENSG00000011304	652.475265516922	683.862416771815	620.206328019576	662.850666910733
NM_001135155	ENSG00000011332	1.13109254147015	0.497442587232387	1.03817983455278	0.715900286980465
NM_015340	ENSG00000011376	25.8772188761589	39.6053094043778	33.9175766266027	26.9527514068487
NM_002645	ENSG00000011405	73.2176160396749	39.4206983496827	41.0007898511848	66.6279224469247
NM_001005376	ENSG00000011422	31.8240457743705	35.4065414573216	31.2449270774137	49.6620818431874
NM_001284301	ENSG00000011426	119.205681283196	109.94345285301	74.3881704668752	169.781142867204
NM_021241	ENSG00000011451	75.4495319829238	98.7594430412188	103.073313661257	73.6867068980126
NM_005294	ENSG00000011454	67.250219707166	30.883557643317	34.2541858748868	62.282021748046
NM_001163377	ENSG00000011478	35.9094424663415	32.4416457953893	33.1756454920986	41.3545214546829
NM_001204284	ENSG00000011485	70.7588513074012	93.2666487380087	83.8297560703855	74.6037462615286
NM_015147	ENSG00000011523	33.47744159062	21.9317513417971	25.9637057174623	24.8796683565752
NM_001270425	ENSG00000011566	17.8839548228595	12.7709620912459	12.9311387183194	19.3037964179849
NM_001173514	ENSG00000011600	39.7354991424067	42.8270832653163	58.42393587014	37.7546442701373
NM_020422	ENSG00000011638	18.3574056911828	11.0964750390646	11.5775080022847	18.3415722134399
NM_007294	ENSG00000012048	92.3371476509262	115.886231736799	86.9235284443156	99.5761468687631
NM_001166049	ENSG00000012061	80.1455861492898	91.265494054668	95.9582272133109	83.9767128220488
NM_001005914	ENSG00000012171	2.41914497928568	1.14762329441689	2.47057546168961	1.04973159679868
NM_015884	ENSG00000012174	16.9365860342869	26.7834432557968	22.4222947237082	16.4903491182021
NM_006150	ENSG00000012211	12.4518356213943	13.0072059421461	13.2208562788657	14.9270702526516
NM_001440	ENSG00000012232	54.6568512651493	39.4969945357718	41.1502835309673	46.0276361081585
NM_001242828	ENSG00000012660	73.0981717689564	90.6327671925085	72.9338339987888	74.459991349894
NM_001146705	ENSG00000012817	105.988214458594	70.2314318055396	86.4792910674038	73.8960224003194
NM_001143682	ENSG00000012822	52.0023278149537	30.7932796108319	40.1957748533483	33.5559737342382
NM_175748	ENSG00000012963	103.826654459951	87.403929534485	69.6176116447048	117.092108750092
NM_006575	ENSG00000012983	41.656066472252	32.8799545460096	38.6804305980495	33.3504013159601
NM_006503	ENSG00000013275	94.400648957172	105.237289514103	95.3600410932344	113.812048629647
NM_015274	ENSG00000013288	88.1580184811083	65.7343971634381	54.2700428207077	98.4698999198997
NM_001143780	ENSG00000013306	101.581882620266	111.662508904311	112.308972751907	111.672357620742
NM_005115	ENSG00000013364	49.764684501376	31.4769105303265	28.0008785495537	56.5301769345509
NM_001243351	ENSG00000013374	54.572002348673	53.5758190817937	49.2005565843481	51.2376373287829
NM_001199917	ENSG00000013375	28.3695268989941	17.7427904515848	18.2764977620731	26.1464694564221
NM_033411	ENSG00000013392	5.76871255581439	3.74069933497391	6.10727483383864	3.68590280242233
NM_001162407	ENSG00000013441	130.030535852796	66.7636070368569	88.5933325706042	109.758525502198
NM_001160708	ENSG00000013503	26.5513396887093	28.0608643056229	22.895666664468	27.8540269175865
NM_015305	ENSG00000013523	36.7822470555864	22.6162567479356	28.5457017877658	27.3962034842363
NM_001201365	ENSG00000013561	42.4531368386601	37.1010798665129	32.7057347396268	44.1996630337565
NM_001009932	ENSG00000013563	6.40578479466396	5.42254167978822	4.70100376471124	5.33947405385769
NM_001257144	ENSG00000013573	87.4435797313747	81.3012289338311	79.2265995074584	98.5971114434811
NM_015987	ENSG00000013583	17.0524070620377	12.3156367389226	12.7609378541843	15.747021319939
NM_003979	ENSG00000013588	1.86750666866698	0.795417786729618	1.64256580243359	0.988259219012068
NM_006342	ENSG00000013810	162.927353189055	139.545242961228	138.240022771857	192.577022605399
NM_015323	ENSG00000014123	61.1368511670434	46.1834126623119	41.0138521301896	57.8348552624917
NM_002689	ENSG00000014138	77.3385421897401	85.2435299772564	62.9839332799399	99.0674793295601
NM_015117	ENSG00000014164	63.7097998516328	54.1081693590761	61.4235336315208	56.3245152387116
NM_001198868	ENSG00000014216	131.668150713837	148.955992361474	145.362874015903	138.962594143877
NM_001099	ENSG00000014257	8.84807038753411	12.2488561141295	14.554111102246	6.48141421733628
NM_001199111	ENSG00000014641	168.830465251997	176.18422517388	153.148831537975	209.915452541273
NM_006345	ENSG00000014824	111.00064163711	90.1624397593712	89.3560907802123	110.598852319129
NM_001145862	ENSG00000014914	11.9841121233999	13.0938921761752	20.5599576552611	8.58984535336807
NM_004376	ENSG00000014919	61.5947569998153	57.5142627791617	53.4373982619424	53.08555174641
NM_001080414	ENSG00000015133	33.2149453836725	54.1544613835371	60.67513130289	35.521262920176
NM_001190977	ENSG00000015153	16.7410584486341	18.4617663044514	16.7853218794151	19.3586514405502
NM_001202464	ENSG00000015171	11.8363848805226	25.672304928997	30.2651362613084	7.56284009342578
NM_000377	ENSG00000015285	89.8656449820452	106.002291843829	107.651008249571	90.8940036711539
NM_001196	ENSG00000015475	40.2927468635257	69.5197852973592	63.9898486540546	49.6456277326954
NM_001194954	ENSG00000015479	400.628475685661	482.614996323578	463.472714933773	414.273480731415
NM_022167	ENSG00000015532	21.2047723753034	21.7596906037049	25.9886565642506	20.5554466265941
NM_005054	ENSG00000015568	2.12941786385996	1.55881689094221	1.38628641354657	1.81717822873382
NM_015332	ENSG00000015676	76.7544126522404	76.2141417076283	74.8653348876212	72.9724669405315
NM_001010983	ENSG00000016864	34.4860516301584	34.9882840637112	44.4296065251039	29.4422934296452
NM_001001485	ENSG00000017260	65.7070355081669	51.8396006810153	55.3688991507748	58.3048660383258
NM_000618	ENSG00000017427	1.35957840593003	0.719121600640556	9.41356480550787	0.552293309682002
NM_033518	ENSG00000017483	7.22599577465658	48.7747397295811	48.9062640696681	16.2908703711659
NM_006788	ENSG00000017797	117.468601786592	119.559130212562	106.022678437364	130.253636396526
NM_001037442	ENSG00000018189	1.45015469273522	1.285505081329	3.18331208696998	0.651119231583208
NM_000578	ENSG00000018280	1.78721509901043	2.75562121735314	2.95661844438046	1.3845209970144
NM_003659	ENSG00000018510	87.4344602503473	114.933026553921	102.725598319337	98.8210661344343
NM_001170569	ENSG00000018610	22.2549883353625	22.6776966009847	20.4834802212259	20.4386848198241
NM_000702	ENSG00000018625	2.60438784778984	2.01443373881356	2.16550814507177	2.20586456111736
NM_001193509	ENSG00000018699	14.7870657880557	39.0017122172024	34.9657487889459	16.6237435905866
NM_144690	ENSG00000018869	2.58381841349254	1.25593816302298	1.49809825923418	2.06637641749092
NM_014312	ENSG00000019102	4.14102853243649	0.837243526090654	0.374622374076981	2.18836308266663
NM_001144758	ENSG00000019144	22.0842384387292	16.2947401934597	22.4926322553148	17.3263198895633
NM_006770	ENSG00000019169	0.725077346367612	0.965318256158752	1.06123444134791	1.08473455370014
NM_001256695	ENSG00000019485	2.75106302698656	2.12765213584166	2.58891844687958	1.83137102957391
NM_001025158	ENSG00000019582	325.461315947175	123.867696453911	327.27179279882	124.68445910933
NM_017580	ENSG00000019995	37.6673225295125	30.5208163399158	26.2734079335895	35.8977619100757
NM_001014839	ENSG00000020129	49.9472382307646	40.1693868686293	55.2386675978013	42.7498372973654
NM_032777	ENSG00000020181	69.5051583041709	157.834537232212	206.044145221221	46.071083323515
NM_018197	ENSG00000020256	12.1636276215752	21.6976677595599	20.2079986509056	15.6756229093204
NM_001177963	ENSG00000020426	16.3761821221262	15.1005333790337	13.266965492456	20.1927953086776
NM_001031680	ENSG00000020633	65.317966504394	78.279916747099	107.897866383869	47.2104170484848
NM_005590	ENSG00000020922	67.1643187270091	121.118410294773	61.4339171963849	82.188265323852
NM_030666	ENSG00000021355	102.211241321254	82.0334578942238	80.3347855819197	102.025984760232
NM_014946	ENSG00000021574	63.5178955089477	48.9974389774072	44.7669982475355	64.2076068026562
NM_001144063	ENSG00000021762	71.6232393872017	139.494338903893	114.55056709394	90.6845988912858
NM_014691	ENSG00000021776	102.123354173565	88.7478397135561	80.9419102093167	104.129714721837
NM_001122633	ENSG00000021826	17.6976598906748	9.75198186889757	11.6493505368106	15.4869390079524
NM_001159699	ENSG00000022267	20.5609207024444	33.0970215265438	26.7248989787754	16.8714600049668
