,VHL_2h,DMSO_24h,DMSO_2h,MYBi_24h,PBS_24h,VHL_24h
TMEM144,0.0,0.5,0.5,0.0,0.0,0.0
SLC29A3,21.75,13.0,24.25,1.0,5.5,8.5
RSAD1,29.75,18.0,25.0,3.0,9.25,9.0
AP5S1,27.75,22.25,36.25,2.0,13.0,18.25
TMA16,11.5,1.5,9.75,0.0,1.25,0.25
MIS18BP1,11.75,5.5,13.0,2.3333333333333335,4.5,2.0
TMEM74B,0.0,0.0,0.0,0.0,0.0,0.0
C5orf22,41.5,15.25,57.0,3.0,7.0,7.25
ABCF3,10.75,3.0,9.0,0.0,3.0,5.5
UFSP2,4.5,3.25,6.75,0.6666666666666666,4.5,3.25
AGPAT5,81.25,36.75,113.5,5.666666666666667,33.5,18.75
LIN7C,60.75,31.0,69.25,0.6666666666666666,14.75,13.5
RNLS,0.0,0.0,0.0,0.0,0.0,0.0
MNS1,0.0,0.0,1.5,0.0,2.0,0.0
BLOC1S4,45.25,25.0,72.5,2.6666666666666665,29.75,15.5
ACER3,25.5,12.75,42.0,5.0,22.5,6.75
DRAM1,3.25,2.25,3.75,2.3333333333333335,4.0,0.5
SYNJ2BP,8.0,1.75,4.25,1.3333333333333333,5.0,1.5
SLC39A9,88.75,37.5,119.25,7.333333333333333,33.0,32.5
NIPSNAP3B,3.25,3.25,5.5,5.333333333333333,8.5,1.75
FBXL8,1.75,0.0,0.75,0.0,0.0,0.25
SHFL,4.5,6.0,6.25,4.0,1.75,5.5
WDR33,46.0,23.5,57.0,3.6666666666666665,19.5,22.0
GIMAP5,2.0,1.25,1.75,1.3333333333333333,1.25,1.25
LSG1,54.75,25.25,58.5,1.6666666666666667,13.25,25.0
STRBP,6.75,2.25,5.0,0.0,3.75,2.75
SLC35C1,19.0,13.0,23.5,3.3333333333333335,16.75,8.75
PLCXD1,27.75,22.75,35.0,3.6666666666666665,23.25,17.75
ZGRF1,0.5,0.0,1.75,0.0,0.0,0.0
TCP11L1,1.5,0.5,3.75,0.0,0.5,1.0
ABHD10,35.75,13.75,42.0,2.0,14.75,9.5
COPRS,14.75,4.5,20.25,0.3333333333333333,5.0,3.75
LAPTM4B,7.25,4.25,5.5,0.0,3.75,2.25
HJURP,14.0,7.0,24.0,0.0,4.75,2.25
SLC22A15,40.25,30.75,64.75,2.6666666666666665,23.75,13.0
TBC1D2,8.5,5.5,6.75,0.0,2.25,4.25
STYK1,1.0,0.0,1.0,0.0,1.0,0.5
PI4K2A,24.25,13.75,28.75,0.0,11.25,7.0
TMEM63B,1.5,1.75,1.25,0.0,1.25,0.5
IMPACT,22.75,10.75,36.0,1.6666666666666667,8.5,4.0
TMEM176A,0.0,0.0,0.0,0.0,0.0,0.0
LGR4,1.5,5.0,6.5,5.0,9.0,1.5
PIDD1,0.25,0.25,0.0,0.0,0.5,0.25
PPP4R1L,1.5,2.0,4.0,0.0,1.25,0.75
TMCO6,1.5,0.0,2.75,0.0,0.0,0.5
LRRC59,238.25,203.5,331.0,18.0,104.5,106.0
MCM10,17.25,7.75,23.5,2.0,13.0,2.25
NCBP3,39.0,21.25,41.25,1.3333333333333333,16.5,10.5
ZNF331,1.25,0.0,1.5,1.0,1.25,0.0
SIRPG,0.25,0.25,0.25,0.0,0.0,0.25
GPALPP1,1.75,1.5,6.25,0.0,3.25,0.75
YOD1,85.0,49.75,151.5,8.333333333333334,31.25,28.5
AP1AR,4.25,4.25,9.75,0.0,0.5,0.75
STRADB,0.25,0.25,2.5,0.0,0.75,1.0
DHRS4-AS1,18.0,1.25,14.5,0.6666666666666666,4.0,2.75
CSGALNACT2,66.75,32.0,75.25,8.666666666666666,29.0,18.75
DNAJA4,6.5,2.75,5.0,2.0,11.5,2.5
NDUFAF7,2.75,2.25,3.5,0.0,0.75,3.0
PARL,17.75,11.75,18.25,2.6666666666666665,9.5,9.5
ETNK1,31.25,17.0,36.0,3.0,18.25,9.75
CHST12,0.25,0.0,0.0,0.0,0.5,0.0
HES6,45.5,84.5,51.75,2.0,44.5,64.0
NOP10,47.75,23.75,52.75,8.0,27.25,17.25
MACROH2A2,0.0,0.0,0.0,0.0,1.0,0.0
SLC35E3,1.25,1.5,3.0,0.0,0.5,2.0
BATF3,3.0,1.25,2.5,0.0,0.0,0.5
DDX43,0.0,0.0,0.0,0.0,0.0,0.0
SMPD3,3.0,3.5,1.25,0.0,0.75,2.5
ELAC1,4.75,3.0,12.0,0.0,2.0,0.75
TRIM36,9.75,2.25,10.75,0.6666666666666666,0.75,1.25
DHTKD1,5.0,3.25,4.75,1.3333333333333333,12.0,4.0
FEM1A,347.0,243.5,508.0,19.333333333333332,141.0,152.5
PIP4P2,0.5,0.75,1.5,0.0,0.25,0.75
MAML3,4.0,5.0,5.5,0.0,3.5,1.75
CDCA7L,27.5,19.5,29.75,4.333333333333333,21.5,9.25
IL17RB,0.0,0.0,0.0,0.0,0.0,0.0
RBM38,211.75,155.75,301.5,2.0,31.75,98.75
ZNF823,0.0,0.0,0.0,0.0,0.0,0.0
SOX6,0.0,0.25,0.0,0.0,0.0,0.0
ENOSF1,31.0,33.5,43.0,0.6666666666666666,29.75,13.75
PLXNA3,0.75,1.0,0.5,0.0,0.0,0.25
HAUS7,4.0,3.0,3.75,0.0,5.25,3.75
CDC42BPG,0.5,0.0,0.75,0.0,0.0,0.0
ZNF821,3.0,3.75,3.75,0.0,2.0,0.75
GALNT10,14.75,6.5,17.75,0.3333333333333333,4.75,5.25
CNOT11,26.75,8.25,35.5,0.3333333333333333,12.75,4.25
FOXRED1,6.0,3.75,2.25,1.0,2.5,4.25
CDV3,691.25,346.75,938.0,35.666666666666664,186.0,200.0
NAGK,0.0,0.0,0.0,0.0,0.0,0.0
SUPT20H,6.5,5.5,10.25,0.0,2.0,2.5
UBE2Q1,57.5,30.75,81.0,4.0,26.25,23.0
MED29,62.25,56.25,81.0,2.6666666666666665,35.0,39.0
BMP2K,1.5,1.0,2.75,0.3333333333333333,1.0,0.5
VEZT,9.25,2.25,7.25,0.0,1.75,0.25
GOLGA2P5,3.25,3.25,3.0,1.0,3.5,2.0
OTUD5,19.25,9.25,15.0,0.6666666666666666,8.5,7.5
ZCCHC8,20.0,8.75,23.25,3.0,3.75,5.0
RNPC3,2.0,1.75,1.5,0.0,1.0,0.25
DDX60,0.0,0.0,0.75,0.0,0.0,0.0
CDKN2AIP,176.0,151.25,304.75,17.0,98.25,76.25
TENT5A,562.5,205.25,856.0,9.666666666666666,41.25,119.75
CARMIL1,0.0,0.0,0.0,0.0,0.0,0.0
KIF21A,0.25,0.75,0.0,0.0,0.5,0.0
ANKRD10,22.0,16.25,27.25,7.0,46.0,9.75
ZNF280C,11.0,4.0,18.75,1.0,4.0,2.75
VPS50,2.0,1.25,2.75,0.0,1.5,2.5
OTUB1,10.0,10.0,10.0,1.3333333333333333,6.75,6.25
FERMT1,16.0,5.0,21.0,1.6666666666666667,1.0,6.25
MTMR8,0.75,0.0,0.0,0.0,0.0,0.0
KIF16B,2.5,1.5,3.0,0.0,1.5,0.0
PRR5,8.25,3.5,7.0,0.0,1.0,2.5
TASP1,4.5,2.75,6.0,0.0,1.75,1.0
DOCK10,19.0,5.5,24.25,0.6666666666666666,5.5,5.5
TRMT1,0.0,1.25,0.25,0.0,0.0,0.0
TTC27,0.5,0.75,1.75,0.0,0.0,0.5
THUMPD1,177.5,108.75,282.25,7.0,59.0,68.25
POMGNT1,5.75,0.5,3.5,0.0,0.75,1.75
ZDHHC7,60.75,27.25,78.5,1.6666666666666667,26.75,15.75
AMBRA1,32.0,25.25,42.0,1.3333333333333333,14.25,14.5
SMPD4,74.75,40.0,56.0,3.3333333333333335,44.5,33.75
ZNF407,7.5,4.75,17.75,2.3333333333333335,4.75,3.5
PNRC2,169.5,114.0,256.25,14.0,63.25,60.25
SLC39A4,6.5,14.75,10.75,0.6666666666666666,4.25,8.25
LRRC40,3.5,2.75,6.0,0.0,1.75,0.5
G2E3,23.5,10.5,32.5,3.0,6.5,7.0
TBC1D22B,25.75,18.25,42.0,1.6666666666666667,11.75,10.25
KRBOX4,1.5,0.75,4.75,0.0,2.75,1.75
DEPDC1,39.75,16.5,55.75,2.3333333333333335,10.25,10.75
CHD7,19.75,6.75,17.75,0.6666666666666666,6.25,3.0
FLVCR2,57.5,16.5,68.25,0.3333333333333333,4.5,13.75
BTBD2,28.0,32.0,32.75,0.6666666666666666,16.75,23.5
OSGEP,4.25,0.75,5.5,0.3333333333333333,3.75,2.75
LYAR,1.25,0.75,1.0,1.0,0.0,0.25
RAB20,23.0,18.75,21.75,2.3333333333333335,10.75,9.0
PIGV,3.5,2.5,5.75,0.0,6.75,1.5
NHP2,16.5,12.5,19.25,0.0,3.75,5.0
SLC48A1,42.25,3.25,44.0,2.3333333333333335,5.25,1.5
BCAS4,0.0,0.0,0.0,0.0,0.0,0.0
TMEM127,116.75,48.25,130.75,3.3333333333333335,31.0,41.5
INTS8,2.5,1.5,2.75,0.0,0.0,0.75
ZNF692,3.0,2.75,3.0,0.0,0.75,2.25
RNF126,43.75,43.25,48.25,2.6666666666666665,15.75,24.75
ZNF416,14.25,7.75,28.5,2.6666666666666665,7.5,5.0
PRPF40A,88.5,40.5,114.5,5.333333333333333,34.0,24.25
DDX27,6.0,4.0,6.5,0.0,4.75,3.25
HIF1AN,35.5,15.0,35.25,2.0,11.0,16.75
ZNF446,2.0,0.5,0.75,0.0,1.0,0.25
CDC37L1,24.0,3.25,28.5,1.6666666666666667,7.25,3.0
URGCP,26.75,14.5,35.25,0.3333333333333333,12.75,8.75
NPLOC4,73.0,27.25,77.0,1.6666666666666667,28.75,18.5
DENND4C,17.5,8.75,27.0,3.0,5.25,6.75
GPATCH2L,87.75,65.75,141.5,9.0,48.25,38.0
MFN1,11.25,4.25,19.0,0.0,2.25,5.0
PEX26,46.25,25.0,58.5,6.333333333333333,13.75,17.25
PPP4R3A,81.25,47.75,118.75,18.333333333333332,49.25,22.25
SLC30A6,25.0,9.25,32.75,0.0,6.0,7.75
IWS1,9.0,5.0,10.0,1.6666666666666667,4.0,3.25
LIMS2,0.0,0.0,0.0,0.0,0.0,0.0
RUFY2,12.75,12.25,19.0,0.3333333333333333,1.5,4.75
SCYL2,15.0,4.75,28.75,1.0,4.0,1.75
KANSL3,61.25,40.5,70.25,7.666666666666667,36.5,26.5
RABL6,19.0,7.0,14.5,0.0,8.25,4.75
MREG,0.0,0.0,1.5,0.0,0.75,0.0
TRMU,7.75,4.0,5.25,0.0,5.25,2.75
YEATS2,57.25,54.0,71.5,2.0,43.25,36.0
PACS1,3.75,1.5,1.25,0.0,1.0,2.5
FRMD4A,0.0,0.0,0.0,0.6666666666666666,3.0,0.0
LUC7L,11.75,10.0,8.75,0.6666666666666666,2.75,2.5
KDM4D,0.25,0.0,0.75,0.0,0.0,0.25
NSUN5,8.75,7.75,15.0,1.0,1.75,8.0
RBM22,78.5,67.75,114.0,7.0,48.75,30.5
VAC14,6.0,2.75,6.75,0.0,1.5,3.0
RADIL,0.25,0.0,0.75,0.0,0.0,0.25
IARS2,13.75,7.25,14.25,0.3333333333333333,2.5,2.0
MAP7D1,33.5,16.5,40.0,4.333333333333333,15.75,11.0
ARHGEF40,12.25,3.0,10.25,0.0,3.0,4.5
YJU2,20.5,26.25,29.75,0.0,14.75,18.0
POLR3B,11.75,5.0,13.25,1.0,5.25,0.25
CCDC88A,20.75,18.75,30.75,5.0,21.25,11.5
IPO9,54.75,41.5,61.75,5.0,30.75,32.75
NDC1,58.25,26.5,89.25,5.666666666666667,14.25,15.0
NECAP2,27.75,11.75,38.25,0.0,11.75,8.0
KBTBD4,17.75,12.25,31.5,0.6666666666666666,10.0,2.75
FAR2,1.75,1.0,2.75,0.0,1.25,0.25
ZNF334,28.5,22.0,38.0,1.0,14.0,13.75
TENM3,0.0,0.0,0.0,0.0,0.0,0.0
DOK4,5.0,0.5,5.75,0.0,1.25,3.25
LMBR1L,2.0,2.25,1.5,0.0,0.25,2.5
WDR11,4.0,1.5,3.25,0.0,0.75,1.25
POLR3E,17.75,17.5,22.25,1.3333333333333333,7.75,8.5
SLF2,31.25,16.25,41.0,1.3333333333333333,10.5,8.0
TSR1,135.25,95.25,188.75,6.0,46.5,51.25
IQCC,12.25,11.75,11.25,2.0,2.75,6.5
CEP72,5.5,2.5,8.25,0.0,0.75,2.0
ASF1B,110.0,62.75,133.5,5.333333333333333,26.75,42.75
INTS13,2.5,1.25,4.0,0.0,2.75,2.5
N4BP2,8.5,3.5,10.25,0.6666666666666666,5.75,0.75
ATF7IP,53.0,24.75,80.5,2.3333333333333335,20.0,12.75
FAM222B,63.25,28.5,91.25,3.3333333333333335,16.0,17.5
C1orf112,1.0,1.0,1.75,0.0,0.5,0.0
HHAT,0.25,0.25,0.5,0.0,0.25,0.25
ZFP64,6.5,4.75,9.5,0.6666666666666666,2.75,1.75
DNAJC11,27.25,12.0,24.75,3.6666666666666665,16.0,9.25
VPS35,17.5,11.75,26.25,0.3333333333333333,5.25,5.75
ARFGAP1,34.5,24.75,38.75,0.0,15.5,23.25
NAXD,33.0,17.5,47.5,5.666666666666667,26.5,10.5
ENAH,22.5,6.25,29.0,0.0,0.0,2.5
EDEM2,25.0,14.0,21.25,2.3333333333333335,8.0,10.5
CHFR,15.0,6.0,13.75,1.6666666666666667,4.75,4.0
COA1,24.25,8.0,31.75,2.6666666666666665,11.5,8.75
AP5M1,8.5,4.25,9.75,0.0,2.75,1.0
NUP133,5.5,2.5,6.25,0.0,2.0,2.5
CNDP2,11.0,16.0,14.25,3.6666666666666665,25.5,7.5
CCAR1,9.75,5.25,10.25,1.0,4.75,1.25
TMEM184C,14.0,3.75,24.25,0.0,4.5,2.75
SEPTIN11,29.0,6.25,33.5,0.0,9.5,5.5
OGDHL,0.0,0.25,0.25,0.0,0.0,0.5
TMEM30A,42.25,17.25,47.25,7.333333333333333,34.5,16.0
CDK5RAP2,39.0,17.75,44.25,3.3333333333333335,11.25,20.25
INTS9,29.0,19.0,27.25,2.6666666666666665,17.75,11.5
RCOR3,23.25,10.75,29.5,5.0,10.75,7.0
WDR12,5.5,2.25,5.25,0.0,2.75,2.25
DHX32,3.5,1.0,3.25,1.0,3.25,1.5
TTC17,25.25,10.75,26.75,1.6666666666666667,12.5,7.75
ZNF701,0.0,0.0,0.0,0.0,16.75,0.0
EXOC1,6.25,2.5,6.0,0.0,4.0,2.25
IFT122,0.25,0.0,0.75,0.0,0.0,0.25
INAVA,6.5,5.5,8.75,0.0,5.0,3.25
H2AJ,6.75,8.0,12.5,0.3333333333333333,13.25,4.25
NGLY1,9.25,7.75,9.5,2.3333333333333335,9.25,1.5
ZNF83,0.0,0.0,0.0,0.0,1.5,0.0
EXOC2,5.25,5.5,10.5,0.0,4.75,2.75
PRR11,98.0,72.0,129.5,7.333333333333333,34.0,44.75
TBC1D23,14.75,6.0,20.25,1.0,2.25,2.75
TDP1,26.5,16.75,28.75,1.0,11.0,8.75
SAYSD1,7.0,3.25,10.25,0.6666666666666666,1.25,1.5
MBD5,0.0,0.0,0.25,0.3333333333333333,0.0,0.0
ZNF839,2.25,4.5,1.75,0.3333333333333333,1.5,0.0
CFAP44,2.5,4.5,3.75,0.3333333333333333,3.25,4.75
RIOK2,16.5,8.5,24.25,1.6666666666666667,9.0,5.0
CMTR2,34.75,9.0,51.75,0.6666666666666666,9.75,9.75
FGD6,0.25,0.25,0.25,0.6666666666666666,0.0,0.0
TXLNG,60.5,21.75,82.25,3.3333333333333335,25.25,13.25
LMBRD1,1.75,1.5,3.25,0.6666666666666666,0.0,0.25
DEPDC1B,6.5,3.5,9.5,0.0,2.25,1.5
CSGALNACT1,0.5,2.5,2.25,0.0,0.75,1.5
LRIF1,17.25,4.25,21.25,1.3333333333333333,6.5,2.25
MINDY1,0.5,1.5,0.0,0.0,0.25,0.75
DDX28,42.25,24.5,60.75,7.333333333333333,13.25,14.75
PCID2,7.0,1.0,5.5,1.0,6.5,1.75
MBNL3,8.0,2.75,13.0,1.0,2.5,1.0
METTL2B,12.0,3.0,9.5,1.0,1.75,2.25
CACNA2D3,0.0,0.5,0.5,0.0,0.25,0.75
SCN3B,0.0,0.0,0.0,0.0,0.0,0.0
DCP1A,106.0,54.0,156.0,5.0,34.5,34.25
ADAP2,0.25,0.0,0.5,0.0,0.0,0.0
LRP2BP,0.0,0.0,0.0,0.0,0.0,0.0
HR,0.0,0.0,0.0,0.0,0.0,0.0
TRERF1,41.0,28.25,44.25,5.0,32.25,20.75
FOXJ2,38.0,17.0,47.75,4.666666666666667,11.25,6.0
SPATA7,0.0,0.0,0.25,0.0,0.0,0.0
UTP6,7.5,5.25,16.0,0.3333333333333333,6.0,2.5
KDM3A,14.75,16.75,26.75,1.3333333333333333,8.0,8.25
RNF130,0.25,0.25,0.75,0.0,0.0,0.25
VPS11,7.75,4.75,10.0,1.0,5.0,2.25
PAG1,86.75,44.75,114.5,3.0,59.75,31.25
PECR,0.75,0.75,1.0,0.0,0.0,0.25
DCAF6,3.75,2.75,1.5,0.3333333333333333,3.0,0.0
SELENOS,23.75,15.25,28.75,1.3333333333333333,10.5,16.25
GLT8D1,7.5,3.0,11.25,1.0,6.25,0.75
EMC3,2.5,2.5,5.75,0.0,1.0,0.25
CAND1,13.5,11.0,30.5,1.0,5.5,4.75
UBAP2,34.0,18.75,44.5,4.666666666666667,13.25,12.0
CENPJ,85.5,74.5,110.25,4.333333333333333,25.5,43.25
EAPP,23.5,19.5,42.0,3.6666666666666665,15.0,11.75
CENPN,44.25,14.75,52.0,2.3333333333333335,14.0,7.5
EAF2,1.0,0.5,1.5,0.0,0.0,0.0
WWC3,5.25,2.25,9.25,2.6666666666666665,6.5,1.5
ARHGAP15,1.0,1.0,1.0,0.0,2.0,0.75
PPP2R2D,21.5,9.5,24.0,1.6666666666666667,12.25,7.25
BRK1,33.0,9.75,45.25,1.3333333333333333,9.5,7.75
ITFG2,8.0,3.25,12.5,0.0,4.0,3.25
CISD1,9.25,3.25,9.25,0.3333333333333333,1.5,2.0
PLGRKT,0.25,1.0,1.0,0.0,0.0,1.0
USE1,0.5,0.75,1.0,0.0,0.75,0.0
PSENEN,1.5,0.75,2.5,0.6666666666666666,1.75,1.0
TEX2,24.25,13.75,40.75,6.0,15.0,5.0
IDI2-AS1,0.0,0.0,0.0,1.6666666666666667,0.5,0.0
ZC3H15,43.25,35.0,64.25,4.333333333333333,15.0,10.5
ACOT13,9.25,7.25,9.25,0.0,2.5,4.75
KIZ,0.0,0.0,0.25,0.0,0.0,0.25
TMEM165,5.5,2.25,5.5,1.0,2.25,0.25
BEX1,8.25,10.25,12.0,0.3333333333333333,5.75,7.0
ACTR10,3.0,1.25,4.75,0.0,0.25,0.0
DBNDD2,1.5,1.0,1.5,0.3333333333333333,3.25,2.0
ECHDC1,51.75,24.0,64.75,2.3333333333333335,27.0,12.75
TMEM126B,1.75,0.5,2.5,1.0,0.0,0.5
HDAC8,12.75,11.0,16.0,0.6666666666666666,5.75,4.75
ASH1L,58.75,29.5,83.0,3.6666666666666665,24.0,11.5
CBWD1,0.75,0.75,0.75,0.0,0.25,0.0
PBK,14.75,4.25,18.5,0.0,3.75,4.5
GSDMB,0.0,0.0,0.0,0.0,0.0,0.0
WSB2,4.75,2.5,7.75,0.6666666666666666,6.0,0.5
ZKSCAN7,0.0,0.0,0.0,0.0,0.25,0.0
GPRC5C,1.0,2.25,2.25,0.0,2.75,3.75
LENEP,0.25,0.25,0.25,0.0,0.0,0.5
MYNN,24.75,15.0,43.75,1.0,4.5,6.0
ZNF395,66.75,80.5,67.25,10.666666666666666,65.25,56.25
MESP1,0.5,0.0,0.5,0.0,0.0,0.0
UNC45A,7.5,4.0,8.25,0.0,3.25,3.0
ZNF302,49.5,24.0,63.25,4.0,42.0,18.25
THSD1,0.0,0.0,0.0,0.0,0.0,0.0
ACSS2,2.5,1.0,1.0,0.0,3.5,0.75
KMT2E,10.25,0.75,12.0,2.6666666666666665,5.0,2.25
RNF114,64.0,28.0,73.5,1.6666666666666667,24.0,21.75
CMAS,3.25,0.75,5.75,0.0,1.25,0.5
ANGPTL8,0.0,0.0,0.0,0.0,0.0,0.0
BIN3,25.75,13.75,19.25,1.6666666666666667,12.5,11.75
APOBR,4.5,1.75,3.0,1.0,5.0,0.75
ERBIN,84.0,26.5,120.75,3.3333333333333335,18.75,17.25
LANCL2,9.25,3.75,17.0,1.0,11.0,2.75
NXT2,5.25,3.0,9.5,0.0,4.5,3.75
CTTNBP2NL,11.75,4.75,11.75,0.0,1.5,1.25
RCC2,242.0,97.75,224.5,19.333333333333332,87.25,82.75
NKRF,23.5,6.0,37.25,1.0,6.25,4.0
INKA2,5.75,4.5,4.5,0.6666666666666666,7.25,3.25
DMAP1,0.25,0.25,0.0,0.0,0.0,0.0
MYO5C,0.0,0.0,0.0,0.0,0.0,0.0
ZMAT5,2.25,1.75,1.75,0.0,0.5,0.75
LIN37,0.0,0.0,0.25,0.0,0.0,0.0
KLHL9,83.0,30.5,99.0,2.6666666666666665,18.25,19.25
SULF2,0.75,0.75,1.0,0.0,0.0,0.0
SEPTIN3,3.0,3.0,3.75,0.0,0.25,2.25
NDUFA12,13.75,6.25,16.25,0.0,5.25,4.75
NSFL1C,68.75,51.0,87.0,6.333333333333333,40.75,37.25
RAB5IF,93.75,70.5,155.25,9.0,38.5,38.25
BAIAP2L1,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A40,13.5,8.25,17.75,0.0,8.25,6.5
BCAP29,4.5,5.25,9.75,0.3333333333333333,6.75,1.5
SLC50A1,10.75,7.0,12.25,0.0,5.0,4.25
KLHL7,2.5,1.5,5.75,0.0,2.25,0.5
NXF3,0.25,0.5,0.75,1.0,1.75,0.0
MYDGF,29.75,18.25,37.75,0.6666666666666666,17.25,16.75
SMG9,14.0,9.5,14.5,0.3333333333333333,11.75,7.5
BARX1,1.5,2.75,1.5,0.3333333333333333,1.25,3.75
PDGFC,2.0,0.0,0.75,0.0,0.75,0.0
ALG1,15.25,6.75,13.75,0.3333333333333333,5.75,3.0
UBFD1,33.0,13.25,33.25,1.0,9.5,13.5
KLHL4,0.0,0.0,0.0,0.0,0.0,0.25
TMEM234,4.5,2.75,4.75,0.6666666666666666,1.75,3.0
PCDHGC5,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGC4,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGB7,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGB6,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGB5,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGB3,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGB2,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGB1,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGA11,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGA10,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGA9,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGA7,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGA6,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGA5,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGA4,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGA3,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGA2,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHGA1,27.0,6.5,28.25,2.6666666666666665,24.25,8.75
PCDHB9,0.0,0.0,0.0,0.0,0.0,0.0
TEX15,1.5,0.5,1.75,0.0,0.5,0.25
TEX12,0.25,0.0,0.0,0.0,0.0,0.0
GSDMC,0.0,0.0,0.0,0.0,0.0,0.0
ANKH,7.75,1.5,10.5,0.6666666666666666,0.5,1.75
MOSPD1,5.0,0.75,4.0,0.3333333333333333,0.5,0.75
MTFR1L,23.5,5.5,26.0,0.3333333333333333,9.5,6.25
FAM214A,8.25,6.5,7.25,1.0,2.25,4.25
SUSD2,0.25,0.25,0.25,0.0,0.5,0.0
ZNF253,14.0,7.5,17.5,0.0,8.75,5.0
MRAP,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
YLPM1,8.25,5.0,9.0,0.6666666666666666,3.0,2.75
CRTAM,0.25,0.0,0.5,0.0,0.0,0.0
RNF20,8.5,4.0,10.75,0.6666666666666666,1.0,2.25
TMX4,45.75,21.25,53.75,1.0,12.0,14.0
MEPCE,87.0,50.0,95.25,3.0,36.25,42.25
CTNNBL1,2.0,1.75,1.75,0.3333333333333333,0.75,0.0
C8orf44,4.75,3.0,3.5,0.3333333333333333,3.25,2.0
GPCPD1,30.25,18.0,41.25,14.0,34.0,9.25
LRRC8A,38.5,21.0,45.5,1.6666666666666667,13.75,18.0
CPXM1,0.0,0.0,0.0,0.0,0.25,0.0
KYAT3,1.75,2.0,4.5,0.0,1.5,1.0
IRGC,0.0,0.0,0.0,0.0,0.0,0.0
WDR45B,72.0,43.0,84.5,15.666666666666666,48.25,33.25
SLC7A10,0.0,0.0,0.0,0.0,0.0,0.0
METTL3,1.0,0.5,1.5,0.3333333333333333,2.75,0.75
PPAN,16.0,13.5,12.75,0.0,6.25,11.0
LTB4R2,4.75,0.75,2.25,0.0,1.5,2.0
CTPS2,2.0,0.5,3.0,0.0,1.75,1.25
EIF4ENIF1,8.0,6.0,13.0,0.6666666666666666,2.0,0.5
KCNQ5,13.25,8.75,21.25,0.0,2.75,8.0
DNAJC12,0.0,0.0,0.0,0.0,0.0,0.0
CHST7,0.25,0.25,1.0,0.0,0.0,0.5
CYP26B1,0.25,0.25,0.25,0.0,0.0,0.25
ERO1B,0.75,1.5,1.0,0.0,2.0,0.0
SLC2A9,0.25,0.0,0.0,0.3333333333333333,0.0,0.0
DIABLO,33.5,15.75,32.0,0.6666666666666666,13.5,13.75
INPP5E,9.75,7.0,13.75,0.0,5.5,4.5
BCCIP,38.75,29.25,44.5,4.0,9.25,14.5
EIF5A2,11.5,2.25,14.0,0.0,0.75,4.0
CLDND1,11.25,6.75,9.5,5.0,18.0,6.0
TWNK,146.5,140.75,196.0,9.333333333333334,59.5,103.5
NPDC1,3.25,1.75,1.25,0.0,0.25,0.0
POLE4,6.5,1.0,7.0,0.0,1.5,1.0
KCNK13,1.5,0.5,2.75,0.0,0.0,0.0
KCNK12,0.0,0.0,0.0,0.0,0.0,0.0
VTRNA1-3,0.0,0.25,0.25,0.0,0.25,0.0
VTRNA1-2,0.0,0.0,0.0,0.0,0.0,0.0
VTRNA1-1,0.25,0.0,0.5,0.0,0.0,0.5
PANX2,1.75,3.0,2.25,0.0,0.5,0.75
SUCNR1,0.5,0.0,1.0,0.0,0.0,0.25
AKIP1,4.75,0.0,5.75,0.6666666666666666,0.0,0.0
C11orf16,0.0,0.0,0.0,0.0,0.25,0.0
TMEM9B,19.5,8.5,32.75,2.0,6.0,4.75
NRIP3,28.0,13.75,33.75,1.6666666666666667,11.75,10.75
SAR1A,85.75,66.75,111.75,12.0,48.25,37.75
CFAP298,24.5,14.25,23.5,3.6666666666666665,14.0,9.25
JPH1,0.0,0.25,0.0,0.0,0.0,0.0
SLC2A4RG,26.25,30.0,24.25,1.3333333333333333,14.75,15.75
ZC3HAV1,155.75,121.75,217.5,30.333333333333332,89.0,62.0
SLAMF8,9.25,1.75,12.0,0.0,0.25,1.5
GPR137,0.75,0.5,0.75,0.0,1.25,0.5
SPHK2,4.25,4.25,2.25,0.0,3.5,3.0
GRIPAP1,3.25,0.5,2.75,0.0,1.25,1.0
EMC7,20.5,14.5,25.0,0.3333333333333333,14.0,11.5
RAD18,47.5,23.5,69.5,0.0,14.25,13.0
