,MOLM-13_DMSO,MOLM-13_JQ1+6nM_NVP-2,MOLM-13_6nM_NVP-2,MOLM-13_60nM_NVP-2,MOLM-13_JQ1
ARNT,504.6666666666667,655.3333333333334,507.3333333333333,850.5,651.6666666666666
ARNTL,10.666666666666666,15.333333333333334,11.0,24.0,17.833333333333332
ARRB1,453.0,664.6666666666666,547.3333333333334,592.0,606.6666666666666
ARRB2,221.66666666666666,243.66666666666666,205.0,263.0,251.16666666666666
ARSB,112.33333333333333,137.0,78.0,294.5,174.5
STS,24.333333333333332,37.666666666666664,25.666666666666668,16.0,31.333333333333332
ARSD,950.3333333333334,1180.3333333333333,987.0,1080.5,1159.5
ARVCF,13.666666666666666,17.0,8.0,20.5,15.333333333333334
ASAH1,162.0,217.33333333333334,168.66666666666666,234.0,202.0
ASCL2,170.0,119.0,123.66666666666667,115.5,126.16666666666667
ASGR1,6.333333333333333,12.333333333333334,6.0,13.0,12.0
ASL,67.33333333333333,75.0,68.66666666666667,89.5,73.33333333333333
GET3,1135.6666666666667,1875.3333333333333,1692.3333333333333,1221.0,1514.0
ASNS,765.3333333333334,766.3333333333334,772.3333333333334,851.0,775.5
ASPH,246.0,213.66666666666666,206.0,266.0,238.16666666666666
ASS1,751.3333333333334,693.3333333333334,509.6666666666667,810.5,732.0
ZFHX3,16.0,13.333333333333334,7.0,7.5,13.333333333333334
ATF1,268.6666666666667,287.0,195.33333333333334,287.0,270.1666666666667
ATF3,10.333333333333334,7.666666666666667,10.333333333333334,3.0,16.166666666666668
ATF4,4690.666666666667,5279.333333333333,5033.0,3111.5,4953.166666666667
ATIC,937.3333333333334,1379.0,1048.3333333333333,1100.5,1190.3333333333333
ATM,218.0,301.0,216.33333333333334,317.5,289.8333333333333
RERE,179.0,239.0,146.0,235.0,244.5
ATOX1,418.6666666666667,704.3333333333334,606.6666666666666,494.5,549.5
ATP1A1,3145.6666666666665,4192.666666666667,2708.3333333333335,5017.5,4421.5
ATP1B1,11.0,9.333333333333334,7.0,7.5,9.5
ATP1B3,2212.6666666666665,2216.6666666666665,1607.3333333333333,2935.5,2460.8333333333335
ATP2A2,669.6666666666666,785.6666666666666,561.0,926.5,824.0
ATP2A3,840.3333333333334,1239.3333333333333,1022.3333333333334,1001.0,1062.0
ATP2B1,252.66666666666666,273.0,209.66666666666666,334.0,280.1666666666667
ATP2B4,309.6666666666667,368.6666666666667,251.66666666666666,383.5,370.8333333333333
ATP5F1A,807.3333333333334,896.6666666666666,696.6666666666666,1065.5,924.0
ATP5F1B,2030.3333333333333,3051.6666666666665,2150.6666666666665,3194.5,2922.6666666666665
ATP5F1C,791.3333333333334,1083.3333333333333,707.0,1204.5,1110.8333333333333
ATP5F1D,560.3333333333334,875.6666666666666,629.0,807.0,784.8333333333334
ATP5F1E,4535.0,5881.0,4754.0,5200.0,5447.0
ATP5PB,2240.3333333333335,2860.6666666666665,2036.6666666666667,3289.5,2827.5
ATP5MC1,5868.0,8196.666666666666,7352.0,6844.5,7067.833333333333
ATP5MC2,8405.0,11592.333333333334,9306.666666666666,11022.0,10752.0
ATP5MC3,8120.333333333333,11601.666666666666,8115.0,14027.0,11822.666666666666
ATP5ME,5406.333333333333,6233.666666666667,5426.666666666667,5905.5,5954.166666666667
ATP5PF,1718.3333333333333,1982.3333333333333,1600.0,1989.5,1936.3333333333333
ATP6V1A,296.0,279.0,231.66666666666666,389.5,309.0
ATP6V1B2,5376.0,6375.333333333333,4906.333333333333,6787.0,6166.0
ATP6V0C,4056.6666666666665,6587.666666666667,5680.0,5254.0,5737.666666666667
ATP6V1C1,366.3333333333333,348.6666666666667,318.3333333333333,365.5,349.3333333333333
ATP6V1E1,1099.0,1733.6666666666667,1165.3333333333333,1703.5,1594.0
ATP6V0B,1337.3333333333333,2290.0,1907.3333333333333,1825.5,1962.6666666666667
ATP6V1G2,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,1.8333333333333333
ATP6V0A1,200.33333333333334,375.0,284.3333333333333,294.0,305.3333333333333
ATP6AP1,1690.6666666666667,2667.6666666666665,2198.0,2260.0,2350.0
ATP7A,19.666666666666668,28.0,23.666666666666668,27.5,23.166666666666668
ATP5PO,10165.333333333334,10395.333333333334,8415.333333333334,11767.0,10334.5
ATR,65.66666666666667,118.0,62.333333333333336,128.0,109.5
ATRX,471.3333333333333,576.3333333333334,458.6666666666667,598.5,580.8333333333334
AUP1,2473.3333333333335,2785.3333333333335,2370.3333333333335,2702.5,2686.0
AXL,16.333333333333332,19.666666666666668,13.666666666666666,17.5,15.833333333333334
AZU1,1213.3333333333333,1437.0,1275.3333333333333,1773.0,1455.3333333333333
B2M,14967.333333333334,13926.0,10619.0,20547.5,15245.333333333334
BACH1,66.66666666666667,57.333333333333336,36.666666666666664,49.0,64.33333333333333
BAD,83.0,99.33333333333333,85.33333333333333,91.5,89.5
BAG1,1699.0,2201.0,1898.3333333333333,1953.5,1992.5
BAK1,414.3333333333333,633.3333333333334,608.0,406.5,526.8333333333334
BARD1,571.6666666666666,574.0,605.0,445.5,560.8333333333334
BAX,702.6666666666666,816.3333333333334,761.3333333333334,1150.0,827.5
BBS1,3.3333333333333335,14.333333333333334,19.666666666666668,18.0,13.0
BBS2,46.666666666666664,53.666666666666664,51.0,89.0,56.166666666666664
BBS4,95.66666666666667,95.33333333333333,94.33333333333333,138.5,94.33333333333333
BCAT1,2788.3333333333335,3139.6666666666665,2474.0,3803.0,3133.6666666666665
BCAT2,87.33333333333333,136.33333333333334,129.33333333333334,171.5,134.16666666666666
BCKDHA,3470.3333333333335,5029.666666666667,4449.333333333333,3886.0,4225.0
BCKDHB,30.0,41.0,20.666666666666668,46.5,47.666666666666664
CCND1,53.666666666666664,27.666666666666668,34.333333333333336,42.5,27.666666666666668
BCL2,890.3333333333334,936.6666666666666,678.0,1044.0,983.3333333333334
BCL2A1,8.666666666666666,8.0,8.0,9.0,8.5
BCL2L1,70.66666666666667,49.666666666666664,44.0,69.5,45.5
BCL2L2,31.333333333333332,19.0,18.0,18.0,20.0
BCL3,107.33333333333333,61.666666666666664,97.66666666666667,63.5,74.16666666666667
BCL6,23.333333333333332,11.0,16.333333333333332,14.0,17.333333333333332
BCL7A,193.0,149.0,151.33333333333334,174.0,188.66666666666666
BCL9,6.666666666666667,3.0,5.333333333333333,8.0,3.1666666666666665
BCR,118.66666666666667,175.33333333333334,131.66666666666666,142.0,160.83333333333334
BCS1L,109.0,154.0,121.66666666666667,105.0,132.66666666666666
BDH1,885.6666666666666,1319.6666666666667,928.3333333333334,1388.5,1252.5
BDNF,12.666666666666666,10.666666666666666,16.333333333333332,24.0,10.0
BFSP1,19.0,35.666666666666664,32.0,25.0,32.666666666666664
BICD1,21.666666666666668,21.0,20.666666666666668,38.5,23.666666666666668
BID,871.3333333333334,954.3333333333334,820.3333333333334,933.0,925.5
BIK,377.6666666666667,533.6666666666666,511.0,447.5,474.6666666666667
PRDM1,13.333333333333334,2.3333333333333335,9.333333333333334,5.5,1.5
BLM,269.0,198.66666666666666,173.0,257.0,216.83333333333334
BLMH,3156.0,3776.3333333333335,2910.0,4080.5,3599.6666666666665
BLVRA,96.66666666666667,146.66666666666666,113.33333333333333,107.5,124.16666666666667
BLVRB,377.0,382.3333333333333,372.0,440.5,371.8333333333333
BMI1,2426.0,3114.0,2482.0,3379.5,3171.0
BMP1,947.6666666666666,1395.0,1133.3333333333333,1134.0,1181.1666666666667
BMP2,16.0,4.0,7.0,6.5,7.666666666666667
BMP4,7.0,5.333333333333333,3.6666666666666665,6.5,2.8333333333333335
BMP8B,12.333333333333334,22.0,20.0,24.5,21.166666666666668
BMPR2,145.33333333333334,178.66666666666666,101.0,145.5,170.66666666666666
POLR3D,235.33333333333334,220.66666666666666,248.33333333333334,239.0,233.66666666666666
BNIP1,197.33333333333334,220.66666666666666,179.0,180.0,196.0
BNIP2,766.0,832.3333333333334,747.6666666666666,937.5,848.6666666666666
BNIP3,296.3333333333333,390.3333333333333,271.3333333333333,412.5,362.1666666666667
BNIP3L,272.6666666666667,324.3333333333333,247.33333333333334,321.5,321.8333333333333
DST,25.333333333333332,13.0,11.333333333333334,21.0,13.333333333333334
BPGM,58.0,66.66666666666667,52.0,55.0,64.33333333333333
BPHL,43.0,39.666666666666664,44.0,37.0,41.166666666666664
BPI,294.6666666666667,393.3333333333333,250.33333333333334,456.5,394.3333333333333
BRCA1,2218.0,2150.0,1826.3333333333333,1972.0,1996.5
BRAF,14.666666666666666,15.0,9.666666666666666,26.0,17.833333333333332
BRCA2,305.6666666666667,212.33333333333334,181.66666666666666,195.0,205.66666666666666
ZFP36L1,558.0,81.66666666666667,337.3333333333333,136.0,125.16666666666667
ZFP36L2,2242.0,485.0,1508.0,840.0,1077.3333333333333
BSG,818.0,1011.0,788.3333333333334,1130.5,1039.0
BST1,48.666666666666664,52.333333333333336,63.0,89.5,59.666666666666664
BST2,3261.6666666666665,5076.666666666667,3855.3333333333335,5048.0,4612.166666666667
BTD,96.33333333333333,137.66666666666666,130.0,128.5,129.66666666666666
KLF9,165.0,61.666666666666664,67.66666666666667,63.5,67.33333333333333
KLF5,35.0,15.0,30.666666666666668,12.5,23.666666666666668
BTF3,2951.3333333333335,3568.6666666666665,2601.0,4135.0,3537.3333333333335
BTG1,5301.333333333333,2970.3333333333335,3935.0,2976.5,3572.5
BTK,236.33333333333334,298.3333333333333,220.0,307.5,308.1666666666667
BUB1,128.33333333333334,197.0,123.0,193.5,196.0
BUB1B,200.0,254.66666666666666,191.33333333333334,300.0,256.6666666666667
BYSL,781.3333333333334,839.0,782.3333333333334,858.0,767.5
TSPO,3064.6666666666665,4898.666666666667,3822.6666666666665,3787.5,4195.666666666667
C1QBP,2568.0,4299.333333333333,2976.6666666666665,4272.0,3816.8333333333335
C1S,1.6666666666666667,4.0,0.0,1.5,2.5
C2,13.0,20.0,11.0,7.5,15.166666666666666
C3AR1,25.333333333333332,28.666666666666668,21.666666666666668,39.0,32.0
C4B,0.0,2.6666666666666665,3.3333333333333335,1.5,2.5
C5,14.666666666666666,23.0,18.0,25.5,27.0
C8G,6.0,5.333333333333333,8.333333333333334,4.0,5.666666666666667
OSGIN2,296.6666666666667,253.66666666666666,238.33333333333334,290.5,297.6666666666667
VPS51,299.0,434.3333333333333,382.3333333333333,347.0,369.3333333333333
MRPL49,195.33333333333334,204.33333333333334,143.66666666666666,190.5,206.0
ZNHIT2,40.666666666666664,33.0,48.0,18.0,31.666666666666668
TMEM258,2289.3333333333335,3262.6666666666665,3005.3333333333335,2531.5,2911.6666666666665
DAGLA,4.0,1.6666666666666667,2.3333333333333335,1.5,5.0
FMNL1,162.33333333333334,197.0,153.66666666666666,204.5,176.5
LDLRAD4,9.666666666666666,7.666666666666667,10.333333333333334,22.0,10.666666666666666
PTTG1IP,711.6666666666666,684.6666666666666,547.6666666666666,631.0,677.8333333333334
CFAP410,770.6666666666666,1356.6666666666667,1089.0,1050.5,1149.6666666666667
TMEM50B,237.33333333333334,357.6666666666667,274.6666666666667,383.5,341.3333333333333
MPPED1,8.666666666666666,4.666666666666667,9.333333333333334,12.5,5.666666666666667
CA2,593.0,471.0,345.0,685.0,451.0
CA3,0.6666666666666666,6.0,0.3333333333333333,2.0,5.166666666666667
CA11,97.66666666666667,108.33333333333333,105.33333333333333,86.0,94.0
CACNA1A,107.33333333333333,32.0,84.33333333333333,44.5,40.5
CACNB1,17.333333333333332,29.666666666666668,33.666666666666664,27.0,22.333333333333332
CACNB3,30.666666666666668,29.0,27.666666666666668,35.5,28.5
SLC25A20,130.33333333333334,165.66666666666666,129.33333333333334,190.0,157.5
CAD,1199.0,1709.3333333333333,1533.6666666666667,1460.5,1516.5
CALM1,4031.0,4220.0,3560.6666666666665,4119.5,4253.0
CALM2,1751.3333333333333,2043.0,1419.0,3544.5,2370.8333333333335
CALM3,16317.666666666666,22510.666666666668,16415.333333333332,22126.0,21511.166666666668
CALR,22113.666666666668,31120.666666666668,22052.0,33350.5,29357.833333333332
CALU,758.6666666666666,956.0,717.6666666666666,1033.5,918.0
CAMK2D,35.0,20.333333333333332,24.0,22.0,28.0
CAMK2G,105.0,125.0,79.66666666666667,121.0,135.83333333333334
CAMLG,336.3333333333333,362.3333333333333,270.0,401.0,354.5
CANX,3953.6666666666665,6064.0,5063.666666666667,5403.5,5432.666666666667
CAPG,1325.0,2342.0,2141.0,1465.5,1812.0
CAPN1,535.0,930.6666666666666,703.3333333333334,902.0,831.6666666666666
CAPN2,81.33333333333333,101.33333333333333,75.0,116.0,115.0
CAPN3,520.3333333333334,828.0,630.3333333333334,748.5,740.0
CAPNS1,3980.0,5735.0,5110.666666666667,3877.5,4802.166666666667
CAPS,33.0,46.333333333333336,50.333333333333336,62.0,47.5
CAPZA1,2293.0,2864.6666666666665,2004.0,3036.5,2673.5
CAPZA2,135.33333333333334,167.66666666666666,157.66666666666666,222.5,192.83333333333334
CAST,228.0,230.66666666666666,162.33333333333334,302.5,254.66666666666666
CAPZB,2530.0,3928.0,2699.3333333333335,3945.5,3546.8333333333335
CARS1,1196.0,1538.3333333333333,1312.0,1413.5,1368.3333333333333
CASP1,337.6666666666667,419.3333333333333,292.3333333333333,474.0,408.8333333333333
CASP2,835.0,1171.6666666666667,965.6666666666666,1117.0,1097.8333333333333
CASP3,235.33333333333334,191.33333333333334,149.66666666666666,220.0,204.66666666666666
CASP4,62.666666666666664,65.66666666666667,82.0,87.0,71.66666666666667
CASP6,221.0,157.66666666666666,142.33333333333334,192.5,161.5
CASP7,126.66666666666667,139.33333333333334,133.0,158.0,132.0
CASP8,81.0,67.33333333333333,55.333333333333336,166.5,74.0
CASP9,53.666666666666664,47.333333333333336,55.333333333333336,107.5,57.333333333333336
CASP10,153.0,116.33333333333333,138.0,163.0,136.16666666666666
CAT,1447.3333333333333,1581.6666666666667,1221.0,1978.5,1658.1666666666667
RUNX2,338.6666666666667,461.3333333333333,350.0,400.5,419.5
RUNX1,755.6666666666666,910.3333333333334,733.3333333333334,734.5,893.5
CBFA2T3,266.3333333333333,251.33333333333334,245.0,226.5,294.6666666666667
RUNX3,847.6666666666666,1026.0,839.6666666666666,898.0,983.3333333333334
CBFB,525.0,666.6666666666666,455.0,726.0,661.0
CBL,1486.6666666666667,1503.6666666666667,1184.3333333333333,1526.0,1381.8333333333333
CBLB,20.333333333333332,35.333333333333336,25.0,24.5,36.333333333333336
SERPINH1,756.3333333333334,1117.0,960.3333333333334,1210.5,1038.3333333333333
CBR1,643.6666666666666,592.3333333333334,452.6666666666667,619.5,579.0
CBR3,3.6666666666666665,0.3333333333333333,3.3333333333333335,1.0,0.16666666666666666
CBS,226.0,334.6666666666667,242.0,336.0,314.3333333333333
KYAT1,68.0,88.66666666666667,81.66666666666667,90.0,80.5
KRIT1,1052.6666666666667,1092.3333333333333,988.6666666666666,1164.0,1057.3333333333333
CCNA2,1241.0,1157.6666666666667,1094.6666666666667,1321.5,1184.0
CCNB1,511.0,546.0,485.0,654.5,543.5
CCNC,1015.0,1166.0,890.3333333333334,1291.0,1135.8333333333333
CCND2,990.3333333333334,1210.0,904.0,1250.5,1168.5
CCND3,2528.3333333333335,3635.0,3278.3333333333335,3341.0,3362.1666666666665
CCNE1,363.0,453.0,474.0,315.5,393.3333333333333
CCNF,1234.0,1649.0,1477.3333333333333,1283.0,1437.8333333333333
CCNG1,138.0,151.66666666666666,118.33333333333333,184.5,168.0
CCNG2,51.666666666666664,18.666666666666668,38.333333333333336,37.5,41.5
CCNH,101.0,110.33333333333333,94.66666666666667,228.5,142.83333333333334
