Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
20210514_5R_MP8847_S158_R1_001	20210514_5R_MP8847_S158_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45695057.0	0.0	150.0	43.0	34.11069317257717	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	fail	warn
20210514_5R_MP8847_S158_R2_001	20210514_5R_MP8847_S158_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45695057.0	0.0	150.0	45.0	37.3732183612039	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	warn
20210514_6R_MP8847_S159_R1_001	20210514_6R_MP8847_S159_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54887356.0	0.0	150.0	46.0	35.068574674349954	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20210514_6R_MP8847_S159_R2_001	20210514_6R_MP8847_S159_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54887356.0	0.0	150.0	46.0	36.63158777606873	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20210514_7R_MP8847_S160_R1_001	20210514_7R_MP8847_S160_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50181617.0	0.0	150.0	46.0	36.06712800051925	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20210514_7R_MP8847_S160_R2_001	20210514_7R_MP8847_S160_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50181617.0	0.0	150.0	47.0	38.37630382835181	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20210514_8R_MP8847_S161_R1_001	20210514_8R_MP8847_S161_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28888685.0	0.0	150.0	45.0	41.313991284911026	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20210514_8R_MP8847_S161_R2_001	20210514_8R_MP8847_S161_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28888685.0	0.0	150.0	46.0	43.94545825781807	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20210514_9R_MP8847_S162_R1_001	20210514_9R_MP8847_S162_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50868766.0	0.0	150.0	45.0	36.25387555565902	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20210514_9R_MP8847_S162_R2_001	20210514_9R_MP8847_S162_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50868766.0	0.0	150.0	45.0	39.17733864759098	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
