#mp183-MV411_DMSO-H3K27ac-r1 Enhancers
#Created from /home/jeremie/data/MV411_H3K27ac/mp183-MV411_DMSO-H3K27ac-r1_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by mp183.MV411_DMSO.H3K27ac.r1.mLb.clN.sorted.bam
#Using cutoff of 10010.4432 for Super-Enhancers
#Created on Jun 01 2020 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp183.MV411_DMSO.H3K27ac.r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam	enhancerRank	isSuper
16_MV411-DMSO_1_183_R1_peak_31944_lociStitched	chr2	66435195	66508717	16	27765	54082.7832	6300.8354	48	1
19_MV411-DMSO_1_183_R1_peak_41601_lociStitched	chr3	71495361	71585374	19	28427	56492.1588	8713.2584	49	1
29_MV411-DMSO_1_183_R1_peak_7636_lociStitched	chr10	79066901	79165859	29	37290	60047.7144	12359.8542	50	1
25_MV411-DMSO_1_183_R1_peak_9584_lociStitched	chr11	33865025	33942347	25	31870	56816.2056	9131.7282	51	1
18_MV411-DMSO_1_183_R1_peak_58122_lociStitched	chr8	141204924	141336483	18	31015	71041.86	23759.5554	52	1
12_MV411-DMSO_1_183_R1_peak_6805_lociStitched	chr10	43394021	43456598	12	23953	53384.4387	6245.1846	53	1
12_MV411-DMSO_1_183_R1_peak_17111_lociStitched	chr14	75257023	75303625	12	26478	52184.9196	5196.123	54	1
10_MV411-DMSO_1_183_R1_peak_28528_lociStitched	chr19	14348475	14389029	10	22257	53162.2386	6176.3742	55	1
5_MV411-DMSO_1_183_R1_peak_12529_lociStitched	chr12	12714249	12737046	5	19042	49448.9727	2633.0535	56	1
17_MV411-DMSO_1_183_R1_peak_10859_lociStitched	chr11	73176972	73225317	17	26628	52294.7865	5690.2065	57	1
14_MV411-DMSO_1_183_R1_peak_30190_lociStitched	chr19	54343565	54391191	14	26012	52821.9966	6762.892	58	1
15_MV411-DMSO_1_183_R1_peak_21394_lociStitched	chr16	30450463	30494859	15	32247	50944.41	4994.55	59	1
19_MV411-DMSO_1_183_R1_peak_5963_lociStitched	chr1	246058068	246119808	19	42106	51262.722	5791.212	60	1
11_MV411-DMSO_1_183_R1_peak_55793_lociStitched	chr8	22688665	22719118	11	20734	50880.8724	5551.5819	61	1
16_MV411-DMSO_1_183_R1_peak_5766_lociStitched	chr1	235916950	235972803	16	27968	50714.524	6032.124	62	1
16_MV411-DMSO_1_183_R1_peak_34983_lociStitched	chr2	231661045	231721712	16	21053	51391.0157	6709.7702	63	1
12_MV411-DMSO_1_183_R1_peak_33681_lociStitched	chr2	159591258	159638997	12	31210	48593.5281	3924.1458	64	1
12_MV411-DMSO_1_183_R1_peak_41093_lociStitched	chr3	49331761	49386945	12	25897	50200.8848	5545.992	65	1
MV411-DMSO_1_183_R1_peak_27671	chr19	820058	830378	1	10321	46127.304	1618.176	66	1
MV411-DMSO_1_183_R1_peak_25055	chr17	58330229	58343050	1	12822	45855.5886	1452.6193	67	1
19_MV411-DMSO_1_183_R1_peak_38052_lociStitched	chr21	38979376	39041037	19	37464	50820.9962	7454.8149	68	1
16_MV411-DMSO_1_183_R1_peak_35018_lociStitched	chr2	233058717	233101158	16	27124	48331.8108	5016.5262	69	1
4_MV411-DMSO_1_183_R1_peak_26061_lociStitched	chr17	81321858	81346933	4	17127	46238.3	3264.765	70	1
19_MV411-DMSO_1_183_R1_peak_15360_lociStitched	chr13	28234972	28274303	19	23908	52074.244	9427.6407	71	1
30_MV411-DMSO_1_183_R1_peak_58672_lociStitched	chr9	27555622	27657162	30	36764	52394.64	9818.918	72	1
17_MV411-DMSO_1_183_R1_peak_39674_lociStitched	chr22	46561242	46622641	17	32604	49162.1793	6612.6723	73	1
10_MV411-DMSO_1_183_R1_peak_10106_lociStitched	chr11	60170367	60206236	10	22539	45822.6475	3403.9681	74	1
20_MV411-DMSO_1_183_R1_peak_54640_lociStitched	chr7	114046475	114112602	20	24844	48074.329	6017.557	75	1
37_MV411-DMSO_1_183_R1_peak_11083_lociStitched	chr11	78256700	78360717	37	38946	51436.4065	9850.4099	76	1
16_MV411-DMSO_1_183_R1_peak_37100_lociStitched	chr20	53578241	53653861	16	28197	48442.172	6919.23	77	1
23_MV411-DMSO_1_183_R1_peak_54215_lociStitched	chr7	92796909	92841510	23	25715	45327.9963	4317.3768	78	1
29_MV411-DMSO_1_183_R1_peak_39056_lociStitched	chr22	36370514	36474137	29	37224	52453.9626	11450.3415	79	1
15_MV411-DMSO_1_183_R1_peak_60536_lociStitched	chr9	131228083	131278920	15	23053	46043.0709	5098.9511	80	1
5_MV411-DMSO_1_183_R1_peak_10601_lociStitched	chr11	67262917	67290586	5	22985	44386.6098	3447.5574	81	1
20_MV411-DMSO_1_183_R1_peak_46589_lociStitched	chr5	67157350	67222942	20	37730	46517.8464	7031.4624	82	1
16_MV411-DMSO_1_183_R1_peak_55507_lociStitched	chr8	8330885	8386944	16	24151	47874.386	8543.3916	83	1
MV411-DMSO_1_183_R1_peak_42710	chr3	152264985	152286184	1	21200	41030.6645	1814.6344	84	1
24_MV411-DMSO_1_183_R1_peak_55944_lociStitched	chr8	27325483	27413830	24	26947	53220.2328	14082.5118	85	1
33_MV411-DMSO_1_183_R1_peak_8649_lociStitched	chr10	124637659	124740981	33	33091	51371.6984	12470.9654	86	1
34_MV411-DMSO_1_183_R1_peak_43403_lociStitched	chr3	190555275	190625494	34	35586	45642.35	7021.9	87	1
7_MV411-DMSO_1_183_R1_peak_3741_lociStitched	chr1	156078185	156130442	7	24420	44690.1864	6349.2255	88	1
31_MV411-DMSO_1_183_R1_peak_27256_lociStitched	chr18	63055523	63145285	31	28038	51011.7446	12719.2754	89	1
19_MV411-DMSO_1_183_R1_peak_61337_lociStitched	chrX	30566916	30643588	19	36176	41096.192	3105.216	90	1
36_MV411-DMSO_1_183_R1_peak_20297_lociStitched	chr15	101167689	101255024	36	38356	46811.56	9571.916	91	1
41_MV411-DMSO_1_183_R1_peak_7831_lociStitched	chr10	88025706	88120432	41	38121	47722.9588	10884.0174	92	1
4_MV411-DMSO_1_183_R1_peak_26067_lociStitched	chr17	81392987	81406216	4	11857	38108.7803	1394.3366	93	1
8_MV411-DMSO_1_183_R1_peak_19450_lociStitched	chr15	74771830	74801057	8	18622	40660.6024	3969.0266	94	1
23_MV411-DMSO_1_183_R1_peak_36040_lociStitched	chr20	23102332	23162694	23	34584	44420.3958	7859.1324	95	1
4_MV411-DMSO_1_183_R1_peak_15345_lociStitched	chr13	28090490	28107905	4	11746	41021.0325	4475.655	96	1
6_MV411-DMSO_1_183_R1_peak_43275_lociStitched	chr3	185795095	185827726	6	18636	39434.5635	3028.1568	97	1
9_MV411-DMSO_1_183_R1_peak_10464_lociStitched	chr11	65403121	65455228	9	19136	42342.1482	5940.198	98	1
5_MV411-DMSO_1_183_R1_peak_15349_lociStitched	chr13	28122137	28148338	5	10202	43312.8731	6919.6841	99	1
19_MV411-DMSO_1_183_R1_peak_23807_lociStitched	chr17	27508083	27582142	19	24181	44924.1894	8731.5561	100	1
8_MV411-DMSO_1_183_R1_peak_29695_lociStitched	chr19	45416710	45456861	8	19375	42821.0415	6657.0358	101	1
25_MV411-DMSO_1_183_R1_peak_25650_lociStitched	chr17	75292411	75360772	25	30937	43265.6769	7184.7411	102	1
10_MV411-DMSO_1_183_R1_peak_10473_lociStitched	chr11	65471549	65503411	10	19824	39269.915	3562.1716	103	1
9_MV411-DMSO_1_183_R1_peak_29896_lociStitched	chr19	48949489	48987121	9	14267	41447.8848	5863.0656	104	1
19_MV411-DMSO_1_183_R1_peak_7392_lociStitched	chr10	72282430	72339349	19	24785	41613.4809	6579.8364	105	1
12_MV411-DMSO_1_183_R1_peak_38801_lociStitched	chr22	28791212	28831778	12	21687	39288.171	4312.1658	106	1
12_MV411-DMSO_1_183_R1_peak_25051_lociStitched	chr17	58277346	58312663	12	26447	38753.3441	3898.9968	107	1
7_MV411-DMSO_1_183_R1_peak_28840_lociStitched	chr19	18401391	18430534	7	12132	39637.3943	5003.8531	108	1
24_MV411-DMSO_1_183_R1_peak_19292_lociStitched	chr15	70438837	70510436	24	26709	43582.3113	9035.7938	109	1
13_MV411-DMSO_1_183_R1_peak_27850_lociStitched	chr19	2517987	2577164	13	16190	43418.1649	9030.4102	110	1
13_MV411-DMSO_1_183_R1_peak_56155_lociStitched	chr8	37872828	37905602	13	22966	39607.379	5345.4394	111	1
16_MV411-DMSO_1_183_R1_peak_48479_lociStitched	chr5	175637956	175697900	16	25871	41325.3936	7169.3024	112	1
9_MV411-DMSO_1_183_R1_peak_61739_lociStitched	chrX	65985788	66022163	9	30218	36022.1625	1935.15	113	1
23_MV411-DMSO_1_183_R1_peak_57942_lociStitched	chr8	133486239	133547489	23	22140	44332.75	10339	114	1
10_MV411-DMSO_1_183_R1_peak_34295_lociStitched	chr2	199431938	199464391	10	18326	36860.1174	3027.8649	115	1
11_MV411-DMSO_1_183_R1_peak_46275_lociStitched	chr5	40348700	40391359	11	24996	38056.0939	4329.8885	116	1
20_MV411-DMSO_1_183_R1_peak_45264_lociStitched	chr4	139167357	139235327	20	21645	39925.578	6402.774	117	1
7_MV411-DMSO_1_183_R1_peak_39642_lociStitched	chr22	46057235	46082277	7	20914	36135.606	2626.9058	118	1
1_MV411-DMSO_1_183_R1_peak_47545_lociStitched	chr5	135026751	135041971	1	15221	34966.428	1681.81	119	1
12_MV411-DMSO_1_183_R1_peak_29460_lociStitched	chr19	41403593	41435159	12	16765	38662.0368	5423.0388	120	1
14_MV411-DMSO_1_183_R1_peak_59968_lociStitched	chr9	114363399	114417903	14	26181	39853.3248	6682.1904	121	1
19_MV411-DMSO_1_183_R1_peak_7336_lociStitched	chr10	71692283	71755779	19	24333	41062.8632	7994.1464	122	1
17_MV411-DMSO_1_183_R1_peak_39135_lociStitched	chr22	37265026	37314018	17	29100	39002.5312	6016.2176	123	1
25_MV411-DMSO_1_183_R1_peak_19060_lociStitched	chr15	65763398	65841467	25	21704	40158.6936	7533.6585	124	1
3_MV411-DMSO_1_183_R1_peak_39779_lociStitched	chr22	50528992	50544943	3	15272	34186.1832	1566.3882	125	1
34_MV411-DMSO_1_183_R1_peak_53396_lociStitched	chr7	41756787	41833488	34	29583	41004.3546	8628.8625	126	1
11_MV411-DMSO_1_183_R1_peak_29409_lociStitched	chr19	40792561	40844711	11	19946	39675.72	7712.985	127	1
26_MV411-DMSO_1_183_R1_peak_39343_lociStitched	chr22	40400776	40494545	26	27852	41783.4664	9967.6447	128	1
15_MV411-DMSO_1_183_R1_peak_57817_lociStitched	chr8	129956781	130011358	15	26285	40501.5917	8699.5738	129	1
23_MV411-DMSO_1_183_R1_peak_8834_lociStitched	chr10	132544224	132596317	23	24328	37496.5414	5745.8579	130	1
6_MV411-DMSO_1_183_R1_peak_19994_lociStitched	chr15	90647420	90667711	6	18020	34003.6578	2272.592	131	1
6_MV411-DMSO_1_183_R1_peak_5625_lociStitched	chr1	234760068	234782946	6	13556	36408.0492	4733.4582	132	1
22_MV411-DMSO_1_183_R1_peak_22548_lociStitched	chr16	85898380	85957222	22	31516	38417.9418	6819.7878	133	1
MV411-DMSO_1_183_R1_peak_49936	chr6	31733525	31741286	1	7762	32426.2341	1097.4054	134	1
16_MV411-DMSO_1_183_R1_peak_51599_lociStitched	chr6	135167272	135215861	16	24126	36398.0199	5135.8573	135	1
16_MV411-DMSO_1_183_R1_peak_52505_lociStitched	chr7	85982	152952	16	18754	38594.811	7353.306	136	1
21_MV411-DMSO_1_183_R1_peak_4081_lociStitched	chr1	167600606	167651682	21	23727	37019.8848	5827.7716	137	1
13_MV411-DMSO_1_183_R1_peak_46378_lociStitched	chr5	50423094	50450624	13	20656	32975.434	2034.467	138	1
12_MV411-DMSO_1_183_R1_peak_41322_lociStitched	chr3	53139341	53181851	12	20281	36601.11	5806.866	139	1
MV411-DMSO_1_183_R1_peak_28472	chr19	13149460	13156645	1	7186	31792.9065	1168.9995	140	1
8_MV411-DMSO_1_183_R1_peak_59080_lociStitched	chr9	78005071	78035475	8	27415	31890.7556	1283.0488	141	1
21_MV411-DMSO_1_183_R1_peak_53423_lociStitched	chr7	41857997	41894474	21	25044	34901.1936	4304.286	142	1
14_MV411-DMSO_1_183_R1_peak_18295_lociStitched	chr15	40081643	40123669	14	21104	35322.853	4917.042	143	1
10_MV411-DMSO_1_183_R1_peak_56293_lociStitched	chr8	42781222	42813837	10	22552	35044.8175	4641.1145	144	1
23_MV411-DMSO_1_183_R1_peak_32829_lociStitched	chr2	105750390	105822467	23	24426	38078.2791	7697.8236	145	1
19_MV411-DMSO_1_183_R1_peak_29287_lociStitched	chr19	38647611	38698304	19	23509	38704.1055	8516.424	146	1
17_MV411-DMSO_1_183_R1_peak_1113_lociStitched	chr1	27858200	27905216	17	20585	35299.6128	5115.3408	147	1
9_MV411-DMSO_1_183_R1_peak_18100_lociStitched	chr15	28715649	28741927	9	22592	31131.5466	1035.3532	148	1
15_MV411-DMSO_1_183_R1_peak_19503_lociStitched	chr15	75151330	75204893	15	18862	36294.2888	6320.434	149	1
24_MV411-DMSO_1_183_R1_peak_9296_lociStitched	chr11	12123669	12188031	24	26469	37368.5772	7427.3748	150	1
31_MV411-DMSO_1_183_R1_peak_8026_lociStitched	chr10	96643694	96721459	31	25605	38423.6865	8593.0325	151	1
30_MV411-DMSO_1_183_R1_peak_9667_lociStitched	chr11	35030138	35115974	30	30693	38952.3768	9158.7012	152	1
10_MV411-DMSO_1_183_R1_peak_5916_lociStitched	chr1	244945522	244976797	10	18612	32882.535	3183.795	153	1
3_MV411-DMSO_1_183_R1_peak_30167_lociStitched	chr19	54194850	54211724	3	12294	32023.4772	2750.462	154	1
15_MV411-DMSO_1_183_R1_peak_17025_lociStitched	chr14	73724203	73784976	15	22957	36737.2785	7487.2336	155	1
21_MV411-DMSO_1_183_R1_peak_5577_lociStitched	chr1	234487329	234545600	21	25570	35848.3192	6602.1043	156	1
11_MV411-DMSO_1_183_R1_peak_34012_lociStitched	chr2	177239179	177283153	11	22468	33068.448	4050.0054	157	1
MV411-DMSO_1_183_R1_peak_27771	chr19	1852666	1859235	1	6570	30065.6561	1198.8425	158	1
21_MV411-DMSO_1_183_R1_peak_35209_lociStitched	chr2	239204836	239289713	21	22799	37676.9003	8810.2326	159	1
14_MV411-DMSO_1_183_R1_peak_43768_lociStitched	chr4	2763739	2804900	14	20013	33591.4921	4725.2828	160	1
13_MV411-DMSO_1_183_R1_peak_61927_lociStitched	chrX	107673139	107722473	13	21916	31420.8246	2604.8352	161	1
2_MV411-DMSO_1_183_R1_peak_55552_lociStitched	chr8	9896828	9910271	2	12912	30914.8671	2148.1914	162	1
27_MV411-DMSO_1_183_R1_peak_1695_lociStitched	chr1	41721797	41805267	27	23717	38195.872	9498.886	163	1
33_MV411-DMSO_1_183_R1_peak_23418_lociStitched	chr17	12792896	12867556	33	31767	35799.47	7421.204	164	1
16_MV411-DMSO_1_183_R1_peak_25862_lociStitched	chr17	78313574	78356553	16	19957	33368.8956	5037.1388	165	1
25_MV411-DMSO_1_183_R1_peak_20962_lociStitched	chr16	17403487	17471252	25	27644	35468.201	7169.537	166	1
13_MV411-DMSO_1_183_R1_peak_30466_lociStitched	chr2	8511464	8548918	13	20957	32985.7378	4734.1856	167	1
6_MV411-DMSO_1_183_R1_peak_41230_lociStitched	chr3	52085932	52124144	6	16530	32579.5512	4486.0888	168	1
16_MV411-DMSO_1_183_R1_peak_11952_lociStitched	chr11	128692768	128758352	16	17502	35487.5024	7522.4848	169	1
18_MV411-DMSO_1_183_R1_peak_39881_lociStitched	chr3	4716942	4778109	18	23274	34748.9727	6826.2372	170	1
22_MV411-DMSO_1_183_R1_peak_41659_lociStitched	chr3	75132152	75193061	22	23282	33573.0408	5859.4458	171	1
16_MV411-DMSO_1_183_R1_peak_18178_lociStitched	chr15	31316477	31366667	16	16963	33757.794	6123.18	172	1
2_MV411-DMSO_1_183_R1_peak_52636_lociStitched	chr7	2631957	2646867	2	14616	29098.356	1716.141	173	1
13_MV411-DMSO_1_183_R1_peak_36936_lociStitched	chr20	49747874	49805072	13	26919	33775.419	6411.8958	174	1
MV411-DMSO_1_183_R1_peak_28821	chr19	18286013	18294034	1	8022	28709.5653	1475.0619	175	1
20_MV411-DMSO_1_183_R1_peak_36864_lociStitched	chr20	48816880	48875546	20	24496	34120.1456	6922.588	176	1
24_MV411-DMSO_1_183_R1_peak_49307_lociStitched	chr6	14864432	14950644	24	22144	36398.7064	9216.0628	177	1
6_MV411-DMSO_1_183_R1_peak_5898_lociStitched	chr1	244844208	244868362	6	18261	29559.6652	2393.6614	178	1
23_MV411-DMSO_1_183_R1_peak_26420_lociStitched	chr18	9734028	9804811	23	30225	34697.8266	7623.3291	179	1
24_MV411-DMSO_1_183_R1_peak_45642_lociStitched	chr4	180050756	180102066	24	23686	30852.703	3863.643	180	1
MV411-DMSO_1_183_R1_peak_8595	chr10	123132357	123143994	1	11638	28331.4402	1391.7852	181	1
28_MV411-DMSO_1_183_R1_peak_14726_lociStitched	chr12	118304070	118368785	28	27574	32027.4535	5222.5005	182	1
22_MV411-DMSO_1_183_R1_peak_40933_lociStitched	chr3	46277120	46332407	22	23397	32453.469	5749.848	183	1
28_MV411-DMSO_1_183_R1_peak_61127_lociStitched	chrX	12947043	13016937	28	25822	29795.8122	3361.9014	184	1
7_MV411-DMSO_1_183_R1_peak_7122_lociStitched	chr10	63514963	63537970	7	13201	28680.5262	2256.9867	185	1
4_MV411-DMSO_1_183_R1_peak_1020_lociStitched	chr1	26690760	26702393	4	8937	27600.4558	1269.1603	186	1
13_MV411-DMSO_1_183_R1_peak_7109_lociStitched	chr10	63454101	63498605	13	17353	30462.988	4254.5824	187	1
23_MV411-DMSO_1_183_R1_peak_37848_lociStitched	chr21	34517329	34580191	23	21602	33015.1224	6889.6752	188	1
15_MV411-DMSO_1_183_R1_peak_5618_lociStitched	chr1	234655289	234738451	15	20145	36034.0946	9912.9104	189	1
MV411-DMSO_1_183_R1_peak_47561	chr5	135391144	135404498	1	13355	27768.3076	1647.8836	190	1
MV411-DMSO_1_183_R1_peak_14873	chr12	121799041	121806221	1	7181	26889.1	824.982	191	1
6_MV411-DMSO_1_183_R1_peak_6185_lociStitched	chr10	7394171	7418856	6	13015	28308.758	2271.02	192	1
7_MV411-DMSO_1_183_R1_peak_57905_lociStitched	chr8	133073467	133097126	7	14341	30151.0296	4114.3001	193	1
6_MV411-DMSO_1_183_R1_peak_12138_lociStitched	chr12	1791538	1814471	6	11228	28957.4991	2965.2369	194	1
7_MV411-DMSO_1_183_R1_peak_37283_lociStitched	chr20	60040631	60060843	7	13173	28327.118	2350.6556	195	1
21_MV411-DMSO_1_183_R1_peak_18066_lociStitched	chr15	25778522	25876682	21	27194	36044.352	10169.376	196	1
5_MV411-DMSO_1_183_R1_peak_50807_lociStitched	chr6	67881027	67899164	5	13882	27537.4071	1717.5739	197	1
15_MV411-DMSO_1_183_R1_peak_9864_lociStitched	chr11	46316092	46364488	15	21367	31428.3624	5642.9736	198	1
13_MV411-DMSO_1_183_R1_peak_28252_lociStitched	chr19	8473129	8518828	13	17903	33616.1844	7832.8086	199	1
25_MV411-DMSO_1_183_R1_peak_44782_lociStitched	chr4	86907523	86983299	25	25704	33780.9408	8017.1008	200	1
12_MV411-DMSO_1_183_R1_peak_40133_lociStitched	chr3	12984015	13019220	12	18776	29970.0165	4206.9975	201	1
9_MV411-DMSO_1_183_R1_peak_40953_lociStitched	chr3	46348061	46396930	9	24033	31398.3325	5668.804	202	1
10_MV411-DMSO_1_183_R1_peak_43991_lociStitched	chr4	15001162	15022372	10	17346	27519.975	1845.27	203	1
13_MV411-DMSO_1_183_R1_peak_21315_lociStitched	chr16	29641116	29674564	13	15051	29009.4504	3548.8328	204	1
19_MV411-DMSO_1_183_R1_peak_6843_lociStitched	chr10	44912841	44976552	19	23832	32639.1453	7320.3939	205	1
11_MV411-DMSO_1_183_R1_peak_42991_lociStitched	chr3	171959631	172000718	11	21076	29656.5966	4367.5481	206	1
6_MV411-DMSO_1_183_R1_peak_62079_lociStitched	chrX	120239355	120265698	6	24222	26414.1261	1148.5548	207	1
13_MV411-DMSO_1_183_R1_peak_40326_lociStitched	chr3	17937032	17991416	13	17920	31363.2528	6134.5152	208	1
28_MV411-DMSO_1_183_R1_peak_40222_lociStitched	chr3	14362157	14435095	28	22185	34105.8088	8891.1422	209	1
20_MV411-DMSO_1_183_R1_peak_50258_lociStitched	chr6	37160445	37210239	20	21811	30200.061	5059.0704	210	1
5_MV411-DMSO_1_183_R1_peak_57668_lociStitched	chr8	125410903	125437645	5	8916	29683.62	4637.0628	211	1
12_MV411-DMSO_1_183_R1_peak_3453_lociStitched	chr1	150603257	150636045	12	16634	28125.5464	3147.648	212	1
23_MV411-DMSO_1_183_R1_peak_48636_lociStitched	chr5	178450193	178506392	23	26028	30521.6769	5558.0811	213	1
4_MV411-DMSO_1_183_R1_peak_12964_lociStitched	chr12	45726140	45745111	4	11615	26677.0202	1764.303	214	1
MV411-DMSO_1_183_R1_peak_53109	chr7	27162989	27174912	1	11924	26191.2541	1287.684	215	1
8_MV411-DMSO_1_183_R1_peak_57963_lociStitched	chr8	133565179	133582765	8	9269	27873.81	3003.6888	216	1
