#mp702-MV411_DMSO-H3K27ac-r1 Enhancers
#Created from /home/jeremie/data/MV411_H3K27ac/mp702-MV411_DMSO-H3K27ac-r1_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by mp702.MV411_DMSO.H3K27ac.r1.mLb.clN.sorted.bam
#Using cutoff of 9753.6233 for Super-Enhancers
#Created on Jun 01 2020 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp702.MV411_DMSO.H3K27ac.r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam	enhancerRank	isSuper
9_MV411_DMSO_8h_2_702_R1_peak_30704_lociStitched	chr21	34864148	34911910	9	34311	67291.8818	5120.0864	18	1
26_MV411_DMSO_8h_2_702_R1_peak_12601_lociStitched	chr13	28020314	28108258	26	33787	84514.184	22839.0568	19	1
12_MV411_DMSO_8h_2_702_R1_peak_14281_lociStitched	chr14	75254972	75303626	12	34788	65609.919	5400.594	20	1
25_MV411_DMSO_8h_2_702_R1_peak_28403_lociStitched	chr2	231596043	231718248	25	35280	72614.211	13112.5965	21	1
29_MV411_DMSO_8h_2_702_R1_peak_2152_lociStitched	chr1	89621159	89739897	29	65169	70744.1004	11303.8576	22	1
2_MV411_DMSO_8h_2_702_R1_peak_39342_lociStitched	chr5	150755738	150791490	2	34671	62683.9816	3396.44	23	1
11_MV411_DMSO_8h_2_702_R1_peak_35461_lociStitched	chr3	196609567	196652428	11	33151	61882.7118	4431.8274	24	1
11_MV411_DMSO_8h_2_702_R1_peak_47416_lociStitched	chr8	129474263	129557608	11	39965	69976.462	12685.109	25	1
23_MV411_DMSO_8h_2_702_R1_peak_25522_lociStitched	chr2	43127733	43245713	23	43576	69903.15	13567.7	26	1
24_MV411_DMSO_8h_2_702_R1_peak_12630_lociStitched	chr13	28122027	28220454	24	22257	81320.3874	25148.0985	27	1
3_MV411_DMSO_8h_2_702_R1_peak_15055_lociStitched	chr15	28712668	28742629	3	29176	56212.8282	1117.5453	28	1
18_MV411_DMSO_8h_2_702_R1_peak_33691_lociStitched	chr3	71511121	71585436	18	36619	60863.985	7126.8085	29	1
21_MV411_DMSO_8h_2_702_R1_peak_15623_lociStitched	chr15	55218015	55290962	21	49307	60093.7386	7199.8689	30	1
11_MV411_DMSO_8h_2_702_R1_peak_5566_lociStitched	chr10	43394163	43456492	11	31484	57610.6947	6214.2013	31	1
6_MV411_DMSO_8h_2_702_R1_peak_22588_lociStitched	chr19	2057447	2096711	6	22125	57745.5648	6443.2224	32	1
15_MV411_DMSO_8h_2_702_R1_peak_4785_lociStitched	chr1	234915715	234988068	15	41886	59394.5777	8993.4779	33	1
MV411_DMSO_8h_2_702_R1_peak_25990	chr2	66433026	66453967	1	20942	52256.1714	2039.6534	34	1
13_MV411_DMSO_8h_2_702_R1_peak_47645_lociStitched	chr8	141086098	141150333	13	37397	61068.2145	11041.9965	35	1
2_MV411_DMSO_8h_2_702_R1_peak_23156_lociStitched	chr19	12777266	12794497	2	15910	51544.8134	3001.6402	36	1
1_MV411_DMSO_8h_2_702_R1_peak_23865_lociStitched	chr19	39397247	39413954	1	16708	51444.1944	3122.5383	37	1
3_MV411_DMSO_8h_2_702_R1_peak_4743_lociStitched	chr1	234598453	234624673	3	18000	50913.996	2902.554	38	1
31_MV411_DMSO_8h_2_702_R1_peak_35291_lociStitched	chr3	190503055	190632200	31	50983	60401.1165	12539.9795	39	1
7_MV411_DMSO_8h_2_702_R1_peak_3211_lociStitched	chr1	156483159	156528848	7	26865	52117.4423	4934.412	40	1
4_MV411_DMSO_8h_2_702_R1_peak_10156_lociStitched	chr12	12704246	12735445	4	18924	50455.0228	3550.4462	41	1
33_MV411_DMSO_8h_2_702_R1_peak_21088_lociStitched	chr17	75292342	75429631	33	52008	60709.1958	14099.5803	42	1
10_MV411_DMSO_8h_2_702_R1_peak_12644_lociStitched	chr13	28235087	28281854	10	30656	57341.0187	11397.1179	43	1
MV411_DMSO_8h_2_702_R1_peak_42868	chr6	169700105	169729310	1	29206	48416.049	2499.948	44	1
27_MV411_DMSO_8h_2_702_R1_peak_31623_lociStitched	chr22	36328966	36474143	27	51749	61976.0613	16288.8594	45	1
12_MV411_DMSO_8h_2_702_R1_peak_23689_lociStitched	chr19	33248210	33304210	12	31318	55944	10752	46	1
11_MV411_DMSO_8h_2_702_R1_peak_33274_lociStitched	chr3	49331203	49388468	11	28858	50857.0465	5703.594	47	1
MV411_DMSO_8h_2_702_R1_peak_20568	chr17	58327112	58345904	1	18793	47261.88	2247.5232	48	1
8_MV411_DMSO_8h_2_702_R1_peak_37886_lociStitched	chr5	50408090	50450228	8	24070	47316.7602	3055.005	49	1
7_MV411_DMSO_8h_2_702_R1_peak_20004_lociStitched	chr17	40316830	40359241	7	29744	48764.1678	5263.2051	50	1
9_MV411_DMSO_8h_2_702_R1_peak_23227_lociStitched	chr19	14352110	14389056	9	24281	49086.4556	5693.3786	51	1
13_MV411_DMSO_8h_2_702_R1_peak_30112_lociStitched	chr20	53578399	53655026	13	31611	50106.3953	6996.0451	52	1
3_MV411_DMSO_8h_2_702_R1_peak_48479_lociStitched	chr9	78000638	78035441	3	30418	43830.8982	1468.6866	53	1
13_MV411_DMSO_8h_2_702_R1_peak_33351_lociStitched	chr3	50572429	50632786	13	32120	49510.8471	7381.6611	54	1
10_MV411_DMSO_8h_2_702_R1_peak_42169_lociStitched	chr6	135167453	135213655	10	29356	46807.2462	4744.9454	55	1
9_MV411_DMSO_8h_2_702_R1_peak_4996_lociStitched	chr1	246063015	246117215	9	40702	46958.88	5089.38	56	1
MV411_DMSO_8h_2_702_R1_peak_7022	chr10	123132534	123152229	1	19696	43937.5755	2223.5655	57	1
4_MV411_DMSO_8h_2_702_R1_peak_24567_lociStitched	chr19	54362312	54391080	4	23195	45657.6928	3987.2448	58	1
9_MV411_DMSO_8h_2_702_R1_peak_27815_lociStitched	chr2	199426156	199464570	9	27215	44398.9012	3491.8326	59	1
11_MV411_DMSO_8h_2_702_R1_peak_8056_lociStitched	chr11	47358115	47405784	11	25789	46224.6293	5548.6716	60	1
2_MV411_DMSO_8h_2_702_R1_peak_43589_lociStitched	chr7	38299519	38319762	2	19700	42957.6703	2329.9693	61	1
6_MV411_DMSO_8h_2_702_R1_peak_35175_lociStitched	chr3	185788943	185827345	6	21594	43739.878	3613.6282	62	1
10_MV411_DMSO_8h_2_702_R1_peak_8498_lociStitched	chr11	65470531	65508599	10	24922	44307.3452	4290.2636	63	1
MV411_DMSO_8h_2_702_R1_peak_22490	chr19	819948	830687	1	10740	41565.2995	1730.0529	64	1
18_MV411_DMSO_8h_2_702_R1_peak_37247_lociStitched	chr4	180050266	180102163	18	40552	43432.5993	3902.6544	65	1
3_MV411_DMSO_8h_2_702_R1_peak_22572_lociStitched	chr19	1852746	1876864	3	16767	43540.2254	4237.5326	66	1
14_MV411_DMSO_8h_2_702_R1_peak_1492_lociStitched	chr1	43830054	43881195	14	30285	44196.0522	5574.369	67	1
24_MV411_DMSO_8h_2_702_R1_peak_8970_lociStitched	chr11	78284397	78361692	24	40401	45712.263	7288.9185	68	1
6_MV411_DMSO_8h_2_702_R1_peak_36558_lociStitched	chr4	95516312	95554306	6	33694	41200.6936	2830.553	69	1
12_MV411_DMSO_8h_2_702_R1_peak_50281_lociStitched	chrX	30561357	30629008	12	35915	40881.4993	2787.2212	70	1
9_MV411_DMSO_8h_2_702_R1_peak_45988_lociStitched	chr8	37864161	37916028	9	28134	46638.8064	8666.9757	71	1
9_MV411_DMSO_8h_2_702_R1_peak_49648_lociStitched	chr9	131227447	131278965	9	27715	42966.012	5156.9518	72	1
13_MV411_DMSO_8h_2_702_R1_peak_36917_lociStitched	chr4	139163536	139235183	13	26362	44471.2929	6806.465	73	1
1_MV411_DMSO_8h_2_702_R1_peak_38879_lociStitched	chr5	135026661	135042121	1	15461	39345.7	1702.146	74	1
15_MV411_DMSO_8h_2_702_R1_peak_17696_lociStitched	chr16	30450539	30492560	15	33823	42184.8819	4807.2024	75	1
24_MV411_DMSO_8h_2_702_R1_peak_45817_lociStitched	chr8	27318095	27409661	24	37703	51826.356	14806.2222	76	1
2_MV411_DMSO_8h_2_702_R1_peak_32101_lociStitched	chr22	46057216	46081667	2	23331	39471.2493	2562.4648	77	1
23_MV411_DMSO_8h_2_702_R1_peak_32348_lociStitched	chr3	5122177	5205501	23	31214	45036.622	8240.7436	78	1
8_MV411_DMSO_8h_2_702_R1_peak_44299_lociStitched	chr7	92799056	92840614	8	29585	40834.8908	4039.4376	79	1
18_MV411_DMSO_8h_2_702_R1_peak_48125_lociStitched	chr9	27563787	27656954	18	34166	45670.4634	9195.5829	80	1
6_MV411_DMSO_8h_2_702_R1_peak_24235_lociStitched	chr19	47079765	47114391	6	19166	41928.6234	5602.4868	81	1
17_MV411_DMSO_8h_2_702_R1_peak_15884_lociStitched	chr15	65774068	65841862	17	28564	42716.9994	6548.9004	82	1
10_MV411_DMSO_8h_2_702_R1_peak_23186_lociStitched	chr19	13138758	13182466	10	15379	42536.6256	6599.908	83	1
5_MV411_DMSO_8h_2_702_R1_peak_3188_lociStitched	chr1	156089604	156130775	5	24869	40722.2361	5026.9791	84	1
1_MV411_DMSO_8h_2_702_R1_peak_32215_lociStitched	chr22	50528647	50545104	1	16458	37186.2372	1606.2032	85	1
7_MV411_DMSO_8h_2_702_R1_peak_8211_lociStitched	chr11	60165827	60205118	7	20527	38269.434	3771.936	86	1
3_MV411_DMSO_8h_2_702_R1_peak_21378_lociStitched	chr17	81393194	81405655	3	11860	35597.3387	1277.2525	87	1
7_MV411_DMSO_8h_2_702_R1_peak_50603_lociStitched	chrX	65985768	66022600	7	34458	35738.0896	1970.512	88	1
13_MV411_DMSO_8h_2_702_R1_peak_12791_lociStitched	chr13	32075052	32135125	13	18941	45763.6114	12044.6365	89	1
14_MV411_DMSO_8h_2_702_R1_peak_24074_lociStitched	chr19	43724990	43785435	14	25527	44717.211	11103.7465	90	1
16_MV411_DMSO_8h_2_702_R1_peak_12734_lociStitched	chr13	30673532	30752684	16	26658	51899.9664	18442.416	91	1
6_MV411_DMSO_8h_2_702_R1_peak_8493_lociStitched	chr11	65403016	65455257	6	18097	38799.3907	5950.2499	92	1
13_MV411_DMSO_8h_2_702_R1_peak_22696_lociStitched	chr19	4050245	4116426	13	25200	43891.2392	11330.1872	93	1
5_MV411_DMSO_8h_2_702_R1_peak_8597_lociStitched	chr11	67262876	67290997	5	22593	35992.0679	3495.4403	94	1
22_MV411_DMSO_8h_2_702_R1_peak_25381_lociStitched	chr2	38591477	38668537	22	34374	40379.44	8129.83	95	1
8_MV411_DMSO_8h_2_702_R1_peak_5822_lociStitched	chr10	63454394	63499485	8	22112	36429.0189	4310.6996	96	1
13_MV411_DMSO_8h_2_702_R1_peak_4728_lociStitched	chr1	234473116	234534793	13	29842	38875.0131	6901.6563	97	1
3_MV411_DMSO_8h_2_702_R1_peak_34650_lociStitched	chr3	152191961	152222523	3	15211	34730.6568	2790.3106	98	1
3_MV411_DMSO_8h_2_702_R1_peak_50886_lociStitched	chrX	120238940	120265015	3	25532	32640.685	1152.515	99	1
4_MV411_DMSO_8h_2_702_R1_peak_21372_lociStitched	chr17	81324074	81346851	4	14281	34126.7791	2945.0661	100	1
MV411_DMSO_8h_2_702_R1_peak_23309	chr19	16135428	16151592	1	16165	33689.0088	2523.2004	101	1
7_MV411_DMSO_8h_2_702_R1_peak_45788_lociStitched	chr8	26588454	26614597	7	20447	34778.0329	3984.1932	102	1
18_MV411_DMSO_8h_2_702_R1_peak_19540_lociStitched	chr17	27511293	27582054	18	26460	39215.7462	8434.7112	103	1
16_MV411_DMSO_8h_2_702_R1_peak_49188_lociStitched	chr9	114339939	114414085	16	29599	39349.2822	8719.5696	104	1
10_MV411_DMSO_8h_2_702_R1_peak_10560_lociStitched	chr12	45724517	45774860	10	18904	35008.5222	4399.9782	105	1
13_MV411_DMSO_8h_2_702_R1_peak_29250_lociStitched	chr20	23102859	23162740	13	38940	38234.0185	7778.5419	106	1
24_MV411_DMSO_8h_2_702_R1_peak_11605_lociStitched	chr12	104668402	104763653	24	37448	41396.0846	10944.3399	107	1
16_MV411_DMSO_8h_2_702_R1_peak_17323_lociStitched	chr16	17319688	17385037	16	36125	37124.7669	7057.692	108	1
17_MV411_DMSO_8h_2_702_R1_peak_47430_lociStitched	chr8	129625830	129686602	17	26536	39866.432	9808.6008	109	1
23_MV411_DMSO_8h_2_702_R1_peak_968_lociStitched	chr1	28096626	28177272	23	36910	38476.2066	8451.7008	110	1
8_MV411_DMSO_8h_2_702_R1_peak_47761_lociStitched	chr8	143926984	143979765	8	22362	39263.7859	9257.7874	111	1
8_MV411_DMSO_8h_2_702_R1_peak_5831_lociStitched	chr10	63514876	63548849	8	22309	33069.3182	3173.0782	112	1
MV411_DMSO_8h_2_702_R1_peak_40634	chr6	27129784	27148387	1	18604	31293.9666	1398.9456	113	1
11_MV411_DMSO_8h_2_702_R1_peak_12824_lociStitched	chr13	32422479	32473844	11	15699	40187.976	10319.2285	114	1
15_MV411_DMSO_8h_2_702_R1_peak_33469_lociStitched	chr3	53137535	53198121	15	24939	37672.3748	7858.0042	115	1
4_MV411_DMSO_8h_2_702_R1_peak_23479_lociStitched	chr19	18401407	18430367	4	13128	34740.416	4972.432	116	1
16_MV411_DMSO_8h_2_702_R1_peak_3927_lociStitched	chr1	198610549	198696095	16	24198	37511.921	7861.6774	117	1
12_MV411_DMSO_8h_2_702_R1_peak_8782_lociStitched	chr11	73184725	73236794	12	27351	35807.8513	6170.1765	118	1
5_MV411_DMSO_8h_2_702_R1_peak_4959_lociStitched	chr1	244848954	244868715	5	17118	31427.8944	2021.5503	119	1
13_MV411_DMSO_8h_2_702_R1_peak_28448_lociStitched	chr2	233059515	233100953	13	24987	34198.7814	4881.3964	120	1
4_MV411_DMSO_8h_2_702_R1_peak_41497_lociStitched	chr6	67880951	67911706	4	15076	31991.351	2752.5725	121	1
16_MV411_DMSO_8h_2_702_R1_peak_21235_lociStitched	chr17	78282547	78356561	16	26740	37673.126	8570.8212	122	1
MV411_DMSO_8h_2_702_R1_peak_43395	chr7	27160510	27175108	1	14599	30590.109	1490.4558	123	1
7_MV411_DMSO_8h_2_702_R1_peak_28535_lociStitched	chr2	237662090	237705827	7	23552	33865.5591	4776.0804	124	1
16_MV411_DMSO_8h_2_702_R1_peak_12937_lociStitched	chr13	40960744	41033693	16	39901	31725.5201	2881.4855	125	1
3_MV411_DMSO_8h_2_702_R1_peak_5167_lociStitched	chr10	7399630	7418322	3	14336	30529.6436	1770.1324	126	1
5_MV411_DMSO_8h_2_702_R1_peak_10969_lociStitched	chr12	56676774	56726487	5	16774	33794.8974	5199.9798	127	1
5_MV411_DMSO_8h_2_702_R1_peak_4966_lociStitched	chr1	244945661	244974835	5	15689	31572.1028	3031.1786	128	1
6_MV411_DMSO_8h_2_702_R1_peak_18554_lociStitched	chr16	85552629	85577281	6	13999	31687.6808	3155.456	129	1
12_MV411_DMSO_8h_2_702_R1_peak_22380_lociStitched	chr18	76450786	76506546	12	29880	35993.08	7477.416	130	1
18_MV411_DMSO_8h_2_702_R1_peak_41085_lociStitched	chr6	37160466	37245452	18	30240	37002.9044	8609.0818	131	1
22_MV411_DMSO_8h_2_702_R1_peak_28589_lociStitched	chr2	239212416	239289700	22	29000	36508.9616	8138.0052	132	1
8_MV411_DMSO_8h_2_702_R1_peak_12805_lociStitched	chr13	32308844	32343042	8	14871	35360.732	7051.6276	133	1
12_MV411_DMSO_8h_2_702_R1_peak_25632_lociStitched	chr2	46945772	47004532	12	28087	34938.696	6651.632	134	1
4_MV411_DMSO_8h_2_702_R1_peak_33112_lociStitched	chr3	46088439	46114075	4	19124	31252.8476	3045.5568	135	1
14_MV411_DMSO_8h_2_702_R1_peak_32314_lociStitched	chr3	4975512	5039138	14	23209	34841.5976	6954.3218	136	1
MV411_DMSO_8h_2_702_R1_peak_21405	chr17	81831323	81843228	1	11906	29164.869	1469.077	137	1
11_MV411_DMSO_8h_2_702_R1_peak_16658_lociStitched	chr15	92801484	92853498	11	17673	33023.6886	5575.9008	138	1
5_MV411_DMSO_8h_2_702_R1_peak_41350_lociStitched	chr6	45415726	45447017	5	24891	30152.0076	2797.4154	139	1
MV411_DMSO_8h_2_702_R1_peak_40575	chr6	26192514	26207781	1	15268	28657.6857	1358.763	140	1
8_MV411_DMSO_8h_2_702_R1_peak_31408_lociStitched	chr22	28791738	28829446	8	16976	31067.6212	3906.5488	141	1
13_MV411_DMSO_8h_2_702_R1_peak_31683_lociStitched	chr22	37266803	37314832	13	30196	33024.7404	5869.1438	142	1
15_MV411_DMSO_8h_2_702_R1_peak_38084_lociStitched	chr5	67158770	67223173	15	33225	33959.7019	6910.4419	143	1
2_MV411_DMSO_8h_2_702_R1_peak_35794_lociStitched	chr4	15001107	15023345	2	21947	28936.0856	1892.4538	144	1
11_MV411_DMSO_8h_2_702_R1_peak_10091_lociStitched	chr12	11646617	11686657	11	13225	31243.212	4228.224	145	1
18_MV411_DMSO_8h_2_702_R1_peak_6003_lociStitched	chr10	71711169	71777268	18	26251	34979.5908	8064.078	146	1
6_MV411_DMSO_8h_2_702_R1_peak_24542_lociStitched	chr19	53850999	53880055	6	10503	30906.8672	3995.2	147	1
14_MV411_DMSO_8h_2_702_R1_peak_22196_lociStitched	chr18	59862386	59921125	14	26202	33739.6816	6901.8325	148	1
6_MV411_DMSO_8h_2_702_R1_peak_32601_lociStitched	chr3	15791098	15812140	6	17531	29088.4608	2251.494	149	1
12_MV411_DMSO_8h_2_702_R1_peak_23931_lociStitched	chr19	40792350	40844896	12	23774	34496.449	7750.535	150	1
7_MV411_DMSO_8h_2_702_R1_peak_2922_lociStitched	chr1	150603931	150636063	7	16788	29818.496	3075.0324	151	1
12_MV411_DMSO_8h_2_702_R1_peak_6205_lociStitched	chr10	79067023	79102638	12	22365	30831.9055	4234.6235	152	1
18_MV411_DMSO_8h_2_702_R1_peak_7847_lociStitched	chr11	35030068	35116205	18	29669	35764.0824	9190.8179	153	1
10_MV411_DMSO_8h_2_702_R1_peak_37801_lociStitched	chr5	40354730	40390907	10	20761	30037.7631	3516.4044	154	1
20_MV411_DMSO_8h_2_702_R1_peak_14254_lociStitched	chr14	75120805	75198801	20	26644	34404.0356	7916.594	155	1
MV411_DMSO_8h_2_702_R1_peak_40809	chr6	31733916	31741526	1	7611	27388.39	1089.752	156	1
14_MV411_DMSO_8h_2_702_R1_peak_32126_lociStitched	chr22	46561274	46622641	14	27110	32868.1652	6615.3626	157	1
MV411_DMSO_8h_2_702_R1_peak_9957	chr12	6950250	6963213	1	12964	28215.2658	1975.5612	158	1
3_MV411_DMSO_8h_2_702_R1_peak_5187_lociStitched	chr10	11161828	11192963	3	22135	28968.004	2879.9875	159	1
11_MV411_DMSO_8h_2_702_R1_peak_5170_lociStitched	chr10	7444668	7518752	11	33416	31996.8796	6141.5636	160	1
7_MV411_DMSO_8h_2_702_R1_peak_45677_lociStitched	chr8	22692832	22716805	7	13079	30239.5422	4423.0185	161	1
7_MV411_DMSO_8h_2_702_R1_peak_34905_lociStitched	chr3	171960400	172001482	7	23827	30010.401	4330.0428	162	1
16_MV411_DMSO_8h_2_702_R1_peak_39112_lociStitched	chr5	141581615	141634700	16	24693	30985.7145	5335.0425	163	1
20_MV411_DMSO_8h_2_702_R1_peak_34930_lociStitched	chr3	172029087	172108138	20	29597	33659.9158	8071.1071	164	1
MV411_DMSO_8h_2_702_R1_peak_40657	chr6	27806308	27827867	1	21560	27198.8344	1670.8225	165	1
7_MV411_DMSO_8h_2_702_R1_peak_45430_lociStitched	chr8	8332794	8364516	7	16696	30183.483	4694.856	166	1
12_MV411_DMSO_8h_2_702_R1_peak_47548_lociStitched	chr8	133486107	133540550	12	18859	34718.3011	9309.753	167	1
8_MV411_DMSO_8h_2_702_R1_peak_45158_lociStitched	chr7	150354984	150390481	8	18000	29430.5627	4135.4005	168	1
12_MV411_DMSO_8h_2_702_R1_peak_15058_lociStitched	chr15	28776701	28819271	12	25653	26563.68	1362.24	169	1
11_MV411_DMSO_8h_2_702_R1_peak_32656_lociStitched	chr3	17936821	17987958	11	22933	31014.5905	5834.7317	170	1
16_MV411_DMSO_8h_2_702_R1_peak_26680_lociStitched	chr2	105747767	105808477	16	26433	31720.975	6623.461	171	1
3_MV411_DMSO_8h_2_702_R1_peak_16598_lociStitched	chr15	90647539	90667589	3	16561	27219.88	2235.575	172	1
6_MV411_DMSO_8h_2_702_R1_peak_6549_lociStitched	chr10	97307571	97335664	6	12758	28008.721	3059.3277	173	1
13_MV411_DMSO_8h_2_702_R1_peak_943_lociStitched	chr1	27858600	27906593	13	20475	29866.0439	5168.8461	174	1
18_MV411_DMSO_8h_2_702_R1_peak_17600_lociStitched	chr16	29114909	29179027	18	30769	29827.6936	5174.3226	175	1
14_MV411_DMSO_8h_2_702_R1_peak_28938_lociStitched	chr20	5634387	5688537	14	25284	29755.425	5268.795	176	1
10_MV411_DMSO_8h_2_702_R1_peak_2160_lociStitched	chr1	89812871	89847493	10	15723	28189.2324	3867.2774	177	1
8_MV411_DMSO_8h_2_702_R1_peak_28998_lociStitched	chr20	9481983	9524007	8	21516	28916.7144	4610.0328	178	1
10_MV411_DMSO_8h_2_702_R1_peak_39160_lociStitched	chr5	142757020	142822058	10	27068	32050.7264	7811.0638	179	1
11_MV411_DMSO_8h_2_702_R1_peak_38818_lociStitched	chr5	132455714	132502780	11	18796	30108.1202	5869.1302	180	1
2_MV411_DMSO_8h_2_702_R1_peak_14972_lociStitched	chr14	105480513	105491846	2	11040	25747.4427	1512.9555	181	1
17_MV411_DMSO_8h_2_702_R1_peak_32291_lociStitched	chr3	4722649	4779569	17	24552	30617.268	6392.116	182	1
9_MV411_DMSO_8h_2_702_R1_peak_25943_lociStitched	chr2	64812083	64864395	9	19412	29823.0712	5644.4648	183	1
7_MV411_DMSO_8h_2_702_R1_peak_38816_lociStitched	chr5	132413379	132439898	7	17535	27171.3674	3028.4698	184	1
16_MV411_DMSO_8h_2_702_R1_peak_30825_lociStitched	chr21	38979357	39022021	16	25059	29173.6432	5298.8688	185	1
15_MV411_DMSO_8h_2_702_R1_peak_7167_lociStitched	chr10	132537787	132594015	15	24664	29958.2784	6269.422	186	1
10_MV411_DMSO_8h_2_702_R1_peak_7790_lociStitched	chr11	33889222	33942220	10	18241	29980.9686	6296.1624	187	1
21_MV411_DMSO_8h_2_702_R1_peak_29042_lociStitched	chr20	10446722	10565579	21	29957	35229.2148	11576.6718	188	1
11_MV411_DMSO_8h_2_702_R1_peak_10434_lociStitched	chr12	31853869	31908942	11	21314	28450.7118	4901.497	189	1
17_MV411_DMSO_8h_2_702_R1_peak_46115_lociStitched	chr8	42741438	42806136	17	24462	32918.3424	9439.4382	190	1
19_MV411_DMSO_8h_2_702_R1_peak_43634_lociStitched	chr7	41725646	41783300	19	25250	30055.0302	6584.0868	191	1
5_MV411_DMSO_8h_2_702_R1_peak_44565_lociStitched	chr7	104940921	104962562	5	15303	25854.5027	2477.8945	192	1
4_MV411_DMSO_8h_2_702_R1_peak_11307_lociStitched	chr12	89333485	89355066	4	12195	25832.457	2475.3407	193	1
4_MV411_DMSO_8h_2_702_R1_peak_22810_lociStitched	chr19	6086851	6111945	4	11978	27826.7366	4552.0516	194	1
18_MV411_DMSO_8h_2_702_R1_peak_39267_lociStitched	chr5	148739478	148832288	18	28738	33077.484	9893.546	195	1
MV411_DMSO_8h_2_702_R1_peak_20556	chr17	58277342	58293624	1	16283	24872.3832	1707.9818	196	1
2_MV411_DMSO_8h_2_702_R1_peak_46018_lociStitched	chr8	38376288	38387368	2	7868	24793.716	1726.264	197	1
20_MV411_DMSO_8h_2_702_R1_peak_16801_lociStitched	chr15	101194031	101252981	20	31437	29050.56	6001.11	198	1
2_MV411_DMSO_8h_2_702_R1_peak_6352_lociStitched	chr10	87860896	87880639	2	19489	24811.0281	1766.9985	199	1
5_MV411_DMSO_8h_2_702_R1_peak_2555_lociStitched	chr1	113927922	113958315	5	19741	25931.3076	2960.2782	200	1
MV411_DMSO_8h_2_702_R1_peak_40550	chr6	26019894	26036877	1	16984	24511.5639	1659.2391	201	1
MV411_DMSO_8h_2_702_R1_peak_23462	chr19	18286030	18294275	1	8246	24373.869	1526.974	202	1
9_MV411_DMSO_8h_2_702_R1_peak_16168_lociStitched	chr15	74771395	74800754	9	18304	26807.7029	3989.8881	203	1
19_MV411_DMSO_8h_2_702_R1_peak_28860_lociStitched	chr20	4033664	4091140	19	29801	28887.4376	6075.2132	204	1
5_MV411_DMSO_8h_2_702_R1_peak_4758_lociStitched	chr1	234755219	234779574	5	12344	26802.6775	4008.833	205	1
19_MV411_DMSO_8h_2_702_R1_peak_7778_lociStitched	chr11	33158713	33235163	19	19286	29532.635	6742.89	206	1
