#mp136-MV411-H3K27ac-r1 Enhancers
#Created from /home/jeremie/data/MV411_H3K27ac/mp136-MV411-H3K27ac-r1_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by mp136.MV411.H3K27ac.r1.mLb.clN.sorted.bam
#Using cutoff of 2467.4727 for Super-Enhancers
#Created on Jun 01 2020 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp136.MV411.H3K27ac.r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam	enhancerRank	isSuper
4_MV411_3_136_R1_peak_12007_lociStitched	chr22	50529062	50545210	4	13774	15521.4576	1585.7336	15	1
14_MV411_3_136_R1_peak_14300_lociStitched	chr5	135396636	135438506	14	17112	17723.571	4090.699	16	1
5_MV411_3_136_R1_peak_9010_lociStitched	chr19	39397852	39412212	5	10138	16281.368	2702.552	17	1
15_MV411_3_136_R1_peak_15901_lociStitched	chr7	38251833	38278966	15	19741	15303.012	1880.3169	18	1
5_MV411_3_136_R1_peak_5432_lociStitched	chr15	50095386	50115824	5	14530	15214.0472	1957.9604	19	1
4_MV411_3_136_R1_peak_8640_lociStitched	chr19	12777928	12794339	4	10753	15605.2199	2829.2564	20	1
13_MV411_3_136_R1_peak_10289_lociStitched	chr2	144660056	144705892	13	18139	17284.7556	4574.4328	21	1
MV411_3_136_R1_peak_8665	chr19	13835241	13843847	1	8607	14262.7238	1643.746	22	1
10_MV411_3_136_R1_peak_571_lociStitched	chr1	43831671	43853336	10	13190	14853.524	2257.493	23	1
8_MV411_3_136_R1_peak_17483_lociStitched	chr8	129528046	129555637	8	12482	16943.6331	4533.2013	24	1
7_MV411_3_136_R1_peak_13086_lociStitched	chr3	196609858	196643241	7	12172	15853.5867	3445.1256	25	1
2_MV411_3_136_R1_peak_3686_lociStitched	chr12	12715479	12728715	2	11648	14014.2768	1669.0596	26	1
MV411_3_136_R1_peak_7342	chr17	58330348	58341024	1	10677	13610.8324	1290.7284	27	1
15_MV411_3_136_R1_peak_1751_lociStitched	chr1	246069833	246108063	15	18854	15693.415	3498.045	28	1
11_MV411_3_136_R1_peak_18627_lociStitched	chrX	65986543	66018298	11	17027	13600.6665	1492.485	29	1
9_MV411_3_136_R1_peak_10336_lociStitched	chr2	159612341	159635892	9	18093	13913.9308	1888.7902	30	1
8_MV411_3_136_R1_peak_7110_lociStitched	chr17	40317843	40339553	8	11963	14311.232	2783.222	31	1
7_MV411_3_136_R1_peak_8687_lociStitched	chr19	14356017	14385543	7	11618	15772.7892	4567.6722	32	1
2_MV411_3_136_R1_peak_8267_lociStitched	chr19	821271	835898	2	8324	13019.4927	2305.2152	33	1
3_MV411_3_136_R1_peak_788_lociStitched	chr1	92475900	92489553	3	10875	12182.5719	1550.9808	34	1
8_MV411_3_136_R1_peak_2153_lociStitched	chr10	72296275	72337150	8	13155	15467.1	4896.825	35	1
3_MV411_3_136_R1_peak_16600_lociStitched	chr8	9897981	9909538	3	10810	12382.1698	1829.4731	36	1
7_MV411_3_136_R1_peak_15904_lociStitched	chr7	38299803	38318316	7	14393	12492.5724	2049.3891	37	1
10_MV411_3_136_R1_peak_5483_lociStitched	chr15	55247357	55286149	10	13837	14221.1472	3844.2872	38	1
5_MV411_3_136_R1_peak_2497_lociStitched	chr10	123133319	123151796	5	15570	12106.1304	2097.1395	39	1
17_MV411_3_136_R1_peak_13741_lociStitched	chr4	180052666	180099909	17	11989	13502.0494	3543.225	40	1
5_MV411_3_136_R1_peak_11243_lociStitched	chr20	53579124	53595491	5	13779	11255.5859	1333.9105	41	1
2_MV411_3_136_R1_peak_12539_lociStitched	chr3	71575595	71584720	2	8643	10632.45	836.7625	42	1
7_MV411_3_136_R1_peak_10411_lociStitched	chr2	177240316	177265891	7	9915	12125.1075	2455.2	43	1
7_MV411_3_136_R1_peak_12410_lociStitched	chr3	50590054	50620944	7	12619	13100.449	3663.554	44	1
11_MV411_3_136_R1_peak_5269_lociStitched	chr15	28716616	28740472	11	11365	9959.88	966.168	45	1
4_MV411_3_136_R1_peak_11716_lociStitched	chr22	28798311	28814437	4	8388	10662.5112	1710.9686	46	1
4_MV411_3_136_R1_peak_3092_lociStitched	chr11	65418414	65430150	4	8175	10509.588	1599.6168	47	1
7_MV411_3_136_R1_peak_5423_lociStitched	chr15	50052326	50068508	7	11756	10628.3376	1736.3286	48	1
2_MV411_3_136_R1_peak_7651_lociStitched	chr17	81393447	81401971	2	6755	9683.264	831.9424	49	1
3_MV411_3_136_R1_peak_11468_lociStitched	chr21	34879808	34892119	3	11867	10182.4281	1344.3612	50	1
5_MV411_3_136_R1_peak_9383_lociStitched	chr19	54367368	54389111	5	8886	11717.3027	2961.3966	51	1
6_MV411_3_136_R1_peak_8211_lociStitched	chr18	77053775	77081387	6	10012	12259.728	3509.4852	52	1
7_MV411_3_136_R1_peak_8205_lociStitched	chr18	76489674	76505746	7	8728	10758.5968	2139.1832	53	1
3_MV411_3_136_R1_peak_7646_lociStitched	chr17	81325712	81345970	3	7970	11121.642	2657.8496	54	1
4_MV411_3_136_R1_peak_13943_lociStitched	chr5	50431138	50445903	4	10149	9471.7475	1040.9325	55	1
8_MV411_3_136_R1_peak_15653_lociStitched	chr6	169707052	169726200	8	8367	9920.5788	1572.0508	56	1
4_MV411_3_136_R1_peak_15245_lociStitched	chr6	67885055	67897852	4	8721	9289.3423	990.4878	57	1
6_MV411_3_136_R1_peak_17493_lociStitched	chr8	129663479	129683747	6	9052	11386.5624	3285.4428	58	1
4_MV411_3_136_R1_peak_8799_lociStitched	chr19	18289545	18305548	4	5907	10930.049	2888.5415	59	1
2_MV411_3_136_R1_peak_2894_lociStitched	chr11	47387870	47396032	2	7175	9127.5646	1123.0912	60	1
6_MV411_3_136_R1_peak_1146_lociStitched	chr1	156490465	156508476	6	11212	10064.5468	2116.2925	61	1
1_MV411_3_136_R1_peak_18393_lociStitched	chrUn_KI270467v1	1406	3630	1	2225	13520.808	5618.7136	62	1
4_MV411_3_136_R1_peak_13004_lociStitched	chr3	185814509	185827000	4	8986	9006.011	1125.4391	63	1
10_MV411_3_136_R1_peak_17876_lociStitched	chr9	78010225	78033564	10	12639	8782.4657	996.5753	64	1
MV411_3_136_R1_peak_3614	chr12	6950526	6956609	1	6084	8481.5269	933.7405	65	1
2_MV411_3_136_R1_peak_12366_lociStitched	chr3	49339330	49352699	2	8559	8967.9252	1469.2531	66	1
6_MV411_3_136_R1_peak_7688_lociStitched	chr17	82215363	82240791	6	9102	10211.8848	2748.7668	67	1
4_MV411_3_136_R1_peak_1830_lociStitched	chr10	7406181	7415229	4	7920	8185.7256	887.6088	68	1
1_MV411_3_136_R1_peak_15005_lociStitched	chr6	31734317	31739733	1	5417	8033.0112	796.6936	69	1
MV411_3_136_R1_peak_4356	chr12	121799796	121805163	1	5368	7857.8247	629.5491	70	1
3_MV411_3_136_R1_peak_10503_lociStitched	chr2	199449557	199461783	3	6630	8265.9986	1039.21	71	1
5_MV411_3_136_R1_peak_8337_lociStitched	chr19	2081881	2095035	5	8732	9240.685	2066.4934	72	1
7_MV411_3_136_R1_peak_6226_lociStitched	chr16	30452501	30476675	7	7966	9892.0008	2775.1752	73	1
8_MV411_3_136_R1_peak_3244_lociStitched	chr11	73186042	73219211	8	8776	10720.2208	3731.5125	74	1
6_MV411_3_136_R1_peak_18495_lociStitched	chrX	30572107	30599202	6	11158	8014.701	1124.4425	75	1
3_MV411_3_136_R1_peak_2049_lociStitched	chr10	63461459	63469183	3	6270	7686.9248	829.5576	76	1
10_MV411_3_136_R1_peak_13458_lociStitched	chr4	95523175	95551123	10	8136	8800.8252	2056.9728	77	1
1_MV411_3_136_R1_peak_1690_lociStitched	chr1	235860798	235866959	1	6162	7381.4941	669.0846	78	1
4_MV411_3_136_R1_peak_10600_lociStitched	chr2	218394876	218406127	4	5830	8255.9838	1562.7639	79	1
4_MV411_3_136_R1_peak_16191_lociStitched	chr7	92828911	92837675	4	6666	7659.736	1008.7364	80	1
5_MV411_3_136_R1_peak_10794_lociStitched	chr20	362270	384257	5	8217	9074.0349	2460.3453	81	1
2_MV411_3_136_R1_peak_9267_lociStitched	chr19	48961881	48968587	2	6058	7746.7712	1170.8676	82	1
6_MV411_3_136_R1_peak_8411_lociStitched	chr19	4051330	4090561	6	7367	13260.078	6732.0396	83	1
5_MV411_3_136_R1_peak_13044_lociStitched	chr3	190605174	190622975	5	8309	7932.1256	1477.483	84	1
2_MV411_3_136_R1_peak_8808_lociStitched	chr19	18402024	18420331	2	6244	9598.3601	3146.9733	85	1
3_MV411_3_136_R1_peak_6793_lociStitched	chr17	7835104	7844894	3	6275	7646.969	1289.343	86	1
9_MV411_3_136_R1_peak_9737_lociStitched	chr2	43212565	43240777	9	9231	9583.6164	3247.2012	87	1
5_MV411_3_136_R1_peak_6561_lociStitched	chr16	85552828	85572713	5	7307	8828.94	2555.2225	88	1
5_MV411_3_136_R1_peak_16711_lociStitched	chr8	26594770	26612175	5	7210	8878.2905	2614.231	89	1
2_MV411_3_136_R1_peak_16296_lociStitched	chr7	105010255	105015706	2	4835	6880.7973	627.9552	90	1
4_MV411_3_136_R1_peak_8657_lociStitched	chr19	13151906	13168303	4	5389	8726.4834	2521.8586	91	1
4_MV411_3_136_R1_peak_2054_lociStitched	chr10	63518846	63527724	4	6413	6888.4402	734.2106	92	1
4_MV411_3_136_R1_peak_6934_lociStitched	chr17	27527974	27545859	4	6408	8205.638	2094.3335	93	1
5_MV411_3_136_R1_peak_17486_lociStitched	chr8	129580825	129594163	5	7119	8169.525	2122.0758	94	1
1_MV411_3_136_R1_peak_8452_lociStitched	chr19	5717501	5720945	1	3445	6627.978	615.7872	95	1
11_MV411_3_136_R1_peak_12928_lociStitched	chr3	171966652	171987785	11	10428	8417.2739	2407.0487	96	1
3_MV411_3_136_R1_peak_8316_lociStitched	chr19	1852959	1857951	3	4212	6872.4864	888.576	97	1
7_MV411_3_136_R1_peak_17213_lociStitched	chr8	96853375	96894373	7	5860	12340.398	6403.8876	98	1
4_MV411_3_136_R1_peak_16590_lociStitched	chr8	8334331	8348429	4	4762	8059.8266	2135.847	99	1
6_MV411_3_136_R1_peak_10699_lociStitched	chr2	233062073	233093195	6	6913	9470.4246	3597.7032	100	1
1_MV411_3_136_R1_peak_17970_lociStitched	chr9	97982362	97986463	1	4102	6265.0977	413.3808	101	1
9_MV411_3_136_R1_peak_12282_lociStitched	chr3	46089664	46112360	9	8488	8501.9216	2653.1624	102	1
1_MV411_3_136_R1_peak_15029_lociStitched	chr6	32968025	32971668	1	3644	6268.5101	423.6809	103	1
2_MV411_3_136_R1_peak_316_lociStitched	chr1	26692653	26698698	2	5045	6410.7225	573.6705	104	1
5_MV411_3_136_R1_peak_3097_lociStitched	chr11	65492360	65500876	5	5725	6951.6108	1128.37	105	1
3_MV411_3_136_R1_peak_1747_lociStitched	chr1	244952680	244974472	3	7001	8063.04	2279.4432	106	1
8_MV411_3_136_R1_peak_18075_lociStitched	chr9	114367096	114398486	8	8396	9548.838	3769.939	107	1
1_MV411_3_136_R1_peak_13198_lociStitched	chr4	15001231	15006378	1	5148	6221.6936	469.4064	108	1
4_MV411_3_136_R1_peak_11462_lociStitched	chr21	34533753	34554305	4	7189	8222.8552	2482.6816	109	1
2_MV411_3_136_R1_peak_17529_lociStitched	chr8	133568578	133576288	2	5007	6977.55	1255.188	110	1
1_MV411_3_136_R1_peak_3656_lociStitched	chr12	11648605	11653619	1	5015	6173.7382	474.3244	111	1
4_MV411_3_136_R1_peak_16679_lociStitched	chr8	22693537	22715743	4	4473	9743.9928	4077.0216	112	1
5_MV411_3_136_R1_peak_1646_lociStitched	chr1	234771331	234779331	5	5836	7506.4	1908	113	1
2_MV411_3_136_R1_peak_7717_lociStitched	chr17	83198834	83204214	2	4141	6215.514	667.12	114	1
5_MV411_3_136_R1_peak_12830_lociStitched	chr3	152194964	152205326	5	9076	6369.5214	920.1456	115	1
2_MV411_3_136_R1_peak_14287_lociStitched	chr5	135027311	135037499	2	8275	6437.7972	1030.0068	116	1
3_MV411_3_136_R1_peak_3553_lociStitched	chr12	1796338	1813168	3	4647	7679.529	2305.71	117	1
9_MV411_3_136_R1_peak_11951_lociStitched	chr22	46576824	46604409	9	6941	8545.833	3208.1355	118	1
1_MV411_3_136_R1_peak_2600_lociStitched	chr11	502161	507260	1	5100	5991.8349	659.3007	119	1
6_MV411_3_136_R1_peak_18446_lociStitched	chrX	12950471	12977871	6	6340	6482.84	1183.68	120	1
5_MV411_3_136_R1_peak_5806_lociStitched	chr15	90647986	90666266	5	6302	7145.652	2027.252	121	1
5_MV411_3_136_R1_peak_16914_lociStitched	chr8	58594758	58617312	5	5064	8268.2964	3173.3478	122	1
7_MV411_3_136_R1_peak_2958_lociStitched	chr11	60185566	60196444	7	7528	6142.8066	1078.0098	123	1
5_MV411_3_136_R1_peak_1737_lociStitched	chr1	244855547	244867348	5	6176	6475.2087	1427.921	124	1
2_MV411_3_136_R1_peak_15846_lociStitched	chr7	27165731	27174259	2	8164	5978.9808	945.7552	125	1
3_MV411_3_136_R1_peak_16883_lociStitched	chr8	54013815	54023205	3	5741	6256.557	1260.138	126	1
4_MV411_3_136_R1_peak_12050_lociStitched	chr3	5187707	5199460	4	5816	6071.5998	1123.5868	127	1
3_MV411_3_136_R1_peak_15211_lociStitched	chr6	45420160	45428641	3	7756	5746.7256	803.9988	128	1
5_MV411_3_136_R1_peak_6409_lociStitched	chr16	66516275	66526481	5	7820	6078.6936	1184.9166	129	1
6_MV411_3_136_R1_peak_16830_lociStitched	chr8	42787661	42805057	6	4435	7328.9348	2489.3676	130	1
MV411_3_136_R1_peak_3615	chr12	6956872	6962583	1	5712	5669.8808	830.3794	131	1
MV411_3_136_R1_peak_8667	chr19	13845858	13848246	1	2389	5257.182	438.6756	132	1
8_MV411_3_136_R1_peak_1656_lociStitched	chr1	234838560	234852328	8	6076	6575.5968	1762.304	133	1
1_MV411_3_136_R1_peak_16333_lociStitched	chr7	114082337	114088250	1	5914	5326.4304	516.7962	134	1
4_MV411_3_136_R1_peak_7667_lociStitched	chr17	81833346	81841961	4	6009	5891.7985	1202.654	135	1
2_MV411_3_136_R1_peak_1523_lociStitched	chr1	220876768	220883359	2	5734	5412.5292	727.6464	136	1
9_MV411_3_136_R1_peak_562_lociStitched	chr1	43763687	43798040	9	6757	8021.4255	3339.1116	137	1
3_MV411_3_136_R1_peak_4335_lociStitched	chr12	121128642	121146243	3	4862	6505.3296	1830.504	138	1
4_MV411_3_136_R1_peak_12136_lociStitched	chr3	15793763	15805894	4	6238	5986.6485	1315.0004	139	1
7_MV411_3_136_R1_peak_769_lociStitched	chr1	89668844	89700023	7	4756	7947.5271	3283.1487	140	1
3_MV411_3_136_R1_peak_11293_lociStitched	chr20	60045688	60059128	3	4858	6335.616	1673.28	141	1
7_MV411_3_136_R1_peak_14526_lociStitched	chr5	170279203	170303708	7	5902	7513.233	2854.8325	142	1
4_MV411_3_136_R1_peak_3799_lociStitched	chr12	45728998	45735842	4	4533	5323.2632	665.2368	143	1
5_MV411_3_136_R1_peak_8916_lociStitched	chr19	33249540	33273966	5	4463	9452.862	4809.4794	144	1
1_MV411_3_136_R1_peak_5602_lociStitched	chr15	68817375	68820860	1	3486	5040.3555	406.351	145	1
3_MV411_3_136_R1_peak_8297_lociStitched	chr19	1249886	1261516	3	4725	6432.553	1974.774	146	1
1_MV411_3_136_R1_peak_12402_lociStitched	chr3	50337642	50341526	1	3885	4886.4604	448.2136	147	1
2_MV411_3_136_R1_peak_1695_lociStitched	chr1	235938991	235946544	2	6809	5318.8226	892.7646	148	1
7_MV411_3_136_R1_peak_12100_lociStitched	chr3	12993668	13016845	7	5786	7101.4328	2746.4745	149	1
3_MV411_3_136_R1_peak_5229_lociStitched	chr14	105060919	105075731	3	6235	5853.7024	1503.418	150	1
5_MV411_3_136_R1_peak_18737_lociStitched	chrX	120241239	120256901	5	7164	4933.53	585.7588	151	1
1_MV411_3_136_R1_peak_15161_lociStitched	chr6	42781199	42784301	1	3103	4663.2366	318.8856	152	1
3_MV411_3_136_R1_peak_17673_lociStitched	chr9	208987	223234	3	5525	5918.2038	1585.6911	153	1
5_MV411_3_136_R1_peak_8727_lociStitched	chr19	16138451	16150714	5	6073	6165.8364	1844.3552	154	1
1_MV411_3_136_R1_peak_10522_lociStitched	chr2	201115735	201119703	1	3969	4831.04	522.9824	155	1
2_MV411_3_136_R1_peak_2178_lociStitched	chr10	73906086	73912144	2	5800	5007.5428	731.8064	156	1
2_MV411_3_136_R1_peak_11943_lociStitched	chr22	46069428	46080958	2	4954	5435.242	1185.284	157	1
4_MV411_3_136_R1_peak_5009_lociStitched	chr14	75287953	75301826	4	5859	5728.1617	1507.9951	158	1
7_MV411_3_136_R1_peak_10120_lociStitched	chr2	105789453	105801070	7	6795	5469.2836	1312.721	159	1
3_MV411_3_136_R1_peak_5667_lociStitched	chr15	74776598	74785813	3	5230	5503.198	1361.977	160	1
5_MV411_3_136_R1_peak_15930_lociStitched	chr7	41869411	41888483	5	4893	6478.7584	2349.6704	161	1
3_MV411_3_136_R1_peak_18700_lociStitched	chrX	107710500	107716968	3	5898	4362.666	278.7708	162	1
4_MV411_3_136_R1_peak_3297_lociStitched	chr11	78288927	78296834	4	4548	4776.6187	732.1882	163	1
3_MV411_3_136_R1_peak_16550_lociStitched	chr8	1948767	1957846	3	3626	5621.7168	1591.5487	164	1
1_MV411_3_136_R1_peak_11182_lociStitched	chr20	47355230	47359862	1	4633	4608.3768	585.4848	165	1
1_MV411_3_136_R1_peak_15185_lociStitched	chr6	43626247	43630027	1	3781	4568.886	574.56	166	1
2_MV411_3_136_R1_peak_12043_lociStitched	chr3	4976539	4987348	2	4261	5254.2549	1272.2193	167	1
7_MV411_3_136_R1_peak_2732_lociStitched	chr11	12149422	12175540	7	4533	6947.388	2967.0048	168	1
2_MV411_3_136_R1_peak_8208_lociStitched	chr18	76554232	76567664	2	4868	5637.4104	1662.8816	169	1
5_MV411_3_136_R1_peak_9701_lociStitched	chr2	38635184	38655342	5	5423	6130.0478	2171.0166	170	1
10_MV411_3_136_R1_peak_18543_lociStitched	chrX	45754188	45771629	10	6085	4531.1718	613.9232	171	1
2_MV411_3_136_R1_peak_15969_lociStitched	chr7	44976368	44981733	2	4618	4742.66	830.502	172	1
3_MV411_3_136_R1_peak_8891_lociStitched	chr19	29679983	29691061	3	3967	5637.5942	1738.1382	173	1
5_MV411_3_136_R1_peak_8359_lociStitched	chr19	2543305	2552963	5	3734	5547.5552	1707.5344	174	1
3_MV411_3_136_R1_peak_7010_lociStitched	chr17	31308871	31321561	3	6230	5034.123	1214.433	175	1
6_MV411_3_136_R1_peak_13980_lociStitched	chr5	55855435	55866238	6	5682	4881.8757	1102.9863	176	1
1_MV411_3_136_R1_peak_16849_lociStitched	chr8	47735626	47739010	1	3385	4331.8584	560.052	177	1
9_MV411_3_136_R1_peak_1813_lociStitched	chr10	5283773	5298336	9	6036	4961.6141	1191.2534	178	1
4_MV411_3_136_R1_peak_14248_lociStitched	chr5	132421393	132437213	4	4725	5576.55	1843.03	179	1
2_MV411_3_136_R1_peak_13883_lociStitched	chr5	32385345	32392292	2	6705	4406.4821	700.9523	180	1
3_MV411_3_136_R1_peak_1004_lociStitched	chr1	150604363	150614515	3	4045	4749.1056	1044.6408	181	1
3_MV411_3_136_R1_peak_5824_lociStitched	chr15	92804532	92811452	3	4540	4423.264	719.68	182	1
3_MV411_3_136_R1_peak_7993_lociStitched	chr18	62801978	62816409	3	4715	5138.8791	1438.7707	183	1
3_MV411_3_136_R1_peak_15719_lociStitched	chr7	2636936	2645926	3	4815	4738.629	1066.214	184	1
8_MV411_3_136_R1_peak_1834_lociStitched	chr10	7471199	7493132	8	4998	5456.9304	1794.1194	185	1
3_MV411_3_136_R1_peak_1132_lociStitched	chr1	156122756	156130149	3	5371	4671.6367	1019.4947	186	1
5_MV411_3_136_R1_peak_352_lociStitched	chr1	27884234	27892332	5	4883	4542.1682	895.6388	187	1
1_MV411_3_136_R1_peak_6213_lociStitched	chr16	30182911	30186821	1	3911	4192.693	548.573	188	1
9_MV411_3_136_R1_peak_14626_lociStitched	chr5	178476975	178503046	9	5415	6009.3655	2393.3178	189	1
4_MV411_3_136_R1_peak_4513_lociStitched	chr13	28245201	28252179	4	4664	5290.7196	1676.8134	190	1
4_MV411_3_136_R1_peak_18695_lociStitched	chrX	107673286	107685896	4	4764	4455.113	868.829	191	1
5_MV411_3_136_R1_peak_301_lociStitched	chr1	26274691	26291399	5	5191	5744.2104	2160.3444	192	1
2_MV411_3_136_R1_peak_7713_lociStitched	chr17	83047950	83054809	2	4967	4409.6511	847.0865	193	1
1_MV411_3_136_R1_peak_8430_lociStitched	chr19	4542159	4544982	1	2824	4054.3926	493.1781	194	1
4_MV411_3_136_R1_peak_181_lociStitched	chr1	15833094	15837680	4	3700	4078.3298	522.804	195	1
2_MV411_3_136_R1_peak_12181_lociStitched	chr3	28346010	28349704	2	3489	3836.5884	283.3298	196	1
1_MV411_3_136_R1_peak_14842_lociStitched	chr6	24719337	24722342	1	3006	3797.4185	246.1095	197	1
5_MV411_3_136_R1_peak_12299_lociStitched	chr3	46298511	46322893	5	5854	5846.8036	2304.099	198	1
7_MV411_3_136_R1_peak_3766_lociStitched	chr12	31895259	31908118	7	5836	4786.1198	1260.182	199	1
1_MV411_3_136_R1_peak_9637_lociStitched	chr2	28389937	28394976	1	5040	4003.4855	477.6972	200	1
7_MV411_3_136_R1_peak_7514_lociStitched	chr17	75294056	75314869	7	6730	5881.7538	2362.2755	201	1
2_MV411_3_136_R1_peak_2338_lociStitched	chr10	100181776	100192587	2	5622	4542.7822	1034.6127	202	1
7_MV411_3_136_R1_peak_6980_lociStitched	chr17	29706562	29727453	7	5763	5559.0951	2057.7635	203	1
2_MV411_3_136_R1_peak_3302_lociStitched	chr11	78349425	78356149	2	5594	4090.2092	645.504	204	1
4_MV411_3_136_R1_peak_15111_lociStitched	chr6	37161660	37187441	4	3839	6076.5817	2642.5525	205	1
2_MV411_3_136_R1_peak_4510_lociStitched	chr13	28139655	28143966	2	3379	4652.8623	1226.4795	206	1
3_MV411_3_136_R1_peak_4505_lociStitched	chr13	28093488	28097875	3	3839	4664.2584	1251.1724	207	1
3_MV411_3_136_R1_peak_14788_lociStitched	chr6	13703148	13715461	3	3242	4703.566	1306.4093	208	1
4_MV411_3_136_R1_peak_2864_lociStitched	chr11	46229103	46243890	4	3088	4968.432	1616.2191	209	1
6_MV411_3_136_R1_peak_2122_lociStitched	chr10	71746007	71754463	6	4439	4568.7768	1216.8184	210	1
4_MV411_3_136_R1_peak_9070_lociStitched	chr19	41407693	41421153	4	3822	5830.872	2484.716	211	1
2_MV411_3_136_R1_peak_12044_lociStitched	chr3	5122244	5127639	2	4556	3889.795	550.8295	212	1
5_MV411_3_136_R1_peak_4392_lociStitched	chr12	123432234	123448982	5	4460	4959.0828	1631.2552	213	1
7_MV411_3_136_R1_peak_7765_lociStitched	chr18	5447671	5468340	7	5859	4995.6973	1672.1221	214	1
6_MV411_3_136_R1_peak_15668_lociStitched	chr7	89545	120286	6	5446	6550.9071	3240.1014	215	1
1_MV411_3_136_R1_peak_16552_lociStitched	chr8	2000877	2003605	1	2729	3738.1784	431.2968	216	1
7_MV411_3_136_R1_peak_18454_lociStitched	chrX	13078701	13092546	7	5942	4160.4225	858.39	217	1
2_MV411_3_136_R1_peak_9303_lociStitched	chr19	49917112	49925140	2	3702	5116.2444	1825.5672	218	1
3_MV411_3_136_R1_peak_14478_lociStitched	chr5	154754236	154757580	3	2821	3724.5472	464.816	219	1
8_MV411_3_136_R1_peak_9117_lociStitched	chr19	43756845	43779889	8	4629	7436.2988	4191.7036	220	1
1_MV411_3_136_R1_peak_15912_lociStitched	chr7	39949720	39953070	1	3351	3509.125	264.985	221	1
4_MV411_3_136_R1_peak_9089_lociStitched	chr19	42199532	42208785	4	4146	4891.1358	1649.8099	222	1
3_MV411_3_136_R1_peak_12434_lociStitched	chr3	52107988	52123012	3	3806	4978.9536	1754.8032	223	1
1_MV411_3_136_R1_peak_1231_lociStitched	chr1	167627444	167631337	1	3894	3743.8981	563.3171	224	1
2_MV411_3_136_R1_peak_1591_lociStitched	chr1	228479356	228491169	2	3876	4387.3482	1216.739	225	1
5_MV411_3_136_R1_peak_8220_lociStitched	chr18	77100956	77129114	5	3085	7174.6584	4029.4098	226	1
6_MV411_3_136_R1_peak_5141_lociStitched	chr14	95495854	95524671	6	4848	6483.825	3345.6537	227	1
1_MV411_3_136_R1_peak_18318_lociStitched	chr9	134370983	134374665	1	3683	3679.4226	557.0866	228	1
7_MV411_3_136_R1_peak_4025_lociStitched	chr12	66234509	66243166	7	5396	4015.1166	896.8652	229	1
2_MV411_3_136_R1_peak_9700_lociStitched	chr2	38600033	38612998	2	3737	4597.389	1479.3065	230	1
4_MV411_3_136_R1_peak_10957_lociStitched	chr20	21089756	21105919	4	3382	4667.8744	1579.1251	231	1
1_MV411_3_136_R1_peak_18225_lociStitched	chr9	129412608	129414873	1	2266	3326.6055	240.7695	232	1
4_MV411_3_136_R1_peak_11409_lociStitched	chr21	29064152	29073742	4	3843	3887.786	815.15	233	1
5_MV411_3_136_R1_peak_245_lociStitched	chr1	22018654	22040931	5	3943	5411.0833	2350.2235	234	1
7_MV411_3_136_R1_peak_6176_lociStitched	chr16	29115000	29129256	7	4684	4433.616	1374.2784	235	1
2_MV411_3_136_R1_peak_6077_lociStitched	chr16	17341713	17348356	2	5854	3782.5242	729.4014	236	1
