#mp734-MV411_DMSO-H3K27ac-r1 Enhancers
#Created from /home/jeremie/data/MV411_H3K27ac/mp734-MV411_DMSO-H3K27ac-r1_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by mp734.MV411_DMSO.H3K27ac.r1.mLb.clN.sorted.bam
#Using cutoff of 14575.053 for Super-Enhancers
#Created on Jun 01 2020 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp734.MV411_DMSO.H3K27ac.r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam	enhancerRank	isSuper
10_MV411-DMSO-8h_2_734_R1_peak_10235_lociStitched	chr11	60165834	60221673	10	19001	55085.1735	5153.9397	104	1
9_MV411-DMSO-8h_2_734_R1_peak_20045_lociStitched	chr15	74771353	74800868	9	18482	53495.9375	4005.1855	105	1
27_MV411-DMSO-8h_2_734_R1_peak_51201_lociStitched	chr6	37007073	37104424	27	23852	59656.6928	10747.5504	106	1
MV411-DMSO-8h_2_734_R1_peak_12405	chr12	6950358	6963577	1	13220	50733.2001	1997.3909	107	1
7_MV411-DMSO-8h_2_734_R1_peak_63489_lociStitched	chrX	120238916	120269754	7	25594	49920.5544	1369.2072	108	1
38_MV411-DMSO-8h_2_734_R1_peak_48714_lociStitched	chr5	142712894	142849734	38	33506	63835.86	16147.12	109	1
19_MV411-DMSO-8h_2_734_R1_peak_21574_lociStitched	chr16	17337958	17384821	19	33021	52688.0709	5084.6355	110	1
MV411-DMSO-8h_2_734_R1_peak_50843	chr6	31733634	31742014	1	8381	48541.15	1193.312	111	1
15_MV411-DMSO-8h_2_734_R1_peak_40276_lociStitched	chr22	46561293	46622383	15	25259	53545.385	6579.393	112	1
17_MV411-DMSO-8h_2_734_R1_peak_5750_lociStitched	chr1	234474348	234529187	17	25774	53089.6359	6202.2909	113	1
26_MV411-DMSO-8h_2_734_R1_peak_47465_lociStitched	chr5	67164569	67222893	26	30304	53325.6332	6462.2992	114	1
16_MV411-DMSO-8h_2_734_R1_peak_19319_lociStitched	chr15	55246776	55291046	16	29235	51127.423	4449.135	115	1
32_MV411-DMSO-8h_2_734_R1_peak_31928_lociStitched	chr2	38065431	38132351	32	30540	53388.776	6712.076	116	1
18_MV411-DMSO-8h_2_734_R1_peak_55291_lociStitched	chr7	92809277	92840054	18	20841	49615.6017	2969.9805	117	1
23_MV411-DMSO-8h_2_734_R1_peak_5822_lociStitched	chr1	234836174	234894750	23	31675	53626.328	7169.7024	118	1
26_MV411-DMSO-8h_2_734_R1_peak_40489_lociStitched	chr3	4975490	5039465	26	24554	53233.5975	6973.275	119	1
4_MV411-DMSO-8h_2_734_R1_peak_56657_lociStitched	chr8	9889822	9910254	4	13096	49459.7424	3201.6944	120	1
26_MV411-DMSO-8h_2_734_R1_peak_18818_lociStitched	chr15	40044611	40123555	26	28164	55458.16	9362.7584	121	1
34_MV411-DMSO-8h_2_734_R1_peak_7973_lociStitched	chr10	88026621	88118902	34	30806	56171.4447	10667.6836	122	1
25_MV411-DMSO-8h_2_734_R1_peak_59169_lociStitched	chr8	129635435	129685981	25	26724	53593.9238	8117.6876	123	1
17_MV411-DMSO-8h_2_734_R1_peak_19655_lociStitched	chr15	65776763	65841751	17	24769	51736.9468	6329.8312	124	1
14_MV411-DMSO-8h_2_734_R1_peak_48592_lociStitched	chr5	139635980	139676017	14	22270	50366.546	5112.7249	125	1
32_MV411-DMSO-8h_2_734_R1_peak_26358_lociStitched	chr17	75292527	75352628	32	28199	51386.355	6532.9787	126	1
6_MV411-DMSO-8h_2_734_R1_peak_29462_lociStitched	chr19	18401357	18430316	6	12984	49783.4169	4960.6767	127	1
33_MV411-DMSO-8h_2_734_R1_peak_1199_lociStitched	chr1	28105372	28177368	33	36488	52521.082	7847.564	128	1
11_MV411-DMSO-8h_2_734_R1_peak_57100_lociStitched	chr8	26587855	26615248	11	19059	48595.182	4188.3897	129	1
20_MV411-DMSO-8h_2_734_R1_peak_7787_lociStitched	chr10	79241244	79295673	20	26475	51299.3325	6896.1543	130	1
16_MV411-DMSO-8h_2_734_R1_peak_28578_lociStitched	chr19	6048472	6101960	16	18429	53685.9056	9392.4928	131	1
16_MV411-DMSO-8h_2_734_R1_peak_30281_lociStitched	chr19	44718214	44771306	16	21677	52592.9352	8892.91	132	1
9_MV411-DMSO-8h_2_734_R1_peak_7232_lociStitched	chr10	63451510	63499030	9	17987	47790.864	4443.12	133	1
18_MV411-DMSO-8h_2_734_R1_peak_5930_lociStitched	chr1	235931588	235973030	18	24426	47778.4818	4566.9084	134	1
10_MV411-DMSO-8h_2_734_R1_peak_23114_lociStitched	chr16	85551687	85574860	10	13106	46098.0489	2891.9904	135	1
MV411-DMSO-8h_2_734_R1_peak_26805	chr17	81831493	81843613	1	12121	44642.808	1466.52	136	1
28_MV411-DMSO-8h_2_734_R1_peak_38610_lociStitched	chr21	38979273	39021952	28	28995	47702.3183	5300.7318	137	1
8_MV411-DMSO-8h_2_734_R1_peak_20610_lociStitched	chr15	90647671	90667379	8	17327	44159.7156	2193.5004	138	1
16_MV411-DMSO-8h_2_734_R1_peak_10988_lociStitched	chr11	73184658	73221115	16	23302	46041.5453	4163.3894	139	1
6_MV411-DMSO-8h_2_734_R1_peak_38087_lociStitched	chr21	15040975	15067714	6	16968	44223.6321	2350.3581	140	1
3_MV411-DMSO-8h_2_734_R1_peak_43391_lociStitched	chr3	152190101	152206069	3	14689	43297.232	1507.3792	141	1
8_MV411-DMSO-8h_2_734_R1_peak_41998_lociStitched	chr3	53160222	53181970	8	15935	44622.5464	2977.3012	142	1
18_MV411-DMSO-8h_2_734_R1_peak_35619_lociStitched	chr2	233059139	233093672	18	21375	45397.0818	4123.2402	143	1
8_MV411-DMSO-8h_2_734_R1_peak_10585_lociStitched	chr11	65403442	65441499	8	14533	45417.2238	4483.1146	144	1
14_MV411-DMSO-8h_2_734_R1_peak_22282_lociStitched	chr16	50678544	50720617	14	27012	45400.9743	4842.6023	145	1
9_MV411-DMSO-8h_2_734_R1_peak_51871_lociStitched	chr6	67880998	67899125	9	14388	42138.0242	1714.8142	146	1
10_MV411-DMSO-8h_2_734_R1_peak_6195_lociStitched	chr10	127505	160250	10	15981	42493.1865	2161.17	147	1
11_MV411-DMSO-8h_2_734_R1_peak_7241_lociStitched	chr10	63514760	63544621	11	17055	42990.8817	2884.5726	148	1
12_MV411-DMSO-8h_2_734_R1_peak_39339_lociStitched	chr22	28792741	28830460	12	16487	43912.4598	3983.1264	149	1
7_MV411-DMSO-8h_2_734_R1_peak_13097_lociStitched	chr12	45724922	45749659	7	13143	41971.2679	2184.2771	150	1
14_MV411-DMSO-8h_2_734_R1_peak_20705_lociStitched	chr15	92801266	92853577	14	17764	45379.7925	5597.277	151	1
12_MV411-DMSO-8h_2_734_R1_peak_5793_lociStitched	chr1	234755149	234781028	12	13687	43841.6139	4559.8798	152	1
16_MV411-DMSO-8h_2_734_R1_peak_28004_lociStitched	chr18	76466646	76506496	16	22855	44452.675	5180.5	153	1
16_MV411-DMSO-8h_2_734_R1_peak_8382_lociStitched	chr10	102596759	102661108	16	17619	46723.8089	7573.8773	154	1
31_MV411-DMSO-8h_2_734_R1_peak_36160_lociStitched	chr20	4033635	4090802	31	27088	44796.0612	6036.8352	155	1
25_MV411-DMSO-8h_2_734_R1_peak_19879_lociStitched	chr15	70438965	70510273	25	23646	47483.9972	8991.9388	156	1
18_MV411-DMSO-8h_2_734_R1_peak_40476_lociStitched	chr3	4736381	4777738	18	20736	43151.8938	4805.6834	157	1
21_MV411-DMSO-8h_2_734_R1_peak_41567_lociStitched	chr3	46283421	46331498	21	23584	43115.4536	4927.8925	158	1
12_MV411-DMSO-8h_2_734_R1_peak_30898_lociStitched	chr19	53828903	53879885	12	10788	44665.3302	6510.4014	159	1
9_MV411-DMSO-8h_2_734_R1_peak_15859_lociStitched	chr13	32423695	32457330	9	12770	44899.3615	6854.813	160	1
10_MV411-DMSO-8h_2_734_R1_peak_15831_lociStitched	chr13	32107060	32126749	10	16306	41941.5078	3937.8	161	1
15_MV411-DMSO-8h_2_734_R1_peak_7518_lociStitched	chr10	72295854	72337282	15	21226	42534.1276	4983.7884	162	1
15_MV411-DMSO-8h_2_734_R1_peak_25732_lociStitched	chr17	58277325	58309252	15	22991	40914.4505	3368.2985	163	1
MV411-DMSO-8h_2_734_R1_peak_29437	chr19	18284657	18294436	1	9780	39256.8176	1770.9769	164	1
MV411-DMSO-8h_2_734_R1_peak_6071	chr1	244854782	244869028	1	14247	38898.703	1641.1392	165	1
17_MV411-DMSO-8h_2_734_R1_peak_57372_lociStitched	chr8	37864401	37906330	17	18202	44306.3743	7056.6507	166	1
9_MV411-DMSO-8h_2_734_R1_peak_21967_lociStitched	chr16	29643924	29674453	9	15520	40371.5496	3223.8624	167	1
27_MV411-DMSO-8h_2_734_R1_peak_2284_lociStitched	chr1	66372356	66446219	27	21180	44598.4794	7519.2534	168	1
23_MV411-DMSO-8h_2_734_R1_peak_52654_lociStitched	chr6	135274847	135331714	23	23513	43071.0658	6022.2153	169	1
14_MV411-DMSO-8h_2_734_R1_peak_7747_lociStitched	chr10	79066847	79096830	14	19659	40462.0585	3514.0076	170	1
21_MV411-DMSO-8h_2_734_R1_peak_36887_lociStitched	chr20	32625880	32688505	21	21603	43386.6	6613.2	171	1
13_MV411-DMSO-8h_2_734_R1_peak_24401_lociStitched	chr17	27520571	27552770	13	19076	40519.2216	3780.1626	172	1
7_MV411-DMSO-8h_2_734_R1_peak_6075_lociStitched	chr1	244952126	244974879	7	11548	39050.9739	2364.0367	173	1
13_MV411-DMSO-8h_2_734_R1_peak_43691_lociStitched	chr3	171959767	172000805	13	22308	40918.9898	4362.3394	174	1
12_MV411-DMSO-8h_2_734_R1_peak_48357_lociStitched	chr5	132455732	132497466	12	16945	41575.4108	5037.2938	175	1
MV411-DMSO-8h_2_734_R1_peak_14970	chr12	121799198	121806944	1	7747	37452.6846	922.5486	176	1
8_MV411-DMSO-8h_2_734_R1_peak_41874_lociStitched	chr3	52085221	52128629	8	18422	41537.1152	5052.6912	177	1
6_MV411-DMSO-8h_2_734_R1_peak_12551_lociStitched	chr12	11647944	11667199	6	8906	38483.043	2069.9125	178	1
11_MV411-DMSO-8h_2_734_R1_peak_35730_lociStitched	chr2	237662287	237705785	11	22293	41118.6594	4741.282	179	1
MV411-DMSO-8h_2_734_R1_peak_48438	chr5	135393456	135404017	1	10562	37648.9089	1278.9371	180	1
24_MV411-DMSO-8h_2_734_R1_peak_31964_lociStitched	chr2	38596274	38655296	24	25155	42844.0698	6580.953	181	1
18_MV411-DMSO-8h_2_734_R1_peak_56609_lociStitched	chr8	8330875	8364247	18	15682	41207.7456	5009.1372	182	1
14_MV411-DMSO-8h_2_734_R1_peak_56726_lociStitched	chr8	11853114	11902690	14	16582	44663.0184	8492.3688	183	1
24_MV411-DMSO-8h_2_734_R1_peak_42048_lociStitched	chr3	56752397	56799560	24	29002	41399.6814	5272.8234	184	1
19_MV411-DMSO-8h_2_734_R1_peak_59307_lociStitched	chr8	133494601	133547479	19	17977	45189.5388	9142.6062	185	1
17_MV411-DMSO-8h_2_734_R1_peak_1820_lociStitched	chr1	43762738	43813861	17	24546	41031.3198	5030.5032	186	1
12_MV411-DMSO-8h_2_734_R1_peak_9703_lociStitched	chr11	33890383	33942297	12	14345	42071.1056	6198.5316	187	1
4_MV411-DMSO-8h_2_734_R1_peak_7947_lociStitched	chr10	87860464	87879915	4	18568	37522.9241	1729.1939	188	1
11_MV411-DMSO-8h_2_734_R1_peak_32605_lociStitched	chr2	64807834	64864489	11	18154	41953.0275	6215.0535	189	1
17_MV411-DMSO-8h_2_734_R1_peak_31219_lociStitched	chr2	8511649	8549040	17	17478	40434.6274	4737.4397	190	1
27_MV411-DMSO-8h_2_734_R1_peak_20248_lociStitched	chr15	78018510	78088412	27	29769	43667.7794	8045.7202	191	1
8_MV411-DMSO-8h_2_734_R1_peak_44851_lociStitched	chr4	15001012	15022568	8	20417	37296.1912	1875.372	192	1
18_MV411-DMSO-8h_2_734_R1_peak_8928_lociStitched	chr10	132537743	132596754	18	22677	42004.0298	6615.1331	193	1
9_MV411-DMSO-8h_2_734_R1_peak_30098_lociStitched	chr19	41406639	41435115	9	15800	39826.5336	5026.014	194	1
22_MV411-DMSO-8h_2_734_R1_peak_14485_lociStitched	chr12	108819261	108866793	22	20731	39646.4412	4853.0172	195	1
7_MV411-DMSO-8h_2_734_R1_peak_56951_lociStitched	chr8	22692857	22717160	7	11545	39234.7632	4493.6247	196	1
7_MV411-DMSO-8h_2_734_R1_peak_14014_lociStitched	chr12	89333555	89354996	7	11973	37172.2617	2465.715	197	1
20_MV411-DMSO-8h_2_734_R1_peak_18624_lociStitched	chr15	28776648	28811682	20	22447	35808.2514	1173.639	198	1
8_MV411-DMSO-8h_2_734_R1_peak_21667_lociStitched	chr16	20899364	20917753	8	16457	36452.5147	2009.9177	199	1
17_MV411-DMSO-8h_2_734_R1_peak_24693_lociStitched	chr17	34219637	34256877	17	23506	38725.876	4316.116	200	1
MV411-DMSO-8h_2_734_R1_peak_29078	chr19	13845760	13851918	1	6159	35451.606	1152.7776	201	1
9_MV411-DMSO-8h_2_734_R1_peak_62790_lociStitched	chrX	40140997	40177644	9	13476	36185.2478	2044.9026	202	1
18_MV411-DMSO-8h_2_734_R1_peak_54503_lociStitched	chr7	41856863	41893015	18	26626	38353.6568	4262.3208	203	1
18_MV411-DMSO-8h_2_734_R1_peak_4914_lociStitched	chr1	203167221	203216173	18	23458	40028.0504	5977.0392	204	1
10_MV411-DMSO-8h_2_734_R1_peak_32259_lociStitched	chr2	46965109	46988116	10	19117	36723.7734	2707.9239	205	1
7_MV411-DMSO-8h_2_734_R1_peak_62777_lociStitched	chrX	40094113	40127708	7	13312	35425.9275	1508.4155	206	1
