GENE,MV411-DMSO,MV411-Mebendazole
ATP6V1C1,1810.0,2690.0
ATP6V1E1,746.0,841.0
ATP6V0B,349.0,444.0
ATP6V1G2,20.0,36.0
ATP6V0A1,66.0,69.0
ATP6AP1,175.0,153.0
ATP7A,55.0,62.0
ATP5PO,559.0,1095.0
ATP7B,4.0,6.0
ATR,27.0,36.0
ATRX,639.0,1186.0
AUH,55.0,75.0
AUP1,1893.0,2009.0
AVPR2,2.0,3.0
AXL,45.0,53.0
AZU1,192.0,240.0
B2M,11817.0,15741.0
BAAT,2.0,2.0
BACH1,547.0,808.0
BAD,61.0,77.0
BAG1,521.0,594.0
BAK1,172.0,196.0
NKX3-2,5.0,9.0
BARD1,857.0,1184.0
BAX,225.0,229.0
BBS1,34.0,47.0
BBS2,57.0,63.0
BBS4,119.0,156.0
BCAT1,9016.0,14142.0
BCAT2,132.0,142.0
BCKDHA,153.0,177.0
BCKDHB,158.0,248.0
CCND1,3.0,3.0
BCL2,1185.0,1374.0
BCL2A1,6.0,8.0
BCL2L1,197.0,185.0
BCL2L2,207.0,219.0
BCL3,7.0,18.0
BCL6,2.0,8.0
BCL7A,303.0,311.0
BCL9,6.0,6.0
OPN1SW,30.0,40.0
BCR,12.0,18.0
BCS1L,19.0,33.0
BDH1,227.0,239.0
BDNF,1.0,1.0
BFSP1,3.0,5.0
BGLAP,10.0,14.0
BICD1,7.0,6.0
BID,1134.0,1523.0
BIK,30.0,49.0
PRDM1,14.0,14.0
BLM,79.0,101.0
BLMH,458.0,465.0
BLVRB,130.0,176.0
BMI1,621.0,1034.0
BMP1,55.0,64.0
BMP6,726.0,825.0
BMP8B,58.0,46.0
BMPR1A,121.0,185.0
BMPR2,107.0,151.0
POLR3D,144.0,186.0
BNIP1,85.0,110.0
BNIP2,1776.0,2876.0
BNIP3,9.0,9.0
BNIP3L,1338.0,1940.0
DST,50.0,61.0
BPGM,130.0,175.0
BPHL,70.0,101.0
BRCA1,3404.0,4364.0
BRAF,5.0,7.0
BRCA2,324.0,618.0
ZFP36L1,9.0,11.0
ZFP36L2,536.0,565.0
BSG,2025.0,1998.0
BST1,10.0,15.0
BST2,613.0,733.0
BTD,40.0,63.0
KLF9,285.0,507.0
KLF5,23.0,30.0
BTF3,4084.0,5624.0
BTG1,334.0,496.0
BTK,718.0,703.0
BUB1,187.0,261.0
BUB1B,304.0,448.0
BYSL,122.0,121.0
TSPO,287.0,347.0
C1QBP,2017.0,2222.0
C3,5.0,4.0
C3AR1,65.0,87.0
CAPN5,2.0,5.0
C5,55.0,81.0
C5AR1,2.0,3.0
OSGIN2,517.0,960.0
VPS51,18.0,23.0
MRPL49,470.0,512.0
ZNHIT2,2.0,2.0
MYRF,8.0,9.0
TMEM258,461.0,736.0
DAGLA,4.0,9.0
FMNL1,55.0,50.0
LDLRAD4,136.0,230.0
PTTG1IP,1870.0,2108.0
CFAP410,40.0,64.0
TMEM50B,1011.0,1448.0
CA7,2.0,3.0
CA11,55.0,61.0
CACNA1A,3.0,2.0
CACNA1D,0.0,4.0
CACNA1E,4.0,5.0
CACNB1,0.0,2.0
CACNB2,36.0,35.0
CACNB3,27.0,31.0
CACNB4,10.0,21.0
SLC25A20,111.0,154.0
CAD,33.0,36.0
CALB1,0.0,0.0
CALM1,4549.0,6698.0
CALM2,5884.0,8545.0
CALM3,2606.0,2704.0
CALR,5810.0,8830.0
CALU,3285.0,4514.0
CAMK2B,4.0,6.0
CAMK2D,188.0,283.0
CAMK2G,231.0,246.0
CAMLG,162.0,264.0
CANX,15802.0,24663.0
CAPG,115.0,141.0
CAPN1,152.0,186.0
CAPN2,817.0,967.0
CAPN3,30.0,34.0
CAPNS1,842.0,1080.0
CAPS,10.0,21.0
CAPZA1,9816.0,14392.0
CAPZA2,1517.0,2661.0
CAST,266.0,477.0
CAPZB,1290.0,1525.0
CARS1,1353.0,1522.0
CASP1,157.0,206.0
CASP2,845.0,1097.0
CASP3,1085.0,1495.0
CASP4,95.0,139.0
CASP6,295.0,377.0
CASP7,153.0,219.0
CASP8,232.0,347.0
CASP9,122.0,126.0
CASP10,161.0,203.0
CASQ1,5.0,3.0
CAT,2049.0,2790.0
CAV1,2.0,2.0
CAV3,0.0,0.0
RUNX2,644.0,1045.0
RUNX1,1180.0,1990.0
CBFA2T3,80.0,113.0
RUNX3,345.0,459.0
CBFB,2383.0,3943.0
CBL,593.0,737.0
CBLB,68.0,100.0
CBLN1,3.0,2.0
SERPINH1,199.0,202.0
CBR1,51.0,65.0
CBS,25.0,28.0
KYAT1,73.0,68.0
KRIT1,190.0,281.0
CCNA2,1810.0,2722.0
CCNB1,569.0,830.0
CCNC,1495.0,2316.0
CCND2,577.0,740.0
CCND3,473.0,622.0
CCNE1,94.0,81.0
CCNF,160.0,157.0
CCNG1,2682.0,4046.0
CCNG2,52.0,79.0
CCNH,85.0,126.0
CCNT1,1308.0,1997.0
CCNT2,436.0,681.0
CCT6A,3653.0,5019.0
CD1D,22.0,23.0
CD4,878.0,841.0
CD9,0.0,3.0
MS4A3,2825.0,4090.0
CD27,4.0,3.0
CD28,7.0,8.0
CD80,2.0,3.0
CD86,52.0,87.0
TNFRSF8,2.0,1.0
CD33,454.0,391.0
SIGLEC6,30.0,44.0
CD36,368.0,568.0
SCARB1,221.0,220.0
SCARB2,204.0,267.0
CD37,173.0,160.0
CD38,10.0,22.0
ENTPD1,952.0,1252.0
ENTPD6,131.0,149.0
ENTPD5,191.0,224.0
CD44,2427.0,3283.0
CD47,1586.0,2796.0
CD53,1572.0,1743.0
CD58,509.0,693.0
CD63,412.0,470.0
CD68,328.0,409.0
CD70,10.0,13.0
CD72,16.0,24.0
CD74,1034.0,1118.0
CD79A,3.0,3.0
CD79B,1.0,2.0
CD81,440.0,459.0
ADGRE5,169.0,181.0
CD151,364.0,435.0
CDA,2.0,5.0
CDK1,1053.0,1872.0
CDK11B,6.0,10.0
LRBA,152.0,233.0
CDC5L,622.0,953.0
SEPTIN7,1764.0,3019.0
CDC6,399.0,506.0
CDC20,39.0,59.0
CDC25A,560.0,631.0
CDC25B,174.0,156.0
CDC25C,55.0,54.0
CDC27,1477.0,2210.0
CDC34,125.0,123.0
CDC42,6219.0,10825.0
CDK2,834.0,924.0
CDK3,17.0,22.0
CDK4,1105.0,1381.0
CDK5,31.0,33.0
CDK6,7031.0,10284.0
CDK7,59.0,69.0
CDK8,217.0,350.0
CDK9,132.0,164.0
CDKN1A,33.0,70.0
CDKN1B,294.0,372.0
CDKN1C,7.0,8.0
CDKN2A,930.0,1097.0
CDKN2B,37.0,54.0
CDKN2C,155.0,242.0
CDKN2D,72.0,98.0
CDKN3,165.0,212.0
CDR2,113.0,145.0
CD52,47.0,48.0
CDX2,4.0,5.0
CEBPA,1341.0,1130.0
CEBPB,57.0,75.0
CEBPD,81.0,140.0
CEBPE,1.0,2.0
CEBPG,2179.0,3125.0
CENPA,493.0,614.0
CENPB,235.0,258.0
CENPC,16.0,26.0
CENPE,53.0,89.0
CENPF,395.0,558.0
CES1,6.0,13.0
CETN2,353.0,464.0
CETN3,92.0,147.0
CFL1,3565.0,5076.0
CFL2,292.0,398.0
CTSC,1696.0,2454.0
CEACAM4,7.0,10.0
RCBTB2,281.0,361.0
RCC1,1696.0,1787.0
CHD1,361.0,642.0
CHD2,403.0,471.0
CHD3,269.0,287.0
CHD4,250.0,281.0
CHEK1,946.0,1372.0
FOXN3,1555.0,2146.0
CHGB,7.0,6.0
CHI3L1,561.0,679.0
CHKA,267.0,288.0
CHKB,34.0,43.0
CHM,322.0,512.0
CHML,4083.0,6119.0
CHN1,5.0,6.0
LYST,2017.0,3069.0
CHRM5,6.0,3.0
CHRNA3,36.0,44.0
CHRNA5,53.0,75.0
CHRNB1,89.0,122.0
CHRNB2,3.0,1.0
CHRNE,26.0,26.0
CHRNG,1.0,1.0
CHUK,590.0,832.0
CKB,2.0,6.0
CIRBP,1990.0,2209.0
CISH,106.0,99.0
TBCB,309.0,366.0
CKM,2.0,3.0
ERCC8,106.0,141.0
CKS1B,294.0,461.0
CKS2,536.0,770.0
AP2M1,397.0,490.0
AP1S1,559.0,723.0
AP2S1,593.0,829.0
AP3S1,955.0,1424.0
CLCN2,5.0,6.0
CLCN3,355.0,605.0
CLCN4,183.0,174.0
CLCN5,183.0,268.0
CLCN6,107.0,122.0
CLCN7,75.0,88.0
CLU,93.0,107.0
CLIC1,1408.0,1455.0
CLIC2,19.0,24.0
CLK1,1025.0,2722.0
CLK2,76.0,89.0
1197,130.0,164.0
CLK3,45.0,65.0
TPP1,1218.0,1446.0
CLN3,41.0,39.0
CLN5,329.0,461.0
CLNS1A,2839.0,3661.0
CLPTM1,97.0,100.0
CLTA,1193.0,1417.0
CLTB,620.0,720.0
CLTC,2334.0,2876.0
CCR1,310.0,448.0
CCR3,0.0,2.0
CCR5,7.0,7.0
CCR6,12.0,18.0
CCR7,1.0,2.0
ACKR2,2.0,3.0
LTB4R,80.0,95.0
ABCC2,23.0,34.0
PLK3,5.0,6.0
CNN2,937.0,1371.0
CNP,1240.0,1404.0
CNR2,11.0,12.0
CNTF,51.0,63.0
COL4A2,3.0,5.0
COL4A4,6.0,6.0
COL6A1,1.0,2.0
COL7A1,3.0,7.0
COL8A2,2.0,3.0
COL9A2,105.0,127.0
COL9A3,27.0,27.0
COL11A2,2.0,3.0
COL15A1,17.0,17.0
COMT,419.0,563.0
COPA,694.0,901.0
COPB1,248.0,383.0
KLF6,277.0,538.0
SLC31A1,1144.0,1416.0
SLC31A2,150.0,187.0
CORT,5.0,11.0
MAP3K8,8.0,10.0
COX4I1,2319.0,2640.0
COX5B,428.0,668.0
COX6A1,1501.0,1829.0
COX6B1,1190.0,1905.0
COX6C,1022.0,2047.0
COX7A2,3512.0,3677.0
COX7B,1235.0,1813.0
COX7C,1069.0,1525.0
COX8A,1479.0,1845.0
COX10,220.0,221.0
COX11,1020.0,1493.0
COX15,774.0,959.0
CP,159.0,268.0
CPB2,3.0,3.0
CPD,1321.0,1761.0
CLDN7,16.0,23.0
CPM,376.0,497.0
CPOX,240.0,336.0
CPS1,12.0,18.0
CPT1A,1525.0,1621.0
CPT1B,19.0,16.0
CPT2,179.0,186.0
CRABP2,2.0,4.0
CRAT,10.0,10.0
CREB1,1192.0,1920.0
ATF2,1441.0,2262.0
CREBBP,43.0,56.0
ATF6B,150.0,124.0
CREBL2,261.0,444.0
CREM,100.0,156.0
CRIP1,55.0,92.0
CRIP2,5.0,3.0
CRK,915.0,1211.0
CRKL,1020.0,1158.0
CRY1,51.0,68.0
CRY2,65.0,69.0
CRYBB1,3.0,5.0
CRYGS,2.0,6.0
CRYZ,164.0,273.0
CS,3294.0,3589.0
MAPK14,835.0,1216.0
CSE1L,722.0,942.0
CSF1R,259.0,325.0
CSF2RA,249.0,316.0
CSF2RB,186.0,268.0
CSF3R,40.0,42.0
CSK,292.0,361.0
CSNK1A1,1450.0,1918.0
CSNK1D,704.0,669.0
CSNK1E,268.0,354.0
CSNK1G2,417.0,462.0
CSNK1G3,367.0,598.0
CSNK2A1,1602.0,2080.0
CSNK2A2,107.0,105.0
CSNK2B,313.0,414.0
CSPG4,85.0,60.0
CSRP1,797.0,921.0
SLC25A10,124.0,143.0
CST3,648.0,726.0
CSTA,623.0,910.0
CSTB,491.0,487.0
CSTF1,152.0,181.0
CSTF2,143.0,175.0
CSTF3,691.0,921.0
CTBS,242.0,468.0
CTBP1,593.0,707.0
CTBP2,460.0,605.0
CTF1,3.0,1.0
CTH,29.0,41.0
CTNNA1,566.0,683.0
CTNS,125.0,130.0
CTNNB1,1446.0,2048.0
CTNND1,149.0,241.0
CTPS1,746.0,738.0
CTRL,8.0,12.0
CTSB,1001.0,1008.0
CTSD,262.0,305.0
CTSG,314.0,414.0
CTSH,92.0,156.0
CTSK,11.0,9.0
CTSV,7.0,11.0
CTSO,91.0,138.0
CTSS,762.0,1089.0
CTSW,16.0,24.0
CTSZ,526.0,422.0
CUX1,189.0,269.0
CX3CR1,61.0,62.0
CXADR,2.0,3.0
CYB5A,129.0,147.0
CYB561,104.0,112.0
CYBA,114.0,314.0
CYBB,62.0,79.0
CYC1,531.0,606.0
CYLD,490.0,818.0
CYP1B1,2.0,3.0
CYP2B7P,2.0,3.0
CYP2D7,4.0,4.0
CYP2E1,2.0,1.0
CYP3A5,9.0,9.0
CYP27B1,35.0,47.0
CYP51A1,1604.0,2093.0
DAB2,2.0,0.0
DAD1,1273.0,1717.0
CD55,110.0,205.0
DAG1,88.0,102.0
DGKA,12.0,20.0
DGKG,170.0,215.0
DGKQ,31.0,42.0
DAP,1496.0,1468.0
DAPK3,11.0,19.0
DARS1,1038.0,1883.0
DAXX,51.0,48.0
DBI,2858.0,3040.0
DBN1,148.0,158.0
DBP,9.0,13.0
DBT,379.0,677.0
ECI1,40.0,70.0
DCK,612.0,1165.0
DCTD,941.0,1078.0
DCTN1,964.0,905.0
DDB1,634.0,656.0
DDB2,82.0,81.0
AKR1C1,8.0,5.0
AKR1C2,9.0,13.0
GADD45A,15.0,26.0
DDIT3,187.0,203.0
DDOST,1111.0,1119.0
DDT,619.0,706.0
DDX1,308.0,437.0
DDX3X,7926.0,10678.0
DDX5,2230.0,3280.0
DDX6,4314.0,5901.0
DMXL1,127.0,230.0
DHX8,120.0,130.0
DHX9,887.0,1061.0
DDX10,213.0,290.0
DDX11,141.0,161.0
DHX15,1120.0,1385.0
DECR1,142.0,207.0
DES,3.0,2.0
CFD,439.0,698.0
DFFA,275.0,336.0
DFFB,127.0,116.0
TIMM8A,326.0,428.0
GSDME,8.0,7.0
DGUOK,286.0,362.0
DHCR7,95.0,78.0
DHCR24,1985.0,1915.0
DHFR,3214.0,4529.0
DHODH,114.0,117.0
DHPS,850.0,902.0
CYB5R3,448.0,426.0
NQO1,500.0,630.0
DIAPH1,1423.0,1346.0
DIAPH2,90.0,117.0
SEPTIN1,3.0,2.0
DIO1,4.0,5.0
DIO2,1.0,1.0
DKC1,3604.0,4241.0
DLAT,1002.0,1567.0
DLD,1335.0,1849.0
DLG1,355.0,545.0
DLG4,115.0,167.0
DLST,970.0,935.0
1744,699.0,789.0
DLX1,278.0,348.0
DLX2,3.0,3.0
DLX4,42.0,49.0
SARDH,4.0,2.0
DNM1,61.0,79.0
DMPK,7.0,8.0
DMWD,9.0,22.0
DNA2,1038.0,1399.0
DNASE1,42.0,43.0
DNASE1L1,94.0,118.0
DNASE2,45.0,44.0
DYNC1H1,66.0,73.0
DYNC1I2,434.0,640.0
DYNC1LI2,1969.0,2716.0
DNM2,280.0,288.0
DNMT1,207.0,229.0
TRDMT1,345.0,523.0
DNMT3A,331.0,427.0
DNMT3B,55.0,58.0
DOCK2,368.0,353.0
DOCK3,9.0,6.0
DOK1,159.0,207.0
DXO,5.0,5.0
DPAGT1,157.0,155.0
DPH1,469.0,440.0
DPH2,355.0,344.0
DPP4,10.0,16.0
DPYD,220.0,371.0
DPYSL2,1858.0,1924.0
DPYSL3,43.0,53.0
DR1,1136.0,2108.0
DRG2,155.0,170.0
ARID3A,124.0,159.0
DRP2,2.0,5.0
ATN1,14.0,33.0
RCAN1,689.0,876.0
TSC22D3,537.0,918.0
SLC26A2,740.0,1059.0
DTNA,409.0,608.0
HBEGF,27.0,95.0
DTYMK,1270.0,1398.0
ECM2,2.0,5.0
DUSP1,12.0,17.0
DUSP2,26.0,32.0
DUSP3,2073.0,2571.0
DUSP4,1.0,2.0
DUSP5,42.0,62.0
DUSP6,75.0,121.0
DUSP7,250.0,263.0
DUSP8,1.0,6.0
DUT,1660.0,2880.0
DVL1,65.0,88.0
DVL2,30.0,44.0
DVL3,217.0,225.0
DYRK1A,772.0,953.0
TOR1A,567.0,737.0
E2F1,292.0,301.0
E2F2,81.0,72.0
E2F3,471.0,643.0
E2F4,357.0,416.0
E2F5,93.0,124.0
E2F6,353.0,459.0
E4F1,55.0,48.0
GPR183,368.0,742.0
ECE1,45.0,46.0
TYMP,3.0,6.0
ECH1,429.0,504.0
ECHS1,601.0,707.0
ECM1,3.0,5.0
ECT2,433.0,742.0
LPAR1,15.0,23.0
S1PR3,334.0,451.0
PHC1,1831.0,2535.0
PHC2,194.0,201.0
EEF1A1,10916.0,22572.0
EEF1A2,14.0,18.0
EEF1B2,1490.0,2242.0
EEF1D,118.0,166.0
EEF1G,1330.0,1836.0
EEF2,6204.0,7320.0
EIF2D,53.0,70.0
EFNA3,19.0,21.0
EFNA4,19.0,20.0
EFNB1,23.0,33.0
CELSR3,20.0,24.0
CELSR2,3.0,10.0
MEGF8,79.0,89.0
MEGF9,90.0,83.0
EGR1,34.0,75.0
EGR2,3.0,4.0
EGR3,15.0,75.0
EHHADH,13.0,17.0
EIF1AX,3711.0,7010.0
EIF2S1,3471.0,4534.0
EIF2B1,876.0,917.0
EIF2S3,6956.0,9574.0
EIF4A1,4035.0,4938.0
EIF4A2,1574.0,2275.0
EIF4B,11652.0,16934.0
EIF4E,1320.0,2392.0
EIF4EBP1,1532.0,2092.0
EIF4EBP2,3858.0,4504.0
EIF4G1,252.0,247.0
EIF4G2,6326.0,8087.0
EIF5,3984.0,6124.0
EIF5A,2869.0,4384.0
CELA1,3.0,5.0
ELANE,261.0,301.0
SERPINB1,2246.0,2859.0
ELAVL1,1467.0,1656.0
ELAVL3,0.0,1.0
ELF1,2712.0,4311.0
ELF2,339.0,470.0
ELF4,248.0,280.0
ELK1,246.0,263.0
ELK3,101.0,152.0
ELK4,1000.0,1411.0
EMD,73.0,98.0
MARK2,82.0,98.0
EMP1,536.0,720.0
EMP2,4.0,9.0
EMP3,72.0,179.0
ADGRE1,3.0,4.0
CTTN,3.0,6.0
ENDOG,77.0,102.0
ENG,94.0,81.0
ENO1,5317.0,6603.0
ENO2,28.0,44.0
ENSA,2820.0,3418.0
SLC29A1,393.0,430.0
EP300,110.0,159.0
EPAS1,4.0,3.0
EPB41,1289.0,1484.0
EPB41L2,535.0,696.0
STOM,3316.0,4033.0
EPHB4,23.0,33.0
EPHX1,23.0,24.0
STX2,206.0,291.0
CLN8,167.0,200.0
EPOR,121.0,154.0
EPRS1,502.0,621.0
EPS8,36.0,65.0
EPS15,604.0,962.0
NR2F6,175.0,161.0
ERBB2,2.0,3.0
ERCC1,1298.0,1366.0
ERCC2,28.0,38.0
ERCC3,67.0,92.0
ERCC4,107.0,168.0
ERCC5,56.0,86.0
ERCC6,47.0,71.0
ERF,182.0,292.0
ERH,3736.0,5907.0
ERN1,10.0,16.0
ERV3-1,163.0,220.0
FBL,331.0,586.0
ESD,559.0,841.0
ESR2,3.0,2.0
ESRRA,198.0,234.0
ETF1,5368.0,7250.0
ETFA,728.0,969.0
ETFB,41.0,73.0
ETFDH,47.0,55.0
ETS1,145.0,181.0
ETS2,638.0,988.0
ETV1,7.0,7.0
ETV2,2.0,2.0
ETV3,13.0,14.0
ETV4,7.0,17.0
ETV5,186.0,229.0
ETV6,1230.0,1622.0
EVI2A,403.0,730.0
EVI2B,285.0,466.0
EWSR1,889.0,1117.0
EXT2,166.0,187.0
EXTL2,391.0,562.0
EXTL3,115.0,102.0
EYA3,751.0,999.0
EZH1,158.0,228.0
EZH2,204.0,263.0
F2R,34.0,48.0
F3,116.0,359.0
F8,54.0,73.0
F12,2.0,2.0
F13A1,36.0,43.0
FAAH,6.0,10.0
FABP3,11.0,13.0
FABP5,167.0,391.0
FANCA,155.0,190.0
FANCC,218.0,275.0
FANCD2,195.0,250.0
FANCE,71.0,69.0
ACSL1,852.0,1069.0
ACSL3,553.0,834.0
ACSL4,1957.0,3485.0
FAH,103.0,133.0
PTK2B,298.0,385.0
BPTF,158.0,216.0
FANCB,9.0,11.0
FANCF,24.0,35.0
FANCG,69.0,67.0
FARSA,251.0,293.0
FASN,59.0,89.0
FAU,952.0,2401.0
FBN1,10.0,15.0
FBP1,4.0,5.0
MS4A2,27.0,41.0
FCER1G,308.0,394.0
FCER2,24.0,48.0
FCGR1A,228.0,345.0
2210,82.0,104.0
FCGR2A,309.0,497.0
FCGR2B,5.0,7.0
FCGRT,16.0,19.0
FKTN,806.0,1142.0
FDFT1,1334.0,1778.0
FDPS,152.0,305.0
FDX1,364.0,460.0
FDXR,94.0,93.0
FECH,405.0,489.0
FEN1,1513.0,1730.0
FER,209.0,372.0
FES,8.0,15.0
FGD1,17.0,34.0
FGF2,82.0,97.0
FGF11,8.0,8.0
FGFR1,28.0,33.0
FGFR3,2.0,2.0
FGR,6.0,13.0
FH,121.0,263.0
FHL1,306.0,388.0
FHL2,2.0,4.0
FHL3,33.0,58.0
FKBP1A,4265.0,5999.0
2282,37.0,34.0
FKBP2,106.0,191.0
FKBP3,1088.0,1338.0
FKBP4,1141.0,1254.0
FKBP5,2973.0,3635.0
FOXD4,4.0,4.0
FOXM1,265.0,241.0
FOXD2,10.0,12.0
FOXO3,245.0,256.0
FOXO3B,99.0,130.0
FLI1,730.0,1064.0
FLII,79.0,84.0
MLANA,7.0,5.0
FLNA,169.0,213.0
FLNB,159.0,159.0
FLOT2,277.0,274.0
FLT1,3.0,6.0
FLT3,14637.0,15921.0
FLT3LG,5.0,8.0
FMO4,2.0,2.0
