GENE,MV411-DMSO,MV411-Mebendazole
ARSB,521.8,543.4
STS,198.0,231.4
ARSD,219.2,249.6
ARSL,0.0,1.0
ARVCF,2.8,4.0
ASAH1,1029.2,1192.4
ASGR2,18.6,19.2
ASL,11.2,10.2
GET3,133.0,181.8
ASNS,150.2,166.0
ASPH,998.4,1238.0
ASS1,585.8,542.8
ZFHX3,19.8,24.6
ATF1,524.6,755.6
ATF3,93.0,121.0
ATF4,568.8,858.8
ATIC,254.8,326.2
ATM,664.8,868.6
RERE,67.2,72.0
ATOX1,246.6,292.4
ATP1A1,433.2,477.6
ATP1A3,31.0,43.8
ATP1B1,68.6,77.8
ATP1B3,2331.8,2479.2
ATP2A1,4.2,7.6
ATP2A2,1051.6,1167.2
ATP2A3,136.6,169.6
ATP2B1,1311.0,1924.0
ATP2B2,2.8,6.0
ATP2B3,10.4,10.0
ATP2B4,773.2,879.8
ATP5F1A,1277.2,1459.4
ATP5F1B,1368.6,1709.8
ATP5F1C,488.6,628.6
ATP5F1D,376.0,517.4
ATP5F1E,1206.6,1426.4
ATP5PB,2454.2,2793.6
ATP5MC1,245.4,356.4
ATP5MC2,1662.8,2033.0
ATP5MC3,3022.4,3558.6
ATP5ME,1265.0,1624.8
ATP5PF,662.8,863.4
ATP6V1A,1343.0,1661.0
ATP6V1B2,3506.0,4108.0
ATP6V0C,400.8,435.6
ATP6V1C1,2182.6,2614.0
ATP6V1E1,764.8,844.0
ATP6V0B,384.6,444.8
ATP6V1G2,24.4,35.8
ATP6V0A1,66.8,63.6
ATP6AP1,169.8,163.2
ATP7A,52.8,66.2
ATP5PO,704.2,1042.8
ATP7B,4.2,6.0
ATR,29.4,35.2
ATRX,754.8,1091.6
AUH,58.0,71.2
AUP1,2026.2,2072.8
AVPR2,2.8,3.6
AXL,54.2,57.2
AZU1,187.4,237.8
B2M,13713.0,15192.4
BAAT,1.6,3.0
BACH1,635.6,783.0
BAD,68.8,77.2
BAG1,555.8,606.4
BAK1,186.0,207.4
NKX3-2,5.0,9.0
BARD1,1026.6,1126.2
BAX,255.6,232.8
BBS1,32.6,46.4
BBS2,53.2,63.8
BBS4,136.6,147.4
BCAT1,11131.4,13800.6
BCAT2,128.0,142.4
BCKDHA,140.0,179.4
BCKDHB,164.6,245.6
CCND1,3.0,2.8
BCL2,1329.0,1431.0
BCL2A1,5.6,6.8
BCL2L1,204.4,199.8
BCL2L2,227.0,237.0
BCL3,6.2,17.2
BCL6,3.0,7.8
BCL7A,312.4,318.6
BCL9,7.4,5.8
OPN1SW,33.8,41.2
BCR,12.0,17.6
BCS1L,25.2,33.2
BDH1,239.0,254.6
BDNF,1.8,1.6
BFSP1,2.8,5.0
BGLAP,7.6,13.8
BICD1,7.6,7.8
BID,1269.0,1476.2
BIK,35.4,49.8
PRDM1,13.2,12.8
BLM,79.4,99.2
BLMH,498.2,478.8
BLVRB,136.4,167.8
BMI1,821.8,1025.2
BMP1,56.0,68.8
BMP6,746.4,799.0
BMP8B,52.4,53.0
BMPR1A,125.2,176.8
BMPR2,125.6,157.4
POLR3D,164.8,187.2
BNIP1,90.4,106.8
BNIP2,2250.8,2804.6
BNIP3,9.0,9.4
BNIP3L,1512.6,1876.8
DST,46.8,63.2
BPGM,148.4,169.6
BPHL,90.2,91.6
BRCA1,3885.6,4187.8
BRAF,4.6,7.6
BRCA2,425.4,578.6
ZFP36L1,8.8,14.4
ZFP36L2,569.6,588.2
BSG,2121.0,2079.6
BST1,13.8,17.4
BST2,714.2,776.4
BTD,43.8,58.0
KLF9,339.8,498.8
KLF5,25.8,29.6
BTF3,4659.4,5578.2
BTG1,351.0,499.4
BTK,759.2,758.6
BUB1,210.8,257.2
BUB1B,382.0,430.8
BYSL,141.0,118.8
TSPO,303.2,361.6
C1QBP,2137.4,2226.2
C3,4.4,5.4
C3AR1,80.0,89.6
CAPN5,1.8,5.4
C5,63.0,79.8
C5AR1,2.0,3.0
OSGIN2,629.2,885.4
VPS51,18.0,23.8
MRPL49,519.8,544.4
ZNHIT2,3.2,2.6
MYRF,11.2,8.4
TMEM258,464.0,710.8
DAGLA,6.0,9.0
FMNL1,48.4,54.4
LDLRAD4,157.6,228.8
PTTG1IP,1980.4,2138.0
CFAP410,54.4,60.4
TMEM50B,1170.4,1384.6
CA7,2.6,2.8
CA11,60.0,68.0
CACNA1A,2.6,3.0
CACNA1D,1.0,4.2
CACNA1E,4.4,4.6
CACNB1,0.6,2.2
CACNB2,34.0,35.2
CACNB3,32.8,32.6
CACNB4,10.8,21.0
SLC25A20,127.2,142.2
CAD,35.0,35.6
CALB1,0.0,1.4
CALM1,5237.4,6674.6
CALM2,6988.8,8439.6
CALM3,2618.6,2906.2
CALR,7116.2,8758.8
CALU,3757.0,4444.6
CAMK2B,5.2,5.6
CAMK2D,212.0,276.8
CAMK2G,226.8,244.2
CAMLG,194.0,243.6
CANX,18959.0,24045.6
CAPG,115.8,144.4
CAPN1,157.8,196.0
CAPN2,875.8,955.2
CAPN3,37.2,34.6
CAPNS1,887.4,1057.8
CAPS,13.4,17.4
CAPZA1,11551.6,14291.4
CAPZA2,1879.6,2505.2
CAST,339.0,453.0
CAPZB,1356.8,1580.2
CARS1,1454.2,1515.8
CASP1,158.8,202.0
CASP2,936.2,1081.0
CASP3,1315.4,1458.6
CASP4,104.4,143.4
CASP6,335.0,378.6
CASP7,192.8,212.6
CASP8,279.6,333.8
CASP9,139.4,129.6
CASP10,183.4,196.2
CASQ1,4.6,2.2
CAT,2281.6,2699.4
CAV1,2.2,1.8
CAV3,0.2,1.2
RUNX2,726.0,1023.4
RUNX1,1345.8,1895.8
CBFA2T3,77.6,118.2
RUNX3,363.8,489.8
CBFB,2989.8,3734.0
CBL,632.0,729.0
CBLB,82.8,102.6
CBLN1,2.6,1.8
SERPINH1,217.0,216.8
CBR1,72.4,58.4
CBS,21.0,29.8
KYAT1,71.6,69.0
KRIT1,215.4,270.8
CCNA2,2198.2,2621.0
CCNB1,644.4,816.6
CCNC,1856.4,2266.0
CCND2,600.4,735.4
CCND3,482.6,625.0
CCNE1,96.0,72.2
CCNF,167.2,161.8
CCNG1,3196.0,3928.4
CCNG2,57.4,80.6
CCNH,103.4,131.4
CCNT1,1499.8,1922.2
CCNT2,550.0,661.6
CCT6A,4100.2,4876.8
CD1D,23.8,24.8
CD4,891.4,881.6
CD9,1.2,2.6
MS4A3,3311.0,3877.4
CD27,4.0,4.2
CD28,7.2,9.2
CD80,1.8,2.8
CD86,56.8,87.0
TNFRSF8,2.2,1.0
CD33,464.4,407.8
SIGLEC6,39.6,41.6
CD36,429.4,551.4
SCARB1,229.2,216.0
SCARB2,203.6,266.8
CD37,148.2,161.2
CD38,13.8,21.6
ENTPD1,1076.6,1205.6
ENTPD6,136.6,140.8
ENTPD5,203.2,224.8
CD44,2672.6,3211.2
CD47,1824.6,2717.6
CD53,1646.8,1644.8
CD58,581.4,689.4
CD63,454.6,492.2
CD68,361.8,405.8
CD70,12.2,12.4
CD72,20.2,24.6
CD74,1055.6,1168.6
CD79A,2.8,3.6
CD79B,2.8,2.2
CD81,438.8,458.0
ADGRE5,167.0,190.6
CD151,404.6,452.6
CDA,2.8,5.2
CDK1,1314.8,1778.0
CDK11B,7.6,10.0
LRBA,170.4,218.0
CDC5L,755.0,899.0
SEPTIN7,2212.4,2859.6
CDC6,464.0,510.4
CDC20,46.6,54.0
CDC25A,617.8,677.8
CDC25B,172.6,171.0
CDC25C,58.4,54.2
CDC27,1715.4,2201.0
CDC34,134.6,132.8
CDC42,7605.6,10479.2
CDK2,915.0,960.6
CDK3,17.2,22.8
CDK4,1164.8,1412.0
CDK5,27.8,35.6
CDK6,8520.2,10216.8
CDK7,70.4,71.2
CDK8,270.2,339.2
CDK9,147.2,164.0
CDKN1A,37.4,75.4
CDKN1B,357.8,366.8
CDKN1C,7.4,7.2
CDKN2A,1037.4,1156.6
CDKN2B,47.2,53.6
CDKN2C,184.0,246.2
CDKN2D,78.6,105.2
CDKN3,187.6,193.8
CDR2,122.8,143.2
CD52,49.0,49.6
CDX2,4.2,5.0
CEBPA,1349.0,1294.8
CEBPB,64.4,77.6
CEBPD,95.4,128.6
CEBPE,1.6,2.0
CEBPG,2416.4,2998.2
CENPA,536.4,569.4
CENPB,243.2,265.8
CENPC,15.0,23.6
CENPE,65.0,84.6
CENPF,468.8,537.0
CES1,6.6,12.6
CETN2,400.8,444.8
CETN3,116.4,129.8
CFL1,3850.4,5190.2
CFL2,356.4,378.2
CTSC,1893.0,2362.0
CEACAM4,9.6,11.6
RCBTB2,315.8,338.2
RCC1,1799.0,1899.8
CHD1,435.4,601.2
CHD2,426.8,474.2
CHD3,286.6,292.4
CHD4,250.6,305.0
CHEK1,1098.2,1339.2
FOXN3,1772.2,2089.8
CHGB,8.0,5.8
CHI3L1,606.8,707.0
CHKA,262.0,288.0
CHKB,37.4,44.6
CHM,376.2,488.8
CHML,4875.4,6019.2
CHN1,5.4,7.8
LYST,2285.2,2995.4
CHRM5,5.6,4.4
CHRNA3,35.8,45.0
CHRNA5,56.2,77.6
CHRNB1,105.2,115.0
CHRNB2,2.6,0.8
CHRNE,21.0,31.4
CHRNG,2.4,1.6
CHUK,673.8,782.2
CKB,4.2,7.4
CIRBP,2146.8,2309.8
CISH,107.6,102.4
TBCB,343.4,387.4
CKM,3.0,3.2
ERCC8,119.0,135.2
CKS1B,340.8,446.8
CKS2,663.6,732.0
AP2M1,435.0,519.2
AP1S1,645.0,755.6
AP2S1,613.0,788.0
AP3S1,1127.2,1368.6
CLCN2,5.6,6.0
CLCN3,413.2,606.8
CLCN4,194.8,178.4
CLCN5,206.6,266.4
CLCN6,110.4,127.6
CLCN7,87.2,98.8
CLU,103.4,109.2
CLIC1,1547.4,1573.0
CLIC2,19.2,26.8
CLK1,1264.2,2614.6
CLK2,92.8,98.0
1197,156.8,167.8
CLK3,53.6,68.0
TPP1,1244.2,1398.2
CLN3,35.6,38.0
CLN5,391.2,456.2
CLNS1A,3124.4,3414.8
CLPTM1,91.8,100.6
CLTA,1269.8,1424.6
CLTB,674.0,736.4
CLTC,2568.2,2807.4
CCR1,349.0,452.0
CCR3,1.2,1.2
CCR5,7.2,7.4
CCR6,14.2,18.8
CCR7,1.2,2.0
ACKR2,1.8,2.6
LTB4R,79.2,95.6
ABCC2,29.2,38.2
PLK3,4.4,5.6
CNN2,993.2,1498.0
CNP,1376.8,1420.2
CNR2,12.2,11.2
CNTF,62.8,62.4
COL4A2,4.2,5.4
COL4A4,6.6,6.2
COL6A1,1.2,2.4
COL7A1,3.6,7.2
COL8A2,5.6,3.0
COL9A2,103.6,124.0
COL9A3,27.4,30.0
COL11A2,2.8,2.8
COL15A1,17.2,17.0
COMT,467.4,552.6
COPA,761.4,902.4
COPB1,269.2,337.6
KLF6,305.8,532.0
SLC31A1,1284.4,1435.4
SLC31A2,166.0,180.8
CORT,5.8,12.4
MAP3K8,7.8,11.2
COX4I1,2422.4,2576.6
COX5B,505.6,687.8
COX6A1,1580.6,1795.2
COX6B1,1370.4,1837.8
COX6C,1252.0,1923.2
COX7A2,3571.8,3557.4
COX7B,1369.0,1729.2
COX7C,1179.6,1427.8
COX8A,1531.6,1848.8
COX10,227.8,240.8
COX11,1198.6,1465.6
COX15,826.6,905.2
CP,200.6,255.2
CPB2,2.8,2.8
CPD,1517.0,1705.0
CLDN7,17.0,22.0
CPM,387.8,492.6
CPOX,289.2,339.0
CPS1,14.0,17.2
CPT1A,1560.6,1659.8
CPT1B,14.4,17.2
CPT2,192.2,193.8
CRABP2,2.4,4.2
CRAT,11.2,10.4
CREB1,1391.2,1890.2
ATF2,1690.6,2225.4
CREBBP,45.4,56.8
ATF6B,157.8,146.8
CREBL2,316.0,429.4
CREM,116.8,156.6
CRIP1,53.4,97.8
CRIP2,5.6,2.8
CRK,1026.6,1165.4
CRKL,1158.2,1098.6
CRY1,51.4,62.2
CRY2,80.2,70.0
CRYBB1,5.4,5.2
CRYGS,2.4,6.0
CRYZ,204.0,255.2
CS,3373.4,3696.0
MAPK14,917.8,1173.6
CSE1L,769.2,876.0
CSF1R,279.6,347.4
CSF2RA,273.2,304.6
CSF2RB,192.6,263.8
CSF3R,31.2,42.6
CSK,319.0,382.6
CSNK1A1,1664.2,1934.4
CSNK1D,763.8,735.0
CSNK1E,301.4,371.2
CSNK1G2,462.8,510.6
CSNK1G3,406.6,579.4
CSNK2A1,1751.4,2012.0
CSNK2A2,105.0,111.8
CSNK2B,331.4,418.2
CSPG4,76.2,67.6
CSRP1,855.8,960.0
SLC25A10,118.2,136.4
CST3,631.8,746.2
CSTA,675.4,917.2
CSTB,493.4,484.2
CSTF1,183.8,165.4
CSTF2,160.0,180.6
CSTF3,841.6,883.8
CTBS,287.2,456.6
CTBP1,575.6,693.0
CTBP2,518.2,599.2
CTF1,3.2,1.4
CTH,31.2,42.4
CTNNA1,620.6,667.4
CTNS,136.4,140.4
CTNNB1,1694.0,2038.8
CTNND1,159.6,234.2
CTPS1,764.2,731.0
CTRL,7.0,12.2
CTSB,1021.2,1058.0
CTSD,251.0,295.2
CTSG,333.2,425.6
CTSH,106.4,148.6
CTSK,10.8,9.2
CTSV,10.4,11.0
CTSO,114.2,134.6
CTSS,912.6,1038.2
CTSW,13.8,21.4
CTSZ,555.8,483.0
CUX1,219.0,265.4
CX3CR1,68.2,64.2
CXADR,2.8,3.8
CYB5A,137.2,131.8
CYB561,112.2,121.6
CYBA,163.8,294.6
CYBB,56.6,70.0
CYC1,544.0,630.4
CYLD,561.6,789.8
CYP1B1,2.2,2.4
CYP2B7P,3.0,2.8
CYP2D7,5.0,5.0
CYP2E1,2.4,2.6
CYP3A5,7.6,10.6
CYP27B1,45.2,51.4
CYP51A1,1811.8,1973.2
DAB2,3.0,0.8
DAD1,1399.0,1666.2
CD55,118.2,196.8
DAG1,94.6,109.0
DGKA,13.2,19.8
DGKG,203.4,227.4
DGKQ,38.6,42.0
DAP,1594.4,1571.4
DAPK3,15.8,18.2
DARS1,1317.4,1816.8
DAXX,52.8,48.6
DBI,3083.8,2985.8
DBN1,142.4,171.4
DBP,10.4,12.8
DBT,457.4,666.4
ECI1,49.8,65.8
DCK,732.0,1113.2
DCTD,1005.8,1024.8
DCTN1,1007.0,949.4
DDB1,638.6,687.2
DDB2,96.8,86.4
AKR1C1,8.8,5.0
AKR1C2,9.2,13.8
GADD45A,18.2,25.8
DDIT3,192.8,218.6
DDOST,1180.6,1243.0
DDT,651.2,714.4
DDX1,347.0,410.0
DDX3X,9145.8,10683.2
DDX5,2557.8,3148.2
DDX6,4953.6,5810.8
DMXL1,137.0,204.6
DHX8,128.8,138.0
DHX9,982.4,1052.8
DDX10,240.2,271.4
DDX11,155.4,161.6
DHX15,1299.6,1376.2
DECR1,172.6,197.8
DES,5.0,2.6
CFD,540.2,690.2
DFFA,306.0,329.6
DFFB,126.2,122.4
TIMM8A,406.4,408.8
GSDME,9.2,7.8
DGUOK,316.0,366.6
DHCR7,104.2,92.6
DHCR24,2140.0,2075.8
DHFR,3724.4,4447.6
DHODH,118.6,111.8
DHPS,928.6,948.2
CYB5R3,429.0,467.2
NQO1,567.6,597.4
DIAPH1,1518.6,1397.4
DIAPH2,106.6,122.0
SEPTIN1,3.8,1.6
DIO1,4.6,5.2
DIO2,1.8,0.8
DKC1,3947.6,4181.0
DLAT,1287.0,1537.2
DLD,1588.0,1832.0
DLG1,451.0,549.6
DLG4,130.6,159.6
DLST,978.2,955.4
1744,752.6,782.6
DLX1,313.0,372.2
DLX2,3.0,3.6
DLX4,38.8,48.0
SARDH,5.6,2.8
DNM1,61.6,83.0
DMPK,5.8,8.4
DMWD,14.4,21.8
DNA2,1202.0,1387.0
DNASE1,37.8,47.0
DNASE1L1,116.4,117.8
DNASE2,57.4,50.6
DYNC1H1,71.4,73.4
DYNC1I2,506.4,633.8
DYNC1LI2,2282.6,2682.0
DNM2,277.6,306.2
DNMT1,196.2,227.6
TRDMT1,433.6,509.2
DNMT3A,366.0,414.0
DNMT3B,62.2,58.4
DOCK2,373.0,375.0
DOCK3,7.6,5.4
DOK1,195.8,208.6
DXO,5.8,6.2
DPAGT1,159.2,158.0
DPH1,506.8,481.2
DPH2,374.8,351.4
DPP4,10.2,15.0
DPYD,278.8,339.4
DPYSL2,1868.2,2017.6
DPYSL3,51.4,53.2
DR1,1402.6,1973.8
DRG2,163.4,178.0
ARID3A,129.6,164.0
DRP2,1.6,4.0
ATN1,16.0,30.2
RCAN1,759.8,851.2
TSC22D3,618.2,884.2
SLC26A2,891.0,1013.0
DTNA,441.8,598.4
HBEGF,38.0,92.2
DTYMK,1353.8,1439.4
ECM2,2.8,4.6
DUSP1,16.8,18.4
DUSP2,28.4,31.6
DUSP3,2240.0,2609.2
DUSP4,1.0,3.0
DUSP5,48.8,63.0
DUSP6,83.8,117.8
DUSP7,274.0,266.6
DUSP8,1.2,7.2
DUT,2107.8,2844.8
DVL1,75.2,82.4
DVL2,39.4,47.4
DVL3,216.2,228.8
DYRK1A,812.0,951.8
TOR1A,649.6,697.4
E2F1,285.4,314.4
E2F2,86.2,88.4
E2F3,506.2,624.0
E2F4,391.0,421.4
E2F5,96.2,138.6
E2F6,401.8,449.2
E4F1,49.4,49.0
GPR183,451.0,711.0
ECE1,40.2,43.4
TYMP,3.2,6.4
ECH1,431.4,484.2
ECHS1,668.0,702.0
ECM1,3.4,6.0
ECT2,523.4,706.6
LPAR1,16.2,21.8
S1PR3,360.0,466.6
PHC1,2122.2,2451.6
PHC2,200.8,212.4
EEF1A1,13707.0,21160.4
EEF1A2,11.8,17.6
EEF1B2,1710.4,2185.2
EEF1D,129.0,174.6
EEF1G,1421.4,1809.2
EEF2,6308.0,7671.8
EIF2D,57.2,69.8
EFNA3,23.2,22.8
EFNA4,16.6,19.0
EFNB1,25.6,33.8
CELSR3,23.4,26.4
CELSR2,6.0,9.2
MEGF8,87.8,97.8
MEGF9,80.6,82.6
EGR1,30.4,77.8
EGR2,4.4,4.4
EGR3,16.0,74.6
EHHADH,13.8,17.0
EIF1AX,4577.6,6559.4
EIF2S1,3840.8,4378.0
EIF2B1,932.2,912.4
EIF2S3,7748.8,9491.8
EIF4A1,4398.8,4819.6
EIF4A2,1858.0,2176.0
EIF4B,13135.0,16563.4
EIF4E,1642.4,2297.6
EIF4EBP1,1630.8,2132.4
EIF4EBP2,4107.2,4513.2
EIF4G1,246.0,247.4
EIF4G2,6957.6,8115.2
EIF5,4519.4,5927.2
EIF5A,3297.2,4322.6
CELA1,4.2,4.4
ELANE,257.0,308.0
SERPINB1,2514.2,2644.2
ELAVL1,1537.2,1707.2
ELAVL3,0.6,2.4
ELF1,3333.0,4057.8
ELF2,393.4,442.0
ELF4,268.0,281.8
ELK1,255.6,264.2
ELK3,120.2,161.6
ELK4,1182.2,1361.4
EMD,82.4,98.6
MARK2,83.0,95.6
EMP1,647.0,756.0
EMP2,4.4,8.0
EMP3,99.0,186.2
ADGRE1,2.8,4.0
CTTN,6.6,7.2
ENDOG,90.8,102.2
ENG,92.8,83.6
ENO1,5626.4,6583.4
ENO2,32.6,40.4
ENSA,3106.8,3548.4
SLC29A1,396.8,453.4
EP300,120.0,151.2
EPAS1,6.4,3.6
EPB41,1407.8,1503.6
EPB41L2,607.8,699.8
STOM,3702.2,3896.2
EPHB4,21.4,31.8
EPHX1,26.0,25.4
STX2,251.0,283.4
CLN8,183.6,206.6
EPOR,128.6,143.0
EPRS1,547.6,606.8
EPS8,49.2,57.4
EPS15,735.8,962.2
NR2F6,180.2,178.4
ERBB2,2.0,4.0
ERCC1,1418.4,1473.4
ERCC2,30.4,35.8
ERCC3,79.4,90.8
ERCC4,136.0,160.6
ERCC5,68.0,82.6
ERCC6,49.0,69.8
ERF,200.0,273.6
ERH,4335.0,5917.2
ERN1,11.4,14.2
ERV3-1,193.4,219.4
FBL,410.4,608.2
ESD,657.4,818.4
ESR2,2.0,2.8
ESRRA,201.4,251.6
ETF1,6033.8,6833.6
ETFA,886.6,976.2
ETFB,46.6,71.0
ETFDH,42.8,55.6
ETS1,147.4,172.4
ETS2,660.8,1022.0
ETV1,6.0,7.6
ETV2,1.4,2.4
ETV3,13.8,15.0
ETV4,8.2,15.6
ETV5,187.8,227.4
ETV6,1367.6,1685.2
EVI2A,481.2,701.0
EVI2B,326.6,459.6
EWSR1,996.6,1113.8
EXT2,182.6,181.6
EXTL2,455.6,542.2
EXTL3,111.6,100.4
EYA3,837.8,951.8
EZH1,184.4,223.8
EZH2,240.0,265.4
F2R,38.8,48.8
F3,146.6,361.4
F8,52.6,74.0
F12,2.0,2.6
F13A1,42.2,46.2
FAAH,6.0,9.8
FABP3,12.4,14.8
FABP5,188.4,369.6
FANCA,176.8,205.2
FANCC,252.8,269.6
FANCD2,204.0,253.4
FANCE,71.8,67.4
ACSL1,964.0,1011.6
ACSL3,635.4,786.4
ACSL4,2439.4,3301.0
FAH,112.8,140.2
PTK2B,313.6,396.4
BPTF,176.4,208.6
FANCB,9.8,13.0
FANCF,29.6,33.8
FANCG,78.4,69.6
FARSA,256.6,299.0
FASN,56.6,87.8
FAU,1337.8,2374.4
FBN1,10.4,14.8
FBP1,4.0,3.6
MS4A2,27.2,38.2
FCER1G,330.6,381.6
FCER2,29.0,46.0
FCGR1A,287.2,349.2
2210,91.0,106.4
FCGR2A,346.8,469.4
FCGR2B,4.2,7.0
FCGRT,17.2,19.6
FKTN,983.2,1101.8
FDFT1,1460.6,1686.6
FDPS,174.6,285.4
FDX1,391.8,452.0
FDXR,94.6,90.4
FECH,449.2,486.2
FEN1,1640.6,1698.4
FER,265.8,352.0
FES,8.6,16.0
FGD1,20.6,30.2
FGF2,93.4,100.0
FGF11,8.4,9.4
FGFR1,31.4,34.4
FGFR3,4.0,2.0
FGR,7.0,11.6
FH,174.8,259.0
FHL1,321.4,389.8
FHL2,1.8,5.4
FHL3,44.2,57.4
FKBP1A,4828.4,5779.6
2282,51.8,34.8
FKBP2,138.4,191.0
FKBP3,1236.2,1304.0
FKBP4,1187.2,1333.6
FKBP5,3236.4,3590.6
FOXD4,4.6,3.8
FOXM1,264.6,259.4
FOXD2,12.0,13.8
FOXO3,254.0,271.2
FOXO3B,103.2,124.6
FLI1,812.4,1043.4
FLII,81.2,88.4
MLANA,8.8,5.4
FLNA,175.8,220.0
FLNB,164.2,168.6
FLOT2,271.8,298.2
FLT1,4.4,5.0
FLT3,15972.8,15170.8
FLT3LG,6.6,7.2
