Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr6_GL000255v2_alt	168583	169651	5987	1068	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	212403	213471	5987	1068	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr3	186789892	186789968	5984	76	-	0.00315872598052	27.6621656414	22	3799	12	309	5	3	-1.0	-1.0
chr12	118031278	118032237	5985	959	+	0.00262595419847	69.021131746	310	16375	43	771	15	0	-1.0	-1.0
chr17	40999192	40999556	83897	364	-	0	0	127	0	0	0	0	0	-1.0	-1.0
chr17_JH159146v1_alt	148587	148951	83897	364	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr15	70570957	70573431	101929151	2474	-	0	0	760	0	0	0	0	0	-1.0	-1.0
chr15	70585874	70586606	101929151	732	-	0	0	139	0	0	0	0	0	-1.0	-1.0
chr17	41026025	41026630	83895	605	-	0	0	204	0	0	0	0	0	-1.0	-1.0
chr17_JH159146v1_alt	175420	176025	83895	605	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr3	49549305	49551442	100132677	2137	-	0.2	0.268564714965	458	45	9	3	3	0	-1.0	-1.0
chr3	49553547	49553687	100132677	140	-	0	0	43	0	0	0	0	0	-1.0	-1.0
chr3	49554040	49554366	100132677	326	-	0	0	50	0	0	0	0	0	-1.0	-1.0
chr15	45164901	45165578	53905	677	+	0	0	168	0	0	0	0	0	-1.0	-1.0
chr6	30812865	30814772	401247	1907	-	0	0	425	0	0	0	0	0	-1.0	-1.0
chr6	30830514	30830659	401247	145	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr6_GL000251v2_alt	2292590	2294497	401247	1907	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000251v2_alt	2310245	2310390	401247	145	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000252v2_alt	2069152	2069718	401247	566	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000252v2_alt	2069738	2071078	401247	1340	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000252v2_alt	2086777	2086923	401247	146	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000253v2_alt	2123107	2125014	401247	1907	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000253v2_alt	2140759	2140904	401247	145	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000255v2_alt	2067966	2069877	401247	1911	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000255v2_alt	2085620	2085765	401247	145	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	2114577	2115524	401247	947	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	2131221	2131367	401247	146	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6	28859624	28862015	401242	2391	-	0	0	727	0	0	0	0	0	-1.0	-1.0
chr6	28863283	28863677	401242	394	-	0	0	107	0	0	0	0	0	-1.0	-1.0
chr6_GL000250v2_alt	125208	127599	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000250v2_alt	128867	129261	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000251v2_alt	350141	352527	401242	2386	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000251v2_alt	353823	354217	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000252v2_alt	125226	127617	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000252v2_alt	128885	129279	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000253v2_alt	125182	127573	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000253v2_alt	128841	129235	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000254v2_alt	125221	127612	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000254v2_alt	128877	129271	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000255v2_alt	125205	127596	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000255v2_alt	128865	129259	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	168872	171263	401242	2391	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	172528	172922	401242	394	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chr1	47050174	47050754	260293	580	+	0	0	214	0	0	0	0	0	-1.0	-1.0
chr7	72948292	72948597	260294	305	-	0.00230946882217	17.7252711877	58	3464	8	198	6	162	-1.0	-1.0
chr7	72948667	72948808	260294	141	-	0.0	0.89521571655	27	50	0	10	0	0	-1.0	-1.0
chr7	72948891	72949102	260294	211	-	0	0	36	0	0	0	0	0	-1.0	-1.0
chr7	72949312	72949491	260294	179	-	0	0	46	0	0	0	0	0	-1.0	-1.0
chr7	72949845	72949961	260294	116	-	0	0	22	0	0	0	0	0	-1.0	-1.0
chr7	72950057	72950196	260294	139	-	0.0	0.17904314331	29	12	0	2	0	2	-1.0	-1.0
chr7	72952151	72952295	260294	144	-	0.0	0.805694144895	36	145	0	9	0	1	-1.0	-1.0
chr7	72953325	72953430	260294	105	-	0	0	32	0	0	0	0	0	-1.0	-1.0
chr7	72953510	72953677	260294	167	-	0	0	40	0	0	0	0	0	-1.0	-1.0
chr7	72954358	72954479	260294	121	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr7	72954624	72954763	260294	139	-	0	0	22	0	0	0	0	0	-1.0	-1.0
chr1	114673098	114673113	270	15	-	0	0	1	0	0	0	0	0	-1.0	-1.0
chr1	109631152	109632055	271	903	+	0.00513698630137	12.98062789	236	2920	15	145	5	2	-1.0	-1.0
chr11	10505884	10507579	272	1695	+	0.0238095238095	3.13325500793	595	630	15	35	4	0	-1.0	-1.0
chr7	38383695	38384817	273	1122	-	0	0	354	0	0	0	0	0	-1.0	-1.0
chr2	127048022	127048525	274	503	-	0	0	118	0	0	0	0	0	-1.0	-1.0
chr3	49416777	49417718	275	941	-	0.0	5.3712942993	241	1124	0	60	0	0	-1.0	-1.0
chr3	49417817	49417973	275	156	-	0	0	28	0	0	0	0	0	-1.0	-1.0
chr3	49418970	49419151	275	181	-	0	0	32	0	0	0	0	0	-1.0	-1.0
chr3	49419259	49419405	275	146	-	0	0	29	0	0	0	0	0	-1.0	-1.0
chr3	49419709	49419788	275	79	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr3	49420210	49420342	275	132	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chr3	49421491	49421572	275	81	-	0	0	16	0	0	0	0	0	-1.0	-1.0
chr3	49422103	49422257	275	154	-	0	0	33	0	0	0	0	0	-1.0	-1.0
chr3	49422360	49422678	275	318	-	0	0	75	0	0	0	0	0	-1.0	-1.0
chr1	103664520	103664551	276	31	-	0	0	16	0	0	0	0	0	-1.0	-1.0
chr1	103687417	103687448	276	31	-	0	0	7	0	0	0	0	0	-1.0	-1.0
chr1	103758658	103758689	276	31	-	0	0	16	0	0	0	0	0	-1.0	-1.0
chr1	103664520	103664550	277	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103687418	103687448	277	30	-	0	0	7	0	0	0	0	0	-1.0	-1.0
chr1	103758658	103758688	277	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103664520	103664550	278	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103687418	103687448	278	30	-	0	0	7	0	0	0	0	0	-1.0	-1.0
chr1	103758658	103758688	278	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103625746	103625780	279	34	+	0	0	10	0	0	0	0	0	-1.0	-1.0
chr9	88647178	88647388	286238	210	-	0	0	53	0	0	0	0	0	-1.0	-1.0
chr5	146084312	146084431	153770	119	-	0.0	0.35808628662	36	92	0	4	0	0	-1.0	-1.0
chr6	3268973	3273412	63027	4439	-	0	0	1068	0	0	0	0	0	-1.0	-1.0
chr6	3283851	3283975	63027	124	-	0	0	32	0	0	0	0	0	-1.0	-1.0
chr6	3285078	3285111	63027	33	-	0	0	5	0	0	0	0	0	-1.0	-1.0
chr6	3286858	3287091	63027	233	-	0	0	50	0	0	0	0	0	-1.0	-1.0
chr6	3289763	3289866	63027	103	-	0	0	21	0	0	0	0	0	-1.0	-1.0
chr6	3298090	3298218	63027	128	-	0	0	25	0	0	0	0	0	-1.0	-1.0
chr6	3323265	3323318	63027	53	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr6	3323323	3323829	63027	506	-	0	0	142	0	0	0	0	0	-1.0	-1.0
chr6	3323833	3324002	63027	169	-	0	0	41	0	0	0	0	0	-1.0	-1.0
chr6	3410187	3410342	63027	155	-	0	0	54	0	0	0	0	0	-1.0	-1.0
chr6	3415751	3415855	63027	104	-	0	0	37	0	0	0	0	0	-1.0	-1.0
chr6	3444818	3445013	63027	195	-	0	0	38	0	0	0	0	0	-1.0	-1.0
chr8	8784488	8786021	9258	1533	-	0.00697269029634	94.3557365244	466	13768	96	1054	45	0	-1.0	-1.0
chr17	58301226	58302447	9256	1221	-	0.00424557833777	240.365419894	278	51112	217	2685	82	0	-1.0	-1.0
chr17	58304337	58304369	9256	32	-	0	0	7	0	0	0	0	0	-1.0	-1.0
chr3	50362612	50364665	9254	2053	-	0	0	471	0	0	0	0	0	-1.0	-1.0
chr4	106347692	106349224	9255	1532	+	0.00558659217877	11.4587611718	512	1074	6	128	3	0	-1.0	-1.0
chr14	90868121	90872073	9252	3952	-	0.0351464435146	4.11799229613	1345	1195	42	46	16	0	-1.0	-1.0
chr14	90893974	90894406	9252	432	-	0	0	179	0	0	0	0	0	-1.0	-1.0
chr19	40665905	40667467	9253	1562	-	0.00736842105263	7.43029044737	363	1900	14	83	7	0	-1.0	-1.0
chr5	138744429	138744762	105379194	333	-	0	0	71	0	0	0	0	0	-1.0	-1.0
chr5	138753051	138753309	105379194	258	-	0	0	32	0	0	0	0	0	-1.0	-1.0
chr5	138753522	138753924	105379194	402	-	0	0	35	0	0	0	0	0	-1.0	-1.0
chr13	32024055	32026096	100507099	2041	-	0.013923013923	8.9521571655	491	1221	17	100	8	0	-1.0	-1.0
chr13	32027202	32027253	100507099	51	-	0.111111111111	0.17904314331	18	36	4	2	2	0	-1.0	-1.0
chr13	32027574	32027666	100507099	92	-	0.0	0.805694144895	23	99	0	9	0	0	-1.0	-1.0
chr13	32031450	32031639	100507099	189	-	0.0	0.17904314331	35	8	0	2	0	0	-1.0	-1.0
chr16	80603778	80604387	124359	609	-	0	0	176	0	0	0	0	0	-1.0	-1.0
chr17	47898385	47900378	100506325	1993	-	0	0	503	0	0	0	0	0	-1.0	-1.0
chr17	47918451	47918571	100506325	120	-	0	0	26	0	0	0	0	0	-1.0	-1.0
chr17	47941335	47941404	100506325	69	-	0	0	10	0	0	0	0	0	-1.0	-1.0
chr12	48184707	48185926	387856	1219	+	0	0	335	0	0	0	0	0	-1.0	-1.0
chr17	29572924	29573157	90313	233	+	0.00175702811245	23.096565487	49	3984	7	258	2	0	-1.0	-1.0
chrX	89922811	89922883	90316	72	+	0	0	23	0	0	0	0	0	-1.0	-1.0
chr19	52113090	52117024	90317	3934	-	0.0277777777778	1.34282357483	1021	288	8	15	4	0	-1.0	-1.0
chr19	52122359	52122457	90317	98	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr19	52123922	52124049	90317	127	-	0	0	33	0	0	0	0	0	-1.0	-1.0
chr19	52130500	52130588	90317	88	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr19	52139731	52139938	90317	207	-	0	0	54	0	0	0	0	0	-1.0	-1.0
chr1	43383907	43385041	112950	1134	-	0.00868725868726	20.5899614807	324	4144	36	230	11	0	-1.0	-1.0
chr12	118758753	118759031	105370014	278	-	0	0	64	0	0	0	0	0	-1.0	-1.0
chr12	118759973	118760067	105370014	94	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr12	118761591	118761679	105370014	88	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr12	118818805	118819021	105370016	216	-	0	0	65	0	0	0	0	0	-1.0	-1.0
chr12	118832961	118833043	105370016	82	-	0	0	10	0	0	0	0	0	-1.0	-1.0
chr12	118833386	118833536	105370016	150	-	0	0	31	0	0	0	0	0	-1.0	-1.0
chr10	23193906	23194252	256297	346	+	0	0	138	0	0	0	0	0	-1.0	-1.0
chr2	11099850	11100063	285150	213	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chr2	11105316	11105662	285150	346	-	0	0	77	0	0	0	0	0	-1.0	-1.0
chr2	11106695	11106787	285150	92	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr2	11120762	11120962	285150	200	-	0	0	45	0	0	0	0	0	-1.0	-1.0
chr2	11123151	11123289	285150	138	-	0	0	38	0	0	0	0	0	-1.0	-1.0
chr2	11124582	11124785	285150	203	-	0	0	40	0	0	0	0	0	-1.0	-1.0
chr2	11128720	11128886	285150	166	-	0	0	47	0	0	0	0	0	-1.0	-1.0
chr2	11128983	11129098	285150	115	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr2	11132014	11132176	285150	162	-	0	0	28	0	0	0	0	0	-1.0	-1.0
chr19	12899079	12899340	256126	261	-	0	0	62	0	0	0	0	0	-1.0	-1.0
chr1	151169986	151170080	29765	94	-	0.0204081632653	1.61138828979	28	196	4	18	2	0	-1.0	-1.0
chr15	51808454	51816361	29767	7907	+	0.0	0.268564714965	2524	40	0	3	0	0	-1.0	-1.0
chr15	51908810	51912134	29766	3324	+	0.0	11.1006748852	1155	3041	0	124	0	0	-1.0	-1.0
chr21	15878475	15880071	29761	1596	+	0.00204081632653	3.84942758117	607	980	2	43	1	0	-1.0	-1.0
chr10	96191698	96192092	29760	394	-	0	0	131	0	0	0	0	0	-1.0	-1.0
chr10	96196907	96197063	29760	156	-	0	0	45	0	0	0	0	0	-1.0	-1.0
chr10	96200074	96200158	29760	84	-	0	0	18	0	0	0	0	0	-1.0	-1.0
chr10	96200981	96201058	29760	77	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr10	96204056	96204088	29760	32	-	0	0	4	0	0	0	0	0	-1.0	-1.0
chr10	96204531	96204616	29760	85	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr10	96207010	96207053	29760	43	-	0	0	13	0	0	0	0	0	-1.0	-1.0
chr10	96207871	96207899	29760	28	-	0	0	1	0	0	0	0	0	-1.0	-1.0
chr10	96209837	96209907	29760	70	-	0	0	9	0	0	0	0	0	-1.0	-1.0
chr10	96215320	96215389	29760	69	-	0	0	13	0	0	0	0	0	-1.0	-1.0
chr10	96216652	96216734	29760	82	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr10	96223825	96223989	29760	164	-	0	0	26	0	0	0	0	0	-1.0	-1.0
chr10	96227409	96227566	29760	157	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr10	96230793	96230834	29760	41	-	0	0	8	0	0	0	0	0	-1.0	-1.0
chr10	96242729	96242784	29760	55	-	0	0	11	0	0	0	0	0	-1.0	-1.0
chr10	96246983	96247049	29760	66	-	0	0	14	0	0	0	0	0	-1.0	-1.0
chr10	96271351	96271516	29760	165	-	0	0	35	0	0	0	0	0	-1.0	-1.0
chr11	47177521	47177930	29763	409	-	0.00524590163934	7.25124730406	88	1525	8	81	4	0	-1.0	-1.0
chr5	115906856	115906861	1176	5	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr5	115913361	115914081	1176	720	+	0.0	10.9216317419	250	2828	0	122	0	74	-1.0	-1.0
chr19	46838157	46838446	1175	289	-	0.000483889331663	224.788666426	53	35132	17	2511	6	0	-1.0	-1.0
chr7	101160566	101161276	1174	710	+	0.0	24.1708243469	186	5007	0	270	0	0	-1.0	-1.0
chr3	184183616	184184091	1173	475	+	0.00213595343622	99.4584661087	111	18727	40	1111	20	0	-1.0	-1.0
chr20	32217050	32217923	23509	873	+	0	0	228	0	0	0	0	0	-1.0	-1.0
chr20	32234661	32238664	23509	4003	+	0.00654129190515	6.1769884442	1089	1223	8	69	2	0	-1.0	-1.0
chr14	70671155	70675360	23508	4205	+	0.0	0.17904314331	1228	26	0	2	0	0	-1.0	-1.0
chr1	89593043	89597861	23507	4818	+	0.00231213872832	5.99794530089	1705	865	2	67	1	0	-1.0	-1.0
chr6	42865446	42868560	23506	3114	+	0.0197693574959	10.2949807403	1047	3035	60	115	18	0	-1.0	-1.0
chr2	97756337	97757098	23505	761	-	0.00877192982456	2.95421186462	255	684	6	33	2	0	-1.0	-1.0
chr12	130396135	130399134	23504	2999	-	0	0	904	0	0	0	0	0	-1.0	-1.0
chr14	67746519	67748435	23503	1916	-	0.0	1.87995300476	537	339	0	21	0	0	-1.0	-1.0
chr1	86500045	86500291	1179	246	+	0	0	85	0	0	0	0	0	-1.0	-1.0
chr19	39731252	39731379	1178	127	-	0.0	4.56560015441	38	664	0	51	0	0	-1.0	-1.0
chr8	117172681	117176714	169026	4033	+	0	0	1258	0	0	0	0	0	-1.0	-1.0
chr20	61953545	61953662	100302168	117	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr20_KI270869v1_alt	64116	64233	100302168	117	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chrX	140926171	140926219	100302169	48	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr3	138935188	138938436	103344930	3248	-	0	0	745	0	0	0	0	0	-1.0	-1.0
chr3	138942383	138942618	103344930	235	-	0	0	29	0	0	0	0	0	-1.0	-1.0
chr3	138943965	138944020	103344930	55	-	0	0	14	0	0	0	0	0	-1.0	-1.0
chr1	146151907	146156152	388677	4245	-	0.0	3.67038443786	1461	570	0	41	0	41	-1.0	-1.0
chr15	34382068	34382150	100302160	82	-	0	0	10	0	0	0	0	0	-1.0	-1.0
chr15	34528289	34528371	100302160	82	-	0	0	10	0	0	0	0	0	-1.0	-1.0
chr8	100023981	100024084	100302165	103	-	0	0	21	0	0	0	0	0	-1.0	-1.0
chr8	10825372	10825443	100302166	71	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr9	40929009	40929092	100302167	83	-	0	0	22	0	0	0	0	0	-1.0	-1.0
chr3	46719582	46719998	100287362	416	-	0	0	108	0	0	0	0	0	-1.0	-1.0
chr15	48142351	48142392	283652	41	+	0	0	13	0	0	0	0	0	-1.0	-1.0
chr12	71584734	71586308	8549	1574	+	0	0	537	0	0	0	0	0	-1.0	-1.0
chr1	169377036	169377383	8548	347	+	0	0	113	0	0	0	0	0	-1.0	-1.0
chr1	169387182	169388305	8548	1123	+	0.0	0.805694144895	371	188	0	9	0	0	-1.0	-1.0
chr1	169395893	169396542	8548	649	+	0.0	0.35808628662	173	52	0	4	0	0	-1.0	-1.0
chr3	88051949	88055472	8545	3523	-	0.00607671857197	11.5482827435	1281	2633	16	129	11	0	-1.0	-1.0
chr15	55611540	55620011	283659	8471	-	0	0	2963	0	0	0	0	0	-1.0	-1.0
chr1	27369109	27369235	8547	126	-	0	0	37	0	0	0	0	0	-1.0	-1.0
chr5	78002325	78002901	8546	576	-	0.0	1.70090986145	205	377	0	19	0	0	-1.0	-1.0
chr19	49150138	49150151	8541	13	+	0	0	2	0	0	0	0	0	-1.0	-1.0
chr19	49150235	49151030	8541	795	+	0.0	4.20751386779	152	466	0	47	0	0	-1.0	-1.0
chr2	177538195	177543836	8540	5641	+	0.00617059891107	11.1006748852	2029	2755	17	124	5	7	-1.0	-1.0
chr1	87344796	87348923	8543	4127	+	0.00531098784374	64.9926610216	1296	16946	90	726	25	3	-1.0	-1.0
chr22	36266033	36267531	8542	1498	+	0.210526315789	0.268564714965	324	57	12	3	3	0	-1.0	-1.0
chr14	96241504	96244329	624	2825	+	0	0	602	0	0	0	0	0	-1.0	-1.0
chr14	51649515	51651744	145438	2229	-	0.0	0.089521571655	504	12	0	1	0	0	-1.0	-1.0
chr6	31952030	31952084	629	54	+	0	0	11	0	0	0	0	0	-1.0	-1.0
chr6_GL000251v2_alt	3429457	3429511	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000252v2_alt	3199810	3199864	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000254v2_alt	3294066	3294120	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000255v2_alt	3208005	3208059	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	3253219	3253273	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr1	23961877	23963459	55629	1582	+	0.00944287063267	15.4872318963	535	3177	30	173	9	107	-1.0	-1.0
chr18	74804069	74804627	55628	558	+	0	0	199	0	0	0	0	0	-1.0	-1.0
chr18	74920712	74921057	55628	345	+	0.0	0.17904314331	126	26	0	2	0	0	-1.0	-1.0
chr18	75064468	75065672	55628	1204	+	0.0122511485452	2.23803929138	365	653	8	25	4	0	-1.0	-1.0
chr19	48196827	48197620	374920	793	+	0.00844686648501	17.8147927594	135	3670	31	199	13	0	-1.0	-1.0
chr16	20733665	20736879	55623	3214	-	0.0229904346367	22.9175223437	1033	5959	137	256	41	0	-1.0	-1.0
chr2	32820938	32821051	55622	113	+	0.0	2.23803929138	41	501	0	25	0	0	-1.0	-1.0
chr19	13104899	13104934	55621	35	-	0.0	5.3712942993	8	282	0	60	0	0	-1.0	-1.0
chr19	4324042	4324132	55620	90	-	0.0	3.84942758117	16	244	0	43	0	0	-1.0	-1.0
chr2	130151391	130152884	55627	1493	-	0.00990618262339	63.9184021617	340	17161	170	714	60	0	-1.0	-1.0
chr2	130153042	130153171	55627	129	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr2	130153318	130153450	55627	132	-	0	0	20	0	0	0	0	0	-1.0	-1.0
chr2	130153701	130153935	55627	234	-	0	0	40	0	0	0	0	0	-1.0	-1.0
chr2	130154276	130154482	55627	206	-	0	0	36	0	0	0	0	0	-1.0	-1.0
chr2	130155095	130155259	55627	164	-	0	0	36	0	0	0	0	0	-1.0	-1.0
chr2	130156034	130156135	55627	101	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr2	130156584	130156675	55627	91	-	0	0	24	0	0	0	0	0	-1.0	-1.0
chr2	130157250	130157396	55627	146	-	0	0	25	0	0	0	0	0	-1.0	-1.0
chr2	130161185	130161272	55627	87	-	0	0	14	0	0	0	0	0	-1.0	-1.0
chr2	130164373	130164445	55627	72	-	0	0	24	0	0	0	0	0	-1.0	-1.0
chr2	130167457	130167590	55627	133	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr2	130172348	130172500	55627	152	-	0	0	33	0	0	0	0	0	-1.0	-1.0
chr2	130172624	130172677	55627	53	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr2	130172786	130172895	55627	109	-	0	0	25	0	0	0	0	0	-1.0	-1.0
chr2	130173278	130173354	55627	76	-	0	0	26	0	0	0	0	0	-1.0	-1.0
chr2	130173513	130173656	55627	143	-	0	0	37	0	0	0	0	0	-1.0	-1.0
chr2	130174913	130175000	55627	87	-	0	0	21	0	0	0	0	0	-1.0	-1.0
chr2	130176553	130176637	55627	84	-	0	0	24	0	0	0	0	0	-1.0	-1.0
chr2	130181529	130182750	55627	1221	-	0.0	0.17904314331	193	22	0	2	0	0	-1.0	-1.0
chr11	46396411	46397449	55626	1038	-	0.0123620309051	15.3977103247	215	2265	28	172	11	0	-1.0	-1.0
chr16	84974460	84976342	55625	1882	-	0.0117783917406	27.1250362115	505	6877	81	303	28	0	-1.0	-1.0
chr1	46188680	46189269	55624	589	-	0.0205479452055	1.34282357483	152	292	6	15	3	0	-1.0	-1.0
chr2	208165346	208165806	389073	460	-	0	0	155	0	0	0	0	0	-1.0	-1.0
chr2	207821287	207828318	389072	7031	-	0.0	1.96947457641	2095	351	0	22	0	0	-1.0	-1.0
chr2	219327408	219327516	389075	108	-	0	0	28	0	0	0	0	0	-1.0	-1.0
chrX	141583673	141583737	728712	64	+	0	0	22	0	0	0	0	0	-1.0	-1.0
chrX	141590708	141590772	728712	64	+	0	0	16	0	0	0	0	0	-1.0	-1.0
chr1	20354263	20354894	127731	631	+	0	0	136	0	0	0	0	0	-1.0	-1.0
chr1	20191404	20196048	127733	4644	+	0	0	1283	0	0	0	0	0	-1.0	-1.0
chr9	93318027	93319373	65268	1346	+	0	0	367	0	0	0	0	0	-1.0	-1.0
chr9	93320392	93320572	65268	180	+	0	0	44	0	0	0	0	0	-1.0	-1.0
chr17	48927134	48929060	65264	1926	+	0.00623518046896	40.9113582464	553	11387	71	457	27	0	-1.0	-1.0
chr8	145054157	145056030	65265	1873	+	0.00038040893961	50.6692095568	537	10515	4	566	2	52	-1.0	-1.0
chr17	42796688	42797066	65266	378	+	0	0	78	0	0	0	0	0	-1.0	-1.0
chrX	54192822	54198323	65267	5501	-	0	0	1958	0	0	0	0	0	-1.0	-1.0
chr1	52686341	52687719	65260	1378	-	0.0188356164384	7.07220416075	385	1168	22	79	11	18	-1.0	-1.0
chr22	16590757	16590876	150160	119	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chrX	153907375	153907728	393	353	-	0.0005382131324	302.582912194	72	52024	28	3380	14	0	-1.0	-1.0
chr11	46677074	46679036	392	1962	-	0.00336279784781	43.2389191094	504	10408	35	483	12	0	-1.0	-1.0
chr11	3826977	3827562	391	585	-	0.00344121261778	66.1564414531	155	12205	42	739	13	0	-1.0	-1.0
