Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr2	32820938	32821051	55622	113	+	0.0	4.90533659149	41	2170	0	110	1	0	-1.0	-1.0
chr19	13104899	13104934	55621	35	-	0.0	7.44719282526	8	821	0	167	0	0	-1.0	-1.0
chr19	4324042	4324132	55620	90	-	0.0	3.25535973799	16	389	0	73	0	0	-1.0	-1.0
chr2	130151391	130152884	55627	1493	-	0.000785035597304	66.1774500161	340	36941	29	1484	12	0	-1.0	-1.0
chr2	130153042	130153171	55627	129	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr2	130153318	130153450	55627	132	-	0	0	20	0	0	0	0	0	-1.0	-1.0
chr2	130153701	130153935	55627	234	-	0	0	40	0	0	0	0	0	-1.0	-1.0
chr2	130154276	130154482	55627	206	-	0	0	36	0	0	0	0	0	-1.0	-1.0
chr2	130155095	130155259	55627	164	-	0	0	36	0	0	0	0	0	-1.0	-1.0
chr2	130156034	130156135	55627	101	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr2	130156584	130156675	55627	91	-	0	0	24	0	0	0	0	0	-1.0	-1.0
chr2	130157250	130157396	55627	146	-	0	0	25	0	0	0	0	0	-1.0	-1.0
chr2	130161185	130161272	55627	87	-	0	0	14	0	0	0	0	0	-1.0	-1.0
chr2	130164373	130164445	55627	72	-	0.0	0.133781907041	24	45	0	3	3	0	-1.0	-1.0
chr2	130167457	130167590	55627	133	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr2	130172348	130172500	55627	152	-	0	0	33	0	0	0	0	0	-1.0	-1.0
chr2	130172624	130172677	55627	53	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr2	130172786	130172895	55627	109	-	0	0	25	0	0	0	0	0	-1.0	-1.0
chr2	130173278	130173354	55627	76	-	0	0	26	0	0	0	0	0	-1.0	-1.0
chr2	130173513	130173656	55627	143	-	0	0	37	0	0	0	0	0	-1.0	-1.0
chr2	130174913	130175000	55627	87	-	0	0	21	0	0	0	0	0	-1.0	-1.0
chr2	130176553	130176637	55627	84	-	0	0	24	0	0	0	0	0	-1.0	-1.0
chr2	130181529	130182750	55627	1221	-	0	0	193	0	0	0	0	0	-1.0	-1.0
chr11	46396411	46397449	55626	1038	-	0.00141043723554	9.94445509002	215	2836	4	223	2	0	-1.0	-1.0
chr16	84974460	84976342	55625	1882	-	0.00285486965882	42.0075188107	505	21367	61	942	22	0	-1.0	-1.0
chr1	46188680	46189269	55624	589	-	0.0	2.05132257462	152	708	0	46	0	0	-1.0	-1.0
chr2	208165346	208165806	389073	460	-	0	0	155	0	0	0	0	0	-1.0	-1.0
chr2	207821287	207828318	389072	7031	-	0.00925925925926	2.49726226476	2095	1080	10	56	4	1	-1.0	-1.0
chr2	219327408	219327516	389075	108	-	0	0	28	0	0	0	0	0	-1.0	-1.0
chrX	141583673	141583737	728712	64	+	0	0	22	0	0	0	0	0	-1.0	-1.0
chrX	141590708	141590772	728712	64	+	0	0	16	0	0	0	0	0	-1.0	-1.0
chr1	20354263	20354894	127731	631	+	0	0	136	0	0	0	0	0	-1.0	-1.0
chr1	20191404	20196048	127733	4644	+	0.0	0.267563814081	1283	106	0	6	0	0	-1.0	-1.0
chr9	93318027	93319373	65268	1346	+	0.0	0.133781907041	367	45	0	3	0	0	-1.0	-1.0
chr9	93320392	93320572	65268	180	+	0	0	44	0	0	0	0	0	-1.0	-1.0
chr17	48927134	48929060	65264	1926	+	0.000653167864141	33.7130405742	553	18372	12	756	6	0	-1.0	-1.0
chr8	145054157	145056030	65265	1873	+	0.0	51.7290040557	537	20750	0	1160	0	95	-1.0	-1.0
chr17	42796688	42797066	65266	378	+	0	0	78	0	0	0	0	0	-1.0	-1.0
chrX	54192822	54198323	65267	5501	-	0	0	1958	0	0	0	0	0	-1.0	-1.0
chr1	52686341	52687719	65260	1378	-	0.0	5.2620883436	385	1758	0	118	0	5	-1.0	-1.0
chr22	16590757	16590876	150160	119	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chrX	153907375	153907728	393	353	-	2.72123652988e-05	216.236155747	72	73496	2	4849	1	2	-1.0	-1.0
