Chromosome	Start	End	Name	Length	Strand	ConversionRate	ReadsCPM	Tcontent	CoverageOnTs	ConversionsOnTs	ReadCount	TcReadCount	multimapCount	ConversionRateLower	ConversionRateUpper
chr1	109631152	109632055	271	903	+	0.00105540897098	14.3898523351	236	5685	6	293	3	0	-1.0	-1.0
chr11	10505884	10507579	272	1695	+	0.00237404378792	8.15261258574	595	3791	9	166	2	2	-1.0	-1.0
chr7	38383695	38384817	273	1122	-	0	0	354	0	0	0	0	0	-1.0	-1.0
chr2	127048022	127048525	274	503	-	0.0	0.0982242480209	118	25	0	2	0	0	-1.0	-1.0
chr3	49416777	49417718	275	941	-	0.0	5.50055788917	241	2038	0	112	0	0	-1.0	-1.0
chr3	49417817	49417973	275	156	-	0	0	28	0	0	0	0	0	-1.0	-1.0
chr3	49418970	49419151	275	181	-	0	0	32	0	0	0	0	0	-1.0	-1.0
chr3	49419259	49419405	275	146	-	0	0	29	0	0	0	0	0	-1.0	-1.0
chr3	49419709	49419788	275	79	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr3	49420210	49420342	275	132	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chr3	49421491	49421572	275	81	-	0	0	16	0	0	0	0	0	-1.0	-1.0
chr3	49422103	49422257	275	154	-	0	0	33	0	0	0	0	0	-1.0	-1.0
chr3	49422360	49422678	275	318	-	0	0	75	0	0	0	0	0	-1.0	-1.0
chr1	103664520	103664551	276	31	-	0	0	16	0	0	0	0	0	-1.0	-1.0
chr1	103687417	103687448	276	31	-	0	0	7	0	0	0	0	0	-1.0	-1.0
chr1	103758658	103758689	276	31	-	0	0	16	0	0	0	0	0	-1.0	-1.0
chr1	103664520	103664550	277	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103687418	103687448	277	30	-	0	0	7	0	0	0	0	0	-1.0	-1.0
chr1	103758658	103758688	277	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103664520	103664550	278	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103687418	103687448	278	30	-	0	0	7	0	0	0	0	0	-1.0	-1.0
chr1	103758658	103758688	278	30	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr1	103625746	103625780	279	34	+	0	0	10	0	0	0	0	0	-1.0	-1.0
chr9	88647178	88647388	286238	210	-	0	0	53	0	0	0	0	0	-1.0	-1.0
chr5	146084312	146084431	153770	119	-	0.0	0.343784868073	36	151	0	7	0	0	-1.0	-1.0
chr6	3268973	3273412	63027	4439	-	0	0	1068	0	0	0	0	0	-1.0	-1.0
chr6	3283851	3283975	63027	124	-	0	0	32	0	0	0	0	0	-1.0	-1.0
chr6	3285078	3285111	63027	33	-	0	0	5	0	0	0	0	0	-1.0	-1.0
chr6	3286858	3287091	63027	233	-	0	0	50	0	0	0	0	0	-1.0	-1.0
chr6	3289763	3289866	63027	103	-	0	0	21	0	0	0	0	0	-1.0	-1.0
chr6	3298090	3298218	63027	128	-	0	0	25	0	0	0	0	0	-1.0	-1.0
chr6	3323265	3323318	63027	53	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr6	3323323	3323829	63027	506	-	0	0	142	0	0	0	0	0	-1.0	-1.0
chr6	3323833	3324002	63027	169	-	0	0	41	0	0	0	0	0	-1.0	-1.0
chr6	3410187	3410342	63027	155	-	0	0	54	0	0	0	0	0	-1.0	-1.0
chr6	3415751	3415855	63027	104	-	0	0	37	0	0	0	0	0	-1.0	-1.0
chr6	3444818	3445013	63027	195	-	0	0	38	0	0	0	0	0	-1.0	-1.0
chr8	8784488	8786021	9258	1533	-	0.0023403162281	62.6670702374	466	17519	41	1276	15	0	-1.0	-1.0
chr17	58301226	58302447	9256	1221	-	0.000462128804125	499.421189062	278	192587	89	10169	36	3	-1.0	-1.0
chr17	58304337	58304369	9256	32	-	0.0	0.0982242480209	7	10	0	2	0	0	-1.0	-1.0
chr3	50362612	50364665	9254	2053	-	0	0	471	0	0	0	0	0	-1.0	-1.0
chr4	106347692	106349224	9255	1532	+	0.00139958012596	25.7838651055	512	4287	6	525	2	0	-1.0	-1.0
chr14	90868121	90872073	9252	3952	-	0.0106321506992	15.5194311873	1345	8653	92	316	29	0	-1.0	-1.0
chr14	90893974	90894406	9252	432	-	0	0	179	0	0	0	0	0	-1.0	-1.0
chr19	40665905	40667467	9253	1562	-	0.0	13.4076098549	363	7564	0	273	0	0	-1.0	-1.0
chr5	138744429	138744762	105379194	333	-	0	0	71	0	0	0	0	0	-1.0	-1.0
chr5	138753051	138753309	105379194	258	-	0	0	32	0	0	0	0	0	-1.0	-1.0
chr5	138753522	138753924	105379194	402	-	0	0	35	0	0	0	0	0	-1.0	-1.0
chr13	32024055	32026096	100507099	2041	-	0.0	1.22780310026	491	313	0	25	0	0	-1.0	-1.0
chr13	32027202	32027253	100507099	51	-	0	0	18	0	0	0	0	0	-1.0	-1.0
chr13	32027574	32027666	100507099	92	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr13	32031450	32031639	100507099	189	-	0	0	35	0	0	0	0	0	-1.0	-1.0
chr16	80603778	80604387	124359	609	-	0	0	176	0	0	0	0	0	-1.0	-1.0
chr17	47898385	47900378	100506325	1993	-	0.0	0.196448496042	503	80	0	4	0	0	-1.0	-1.0
chr17	47918451	47918571	100506325	120	-	0.0	0.196448496042	26	48	0	4	0	0	-1.0	-1.0
chr17	47941335	47941404	100506325	69	-	0.0	0.442009116094	10	10	0	9	0	0	-1.0	-1.0
chr12	48184707	48185926	387856	1219	+	0	0	335	0	0	0	0	0	-1.0	-1.0
chr17	29572924	29573157	90313	233	+	0.0	32.2666654749	49	10176	0	657	0	0	-1.0	-1.0
chrX	89922811	89922883	90316	72	+	0	0	23	0	0	0	0	0	-1.0	-1.0
chr19	52113090	52117024	90317	3934	-	0.0	1.08046672823	1021	391	0	22	0	0	-1.0	-1.0
chr19	52122359	52122457	90317	98	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr19	52123922	52124049	90317	127	-	0	0	33	0	0	0	0	0	-1.0	-1.0
chr19	52130500	52130588	90317	88	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr19	52139731	52139938	90317	207	-	0.0	0.196448496042	54	88	0	4	0	0	-1.0	-1.0
chr1	43383907	43385041	112950	1134	-	0.0	17.9259252638	324	6784	0	365	0	4	-1.0	-1.0
chr12	118758753	118759031	105370014	278	-	0	0	64	0	0	0	0	0	-1.0	-1.0
chr12	118759973	118760067	105370014	94	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr12	118761591	118761679	105370014	88	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr12	118818805	118819021	105370016	216	-	0	0	65	0	0	0	0	0	-1.0	-1.0
chr12	118832961	118833043	105370016	82	-	0	0	10	0	0	0	0	0	-1.0	-1.0
chr12	118833386	118833536	105370016	150	-	0	0	31	0	0	0	0	0	-1.0	-1.0
chr10	23193906	23194252	256297	346	+	0	0	138	0	0	0	0	0	-1.0	-1.0
chr2	11099850	11100063	285150	213	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chr2	11105316	11105662	285150	346	-	0	0	77	0	0	0	0	0	-1.0	-1.0
chr2	11106695	11106787	285150	92	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr2	11120762	11120962	285150	200	-	0	0	45	0	0	0	0	0	-1.0	-1.0
chr2	11123151	11123289	285150	138	-	0	0	38	0	0	0	0	0	-1.0	-1.0
chr2	11124582	11124785	285150	203	-	0	0	40	0	0	0	0	0	-1.0	-1.0
chr2	11128720	11128886	285150	166	-	0	0	47	0	0	0	0	0	-1.0	-1.0
chr2	11128983	11129098	285150	115	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr2	11132014	11132176	285150	162	-	0	0	28	0	0	0	0	0	-1.0	-1.0
chr19	12899079	12899340	256126	261	-	0.0	0.0491121240105	62	11	0	1	0	0	-1.0	-1.0
chr1	151169986	151170080	29765	94	-	0.0	0.540233364115	28	110	0	11	0	0	-1.0	-1.0
chr15	51808454	51816361	29767	7907	+	0.0	0.245560620052	2524	99	0	5	0	0	-1.0	-1.0
chr15	51908810	51912134	29766	3324	+	0.0	11.5413491425	1155	5412	0	235	0	1	-1.0	-1.0
chr21	15878475	15880071	29761	1596	+	0.0	1.8662607124	607	834	0	38	0	0	-1.0	-1.0
chr10	96191698	96192092	29760	394	-	0.0	0.0491121240105	131	17	0	1	0	0	-1.0	-1.0
chr10	96196907	96197063	29760	156	-	0	0	45	0	0	0	0	0	-1.0	-1.0
chr10	96200074	96200158	29760	84	-	0	0	18	0	0	0	0	0	-1.0	-1.0
chr10	96200981	96201058	29760	77	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr10	96204056	96204088	29760	32	-	0	0	4	0	0	0	0	0	-1.0	-1.0
chr10	96204531	96204616	29760	85	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr10	96207010	96207053	29760	43	-	0	0	13	0	0	0	0	0	-1.0	-1.0
chr10	96207871	96207899	29760	28	-	0	0	1	0	0	0	0	0	-1.0	-1.0
chr10	96209837	96209907	29760	70	-	0	0	9	0	0	0	0	0	-1.0	-1.0
chr10	96215320	96215389	29760	69	-	0	0	13	0	0	0	0	0	-1.0	-1.0
chr10	96216652	96216734	29760	82	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr10	96223825	96223989	29760	164	-	0	0	26	0	0	0	0	0	-1.0	-1.0
chr10	96227409	96227566	29760	157	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr10	96230793	96230834	29760	41	-	0	0	8	0	0	0	0	0	-1.0	-1.0
chr10	96242729	96242784	29760	55	-	0	0	11	0	0	0	0	0	-1.0	-1.0
chr10	96246983	96247049	29760	66	-	0	0	14	0	0	0	0	0	-1.0	-1.0
chr10	96271351	96271516	29760	165	-	0	0	35	0	0	0	0	0	-1.0	-1.0
chr11	47177521	47177930	29763	409	-	0.0	9.13485506595	88	3335	0	186	0	0	-1.0	-1.0
chr5	115906856	115906861	1176	5	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr5	115913361	115914081	1176	720	+	0.0	22.9353619129	250	11129	0	467	0	220	-1.0	-1.0
chr19	46838157	46838446	1175	289	-	0.000312674483529	161.873560739	53	44775	14	3296	5	1	-1.0	-1.0
chr7	101160566	101161276	1174	710	+	0.0	27.2081167018	186	10323	0	554	0	0	-1.0	-1.0
chr3	184183616	184184091	1173	475	+	0.000914975092345	89.3840656991	111	29509	27	1820	11	0	-1.0	-1.0
chr20	32217050	32217923	23509	873	+	0	0	228	0	0	0	0	0	-1.0	-1.0
chr20	32234661	32238664	23509	4003	+	0.00031746031746	15.4212069393	1089	6300	2	314	1	0	-1.0	-1.0
chr14	70671155	70675360	23508	4205	+	0.0	0.147336372031	1228	66	0	3	0	0	-1.0	-1.0
chr1	89593043	89597861	23507	4818	+	0.00184331797235	5.79523063324	1705	2170	4	118	2	0	-1.0	-1.0
chr6	42865446	42868560	23506	3114	+	0.00594431903687	24.1631650132	1047	13290	79	492	27	0	-1.0	-1.0
chr2	97756337	97757098	23505	761	-	0.00193657709998	10.1662096702	255	4131	8	207	4	0	-1.0	-1.0
chr12	130396135	130399134	23504	2999	-	0	0	904	0	0	0	0	0	-1.0	-1.0
chr14	67746519	67748435	23503	1916	-	0.0	2.3573819525	537	765	0	48	0	0	-1.0	-1.0
chr1	86500045	86500291	1179	246	+	0	0	85	0	0	0	0	0	-1.0	-1.0
chr19	39731252	39731379	1178	127	-	0.0	4.76387602902	38	802	0	97	0	0	-1.0	-1.0
chr8	117172681	117176714	169026	4033	+	0	0	1258	0	0	0	0	0	-1.0	-1.0
chr20	61953545	61953662	100302168	117	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr20_KI270869v1_alt	64116	64233	100302168	117	-	0	0	0	0	0	0	0	0	-1.0	-1.0
chrX	140926171	140926219	100302169	48	-	0	0	15	0	0	0	0	0	-1.0	-1.0
chr3	138935188	138938436	103344930	3248	-	0	0	745	0	0	0	0	0	-1.0	-1.0
chr3	138942383	138942618	103344930	235	-	0	0	29	0	0	0	0	0	-1.0	-1.0
chr3	138943965	138944020	103344930	55	-	0	0	14	0	0	0	0	0	-1.0	-1.0
chr1	146151907	146156152	388677	4245	-	0.00933609958506	3.68340930079	1461	964	9	75	3	75	-1.0	-1.0
chr15	34382068	34382150	100302160	82	-	0	0	10	0	0	0	0	0	-1.0	-1.0
chr15	34528289	34528371	100302160	82	-	0	0	10	0	0	0	0	0	-1.0	-1.0
chr8	100023981	100024084	100302165	103	-	0	0	21	0	0	0	0	0	-1.0	-1.0
chr8	10825372	10825443	100302166	71	-	0	0	23	0	0	0	0	0	-1.0	-1.0
chr9	40929009	40929092	100302167	83	-	0	0	22	0	0	0	0	0	-1.0	-1.0
chr3	46719582	46719998	100287362	416	-	0	0	108	0	0	0	0	0	-1.0	-1.0
chr15	48142351	48142392	283652	41	+	0	0	13	0	0	0	0	0	-1.0	-1.0
chr12	71584734	71586308	8549	1574	+	0	0	537	0	0	0	0	0	-1.0	-1.0
chr1	169377036	169377383	8548	347	+	0	0	113	0	0	0	0	0	-1.0	-1.0
chr1	169387182	169388305	8548	1123	+	0.0	2.3573819525	371	1089	0	48	0	0	-1.0	-1.0
chr1	169395893	169396542	8548	649	+	0.0	0.245560620052	173	61	0	5	0	0	-1.0	-1.0
chr3	88051949	88055472	8545	3523	-	0.012180680088	14.6845250791	1281	5911	72	299	32	0	-1.0	-1.0
chr15	55611540	55620011	283659	8471	-	0	0	2963	0	0	0	0	0	-1.0	-1.0
chr1	27369109	27369235	8547	126	-	0	0	37	0	0	0	0	0	-1.0	-1.0
chr5	78002325	78002901	8546	576	-	0.00521920668058	8.74195807386	205	3832	20	178	5	0	-1.0	-1.0
chr19	49150138	49150151	8541	13	+	0	0	2	0	0	0	0	0	-1.0	-1.0
chr19	49150235	49151030	8541	795	+	0.0	3.48696080474	152	774	0	71	0	0	-1.0	-1.0
chr2	177538195	177543836	8540	5641	+	0.0	17.5330282717	2029	8736	0	357	0	1	-1.0	-1.0
chr1	87344796	87348923	8543	4127	+	0.00157205240175	87.1740201186	1296	40075	63	1775	23	0	-1.0	-1.0
chr22	36266033	36267531	8542	1498	+	0.0	1.22780310026	324	303	0	25	0	0	-1.0	-1.0
chr14	96241504	96244329	624	2825	+	0	0	602	0	0	0	0	0	-1.0	-1.0
chr14	51649515	51651744	145438	2229	-	0	0	504	0	0	0	0	0	-1.0	-1.0
chr6	31952030	31952084	629	54	+	0	0	11	0	0	0	0	0	-1.0	-1.0
chr6_GL000251v2_alt	3429457	3429511	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000252v2_alt	3199810	3199864	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000254v2_alt	3294066	3294120	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000255v2_alt	3208005	3208059	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr6_GL000256v2_alt	3253219	3253273	629	54	+	0	0	0	0	0	0	0	0	-1.0	-1.0
chr1	23961877	23963459	55629	1582	+	0.00466550029159	30.7441896306	535	12003	56	626	24	284	-1.0	-1.0
chr18	74804069	74804627	55628	558	+	0.0	0.0491121240105	199	1	0	1	0	0	-1.0	-1.0
chr18	74920712	74921057	55628	345	+	0	0	126	0	0	0	0	0	-1.0	-1.0
chr18	75064468	75065672	55628	1204	+	0.00852676456656	4.07630629287	365	2111	18	83	8	0	-1.0	-1.0
chr19	48196827	48197620	374920	793	+	0.00393137955683	15.8141039314	135	5596	22	322	10	0	-1.0	-1.0
chr16	20733665	20736879	55623	3214	-	0.0023789133124	23.672043773	1033	10509	25	482	11	0	-1.0	-1.0
chr2	32820938	32821051	55622	113	+	0.0042226487524	7.36681860157	41	2605	11	150	7	0	-1.0	-1.0
chr19	13104899	13104934	55621	35	-	0.00234741784038	4.37097903693	8	426	1	89	1	0	-1.0	-1.0
chr19	4324042	4324132	55620	90	-	0.0	4.76387602902	16	527	0	97	0	0	-1.0	-1.0
chr2	130151391	130152884	55627	1493	-	0.00108641975309	81.6243501054	340	40500	44	1662	11	0	-1.0	-1.0
chr2	130153042	130153171	55627	129	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr2	130153318	130153450	55627	132	-	0	0	20	0	0	0	0	0	-1.0	-1.0
chr2	130153701	130153935	55627	234	-	0	0	40	0	0	0	0	0	-1.0	-1.0
chr2	130154276	130154482	55627	206	-	0	0	36	0	0	0	0	0	-1.0	-1.0
chr2	130155095	130155259	55627	164	-	0	0	36	0	0	0	0	0	-1.0	-1.0
chr2	130156034	130156135	55627	101	-	0	0	17	0	0	0	0	0	-1.0	-1.0
chr2	130156584	130156675	55627	91	-	0	0	24	0	0	0	0	0	-1.0	-1.0
chr2	130157250	130157396	55627	146	-	0	0	25	0	0	0	0	0	-1.0	-1.0
chr2	130161185	130161272	55627	87	-	0	0	14	0	0	0	0	0	-1.0	-1.0
chr2	130164373	130164445	55627	72	-	0	0	24	0	0	0	0	0	-1.0	-1.0
chr2	130167457	130167590	55627	133	-	0	0	27	0	0	0	0	0	-1.0	-1.0
chr2	130172348	130172500	55627	152	-	0	0	33	0	0	0	0	0	-1.0	-1.0
chr2	130172624	130172677	55627	53	-	0	0	19	0	0	0	0	0	-1.0	-1.0
chr2	130172786	130172895	55627	109	-	0	0	25	0	0	0	0	0	-1.0	-1.0
chr2	130173278	130173354	55627	76	-	0	0	26	0	0	0	0	0	-1.0	-1.0
chr2	130173513	130173656	55627	143	-	0	0	37	0	0	0	0	0	-1.0	-1.0
chr2	130174913	130175000	55627	87	-	0	0	21	0	0	0	0	0	-1.0	-1.0
chr2	130176553	130176637	55627	84	-	0	0	24	0	0	0	0	0	-1.0	-1.0
chr2	130181529	130182750	55627	1221	-	0	0	193	0	0	0	0	0	-1.0	-1.0
chr11	46396411	46397449	55626	1038	-	0.00242644828632	13.0638249868	215	3297	8	266	4	0	-1.0	-1.0
chr16	84974460	84976342	55625	1882	-	0.00197960149761	50.7819362268	505	23237	46	1034	20	1	-1.0	-1.0
chr1	46188680	46189269	55624	589	-	0.0	3.04495168865	152	1005	0	62	0	0	-1.0	-1.0
chr2	208165346	208165806	389073	460	-	0	0	155	0	0	0	0	0	-1.0	-1.0
chr2	207821287	207828318	389072	7031	-	0.0137130801688	2.55383044854	2095	948	13	52	5	1	-1.0	-1.0
chr2	219327408	219327516	389075	108	-	0	0	28	0	0	0	0	0	-1.0	-1.0
chrX	141583673	141583737	728712	64	+	0	0	22	0	0	0	0	0	-1.0	-1.0
chrX	141590708	141590772	728712	64	+	0	0	16	0	0	0	0	0	-1.0	-1.0
chr1	20354263	20354894	127731	631	+	0	0	136	0	0	0	0	0	-1.0	-1.0
chr1	20191404	20196048	127733	4644	+	0.0	0.0982242480209	1283	36	0	2	0	0	-1.0	-1.0
chr9	93318027	93319373	65268	1346	+	0	0	367	0	0	0	0	0	-1.0	-1.0
chr9	93320392	93320572	65268	180	+	0.0	0.0491121240105	44	1	0	1	0	0	-1.0	-1.0
chr17	48927134	48929060	65264	1926	+	0.00199742268041	32.2175533509	553	15520	31	656	12	0	-1.0	-1.0
chr8	145054157	145056030	65265	1873	+	0.000534759358289	60.1132397888	537	22440	12	1224	6	57	-1.0	-1.0
chr17	42796688	42797066	65266	378	+	0	0	78	0	0	0	0	0	-1.0	-1.0
chrX	54192822	54198323	65267	5501	-	0	0	1958	0	0	0	0	0	-1.0	-1.0
chr1	52686341	52687719	65260	1378	-	0.0	4.02719416886	385	1128	0	82	0	5	-1.0	-1.0
chr22	16590757	16590876	150160	119	-	0	0	34	0	0	0	0	0	-1.0	-1.0
chrX	153907375	153907728	393	353	-	6.2190021611e-05	205.9762481	72	64319	4	4194	2	0	-1.0	-1.0
chr11	46677074	46679036	392	1962	-	0.00353060858117	38.9950264643	504	16711	59	794	21	10	-1.0	-1.0
