PeakID (cmd=annotatePeaks.pl MV411_1_115_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_115_R1_peak_441	chr1	161718767	161719165	+	597	NA	Intergenic	NA	-3687	FCRLB								
MV411_1_115_R1_peak_6500	chr8	11858651	11859102	+	595	NA	intron (CTSB, intron 1 of 9)	NA	9261	CTSB								
MV411_1_115_R1_peak_4410	chr22	26428698	26429050	+	585	NA	promoter-TSS (ASPHD2)	NA	-440	ASPHD2								
MV411_1_115_R1_peak_1574	chr12	102504314	102504617	+	583	NA	Intergenic	NA	-25899	IGF1								
MV411_1_115_R1_peak_4898	chr3	168156526	168156905	+	582	NA	Intergenic	NA	-60791	GOLIM4								
MV411_1_115_R1_peak_941	chr10	127926571	127926851	+	581	NA	intron (PTPRE, intron 1 of 20)	NA	-33764	CLRN3								
MV411_1_115_R1_peak_5105	chr4	63581131	63581410	+	574	NA	Intergenic	NA	828190	TECRL								
MV411_1_115_R1_peak_1342	chr12	6745654	6745987	+	566	NA	Intergenic	NA	7650	MLF2								
MV411_1_115_R1_peak_7031	chr9	27634884	27635204	+	565	NA	Intergenic	NA	-61551	C9orf72								
MV411_1_115_R1_peak_6927	chr8	132895486	132896083	+	564	NA	intron (TG, intron 11 of 36)	NA	28824	TG								
MV411_1_115_R1_peak_1880	chr14	69317799	69318113	+	564	NA	intron (GALNT16, intron 1 of 15)	NA	57992	GALNT16								
MV411_1_115_R1_peak_2337	chr16	23863725	23864085	+	563	NA	intron (PRKCB, intron 2 of 16)	NA	27926	PRKCB								
MV411_1_115_R1_peak_3266	chr19	41576005	41576329	+	558	NA	promoter-TSS (CEACAM21)	NA	-12	CEACAM21								
MV411_1_115_R1_peak_3042	chr19	4242050	4242432	+	555	NA	Intergenic	NA	-4873	CCDC94								
MV411_1_115_R1_peak_6627	chr8	39848663	39849065	+	555	NA	Intergenic	NA	-10575	ADAM2								
MV411_1_115_R1_peak_3579	chr2	62039266	62039672	+	552	NA	intron (COMMD1, intron 2 of 2)	NA	150634	COMMD1								
MV411_1_115_R1_peak_3761	chr2	129812016	129812560	+	550	NA	Intergenic	NA	-110889	AC079776.3								
MV411_1_115_R1_peak_4172	chr20	37005488	37005929	+	548	NA	intron (RBL1, intron 19 of 20)	NA	-53865	SAMHD1								
MV411_1_115_R1_peak_3222	chr19	35903577	35903893	+	544	NA	TTS (TYROBP)	NA	1255	HCST								
MV411_1_115_R1_peak_6684	chr8	55885576	55885952	+	542	NA	intron (LYN, intron 1 of 12)	NA	5937	LYN								
MV411_1_115_R1_peak_2239	chr15	93179080	93179373	+	541	NA	Intergenic	NA	-26846	UNQ9370								
MV411_1_115_R1_peak_3567	chr2	58039158	58039485	+	537	NA	intron (VRK2, intron 4 of 15)	NA	-7273	VRK2								
MV411_1_115_R1_peak_3571	chr2	60439406	60439702	+	536	NA	Intergenic	NA	-37437	LOC102724142								
MV411_1_115_R1_peak_6860	chr8	119956190	119956547	+	535	NA	intron (DEPTOR, intron 3 of 8)	NA	82713	DEPTOR								
MV411_1_115_R1_peak_6358	chr7	100887643	100887948	+	534	NA	TTS (UFSP1)	NA	1923	UFSP1								
MV411_1_115_R1_peak_6178	chr7	5693433	5693778	+	533	NA	intron (RNF216, intron 11 of 14)	NA	-3195	LOC101927301								
MV411_1_115_R1_peak_1721	chr13	30713154	30713438	+	533	NA	promoter-TSS (ALOX5AP)	NA	-22212	ALOX5AP								
MV411_1_115_R1_peak_983	chr11	7520982	7521389	+	531	NA	intron (PPFIBP2, intron 1 of 25)	NA	7253	PPFIBP2								
MV411_1_115_R1_peak_1398	chr12	26340660	26341081	+	531	NA	intron (ITPR2, intron 55 of 56)	NA	-126093	LOC101928554								
MV411_1_115_R1_peak_5240	chr4	140790902	140791206	+	531	NA	Intergenic	NA	-34737	TBC1D9								
MV411_1_115_R1_peak_2696	chr17	44079948	44080220	+	531	NA	intron (HDAC5, intron 23 of 26)	NA	9354	G6PC3								
MV411_1_115_R1_peak_41	chr1	12510316	12510786	+	528	NA	exon (VPS13D, exon 70 of 70)	NA	3305	SNORA59A								
MV411_1_115_R1_peak_604	chr1	229023655	229023924	+	525	NA	Intergenic	NA	232515	LOC102723935								
MV411_1_115_R1_peak_1069	chr11	58575685	58576101	+	520	NA	promoter-TSS (LPXN)	NA	2273	LPXN								
MV411_1_115_R1_peak_1539	chr12	89346392	89346775	+	519	NA	Intergenic	NA	5936	DUSP6								
MV411_1_115_R1_peak_305	chr1	104388055	104388416	+	517	NA	Intergenic	NA	315212	LOC100129138								
MV411_1_115_R1_peak_7158	chr9	117783192	117783544	+	514	NA	Intergenic	NA	79193	TLR4								
MV411_1_115_R1_peak_3121	chr19	12665154	12665489	+	514	NA	intron (MAN2B1, intron 3 of 23)	NA	1456	MAN2B1								
MV411_1_115_R1_peak_3533	chr2	43717334	43717677	+	509	NA	intron (PLEKHH2, intron 15 of 21)	NA	-41183	LOC728819								
MV411_1_115_R1_peak_904	chr10	117237324	117237733	+	509	NA	Intergenic	NA	-3545	SLC18A2								
MV411_1_115_R1_peak_5976	chr6	105601488	105601900	+	509	NA	Intergenic	NA	122890	LOC102724460								
MV411_1_115_R1_peak_5339	chr5	10632061	10632413	+	505	NA	intron (ANKRD33B, intron 1 of 2)	NA	67460	ANKRD33B								
MV411_1_115_R1_peak_3075	chr19	6802469	6802785	+	505	NA	intron (VAV1, intron 1 of 25)	NA	29959	VAV1								
MV411_1_115_R1_peak_2995	chr18	77081428	77081728	+	503	NA	intron (MBP, intron 1 of 6)	NA	-64479	MBP								
MV411_1_115_R1_peak_2121	chr15	66866053	66866571	+	501	NA	Intergenic	NA	75842	LOC102723481								
MV411_1_115_R1_peak_4245	chr20	53751386	53751678	+	497	NA	Intergenic	NA	124177	SUMO1P1								
MV411_1_115_R1_peak_5549	chr5	125829334	125829656	+	497	NA	Intergenic	NA	336234	RP11-756H20.1								
MV411_1_115_R1_peak_4635	chr3	45972497	45972914	+	497	NA	intron (FYCO1, intron 6 of 17)	NA	23119	FYCO1								
MV411_1_115_R1_peak_3504	chr2	38128608	38129088	+	497	NA	Intergenic	NA	-2257	CYP1B1-AS1								
MV411_1_115_R1_peak_1806	chr14	24673040	24673474	+	494	NA	Intergenic	NA	-39031	GZMB								
MV411_1_115_R1_peak_2138	chr15	69666934	69667254	+	493	NA	Intergenic	NA	105374	RP11-279F6.1								
MV411_1_115_R1_peak_1117	chr11	66443577	66443891	+	492	NA	Intergenic	NA	-4895	MRPL11								
MV411_1_115_R1_peak_6697	chr8	58172846	58173247	+	491	NA	Intergenic	NA	99055	LOC101929528								
MV411_1_115_R1_peak_293	chr1	96362816	96363098	+	490	NA	intron (RP5-898J17.1, intron 1 of 5)	NA	11168	RP5-898J17.1								
MV411_1_115_R1_peak_3105	chr19	9927282	9927866	+	486	NA	intron (OLFM2, intron 1 of 5)	NA	8820	OLFM2								
MV411_1_115_R1_peak_5018	chr4	11439863	11440166	+	486	NA	Intergenic	NA	-18375	HS3ST1								
MV411_1_115_R1_peak_5844	chr6	31586473	31586832	+	485	NA	promoter-TSS (LST1)	NA	-548	LST1								
MV411_1_115_R1_peak_4205	chr20	45321201	45321537	+	483	NA	Intergenic	NA	-12803	MATN4								
MV411_1_115_R1_peak_4889	chr3	159950544	159950947	+	482	NA	intron (IL12A-AS1, intron 9 of 9)	NA	-38091	IL12A								
MV411_1_115_R1_peak_3651	chr2	84898438	84898798	+	480	NA	Intergenic	NA	-7021	TMSB10								
MV411_1_115_R1_peak_3851	chr2	172280889	172281164	+	480	NA	Intergenic	NA	-146560	ITGA6								
MV411_1_115_R1_peak_155	chr1	36759632	36759955	+	476	NA	Intergenic	NA	274450	GRIK3								
MV411_1_115_R1_peak_7388	chrY	7724261	7724631	+	472	NA	Intergenic	NA	-23199	TTTY16								
MV411_1_115_R1_peak_4739	chr3	72756908	72757372	+	472	NA	intron (SHQ1, intron 10 of 10)	NA	-65011	LOC101927225								
MV411_1_115_R1_peak_5555	chr5	131209422	131209845	+	472	NA	Intergenic	NA	38685	LYRM7								
MV411_1_115_R1_peak_2729	chr17	55640082	55640346	+	471	NA	intron (LOC101927389, intron 4 of 4)	NA	27228	LOC101927389								
MV411_1_115_R1_peak_2182	chr15	78361283	78361570	+	470	NA	Intergenic	NA	21102	CRABP1								
MV411_1_115_R1_peak_3188	chr19	19661986	19662253	+	470	NA	intron (ATP13A1, intron 1 of 24)	NA	1575	ATP13A1								
MV411_1_115_R1_peak_6244	chr7	36283692	36284033	+	464	NA	intron (EEPD1, intron 4 of 7)	NA	83311	KIAA0895								
MV411_1_115_R1_peak_545	chr1	208065883	208066237	+	463	NA	intron (PLXNA2, intron 12 of 31)	NA	-154722	CD34								
MV411_1_115_R1_peak_3018	chr19	1076987	1077351	+	460	NA	exon (HMHA1, exon 1 of 13)	NA	11246	HMHA1								
MV411_1_115_R1_peak_5821	chr6	26577442	26577706	+	457	NA	TTS (TRNAY7)	NA	470	TRNAY7								
MV411_1_115_R1_peak_4732	chr3	72102125	72102497	+	457	NA	Intergenic	NA	-1856	LINC00877								
MV411_1_115_R1_peak_3537	chr2	45836792	45837058	+	457	NA	intron (PRKCE, intron 5 of 19)	NA	160209	PRKCE								
MV411_1_115_R1_peak_527	chr1	203287485	203287814	+	457	NA	intron (RP11-134P9.3, intron 1 of 2)	NA	613	RP11-134P9.3								
MV411_1_115_R1_peak_4678	chr3	52121741	52122092	+	454	NA	intron (POC1A, intron 9 of 10)	NA	32774	POC1A								
MV411_1_115_R1_peak_559	chr1	212794522	212794863	+	454	NA	intron (TATDN3, intron 1 of 9)	NA	2864	TATDN3								
MV411_1_115_R1_peak_3217	chr19	35205363	35205666	+	452	NA	Intergenic	NA	23211	FAM187B								
MV411_1_115_R1_peak_39	chr1	12184316	12184643	+	451	NA	intron (TNFRSF1B, intron 1 of 9)	NA	-7234	MIR4632								
MV411_1_115_R1_peak_5882	chr6	37183238	37183656	+	450	NA	Intergenic	NA	13301	PIM1								
MV411_1_115_R1_peak_2453	chr16	66524770	66525129	+	448	NA	intron (TK2, intron 5 of 8)	NA	25342	TK2								
MV411_1_115_R1_peak_1099	chr11	63503528	63503792	+	448	NA	Intergenic	NA	-4327	LGALS12								
MV411_1_115_R1_peak_4956	chr3	191246082	191246396	+	448	NA	intron (OSTN, intron 3 of 4)	NA	33706	OSTN								
MV411_1_115_R1_peak_4928	chr3	184546209	184546567	+	448	NA	Intergenic	NA	-15411	EPHB3								
MV411_1_115_R1_peak_1436	chr12	47888980	47889334	+	447	NA	intron (VDR, intron 1 of 9)	NA	15874	VDR								
MV411_1_115_R1_peak_1202	chr11	83438407	83438808	+	447	NA	Intergenic	NA	152080	LOC102724712								
MV411_1_115_R1_peak_410	chr1	157106468	157106732	+	446	NA	Intergenic	NA	-6792	ETV3L								
MV411_1_115_R1_peak_3636	chr2	73926699	73927022	+	445	NA	promoter-TSS (DGUOK)	NA	34	DGUOK								
MV411_1_115_R1_peak_6794	chr8	96645562	96645903	+	445	NA	intron (CPQ, intron 1 of 4)	NA	505	CPQ								
MV411_1_115_R1_peak_3383	chr19	54208058	54208479	+	445	NA	TTS (RPS9)	NA	7435	RPS9								
MV411_1_115_R1_peak_1736	chr13	35993047	35993375	+	445	NA	intron (DCLK1, intron 3 of 17)	NA	-137350	DCLK1								
MV411_1_115_R1_peak_6707	chr8	60332884	60333249	+	442	NA	Intergenic	NA	-51671	CA8								
MV411_1_115_R1_peak_3640	chr2	74080017	74080372	+	442	NA	intron (TET3, intron 4 of 10)	NA	67718	BOLA3								
MV411_1_115_R1_peak_2984	chr18	75173052	75173349	+	442	NA	Intergenic	NA	35211	ZADH2								
MV411_1_115_R1_peak_6555	chr8	24330575	24330807	+	442	NA	intron (ADAM28, intron 9 of 20)	NA	-29494	RP11-624C23.1								
MV411_1_115_R1_peak_6347	chr7	98133262	98133547	+	438	NA	intron (LMTK2, intron 1 of 13)	NA	26519	LMTK2								
MV411_1_115_R1_peak_2446	chr16	61887910	61888184	+	435	NA	intron (CDH8, intron 3 of 11)	NA	148409	CDH8								
MV411_1_115_R1_peak_240	chr1	62800759	62801072	+	435	NA	intron (ATG4C, intron 1 of 10)	NA	15765	ATG4C								
MV411_1_115_R1_peak_1232	chr11	101508410	101508779	+	435	NA	intron (TRPC6, intron 1 of 11)	NA	11261	MIR3920								
MV411_1_115_R1_peak_5645	chr5	159362093	159362577	+	435	NA	exon (AC008697.1, exon 5 of 5)	NA	30817	AC008697.1								
MV411_1_115_R1_peak_133	chr1	32066588	32066868	+	434	NA	Intergenic	NA	-6193	TMEM39B								
MV411_1_115_R1_peak_3869	chr2	181456682	181457007	+	432	NA	promoter-TSS (ITGA4)	NA	-48	ITGA4								
MV411_1_115_R1_peak_1699	chr13	28031391	28031863	+	431	NA	intron (FLT3, intron 15 of 23)	NA	-42990	URAD								
MV411_1_115_R1_peak_1558	chr12	95428497	95428790	+	431	NA	intron (LOC101928779, intron 3 of 3)	NA	13823	LOC101928779								
MV411_1_115_R1_peak_5935	chr6	67898074	67898376	+	429	NA	Intergenic	NA	-142698	LOC102723883								
MV411_1_115_R1_peak_617	chr1	232655430	232655780	+	427	NA	Intergenic	NA	-81377	SIPA1L2								
MV411_1_115_R1_peak_2637	chr17	30728474	30728900	+	427	NA	intron (SUZ12P1, intron 1 of 7)	NA	19079	SUZ12P1								
MV411_1_115_R1_peak_5755	chr6	11519397	11519943	+	427	NA	Intergenic	NA	-18557	TMEM170B								
MV411_1_115_R1_peak_3173	chr19	18291549	18291872	+	425	NA	Intergenic	NA	9581	MIR3188								
MV411_1_115_R1_peak_785	chr10	71775328	71775739	+	424	NA	intron (CDH23, intron 38 of 69)	NA	-1953	C10orf54								
MV411_1_115_R1_peak_157	chr1	37796863	37797131	+	423	NA	intron (MANEAL, intron 3 of 3)	NA	2895	MANEAL								
MV411_1_115_R1_peak_1544	chr12	89856397	89856835	+	421	NA	Intergenic	NA	147661	LINC00936								
MV411_1_115_R1_peak_6422	chr7	138654704	138654994	+	418	NA	intron (SVOPL, intron 3 of 11)	NA	9375	SVOPL								
MV411_1_115_R1_peak_1600	chr12	108313812	108314193	+	418	NA	intron (CMKLR1, intron 1 of 2)	NA	6660	CMKLR1								
MV411_1_115_R1_peak_5815	chr6	25138182	25138492	+	415	NA	promoter-TSS (CMAHP)	NA	-514	CMAHP								
MV411_1_115_R1_peak_74	chr1	22019059	22019441	+	414	NA	Intergenic	NA	-5941	LINC00339								
MV411_1_115_R1_peak_1089	chr11	62123686	62123970	+	414	NA	promoter-TSS (INCENP)	NA	-145	INCENP								
MV411_1_115_R1_peak_521	chr1	201715704	201716133	+	413	NA	intron (NAV1, intron 5 of 31)	NA	-3590	MIR5191								
MV411_1_115_R1_peak_927	chr10	124523341	124523732	+	412	NA	intron (LHPP, intron 6 of 6)	NA	61713	LHPP								
MV411_1_115_R1_peak_6193	chr7	16933904	16934265	+	412	NA	Intergenic	NA	-52095	AGR3								
MV411_1_115_R1_peak_528	chr1	203289414	203289774	+	412	NA	TTS (RP11-134P9.3)	NA	2558	RP11-134P9.3								
MV411_1_115_R1_peak_988	chr11	9017866	9018161	+	412	NA	Intergenic	NA	-13964	NRIP3								
MV411_1_115_R1_peak_7133	chr9	109086242	109086539	+	411	NA	intron (TMEM245, intron 6 of 17)	NA	33555	TMEM245								
MV411_1_115_R1_peak_4288	chr21	18460999	18461272	+	411	NA	Intergenic	NA	-57482	TMPRSS15								
MV411_1_115_R1_peak_1939	chr14	89720840	89721158	+	411	NA	Intergenic	NA	-87170	LOC102723683								
MV411_1_115_R1_peak_3141	chr19	15286246	15286593	+	410	NA	Intergenic	NA	-5968	BRD4								
MV411_1_115_R1_peak_3421	chr2	8303531	8303920	+	408	NA	intron (LINC00299, intron 2 of 8)	NA	24694	LINC00299								
MV411_1_115_R1_peak_2792	chr17	73271002	73271386	+	405	NA	Intergenic	NA	-9314	CPSF4L								
MV411_1_115_R1_peak_403	chr1	155990029	155990269	+	405	NA	Intergenic	NA	-11967	ARHGEF2								
MV411_1_115_R1_peak_6231	chr7	29135894	29136177	+	399	NA	intron (CPVL, intron 3 of 14)	NA	-10540	LOC644086								
MV411_1_115_R1_peak_541	chr1	206967510	206967812	+	398	NA	intron (FCAMR, intron 3 of 9)	NA	2964	FCAMR								
MV411_1_115_R1_peak_6054	chr6	136228882	136229152	+	397	NA	Intergenic	NA	21294	MTFR2								
MV411_1_115_R1_peak_5552	chr5	126358016	126358271	+	397	NA	Intergenic	NA	35798	LOC101927514								
MV411_1_115_R1_peak_2439	chr16	58426146	58426514	+	397	NA	Intergenic	NA	33936	GINS3								
MV411_1_115_R1_peak_3893	chr2	196211249	196211541	+	396	NA	intron (HECW2, intron 25 of 25)	NA	-39783	STK17B								
MV411_1_115_R1_peak_5164	chr4	99816690	99816944	+	396	NA	promoter-TSS (DAPP1)	NA	-7	DAPP1								
MV411_1_115_R1_peak_2974	chr18	68436375	68436785	+	394	NA	Intergenic	NA	278524	TMX3								
MV411_1_115_R1_peak_1389	chr12	22539014	22539508	+	392	NA	intron (C2CD5, intron 2 of 28)	NA	5247	C2CD5								
MV411_1_115_R1_peak_4469	chr22	40436523	40436915	+	392	NA	intron (MKL1, intron 4 of 14)	NA	66135	SGSM3								
MV411_1_115_R1_peak_4867	chr3	144028738	144029076	+	392	NA	Intergenic	NA	55582	C3orf58								
MV411_1_115_R1_peak_6543	chr8	22704932	22705482	+	390	NA	Intergenic	NA	-12364	EGR3								
MV411_1_115_R1_peak_892	chr10	110867518	110867782	+	390	NA	Intergenic	NA	3254	PDCD4-AS1								
MV411_1_115_R1_peak_6641	chr8	42284607	42284873	+	390	NA	intron (IKBKB, intron 2 of 16)	NA	13424	IKBKB								
MV411_1_115_R1_peak_651	chr1	243459040	243459343	+	389	NA	intron (SDCCAG8, intron 15 of 16)	NA	-12834	LOC102724256								
MV411_1_115_R1_peak_4448	chr22	36864528	36864883	+	388	NA	intron (NCF4, intron 2 of 9)	NA	3717	NCF4								
MV411_1_115_R1_peak_4244	chr20	53707698	53707982	+	384	NA	Intergenic	NA	-124743	ZNF217								
MV411_1_115_R1_peak_3313	chr19	46124897	46125211	+	382	NA	promoter-TSS (IGFL3)	NA	-380	IGFL3								
