PeakID (cmd=annotatePeaks.pl M6_1_123_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_1_123_R1_peak_4095	chr15	50354778	50355722	+	544	NA	promoter-TSS (FLJ10038)	NA	158	GABPB1								
M6_1_123_R1_peak_2534	chr11	120344319	120344773	+	542	NA	intron (ARHGEF12, intron 1 of 40)	NA	7991	ARHGEF12								
M6_1_123_R1_peak_9256	chr3	170356763	170357863	+	540	NA	promoter-TSS (SKIL)	NA	-2310	SKIL								
M6_1_123_R1_peak_8634	chr3	9749712	9750281	+	539	NA	promoter-TSS (OGG1)	NA	52	OGG1								
M6_1_123_R1_peak_4998	chr16	88491532	88492039	+	537	NA	intron (ZFPM1, intron 3 of 9)	NA	22867	MIR5189								
M6_1_123_R1_peak_12185	chr8	102238553	102239455	+	537	NA	promoter-TSS (RRM2B)	NA	-173	RRM2B								
M6_1_123_R1_peak_7274	chr2	101223773	101224226	+	534	NA	Intergenic	NA	-28884	CNOT11								
M6_1_123_R1_peak_207	chr1	25033883	25034373	+	534	NA	Intergenic	NA	10625	MIR4425								
M6_1_123_R1_peak_2782	chr12	46217962	46218383	+	534	NA	intron (SLC38A1, intron 4 of 15)	NA	51253	SLC38A1								
M6_1_123_R1_peak_10445	chr5	172772342	172772752	+	533	NA	Intergenic	NA	-1347	DUSP1								
M6_1_123_R1_peak_1313	chr1	247548098	247548504	+	533	NA	promoter-TSS (GCSAML)	NA	-744	GCSAML								
M6_1_123_R1_peak_3195	chr12	122646699	122647214	+	533	NA	Intergenic	NA	56401	HCAR2								
M6_1_123_R1_peak_6118	chr19	5139173	5139594	+	532	NA	intron (KDM4B, intron 19 of 23)	NA	170271	KDM4B								
M6_1_123_R1_peak_6601	chr19	45790920	45791478	+	532	NA	intron (DMWD, intron 1 of 4)	NA	1603	DMWD								
M6_1_123_R1_peak_9991	chr5	40486725	40487281	+	530	NA	Intergenic	NA	-193948	PTGER4								
M6_1_123_R1_peak_7723	chr2	231545493	231545905	+	530	NA	Intergenic	NA	-15254	NMUR1								
M6_1_123_R1_peak_7243	chr2	96638151	96638612	+	528	NA	promoter-TSS (KANSL3)	NA	-1101	KANSL3								
M6_1_123_R1_peak_5295	chr17	32608988	32609514	+	526	NA	intron (MYO1D, intron 20 of 21)	NA	-11989	LOC102724697								
M6_1_123_R1_peak_2659	chr12	6953516	6954149	+	522	NA	intron (PTPN6, intron 3 of 15)	NA	7255	PTPN6								
M6_1_123_R1_peak_10220	chr5	124649673	124650041	+	522	NA	intron (ZNF608, intron 3 of 10)	NA	96942	ZNF608								
M6_1_123_R1_peak_6045	chr19	2263537	2263996	+	521	NA	Intergenic	NA	-5755	OAZ1								
M6_1_123_R1_peak_5202	chr17	17236989	17237485	+	521	NA	promoter-TSS (FLCN)	NA	-49	FLCN								
M6_1_123_R1_peak_532	chr1	77683202	77683833	+	520	NA	promoter-TSS (ZZZ3)	NA	-107	ZZZ3								
M6_1_123_R1_peak_6609	chr19	46600771	46601406	+	519	NA	promoter-TSS (CALM3)	NA	112	PPP5D1								
M6_1_123_R1_peak_3445	chr13	79481073	79481615	+	518	NA	promoter-TSS (NDFIP2-AS1)	NA	-113	NDFIP2-AS1								
M6_1_123_R1_peak_9096	chr3	128603641	128604221	+	517	NA	Intergenic	NA	-27845	C3orf27								
M6_1_123_R1_peak_4621	chr16	18801356	18802015	+	517	NA	promoter-TSS (ARL6IP1)	NA	-150	ARL6IP1								
M6_1_123_R1_peak_10178	chr5	109656843	109657252	+	517	NA	Intergenic	NA	-32319	MAN2A1								
M6_1_123_R1_peak_7735	chr2	233165860	233166310	+	517	NA	intron (INPP5D, intron 13 of 26)	NA	-85578	ATG16L1								
M6_1_123_R1_peak_6227	chr19	11323965	11324622	+	517	NA	exon (RAB3D, exon 5 of 5)	NA	15375	RAB3D								
M6_1_123_R1_peak_5141	chr17	7573482	7573998	+	517	NA	promoter-TSS (SNORA48)	NA	-973	SNORA48								
M6_1_123_R1_peak_8210	chr21	34865538	34865926	+	516	NA	intron (RUNX1, intron 5 of 8)	NA	-15268	LOC101928240								
M6_1_123_R1_peak_111	chr1	11740742	11741170	+	512	NA	intron (AGTRAP, intron 1 of 3)	NA	4871	AGTRAP								
M6_1_123_R1_peak_11246	chr6	160051383	160051799	+	512	NA	intron (IGF2R, intron 19 of 47)	NA	-41491	LOC729603								
M6_1_123_R1_peak_3870	chr14	90396807	90397151	+	512	NA	promoter-TSS (CALM1)	NA	-4	CALM1								
M6_1_123_R1_peak_11462	chr7	40134503	40135040	+	508	NA	promoter-TSS (SUGCT)	NA	-119	MPLKIP								
M6_1_123_R1_peak_12751	chr9	126985844	126986229	+	507	NA	intron (RALGPS1, intron 4 of 17)	NA	71256	RALGPS1								
M6_1_123_R1_peak_283	chr1	30756525	30757205	+	503	NA	intron (LAPTM5, intron 1 of 7)	NA	971	LAPTM5								
M6_1_123_R1_peak_1660	chr10	87863140	87863834	+	501	NA	promoter-TSS (PTEN)	NA	-50	KLLN								
M6_1_123_R1_peak_577	chr1	93078984	93079449	+	501	NA	promoter-TSS (MTF2)	NA	-19	MTF2								
M6_1_123_R1_peak_11777	chr7	135509997	135510491	+	501	NA	promoter-TSS (CNOT4)	NA	-117	CNOT4								
M6_1_123_R1_peak_4099	chr15	51077021	51077537	+	498	NA	intron (TNFAIP8L3, intron 2 of 2)	NA	27997	TNFAIP8L3								
M6_1_123_R1_peak_8954	chr3	58491634	58492296	+	496	NA	promoter-TSS (KCTD6)	NA	-1950	KCTD6								
M6_1_123_R1_peak_4933	chr16	78099282	78099755	+	496	NA	promoter-TSS (WWOX)	NA	88	WWOX								
M6_1_123_R1_peak_1161	chr1	221097702	221098205	+	496	NA	intron (LOC101929750, intron 2 of 2)	NA	20115	LOC101929750								
M6_1_123_R1_peak_12866	chr9	134195524	134195902	+	496	NA	Intergenic	NA	-23390	LOC101928384								
M6_1_123_R1_peak_8311	chr22	17106858	17107317	+	494	NA	intron (IL17RA, intron 11 of 12)	NA	14280	CECR6								
M6_1_123_R1_peak_1935	chr11	2301734	2302412	+	493	NA	promoter-TSS (TSPAN32)	NA	54	TSPAN32								
M6_1_123_R1_peak_12245	chr8	124474484	124474916	+	491	NA	promoter-TSS (RNF139-AS1)	NA	-67	RNF139								
M6_1_123_R1_peak_9953	chr5	32312768	32313327	+	489	NA	promoter-TSS (MTMR12)	NA	-59	MTMR12								
M6_1_123_R1_peak_8251	chr21	39313487	39314116	+	488	NA	promoter-TSS (BRWD1)	NA	-15	BRWD1								
M6_1_123_R1_peak_4156	chr15	63503164	63503582	+	488	NA	Intergenic	NA	-1220	USP3								
M6_1_123_R1_peak_7871	chr20	10433825	10434724	+	485	NA	promoter-TSS (MKKS)	NA	-1029	SLX4IP								
M6_1_123_R1_peak_3722	chr14	60753575	60754200	+	485	NA	intron (MNAT1, intron 1 of 7)	NA	19146	MNAT1								
M6_1_123_R1_peak_7313	chr2	108594942	108595427	+	485	NA	intron (LIMS1, intron 1 of 10)	NA	-26062	LIMS1								
M6_1_123_R1_peak_8860	chr3	49025470	49025915	+	483	NA	intron (IMPDH2, intron 9 of 13)	NA	3750	IMPDH2								
M6_1_123_R1_peak_6602	chr19	45792596	45793152	+	483	NA	promoter-TSS (DMWD)	NA	-72	DMWD								
M6_1_123_R1_peak_4782	chr16	50841010	50841789	+	482	NA	Intergenic	NA	38321	LOC101927313								
M6_1_123_R1_peak_4117	chr15	55408118	55408725	+	480	NA	promoter-TSS (CCPG1)	NA	89	CCPG1								
M6_1_123_R1_peak_845	chr1	160844866	160845237	+	480	NA	intron (CD244, intron 1 of 8)	NA	17851	CD244								
M6_1_123_R1_peak_14	chr1	1371242	1371719	+	480	NA	Intergenic	NA	3720	AURKAIP1								
M6_1_123_R1_peak_1004	chr1	192805825	192806293	+	480	NA	Intergenic	NA	-2980	RGS2								
M6_1_123_R1_peak_10305	chr5	140214870	140215239	+	479	NA	intron (CYSTM1, intron 2 of 2)	NA	39986	CYSTM1								
M6_1_123_R1_peak_11681	chr7	105012412	105013285	+	479	NA	exon (KMT2E-AS1, exon 1 of 1)	NA	1293	KMT2E-AS1								
M6_1_123_R1_peak_10471	chr5	176448120	176448471	+	476	NA	promoter-TSS (FAF2)	NA	-60	FAF2								
M6_1_123_R1_peak_1078	chr1	205211255	205211970	+	476	NA	promoter-TSS (DSTYK)	NA	-13	DSTYK								
M6_1_123_R1_peak_12816	chr9	129879094	129879513	+	472	NA	intron (USP20, intron 18 of 20)	NA	9653	MIR6855								
M6_1_123_R1_peak_2459	chr11	103109185	103109669	+	472	NA	promoter-TSS (DYNC2H1)	NA	-4	DYNC2H1								
M6_1_123_R1_peak_2177	chr11	61971778	61972200	+	472	NA	Intergenic	NA	4189	LOC399900								
M6_1_123_R1_peak_4460	chr16	690288	690612	+	472	NA	promoter-TSS (WDR24)	NA	-50	WDR24								
M6_1_123_R1_peak_2071	chr11	34339189	34339588	+	472	NA	intron (ABTB2, intron 1 of 16)	NA	18620	ABTB2								
M6_1_123_R1_peak_8465	chr22	36901318	36901705	+	472	NA	Intergenic	NA	-12122	CSF2RB								
M6_1_123_R1_peak_2067	chr11	33893610	33894215	+	471	NA	Intergenic	NA	-24087	LMO2								
M6_1_123_R1_peak_12649	chr9	99819214	99820363	+	469	NA	intron (RP11-554F20.1, intron 1 of 6)	NA	101	RP11-554F20.1								
M6_1_123_R1_peak_2525	chr11	119095392	119095831	+	469	NA	promoter-TSS (H2AFX)	NA	-144	H2AFX								
M6_1_123_R1_peak_3949	chr14	102591848	102592775	+	469	NA	promoter-TSS (RCOR1)	NA	52667	MIR4309								
M6_1_123_R1_peak_32	chr1	2227377	2227946	+	469	NA	Intergenic	NA	-1074	SKI								
M6_1_123_R1_peak_7631	chr2	210170599	210171597	+	469	NA	promoter-TSS (KANSL1L)	NA	246	KANSL1L								
M6_1_123_R1_peak_1581	chr10	72297138	72297610	+	469	NA	Intergenic	NA	23455	DDIT4								
M6_1_123_R1_peak_12006	chr8	37881830	37882249	+	469	NA	intron (RAB11FIP1, intron 1 of 4)	NA	17458	RAB11FIP1								
M6_1_123_R1_peak_6210	chr19	10565896	10566458	+	468	NA	promoter-TSS (KRI1)	NA	-151	KRI1								
M6_1_123_R1_peak_1681	chr10	93702287	93702778	+	468	NA	promoter-TSS (FRA10AC1)	NA	36	FRA10AC1								
M6_1_123_R1_peak_589	chr1	94602293	94602826	+	466	NA	Intergenic	NA	21857	LOC102723542								
M6_1_123_R1_peak_6927	chr2	27081230	27081682	+	465	NA	intron (EMILIN1, intron 3 of 7)	NA	2811	EMILIN1								
M6_1_123_R1_peak_9146	chr3	138915871	138916388	+	465	NA	Intergenic	NA	31011	FOXL2								
M6_1_123_R1_peak_11151	chr6	139640398	139640810	+	465	NA	Intergenic	NA	-130469	LOC100132735								
M6_1_123_R1_peak_10814	chr6	37050155	37050674	+	465	NA	Intergenic	NA	36698	FGD2								
M6_1_123_R1_peak_11941	chr8	22715676	22716141	+	465	NA	intron (PEBP4, intron 6 of 6)	NA	-22606	EGR3								
M6_1_123_R1_peak_3769	chr14	69767521	69768127	+	465	NA	promoter-TSS (LOC100289511)	NA	-111	LOC100289511								
M6_1_123_R1_peak_400	chr1	42931122	42931630	+	465	NA	intron (SLC2A1, intron 2 of 9)	NA	-27673	SLC2A1-AS1								
M6_1_123_R1_peak_8037	chr20	47501679	47502184	+	464	NA	promoter-TSS (NCOA3)	NA	74	NCOA3								
M6_1_123_R1_peak_992	chr1	186375205	186375949	+	464	NA	promoter-TSS (C1orf27)	NA	-181	C1orf27								
M6_1_123_R1_peak_2910	chr12	57522277	57522984	+	464	NA	promoter-TSS (MBD6)	NA	-193	MBD6								
M6_1_123_R1_peak_5985	chr19	695315	695732	+	464	NA	promoter-TSS (PRSS57)	NA	-62	PRSS57								
M6_1_123_R1_peak_10362	chr5	150477352	150477736	+	462	NA	intron (LOC102546298, intron 2 of 2)	NA	8448	LOC102546298								
M6_1_123_R1_peak_9684	chr4	83455461	83456254	+	462	NA	promoter-TSS (MRPS18C)	NA	-34	HELQ								
