PeakID (cmd=annotatePeaks.pl MV411_9_718_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_9_718_R1_peak_5038	chr22	36239460	36239758	+	468	NA	promoter-TSS (APOL2)	NA	-2651	APOL2								
MV411_9_718_R1_peak_503	chr1	151311563	151311932	+	464	NA	intron (PI4KB, intron 3 of 12)	NA	15910	PI4KB								
MV411_9_718_R1_peak_3067	chr17	43360378	43361526	+	462	NA	Intergenic	NA	27946	LINC00910								
MV411_9_718_R1_peak_4296	chr2	88016028	88016743	+	461	NA	Intergenic	NA	39344	KRCC1								
MV411_9_718_R1_peak_3995	chr19	51350620	51351007	+	460	NA	intron (ETFB, intron 3 of 5)	NA	4029	ETFB								
MV411_9_718_R1_peak_54	chr1	9275508	9275902	+	455	NA	Intergenic	NA	-17177	SPSB1								
MV411_9_718_R1_peak_4964	chr22	17258051	17258508	+	454	NA	exon (CECR3, exon 3 of 3)	NA	8454	CECR3								
MV411_9_718_R1_peak_3523	chr19	1113373	1113674	+	453	NA	intron (SBNO2, intron 16 of 28)	NA	9586	GPX4								
MV411_9_718_R1_peak_1243	chr11	46671010	46671392	+	452	NA	intron (ATG13, intron 16 of 16)	NA	29464	ARHGAP1								
MV411_9_718_R1_peak_699	chr1	212558675	212559349	+	448	NA	Intergenic	NA	13322	RP11-61J19.3								
MV411_9_718_R1_peak_1362	chr11	66421649	66421960	+	447	NA	intron (NPAS4, intron 1 of 7)	NA	800	NPAS4								
MV411_9_718_R1_peak_6364	chr6	41723432	41723788	+	447	NA	promoter-TSS (TFEB)	NA	10266	TFEB								
MV411_9_718_R1_peak_4149	chr2	28717366	28717753	+	446	NA	intron (LOC100505774, intron 1 of 1)	NA	18666	LOC100505774								
MV411_9_718_R1_peak_3227	chr17	74513919	74515020	+	444	NA	Intergenic	NA	17005	CD300LB								
MV411_9_718_R1_peak_5329	chr3	72270019	72270328	+	443	NA	Intergenic	NA	118916	LINC00870								
MV411_9_718_R1_peak_2690	chr16	55752851	55754409	+	441	NA	Intergenic	NA	-6969	CES1P1								
MV411_9_718_R1_peak_2659	chr16	46389594	46390111	+	440	NA	Intergenic	NA	179245	ANKRD26P1								
MV411_9_718_R1_peak_7274	chr8	125528825	125529256	+	440	NA	Intergenic	NA	95923	TRIB1								
MV411_9_718_R1_peak_293	chr1	59020179	59020605	+	439	NA	promoter-TSS (RP4-794H19.4)	NA	-17	RP4-794H19.4								
MV411_9_718_R1_peak_1661	chr12	55728939	55729362	+	437	NA	promoter-TSS (CD63)	NA	-12	CD63								
MV411_9_718_R1_peak_7094	chr8	60950957	60951339	+	434	NA	Intergenic	NA	16600	LOC100130298								
MV411_9_718_R1_peak_464	chr1	146051862	146052368	+	433	NA	promoter-TSS (RP11-458D21.1)	NA	129	RNVU1-6								
MV411_9_718_R1_peak_3569	chr19	3125146	3125477	+	428	NA	Intergenic	NA	-10882	GNA15								
MV411_9_718_R1_peak_4739	chr20	37701597	37702126	+	427	NA	intron (CTNNBL1, intron 1 of 15)	NA	7906	CTNNBL1								
MV411_9_718_R1_peak_2086	chr14	69153051	69153376	+	427	NA	promoter-TSS (DCAF5)	NA	-614	DCAF5								
MV411_9_718_R1_peak_6201	chr6	13302862	13303313	+	423	NA	Intergenic	NA	-7501	RP1-257A7.4								
MV411_9_718_R1_peak_681	chr1	206679746	206680023	+	419	NA	Intergenic	NA	-5136	MAPKAPK2								
MV411_9_718_R1_peak_6710	chr7	62454621	62454882	+	416	NA	Intergenic	NA	849305	ZNF733P								
MV411_9_718_R1_peak_4639	chr20	5798043	5798406	+	416	NA	intron (C20orf196, intron 2 of 2)	NA	47827	C20orf196								
MV411_9_718_R1_peak_1805	chr12	120292893	120293497	+	416	NA	promoter-TSS (SIRT4)	NA	42	RNU4-1								
MV411_9_718_R1_peak_6789	chr7	101717584	101718403	+	411	NA	Intergenic	NA	-88697	MYL10								
MV411_9_718_R1_peak_4261	chr2	71068388	71068762	+	410	NA	promoter-TSS (NAGK)	NA	-17	NAGK								
MV411_9_718_R1_peak_773	chr1	234980455	234981374	+	408	NA	Intergenic	NA	88904	LOC731656								
MV411_9_718_R1_peak_253	chr1	44721499	44722052	+	406	NA	TTS (RNU5F-1)	NA	126	RNU5F-1								
MV411_9_718_R1_peak_3782	chr19	18374354	18374853	+	405	NA	Intergenic	NA	-11555	GDF15								
MV411_9_718_R1_peak_7270	chr8	125429810	125430430	+	404	NA	promoter-TSS (TRIB1)	NA	-2997	TRIB1								
MV411_9_718_R1_peak_1666	chr12	56360063	56360579	+	404	NA	promoter-TSS (STAT2)	NA	-50	STAT2								
MV411_9_718_R1_peak_6820	chr7	126700975	126701394	+	403	NA	intron (GRM8, intron 6 of 9)	NA	167351	LOC101928357								
MV411_9_718_R1_peak_6876	chr7	152436616	152436916	+	403	NA	promoter-TSS (KMT2C)	NA	-129	FABP5P3								
MV411_9_718_R1_peak_6703	chr7	55074197	55074579	+	402	NA	intron (EGFR, intron 1 of 9)	NA	43087	LOC102723622								
MV411_9_718_R1_peak_3707	chr19	14140017	14140331	+	400	NA	intron (LOC100507373, intron 1 of 2)	NA	3022	LOC100507373								
MV411_9_718_R1_peak_6316	chr6	32838639	32838976	+	400	NA	promoter-TSS (TAP2)	NA	-37	TAP2								
MV411_9_718_R1_peak_207	chr1	32992211	32992887	+	400	NA	Intergenic	NA	-27697	RNF19B								
MV411_9_718_R1_peak_5073	chr22	40683059	40683340	+	398	NA	TTS (MCHR1)	NA	4021	MCHR1								
MV411_9_718_R1_peak_846	chr10	30434351	30434720	+	397	NA	promoter-TSS (MAP3K8)	NA	-2066	MAP3K8								
MV411_9_718_R1_peak_325	chr1	82741059	82741448	+	396	NA	Intergenic	NA	244955	RP11-170N11.1								
MV411_9_718_R1_peak_2064	chr14	61695104	61695499	+	396	NA	promoter-TSS (HIF1A)	NA	-100	HIF1A								
MV411_9_718_R1_peak_5708	chr4	88284535	88284896	+	394	NA	promoter-TSS (PPM1K)	NA	-189	RP11-10L7.1								
MV411_9_718_R1_peak_3291	chr17	79993656	79994057	+	392	NA	intron (TBC1D16, intron 3 of 12)	NA	42002	TBC1D16								
MV411_9_718_R1_peak_2404	chr15	75042920	75043801	+	392	NA	intron (PPCDC, intron 2 of 3)	NA	19774	PPCDC								
MV411_9_718_R1_peak_6589	chr7	2641458	2641795	+	389	NA	intron (TTYH3, intron 1 of 13)	NA	9657	TTYH3								
MV411_9_718_R1_peak_1202	chr11	29518731	29519060	+	388	NA	Intergenic	NA	498135	KCNA4								
MV411_9_718_R1_peak_2959	chr17	19188000	19188213	+	388	NA	promoter-TSS (SNORD3A)	NA	90	SNORD3A								
MV411_9_718_R1_peak_457	chr1	144560725	144560967	+	388	NA	Intergenic	NA	6742	TRNAN15								
MV411_9_718_R1_peak_4487	chr2	203014471	203014910	+	387	NA	promoter-TSS (NBEAL1)	NA	-184	NBEAL1								
MV411_9_718_R1_peak_5813	chr4	184474447	184474923	+	387	NA	promoter-TSS (IRF2)	NA	-117	LOC102723779								
MV411_9_718_R1_peak_7522	chr9	99821520	99821947	+	387	NA	promoter-TSS (NR4A3)	NA	-122	NR4A3								
MV411_9_718_R1_peak_5950	chr5	91280412	91280803	+	387	NA	exon (LOC729040, exon 1 of 1)	NA	1460	LOC729040								
MV411_9_718_R1_peak_515	chr1	153945702	153946419	+	386	NA	promoter-TSS (DENND4B)	NA	626	DENND4B								
MV411_9_718_R1_peak_1325	chr11	65290777	65291104	+	386	NA	intron (POLA2, intron 13 of 17)	NA	-23878	CDC42EP2								
MV411_9_718_R1_peak_3454	chr18	63367433	63367883	+	386	NA	promoter-TSS (KDSR)	NA	-3685	KDSR								
MV411_9_718_R1_peak_5039	chr22	36405786	36406085	+	384	NA	Intergenic	NA	-17917	MYH9								
MV411_9_718_R1_peak_120	chr1	24727450	24727831	+	383	NA	Intergenic	NA	-17629	CLIC4								
MV411_9_718_R1_peak_4542	chr2	229921733	229922270	+	383	NA	promoter-TSS (TRIP12)	NA	23	TRIP12								
MV411_9_718_R1_peak_6308	chr6	31727523	31727835	+	383	NA	TTS (C6orf25)	NA	2135	DDAH2								
MV411_9_718_R1_peak_5595	chr4	10584063	10584366	+	383	NA	intron (CLNK, intron 4 of 18)	NA	100548	CLNK								
MV411_9_718_R1_peak_2823	chr16	90031870	90032799	+	382	NA	intron (GAS8, intron 3 of 10)	NA	-2433	C16orf3								
MV411_9_718_R1_peak_7308	chr8	133245801	133246289	+	382	NA	intron (NDRG1, intron 12 of 14)	NA	-33131	LOC102723635								
MV411_9_718_R1_peak_6190	chr6	11350228	11350621	+	380	NA	intron (NEDD9, intron 1 of 9)	NA	-98411	LOC102724361								
MV411_9_718_R1_peak_4084	chr2	8543617	8544240	+	378	NA	Intergenic	NA	39864	AC011747.4								
MV411_9_718_R1_peak_4462	chr2	191013982	191014539	+	375	NA	promoter-TSS (STAT1)	NA	-10	STAT1								
MV411_9_718_R1_peak_209	chr1	33127163	33127903	+	375	NA	Intergenic	NA	43579	ADC								
MV411_9_718_R1_peak_259	chr1	44819642	44820153	+	374	NA	TTS (PTCH2)	NA	12192	BTBD19								
MV411_9_718_R1_peak_1556	chr12	9118050	9118618	+	373	NA	Intergenic	NA	-2372	A2M								
MV411_9_718_R1_peak_2057	chr14	60248920	60249302	+	373	NA	promoter-TSS (PPM1A)	NA	-134	PPM1A								
MV411_9_718_R1_peak_6721	chr7	72550513	72550819	+	373	NA	Intergenic	NA	-147282	MIR4650-2								
MV411_9_718_R1_peak_7748	chrX	37871961	37872304	+	373	NA	Intergenic	NA	-24496	DYNLT3								
MV411_9_718_R1_peak_2977	chr17	26619917	26620142	+	373	NA	Intergenic	NA	673913	MIR4522								
MV411_9_718_R1_peak_456	chr1	144551534	144552361	+	373	NA	Intergenic	NA	15641	TRNAN15								
MV411_9_718_R1_peak_3063	chr17	43251602	43251837	+	369	NA	Intergenic	NA	-17742	RNU2-1								
MV411_9_718_R1_peak_4938	chr21	42233064	42233592	+	368	NA	intron (ABCG1, intron 2 of 14)	NA	14171	ABCG1								
MV411_9_718_R1_peak_3318	chr17	81966827	81967210	+	366	NA	Intergenic	NA	-5837	NOTUM								
MV411_9_718_R1_peak_6213	chr6	14910667	14911025	+	366	NA	Intergenic	NA	249393	LOC102724463								
MV411_9_718_R1_peak_7693	chrUn_GL000219v1	99459	99855	+	365	NA	promoter-TSS (LOC283788)	NA	-15	LOC283788								
MV411_9_718_R1_peak_7636	chr9	129777087	129777658	+	363	NA	Intergenic	NA	-24307	PTGES								
