PeakID (cmd=annotatePeaks.pl SKNO1_1_633_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_1_633_R1_peak_3285	chr11	47578643	47579245	+	1023	NA	promoter-TSS (NDUFS3)	NA	-66	NDUFS3								
SKNO1_1_633_R1_peak_14515	chr3	155555040	155555528	+	1023	NA	intron (PLCH1, intron 7 of 23)	NA	106100	PLCH1-AS1								
SKNO1_1_633_R1_peak_18744	chr8	22604428	22605201	+	1020	NA	promoter-TSS (CCAR2)	NA	-212	CCAR2								
SKNO1_1_633_R1_peak_20093	chr9	122219041	122219782	+	1019	NA	intron (LHX6, intron 4 of 5)	NA	9401	LHX6								
SKNO1_1_633_R1_peak_4184	chr12	6723762	6724301	+	1019	NA	promoter-TSS (COPS7A)	NA	-280	COPS7A								
SKNO1_1_633_R1_peak_20743	chrX	130092012	130092540	+	1010	NA	intron (ELF4, intron 1 of 8)	NA	18437	ELF4								
SKNO1_1_633_R1_peak_20012	chr9	112181099	112181558	+	1006	NA	Intergenic	NA	-6031	SUSD1								
SKNO1_1_633_R1_peak_504	chr1	35577618	35578102	+	999	NA	intron (TFAP2E, intron 3 of 6)	NA	11997	TFAP2E								
SKNO1_1_633_R1_peak_5116	chr12	123633508	123633915	+	999	NA	promoter-TSS (GTF2H3)	NA	-28	GTF2H3								
SKNO1_1_633_R1_peak_20079	chr9	121370246	121370756	+	994	NA	promoter-TSS (STOM)	NA	29	LOC102723324								
SKNO1_1_633_R1_peak_10785	chr2	27081242	27081720	+	993	NA	intron (EMILIN1, intron 3 of 7)	NA	2836	EMILIN1								
SKNO1_1_633_R1_peak_10307	chr19	47244045	47244547	+	992	NA	Intergenic	NA	-11530	BBC3								
SKNO1_1_633_R1_peak_7053	chr15	90376854	90377301	+	990	NA	Intergenic	NA	-11195	IQGAP1								
SKNO1_1_633_R1_peak_19492	chr8	144078061	144078870	+	990	NA	promoter-TSS (EXOSC4)	NA	-154	EXOSC4								
SKNO1_1_633_R1_peak_6850	chr15	72685879	72686386	+	990	NA	promoter-TSS (BBS4)	NA	17	HIGD2B								
SKNO1_1_633_R1_peak_1691	chr1	204461297	204462081	+	990	NA	intron (PIK3C2B, intron 5 of 32)	NA	33126	PIK3C2B								
SKNO1_1_633_R1_peak_3494	chr11	65640054	65640969	+	987	NA	promoter-TSS (SIPA1)	NA	2404	SIPA1								
SKNO1_1_633_R1_peak_12189	chr20	1392984	1393497	+	985	NA	promoter-TSS (FKBP1A)	NA	-68	FKBP1A								
SKNO1_1_633_R1_peak_20164	chr9	127782923	127783514	+	982	NA	Intergenic	NA	-2661	MIR3960								
SKNO1_1_633_R1_peak_4475	chr12	49662968	49663535	+	982	NA	intron (FMNL3, intron 4 of 25)	NA	-1215	FMNL3								
SKNO1_1_633_R1_peak_12645	chr20	56418912	56419386	+	981	NA	intron (CASS4, intron 2 of 6)	NA	7037	CASS4								
SKNO1_1_633_R1_peak_19442	chr8	143191229	143191712	+	979	NA	Intergenic	NA	-21723	GPIHBP1								
SKNO1_1_633_R1_peak_6891	chr15	74869981	74870411	+	979	NA	intron (SCAMP2, intron 1 of 8)	NA	3169	SCAMP2								
SKNO1_1_633_R1_peak_11921	chr2	216109166	216109620	+	977	NA	promoter-TSS (XRCC5)	NA	1735	XRCC5								
SKNO1_1_633_R1_peak_12237	chr20	3839290	3839763	+	977	NA	Intergenic	NA	-7273	MAVS								
SKNO1_1_633_R1_peak_19837	chr9	86353986	86354716	+	977	NA	promoter-TSS (ZCCHC6)	NA	125	ZCCHC6								
SKNO1_1_633_R1_peak_4228	chr12	8537891	8538440	+	976	NA	intron (CLEC4E, intron 3 of 5)	NA	2797	CLEC4E								
SKNO1_1_633_R1_peak_8584	chr17	64506562	64507114	+	975	NA	promoter-TSS (DDX5)	NA	-472	DDX5								
SKNO1_1_633_R1_peak_16216	chr5	132466366	132466983	+	974	NA	intron (C5orf56, intron 3 of 3)	NA	24099	IRF1								
SKNO1_1_633_R1_peak_8927	chr17	81453669	81454255	+	971	NA	intron (BAHCC1, intron 14 of 27)	NA	-2774	MIR3186								
SKNO1_1_633_R1_peak_14655	chr3	183555477	183555988	+	970	NA	promoter-TSS (KLHL6)	NA	-21	KLHL6								
SKNO1_1_633_R1_peak_4462	chr12	49018619	49019137	+	966	NA	promoter-TSS (PRKAG1)	NA	-2162	PRKAG1								
SKNO1_1_633_R1_peak_12524	chr20	44966217	44966659	+	965	NA	promoter-TSS (STK4)	NA	20	STK4-AS1								
SKNO1_1_633_R1_peak_14630	chr3	179071547	179072391	+	964	NA	promoter-TSS (ZMAT3)	NA	310	ZMAT3								
SKNO1_1_633_R1_peak_16193	chr5	131252712	131253252	+	963	NA	Intergenic	NA	-11027	CDC42SE2								
SKNO1_1_633_R1_peak_14344	chr3	128616512	128617026	+	963	NA	Intergenic	NA	34107	RPN1								
SKNO1_1_633_R1_peak_9740	chr19	13155842	13156440	+	960	NA	Intergenic	NA	5673	IER2								
SKNO1_1_633_R1_peak_553	chr1	38990980	38991375	+	953	NA	promoter-TSS (AKIRIN1)	NA	-67	AKIRIN1								
SKNO1_1_633_R1_peak_7036	chr15	89814944	89815410	+	953	NA	promoter-TSS (ANPEP)	NA	-337	ANPEP								
SKNO1_1_633_R1_peak_1387	chr1	161013633	161014183	+	952	NA	intron (F11R, intron 1 of 9)	NA	7435	F11R								
SKNO1_1_633_R1_peak_5324	chr13	28658862	28659319	+	952	NA	promoter-TSS (POMP)	NA	86	POMP								
SKNO1_1_633_R1_peak_3268	chr11	46700443	46701154	+	952	NA	promoter-TSS (ZNF408)	NA	31	ZNF408								
SKNO1_1_633_R1_peak_5130	chr12	124466137	124466649	+	950	NA	intron (NCOR2, intron 6 of 47)	NA	101071	NCOR2								
SKNO1_1_633_R1_peak_10569	chr19	58304986	58305637	+	950	NA	Intergenic	NA	-22034	ZSCAN22								
SKNO1_1_633_R1_peak_8879	chr17	79942703	79943352	+	950	NA	TTS (TBC1D16)	NA	-17179	RP11-353N14.5								
SKNO1_1_633_R1_peak_17691	chr6	146770947	146771461	+	950	NA	intron (ADGB, intron 29 of 35)	NA	32620	KATNBL1P6								
SKNO1_1_633_R1_peak_13463	chr22	46288257	46288692	+	950	NA	exon (TTC38, exon 11 of 15)	NA	8186	GTSE1-AS1								
SKNO1_1_633_R1_peak_5162	chr12	131229840	131230390	+	948	NA	Intergenic	NA	65104	RP11-638F5.1								
SKNO1_1_633_R1_peak_17031	chr6	33298544	33299864	+	945	NA	TTS (TAPBP)	NA	195	RGL2								
SKNO1_1_633_R1_peak_7884	chr16	89721604	89722614	+	938	NA	promoter-TSS (ZNF276)	NA	1124	ZNF276								
SKNO1_1_633_R1_peak_12749	chr20	63653054	63653510	+	936	NA	promoter-TSS (STMN3)	NA	328	STMN3								
SKNO1_1_633_R1_peak_10009	chr19	34962408	34962792	+	936	NA	intron (ZNF792, intron 1 of 3)	NA	1449	ZNF792								
SKNO1_1_633_R1_peak_16969	chr6	30682459	30683104	+	936	NA	intron (PPP1R18, intron 2 of 3)	NA	4535	PPP1R18								
SKNO1_1_633_R1_peak_12588	chr20	50110099	50110664	+	936	NA	intron (UBE2V1, intron 1 of 4)	NA	2817	UBE2V1								
SKNO1_1_633_R1_peak_11360	chr2	109238529	109238982	+	936	NA	intron (SH3RF3, intron 1 of 4)	NA	33772	LOC102724819								
SKNO1_1_633_R1_peak_20171	chr9	127882607	127883005	+	935	NA	Intergenic	NA	-5131	AK1								
SKNO1_1_633_R1_peak_6894	chr15	75029588	75030132	+	933	NA	intron (PPCDC, intron 2 of 3)	NA	6274	PPCDC								
SKNO1_1_633_R1_peak_14996	chr4	11100008	11100478	+	932	NA	Intergenic	NA	-268584	MIR572								
SKNO1_1_633_R1_peak_11907	chr2	207960111	207960585	+	930	NA	intron (PLEKHM3, intron 3 of 6)	NA	65212	PLEKHM3								
SKNO1_1_633_R1_peak_1194	chr1	151254430	151254843	+	930	NA	promoter-TSS (PSMD4)	NA	-85	PSMD4								
SKNO1_1_633_R1_peak_6379	chr14	105174385	105174865	+	926	NA	TTS (NUDT14)	NA	-5801	JAG2								
SKNO1_1_633_R1_peak_9112	chr18	21612089	21612740	+	926	NA	exon (SNRPD1, exon 1 of 4)	NA	115	SNRPD1								
SKNO1_1_633_R1_peak_11086	chr2	68774635	68775055	+	925	NA	promoter-TSS (ARHGAP25)	NA	44	ARHGAP25								
SKNO1_1_633_R1_peak_17538	chr6	133952833	133953335	+	924	NA	promoter-TSS (TBPL1)	NA	914	TBPL1								
SKNO1_1_633_R1_peak_4982	chr12	111599248	111599818	+	924	NA	promoter-TSS (LOC102723619)	NA	7	LOC102723619								
SKNO1_1_633_R1_peak_13389	chr22	41688638	41689151	+	922	NA	promoter-TSS (NHP2L1)	NA	185	NHP2L1								
SKNO1_1_633_R1_peak_16652	chr5	181223033	181223894	+	922	NA	promoter-TSS (TRNAV6)	NA	172	TRIM41								
SKNO1_1_633_R1_peak_16993	chr6	31586428	31586987	+	922	NA	promoter-TSS (LST1)	NA	528	LST1								
SKNO1_1_633_R1_peak_1233	chr1	153990533	153991039	+	922	NA	promoter-TSS (RPS27)	NA	23	RPS27								
SKNO1_1_633_R1_peak_17700	chr6	147204161	147204754	+	922	NA	promoter-TSS (STXBP5)	NA	61	STXBP5								
SKNO1_1_633_R1_peak_16668	chr6	692925	693276	+	916	NA	promoter-TSS (EXOC2)	NA	41	EXOC2								
SKNO1_1_633_R1_peak_6485	chr15	34342938	34343373	+	915	NA	promoter-TSS (NUTM1)	NA	6	NOP10								
SKNO1_1_633_R1_peak_4952	chr12	110354031	110354608	+	915	NA	Intergenic	NA	49370	ANAPC7								
SKNO1_1_633_R1_peak_26	chr1	1375052	1375752	+	915	NA	promoter-TSS (AURKAIP1)	NA	-220	AURKAIP1								
SKNO1_1_633_R1_peak_9812	chr19	16086318	16086825	+	914	NA	intron (TPM4, intron 4 of 8)	NA	10109	TPM4								
SKNO1_1_633_R1_peak_5133	chr12	124521002	124521437	+	914	NA	intron (NCOR2, intron 2 of 47)	NA	46245	NCOR2								
SKNO1_1_633_R1_peak_5288	chr13	26721059	26721831	+	914	NA	Intergenic	NA	39252	GPR12								
SKNO1_1_633_R1_peak_20796	chrX	153926642	153927486	+	912	NA	promoter-TSS (ARHGAP4)	NA	-804	ARHGAP4								
SKNO1_1_633_R1_peak_475	chr1	32817164	32817818	+	909	NA	promoter-TSS (S100PBP)	NA	541	YARS								
SKNO1_1_633_R1_peak_19447	chr8	143281444	143281943	+	905	NA	promoter-TSS (LOC100507316)	NA	7	LOC100507316								
SKNO1_1_633_R1_peak_4898	chr12	105235985	105236516	+	902	NA	promoter-TSS (APPL2)	NA	-101	APPL2								
SKNO1_1_633_R1_peak_5103	chr12	123033784	123034451	+	901	NA	intron (PITPNM2, intron 2 of 23)	NA	-23399	MIR4304								
SKNO1_1_633_R1_peak_19902	chr9	92669946	92670534	+	901	NA	promoter-TSS (IPPK)	NA	19	IPPK								
SKNO1_1_633_R1_peak_15779	chr5	40797379	40798109	+	901	NA	promoter-TSS (PRKAA1)	NA	451	PRKAA1								
SKNO1_1_633_R1_peak_9800	chr19	15463631	15464680	+	901	NA	promoter-TSS (RASAL3)	NA	416	RASAL3								
SKNO1_1_633_R1_peak_13978	chr3	50242780	50243548	+	900	NA	intron (GNAI2, intron 1 of 7)	NA	12388	GNAI2								
SKNO1_1_633_R1_peak_13063	chr22	19479042	19479639	+	899	NA	promoter-TSS (UFD1L)	NA	-125	UFD1L								
SKNO1_1_633_R1_peak_16043	chr5	95646604	95647246	+	899	NA	promoter-TSS (RFESD)	NA	46	RFESD								
SKNO1_1_633_R1_peak_15523	chr4	139419435	139419825	+	896	NA	Intergenic	NA	-34177	RAB33B								
SKNO1_1_633_R1_peak_4015	chr11	127733567	127734002	+	895	NA	Intergenic	NA	462717	RP11-480C22.1								
SKNO1_1_633_R1_peak_10155	chr19	41327280	41327900	+	894	NA	Intergenic	NA	17121	CCDC97								
SKNO1_1_633_R1_peak_19785	chr9	76456297	76456721	+	892	NA	intron (GCNT1, intron 1 of 2)	NA	-2643	GCNT1								
SKNO1_1_633_R1_peak_10610	chr2	3379465	3379955	+	886	NA	promoter-TSS (TRAPPC12)	NA	18	TRAPPC12								
SKNO1_1_633_R1_peak_13756	chr3	32401399	32402089	+	886	NA	intron (CMTM7, intron 1 of 3)	NA	10073	CMTM7								
SKNO1_1_633_R1_peak_2990	chr10	128062443	128063505	+	886	NA	intron (PTPRE, intron 8 of 19)	NA	15425	PTPRE								
SKNO1_1_633_R1_peak_7830	chr16	88700706	88701409	+	886	NA	intron (RNF166, intron 2 of 7)	NA	5335	RNF166								
SKNO1_1_633_R1_peak_11776	chr2	191013987	191014505	+	884	NA	promoter-TSS (STAT1)	NA	4	STAT1								
SKNO1_1_633_R1_peak_10397	chr19	50376166	50376810	+	884	NA	promoter-TSS (NR1H2)	NA	65	NR1H2								
SKNO1_1_633_R1_peak_3357	chr11	61429794	61430417	+	879	NA	promoter-TSS (CPSF7)	NA	-20	SDHAF2								
SKNO1_1_633_R1_peak_13535	chr3	4831043	4831510	+	878	NA	intron (ITPR1, intron 58 of 59)	NA	75225	BHLHE40-AS1								
SKNO1_1_633_R1_peak_4450	chr12	48105729	48106566	+	878	NA	promoter-TSS (SENP1)	NA	-155	SENP1								
SKNO1_1_633_R1_peak_8479	chr17	58153070	58153484	+	877	NA	Intergenic	NA	-1877	OR4D1								
SKNO1_1_633_R1_peak_4159	chr12	6336449	6337665	+	876	NA	intron (TNFRSF1A, intron 1 of 9)	NA	5060	TNFRSF1A								
SKNO1_1_633_R1_peak_20303	chr9	133335983	133336487	+	873	NA	promoter-TSS (SURF6)	NA	-25	SURF6								
SKNO1_1_633_R1_peak_3833	chr11	111446464	111446937	+	870	NA	intron (RP11-794P6.3, intron 5 of 14)	NA	18202	RP11-794P6.3								
SKNO1_1_633_R1_peak_6103	chr14	73741500	73742035	+	870	NA	intron (ELMSAN1, intron 2 of 13)	NA	-16982	MIR4505								
SKNO1_1_633_R1_peak_13149	chr22	24434505	24435082	+	870	NA	intron (SPECC1L-ADORA2A, intron 19 of 19)	NA	2674	ADORA2A								
SKNO1_1_633_R1_peak_19172	chr8	107987200	107987647	+	869	NA	intron (RSPO2, intron 2 of 4)	NA	96262	RSPO2								
SKNO1_1_633_R1_peak_3544	chr11	67262655	67263192	+	869	NA	Intergenic	NA	-3511	ADRBK1								
SKNO1_1_633_R1_peak_12648	chr20	56468415	56468817	+	869	NA	promoter-TSS (RTFDC1)	NA	31	RTFDC1								
SKNO1_1_633_R1_peak_64	chr1	2255321	2256410	+	869	NA	intron (SKI, intron 1 of 6)	NA	27130	SKI								
SKNO1_1_633_R1_peak_17820	chr7	1504243	1504637	+	867	NA	promoter-TSS (INTS1)	NA	-58	INTS1								
SKNO1_1_633_R1_peak_13833	chr3	41961961	41962538	+	865	NA	promoter-TSS (ULK4)	NA	250	ULK4								
SKNO1_1_633_R1_peak_8695	chr17	74779899	74780470	+	864	NA	intron (TMEM104, intron 2 of 9)	NA	3701	TMEM104								
SKNO1_1_633_R1_peak_4441	chr12	47360698	47361081	+	863	NA	Intergenic	NA	3329	MIR4494								
SKNO1_1_633_R1_peak_5166	chr12	131710719	131711301	+	863	NA	promoter-TSS (SFSWAP)	NA	-77	SFSWAP								
SKNO1_1_633_R1_peak_14336	chr3	128483107	128483563	+	863	NA	intron (GATA2, intron 5 of 6)	NA	5195	GATA2								
SKNO1_1_633_R1_peak_9911	chr19	18478819	18479245	+	859	NA	intron (ELL, intron 1 of 11)	NA	-40870	ISYNA1								
SKNO1_1_633_R1_peak_18140	chr7	44885326	44885971	+	857	NA	promoter-TSS (PURB)	NA	-263	PURB								
SKNO1_1_633_R1_peak_934	chr1	93878961	93879430	+	855	NA	promoter-TSS (DNTTIP2)	NA	11	DNTTIP2								
SKNO1_1_633_R1_peak_5691	chr13	109700157	109700585	+	855	NA	Intergenic	NA	-27903	LINC00676								
SKNO1_1_633_R1_peak_8225	chr17	40322421	40323132	+	855	NA	promoter-TSS (RARA)	NA	-18184	RARA								
SKNO1_1_633_R1_peak_17801	chr7	604197	604900	+	852	NA	intron (AC147651.4, intron 1 of 1)	NA	1703	AC147651.4								
SKNO1_1_633_R1_peak_12212	chr20	2470227	2471033	+	851	NA	intron (SNRPB, intron 1 of 6)	NA	223	SNRPB								
SKNO1_1_633_R1_peak_12884	chr21	34908368	34908795	+	851	NA	intron (RUNX1, intron 2 of 7)	NA	-19891	RUNX1								
SKNO1_1_633_R1_peak_17861	chr7	2734738	2735304	+	848	NA	intron (GNA12, intron 2 of 3)	NA	55499	AMZ1								
SKNO1_1_633_R1_peak_9131	chr18	23259875	23260654	+	848	NA	exon (CABLES1, exon 10 of 10)	NA	124501	CABLES1								
SKNO1_1_633_R1_peak_17011	chr6	31958879	31959302	+	848	NA	promoter-TSS (NELFE)	NA	-3	NELFE								
SKNO1_1_633_R1_peak_18385	chr7	100435953	100436769	+	846	NA	promoter-TSS (LOC101927632)	NA	110	PPP1R35								
SKNO1_1_633_R1_peak_8234	chr17	40516646	40517269	+	844	NA	Intergenic	NA	-6553	LOC101059954								
SKNO1_1_633_R1_peak_458	chr1	32066545	32066881	+	844	NA	Intergenic	NA	-6885	TMEM39B								
SKNO1_1_633_R1_peak_7113	chr15	94607239	94607733	+	844	NA	Intergenic	NA	-247877	LOC440311								
SKNO1_1_633_R1_peak_2198	chr10	11894497	11895402	+	843	NA	promoter-TSS (PROSER2-AS1)	NA	-239	PROSER2-AS1								
SKNO1_1_633_R1_peak_20257	chr9	131256297	131256933	+	840	NA	Intergenic	NA	19904	FAM78A								
SKNO1_1_633_R1_peak_14027	chr3	52287638	52288378	+	840	NA	intron (GLYCTK, intron 1 of 3)	NA	180	GLYCTK								
SKNO1_1_633_R1_peak_20307	chr9	133356211	133356699	+	838	NA	promoter-TSS (SURF2)	NA	30	SURF1								
SKNO1_1_633_R1_peak_16908	chr6	27873425	27873876	+	838	NA	promoter-TSS (HIST1H4L)	NA	-139	HIST1H4L								
SKNO1_1_633_R1_peak_11951	chr2	218216835	218217267	+	838	NA	promoter-TSS (ARPC2)	NA	42	LOC101928487								
SKNO1_1_633_R1_peak_18148	chr7	45111439	45112148	+	838	NA	promoter-TSS (TBRG4)	NA	-46	TBRG4								
SKNO1_1_633_R1_peak_10172	chr19	41859541	41860360	+	838	NA	promoter-TSS (RPS19)	NA	32	RPS19								
SKNO1_1_633_R1_peak_12390	chr20	31968397	31968817	+	837	NA	exon (PDRG1, exon 1 of 6)	NA	103	PDRG1								
SKNO1_1_633_R1_peak_18421	chr7	101856401	101857042	+	836	NA	intron (CUX1, intron 1 of 23)	NA	38127	LOC101927772								
SKNO1_1_633_R1_peak_4874	chr12	102480383	102480809	+	835	NA	promoter-TSS (IGF1)	NA	4	IGF1								
SKNO1_1_633_R1_peak_11708	chr2	177908082	177908505	+	834	NA	intron (PDE11A, intron 2 of 19)	NA	-19554	PDE11A								
SKNO1_1_633_R1_peak_6105	chr14	73753323	73754111	+	833	NA	intron (ELMSAN1, intron 2 of 13)	NA	-5032	MIR4505								
SKNO1_1_633_R1_peak_254	chr1	19179861	19180271	+	832	NA	intron (UBR4, intron 17 of 107)	NA	30252	UBR4								
SKNO1_1_633_R1_peak_570	chr1	40059459	40059826	+	832	NA	intron (CAP1, intron 2 of 12)	NA	18175	CAP1								
SKNO1_1_633_R1_peak_18921	chr8	52176937	52177404	+	832	NA	intron (ST18, intron 9 of 25)	NA	-17189	LOC101929341								
SKNO1_1_633_R1_peak_13104	chr22	21942380	21942924	+	832	NA	intron (PPM1F, intron 2 of 7)	NA	10226	PPM1F								
SKNO1_1_633_R1_peak_17383	chr6	99394058	99394394	+	832	NA	promoter-TSS (COQ3)	NA	-23	COQ3								
SKNO1_1_633_R1_peak_5670	chr13	104984389	104984942	+	831	NA	Intergenic	NA	-481551	DAOA								
SKNO1_1_633_R1_peak_17777	chr6	166342417	166342777	+	831	NA	promoter-TSS (LOC102724169)	NA	-34	LOC100289495								
SKNO1_1_633_R1_peak_12122	chr2	238426591	238427478	+	831	NA	promoter-TSS (ASB1)	NA	293	ASB1								
SKNO1_1_633_R1_peak_12119	chr2	238288766	238289404	+	831	NA	promoter-TSS (PER2)	NA	1017	PER2								
SKNO1_1_633_R1_peak_16038	chr5	95057640	95058045	+	831	NA	intron (MCTP1, intron 1 of 22)	NA	23819	MCTP1								
SKNO1_1_633_R1_peak_537	chr1	37807973	37808389	+	831	NA	promoter-TSS (YRDC)	NA	12	YRDC								
SKNO1_1_633_R1_peak_19388	chr8	141149964	141150423	+	830	NA	promoter-TSS (DENND3)	NA	-5701	DENND3								
SKNO1_1_633_R1_peak_1468	chr1	169794623	169795237	+	828	NA	promoter-TSS (METTL18)	NA	-773	METTL18								
SKNO1_1_633_R1_peak_3935	chr11	120224779	120225342	+	828	NA	intron (OAF, intron 1 of 3)	NA	-11580	POU2F3								
SKNO1_1_633_R1_peak_3649	chr11	73142273	73142702	+	827	NA	promoter-TSS (FCHSD2)	NA	-389	FCHSD2								
SKNO1_1_633_R1_peak_19961	chr9	100352713	100353162	+	825	NA	promoter-TSS (TEX10)	NA	-366	TEX10								
SKNO1_1_633_R1_peak_11849	chr2	200888908	200889595	+	825	NA	promoter-TSS (PPIL3)	NA	-125	PPIL3								
SKNO1_1_633_R1_peak_9943	chr19	19516012	19516382	+	825	NA	promoter-TSS (NDUFA13)	NA	-13	NDUFA13								
SKNO1_1_633_R1_peak_10308	chr19	47256271	47257014	+	825	NA	promoter-TSS (CCDC9)	NA	119	CCDC9								
SKNO1_1_633_R1_peak_1060	chr1	111516065	111516738	+	823	NA	intron (ADORA3, intron 1 of 5)	NA	42534	C1orf162								
SKNO1_1_633_R1_peak_4243	chr12	9764757	9765255	+	823	NA	Intergenic	NA	-4105	CD69								
SKNO1_1_633_R1_peak_4109	chr12	2616608	2617236	+	823	NA	intron (CACNA1C, intron 29 of 46)	NA	74235	CACNA1C-AS1								
SKNO1_1_633_R1_peak_17061	chr6	34273254	34273787	+	823	NA	Intergenic	NA	-4071	LOC102723521								
SKNO1_1_633_R1_peak_9731	chr19	13102641	13103362	+	819	NA	exon (LYL1, exon 1 of 4)	NA	-1083	LYL1								
SKNO1_1_633_R1_peak_17889	chr7	5529382	5530147	+	819	NA	promoter-TSS (ACTB)	NA	-493	ACTB								
SKNO1_1_633_R1_peak_7115	chr15	94844770	94845502	+	818	NA	Intergenic	NA	-10227	LOC440311								
SKNO1_1_633_R1_peak_7615	chr16	69339422	69339910	+	817	NA	promoter-TSS (COG8)	NA	-43	COG8								
SKNO1_1_633_R1_peak_14784	chr3	194306233	194307024	+	812	NA	intron (LINC00887, intron 1 of 2)	NA	6176	LINC00887								
SKNO1_1_633_R1_peak_2548	chr10	71797501	71798256	+	812	NA	intron (CDH23, intron 2 of 22)	NA	7097	MIR7152								
SKNO1_1_633_R1_peak_16989	chr6	31541724	31542419	+	811	NA	promoter-TSS (SNORD84)	NA	404	DDX39B								
SKNO1_1_633_R1_peak_7879	chr16	89657498	89657887	+	811	NA	promoter-TSS (SPATA33)	NA	93	CHMP1A								
SKNO1_1_633_R1_peak_19116	chr8	101136986	101137584	+	810	NA	Intergenic	NA	68447	ZNF706								
SKNO1_1_633_R1_peak_8748	chr17	75843588	75844452	+	810	NA	promoter-TSS (UNC13D)	NA	-1594	UNC13D								
