PeakID (cmd=annotatePeaks.pl MV411_3_426_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_3_426_R1_peak_7039	chr2	101151192	101151799	+	3784	NA	promoter-TSS (TBC1D8)	NA	-165	LOC100506286								
MV411_3_426_R1_peak_10247	chr7	2631425	2632033	+	3771	NA	promoter-TSS (TTYH3)	NA	-240	TTYH3								
MV411_3_426_R1_peak_475	chr1	45303314	45304227	+	3770	NA	promoter-TSS (LINC01144)	NA	-140	LINC01144								
MV411_3_426_R1_peak_8345	chr3	38024404	38025529	+	3770	NA	promoter-TSS (PLCD1)	NA	4697	PLCD1								
MV411_3_426_R1_peak_8664	chr3	132722147	132723303	+	3767	NA	promoter-TSS (NPHP3)	NA	-266	NPHP3								
MV411_3_426_R1_peak_8893	chr4	3073707	3074815	+	3758	NA	promoter-TSS (HTT)	NA	253	HTT-AS								
MV411_3_426_R1_peak_7865	chr21	42973997	42975406	+	3754	NA	intron (PKNOX1, intron 1 of 10)	NA	191	PKNOX1								
MV411_3_426_R1_peak_10737	chr7	156892497	156893585	+	3753	NA	promoter-TSS (LOC102723795)	NA	-415	LOC102723795								
MV411_3_426_R1_peak_7882	chr21	44817487	44818433	+	3747	NA	exon (SUMO3, exon 1 of 4)	NA	169	SUMO3								
MV411_3_426_R1_peak_8861	chr4	1010513	1011727	+	3739	NA	promoter-TSS (FGFRL1)	NA	-702	FGFRL1								
MV411_3_426_R1_peak_6672	chr2	676426	677446	+	3733	NA	intron (TMEM18, intron 1 of 4)	NA	503	TMEM18								
MV411_3_426_R1_peak_4344	chr17	1648790	1649686	+	3722	NA	exon (RILP, exon 3 of 8)	NA	860	RILP								
MV411_3_426_R1_peak_8192	chr22	46035481	46036350	+	3712	NA	Intergenic	NA	8953	LINC00899								
MV411_3_426_R1_peak_3163	chr14	74492986	74493925	+	3711	NA	promoter-TSS (ISCA2)	NA	-151	NPC2								
MV411_3_426_R1_peak_6403	chr19	48738447	48739198	+	3706	NA	promoter-TSS (RASIP1)	NA	2065	RASIP1								
MV411_3_426_R1_peak_1048	chr1	222617377	222618395	+	3696	NA	promoter-TSS (MIA3)	NA	-216	MIA3								
MV411_3_426_R1_peak_6327	chr19	46633909	46634813	+	3694	NA	intron (GNG8, intron 1 of 1)	NA	321	GNG8								
MV411_3_426_R1_peak_6356	chr19	47273944	47275310	+	3694	NA	promoter-TSS (PRR24)	NA	225	PRR24								
MV411_3_426_R1_peak_6178	chr19	40798192	40799632	+	3679	NA	promoter-TSS (EGLN2)	NA	-231	EGLN2								
MV411_3_426_R1_peak_617	chr1	109041861	109042640	+	3652	NA	promoter-TSS (WDR47)	NA	-98	WDR47								
MV411_3_426_R1_peak_1711	chr11	33774142	33774836	+	3650	NA	promoter-TSS (FBXO3)	NA	36	FBXO3								
MV411_3_426_R1_peak_2799	chr12	131893997	131894770	+	3635	NA	promoter-TSS (ULK1)	NA	-351	ULK1								
MV411_3_426_R1_peak_11966	chrX	135098551	135099228	+	3635	NA	promoter-TSS (LINC00087)	NA	-186	LINC00087								
MV411_3_426_R1_peak_9164	chr4	153465929	153466626	+	3634	NA	promoter-TSS (KIAA0922)	NA	-69	KIAA0922								
MV411_3_426_R1_peak_5170	chr18	24397561	24398208	+	3634	NA	promoter-TSS (OSBPL1A)	NA	-2	OSBPL1A								
MV411_3_426_R1_peak_11134	chr8	143568598	143569684	+	3634	NA	intron (MROH6, intron 9 of 10)	NA	3912	MROH6								
MV411_3_426_R1_peak_5261	chr18	74495744	74496866	+	3630	NA	promoter-TSS (CNDP2)	NA	31	CNDP2								
MV411_3_426_R1_peak_4546	chr17	18857805	18858498	+	3629	NA	promoter-TSS (PRPSAP2)	NA	1852	PRPSAP2								
MV411_3_426_R1_peak_5105	chr17	82648264	82649213	+	3613	NA	promoter-TSS (WDR45B)	NA	-203	WDR45B								
MV411_3_426_R1_peak_4841	chr17	56977690	56978343	+	3604	NA	promoter-TSS (SCPEP1)	NA	-91	SCPEP1								
MV411_3_426_R1_peak_146	chr1	15523988	15525547	+	3574	NA	promoter-TSS (CASP9)	NA	-322	CASP9								
MV411_3_426_R1_peak_3060	chr14	49867964	49868551	+	3570	NA	Intergenic	NA	-5408	RN7SL2								
MV411_3_426_R1_peak_10074	chr6	109482981	109483793	+	3554	NA	promoter-TSS (ZBTB24)	NA	-150	ZBTB24								
MV411_3_426_R1_peak_8006	chr22	29072657	29073348	+	3553	NA	promoter-TSS (KREMEN1)	NA	-76	KREMEN1								
MV411_3_426_R1_peak_10442	chr7	73738059	73739258	+	3540	NA	promoter-TSS (ABHD11)	NA	196	ABHD11								
MV411_3_426_R1_peak_1507	chr10	119725636	119726342	+	3535	NA	promoter-TSS (INPP5F)	NA	-68	INPP5F								
MV411_3_426_R1_peak_10923	chr8	60516525	60517209	+	3535	NA	promoter-TSS (RAB2A)	NA	-43	RAB2A								
MV411_3_426_R1_peak_48	chr1	2204633	2205696	+	3535	NA	intron (C1orf86, intron 2 of 7)	NA	-10389	C1orf86								
MV411_3_426_R1_peak_6254	chr19	44747195	44748135	+	3530	NA	intron (BCL3, intron 2 of 11)	NA	-1056	BCL3								
MV411_3_426_R1_peak_11203	chr8	145051685	145052655	+	3530	NA	promoter-TSS (C8orf33)	NA	-268	C8orf33								
MV411_3_426_R1_peak_10386	chr7	44999426	45000617	+	3524	NA	promoter-TSS (LOC102723334)	NA	-167	CCM2								
MV411_3_426_R1_peak_5683	chr19	10870633	10871541	+	3523	NA	promoter-TSS (CARM1)	NA	-490	CARM1								
MV411_3_426_R1_peak_8645	chr3	129121479	129122542	+	3523	NA	promoter-TSS (RAB43)	NA	-206	RAB43								
MV411_3_426_R1_peak_5389	chr19	1490106	1491429	+	3516	NA	promoter-TSS (PCSK4)	NA	-172	PCSK4								
MV411_3_426_R1_peak_4031	chr16	31142052	31142672	+	3515	NA	intron (PRSS36, intron 10 of 14)	NA	-6532	PRSS8								
MV411_3_426_R1_peak_3046	chr14	39432053	39433171	+	3486	NA	promoter-TSS (FBXO33)	NA	-112	FBXO33								
MV411_3_426_R1_peak_7828	chr21	36156134	36157010	+	3481	NA	promoter-TSS (CBR3-AS1)	NA	-215	DOPEY2								
MV411_3_426_R1_peak_5456	chr19	2977179	2977781	+	3481	NA	promoter-TSS (TLE6)	NA	-58	TLE6								
MV411_3_426_R1_peak_7922	chr22	19291521	19292220	+	3478	NA	promoter-TSS (CLTCL1)	NA	-154	CLTCL1								
MV411_3_426_R1_peak_6238	chr19	43668178	43669340	+	3469	NA	promoter-TSS (PLAUR)	NA	-458	PLAUR								
MV411_3_426_R1_peak_6499	chr19	50724505	50725285	+	3463	NA	intron (CLEC11A, intron 3 of 3)	NA	1547	CLEC11A								
MV411_3_426_R1_peak_3703	chr16	352557	353463	+	3449	NA	promoter-TSS (AXIN1)	NA	-322	AXIN1								
MV411_3_426_R1_peak_5017	chr17	78140124	78140939	+	3438	NA	intron (TMC8, intron 10 of 10)	NA	-5822	C17orf99								
MV411_3_426_R1_peak_5396	chr19	1652502	1653293	+	3433	NA	promoter-TSS (TCF3)	NA	-2610	TCF3								
MV411_3_426_R1_peak_5561	chr19	6739186	6739912	+	3431	NA	promoter-TSS (TRIP10)	NA	-133	TRIP10								
MV411_3_426_R1_peak_3696	chr15	101724182	101724907	+	3406	NA	promoter-TSS (TARSL2)	NA	60	TARSL2								
MV411_3_426_R1_peak_1186	chr10	15168396	15169303	+	3403	NA	promoter-TSS (NMT2)	NA	-153	NMT2								
MV411_3_426_R1_peak_5870	chr19	17539383	17540354	+	3398	NA	intron (FAM129C, intron 8 of 13)	NA	16567	FAM129C								
MV411_3_426_R1_peak_4528	chr17	17823304	17824112	+	3395	NA	promoter-TSS (SREBF1)	NA	-9792	MIR33B								
MV411_3_426_R1_peak_5405	chr19	1863460	1865131	+	3394	NA	promoter-TSS (KLF16)	NA	-730	KLF16								
MV411_3_426_R1_peak_7499	chr20	21125673	21126204	+	3394	NA	promoter-TSS (PLK1S1)	NA	-45	PLK1S1								
MV411_3_426_R1_peak_4287	chr16	89192245	89193637	+	3394	NA	intron (CDH15, intron 11 of 13)	NA	8408	SLC22A31								
MV411_3_426_R1_peak_11098	chr8	141127951	141128831	+	3393	NA	promoter-TSS (LOC101927963)	NA	-243	DENND3								
MV411_3_426_R1_peak_5615	chr19	8412912	8413453	+	3376	NA	promoter-TSS (MARCH2)	NA	-513	MARCH2								
MV411_3_426_R1_peak_10848	chr8	30082939	30083559	+	3371	NA	promoter-TSS (TMEM66)	NA	-41	TMEM66								
MV411_3_426_R1_peak_5841	chr19	16896773	16897793	+	3370	NA	intron (CPAMD8, intron 39 of 41)	NA	8268	F2RL3								
MV411_3_426_R1_peak_6552	chr19	53867274	53868145	+	3339	NA	promoter-TSS (MYADM)	NA	-1697	MYADM								
MV411_3_426_R1_peak_6424	chr19	49127877	49128689	+	3326	NA	intron (PPFIA3, intron 2 of 28)	NA	424	PPFIA3								
MV411_3_426_R1_peak_11179	chr8	144412657	144413919	+	3322	NA	exon (SLC39A4, exon 10 of 12)	NA	3607	SLC39A4								
MV411_3_426_R1_peak_3719	chr16	679312	680493	+	3305	NA	promoter-TSS (STUB1)	NA	-213	STUB1								
MV411_3_426_R1_peak_42	chr1	1918915	1919977	+	3304	NA	promoter-TSS (TMEM52)	NA	-145	TMEM52								
MV411_3_426_R1_peak_5151	chr18	12376956	12377845	+	3303	NA	promoter-TSS (AFG3L2)	NA	-124	AFG3L2								
MV411_3_426_R1_peak_8880	chr4	2241892	2242646	+	3301	NA	promoter-TSS (HAUS3)	NA	-136	HAUS3								
MV411_3_426_R1_peak_5460	chr19	3275565	3277050	+	3288	NA	intron (CELF5, intron 4 of 12)	NA	51631	CELF5								
MV411_3_426_R1_peak_11254	chr9	32384374	32384844	+	3285	NA	promoter-TSS (ACO1)	NA	-52	ACO1								
MV411_3_426_R1_peak_1631	chr11	6390031	6390603	+	3277	NA	promoter-TSS (SMPD1)	NA	-14	SMPD1								
MV411_3_426_R1_peak_5314	chr19	663041	663683	+	3267	NA	promoter-TSS (RNF126)	NA	-129	RNF126								
MV411_3_426_R1_peak_5542	chr19	6372412	6373861	+	3252	NA	promoter-TSS (ALKBH7)	NA	703	ALKBH7								
MV411_3_426_R1_peak_4286	chr16	89171023	89172025	+	3252	NA	promoter-TSS (CDH15)	NA	-231	CDH15								
MV411_3_426_R1_peak_7374	chr2	240233020	240234078	+	3250	NA	Intergenic	NA	-92893	OTOS								
MV411_3_426_R1_peak_10996	chr8	95268511	95269415	+	3249	NA	TTS (TRNAS20)	NA	127	LOC100616530								
MV411_3_426_R1_peak_6607	chr19	55461358	55462317	+	3248	NA	promoter-TSS (ISOC2)	NA	-155	ISOC2								
MV411_3_426_R1_peak_2004	chr11	67629794	67630896	+	3245	NA	promoter-TSS (NUDT8)	NA	-408	NUDT8								
MV411_3_426_R1_peak_8947	chr4	25913929	25914432	+	3241	NA	promoter-TSS (SMIM20)	NA	-12	SMIM20								
MV411_3_426_R1_peak_7799	chr21	31731905	31732496	+	3239	NA	promoter-TSS (SCAF4)	NA	-101	SCAF4								
MV411_3_426_R1_peak_11618	chr9	134024814	134025569	+	3238	NA	promoter-TSS (LINC00094)	NA	-248	LINC00094								
MV411_3_426_R1_peak_6172	chr19	40690468	40691241	+	3233	NA	promoter-TSS (NUMBL)	NA	-203	NUMBL								
MV411_3_426_R1_peak_8855	chr4	705321	705998	+	3231	NA	promoter-TSS (PCGF3)	NA	-89	PCGF3								
MV411_3_426_R1_peak_7740	chr20	63552915	63554066	+	3231	NA	promoter-TSS (C20orf195)	NA	470	C20orf195								
MV411_3_426_R1_peak_11534	chr9	128159620	128160447	+	3229	NA	promoter-TSS (C9orf16)	NA	-227	C9orf16								
MV411_3_426_R1_peak_10867	chr8	37899223	37899870	+	3227	NA	promoter-TSS (RAB11FIP1)	NA	-49	RAB11FIP1								
MV411_3_426_R1_peak_5149	chr18	11980579	11981657	+	3226	NA	promoter-TSS (IMPA2)	NA	-310	IMPA2								
MV411_3_426_R1_peak_8894	chr4	3292612	3293400	+	3225	NA	promoter-TSS (RGS12)	NA	-21141	RGS12								
MV411_3_426_R1_peak_6480	chr19	50328936	50329764	+	3212	NA	promoter-TSS (KCNC3)	NA	27	KCNC3								
MV411_3_426_R1_peak_10375	chr7	44082351	44083041	+	3211	NA	promoter-TSS (POLM)	NA	-185	POLM								
MV411_3_426_R1_peak_1544	chr10	132448296	132449676	+	3204	NA	TTS (C10orf91)	NA	3776	C10orf91								
MV411_3_426_R1_peak_8665	chr3	133573106	133573809	+	3199	NA	promoter-TSS (CDV3)	NA	-977	CDV3								
MV411_3_426_R1_peak_8185	chr22	44701747	44702513	+	3198	NA	promoter-TSS (PRR5)	NA	-68	PRR5								
MV411_3_426_R1_peak_3855	chr16	4957694	4958470	+	3190	NA	promoter-TSS (SEC14L5)	NA	-235	SEC14L5								
MV411_3_426_R1_peak_10408	chr7	65037771	65038485	+	3190	NA	promoter-TSS (CCT6P3)	NA	-226	CCT6P3								
MV411_3_426_R1_peak_6370	chr19	48169479	48170871	+	3187	NA	promoter-TSS (C19orf68)	NA	-663	C19orf68								
MV411_3_426_R1_peak_7198	chr2	178450639	178451565	+	3181	NA	promoter-TSS (DFNB59)	NA	-340	DFNB59								
MV411_3_426_R1_peak_5110	chr17	83051446	83052206	+	3180	NA	promoter-TSS (B3GNTL1)	NA	-40	B3GNTL1								
MV411_3_426_R1_peak_11099	chr8	141308151	141308903	+	3176	NA	Intergenic	NA	-32022	LOC731779								
MV411_3_426_R1_peak_8887	chr4	2756098	2756747	+	3174	NA	promoter-TSS (TNIP2)	NA	-48	TNIP2								
MV411_3_426_R1_peak_2017	chr11	68751245	68751854	+	3168	NA	promoter-TSS (MTL5)	NA	-853	MTL5								
MV411_3_426_R1_peak_3856	chr16	5097512	5098863	+	3168	NA	promoter-TSS (FAM86A)	NA	-411	FAM86A								
MV411_3_426_R1_peak_1577	chr11	560519	561252	+	3168	NA	promoter-TSS (C11orf35)	NA	576	RASSF7								
MV411_3_426_R1_peak_5525	chr19	5686477	5687459	+	3161	NA	exon (HSD11B1L, exon 4 of 7)	NA	-3367	RPL36								
MV411_3_426_R1_peak_3524	chr15	68053932	68054430	+	3160	NA	promoter-TSS (PIAS1)	NA	-53	PIAS1								
MV411_3_426_R1_peak_11373	chr9	93133809	93134595	+	3151	NA	promoter-TSS (NINJ1)	NA	86	NINJ1								
MV411_3_426_R1_peak_11986	chrX	149938409	149940781	+	3149	NA	promoter-TSS (CXorf40B)	NA	-1022	CXorf40B								
MV411_3_426_R1_peak_1733	chr11	44564931	44565801	+	3142	NA	promoter-TSS (CD82)	NA	-225	CD82								
MV411_3_426_R1_peak_11635	chr9	136245607	136246255	+	3140	NA	promoter-TSS (QSOX2)	NA	-90	QSOX2								
MV411_3_426_R1_peak_4838	chr17	56833493	56834323	+	3134	NA	promoter-TSS (C17orf67)	NA	-223	DGKE								
MV411_3_426_R1_peak_5054	chr17	81034475	81035355	+	3130	NA	promoter-TSS (BAIAP2)	NA	-196	BAIAP2-AS1								
MV411_3_426_R1_peak_3486	chr15	63277063	63277803	+	3128	NA	promoter-TSS (APH1B)	NA	-117	APH1B								
MV411_3_426_R1_peak_2663	chr12	110123953	110124484	+	3126	NA	promoter-TSS (IFT81)	NA	-117	IFT81								
MV411_3_426_R1_peak_96	chr1	7770934	7771603	+	3119	NA	promoter-TSS (VAMP3)	NA	-1	VAMP3								
MV411_3_426_R1_peak_11743	chrX	15737796	15738431	+	3108	NA	promoter-TSS (CA5B)	NA	-7430	CA5B								
MV411_3_426_R1_peak_11666	chr9	136978214	136979035	+	3099	NA	intron (PTGDS, intron 1 of 6)	NA	1120	PTGDS								
