PeakID (cmd=annotatePeaks.pl SKNO1_1_232_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_1_232_R1_peak_7641	chr3	194255210	194255841	+	1407	NA	intron (RP11-513G11.3, intron 3 of 3)	NA	7877	RP11-513G11.3								
SKNO1_1_232_R1_peak_8182	chr5	16465317	16466264	+	1404	NA	promoter-TSS (ZNF622)	NA	-5	ZNF622								
SKNO1_1_232_R1_peak_8923	chr6	36885637	36886232	+	1394	NA	promoter-TSS (C6orf89)	NA	70	C6orf89								
SKNO1_1_232_R1_peak_8840	chr6	30682225	30683211	+	1394	NA	intron (PPP1R18, intron 1 of 2)	NA	5177	PPP1R18								
SKNO1_1_232_R1_peak_7488	chr3	157174538	157175454	+	1380	NA	exon (LOC101928236, exon 2 of 4)	NA	599	LOC101928236								
SKNO1_1_232_R1_peak_6180	chr2	218406127	218406908	+	1378	NA	TTS (CTDSP1)	NA	3860	MIR26B								
SKNO1_1_232_R1_peak_5494	chr19	55674932	55675557	+	1366	NA	promoter-TSS (EPN1)	NA	49	EPN1								
SKNO1_1_232_R1_peak_7908	chr4	56653284	56654242	+	1355	NA	intron (HOPX, intron 2 of 2)	NA	-4322	LOC101928815								
SKNO1_1_232_R1_peak_8543	chr5	149344952	149345974	+	1338	NA	promoter-TSS (GRPEL2)	NA	49	GRPEL2								
SKNO1_1_232_R1_peak_8518	chr5	140664216	140665241	+	1338	NA	promoter-TSS (WDR55)	NA	-71	WDR55								
SKNO1_1_232_R1_peak_3563	chr15	72685712	72686492	+	1338	NA	promoter-TSS (BBS4)	NA	47	HIGD2B								
SKNO1_1_232_R1_peak_7936	chr4	70688149	70688989	+	1331	NA	promoter-TSS (UTP3)	NA	90	UTP3								
SKNO1_1_232_R1_peak_3574	chr15	74540844	74541436	+	1312	NA	promoter-TSS (ARID3B)	NA	-67	ARID3B								
SKNO1_1_232_R1_peak_9940	chr8	66428692	66429389	+	1308	NA	promoter-TSS (RP11-346I3.4)	NA	12	RRS1								
SKNO1_1_232_R1_peak_8833	chr6	30066587	30067692	+	1307	NA	promoter-TSS (PPP1R11)	NA	445	PPP1R11								
SKNO1_1_232_R1_peak_3617	chr15	78761452	78761977	+	1302	NA	intron (ADAMTS7, intron 23 of 23)	NA	9677	LOC646938								
SKNO1_1_232_R1_peak_2171	chr12	1661723	1663046	+	1300	NA	intron (LOC102723583, intron 2 of 2)	NA	-2004	MIR3649								
SKNO1_1_232_R1_peak_4495	chr17	73010952	73011644	+	1291	NA	intron (SLC39A11, intron 4 of 9)	NA	81416	SLC39A11								
SKNO1_1_232_R1_peak_4232	chr17	40818426	40819425	+	1287	NA	promoter-TSS (TMEM99)	NA	-197	TMEM99								
SKNO1_1_232_R1_peak_2364	chr12	49018602	49019334	+	1284	NA	promoter-TSS (PRKAG1)	NA	-122	PRKAG1								
SKNO1_1_232_R1_peak_8240	chr5	43039947	43041106	+	1284	NA	promoter-TSS (ANXA2R)	NA	-181	ANXA2R								
SKNO1_1_232_R1_peak_7684	chr3	196632027	196633133	+	1282	NA	promoter-TSS (LINC01063)	NA	58	LINC01063								
SKNO1_1_232_R1_peak_3947	chr16	68079448	68080263	+	1271	NA	TTS (DUS2)	NA	-5511	NFATC3								
SKNO1_1_232_R1_peak_7898	chr4	55853383	55854024	+	1270	NA	promoter-TSS (EXOC1)	NA	67	EXOC1								
SKNO1_1_232_R1_peak_7736	chr4	2931534	2932543	+	1265	NA	intron (MFSD10, intron 7 of 10)	NA	2809	MFSD10								
SKNO1_1_232_R1_peak_7031	chr3	10292725	10293359	+	1259	NA	promoter-TSS (GHRL)	NA	-95	GHRL								
SKNO1_1_232_R1_peak_1514	chr10	103470988	103471696	+	1254	NA	Intergenic	NA	7898	CALHM3								
SKNO1_1_232_R1_peak_2257	chr12	11765586	11766983	+	1250	NA	intron (ETV6, intron 2 of 7)	NA	78768	LOC101928186								
SKNO1_1_232_R1_peak_9231	chr6	142146971	142147649	+	1250	NA	exon (VTA1, exon 1 of 7)	NA	148	VTA1								
SKNO1_1_232_R1_peak_185	chr1	26541662	26542572	+	1248	NA	promoter-TSS (RPS6KA1)	NA	11372	RPS6KA1								
SKNO1_1_232_R1_peak_10611	chr9	132406582	132407111	+	1246	NA	promoter-TSS (TTF1)	NA	5	TTF1								
SKNO1_1_232_R1_peak_611	chr1	151165764	151166318	+	1239	NA	promoter-TSS (SCNM1)	NA	19	SCNM1								
SKNO1_1_232_R1_peak_5790	chr2	70123942	70124723	+	1238	NA	exon (LOC100133985, exon 2 of 2)	NA	984	LOC100133985								
SKNO1_1_232_R1_peak_3121	chr14	64708568	64709106	+	1236	NA	intron (PLEKHG3, intron 1 of 16)	NA	4423	PLEKHG3								
SKNO1_1_232_R1_peak_10630	chr9	134164498	134165209	+	1218	NA	promoter-TSS (RNU6ATAC)	NA	-289	RNU6ATAC								
SKNO1_1_232_R1_peak_76	chr1	11730129	11730798	+	1206	NA	Intergenic	NA	-5622	AGTRAP								
SKNO1_1_232_R1_peak_9621	chr7	100675454	100676560	+	1206	NA	intron (GNB2, intron 1 of 9)	NA	2267	GNB2								
SKNO1_1_232_R1_peak_7709	chr3	198107821	198108616	+	1205	NA	Intergenic	NA	-27547	ANKRD18DP								
SKNO1_1_232_R1_peak_3672	chr15	90034247	90034859	+	1202	NA	intron (ZNF710, intron 1 of 3)	NA	27789	MIR3174								
SKNO1_1_232_R1_peak_7732	chr4	2811925	2812546	+	1202	NA	promoter-TSS (SH3BP2)	NA	19164	SH3BP2								
SKNO1_1_232_R1_peak_10324	chr9	37784648	37785503	+	1196	NA	promoter-TSS (EXOSC3)	NA	17	EXOSC3								
SKNO1_1_232_R1_peak_8540	chr5	148383557	148384337	+	1190	NA	promoter-TSS (FBXO38)	NA	1	FBXO38								
SKNO1_1_232_R1_peak_3264	chr14	93206871	93207700	+	1171	NA	promoter-TSS (C14orf142)	NA	-171	C14orf142								
SKNO1_1_232_R1_peak_878	chr1	204461213	204462072	+	1165	NA	intron (PIK3C2B, intron 5 of 31)	NA	33173	PIK3C2B								
SKNO1_1_232_R1_peak_5568	chr2	10689737	10690526	+	1162	NA	promoter-TSS (NOL10)	NA	-144	NOL10								
SKNO1_1_232_R1_peak_7567	chr3	184363030	184363602	+	1160	NA	exon (POLR2H, exon 2 of 6)	NA	1602	POLR2H								
SKNO1_1_232_R1_peak_2873	chr13	48492364	48493355	+	1160	NA	intron (RCBTB2, intron 9 of 9)	NA	24785	RCBTB2								
SKNO1_1_232_R1_peak_8199	chr5	35665084	35665628	+	1156	NA	intron (SPEF2, intron 8 of 36)	NA	47558	SPEF2								
SKNO1_1_232_R1_peak_5845	chr2	96305270	96306001	+	1155	NA	promoter-TSS (SNRNP200)	NA	-66	SNRNP200								
SKNO1_1_232_R1_peak_607	chr1	150926116	150926798	+	1149	NA	exon (SETDB1, exon 1 of 22)	NA	118	SETDB1								
SKNO1_1_232_R1_peak_4963	chr19	6773079	6773884	+	1147	NA	intron (VAV1, intron 1 of 26)	NA	813	VAV1								
SKNO1_1_232_R1_peak_2654	chr12	117062918	117063820	+	1131	NA	intron (TESC, intron 2 of 7)	NA	36077	TESC								
SKNO1_1_232_R1_peak_4048	chr16	87780506	87781120	+	1130	NA	Intergenic	NA	-1665	LOC102724467								
SKNO1_1_232_R1_peak_5088	chr19	13836483	13837477	+	1122	NA	promoter-TSS (MIR27A)	NA	-329	MIR23A								
SKNO1_1_232_R1_peak_6882	chr22	37284696	37285401	+	1116	NA	intron (CYTH4, intron 1 of 12)	NA	2594	CYTH4								
SKNO1_1_232_R1_peak_3483	chr15	63503126	63503679	+	1106	NA	Intergenic	NA	-1109	USP3								
SKNO1_1_232_R1_peak_6348	chr20	5950277	5950972	+	1106	NA	promoter-TSS (MCM8)	NA	-28	MCM8								
SKNO1_1_232_R1_peak_2081	chr11	120335947	120336630	+	1105	NA	promoter-TSS (ARHGEF12)	NA	-267	ARHGEF12								
SKNO1_1_232_R1_peak_4810	chr18	46623254	46623887	+	1102	NA	intron (LOXHD1, intron 4 of 39)	NA	-64275	LOXHD1								
SKNO1_1_232_R1_peak_8804	chr6	26596450	26597058	+	1100	NA	promoter-TSS (ABT1)	NA	-189	ABT1								
SKNO1_1_232_R1_peak_6541	chr20	52103702	52104411	+	1095	NA	intron (ZFP64, intron 5 of 8)	NA	87929	ZFP64								
SKNO1_1_232_R1_peak_496	chr1	100132736	100133546	+	1092	NA	promoter-TSS (TRMT13)	NA	-9	TRMT13								
SKNO1_1_232_R1_peak_2350	chr12	47207106	47208090	+	1088	NA	TTS (PCED1B-AS1)	NA	8845	PCED1B-AS1								
SKNO1_1_232_R1_peak_9432	chr7	32891130	32892418	+	1083	NA	promoter-TSS (KBTBD2)	NA	82	KBTBD2								
SKNO1_1_232_R1_peak_804	chr1	183580050	183580679	+	1074	NA	intron (NCF2, intron 3 of 15)	NA	10169	NCF2								
SKNO1_1_232_R1_peak_9253	chr6	146770975	146771532	+	1073	NA	intron (ADGB, intron 29 of 35)	NA	32571	KATNBL1P6								
SKNO1_1_232_R1_peak_5303	chr19	41882812	41883838	+	1073	NA	promoter-TSS (ARHGEF1)	NA	125	ARHGEF1								
SKNO1_1_232_R1_peak_4657	chr17	81285254	81286080	+	1072	NA	intron (SLC38A10, intron 2 of 16)	NA	9672	SLC38A10								
SKNO1_1_232_R1_peak_5614	chr2	25960701	25961356	+	1067	NA	intron (KIF3C, intron 1 of 7)	NA	21546	KIF3C								
SKNO1_1_232_R1_peak_5032	chr19	10759528	10760138	+	1065	NA	intron (DNM2, intron 2 of 20)	NA	-20421	MIR4748								
SKNO1_1_232_R1_peak_2994	chr13	113448875	113449804	+	1060	NA	promoter-TSS (ADPRHL1)	NA	-197	ADPRHL1								
SKNO1_1_232_R1_peak_8855	chr6	31559759	31560731	+	1058	NA	Intergenic	NA	-11854	LTA								
SKNO1_1_232_R1_peak_10294	chr9	34123659	34124374	+	1056	NA	intron (DCAF12, intron 2 of 8)	NA	1710	DCAF12								
SKNO1_1_232_R1_peak_4415	chr17	63446466	63447482	+	1056	NA	promoter-TSS (CYB561)	NA	-6128	CYB561								
SKNO1_1_232_R1_peak_8230	chr5	40834884	40835539	+	1050	NA	promoter-TSS (RPL37)	NA	74	RPL37								
SKNO1_1_232_R1_peak_4694	chr17	82450496	82451158	+	1040	NA	promoter-TSS (C17orf62)	NA	4	C17orf62								
SKNO1_1_232_R1_peak_9897	chr8	47734735	47735313	+	1038	NA	intron (SPIDR, intron 18 of 18)	NA	3140	CEBPD								
SKNO1_1_232_R1_peak_7017	chr3	9362863	9363446	+	1033	NA	promoter-TSS (THUMPD3)	NA	-399	THUMPD3								
SKNO1_1_232_R1_peak_2217	chr12	6723756	6724407	+	1025	NA	promoter-TSS (COPS7A)	NA	-202	COPS7A								
SKNO1_1_232_R1_peak_7145	chr3	43389625	43390166	+	1025	NA	intron (ANO10, intron 11 of 12)	NA	-37933	SNRK-AS1								
SKNO1_1_232_R1_peak_5945	chr2	121610279	121612268	+	1012	NA	intron (CLASP1, intron 1 of 39)	NA	38203	CLASP1								
SKNO1_1_232_R1_peak_7821	chr4	36310644	36311155	+	1005	NA	intron (DTHD1, intron 7 of 9)	NA	29272	DTHD1								
SKNO1_1_232_R1_peak_5039	chr19	11074317	11074826	+	1005	NA	Intergenic	NA	-14791	LDLR								
SKNO1_1_232_R1_peak_7644	chr3	194306274	194307012	+	998	NA	intron (LINC00887, intron 1 of 2)	NA	6161	LINC00887								
SKNO1_1_232_R1_peak_8867	chr6	31958799	31959320	+	997	NA	promoter-TSS (NELFE)	NA	-88	NELFE								
SKNO1_1_232_R1_peak_3263	chr14	93184344	93185279	+	996	NA	promoter-TSS (MOAP1)	NA	93	MOAP1								
SKNO1_1_232_R1_peak_8228	chr5	40797361	40798159	+	994	NA	promoter-TSS (PRKAA1)	NA	435	PRKAA1								
SKNO1_1_232_R1_peak_4382	chr17	58351926	58352588	+	993	NA	promoter-TSS (SUPT4H1)	NA	-19	SUPT4H1								
SKNO1_1_232_R1_peak_10148	chr8	141119354	141120134	+	992	NA	Intergenic	NA	10257	LOC101927963								
SKNO1_1_232_R1_peak_3174	chr14	73741450	73742356	+	992	NA	intron (ELMSAN1, intron 2 of 13)	NA	-16844	MIR4505								
SKNO1_1_232_R1_peak_10415	chr9	93566361	93566934	+	992	NA	TTS (FAM120A)	NA	-9987	PHF2								
SKNO1_1_232_R1_peak_1838	chr11	65639990	65640967	+	989	NA	promoter-TSS (SIPA1)	NA	357	SIPA1								
SKNO1_1_232_R1_peak_1709	chr11	46700349	46701168	+	986	NA	promoter-TSS (ZNF408)	NA	-93	ARHGAP1								
SKNO1_1_232_R1_peak_2204	chr12	6336260	6337647	+	982	NA	intron (TNFRSF1A, intron 1 of 9)	NA	5164	TNFRSF1A								
SKNO1_1_232_R1_peak_2522	chr12	89352459	89353073	+	981	NA	promoter-TSS (DUSP6)	NA	-247	DUSP6								
SKNO1_1_232_R1_peak_7869	chr4	52843921	52844388	+	976	NA	Intergenic	NA	-18174	RASL11B								
SKNO1_1_232_R1_peak_4718	chr18	3246784	3248127	+	974	NA	promoter-TSS (MYL12A)	NA	-19	MYL12A								
SKNO1_1_232_R1_peak_7203	chr3	50242733	50243595	+	974	NA	intron (GNAI2, intron 1 of 7)	NA	7007	GNAI2								
SKNO1_1_232_R1_peak_6254	chr2	233331475	233332025	+	964	NA	intron (SAG, intron 10 of 15)	NA	24087	SAG								
SKNO1_1_232_R1_peak_7053	chr3	14761259	14761899	+	963	NA	TTS (C3orf20)	NA	49835	RP11-95M5.1								
SKNO1_1_232_R1_peak_8013	chr4	83455292	83456413	+	959	NA	promoter-TSS (HELQ)	NA	-113	MRPS18C								
SKNO1_1_232_R1_peak_8601	chr5	172175278	172175845	+	957	NA	intron (STK10, intron 1 of 18)	NA	12781	STK10								
SKNO1_1_232_R1_peak_1717	chr11	47578568	47579342	+	957	NA	promoter-TSS (KBTBD4)	NA	-55	NDUFS3								
SKNO1_1_232_R1_peak_4710	chr18	812329	813669	+	956	NA	promoter-TSS (YES1)	NA	-728	YES1								
SKNO1_1_232_R1_peak_10593	chr9	131270385	131271048	+	954	NA	intron (FAM78A, intron 1 of 1)	NA	5803	FAM78A								
SKNO1_1_232_R1_peak_6252	chr2	233251276	233252000	+	953	NA	promoter-TSS (ATG16L1)	NA	67	ATG16L1								
SKNO1_1_232_R1_peak_24	chr1	2255405	2256379	+	944	NA	intron (SKI, intron 1 of 6)	NA	27157	SKI								
SKNO1_1_232_R1_peak_8359	chr5	88827000	88827753	+	943	NA	intron (MEF2C, intron 2 of 10)	NA	55838	MEF2C								
SKNO1_1_232_R1_peak_3364	chr15	34101588	34102434	+	938	NA	promoter-TSS (PGBD4)	NA	-62	PGBD4								
SKNO1_1_232_R1_peak_5251	chr19	38317091	38317498	+	936	NA	Intergenic	NA	-1328	YIF1B								
SKNO1_1_232_R1_peak_2398	chr12	51368883	51369398	+	935	NA	intron (GALNT6, intron 3 of 10)	NA	13200	GALNT6								
SKNO1_1_232_R1_peak_10658	chr9	136655796	136656334	+	935	NA	intron (LOC101928612, intron 1 of 1)	NA	4367	LOC101928612								
SKNO1_1_232_R1_peak_10001	chr8	101136845	101137640	+	935	NA	Intergenic	NA	68490	ZNF706								
SKNO1_1_232_R1_peak_9488	chr7	44885321	44886011	+	933	NA	promoter-TSS (PURB)	NA	-281	PURB								
SKNO1_1_232_R1_peak_3712	chr15	94844660	94845630	+	928	NA	Intergenic	NA	-10218	LOC440311								
SKNO1_1_232_R1_peak_4636	chr17	79942774	79943372	+	928	NA	TTS (TBC1D16)	NA	7784	TBC1D16								
SKNO1_1_232_R1_peak_714	chr1	160837423	160838217	+	927	NA	intron (CD244, intron 5 of 8)	NA	25082	CD244								
SKNO1_1_232_R1_peak_1484	chr10	101694201	101695732	+	927	NA	promoter-TSS (FBXW4)	NA	20	FBXW4								
SKNO1_1_232_R1_peak_3405	chr15	43105736	43106413	+	927	NA	promoter-TSS (UBR1)	NA	14	UBR1								
SKNO1_1_232_R1_peak_5645	chr2	32165491	32166142	+	922	NA	promoter-TSS (SLC30A6)	NA	-25	SLC30A6								
SKNO1_1_232_R1_peak_4711	chr18	830325	830857	+	916	NA	Intergenic	NA	-18320	YES1								
SKNO1_1_232_R1_peak_723	chr1	161185149	161185743	+	914	NA	Intergenic	NA	-7478	B4GALT3								
SKNO1_1_232_R1_peak_2101	chr11	124622601	124623269	+	911	NA	promoter-TSS (TBRG1)	NA	89	TBRG1								
SKNO1_1_232_R1_peak_8880	chr6	33298269	33299876	+	906	NA	TTS (TAPBP)	NA	327	RGL2								
SKNO1_1_232_R1_peak_4583	chr17	77342142	77342713	+	906	NA	intron (SEPT9, intron 1 of 10)	NA	-33656	SEPT9								
SKNO1_1_232_R1_peak_9074	chr6	104705085	104705617	+	906	NA	Intergenic	NA	154568	HACE1								
SKNO1_1_232_R1_peak_2752	chr13	19586788	19587317	+	905	NA	Intergenic	NA	-46595	MPHOSPH8								
SKNO1_1_232_R1_peak_5871	chr2	101328318	101329132	+	897	NA	Intergenic	NA	19272	MIR5696								
SKNO1_1_232_R1_peak_6820	chr22	26672552	26673254	+	897	NA	exon (MIAT, exon 5 of 5)	NA	15421	MIAT								
SKNO1_1_232_R1_peak_8684	chr6	834112	834625	+	895	NA	Intergenic	NA	-34071	LOC101927691								
SKNO1_1_232_R1_peak_351	chr1	45543803	45544216	+	891	NA	Intergenic	NA	-6774	AKR1A1								
SKNO1_1_232_R1_peak_1432	chr10	88986316	88987133	+	889	NA	intron (FAS, intron 1 of 9)	NA	-3807	FAS								
SKNO1_1_232_R1_peak_8517	chr5	140611968	140612444	+	889	NA	Intergenic	NA	-17636	LOC100505798								
SKNO1_1_232_R1_peak_3687	chr15	90929886	90930464	+	881	NA	promoter-TSS (UNC45A)	NA	2394	HDDC3								
SKNO1_1_232_R1_peak_772	chr1	173867973	173868760	+	881	NA	promoter-TSS (SNORD74)	NA	69	ZBTB37								
SKNO1_1_232_R1_peak_802	chr1	183471783	183472722	+	879	NA	promoter-TSS (SMG7)	NA	-270	SMG7-AS1								
SKNO1_1_232_R1_peak_4471	chr17	67257747	67258328	+	879	NA	promoter-TSS (LOC101928021)	NA	-12806	HELZ								
SKNO1_1_232_R1_peak_2003	chr11	102452381	102453411	+	874	NA	promoter-TSS (LOC101928424)	NA	148	TMEM123								
SKNO1_1_232_R1_peak_1998	chr11	96207642	96208308	+	872	NA	intron (MAML2, intron 1 of 4)	NA	-133472	MIR1260B								
SKNO1_1_232_R1_peak_5365	chr19	46786021	46787065	+	872	NA	intron (SLC1A5, intron 1 of 7)	NA	-1666	SLC1A5								
SKNO1_1_232_R1_peak_7059	chr3	15427126	15427872	+	872	NA	promoter-TSS (METTL6)	NA	-58	EAF1								
SKNO1_1_232_R1_peak_9015	chr6	67248100	67248720	+	870	NA	Intergenic	NA	-792513	LOC102723883								
SKNO1_1_232_R1_peak_6645	chr21	32612176	32613231	+	868	NA	promoter-TSS (C21orf59)	NA	-100	C21orf59								
SKNO1_1_232_R1_peak_7948	chr4	73258428	73259485	+	864	NA	promoter-TSS (ANKRD17)	NA	185	ANKRD17								
SKNO1_1_232_R1_peak_7077	chr3	19946885	19947593	+	864	NA	exon (RAB5A, exon 1 of 6)	NA	159	RAB5A								
SKNO1_1_232_R1_peak_4928	chr19	3812225	3812852	+	864	NA	intron (ZFR2, intron 14 of 18)	NA	-26121	MATK								
SKNO1_1_232_R1_peak_6557	chr20	56418943	56419395	+	864	NA	intron (CASS4, intron 1 of 4)	NA	6911	CASS4								
