PeakID (cmd=annotatePeaks.pl MV411_4_569_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_4_569_R1_peak_2946	chr6	30066633	30067459	+	1230	NA	promoter-TSS (PPP1R11)	NA	-109	PPP1R11								
MV411_4_569_R1_peak_2138	chr20	46111219	46111604	+	1228	NA	Intergenic	NA	-6849	CD40								
MV411_4_569_R1_peak_502	chr11	8688794	8689198	+	1219	NA	exon (RPL27A, exon 5 of 5)	NA	3557	SNORA45								
MV411_4_569_R1_peak_2247	chr22	26672594	26673180	+	1199	NA	exon (MIAT, exon 4 of 4)	NA	15405	MIAT								
MV411_4_569_R1_peak_3390	chr8	47734792	47735515	+	1191	NA	intron (SPIDR, intron 15 of 15)	NA	3011	CEBPD								
MV411_4_569_R1_peak_1523	chr18	68436416	68436848	+	1184	NA	Intergenic	NA	278484	TMX3								
MV411_4_569_R1_peak_3539	chr8	143191319	143191659	+	1183	NA	Intergenic	NA	-21704	GPIHBP1								
MV411_4_569_R1_peak_1305	chr16	89240817	89241425	+	1174	NA	Intergenic	NA	23411	ZNF778								
MV411_4_569_R1_peak_1632	chr19	18478879	18479238	+	1170	NA	intron (ELL, intron 1 of 11)	NA	-40896	ISYNA1								
MV411_4_569_R1_peak_2492	chr3	180601947	180602620	+	1169	NA	exon (TTC14, exon 1 of 13)	NA	153	TTC14								
MV411_4_569_R1_peak_1837	chr2	40957564	40957942	+	1164	NA	Intergenic	NA	203191	LOC101929700								
MV411_4_569_R1_peak_1012	chr14	102565411	102565921	+	1164	NA	Intergenic	NA	26022	MIR4309								
MV411_4_569_R1_peak_552	chr11	46700499	46701132	+	1138	NA	promoter-TSS (ZNF408)	NA	48	ZNF408								
MV411_4_569_R1_peak_3585	chr9	34123720	34124121	+	1134	NA	intron (DCAF12, intron 2 of 8)	NA	1806	DCAF12								
MV411_4_569_R1_peak_3360	chr8	30743819	30744545	+	1122	NA	promoter-TSS (UBXN8)	NA	17	UBXN8								
MV411_4_569_R1_peak_3659	chr9	134164680	134165124	+	1120	NA	promoter-TSS (RNU6ATAC)	NA	-338	RNU6ATAC								
MV411_4_569_R1_peak_563	chr11	61429825	61430278	+	1120	NA	promoter-TSS (CPSF7)	NA	-74	SDHAF2								
MV411_4_569_R1_peak_3712	chrX	2628840	2632779	+	1105	NA	intron (CD99P1, intron 8 of 8)	NA	-15462	LINC00102								
MV411_4_569_R1_peak_714	chr12	11766052	11766796	+	1092	NA	intron (ETV6, intron 2 of 7)	NA	78908	LOC101928186								
MV411_4_569_R1_peak_755	chr12	51246256	51246634	+	1084	NA	exon (DAZAP2, exon 4 of 4)	NA	7721	DAZAP2								
MV411_4_569_R1_peak_2472	chr3	157174786	157175386	+	1084	NA	exon (LOC101928236, exon 2 of 4)	NA	689	LOC101928236								
MV411_4_569_R1_peak_496	chr11	2400174	2400759	+	1080	NA	promoter-TSS (TSSC4)	NA	-339	TSSC4								
MV411_4_569_R1_peak_1444	chr17	77088435	77088849	+	1078	NA	promoter-TSS (LINC00338)	NA	-1	LINC00338								
MV411_4_569_R1_peak_1614	chr19	16185123	16185511	+	1020	NA	promoter-TSS (FAM32A)	NA	-107	FAM32A								
MV411_4_569_R1_peak_2048	chr2	233331465	233331961	+	1009	NA	intron (SAG, intron 10 of 15)	NA	23823	SAG								
MV411_4_569_R1_peak_3549	chr8	145001510	145001833	+	1001	NA	intron (ZNF252P, intron 1 of 4)	NA	-1140	ZNF252P-AS1								
MV411_4_569_R1_peak_861	chr12	123633488	123633970	+	977	NA	promoter-TSS (GTF2H3)	NA	-10	GTF2H3								
MV411_4_569_R1_peak_2211	chr21	34865543	34865952	+	972	NA	intron (RUNX1, intron 2 of 4)	NA	-17909	LOC101928240								
MV411_4_569_R1_peak_381	chr10	48800222	48800753	+	963	NA	intron (WDFY4, intron 24 of 61)	NA	115014	WDFY4								
MV411_4_569_R1_peak_837	chr12	110449743	110450522	+	959	NA	intron (ARPC3, intron 1 of 6)	NA	279	ARPC3								
MV411_4_569_R1_peak_2103	chr20	19828131	19828562	+	956	NA	intron (RIN2, intron 2 of 12)	NA	-60841	RIN2								
MV411_4_569_R1_peak_842	chr12	112409359	112409781	+	951	NA	promoter-TSS (RPL6)	NA	69	RPL6								
MV411_4_569_R1_peak_1164	chr16	9079013	9079306	+	950	NA	Intergenic	NA	-12521	C16orf72								
MV411_4_569_R1_peak_1931	chr2	121610243	121612220	+	935	NA	intron (CLASP1, intron 1 of 37)	NA	38216	CLASP1								
MV411_4_569_R1_peak_2709	chr5	6378429	6378737	+	931	NA	promoter-TSS (MED10)	NA	-57	MED10								
MV411_4_569_R1_peak_1198	chr16	30903617	30904001	+	926	NA	TTS (CTF1)	NA	7202	CTF1								
MV411_4_569_R1_peak_1796	chr2	12588060	12588378	+	916	NA	Intergenic	NA	-128653	TRIB2								
MV411_4_569_R1_peak_366	chr10	27242939	27243275	+	906	NA	promoter-TSS (ACBD5)	NA	-2286	ACBD5								
MV411_4_569_R1_peak_1130	chr15	90188970	90189372	+	905	NA	intron (SEMA4B, intron 1 of 14)	NA	4418	SEMA4B								
MV411_4_569_R1_peak_1082	chr15	66866088	66866424	+	897	NA	Intergenic	NA	75898	LOC102723481								
MV411_4_569_R1_peak_2885	chr5	177300338	177300634	+	895	NA	TTS (NSD1)	NA	3258	RAB24								
MV411_4_569_R1_peak_1202	chr16	31074141	31074603	+	895	NA	promoter-TSS (ZNF668)	NA	112	ZNF646								
MV411_4_569_R1_peak_2205	chr21	32612249	32613087	+	893	NA	promoter-TSS (C21orf59)	NA	-65	C21orf59								
MV411_4_569_R1_peak_3077	chr6	151451984	151452542	+	893	NA	promoter-TSS (C6orf211)	NA	5	C6orf211								
MV411_4_569_R1_peak_2174	chr20	62740139	62740578	+	890	NA	intron (NTSR1, intron 1 of 3)	NA	31521	NTSR1								
MV411_4_569_R1_peak_574	chr11	64269861	64270362	+	889	NA	TTS (PLCB3)	NA	14593	BAD								
MV411_4_569_R1_peak_2951	chr6	30682540	30683042	+	886	NA	intron (PPP1R18, intron 2 of 3)	NA	4525	PPP1R18								
MV411_4_569_R1_peak_2824	chr5	140612027	140612343	+	877	NA	Intergenic	NA	-17615	LOC100505798								
MV411_4_569_R1_peak_1434	chr17	68491418	68491720	+	872	NA	Intergenic	NA	-18294	LOC102724296								
MV411_4_569_R1_peak_1469	chr18	3261554	3262301	+	854	NA	promoter-TSS (MYL12B)	NA	-792	MYL12B								
MV411_4_569_R1_peak_1550	chr19	3141958	3142502	+	853	NA	exon (AC005264.2, exon 4 of 4)	NA	6037	GNA15								
MV411_4_569_R1_peak_2825	chr5	140664564	140665002	+	846	NA	promoter-TSS (WDR55)	NA	-1792	WDR55								
MV411_4_569_R1_peak_1111	chr15	77004231	77004598	+	846	NA	intron (PSTPIP1, intron 1 of 14)	NA	9290	PSTPIP1								
MV411_4_569_R1_peak_2232	chr21	44925026	44925658	+	846	NA	intron (ITGB2-AS1, intron 2 of 3)	NA	3496	ITGB2								
MV411_4_569_R1_peak_213	chr1	159436484	159436768	+	839	NA	intron (OR10J1, intron 1 of 1)	NA	30237	OR10J1								
MV411_4_569_R1_peak_263	chr1	190847145	190847402	+	837	NA	Intergenic	NA	222383	RP11-463J7.2								
MV411_4_569_R1_peak_647	chr11	116348306	116348591	+	837	NA	Intergenic	NA	-290974	LOC101929011								
MV411_4_569_R1_peak_1134	chr15	91047631	91047946	+	837	NA	Intergenic	NA	25166	AC068831.10								
MV411_4_569_R1_peak_1295	chr16	87780679	87781069	+	837	NA	Intergenic	NA	-1726	LOC102724467								
MV411_4_569_R1_peak_2453	chr3	141498892	141499195	+	837	NA	intron (RASA2, intron 1 of 23)	NA	-30677	RASA2								
MV411_4_569_R1_peak_3440	chr8	86508624	86508878	+	837	NA	promoter-TSS (RMDN1)	NA	29	RMDN1								
MV411_4_569_R1_peak_3715	chrX	4240182	4241240	+	818	NA	Intergenic	NA	-316725	LOC729162								
MV411_4_569_R1_peak_3102	chr6	167392977	167393337	+	816	NA	Intergenic	NA	-8647	TCP10								
MV411_4_569_R1_peak_2065	chr20	1392987	1393491	+	814	NA	promoter-TSS (FKBP1A)	NA	-67	FKBP1A								
MV411_4_569_R1_peak_1636	chr19	19663375	19664012	+	807	NA	promoter-TSS (ATP13A1)	NA	1	ATP13A1								
MV411_4_569_R1_peak_3388	chr8	47369365	47369746	+	807	NA	intron (SPIDR, intron 1 of 15)	NA	108677	SPIDR								
MV411_4_569_R1_peak_146	chr1	100132799	100133354	+	803	NA	promoter-TSS (SASS6)	NA	-74	TRMT13								
MV411_4_569_R1_peak_1029	chr15	34342939	34343346	+	803	NA	promoter-TSS (NUTM1)	NA	19	NOP10								
MV411_4_569_R1_peak_1787	chr2	10689835	10690102	+	800	NA	promoter-TSS (NOL10)	NA	19	NOL10								
MV411_4_569_R1_peak_3714	chrX	3142535	3143816	+	799	NA	Intergenic	NA	102941	ARSF								
MV411_4_569_R1_peak_3061	chr6	142147014	142147363	+	793	NA	promoter-TSS (VTA1)	NA	26	VTA1								
MV411_4_569_R1_peak_2971	chr6	35370172	35370706	+	792	NA	intron (PPARD, intron 4 of 9)	NA	27868	PPARD								
MV411_4_569_R1_peak_2542	chr4	7649816	7650263	+	785	NA	intron (SORCS2, intron 4 of 26)	NA	-104051	AFAP1-AS1								
MV411_4_569_R1_peak_2873	chr5	170331108	170331504	+	785	NA	promoter-TSS (LOC257358)	NA	-87	LOC257358								
MV411_4_569_R1_peak_349	chr10	5041134	5041491	+	780	NA	Intergenic	NA	-23279	AKR1C2								
MV411_4_569_R1_peak_277	chr1	203287446	203287830	+	772	NA	intron (RP11-134P9.3, intron 1 of 2)	NA	362	RP11-134P9.3								
MV411_4_569_R1_peak_716	chr12	11798875	11799214	+	754	NA	intron (ETV6, intron 2 of 7)	NA	111528	LOC101928186								
MV411_4_569_R1_peak_446	chr10	102393977	102394477	+	745	NA	promoter-TSS (NFKB2)	NA	-1369	NFKB2								
MV411_4_569_R1_peak_3092	chr6	160462542	160462756	+	735	NA	Intergenic	NA	48475	LPAL2								
MV411_4_569_R1_peak_2704	chr5	543914	544316	+	727	NA	Intergenic	NA	-8238	MIR4456								
MV411_4_569_R1_peak_485	chr10	128063107	128063506	+	723	NA	intron (PTPRE, intron 9 of 19)	NA	62898	MKI67								
MV411_4_569_R1_peak_1583	chr19	11074482	11074863	+	721	NA	Intergenic	NA	-14690	LDLR								
MV411_4_569_R1_peak_394	chr10	68955747	68956371	+	718	NA	promoter-TSS (DDX21)	NA	-381	DDX21								
MV411_4_569_R1_peak_1723	chr19	50511161	50511616	+	718	NA	promoter-TSS (JOSD2)	NA	-229	JOSD2								
MV411_4_569_R1_peak_2220	chr21	37221207	37221682	+	709	NA	exon (DSCR9, exon 3 of 3)	NA	12941	DSCR9								
MV411_4_569_R1_peak_2170	chr20	60055737	60056098	+	701	NA	promoter-TSS (C20orf197)	NA	-8	C20orf197								
MV411_4_569_R1_peak_2691	chr4	184355243	184355577	+	701	NA	Intergenic	NA	-1433	RP11-290F5.2								
MV411_4_569_R1_peak_663	chr11	124622594	124623215	+	693	NA	promoter-TSS (TBRG1)	NA	58	TBRG1								
MV411_4_569_R1_peak_1234	chr16	55752858	55753684	+	692	NA	Intergenic	NA	-7328	CES1P1								
MV411_4_569_R1_peak_3290	chr7	157490563	157490927	+	685	NA	intron (AC006372.4, intron 2 of 3)	NA	24514	AC006372.4								
MV411_4_569_R1_peak_3181	chr7	44885399	44885878	+	683	NA	promoter-TSS (PURB)	NA	-253	PURB								
MV411_4_569_R1_peak_1194	chr16	30075612	30076163	+	675	NA	promoter-TSS (PPP4C)	NA	-116	PPP4C								
MV411_4_569_R1_peak_3131	chr7	5693456	5693817	+	675	NA	intron (RNF216, intron 11 of 14)	NA	-3164	LOC101927301								
MV411_4_569_R1_peak_1548	chr19	2549821	2550199	+	673	NA	intron (GNG7, intron 3 of 4)	NA	-36439	LOC101929097								
MV411_4_569_R1_peak_231	chr1	169367778	169368362	+	668	NA	promoter-TSS (NME7)	NA	114	BLZF1								
MV411_4_569_R1_peak_2698	chr4	189566948	189567238	+	667	NA	Intergenic	NA	-92512	RP11-462G22.1								
MV411_4_569_R1_peak_355	chr10	15860222	15860734	+	667	NA	promoter-TSS (FAM188A)	NA	-22846	FAM188A								
MV411_4_569_R1_peak_1252	chr16	67191969	67192301	+	661	NA	promoter-TSS (E2F4)	NA	-30	E2F4								
MV411_4_569_R1_peak_1375	chr17	35578358	35578812	+	661	NA	promoter-TSS (PEX12)	NA	52	PEX12								
MV411_4_569_R1_peak_2622	chr4	83455809	83456208	+	659	NA	promoter-TSS (HELQ)	NA	43	MRPS18C								
MV411_4_569_R1_peak_2976	chr6	36885733	36886080	+	659	NA	promoter-TSS (C6orf89)	NA	42	C6orf89								
MV411_4_569_R1_peak_970	chr14	73886612	73887018	+	658	NA	exon (ZNF410, exon 1 of 11)	NA	200	ZNF410								
MV411_4_569_R1_peak_2152	chr20	50958361	50959022	+	658	NA	promoter-TSS (DPM1)	NA	-123	MOCS3								
MV411_4_569_R1_peak_2089	chr20	5950351	5950764	+	652	NA	promoter-TSS (TRMT6)	NA	-95	MCM8								
MV411_4_569_R1_peak_747	chr12	49018661	49019144	+	652	NA	promoter-TSS (PRKAG1)	NA	-2063	PRKAG1								
MV411_4_569_R1_peak_90	chr1	40059501	40059791	+	646	NA	intron (CAP1, intron 2 of 12)	NA	18918	CAP1								
MV411_4_569_R1_peak_2861	chr5	159263045	159263433	+	643	NA	exon (UBLCP1, exon 1 of 11)	NA	158	UBLCP1								
MV411_4_569_R1_peak_3532	chr8	141119628	141120017	+	641	NA	Intergenic	NA	7841	LOC101927963								
MV411_4_569_R1_peak_3158	chr7	32891973	32892277	+	640	NA	promoter-TSS (KBTBD2)	NA	-269	KBTBD2								
MV411_4_569_R1_peak_2095	chr20	11459565	11459838	+	635	NA	Intergenic	NA	-186318	LOC339593								
MV411_4_569_R1_peak_1926	chr2	117814447	117814837	+	635	NA	promoter-TSS (DDX18)	NA	-37	DDX18								
MV411_4_569_R1_peak_2116	chr20	31674990	31675286	+	631	NA	intron (BCL2L1, intron 2 of 2)	NA	37256	COX4I2								
MV411_4_569_R1_peak_992	chr14	89681519	89681839	+	626	NA	Intergenic	NA	-47850	LOC102723683								
MV411_4_569_R1_peak_165	chr1	117929518	117929813	+	620	NA	promoter-TSS (GDAP2)	NA	-29	GDAP2								
MV411_4_569_R1_peak_3704	chrUn_KI270467v1	1934	3548	+	620	NA	NA	NA	NA	NA								
MV411_4_569_R1_peak_1760	chr19	55675023	55675341	+	620	NA	promoter-TSS (EPN1)	NA	-50	EPN1								
MV411_4_569_R1_peak_1336	chr17	7842988	7843243	+	619	NA	promoter-TSS (KDM6B)	NA	8912	KDM6B								
MV411_4_569_R1_peak_3418	chr8	66103508	66103804	+	615	NA	Intergenic	NA	-9631	LOC101060153								
MV411_4_569_R1_peak_214	chr1	160031836	160032173	+	614	NA	promoter-TSS (PIGM)	NA	-11	PIGM								
MV411_4_569_R1_peak_507	chr11	10581581	10582001	+	612	NA	intron (MRVI1, intron 18 of 19)	NA	-12973	LYVE1								
MV411_4_569_R1_peak_1714	chr19	48726569	48726924	+	610	NA	intron (RASIP1, intron 5 of 8)	NA	-9789	MAMSTR								
MV411_4_569_R1_peak_868	chr13	19586964	19587230	+	605	NA	Intergenic	NA	-46550	MPHOSPH8								
MV411_4_569_R1_peak_766	chr12	54188878	54189233	+	603	NA	promoter-TSS (SMUG1)	NA	-61	SMUG1								
MV411_4_569_R1_peak_2948	chr6	30516152	30516808	+	603	NA	Intergenic	NA	27074	HLA-E								
MV411_4_569_R1_peak_2328	chr3	30511610	30511885	+	598	NA	Intergenic	NA	-7129	AC116035.1								
MV411_4_569_R1_peak_2291	chr22	47495096	47495489	+	598	NA	Intergenic	NA	-8181	LOC101927722								
MV411_4_569_R1_peak_3014	chr6	91141414	91141799	+	594	NA	Intergenic	NA	-380054	MIR4643								
MV411_4_569_R1_peak_347	chr10	4333190	4333972	+	594	NA	Intergenic	NA	-50665	LINC00703								
MV411_4_569_R1_peak_181	chr1	150363373	150363731	+	593	NA	promoter-TSS (RPRD2)	NA	-596	RPRD2								
MV411_4_569_R1_peak_2481	chr3	169765003	169765391	+	592	NA	promoter-TSS (TERC)	NA	-137	TERC								
MV411_4_569_R1_peak_2625	chr4	84966589	84966970	+	587	NA	promoter-TSS (WDFY3)	NA	-39	WDFY3-AS2								
MV411_4_569_R1_peak_1055	chr15	55196828	55197168	+	585	NA	promoter-TSS (RSL24D1)	NA	35	RSL24D1								
MV411_4_569_R1_peak_95	chr1	41684017	41684325	+	585	NA	intron (HIVEP3, intron 1 of 7)	NA	-199498	EDN2								
MV411_4_569_R1_peak_2608	chr4	73731964	73732316	+	579	NA	Intergenic	NA	-8366	IL8								
MV411_4_569_R1_peak_1994	chr2	196240275	196240486	+	579	NA	intron (HECW2, intron 20 of 27)	NA	-19644	AC020571.3								
MV411_4_569_R1_peak_1557	chr19	4540046	4540394	+	575	NA	promoter-TSS (LRG1)	NA	-196	LRG1								
MV411_4_569_R1_peak_3594	chr9	37784730	37785347	+	571	NA	promoter-TSS (EXOSC3)	NA	54	EXOSC3								
MV411_4_569_R1_peak_3227	chr7	91880604	91880919	+	571	NA	promoter-TSS (MTERF)	NA	-69	MTERF								
MV411_4_569_R1_peak_554	chr11	47578647	47579202	+	571	NA	promoter-TSS (KBTBD4)	NA	-86	NDUFS3								
MV411_4_569_R1_peak_3183	chr7	45505925	45506580	+	570	NA	Intergenic	NA	-67888	ADCY1								
MV411_4_569_R1_peak_2022	chr2	218406371	218406748	+	570	NA	TTS (CTDSP1)	NA	3902	MIR26B								
MV411_4_569_R1_peak_22	chr1	11730414	11730683	+	569	NA	Intergenic	NA	-5537	AGTRAP								
MV411_4_569_R1_peak_2313	chr3	15427335	15427707	+	562	NA	promoter-TSS (METTL6)	NA	-36	EAF1								
MV411_4_569_R1_peak_1387	chr17	40322538	40323110	+	561	NA	promoter-TSS (RARA)	NA	-18136	RARA								
MV411_4_569_R1_peak_3330	chr8	22704939	22705318	+	559	NA	Intergenic	NA	-12739	EGR3								
MV411_4_569_R1_peak_3587	chr9	34171807	34172128	+	555	NA	Intergenic	NA	-7038	UBAP1								
MV411_4_569_R1_peak_3411	chr8	60851999	60852340	+	555	NA	exon (CHD7, exon 18 of 27)	NA	-48004	LOC101929576								
MV411_4_569_R1_peak_2846	chr5	148383741	148384107	+	555	NA	promoter-TSS (LOC102546294)	NA	-22	FBXO38								
MV411_4_569_R1_peak_1468	chr18	3247423	3247899	+	555	NA	exon (MYL12A, exon 1 of 4)	NA	187	MYL12A								
MV411_4_569_R1_peak_1650	chr19	34270005	34270258	+	554	NA	intron (KIAA0355, intron 1 of 13)	NA	4573	KIAA0355								
MV411_4_569_R1_peak_2977	chr6	37050111	37050509	+	553	NA	Intergenic	NA	36594	FGD2								
MV411_4_569_R1_peak_848	chr12	117063156	117063660	+	552	NA	intron (TESC, intron 2 of 7)	NA	36038	TESC								
MV411_4_569_R1_peak_3700	chrUn_KI270466v1	664	1193	+	551	NA	NA	NA	NA	NA								
MV411_4_569_R1_peak_704	chr12	6970629	6971075	+	545	NA	promoter-TSS (EMG1)	NA	71	EMG1								
MV411_4_569_R1_peak_2112	chr20	23655680	23656163	+	545	NA	Intergenic	NA	-17873	CST3								
MV411_4_569_R1_peak_2714	chr5	14545298	14545728	+	541	NA	Intergenic	NA	-36269	FAM105A								
MV411_4_569_R1_peak_1596	chr19	13836824	13837264	+	539	NA	promoter-TSS (MIR27A)	NA	-429	MIR23A								
MV411_4_569_R1_peak_2961	chr6	31958908	31959243	+	539	NA	promoter-TSS (NELFE)	NA	12	NELFE								
MV411_4_569_R1_peak_952	chr14	65210110	65210390	+	537	NA	Intergenic	NA	12097	LOC100128233								
MV411_4_569_R1_peak_2562	chr4	24979594	24979816	+	537	NA	intron (CCDC149, intron 1 of 12)	NA	499	CCDC149								
MV411_4_569_R1_peak_2086	chr20	5524818	5525139	+	537	NA	Intergenic	NA	-14976	RP5-1022P6.4								
MV411_4_569_R1_peak_184	chr1	150926176	150926449	+	537	NA	promoter-TSS (SETDB1)	NA	-27	SETDB1								
MV411_4_569_R1_peak_1465	chr18	813036	813581	+	535	NA	promoter-TSS (YES1)	NA	-982	YES1								
MV411_4_569_R1_peak_2039	chr2	230643550	230643839	+	535	NA	Intergenic	NA	56835	AC098823.3								
MV411_4_569_R1_peak_2701	chr5	271338	271747	+	524	NA	promoter-TSS (PDCD6)	NA	-18	LOC102467073								
MV411_4_569_R1_peak_1984	chr2	177239937	177240335	+	522	NA	intron (NFE2L2, intron 1 of 4)	NA	15870	MIR3128								
MV411_4_569_R1_peak_1739	chr19	54247930	54248328	+	521	NA	Intergenic	NA	-5138	LILRA6								
MV411_4_569_R1_peak_3109	chr6	170584472	170584802	+	519	NA	promoter-TSS (PDCD2)	NA	55	PDCD2								
MV411_4_569_R1_peak_1133	chr15	90930026	90930310	+	518	NA	promoter-TSS (UNC45A)	NA	2401	HDDC3								
MV411_4_569_R1_peak_328	chr1	240576247	240576633	+	518	NA	intron (GREM2, intron 1 of 1)	NA	35722	GREM2								
MV411_4_569_R1_peak_1567	chr19	6604002	6604279	+	518	NA	Intergenic	NA	-12988	CD70								
MV411_4_569_R1_peak_3419	chr8	66428818	66429173	+	516	NA	promoter-TSS (RRS1)	NA	-18	RP11-346I3.4								
MV411_4_569_R1_peak_1702	chr19	45791051	45791291	+	511	NA	intron (DMWD, intron 1 of 4)	NA	1631	DMWD								
MV411_4_569_R1_peak_1420	chr17	58352060	58352386	+	509	NA	promoter-TSS (SUPT4H1)	NA	15	SUPT4H1								
MV411_4_569_R1_peak_2826	chr5	140691291	140691516	+	509	NA	promoter-TSS (HARS2)	NA	-23	HARS2								
MV411_4_569_R1_peak_3334	chr8	23559191	23559479	+	509	NA	intron (SLC25A37, intron 1 of 3)	NA	30468	SLC25A37								
MV411_4_569_R1_peak_2442	chr3	129399340	129399920	+	509	NA	promoter-TSS (RPL32P3)	NA	-191	RPL32P3								
