PeakID (cmd=annotatePeaks.pl MV411_1_650_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_650_R1_peak_540	chrUn_GL000216v2	158438	158956	+	91	NA	NA	NA	NA	NA								
MV411_1_650_R1_peak_253	chr19	50811471	50812138	+	90	NA	Intergenic	NA	-5877	MGC45922								
MV411_1_650_R1_peak_281	chr2	140885071	140885371	+	89	NA	intron (LRP1B, intron 24 of 90)	NA	-298574	MIR7157								
MV411_1_650_R1_peak_201	chr16	34588443	34588888	+	88	NA	Intergenic	NA	156673	LOC102724523								
MV411_1_650_R1_peak_569	chrX	156030512	156030855	+	85	NA	Intergenic	NA	33102	IL9R								
MV411_1_650_R1_peak_405	chr5	49665945	49666474	+	84	NA	Intergenic	NA	775191	EMB								
MV411_1_650_R1_peak_501	chr8	6311720	6312019	+	82	NA	Intergenic	NA	94679	LOC100287015								
MV411_1_650_R1_peak_124	chr12	24722193	24722493	+	81	NA	Intergenic	NA	-138175	LINC00477								
MV411_1_650_R1_peak_544	chrUn_KI270337v1	183	493	+	81	NA	NA	NA	NA	NA								
MV411_1_650_R1_peak_1	chr1	6357586	6357988	+	79	NA	intron (ACOT7, intron 1 of 8)	NA	35979	ACOT7								
MV411_1_650_R1_peak_183	chr15	81052917	81053217	+	77	NA	Intergenic	NA	52113	MESDC1								
MV411_1_650_R1_peak_375	chr4	57736061	57736365	+	77	NA	Intergenic	NA	245358	LOC102724598								
MV411_1_650_R1_peak_319	chr21	27948370	27948670	+	77	NA	Intergenic	NA	-64843	LINC00314								
MV411_1_650_R1_peak_153	chr13	98686665	98686965	+	77	NA	intron (SLC15A1, intron 21 of 22)	NA	65860	SLC15A1								
MV411_1_650_R1_peak_164	chr14	50315671	50315971	+	77	NA	intron (ATP5S, intron 2 of 5)	NA	-3592	L2HGDH								
MV411_1_650_R1_peak_562	chrX	79326198	79326497	+	77	NA	Intergenic	NA	41205	ITM2A								
MV411_1_650_R1_peak_135	chr12	95511110	95511410	+	77	NA	intron (METAP2, intron 8 of 10)	NA	37012	USP44								
MV411_1_650_R1_peak_132	chr12	67955569	67955867	+	77	NA	intron (LOC101927922, intron 2 of 2)	NA	26459	LOC101927922								
MV411_1_650_R1_peak_2	chr1	19900617	19900917	+	77	NA	intron (OTUD3, intron 4 of 7)	NA	18904	OTUD3								
MV411_1_650_R1_peak_218	chr17	24421213	24421515	+	77	NA	Intergenic	NA	-1898178	LOC102723754								
MV411_1_650_R1_peak_12	chr1	45138506	45138805	+	77	NA	intron (ZSWIM5, intron 1 of 13)	NA	67923	ZSWIM5								
MV411_1_650_R1_peak_82	chr10	42366792	42367092	+	77	NA	intron (LOC441666, intron 1 of 2)	NA	1103	LOC441666								
MV411_1_650_R1_peak_119	chr12	10238	10554	+	76	NA	Intergenic	NA	7360	LOC100288778								
MV411_1_650_R1_peak_217	chr17	21976191	21976500	+	76	NA	Intergenic	NA	-192910	LOC100996792-2								
MV411_1_650_R1_peak_458	chr6	108863969	108864267	+	76	NA	intron (ARMC2, intron 1 of 14)	NA	5886	ARMC2								
MV411_1_650_R1_peak_331	chr3	17401873	17402362	+	76	NA	intron (TBC1D5, intron 8 of 22)	NA	340520	TBC1D5								
MV411_1_650_R1_peak_551	chrUn_KI270467v1	1017	1736	+	76	NA	NA	NA	NA	NA								
MV411_1_650_R1_peak_522	chr9	14086495	14086793	+	76	NA	exon (NFIB, exon 12 of 12)	NA	-55413	LOC101929507								
MV411_1_650_R1_peak_186	chr15	86534116	86534416	+	76	NA	intron (AGBL1, intron 18 of 23)	NA	-217298	AGBL1-AS1								
MV411_1_650_R1_peak_246	chr19	15712455	15712756	+	76	NA	Intergenic	NA	-15419	OR10H2								
MV411_1_650_R1_peak_376	chr4	67393828	67394127	+	75	NA	Intergenic	NA	28018	RP11-584P21.2								
MV411_1_650_R1_peak_193	chr16	11660652	11660950	+	75	NA	Intergenic	NA	-7632	SNN								
MV411_1_650_R1_peak_422	chr5	154305297	154305598	+	75	NA	intron (GALNT10, intron 3 of 11)	NA	-41659	MIR1294								
MV411_1_650_R1_peak_313	chr20	32899405	32899705	+	74	NA	Intergenic	NA	-18424	LOC101928239								
MV411_1_650_R1_peak_226	chr17	79059321	79059619	+	74	NA	Intergenic	NA	-18310	ENGASE								
MV411_1_650_R1_peak_256	chr1_KI270709v1_random	7491	7805	+	73	NA	NA	NA	NA	NA								
MV411_1_650_R1_peak_547	chrUn_KI270438v1	110476	110779	+	72	NA	NA	NA	NA	NA								
MV411_1_650_R1_peak_429	chr6	7544206	7544504	+	72	NA	promoter-TSS (LOC101928076)	NA	-1344	LOC101928076								
MV411_1_650_R1_peak_208	chr16	46394892	46395190	+	69	NA	Intergenic	NA	174056	ANKRD26P1								
MV411_1_650_R1_peak_436	chr6	34428950	34429249	+	69	NA	Intergenic	NA	-2974	RPS10								
MV411_1_650_R1_peak_247	chr19	18827472	18827770	+	69	NA	Intergenic	NA	-4340	UPF1								
MV411_1_650_R1_peak_42	chr1	151416220	151416520	+	69	NA	intron (POGZ, intron 9 of 17)	NA	16805	PSMB4								
MV411_1_650_R1_peak_539	chrM	15923	16265	+	66	NA	promoter-TSS (TRNP)	NA	-71	TRNP								
MV411_1_650_R1_peak_550	chrUn_KI270466v1	482	1233	+	66	NA	NA	NA	NA	NA								
MV411_1_650_R1_peak_538	chrM	14813	15483	+	66	NA	promoter-TSS (TRNE)	NA	-406	TRNE								
MV411_1_650_R1_peak_549	chrUn_KI270442v1	92137	92435	+	66	NA	Intergenic	NA	-153018	LOC102724902								
MV411_1_650_R1_peak_402	chr5	49657881	49658179	+	65	NA	Intergenic	NA	783370	EMB								
MV411_1_650_R1_peak_26	chr1	100916424	100916722	+	63	NA	intron (SLC30A7, intron 6 of 11)	NA	20497	SLC30A7								
MV411_1_650_R1_peak_297	chr2	209564570	209564869	+	63	NA	intron (MAP2, intron 2 of 14)	NA	69108	MAP2								
MV411_1_650_R1_peak_511	chr8	64669442	64669742	+	63	NA	intron (CYP7B1, intron 1 of 5)	NA	89354	BHLHE22								
MV411_1_650_R1_peak_243	chr19	4947208	4947507	+	63	NA	intron (UHRF1, intron 11 of 16)	NA	14670	MIR4747								
MV411_1_650_R1_peak_67	chr1	248327878	248328176	+	63	NA	Intergenic	NA	-3459	OR2M7								
MV411_1_650_R1_peak_174	chr14	99420682	99421245	+	61	NA	intron (SETD3, intron 6 of 12)	NA	59928	SETD3								
MV411_1_650_R1_peak_248	chr19	18835061	18835359	+	60	NA	intron (UPF1, intron 1 of 23)	NA	3249	UPF1								
MV411_1_650_R1_peak_435	chr6	32518850	32519148	+	59	NA	intron (HLA-DRB5, intron 3 of 5)	NA	11230	HLA-DRB5								
MV411_1_650_R1_peak_161	chr14	35627050	35627348	+	59	NA	exon (RALGAPA1, exon 34 of 41)	NA	93157	INSM2								
MV411_1_650_R1_peak_543	chrUn_KI270333v1	1818	2116	+	59	NA	NA	NA	NA	NA								
MV411_1_650_R1_peak_214	chr17	13602559	13602857	+	59	NA	promoter-TSS (HS3ST3A1)	NA	-781	HS3ST3A1								
MV411_1_650_R1_peak_359	chr3	154953502	154953800	+	59	NA	Intergenic	NA	-126424	MME								
MV411_1_650_R1_peak_46	chr1	180875513	180875812	+	59	NA	intron (XPR1, intron 12 of 13)	NA	-37515	KIAA1614								
MV411_1_650_R1_peak_185	chr15	83808629	83808929	+	59	NA	intron (ADAMTSL3, intron 5 of 29)	NA	154684	ADAMTSL3								
MV411_1_650_R1_peak_184	chr15	83021936	83022236	+	59	NA	intron (BTBD1, intron 5 of 7)	NA	-10445	C15orf40								
MV411_1_650_R1_peak_565	chrX	99826016	99826316	+	59	NA	intron (XRCC6P5, intron 2 of 10)	NA	113677	XRCC6P5								
MV411_1_650_R1_peak_424	chr5	160844265	160844563	+	59	NA	intron (ATP10B, intron 1 of 24)	NA	7796	ATP10B								
MV411_1_650_R1_peak_143	chr12	123693172	123693470	+	59	NA	intron (TCTN2, intron 9 of 16)	NA	-19082	ATP6V0A2								
MV411_1_650_R1_peak_257	chr2	5165692	5165991	+	59	NA	Intergenic	NA	484067	LOC102723818								
MV411_1_650_R1_peak_280	chr2	134845236	134845536	+	59	NA	intron (ACMSD, intron 2 of 7)	NA	963	ACMSD								
MV411_1_650_R1_peak_351	chr3	109962833	109963132	+	59	NA	Intergenic	NA	360147	MIR4445								
MV411_1_650_R1_peak_302	chr2	235487846	235488145	+	59	NA	Intergenic	NA	-6664	AGAP1								
MV411_1_650_R1_peak_348	chr3	104292751	104293050	+	59	NA	Intergenic	NA	-768784	MIR548AB								
MV411_1_650_R1_peak_70	chr10	13399307	13399606	+	59	NA	TTS (LOC102723860)	NA	17790	LOC102723860								
MV411_1_650_R1_peak_412	chr5	94563195	94563494	+	59	NA	intron (KIAA0825, intron 2 of 20)	NA	-54042	ANKRD32								
MV411_1_650_R1_peak_260	chr2	26153470	26153769	+	59	NA	Intergenic	NA	-19580	GAREML								
MV411_1_650_R1_peak_485	chr7	78298531	78298830	+	59	NA	intron (MAGI2, intron 9 of 20)	NA	-48562	RPL13AP17								
MV411_1_650_R1_peak_557	chrX	34423376	34423676	+	59	NA	Intergenic	NA	233762	TMEM47								
MV411_1_650_R1_peak_74	chr10	24927302	24927600	+	59	NA	intron (PRTFDC1, intron 3 of 8)	NA	25193	PRTFDC1								
MV411_1_650_R1_peak_187	chr15	88859793	88860091	+	59	NA	intron (ACAN, intron 12 of 15)	NA	35684	HAPLN3								
MV411_1_650_R1_peak_32	chr1	123444531	123444850	+	59	NA	Intergenic	NA	1925578	EMBP1								
MV411_1_650_R1_peak_120	chr12	8180671	8180969	+	59	NA	TTS (ZNF705A)	NA	611	FAM66C								
MV411_1_650_R1_peak_283	chr2	153222045	153222605	+	59	NA	Intergenic	NA	256483	RPRM								
MV411_1_650_R1_peak_163	chr14	50191858	50192156	+	59	NA	intron (SOS2, intron 4 of 22)	NA	39374	SOS2								
MV411_1_650_R1_peak_386	chr4	166380950	166381248	+	59	NA	Intergenic	NA	507861	TLL1								
MV411_1_650_R1_peak_483	chr7	72479271	72479570	+	59	NA	Intergenic	NA	-200610	CALN1								
MV411_1_650_R1_peak_529	chr9	87498662	87498960	+	59	NA	intron (DAPK1, intron 1 of 24)	NA	1130	DAPK1								
MV411_1_650_R1_peak_475	chr7	28916315	28916614	+	59	NA	Intergenic	NA	41949	TRIL								
MV411_1_650_R1_peak_566	chrX	104874013	104874313	+	59	NA	intron (IL1RAPL2, intron 2 of 10)	NA	307848	IL1RAPL2								
MV411_1_650_R1_peak_527	chr9	41010890	41011189	+	59	NA	intron (LOC100132352, intron 4 of 5)	NA	18702	LOC100132352								
MV411_1_650_R1_peak_558	chrX	53908968	53909272	+	59	NA	Intergenic	NA	134074	PHF8								
MV411_1_650_R1_peak_147	chr13	67018617	67018916	+	59	NA	intron (PCDH9, intron 2 of 4)	NA	27880	PCDH9-AS4								
MV411_1_650_R1_peak_233	chr18	36062335	36062634	+	59	NA	intron (RPRD1A, intron 1 of 7)	NA	4926	RPRD1A								
MV411_1_650_R1_peak_71	chr10	15436215	15436514	+	59	NA	Intergenic	NA	-65305	FAM171A1								
MV411_1_650_R1_peak_308	chr20	16274771	16275070	+	59	NA	intron (KIF16B, intron 24 of 24)	NA	298514	KIF16B								
MV411_1_650_R1_peak_306	chr20	8614318	8614618	+	59	NA	intron (PLCB1, intron 3 of 32)	NA	-216717	RNU105B								
MV411_1_650_R1_peak_47	chr1	190834563	190834862	+	59	NA	Intergenic	NA	209822	RP11-463J7.2								
MV411_1_650_R1_peak_311	chr20	25427588	25427887	+	59	NA	intron (GINS1, intron 2 of 3)	NA	20008	GINS1								
MV411_1_650_R1_peak_162	chr14	45636442	45636740	+	59	NA	Intergenic	NA	-383084	MIS18BP1								
MV411_1_650_R1_peak_133	chr12	75030206	75030506	+	59	NA	Intergenic	NA	179448	KCNC2								
MV411_1_650_R1_peak_13	chr1	48144022	48144320	+	59	NA	intron (SKINTL, intron 7 of 9)	NA	38257	SKINTL								
MV411_1_650_R1_peak_367	chr4	22743175	22743474	+	59	NA	intron (GBA3, intron 2 of 2)	NA	29235	GBA3								
MV411_1_650_R1_peak_100	chr10	128442703	128443008	+	59	NA	Intergenic	NA	156907	LINC01163								
MV411_1_650_R1_peak_488	chr7	88887752	88888051	+	59	NA	intron (ZNF804B, intron 1 of 3)	NA	-92184	C7orf62								
MV411_1_650_R1_peak_333	chr3	28602988	28603287	+	59	NA	intron (LINC00693, intron 2 of 4)	NA	-26647	LOC100652807								
MV411_1_650_R1_peak_459	chr6	115796096	115796395	+	59	NA	Intergenic	NA	-241621	LOC101927818								
MV411_1_650_R1_peak_394	chr5	21915556	21915856	+	59	NA	intron (CDH12, intron 6 of 14)	NA	-226646	PMCHL1								
MV411_1_650_R1_peak_347	chr3	97566019	97566318	+	59	NA	intron (EPHA6, intron 12 of 18)	NA	-126645	LOC101929278								
MV411_1_650_R1_peak_426	chr5	171792533	171792831	+	59	NA	Intergenic	NA	6867	SMIM23								
MV411_1_650_R1_peak_287	chr2	182140670	182140968	+	59	NA	exon (PDE1A, exon 15 of 15)	NA	-85365	LOC102724288								
MV411_1_650_R1_peak_175	chr15	24196545	24196844	+	59	NA	Intergenic	NA	-26788	PWRN2								
MV411_1_650_R1_peak_329	chr3	713885	714184	+	59	NA	intron (AC090044.1, intron 1 of 3)	NA	121929	AC090044.1								
MV411_1_650_R1_peak_88	chr10	67270132	67270431	+	59	NA	intron (CTNNA3, intron 5 of 17)	NA	133129	MIR7151								
MV411_1_650_R1_peak_383	chr4	150896709	150897007	+	59	NA	intron (LRBA, intron 15 of 57)	NA	118438	LRBA								
MV411_1_650_R1_peak_110	chr11	82142815	82143113	+	59	NA	intron (RP11-179A16.1, intron 3 of 7)	NA	-252128	MIR4300								
MV411_1_650_R1_peak_478	chr7	37636985	37637284	+	59	NA	intron (GPR141, intron 1 of 1)	NA	106525	GPR141								
MV411_1_650_R1_peak_571	chrY	11747663	11747963	+	59	NA	Intergenic	NA	673777	GYG2P1								
MV411_1_650_R1_peak_409	chr5	79310865	79311165	+	59	NA	intron (JMY, intron 7 of 10)	NA	24106	LOC102724530								
MV411_1_650_R1_peak_385	chr4	156549296	156549595	+	59	NA	Intergenic	NA	92862	LOC102724809								
MV411_1_650_R1_peak_447	chr6	68806942	68807241	+	59	NA	intron (BAI3, intron 3 of 23)	NA	-56117	LOC101928330								
MV411_1_650_R1_peak_398	chr5	29466325	29466623	+	59	NA	Intergenic	NA	-70498	LOC101929681								
MV411_1_650_R1_peak_468	chr6	151285121	151285419	+	58	NA	intron (AKAP12, intron 1 of 3)	NA	45271	AKAP12								
MV411_1_650_R1_peak_323	chr22	28642214	28642512	+	58	NA	intron (TTC28, intron 1 of 22)	NA	37502	TTC28								
MV411_1_650_R1_peak_316	chr21	10325797	10326097	+	58	NA	Intergenic	NA	-87585	BAGE2								
MV411_1_650_R1_peak_54	chr1	212065061	212065359	+	58	NA	intron (DTL, intron 7 of 14)	NA	-12412	MIR3122								
MV411_1_650_R1_peak_397	chr5	29090306	29090605	+	58	NA	Intergenic	NA	25211	LOC101929645								
MV411_1_650_R1_peak_343	chr3	75064963	75065261	+	58	NA	Intergenic	NA	-149406	MIR4444-2								
MV411_1_650_R1_peak_45	chr1	167588393	167588691	+	57	NA	Intergenic	NA	-34723	CREG1								
MV411_1_650_R1_peak_390	chr5	3857800	3858099	+	57	NA	Intergenic	NA	261895	IRX1								
MV411_1_650_R1_peak_338	chr3	58187570	58187961	+	56	NA	Intergenic	NA	23238	DNASE1L3								
MV411_1_650_R1_peak_388	chr4	174360623	174360921	+	56	NA	Intergenic	NA	-63023	MIR4276								
MV411_1_650_R1_peak_39	chr1	147349817	147350115	+	56	NA	Intergenic	NA	107325	CHD1L								
MV411_1_650_R1_peak_7	chr1	38820293	38820591	+	56	NA	Intergenic	NA	39381	RRAGC								
MV411_1_650_R1_peak_290	chr2	189849585	189849884	+	56	NA	intron (PMS1, intron 6 of 11)	NA	64388	PMS1								
MV411_1_650_R1_peak_129	chr12	53535996	53536294	+	56	NA	intron (ATF7, intron 5 of 11)	NA	22161	RP11-793H13.3								
MV411_1_650_R1_peak_231	chr18	25981869	25982168	+	55	NA	Intergenic	NA	108629	SS18								
MV411_1_650_R1_peak_62	chr1	231711078	231711376	+	55	NA	intron (DISC1, intron 3 of 6)	NA	84412	DISC1								
MV411_1_650_R1_peak_8	chr1	40747559	40747857	+	55	NA	intron (NFYC, intron 3 of 8)	NA	-6647	MIR30E								
MV411_1_650_R1_peak_327	chr22	41118719	41119017	+	55	NA	intron (EP300, intron 2 of 29)	NA	26323	MIR1281								
MV411_1_650_R1_peak_500	chr7	151521311	151521609	+	55	NA	Intergenic	NA	-1536	RHEB								
MV411_1_650_R1_peak_170	chr14	81437857	81438156	+	54	NA	Intergenic	NA	12151	RP11-299L17.3								
MV411_1_650_R1_peak_365	chr4	14948571	14948871	+	53	NA	intron (CPEB2-AS1, intron 7 of 7)	NA	53324	CPEB2-AS1								
MV411_1_650_R1_peak_78	chr10	36829054	36829352	+	53	NA	Intergenic	NA	-296539	ANKRD30A								
MV411_1_650_R1_peak_44	chr1	161610425	161610724	+	53	NA	Intergenic	NA	1455	TRNAL3								
MV411_1_650_R1_peak_334	chr3	32652789	32653088	+	53	NA	Intergenic	NA	-32207	CNOT10								
MV411_1_650_R1_peak_160	chr14	34308426	34308725	+	53	NA	Intergenic	NA	153687	SPTSSA								
MV411_1_650_R1_peak_393	chr5	20023662	20023961	+	53	NA	intron (CDH18, intron 2 of 12)	NA	-35567	CDH18								
MV411_1_650_R1_peak_265	chr2	47678538	47678836	+	53	NA	Intergenic	NA	-104395	MSH6								
MV411_1_650_R1_peak_498	chr7	139313567	139313865	+	53	NA	Intergenic	NA	-26734	C7orf55								
MV411_1_650_R1_peak_103	chr11	31005964	31006262	+	53	NA	Intergenic	NA	-13427	DCDC5								
MV411_1_650_R1_peak_285	chr2	174715687	174715985	+	53	NA	Intergenic	NA	-3964	H3F3AP4								
MV411_1_650_R1_peak_19	chr1	63934741	63935039	+	53	NA	intron (ROR1, intron 1 of 6)	NA	160871	ROR1								
MV411_1_650_R1_peak_401	chr5	49602213	49602511	+	52	NA	Intergenic	NA	839038	EMB								
MV411_1_650_R1_peak_58	chr1	224667467	224667765	+	52	NA	intron (CNIH3, intron 1 of 5)	NA	-51139	LOC102723817								
MV411_1_650_R1_peak_242	chr19	2898889	2899188	+	51	NA	Intergenic	NA	-1860	ZNF57								
MV411_1_650_R1_peak_192	chr16	9090690	9090989	+	50	NA	promoter-TSS (C16orf72)	NA	-841	C16orf72								
MV411_1_650_R1_peak_268	chr2	54292683	54292981	+	48	NA	intron (ACYP2, intron 3 of 3)	NA	-36560	TSPYL6								
MV411_1_650_R1_peak_72	chr10	16862144	16862442	+	48	NA	intron (CUBN, intron 59 of 66)	NA	-44839	RSU1								
MV411_1_650_R1_peak_335	chr3	33651392	33651691	+	48	NA	intron (CLASP2, intron 7 of 40)	NA	66815	CLASP2								
MV411_1_650_R1_peak_249	chr19	20931341	20931639	+	48	NA	intron (ZNF85, intron 1 of 3)	NA	8235	ZNF85								
MV411_1_650_R1_peak_430	chr6	7694392	7694690	+	48	NA	Intergenic	NA	-32237	BMP6								
MV411_1_650_R1_peak_354	chr3	127451891	127452189	+	48	NA	Intergenic	NA	-61370	RP11-88I21.2								
MV411_1_650_R1_peak_408	chr5	74819711	74820010	+	48	NA	intron (FAM169A, intron 4 of 11)	NA	46527	FAM169A								
MV411_1_650_R1_peak_471	chr6	163846010	163846309	+	48	NA	Intergenic	NA	-174675	LOC102724152								
MV411_1_650_R1_peak_518	chr8	124956941	124957239	+	48	NA	Intergenic	NA	15082	LINC00964								
MV411_1_650_R1_peak_115	chr11	113877819	113878117	+	48	NA	Intergenic	NA	-2398	USP28								
MV411_1_650_R1_peak_37	chr1	143216003	143216547	+	47	NA	Intergenic	NA	88061	LOC101929814								
MV411_1_650_R1_peak_255	chr19	55153732	55154030	+	45	NA	intron (TNNI3, intron 7 of 7)	NA	3851	TNNI3								
MV411_1_650_R1_peak_350	chr3	108631058	108631356	+	44	NA	intron (DZIP3, intron 9 of 33)	NA	37363	LOC101929644								
MV411_1_650_R1_peak_413	chr5	98610949	98611247	+	44	NA	Intergenic	NA	-158526	RGMB								
MV411_1_650_R1_peak_453	chr6	89206334	89206632	+	44	NA	intron (GABRR1, intron 2 of 11)	NA	11294	GABRR1								
MV411_1_650_R1_peak_68	chr10	7499595	7499893	+	44	NA	Intergenic	NA	-88258	SFMBT2								
MV411_1_650_R1_peak_176	chr15	35041954	35042252	+	44	NA	Intergenic	NA	-53807	ZNF770								
MV411_1_650_R1_peak_235	chr18	44204829	44205127	+	44	NA	Intergenic	NA	326719	LOC101927921								
MV411_1_650_R1_peak_229	chr18	738695	738993	+	44	NA	intron (YES1, intron 9 of 10)	NA	-26365	ENOSF1								
MV411_1_650_R1_peak_179	chr15	42658197	42658495	+	44	NA	intron (STARD9, intron 9 of 32)	NA	78762	CDAN1								
MV411_1_650_R1_peak_353	chr3	122589892	122590190	+	44	NA	intron (PARP15, intron 1 of 8)	NA	-25637	PARP15								
MV411_1_650_R1_peak_275	chr2	87105717	87106015	+	44	NA	Intergenic	NA	-19337	LOC102724642								
MV411_1_650_R1_peak_114	chr11	92453195	92453493	+	44	NA	intron (FAT3, intron 1 of 24)	NA	228232	FAT3								
MV411_1_650_R1_peak_28	chr1	107174455	107174753	+	44	NA	intron (NTNG1, intron 2 of 7)	NA	34131	LOC102724829								
MV411_1_650_R1_peak_99	chr10	124440244	124440542	+	44	NA	Intergenic	NA	9588	NKX1-2								
MV411_1_650_R1_peak_467	chr6	144590577	144590875	+	44	NA	intron (UTRN, intron 50 of 73)	NA	246541	UTRN								
