PeakID (cmd=annotatePeaks.pl MV411_2_325_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_2_325_R1_peak_3650	chr10	129466626	129467540	+	5142	NA	promoter-TSS (MGMT)	NA	-107	MGMT								
MV411_2_325_R1_peak_17779	chr22	40950801	40952176	+	5136	NA	intron (RBX1, intron 1 of 4)	NA	141	RBX1								
MV411_2_325_R1_peak_13792	chr19	45496378	45497635	+	5133	NA	promoter-TSS (RTN2)	NA	49	RTN2								
MV411_2_325_R1_peak_16169	chr2	241880897	241882572	+	5126	NA	intron (AC131097.3, intron 1 of 3)	NA	371	AC131097.3								
MV411_2_325_R1_peak_3865	chr11	6389898	6390872	+	5116	NA	promoter-TSS (SMPD1)	NA	-29	SMPD1								
MV411_2_325_R1_peak_7305	chr14	74492943	74494261	+	5114	NA	promoter-TSS (ISCA2)	NA	-118	ISCA2								
MV411_2_325_R1_peak_19010	chr3	133572828	133574738	+	5107	NA	promoter-TSS (CDV3)	NA	193	CDV3								
MV411_2_325_R1_peak_17508	chr22	28882721	28883821	+	5102	NA	promoter-TSS (ZNRF3)	NA	-82699	XBP1								
MV411_2_325_R1_peak_23483	chr7	44999235	45000718	+	5084	NA	promoter-TSS (CCM2)	NA	-220	LOC102723334								
MV411_2_325_R1_peak_24267	chr7	156892471	156893828	+	5080	NA	promoter-TSS (LOC102723795)	NA	59	LMBR1								
MV411_2_325_R1_peak_23008	chr6	166627012	166628118	+	5075	NA	promoter-TSS (RPS6KA2)	NA	-118180	MIR1913								
MV411_2_325_R1_peak_12497	chr19	7068795	7070139	+	5070	NA	promoter-TSS (ZNF557)	NA	7	ZNF557								
MV411_2_325_R1_peak_24282	chr7	158587450	158588368	+	5063	NA	promoter-TSS (PTPRN2)	NA	-113	PTPRN2								
MV411_2_325_R1_peak_4546	chr11	65873067	65873969	+	5060	NA	promoter-TSS (EFEMP2)	NA	-584	EFEMP2								
MV411_2_325_R1_peak_23131	chr7	2631321	2632232	+	5060	NA	promoter-TSS (TTYH3)	NA	-193	TTYH3								
MV411_2_325_R1_peak_225	chr1	9910026	9911304	+	5049	NA	promoter-TSS (CTNNBIP1)	NA	-307	CTNNBIP1								
MV411_2_325_R1_peak_17825	chr22	42499809	42501043	+	5049	NA	promoter-TSS (SERHL)	NA	-153	SERHL								
MV411_2_325_R1_peak_17887	chr22	45240617	45241497	+	5040	NA	promoter-TSS (KIAA0930)	NA	-288	KIAA0930								
MV411_2_325_R1_peak_12703	chr19	10870514	10871599	+	5024	NA	promoter-TSS (CARM1)	NA	-521	CARM1								
MV411_2_325_R1_peak_13895	chr19	47256240	47257838	+	5024	NA	promoter-TSS (CCDC9)	NA	516	CCDC9								
MV411_2_325_R1_peak_24598	chr8	30082306	30083606	+	5021	NA	exon (TMEM66, exon 1 of 6)	NA	252	TMEM66								
MV411_2_325_R1_peak_24657	chr8	37898869	37900744	+	5005	NA	promoter-TSS (RAB11FIP1)	NA	-309	RAB11FIP1								
MV411_2_325_R1_peak_17908	chr22	46035184	46036524	+	5004	NA	Intergenic	NA	9014	LINC00899								
MV411_2_325_R1_peak_13984	chr19	48738313	48739419	+	5000	NA	promoter-TSS (RASIP1)	NA	1847	RASIP1								
MV411_2_325_R1_peak_11306	chr17	77280522	77282221	+	4999	NA	promoter-TSS (SEPT9)	NA	96158	SEC14L1								
MV411_2_325_R1_peak_6130	chr12	103840800	103842247	+	4997	NA	promoter-TSS (NT5DC3)	NA	95	LOC102723501								
MV411_2_325_R1_peak_4114	chr11	44564658	44565885	+	4966	NA	promoter-TSS (CD82)	NA	-320	CD82								
MV411_2_325_R1_peak_6522	chr12	131893959	131894874	+	4966	NA	promoter-TSS (ULK1)	NA	-318	ULK1								
MV411_2_325_R1_peak_13680	chr19	43667845	43669460	+	4961	NA	promoter-TSS (PLAUR)	NA	1694	PLAUR								
MV411_2_325_R1_peak_14540	chr2	11154673	11155912	+	4944	NA	promoter-TSS (PQLC3)	NA	-80	PQLC3								
MV411_2_325_R1_peak_11124	chr17	68247367	68248534	+	4942	NA	promoter-TSS (AMZ2)	NA	-1127	AMZ2								
MV411_2_325_R1_peak_4416	chr11	64304399	64306541	+	4938	NA	promoter-TSS (ESRRA)	NA	-58	ESRRA								
MV411_2_325_R1_peak_14237	chr19	52527006	52527947	+	4938	NA	promoter-TSS (ZNF808)	NA	-187	ZNF808								
MV411_2_325_R1_peak_14371	chr19	55623744	55625095	+	4924	NA	intron (ZNF784, intron 1 of 1)	NA	156	ZNF784								
MV411_2_325_R1_peak_18961	chr3	129120467	129122666	+	4920	NA	exon (RAB43, exon 1 of 4)	NA	238	RAB43								
MV411_2_325_R1_peak_17226	chr21	42973740	42975542	+	4917	NA	exon (PKNOX1, exon 1 of 10)	NA	131	PKNOX1								
MV411_2_325_R1_peak_12548	chr19	7828945	7830572	+	4913	NA	promoter-TSS (EVI5L)	NA	-16742	EVI5L								
MV411_2_325_R1_peak_24818	chr8	60516393	60517761	+	4913	NA	exon (RAB2A, exon 1 of 8)	NA	167	RAB2A								
MV411_2_325_R1_peak_3027	chr10	69123451	69124771	+	4904	NA	promoter-TSS (VPS26A)	NA	-41	VPS26A								
MV411_2_325_R1_peak_13102	chr19	18192467	18193464	+	4888	NA	promoter-TSS (MPV17L2)	NA	-265	MPV17L2								
MV411_2_325_R1_peak_8139	chr15	67254318	67255016	+	4883	NA	promoter-TSS (AAGAB)	NA	21	AAGAB								
MV411_2_325_R1_peak_11531	chr17	83051099	83052406	+	4883	NA	promoter-TSS (B3GNTL1)	NA	34	B3GNTL1								
MV411_2_325_R1_peak_17801	chr22	41589507	41590378	+	4880	NA	promoter-TSS (PMM1)	NA	-75	PMM1								
MV411_2_325_R1_peak_12214	chr19	2150807	2152197	+	4875	NA	promoter-TSS (AP3D1)	NA	118	AP3D1								
MV411_2_325_R1_peak_8676	chr16	1991785	1992824	+	4864	NA	intron (SYNGR3, intron 2 of 3)	NA	2359	SYNGR3								
MV411_2_325_R1_peak_26738	chrX	15737614	15738618	+	4860	NA	promoter-TSS (CA5B)	NA	-7427	CA5B								
MV411_2_325_R1_peak_11864	chr18	62714861	62715746	+	4860	NA	promoter-TSS (PHLPP1)	NA	-136	PHLPP1								
MV411_2_325_R1_peak_3743	chr11	560368	561743	+	4856	NA	promoter-TSS (C11orf35)	NA	746	RASSF7								
MV411_2_325_R1_peak_8671	chr16	1942951	1943809	+	4856	NA	promoter-TSS (MSRB1)	NA	-87	MSRB1								
MV411_2_325_R1_peak_1477	chr1	117605399	117606639	+	4840	NA	promoter-TSS (FAM46C)	NA	37	FAM46C								
MV411_2_325_R1_peak_5421	chr12	12999834	13000786	+	4838	NA	promoter-TSS (HEBP1)	NA	-1	HEBP1								
MV411_2_325_R1_peak_26297	chr9	127770833	127772153	+	4837	NA	promoter-TSS (SH2D3C)	NA	-9197	SH2D3C								
MV411_2_325_R1_peak_16420	chr20	21125408	21126636	+	4835	NA	promoter-TSS (PLK1S1)	NA	39	PLK1S1								
MV411_2_325_R1_peak_19545	chr4	2241616	2242779	+	4834	NA	promoter-TSS (HAUS3)	NA	-64	HAUS3								
MV411_2_325_R1_peak_12116	chr19	1122773	1123649	+	4832	NA	intron (SBNO2, intron 7 of 31)	NA	19274	GPX4								
MV411_2_325_R1_peak_14265	chr19	53867159	53869997	+	4827	NA	promoter-TSS (MYADM)	NA	-949	MYADM								
MV411_2_325_R1_peak_10702	chr17	44186361	44187471	+	4821	NA	promoter-TSS (TMUB2)	NA	-70	TMUB2								
MV411_2_325_R1_peak_12986	chr19	16627524	16629116	+	4819	NA	promoter-TSS (MED26)	NA	-116	MED26								
MV411_2_325_R1_peak_14022	chr19	49127720	49129217	+	4817	NA	exon (PPFIA3, exon 2 of 28)	NA	9079	PPFIA3								
MV411_2_325_R1_peak_11682	chr18	24397228	24398392	+	4815	NA	promoter-TSS (OSBPL1A)	NA	904	LOC100289533								
MV411_2_325_R1_peak_13262	chr19	29941786	29942981	+	4804	NA	promoter-TSS (URI1)	NA	18733	URI1								
MV411_2_325_R1_peak_25434	chr8	142475144	142476416	+	4799	NA	intron (BAI1, intron 2 of 29)	NA	11764	BAI1								
MV411_2_325_R1_peak_26684	chrX	1452569	1454544	+	4794	NA	promoter-TSS (ASMTL)	NA	-579	ASMTL								
MV411_2_325_R1_peak_4630	chr11	67420558	67421768	+	4792	NA	exon (CARNS1, exon 8 of 9)	NA	5485	CARNS1								
MV411_2_325_R1_peak_14452	chr2	676206	677668	+	4791	NA	intron (TMEM18, intron 1 of 4)	NA	502	TMEM18								
MV411_2_325_R1_peak_6407	chr12	121839199	121840034	+	4791	NA	TTS (HPD)	NA	19247	HPD								
MV411_2_325_R1_peak_7043	chr14	39431684	39433334	+	4791	NA	promoter-TSS (FBXO33)	NA	-9	FBXO33								
MV411_2_325_R1_peak_313	chr1	15523927	15525732	+	4791	NA	promoter-TSS (CASP9)	NA	83	CASP9								
MV411_2_325_R1_peak_23304	chr7	25861920	25863118	+	4787	NA	Intergenic	NA	-29455	LOC100506236								
MV411_2_325_R1_peak_12556	chr19	7919835	7921417	+	4777	NA	promoter-TSS (SNAPC2)	NA	317	SNAPC2								
MV411_2_325_R1_peak_12224	chr19	2268647	2271765	+	4774	NA	intron (OAZ1, intron 1 of 4)	NA	685	OAZ1								
MV411_2_325_R1_peak_18283	chr3	38024254	38025646	+	4774	NA	promoter-TSS (PLCD1)	NA	4713	PLCD1								
MV411_2_325_R1_peak_11633	chr18	12376864	12377950	+	4770	NA	promoter-TSS (AFG3L2)	NA	-131	AFG3L2								
MV411_2_325_R1_peak_12281	chr19	2977063	2977833	+	4768	NA	promoter-TSS (TLE6)	NA	-90	TLE6								
MV411_2_325_R1_peak_17985	chr22	50507289	50508819	+	4765	NA	promoter-TSS (LMF2)	NA	-162	NCAPH2								
MV411_2_325_R1_peak_8087	chr15	64841149	64842283	+	4761	NA	promoter-TSS (PLEKHO2)	NA	-167	PLEKHO2								
MV411_2_325_R1_peak_20252	chr4	153465744	153466806	+	4754	NA	promoter-TSS (KIAA0922)	NA	-71	KIAA0922								
MV411_2_325_R1_peak_13726	chr19	44747026	44748985	+	4754	NA	promoter-TSS (BCL3)	NA	5188	BCL3								
MV411_2_325_R1_peak_15422	chr2	121736607	121737589	+	4754	NA	promoter-TSS (NIFK)	NA	-171	NIFK								
MV411_2_325_R1_peak_3745	chr11	575460	576683	+	4747	NA	promoter-TSS (PHRF1)	NA	-186	LOC143666								
MV411_2_325_R1_peak_13948	chr19	48398257	48400545	+	4733	NA	intron (GRIN2D, intron 2 of 12)	NA	-1786	LOC102724003								
MV411_2_325_R1_peak_15692	chr2	178450501	178451842	+	4733	NA	promoter-TSS (DFNB59)	NA	-1	PRKRA								
MV411_2_325_R1_peak_13956	chr19	48492332	48494080	+	4732	NA	intron (LMTK3, intron 13 of 15)	NA	19983	LMTK3								
MV411_2_325_R1_peak_4644	chr11	67629222	67631027	+	4728	NA	promoter-TSS (NUDT8)	NA	-187	NUDT8								
MV411_2_325_R1_peak_12684	chr19	10565665	10567054	+	4728	NA	promoter-TSS (KRI1)	NA	-333	KRI1								
MV411_2_325_R1_peak_72	chr1	1918608	1920278	+	4728	NA	promoter-TSS (TMEM52)	NA	-142	TMEM52								
MV411_2_325_R1_peak_26287	chr9	127568430	127569898	+	4727	NA	promoter-TSS (FAM129B)	NA	9843	FAM129B								
MV411_2_325_R1_peak_14159	chr19	50724181	50725503	+	4726	NA	intron (CLEC11A, intron 3 of 3)	NA	1494	CLEC11A								
MV411_2_325_R1_peak_11859	chr18	62522244	62523556	+	4724	NA	promoter-TSS (ZCCHC2)	NA	-525	ZCCHC2								
MV411_2_325_R1_peak_8725	chr16	2905070	2906443	+	4714	NA	Intergenic	NA	-6186	FLYWCH1								
MV411_2_325_R1_peak_13544	chr19	40465057	40466531	+	4713	NA	promoter-TSS (BLVRB)	NA	24	BLVRB								
MV411_2_325_R1_peak_913	chr1	42816619	42817832	+	4706	NA	promoter-TSS (ERMAP)	NA	103	ERMAP								
MV411_2_325_R1_peak_26326	chr9	128250042	128251059	+	4695	NA	intron (DNM1, intron 20 of 21)	NA	-5520	MIR3154								
MV411_2_325_R1_peak_18350	chr3	43621590	43622803	+	4690	NA	promoter-TSS (ANO10)	NA	-128	ANO10								
MV411_2_325_R1_peak_13941	chr19	48320880	48322432	+	4688	NA	intron (CCDC114, intron 1 of 15)	NA	-1249	CCDC114								
MV411_2_325_R1_peak_74	chr1	2132873	2133946	+	4678	NA	promoter-TSS (PRKCZ)	NA	11870	LOC101929017								
MV411_2_325_R1_peak_26561	chr9	136790359	136791842	+	4674	NA	promoter-TSS (TMEM141)	NA	-225	TMEM141								
MV411_2_325_R1_peak_8592	chr16	352473	353560	+	4672	NA	promoter-TSS (AXIN1)	NA	-333	AXIN1								
MV411_2_325_R1_peak_10601	chr17	41918338	41919666	+	4668	NA	promoter-TSS (ACLY)	NA	11540	ACLY								
MV411_2_325_R1_peak_25697	chr9	32384256	32385080	+	4663	NA	promoter-TSS (ACO1)	NA	-14913	ACO1								
MV411_2_325_R1_peak_23083	chr7	1044147	1045038	+	4659	NA	intron (C7orf50, intron 2 of 4)	NA	-12913	GPR146								
MV411_2_325_R1_peak_14876	chr2	47905653	47907205	+	4657	NA	promoter-TSS (FBXO11)	NA	-282	LOC100506235								
MV411_2_325_R1_peak_12169	chr19	1652050	1653542	+	4652	NA	promoter-TSS (TCF3)	NA	-1517	TCF3								
MV411_2_325_R1_peak_19740	chr4	37685892	37687141	+	4652	NA	promoter-TSS (RELL1)	NA	-139	RELL1								
MV411_2_325_R1_peak_3669	chr10	132307463	132308877	+	4652	NA	promoter-TSS (STK32C)	NA	23682	LOC102724967								
MV411_2_325_R1_peak_14884	chr2	48313906	48315013	+	4648	NA	promoter-TSS (FOXN2)	NA	-14578	FOXN2								
MV411_2_325_R1_peak_14185	chr19	51366146	51368486	+	4643	NA	promoter-TSS (ETFB)	NA	-898	ETFB								
MV411_2_325_R1_peak_11983	chr18	79068693	79069822	+	4632	NA	promoter-TSS (ATP9B)	NA	-137	ATP9B								
MV411_2_325_R1_peak_4555	chr11	65918637	65919939	+	4631	NA	promoter-TSS (C11orf68)	NA	31	DRAP1								
MV411_2_325_R1_peak_17510	chr22	29072454	29073544	+	4630	NA	promoter-TSS (KREMEN1)	NA	-79	KREMEN1								
MV411_2_325_R1_peak_6474	chr12	124863484	124864412	+	4629	NA	promoter-TSS (SCARB1)	NA	25	SCARB1								
MV411_2_325_R1_peak_13044	chr19	17539328	17540452	+	4624	NA	intron (FAM129C, intron 8 of 14)	NA	12627	FAM129C								
MV411_2_325_R1_peak_14078	chr19	49639744	49641262	+	4620	NA	promoter-TSS (RRAS)	NA	-360	RRAS								
MV411_2_325_R1_peak_16671	chr20	44210327	44211298	+	4617	NA	promoter-TSS (OSER1-AS1)	NA	-148	OSER1-AS1								
MV411_2_325_R1_peak_19638	chr4	8158477	8159178	+	4616	NA	promoter-TSS (ABLIM2)	NA	-31162	ABLIM2								
MV411_2_325_R1_peak_25693	chr9	27572799	27574244	+	4611	NA	promoter-TSS (C9orf72)	NA	-38	C9orf72								
MV411_2_325_R1_peak_15350	chr2	112053951	112056486	+	4609	NA	promoter-TSS (TMEM87B)	NA	-48	TMEM87B								
MV411_2_325_R1_peak_12182	chr19	1862363	1865204	+	4608	NA	promoter-TSS (KLF16)	NA	-218	KLF16								
MV411_2_325_R1_peak_10222	chr17	17971977	17973016	+	4585	NA	promoter-TSS (TOM1L2)	NA	-26	TOM1L2								
MV411_2_325_R1_peak_14356	chr19	55460739	55462504	+	4585	NA	promoter-TSS (ISOC2)	NA	73	ISOC2								
MV411_2_325_R1_peak_26327	chr9	128275408	128276462	+	4584	NA	promoter-TSS (SWI5)	NA	72	GOLGA2								
MV411_2_325_R1_peak_749	chr1	33180373	33182534	+	4578	NA	exon (TRIM62, exon 1 of 6)	NA	611	TRIM62								
MV411_2_325_R1_peak_13202	chr19	19405170	19406033	+	4578	NA	promoter-TSS (GATAD2A)	NA	-23634	GATAD2A								
MV411_2_325_R1_peak_19278	chr3	182792602	182794067	+	4578	NA	promoter-TSS (ATP11B)	NA	-169	ATP11B								
MV411_2_325_R1_peak_3561	chr10	119725242	119726694	+	4571	NA	promoter-TSS (INPP5F)	NA	-79	INPP5F								
MV411_2_325_R1_peak_13730	chr19	44770445	44771071	+	4562	NA	Intergenic	NA	-7111	CBLC								
MV411_2_325_R1_peak_8816	chr16	4957512	4958658	+	4561	NA	promoter-TSS (SEC14L5)	NA	-232	SEC14L5								
MV411_2_325_R1_peak_4962	chr11	107927921	107929204	+	4558	NA	promoter-TSS (RAB39A)	NA	11	RAB39A								
MV411_2_325_R1_peak_21572	chr6	2999053	3000350	+	4558	NA	promoter-TSS (NQO2)	NA	-136	NQO2								
MV411_2_325_R1_peak_13735	chr19	44845378	44846615	+	4547	NA	promoter-TSS (PVRL2)	NA	-140	PVRL2								
MV411_2_325_R1_peak_7110	chr14	52729729	52730538	+	4544	NA	promoter-TSS (STYX)	NA	-32	STYX								
MV411_2_325_R1_peak_13919	chr19	47608032	47609480	+	4543	NA	promoter-TSS (GLTSCR1)	NA	560	GLTSCR1								
MV411_2_325_R1_peak_26671	chrX	317458	319450	+	4536	NA	promoter-TSS (LINC00685)	NA	-691	LINC00685								
MV411_2_325_R1_peak_8151	chr15	68053780	68054895	+	4536	NA	promoter-TSS (PIAS1)	NA	-836	PIAS1								
MV411_2_325_R1_peak_9267	chr16	54928199	54929995	+	4526	NA	promoter-TSS (CRNDE)	NA	-319	CRNDE								
MV411_2_325_R1_peak_26491	chr9	134024754	134025804	+	4521	NA	promoter-TSS (LINC00094)	NA	-160	LINC00094								
MV411_2_325_R1_peak_22507	chr6	89080150	89081134	+	4514	NA	promoter-TSS (PNRC1)	NA	-68	PNRC1								
MV411_2_325_R1_peak_192	chr1	8877904	8879416	+	4513	NA	promoter-TSS (ENO1-AS1)	NA	62	ENO1								
MV411_2_325_R1_peak_4574	chr11	66311844	66313242	+	4510	NA	Intergenic	NA	4501	CD248								
MV411_2_325_R1_peak_13855	chr19	46633798	46634837	+	4506	NA	intron (GNG8, intron 1 of 1)	NA	365	GNG8								
MV411_2_325_R1_peak_2316	chr1	211578958	211579872	+	4504	NA	promoter-TSS (SLC30A1)	NA	-658	SLC30A1								
MV411_2_325_R1_peak_12124	chr19	1205034	1206020	+	4504	NA	promoter-TSS (STK11)	NA	-762	STK11								
MV411_2_325_R1_peak_16905	chr20	62237840	62238828	+	4499	NA	promoter-TSS (OSBPL2)	NA	-151	OSBPL2								
MV411_2_325_R1_peak_7590	chr14	102139095	102140119	+	4497	NA	promoter-TSS (WDR20)	NA	-245	WDR20								
MV411_2_325_R1_peak_25805	chr9	37485488	37486295	+	4493	NA	promoter-TSS (POLR1E)	NA	-44	POLR1E								
MV411_2_325_R1_peak_12157	chr19	1489814	1491707	+	4490	NA	promoter-TSS (PCSK4)	NA	-165	PCSK4								
MV411_2_325_R1_peak_26324	chr9	128218370	128219362	+	4489	NA	intron (DNM1, intron 3 of 21)	NA	15511	DNM1								
MV411_2_325_R1_peak_2499	chr1	229341789	229343315	+	4485	NA	intron (CCSAP, intron 1 of 3)	NA	389	CCSAP								
MV411_2_325_R1_peak_25543	chr8	144412541	144414124	+	4485	NA	exon (SLC39A4, exon 2 of 4)	NA	259	SLC39A4								
MV411_2_325_R1_peak_16549	chr20	34875775	34876960	+	4483	NA	promoter-TSS (ACSS2)	NA	-158	ACSS2								
MV411_2_325_R1_peak_19506	chr4	1009035	1011750	+	4483	NA	Intergenic	NA	-2072	FGFRL1								
MV411_2_325_R1_peak_26541	chr9	136482487	136484069	+	4476	NA	promoter-TSS (C9orf163)	NA	-217	C9orf163								
MV411_2_325_R1_peak_12474	chr19	6677557	6678899	+	4476	NA	exon (C3, exon 40 of 41)	NA	-7803	TNFSF14								
MV411_2_325_R1_peak_13569	chr19	40798092	40799872	+	4474	NA	promoter-TSS (EGLN2)	NA	-447	EGLN2								
MV411_2_325_R1_peak_3030	chr10	69408387	69409284	+	4472	NA	intron (TACR2, intron 3 of 4)	NA	8083	TACR2								
MV411_2_325_R1_peak_16128	chr2	240560053	240561659	+	4472	NA	exon (DUSP28, exon 1 of 3)	NA	781	DUSP28								
MV411_2_325_R1_peak_18564	chr3	52057006	52057863	+	4472	NA	promoter-TSS (DUSP7)	NA	-989	DUSP7								
MV411_2_325_R1_peak_9590	chr16	84013766	84014832	+	4472	NA	intron (SLC38A8, intron 8 of 9)	NA	28738	SLC38A8								
MV411_2_325_R1_peak_23600	chr7	73719294	73720168	+	4470	NA	promoter-TSS (STX1A)	NA	-44	STX1A								
MV411_2_325_R1_peak_16519	chr20	33489588	33490722	+	4467	NA	promoter-TSS (CBFA2T2)	NA	33	CBFA2T2								
MV411_2_325_R1_peak_6541	chr12	132489150	132490326	+	4466	NA	promoter-TSS (FBRSL1)	NA	-717	FBRSL1								
MV411_2_325_R1_peak_10927	chr17	56833169	56834893	+	4459	NA	promoter-TSS (DGKE)	NA	-68	DGKE								
