PeakID (cmd=annotatePeaks.pl SKNO1_1_231_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_1_231_R1_peak_9131	chr6	135322911	135323732	+	2541	NA	exon (AHI1, exon 22 of 26)	NA	84161	MIR548A2								
SKNO1_1_231_R1_peak_1632	chr11	34809088	34810106	+	2491	NA	Intergenic	NA	94453	LOC102723568								
SKNO1_1_231_R1_peak_10288	chr9	33289920	33290644	+	2457	NA	promoter-TSS (NFX1)	NA	-138	NFX1								
SKNO1_1_231_R1_peak_1982	chr11	118240650	118241586	+	2455	NA	exon (MPZL3, exon 1 of 6)	NA	11250	MPZL3								
SKNO1_1_231_R1_peak_7575	chr4	40621581	40622167	+	2445	NA	intron (RBM47, intron 1 of 6)	NA	8747	RBM47								
SKNO1_1_231_R1_peak_308	chr1	58754675	58755575	+	2430	NA	Intergenic	NA	28988	JUN								
SKNO1_1_231_R1_peak_6085	chr20	2800671	2801368	+	2404	NA	promoter-TSS (CPXM1)	NA	-373	CPXM1								
SKNO1_1_231_R1_peak_4184	chr17	42319701	42320466	+	2389	NA	intron (STAT3, intron 21 of 23)	NA	32027	STAT5A								
SKNO1_1_231_R1_peak_1038	chr1	245051323	245052198	+	2365	NA	intron (EFCAB2, intron 2 of 6)	NA	-80419	LOC101928068								
SKNO1_1_231_R1_peak_10148	chr8	133297085	133297857	+	2340	NA	promoter-TSS (NDRG1)	NA	-167	NDRG1								
SKNO1_1_231_R1_peak_6671	chr22	50539430	50540032	+	2317	NA	Intergenic	NA	-1696	LOC102724608								
SKNO1_1_231_R1_peak_7421	chr3	195727527	195728127	+	2313	NA	intron (MUC20, intron 2 of 3)	NA	6945	MUC20								
SKNO1_1_231_R1_peak_3913	chr16	73153873	73154790	+	2309	NA	Intergenic	NA	-9884	C16orf47								
SKNO1_1_231_R1_peak_5647	chr2	119366540	119367144	+	2298	NA	promoter-TSS (C2orf76)	NA	-16	C2orf76								
SKNO1_1_231_R1_peak_8140	chr5	56763326	56764500	+	2291	NA	Intergenic	NA	-53148	MAP3K1								
SKNO1_1_231_R1_peak_5382	chr2	54589488	54590232	+	2284	NA	intron (SPTBN1, intron 1 of 34)	NA	60638	RPL23AP32								
SKNO1_1_231_R1_peak_9126	chr6	135195066	135195956	+	2278	NA	intron (MYB, intron 8 of 13)	NA	14196	MYB								
SKNO1_1_231_R1_peak_3624	chr15	82018120	82018827	+	2277	NA	Intergenic	NA	27670	MEX3B								
SKNO1_1_231_R1_peak_9354	chr7	16268625	16269526	+	2265	NA	exon (ISPD-AS1, exon 5 of 5)	NA	58589	ISPD-AS1								
SKNO1_1_231_R1_peak_2424	chr12	68364627	68365718	+	2257	NA	Intergenic	NA	-16525	LOC100507195								
SKNO1_1_231_R1_peak_1043	chr1	246214803	246215435	+	2250	NA	intron (SMYD3, intron 5 of 11)	NA	104126	LOC101928089								
SKNO1_1_231_R1_peak_9229	chr6	147322331	147323009	+	2219	NA	intron (STXBP5, intron 16 of 21)	NA	-118056	STXBP5-AS1								
SKNO1_1_231_R1_peak_3918	chr16	74608842	74609346	+	2218	NA	Intergenic	NA	-1950	GLG1								
SKNO1_1_231_R1_peak_9111	chr6	133983319	133983925	+	2203	NA	intron (TBPL1, intron 4 of 6)	NA	30459	TBPL1								
SKNO1_1_231_R1_peak_9660	chr7	117792116	117792844	+	2193	NA	exon (CTTNBP2, exon 4 of 23)	NA	-1138	CTTNBP2								
SKNO1_1_231_R1_peak_5935	chr2	201787464	201787933	+	2189	NA	Intergenic	NA	-6526	ALS2								
SKNO1_1_231_R1_peak_7389	chr3	190566259	190566954	+	2179	NA	intron (IL1RAP, intron 3 of 8)	NA	52555	IL1RAP								
SKNO1_1_231_R1_peak_10390	chr9	87518598	87519346	+	2171	NA	intron (DAPK1, intron 2 of 25)	NA	20357	DAPK1								
SKNO1_1_231_R1_peak_10922	chrX	154123743	154124463	+	2166	NA	Intergenic	NA	-20121	OPN1LW								
SKNO1_1_231_R1_peak_4221	chr17	45228904	45229670	+	2151	NA	intron (FMNL1, intron 1 of 26)	NA	7381	FMNL1								
SKNO1_1_231_R1_peak_589	chr1	153790737	153791636	+	2148	NA	Intergenic	NA	15894	SLC27A3								
SKNO1_1_231_R1_peak_6490	chr21	46320402	46321005	+	2137	NA	exon (C21orf58, exon 1 of 9)	NA	3196	C21orf58								
SKNO1_1_231_R1_peak_7821	chr4	87209703	87210121	+	2095	NA	intron (KLHL8, intron 1 of 8)	NA	10676	KLHL8								
SKNO1_1_231_R1_peak_1431	chr10	92690511	92691260	+	2078	NA	intron (HHEX, intron 1 of 3)	NA	961	HHEX								
SKNO1_1_231_R1_peak_4867	chr19	11324001	11324754	+	2069	NA	exon (RAB3D, exon 5 of 5)	NA	15291	RAB3D								
SKNO1_1_231_R1_peak_5570	chr2	101308612	101309193	+	2053	NA	promoter-TSS (RNF149)	NA	-186	RNF149								
SKNO1_1_231_R1_peak_10604	chr9	133474132	133474728	+	2048	NA	intron (SLC2A6, intron 6 of 9)	NA	4697	SLC2A6								
SKNO1_1_231_R1_peak_7568	chr4	40205176	40205794	+	2046	NA	intron (RHOH, intron 1 of 2)	NA	11836	RHOH								
SKNO1_1_231_R1_peak_6224	chr20	43950112	43950573	+	2040	NA	intron (TOX2, intron 1 of 8)	NA	34200	TOX2								
SKNO1_1_231_R1_peak_3915	chr16	73396371	73397046	+	2039	NA	intron (RP11-140I24.1, intron 1 of 2)	NA	9903	RP11-140I24.1								
SKNO1_1_231_R1_peak_1003	chr1	234876164	234876897	+	2027	NA	Intergenic	NA	-116480	PP2672								
SKNO1_1_231_R1_peak_6885	chr3	45841888	45842514	+	2009	NA	promoter-TSS (LZTFL1)	NA	-35	LZTFL1								
SKNO1_1_231_R1_peak_9486	chr7	50496879	50497487	+	1987	NA	intron (DDC, intron 8 of 14)	NA	-34576	AC018705.5								
SKNO1_1_231_R1_peak_2833	chr13	45395834	45396654	+	1986	NA	exon (SLC25A30, exon 5 of 5)	NA	15694	SLC25A30								
SKNO1_1_231_R1_peak_6157	chr20	20780303	20780909	+	1970	NA	Intergenic	NA	-67968	RALGAPA2								
SKNO1_1_231_R1_peak_10336	chr9	71822319	71822989	+	1964	NA	Intergenic	NA	-30288	LOC102723702								
SKNO1_1_231_R1_peak_2347	chr12	54304017	54304805	+	1960	NA	intron (NFE2, intron 1 of 2)	NA	-3374	NFE2								
SKNO1_1_231_R1_peak_1257	chr10	45403812	45404443	+	1935	NA	intron (ALOX5, intron 3 of 12)	NA	29951	ALOX5								
SKNO1_1_231_R1_peak_7676	chr4	59559916	59560580	+	1923	NA	Intergenic	NA	-1362375	MIR548AG1								
SKNO1_1_231_R1_peak_7696	chr4	68864182	68864953	+	1923	NA	Intergenic	NA	48572	UGT2B10								
SKNO1_1_231_R1_peak_7611	chr4	54233750	54234642	+	1912	NA	intron (PDGFRA, intron 1 of 22)	NA	5066	PDGFRA								
SKNO1_1_231_R1_peak_3085	chr14	35403603	35404246	+	1906	NA	intron (NFKBIA, intron 1 of 5)	NA	830	NFKBIA								
SKNO1_1_231_R1_peak_4825	chr19	8418066	8418545	+	1892	NA	promoter-TSS (MARCH2)	NA	5002	MARCH2								
SKNO1_1_231_R1_peak_4987	chr19	34962185	34962947	+	1892	NA	intron (ZNF792, intron 1 of 2)	NA	1669	ZNF792								
SKNO1_1_231_R1_peak_7370	chr3	187745144	187745847	+	1881	NA	exon (BCL6, exon 1 of 10)	NA	-8998	BCL6								
SKNO1_1_231_R1_peak_1931	chr11	107824719	107825351	+	1872	NA	intron (SLC35F2, intron 1 of 7)	NA	34153	SLC35F2								
SKNO1_1_231_R1_peak_4181	chr17	42311421	42312101	+	1864	NA	exon (STAT5A, exon 20 of 20)	NA	23705	STAT5A								
SKNO1_1_231_R1_peak_28	chr1	6259931	6260353	+	1861	NA	intron (GPR153, intron 1 of 5)	NA	833	GPR153								
SKNO1_1_231_R1_peak_1126	chr10	12265650	12266267	+	1856	NA	Intergenic	NA	-69814	NUDT5								
SKNO1_1_231_R1_peak_5625	chr2	112706181	112706640	+	1852	NA	Intergenic	NA	30192	LOC102724955								
SKNO1_1_231_R1_peak_1748	chr11	63871988	63872533	+	1850	NA	intron (MARK2, intron 1 of 16)	NA	-16255	MARK2								
SKNO1_1_231_R1_peak_8316	chr5	105902750	105903537	+	1844	NA	Intergenic	NA	803669	RAB9BP1								
SKNO1_1_231_R1_peak_4593	chr18	21600471	21601109	+	1835	NA	promoter-TSS (ESCO1)	NA	-58	ESCO1								
SKNO1_1_231_R1_peak_9649	chr7	115023120	115023669	+	1835	NA	Intergenic	NA	-95344	LOC102724386								
SKNO1_1_231_R1_peak_5062	chr19	44741742	44742259	+	1833	NA	promoter-TSS (BCL3)	NA	-6721	BCL3								
SKNO1_1_231_R1_peak_9685	chr7	138257376	138258262	+	1823	NA	Intergenic	NA	134061	MIR4468								
SKNO1_1_231_R1_peak_6201	chr20	35742056	35742675	+	1815	NA	promoter-TSS (RBM39)	NA	-29	RBM39								
SKNO1_1_231_R1_peak_4912	chr19	15844416	15844980	+	1809	NA	Intergenic	NA	15751	UCA1								
SKNO1_1_231_R1_peak_9732	chr8	8244323	8244894	+	1807	NA	exon (FAM86B3P, exon 9 of 9)	NA	16038	FAM86B3P								
SKNO1_1_231_R1_peak_6042	chr2	233084391	233085093	+	1800	NA	intron (INPP5D, intron 2 of 26)	NA	24416	INPP5D								
SKNO1_1_231_R1_peak_7108	chr3	126472182	126472818	+	1800	NA	intron (ZXDC, intron 1 of 7)	NA	3430	ZXDC								
SKNO1_1_231_R1_peak_10460	chr9	107282762	107283384	+	1794	NA	promoter-TSS (RAD23B)	NA	-1696	RAD23B								
SKNO1_1_231_R1_peak_8789	chr6	30515928	30516854	+	1780	NA	Intergenic	NA	26985	HLA-E								
SKNO1_1_231_R1_peak_9789	chr8	24293777	24294307	+	1780	NA	promoter-TSS (ADAM28)	NA	2	ADAM28								
SKNO1_1_231_R1_peak_6098	chr20	4154903	4155421	+	1761	NA	promoter-TSS (SMOX)	NA	6383	SMOX								
SKNO1_1_231_R1_peak_8450	chr5	138542903	138543588	+	1759	NA	promoter-TSS (ETF1)	NA	55	ETF1								
SKNO1_1_231_R1_peak_898	chr1	211589957	211590559	+	1756	NA	Intergenic	NA	-11501	SLC30A1								
SKNO1_1_231_R1_peak_9507	chr7	69824461	69825165	+	1756	NA	intron (AUTS2, intron 1 of 4)	NA	225894	AUTS2								
SKNO1_1_231_R1_peak_6729	chr3	14204763	14205316	+	1742	NA	Intergenic	NA	26311	LSM3								
SKNO1_1_231_R1_peak_12	chr1	1780254	1780846	+	1742	NA	promoter-TSS (NADK)	NA	-36	NADK								
SKNO1_1_231_R1_peak_1619	chr11	33893426	33894316	+	1740	NA	Intergenic	NA	-23347	LMO2								
SKNO1_1_231_R1_peak_1199	chr10	27457841	27458385	+	1739	NA	Intergenic	NA	-43745	PTCHD3								
SKNO1_1_231_R1_peak_5152	chr19	54387927	54388518	+	1735	NA	Intergenic	NA	-23108	LAIR1								
SKNO1_1_231_R1_peak_1044	chr1	246320118	246320699	+	1723	NA	intron (SMYD3, intron 5 of 11)	NA	203879	RP11-690C23.2								
SKNO1_1_231_R1_peak_9739	chr8	9002392	9002990	+	1716	NA	promoter-TSS (ERI1)	NA	-113	ERI1								
SKNO1_1_231_R1_peak_3576	chr15	74389448	74390017	+	1716	NA	Intergenic	NA	21700	MIR6881								
SKNO1_1_231_R1_peak_5306	chr2	39228317	39229063	+	1716	NA	intron (CDKL4, intron 1 of 7)	NA	842	CDKL4								
SKNO1_1_231_R1_peak_820	chr1	201154282	201154797	+	1710	NA	promoter-TSS (TMEM9)	NA	16	TMEM9								
SKNO1_1_231_R1_peak_10022	chr8	107986988	107987686	+	1709	NA	intron (RSPO2, intron 2 of 4)	NA	96305	RSPO2								
SKNO1_1_231_R1_peak_5957	chr2	212979668	212980306	+	1697	NA	Intergenic	NA	53677	MIR4776-1								
SKNO1_1_231_R1_peak_10049	chr8	115427355	115428015	+	1695	NA	intron (TRPS1, intron 5 of 6)	NA	240327	TRPS1								
SKNO1_1_231_R1_peak_479	chr1	108646738	108647262	+	1684	NA	Intergenic	NA	14526	HENMT1								
SKNO1_1_231_R1_peak_2516	chr12	96445627	96446329	+	1682	NA	Intergenic	NA	-43599	C12orf55								
SKNO1_1_231_R1_peak_4611	chr18	25223153	25223718	+	1679	NA	TTS (ZNF521)	NA	127558	ZNF521								
SKNO1_1_231_R1_peak_7752	chr4	78657950	78658427	+	1679	NA	intron (LINC01094, intron 2 of 2)	NA	12194	LINC01094								
SKNO1_1_231_R1_peak_6419	chr21	35475558	35476202	+	1674	NA	intron (LOC100506403, intron 1 of 2)	NA	104884	LOC100506403								
SKNO1_1_231_R1_peak_6831	chr3	33318118	33318845	+	1653	NA	intron (FBXL2, intron 2 of 14)	NA	28812	FBXL2								
SKNO1_1_231_R1_peak_775	chr1	192158121	192158685	+	1653	NA	promoter-TSS (RGS18)	NA	-59	RGS18								
SKNO1_1_231_R1_peak_7504	chr4	11480682	11481377	+	1642	NA	Intergenic	NA	-52116	HS3ST1								
SKNO1_1_231_R1_peak_779	chr1	192805854	192806266	+	1637	NA	Intergenic	NA	-2979	RGS2								
SKNO1_1_231_R1_peak_10898	chrX	136745058	136745786	+	1631	NA	intron (ARHGEF6, intron 2 of 20)	NA	22362	ARHGEF6								
SKNO1_1_231_R1_peak_8881	chr6	41935965	41936663	+	1629	NA	intron (CCND3, intron 4 of 4)	NA	15087	BYSL								
SKNO1_1_231_R1_peak_5596	chr2	105797079	105797872	+	1622	NA	intron (NCK2, intron 1 of 3)	NA	51238	NCK2								
SKNO1_1_231_R1_peak_2312	chr12	50050553	50051271	+	1619	NA	Intergenic	NA	-7293	ASIC1								
SKNO1_1_231_R1_peak_3976	chr16	87779024	87779620	+	1606	NA	promoter-TSS (LOC102724467)	NA	-174	LOC102724467								
SKNO1_1_231_R1_peak_10283	chr9	32554004	32554566	+	1603	NA	intron (NDUFB6, intron 2 of 2)	NA	-1657	TOPORS								
SKNO1_1_231_R1_peak_5430	chr2	65017905	65018471	+	1602	NA	exon (SLC1A4, exon 5 of 7)	NA	-12321	LOC102724233								
SKNO1_1_231_R1_peak_2461	chr12	89162689	89163301	+	1586	NA	Intergenic	NA	-143303	RP11-13A1.1								
SKNO1_1_231_R1_peak_3562	chr15	70200391	70201062	+	1566	NA	Intergenic	NA	-102809	TLE3								
SKNO1_1_231_R1_peak_5847	chr2	183124061	183124714	+	1559	NA	promoter-TSS (NUP35)	NA	5466	NUP35								
SKNO1_1_231_R1_peak_2974	chr13	99046122	99046693	+	1559	NA	intron (DOCK9, intron 1 of 56)	NA	21173	RNU6-83P								
SKNO1_1_231_R1_peak_9112	chr6	134021711	134022186	+	1557	NA	intron (SLC2A12, intron 2 of 2)	NA	30703	SLC2A12								
SKNO1_1_231_R1_peak_10267	chr9	22158953	22159592	+	1552	NA	Intergenic	NA	-87916	LOC102724137								
SKNO1_1_231_R1_peak_923	chr1	221707988	221708504	+	1541	NA	intron (DUSP10, intron 1 of 2)	NA	33928	DUSP10								
SKNO1_1_231_R1_peak_1808	chr11	68281924	68282573	+	1538	NA	Intergenic	NA	10115	LOC102724209								
SKNO1_1_231_R1_peak_10106	chr8	125429975	125430429	+	1534	NA	promoter-TSS (TRIB1)	NA	-119	TRIB1								
SKNO1_1_231_R1_peak_8783	chr6	29490390	29491024	+	1530	NA	Intergenic	NA	-2805	MAS1L								
SKNO1_1_231_R1_peak_2984	chr13	102779266	102780148	+	1529	NA	Intergenic	NA	-5886	TEX30								
SKNO1_1_231_R1_peak_3112	chr14	50303732	50304218	+	1527	NA	intron (L2HGDH, intron 1 of 9)	NA	-4029	MIR4504								
SKNO1_1_231_R1_peak_8757	chr6	26596555	26597090	+	1526	NA	promoter-TSS (ABT1)	NA	-121	ABT1								
SKNO1_1_231_R1_peak_9150	chr6	137389048	137389527	+	1518	NA	Intergenic	NA	-36174	LOC102723633								
SKNO1_1_231_R1_peak_9221	chr6	146857436	146857932	+	1515	NA	intron (STXBP5-AS1, intron 8 of 10)	NA	-53860	KATNBL1P6								
SKNO1_1_231_R1_peak_8880	chr6	41723401	41723865	+	1507	NA	promoter-TSS (TFEB)	NA	10768	TFEB								
SKNO1_1_231_R1_peak_5971	chr2	217218652	217219232	+	1505	NA	Intergenic	NA	-345010	LOC102723329								
SKNO1_1_231_R1_peak_3216	chr14	73759984	73760529	+	1499	NA	promoter-TSS (ELMSAN1)	NA	1509	MIR4505								
SKNO1_1_231_R1_peak_1615	chr11	33257990	33258574	+	1497	NA	promoter-TSS (HIPK3)	NA	960	HIPK3								
SKNO1_1_231_R1_peak_6532	chr22	24728763	24729423	+	1496	NA	intron (PIWIL3, intron 14 of 20)	NA	-35408	TOP1P2								
SKNO1_1_231_R1_peak_2832	chr13	45340377	45340963	+	1485	NA	promoter-TSS (TPT1-AS1)	NA	614	TPT1								
SKNO1_1_231_R1_peak_414	chr1	91500565	91500981	+	1485	NA	promoter-TSS (CDC7)	NA	-74	CDC7								
SKNO1_1_231_R1_peak_432	chr1	93816726	93817366	+	1478	NA	intron (BCAR3, intron 2 of 13)	NA	-29786	MIR760								
SKNO1_1_231_R1_peak_6421	chr21	35508331	35509328	+	1474	NA	intron (LOC100506403, intron 1 of 2)	NA	71935	LOC100506403								
SKNO1_1_231_R1_peak_7332	chr3	183878091	183878611	+	1471	NA	intron (PARL, intron 1 of 9)	NA	6554	PARL								
SKNO1_1_231_R1_peak_4793	chr19	4976242	4976759	+	1470	NA	intron (KDM4B, intron 1 of 23)	NA	43813	MIR4747								
SKNO1_1_231_R1_peak_235	chr1	40059435	40060130	+	1463	NA	intron (CAP1, intron 2 of 12)	NA	19054	CAP1								
SKNO1_1_231_R1_peak_2697	chr13	20773783	20774303	+	1460	NA	promoter-TSS (N6AMT2)	NA	-87	N6AMT2								
SKNO1_1_231_R1_peak_5465	chr2	69829359	69829961	+	1460	NA	promoter-TSS (GMCL1)	NA	-26	GMCL1								
SKNO1_1_231_R1_peak_9583	chr7	99408668	99409261	+	1459	NA	promoter-TSS (BUD31)	NA	-282	PDAP1								
SKNO1_1_231_R1_peak_7337	chr3	184249395	184249804	+	1456	NA	promoter-TSS (ALG3)	NA	-58	ECE2								
SKNO1_1_231_R1_peak_1678	chr11	46336657	46337218	+	1456	NA	intron (DGKZ, intron 1 of 30)	NA	-8473	DGKZ								
SKNO1_1_231_R1_peak_1745	chr11	63582471	63583218	+	1454	NA	intron (PLA2G16, intron 4 of 4)	NA	-19461	HRASLS2								
SKNO1_1_231_R1_peak_7714	chr4	74094075	74094674	+	1453	NA	Intergenic	NA	4906	CXCL2								
SKNO1_1_231_R1_peak_10628	chr9	136679354	136680004	+	1444	NA	intron (AGPAT2, intron 1 of 4)	NA	7780	AGPAT2								
SKNO1_1_231_R1_peak_8127	chr5	55576177	55576701	+	1438	NA	Intergenic	NA	-41361	PPAP2A								
SKNO1_1_231_R1_peak_6901	chr3	47117719	47118335	+	1435	NA	intron (SETD2, intron 3 of 20)	NA	45950	SETD2								
SKNO1_1_231_R1_peak_9373	chr7	20219657	20220290	+	1423	NA	intron (LOC100506098, intron 4 of 4)	NA	2504	LOC100506098								
SKNO1_1_231_R1_peak_236	chr1	40130908	40131436	+	1421	NA	Intergenic	NA	-30197	RLF								
SKNO1_1_231_R1_peak_3510	chr15	63503096	63503600	+	1417	NA	Intergenic	NA	-1163	USP3								
SKNO1_1_231_R1_peak_6755	chr3	18725667	18726186	+	1406	NA	Intergenic	NA	140293	LOC101927805								
SKNO1_1_231_R1_peak_5686	chr2	134149044	134149464	+	1383	NA	intron (MGAT5, intron 1 of 17)	NA	22124	MIR3679								
SKNO1_1_231_R1_peak_10169	chr8	134719961	134720716	+	1379	NA	Intergenic	NA	-7289	ZFAT								
SKNO1_1_231_R1_peak_1033	chr1	244862831	244863468	+	1378	NA	intron (HNRNPU, intron 1 of 13)	NA	1376	HNRNPU								
SKNO1_1_231_R1_peak_3441	chr15	48877735	48878426	+	1378	NA	promoter-TSS (EID1)	NA	-13	EID1								
SKNO1_1_231_R1_peak_8436	chr5	135372663	135373329	+	1375	NA	intron (H2AFY, intron 2 of 8)	NA	26242	H2AFY								
SKNO1_1_231_R1_peak_690	chr1	169260341	169260939	+	1375	NA	intron (NME7, intron 5 of 9)	NA	-107316	BLZF1								
SKNO1_1_231_R1_peak_3747	chr16	11104853	11105438	+	1374	NA	intron (CLEC16A, intron 19 of 23)	NA	151037	SOCS1								
SKNO1_1_231_R1_peak_2054	chr11	130314644	130315258	+	1373	NA	promoter-TSS (ZBTB44)	NA	-186	ZBTB44								
SKNO1_1_231_R1_peak_9222	chr6	146876238	146877107	+	1373	NA	intron (STXBP5-AS1, intron 7 of 10)	NA	-72848	KATNBL1P6								
SKNO1_1_231_R1_peak_7491	chr4	8158845	8159281	+	1373	NA	promoter-TSS (ABLIM2)	NA	-31397	ABLIM2								
SKNO1_1_231_R1_peak_2377	chr12	57520434	57521099	+	1372	NA	promoter-TSS (MBD6)	NA	40	MBD6								
SKNO1_1_231_R1_peak_5229	chr2	16438820	16439363	+	1372	NA	Intergenic	NA	47880	LOC101928129								
SKNO1_1_231_R1_peak_360	chr1	72366358	72366942	+	1363	NA	Intergenic	NA	-84056	NEGR1								
