PeakID (cmd=annotatePeaks.pl M6_1_127_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_1_127_R1_peak_5192	chr22	36387804	36388549	+	1080	NA	promoter-TSS (MYH9)	NA	-158	MYH9								
M6_1_127_R1_peak_3449	chr19	703666	704428	+	1079	NA	Intergenic	NA	-4906	PALM								
M6_1_127_R1_peak_7236	chr9	36258153	36258677	+	1064	NA	promoter-TSS (GNE)	NA	18641	GNE								
M6_1_127_R1_peak_441	chr1	117605706	117606323	+	1064	NA	promoter-TSS (FAM46C)	NA	32	FAM46C								
M6_1_127_R1_peak_2303	chr15	67254531	67254957	+	1047	NA	promoter-TSS (IQCH)	NA	-56	IQCH								
M6_1_127_R1_peak_2487	chr16	2905278	2906354	+	1047	NA	Intergenic	NA	-6126	FLYWCH1								
M6_1_127_R1_peak_1036	chr11	575743	576372	+	1042	NA	promoter-TSS (PHRF1)	NA	-172	LOC143666								
M6_1_127_R1_peak_2443	chr16	1342871	1343465	+	1042	NA	intron (BAIAP3, intron 13 of 32)	NA	4851	LOC102724592								
M6_1_127_R1_peak_776	chr10	15168385	15169255	+	1027	NA	promoter-TSS (NMT2)	NA	-192	NMT2								
M6_1_127_R1_peak_1192	chr11	62665017	62665478	+	1024	NA	promoter-TSS (LOC102288414)	NA	-31	LOC102288414								
M6_1_127_R1_peak_29	chr1	1918968	1920014	+	1014	NA	promoter-TSS (TMEM52)	NA	-190	TMEM52								
M6_1_127_R1_peak_3436	chr18	80033616	80034844	+	1014	NA	promoter-TSS (RBFA)	NA	-116	RBFA								
M6_1_127_R1_peak_3685	chr19	11090211	11090681	+	1008	NA	intron (LDLR, intron 1 of 16)	NA	1084	LDLR								
M6_1_127_R1_peak_4143	chr19	48492779	48493792	+	1004	NA	intron (LMTK3, intron 13 of 15)	NA	18510	LMTK3								
M6_1_127_R1_peak_3114	chr17	44199739	44200575	+	1004	NA	promoter-TSS (ATXN7L3)	NA	-456	ATXN7L3								
M6_1_127_R1_peak_1318	chr11	67469038	67469621	+	990	NA	promoter-TSS (TMEM134)	NA	-86	TMEM134								
M6_1_127_R1_peak_7184	chr9	4792511	4793030	+	974	NA	promoter-TSS (RCL1)	NA	-46999	RCL1								
M6_1_127_R1_peak_2141	chr14	96391706	96392250	+	972	NA	promoter-TSS (AK7)	NA	-133	AK7								
M6_1_127_R1_peak_5707	chr4	1580079	1580950	+	972	NA	promoter-TSS (LOC100507054)	NA	2	LOC100507054								
M6_1_127_R1_peak_1273	chr11	65833539	65834118	+	970	NA	promoter-TSS (SNX32)	NA	-6	SNX32								
M6_1_127_R1_peak_702	chr1	228165383	228166424	+	967	NA	promoter-TSS (IBA57-AS1)	NA	89	IBA57								
M6_1_127_R1_peak_5614	chr3	153161905	153162290	+	964	NA	promoter-TSS (RAP2B)	NA	-115	RAP2B								
M6_1_127_R1_peak_4980	chr20	62861711	62862232	+	950	NA	promoter-TSS (TCFL5)	NA	-208	TCFL5								
M6_1_127_R1_peak_6076	chr5	134371048	134371618	+	948	NA	promoter-TSS (CDKL3)	NA	154	UBE2B								
M6_1_127_R1_peak_4126	chr19	47608456	47609101	+	942	NA	promoter-TSS (GLTSCR1)	NA	-269	GLTSCR1								
M6_1_127_R1_peak_34	chr1	2204686	2205530	+	935	NA	promoter-TSS (C1orf86)	NA	-10333	C1orf86								
M6_1_127_R1_peak_6588	chr7	2314259	2314794	+	917	NA	promoter-TSS (SNX8)	NA	-62	SNX8								
M6_1_127_R1_peak_3633	chr19	7920081	7921130	+	917	NA	promoter-TSS (SNAPC2)	NA	296	SNAPC2								
M6_1_127_R1_peak_4764	chr2	240560851	240561398	+	914	NA	promoter-TSS (ANKMY1)	NA	1049	DUSP28								
M6_1_127_R1_peak_5308	chr22	50507475	50508413	+	914	NA	promoter-TSS (NCAPH2)	NA	-225	LMF2								
M6_1_127_R1_peak_6231	chr6	5003408	5004262	+	914	NA	intron (RPP40, intron 1 of 7)	NA	228	RPP40								
M6_1_127_R1_peak_3836	chr19	18192663	18193363	+	907	NA	promoter-TSS (MPV17L2)	NA	-217	MPV17L2								
M6_1_127_R1_peak_2527	chr16	4957896	4958446	+	906	NA	promoter-TSS (SEC14L5)	NA	-146	SEC14L5								
M6_1_127_R1_peak_5040	chr21	36319931	36320425	+	902	NA	promoter-TSS (MORC3)	NA	-9730	MORC3								
M6_1_127_R1_peak_3493	chr19	1490177	1491361	+	898	NA	promoter-TSS (PCSK4)	NA	-174	PCSK4								
M6_1_127_R1_peak_2171	chr14	103715322	103715962	+	895	NA	promoter-TSS (XRCC3)	NA	-102	ZFYVE21								
M6_1_127_R1_peak_4009	chr19	40777864	40778803	+	895	NA	TTS (MIA)	NA	114	RAB4B-EGLN2								
M6_1_127_R1_peak_7499	chr9	137605000	137605933	+	891	NA	promoter-TSS (ARRDC1)	NA	-175	ARRDC1								
M6_1_127_R1_peak_7245	chr9	37485690	37486125	+	888	NA	promoter-TSS (POLR1E)	NA	-519	POLR1E								
M6_1_127_R1_peak_7509	chrX	317582	319257	+	882	NA	promoter-TSS (LINC00685)	NA	368	GTPBP6								
M6_1_127_R1_peak_1763	chr12	118372772	118373311	+	882	NA	promoter-TSS (TAOK3)	NA	-3512	SUDS3								
M6_1_127_R1_peak_64	chr1	7770983	7771528	+	878	NA	promoter-TSS (VAMP3)	NA	-14	VAMP3								
M6_1_127_R1_peak_1517	chr12	8242825	8244036	+	877	NA	promoter-TSS (FAM86FP)	NA	-484	FAM86FP								
M6_1_127_R1_peak_3295	chr17	81034573	81035278	+	877	NA	promoter-TSS (BAIAP2)	NA	-206	BAIAP2-AS1								
M6_1_127_R1_peak_1702	chr12	103841073	103841623	+	873	NA	promoter-TSS (LOC102723501)	NA	-80	LOC102723501								
M6_1_127_R1_peak_2743	chr16	71845683	71846129	+	872	NA	promoter-TSS (ATXN1L)	NA	-85	ATXN1L								
M6_1_127_R1_peak_4293	chr19	55461561	55462065	+	870	NA	promoter-TSS (ISOC2)	NA	-131	ISOC2								
M6_1_127_R1_peak_3446	chr19	639485	640056	+	869	NA	promoter-TSS (FGF22)	NA	-156	FGF22								
M6_1_127_R1_peak_945	chr10	102395417	102395850	+	868	NA	promoter-TSS (NFKB2)	NA	1523	NFKB2								
M6_1_127_R1_peak_2156	chr14	101760287	101761781	+	864	NA	promoter-TSS (PPP2R5C)	NA	419	PPP2R5C								
M6_1_127_R1_peak_4255	chr19	53196728	53197402	+	860	NA	Intergenic	NA	-3711	ZNF665								
M6_1_127_R1_peak_1836	chr12	132489652	132490241	+	859	NA	promoter-TSS (FBRSL1)	NA	-509	FBRSL1								
M6_1_127_R1_peak_7480	chr9	136978233	136979087	+	859	NA	intron (PTGDS, intron 1 of 6)	NA	1156	PTGDS								
M6_1_127_R1_peak_6737	chr7	73738562	73739185	+	855	NA	promoter-TSS (ABHD11)	NA	-19	ABHD11								
M6_1_127_R1_peak_6954	chr8	22999190	22999783	+	855	NA	promoter-TSS (RHOBTB2)	NA	3638	RHOBTB2								
M6_1_127_R1_peak_6584	chr7	1459278	1460080	+	855	NA	promoter-TSS (MICALL2)	NA	-177	MICALL2								
M6_1_127_R1_peak_6967	chr8	28622344	28622979	+	855	NA	Intergenic	NA	78803	EXTL3-AS1								
M6_1_127_R1_peak_663	chr1	211579014	211579629	+	846	NA	promoter-TSS (SLC30A1)	NA	-564	SLC30A1								
M6_1_127_R1_peak_5081	chr21	45642820	45643791	+	842	NA	Intergenic	NA	-100834	SLC19A1								
M6_1_127_R1_peak_4062	chr19	44890448	44891391	+	839	NA	promoter-TSS (TOMM40)	NA	-301	TOMM40								
M6_1_127_R1_peak_5738	chr4	7067985	7068731	+	829	NA	promoter-TSS (GRPEL1)	NA	-285	GRPEL1								
M6_1_127_R1_peak_1030	chr11	506760	507612	+	829	NA	promoter-TSS (RNH1)	NA	-365	RNH1								
M6_1_127_R1_peak_1726	chr12	108731247	108732282	+	822	NA	promoter-TSS (CORO1C)	NA	-214	CORO1C								
M6_1_127_R1_peak_7466	chr9	136482961	136483674	+	821	NA	promoter-TSS (SEC16A)	NA	-178	C9orf163								
M6_1_127_R1_peak_4748	chr2	237691720	237692394	+	820	NA	promoter-TSS (LRRFIP1)	NA	64449	LRRFIP1								
M6_1_127_R1_peak_4130	chr19	48169534	48170703	+	811	NA	promoter-TSS (C19orf68)	NA	-560	C19orf68								
M6_1_127_R1_peak_3423	chr18	63422311	63422808	+	810	NA	promoter-TSS (VPS4B)	NA	-96	VPS4B								
M6_1_127_R1_peak_753	chr10	3172544	3173535	+	806	NA	promoter-TSS (PITRM1)	NA	-199	PITRM1								
M6_1_127_R1_peak_3068	chr17	39952677	39953485	+	804	NA	Intergenic	NA	11607	LRRC3C								
M6_1_127_R1_peak_4548	chr2	96857731	96858451	+	802	NA	promoter-TSS (ANKRD39)	NA	-72	ANKRD39								
M6_1_127_R1_peak_1745	chr12	111405224	111406168	+	800	NA	promoter-TSS (SH2B3)	NA	-36575	FAM109A								
M6_1_127_R1_peak_62	chr1	6784521	6785599	+	799	NA	promoter-TSS (CAMTA1)	NA	57533	LOC100505887								
M6_1_127_R1_peak_4166	chr19	48993189	48993932	+	793	NA	promoter-TSS (GYS1)	NA	-207	GYS1								
M6_1_127_R1_peak_1744	chr12	111368932	111369372	+	789	NA	promoter-TSS (FAM109A)	NA	-31	FAM109A								
M6_1_127_R1_peak_2556	chr16	15888484	15888863	+	789	NA	promoter-TSS (FOPNL)	NA	-71	FOPNL								
M6_1_127_R1_peak_41	chr1	2586239	2587013	+	787	NA	promoter-TSS (FAM213B)	NA	-124	FAM213B								
M6_1_127_R1_peak_452	chr1	147599514	147600504	+	784	NA	promoter-TSS (BCL9)	NA	58608	BCL9								
M6_1_127_R1_peak_5472	chr3	51941558	51942309	+	776	NA	promoter-TSS (PARP3)	NA	8	RRP9								
M6_1_127_R1_peak_4666	chr2	197499698	197500384	+	776	NA	promoter-TSS (HSPE1-MOB4)	NA	44	HSPE1-MOB4								
M6_1_127_R1_peak_2438	chr16	788162	788875	+	771	NA	promoter-TSS (CHTF18)	NA	-106	CHTF18								
M6_1_127_R1_peak_3325	chr17	82450510	82451149	+	771	NA	promoter-TSS (C17orf62)	NA	-1103	C17orf62								
M6_1_127_R1_peak_6750	chr7	75914815	75915267	+	771	NA	promoter-TSS (MIR4651)	NA	-61	POR								
M6_1_127_R1_peak_5316	chr22	50627790	50628558	+	771	NA	promoter-TSS (ARSA)	NA	-1	ARSA								
M6_1_127_R1_peak_700	chr1	228109191	228109603	+	770	NA	promoter-TSS (MRPL55)	NA	-103	MRPL55								
M6_1_127_R1_peak_4795	chr20	543615	544188	+	768	NA	promoter-TSS (CSNK2A1)	NA	-111	CSNK2A1								
M6_1_127_R1_peak_5701	chr4	1009474	1010393	+	768	NA	Intergenic	NA	-1889	FGFRL1								
M6_1_127_R1_peak_3514	chr19	2096131	2097154	+	768	NA	promoter-TSS (IZUMO4)	NA	-227	IZUMO4								
M6_1_127_R1_peak_2433	chr16	679261	680341	+	768	NA	promoter-TSS (STUB1)	NA	-314	STUB1								
M6_1_127_R1_peak_1953	chr13	113726360	113726750	+	768	NA	intron (GRK1-2, intron 1 of 3)	NA	3482	GRK1-2								
M6_1_127_R1_peak_2421	chr16	352580	353395	+	768	NA	promoter-TSS (AXIN1)	NA	-305	AXIN1								
M6_1_127_R1_peak_2380	chr15	89087987	89088564	+	759	NA	promoter-TSS (ABHD2)	NA	125	ABHD2								
M6_1_127_R1_peak_5033	chr21	33641583	33642755	+	759	NA	promoter-TSS (ITSN1)	NA	-231	ITSN1								
M6_1_127_R1_peak_5582	chr3	132722193	132723052	+	759	NA	promoter-TSS (NPHP3-ACAD11)	NA	-163	NPHP3								
M6_1_127_R1_peak_7264	chr9	79571327	79572007	+	759	NA	promoter-TSS (TLE4)	NA	-106	TLE4								
M6_1_127_R1_peak_3594	chr19	6372463	6373929	+	759	NA	promoter-TSS (ALKBH7)	NA	763	ALKBH7								
M6_1_127_R1_peak_1743	chr12	110742717	110743271	+	759	NA	promoter-TSS (PPP1CC)	NA	-16	PPP1CC								
M6_1_127_R1_peak_3447	chr19	663119	663591	+	755	NA	promoter-TSS (RNF126)	NA	-122	RNF126								
M6_1_127_R1_peak_92	chr1	11680904	11681661	+	754	NA	promoter-TSS (MAD2L2)	NA	10339	MAD2L2								
M6_1_127_R1_peak_1753	chr12	113334894	113335423	+	753	NA	promoter-TSS (SLC8B1)	NA	-16	SLC8B1								
M6_1_127_R1_peak_3478	chr19	1248985	1249987	+	753	NA	intron (MIDN, intron 1 of 7)	NA	928	MIDN								
M6_1_127_R1_peak_4368	chr2	17518317	17518742	+	753	NA	promoter-TSS (RAD51AP2)	NA	2051	RAD51AP2								
M6_1_127_R1_peak_6179	chr5	177425898	177426836	+	753	NA	promoter-TSS (GRK6)	NA	-5507	GRK6								
M6_1_127_R1_peak_1754	chr12	113358294	113358676	+	752	NA	promoter-TSS (PLBD2)	NA	-81	PLBD2								
M6_1_127_R1_peak_650	chr1	206202959	206203352	+	750	NA	promoter-TSS (FAM72A)	NA	-736	FAM72A								
M6_1_127_R1_peak_5039	chr21	36156098	36156882	+	750	NA	promoter-TSS (CBR3-AS1)	NA	-182	CBR3-AS1								
M6_1_127_R1_peak_3226	chr17	68247700	68248316	+	750	NA	promoter-TSS (AMZ2)	NA	4	AMZ2								
M6_1_127_R1_peak_1086	chr11	9460557	9461220	+	750	NA	promoter-TSS (ZNF143)	NA	-77	ZNF143								
M6_1_127_R1_peak_3650	chr19	8832120	8833206	+	750	NA	promoter-TSS (ZNF558)	NA	-9930	MBD3L1								
M6_1_127_R1_peak_3644	chr19	8412914	8413529	+	750	NA	promoter-TSS (MARCH2)	NA	-474	MARCH2								
M6_1_127_R1_peak_75	chr1	9539133	9539570	+	750	NA	promoter-TSS (SLC25A33)	NA	-14377	SLC25A33								
M6_1_127_R1_peak_3664	chr19	10251641	10252309	+	750	NA	promoter-TSS (MRPL4)	NA	11	MRPL4								
M6_1_127_R1_peak_1322	chr11	67629857	67630713	+	745	NA	promoter-TSS (NUDT8)	NA	-348	NUDT8								
M6_1_127_R1_peak_2483	chr16	2682296	2682726	+	741	NA	promoter-TSS (KCTD5)	NA	17	KCTD5								
M6_1_127_R1_peak_3448	chr19	680337	681279	+	739	NA	intron (FSTL3, intron 3 of 4)	NA	4419	FSTL3								
M6_1_127_R1_peak_7437	chr9	132944468	132945071	+	738	NA	promoter-TSS (TSC1)	NA	-136	TSC1								
M6_1_127_R1_peak_309	chr1	45303418	45304145	+	736	NA	promoter-TSS (LINC01144)	NA	-129	LINC01144								
M6_1_127_R1_peak_1659	chr12	63779574	63780242	+	736	NA	promoter-TSS (TMEM5)	NA	92	TMEM5								
M6_1_127_R1_peak_2830	chr17	1203130	1203671	+	732	NA	intron (ABR, intron 1 of 22)	NA	-67164	BHLHA9								
M6_1_127_R1_peak_1917	chr13	77026981	77027489	+	732	NA	promoter-TSS (FBXL3)	NA	-71	FBXL3								
M6_1_127_R1_peak_1012	chr10	132537254	132537945	+	731	NA	promoter-TSS (INPP5A)	NA	-250	INPP5A								
M6_1_127_R1_peak_4365	chr2	11154934	11155588	+	728	NA	promoter-TSS (PQLC3)	NA	-111	PQLC3								
M6_1_127_R1_peak_28	chr1	1908969	1909436	+	728	NA	Intergenic	NA	-6135	CALML6								
M6_1_127_R1_peak_3315	chr17	82022775	82023406	+	724	NA	promoter-TSS (LRRC45)	NA	-181	STRA13								
M6_1_127_R1_peak_6913	chr7	156892978	156893665	+	724	NA	promoter-TSS (LMBR1)	NA	-135	LOC102723795								
M6_1_127_R1_peak_5922	chr4	184649368	184649911	+	724	NA	promoter-TSS (PRIMPOL)	NA	-120	PRIMPOL								
M6_1_127_R1_peak_3082	chr17	41918752	41919402	+	724	NA	promoter-TSS (ACLY)	NA	-58	ACLY								
M6_1_127_R1_peak_2115	chr14	81533461	81534148	+	720	NA	promoter-TSS (SEL1L)	NA	57	SEL1L								
M6_1_127_R1_peak_5152	chr22	28883041	28883698	+	720	NA	promoter-TSS (ZNRF3)	NA	-398	ZNRF3								
M6_1_127_R1_peak_3775	chr19	14518183	14518873	+	720	NA	promoter-TSS (DNAJB1)	NA	10665	DNAJB1								
M6_1_127_R1_peak_43	chr1	3624634	3625255	+	720	NA	promoter-TSS (TPRG1L)	NA	-48	TPRG1L								
M6_1_127_R1_peak_1851	chr13	23375336	23375955	+	720	NA	promoter-TSS (SACS)	NA	-43326	SACS-AS1								
M6_1_127_R1_peak_6460	chr6	89080521	89080918	+	719	NA	promoter-TSS (PNRC1)	NA	9	PNRC1								
M6_1_127_R1_peak_5352	chr3	14947753	14948769	+	719	NA	promoter-TSS (FGD5-AS1)	NA	677	NR2C2								
M6_1_127_R1_peak_1135	chr11	44565086	44565735	+	719	NA	promoter-TSS (CD82)	NA	-181	CD82								
M6_1_127_R1_peak_333	chr1	51616868	51617203	+	719	NA	promoter-TSS (OSBPL9)	NA	-112789	OSBPL9								
M6_1_127_R1_peak_6220	chr6	2999466	2999999	+	717	NA	promoter-TSS (NQO2)	NA	-118	NQO2								
M6_1_127_R1_peak_4117	chr19	47256487	47257690	+	716	NA	promoter-TSS (CCDC9)	NA	614	CCDC9								
M6_1_127_R1_peak_4663	chr2	191677730	191678268	+	716	NA	promoter-TSS (NABP1)	NA	-73	NABP1								
M6_1_127_R1_peak_3326	chr17	82458309	82458788	+	715	NA	promoter-TSS (NARF)	NA	363	NARF								
M6_1_127_R1_peak_3769	chr19	14405884	14406469	+	714	NA	intron (CD97, intron 12 of 17)	NA	7580	LOC102724251								
M6_1_127_R1_peak_3431	chr18	79068921	79069627	+	714	NA	promoter-TSS (ATP9B)	NA	-120	ATP9B								
M6_1_127_R1_peak_90	chr1	11272653	11273572	+	714	NA	promoter-TSS (UBIAD1)	NA	-86	UBIAD1								
M6_1_127_R1_peak_4010	chr19	40798579	40799294	+	714	NA	promoter-TSS (EGLN2)	NA	-207	EGLN2								
M6_1_127_R1_peak_5086	chr21	46323782	46324932	+	714	NA	promoter-TSS (C21orf58)	NA	249	PCNT								
M6_1_127_R1_peak_6585	chr7	1530420	1530894	+	711	NA	promoter-TSS (MAFK)	NA	4223	LOC100128653								
M6_1_127_R1_peak_1314	chr11	67420940	67421483	+	711	NA	exon (CARNS1, exon 8 of 9)	NA	5533	CARNS1								
M6_1_127_R1_peak_701	chr1	228139742	228140434	+	709	NA	promoter-TSS (GUK1)	NA	-4615	GUK1								
M6_1_127_R1_peak_1282	chr11	65918895	65919801	+	707	NA	promoter-TSS (DRAP1)	NA	91	DRAP1								
M6_1_127_R1_peak_2145	chr14	99683764	99684398	+	707	NA	promoter-TSS (CYP46A1)	NA	-19709	CYP46A1								
M6_1_127_R1_peak_1404	chr11	106022123	106022623	+	707	NA	promoter-TSS (MSANTD4)	NA	-8347	MSANTD4								
M6_1_127_R1_peak_7299	chr9	96449888	96450260	+	707	NA	promoter-TSS (HABP4)	NA	-1393	HABP4								
M6_1_127_R1_peak_4270	chr19	54136894	54137890	+	707	NA	promoter-TSS (CNOT3)	NA	-328	CNOT3								
M6_1_127_R1_peak_3515	chr19	2151443	2152055	+	707	NA	promoter-TSS (AP3D1)	NA	-129	AP3D1								
M6_1_127_R1_peak_4838	chr20	21125759	21126128	+	707	NA	promoter-TSS (PLK1S1)	NA	-40	PLK1S1								
M6_1_127_R1_peak_5747	chr4	10116637	10117351	+	706	NA	promoter-TSS (WDR1)	NA	-45	WDR1								
M6_1_127_R1_peak_2804	chr16	89192329	89193654	+	706	NA	intron (CDH15, intron 11 of 13)	NA	8358	SLC22A31								
M6_1_127_R1_peak_3627	chr19	7829279	7830382	+	703	NA	promoter-TSS (EVI5L)	NA	-445	EVI5L								
M6_1_127_R1_peak_3658	chr19	9834804	9835389	+	703	NA	promoter-TSS (PIN1)	NA	-49	LOC100996288								
M6_1_127_R1_peak_4774	chr2	241355846	241356403	+	702	NA	promoter-TSS (FARP2)	NA	-16554	FARP2								
M6_1_127_R1_peak_7345	chr9	120868476	120869288	+	702	NA	promoter-TSS (PHF19)	NA	8336	PHF19								
M6_1_127_R1_peak_3227	chr17	68457374	68457993	+	701	NA	promoter-TSS (WIPI1)	NA	-171	WIPI1								
M6_1_127_R1_peak_2932	chr17	8156213	8156867	+	696	NA	promoter-TSS (PER1)	NA	-4105	PER1								
M6_1_127_R1_peak_3087	chr17	42194341	42194694	+	690	NA	promoter-TSS (GHDC)	NA	15	GHDC								
M6_1_127_R1_peak_2885	chr17	5486104	5486654	+	690	NA	promoter-TSS (MIS12)	NA	5	MIS12								
M6_1_127_R1_peak_2850	chr17	2392452	2393057	+	690	NA	intron (MNT, intron 4 of 5)	NA	8210	MNT								
M6_1_127_R1_peak_2476	chr16	2428994	2429660	+	690	NA	promoter-TSS (CCNF)	NA	-67	CCNF								
M6_1_127_R1_peak_1207	chr11	62880503	62881045	+	688	NA	promoter-TSS (SLC3A2)	NA	24762	SLC3A2								
M6_1_127_R1_peak_577	chr1	171741833	171742410	+	688	NA	promoter-TSS (VAMP4)	NA	-24	VAMP4								
M6_1_127_R1_peak_174	chr1	26432087	26432484	+	687	NA	promoter-TSS (DHDDS)	NA	-25	DHDDS								
M6_1_127_R1_peak_3331	chr17	82751254	82752257	+	687	NA	promoter-TSS (TBCD)	NA	16179	FN3K								
M6_1_127_R1_peak_1138	chr11	45847118	45847588	+	686	NA	promoter-TSS (CRY2)	NA	-53	CRY2								
M6_1_127_R1_peak_3865	chr19	19385310	19385873	+	686	NA	promoter-TSS (GATAD2A)	NA	-49472	MIR640								
M6_1_127_R1_peak_7286	chr9	93095451	93096585	+	686	NA	promoter-TSS (C9orf89)	NA	-230	C9orf89								
M6_1_127_R1_peak_3189	chr17	59155054	59155787	+	686	NA	promoter-TSS (PRR11)	NA	19	SKA2								
M6_1_127_R1_peak_2967	chr17	17972329	17972858	+	684	NA	promoter-TSS (TOM1L2)	NA	-123	TOM1L2								
M6_1_127_R1_peak_4769	chr2	241063980	241064411	+	684	NA	intron (SNED1, intron 19 of 31)	NA	38092	MTERFD2								
M6_1_127_R1_peak_6376	chr6	36985957	36986522	+	684	NA	exon (MTCH1, exon 1 of 11)	NA	312	MTCH1								
M6_1_127_R1_peak_5477	chr3	52057202	52057716	+	681	NA	Intergenic	NA	-1014	DUSP7								
