PeakID (cmd=annotatePeaks.pl M6_2_302_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
M6_2_302_R1_peak_17506	chr19	16139553	16140295	+	4356	NA	intron (HSH2D, intron 1 of 7)	NA	5896	HSH2D								
M6_2_302_R1_peak_14019	chr16	88978390	88979495	+	4300	NA	Intergenic	NA	-1786	CBFA2T3								
M6_2_302_R1_peak_9728	chr13	46295438	46296672	+	4299	NA	TTS (LINC00563)	NA	1789	LINC00563								
M6_2_302_R1_peak_31160	chr6	75243250	75244207	+	4298	NA	exon (COX7A2, exon 1 of 4)	NA	102	COX7A2								
M6_2_302_R1_peak_26260	chr3	194255259	194256290	+	4295	NA	intron (RP11-513G11.3, intron 3 of 3)	NA	8126	RP11-513G11.3								
M6_2_302_R1_peak_33193	chr7	92639319	92640250	+	4292	NA	intron (CDK6, intron 5 of 7)	NA	-49390	FAM133B								
M6_2_302_R1_peak_9775	chr13	48862409	48863119	+	4259	NA	Intergenic	NA	155949	CYSLTR2								
M6_2_302_R1_peak_23830	chr22	49853123	49853949	+	4245	NA	promoter-TSS (ZBED4)	NA	-763	ZBED4								
M6_2_302_R1_peak_19666	chr2	73070979	73072014	+	4222	NA	promoter-TSS (SFXN5)	NA	-11635	SFXN5								
M6_2_302_R1_peak_8186	chr12	53379317	53380935	+	4204	NA	promoter-TSS (SP1)	NA	-69	SP1								
M6_2_302_R1_peak_18151	chr19	45370293	45371010	+	4189	NA	promoter-TSS (ERCC2)	NA	-64	ERCC2								
M6_2_302_R1_peak_33576	chr7	129014592	129015285	+	4181	NA	intron (TNPO3, intron 5 of 23)	NA	40206	TNPO3								
M6_2_302_R1_peak_20970	chr2	200525611	200526557	+	4144	NA	promoter-TSS (SGOL2)	NA	-58	SGOL2								
M6_2_302_R1_peak_9128	chr12	121425114	121425772	+	4119	NA	Intergenic	NA	18904	MIR7107								
M6_2_302_R1_peak_15340	chr17	58284602	58285381	+	4111	NA	Intergenic	NA	-4056	MPO								
M6_2_302_R1_peak_3486	chr1	234962579	234963835	+	4108	NA	Intergenic	NA	106611	LOC731656								
M6_2_302_R1_peak_20934	chr2	197239095	197239941	+	4108	NA	intron (ANKRD44, intron 1 of 27)	NA	-8942	LOC101927567								
M6_2_302_R1_peak_17133	chr19	7829464	7830382	+	4100	NA	promoter-TSS (EVI5L)	NA	-16577	EVI5L								
M6_2_302_R1_peak_37645	chrX	78650608	78651398	+	4037	NA	Intergenic	NA	8325	ZCCHC5								
M6_2_302_R1_peak_14322	chr17	7483267	7484906	+	4018	NA	promoter-TSS (POLR2A)	NA	-293	POLR2A								
M6_2_302_R1_peak_12740	chr16	339647	340342	+	4011	NA	intron (AXIN1, intron 2 of 5)	NA	12689	AXIN1								
M6_2_302_R1_peak_2445	chr1	167297143	167297830	+	4001	NA	intron (POU2F1, intron 1 of 15)	NA	76657	POU2F1								
M6_2_302_R1_peak_24747	chr3	52409850	52411141	+	4001	NA	promoter-TSS (PHF7)	NA	-113	PHF7								
M6_2_302_R1_peak_14278	chr17	6948454	6949125	+	3994	NA	Intergenic	NA	-47276	ALOX12								
M6_2_302_R1_peak_17382	chr19	13102470	13103728	+	3994	NA	promoter-TSS (LYL1)	NA	-1181	LYL1								
M6_2_302_R1_peak_17984	chr19	40576315	40577272	+	3994	NA	promoter-TSS (SHKBP1)	NA	-58	SHKBP1								
M6_2_302_R1_peak_6671	chr11	73204397	73205225	+	3989	NA	intron (LOC102724472, intron 2 of 2)	NA	4331	LOC102724472								
M6_2_302_R1_peak_25402	chr3	128523440	128524063	+	3989	NA	Intergenic	NA	15916	LOC90246								
M6_2_302_R1_peak_20325	chr2	136136390	136137385	+	3988	NA	Intergenic	NA	-18732	CXCR4								
M6_2_302_R1_peak_10895	chr14	69397960	69399006	+	3980	NA	promoter-TSS (SLC39A9)	NA	-179	ERH								
M6_2_302_R1_peak_13937	chr16	85571438	85572225	+	3971	NA	intron (GSE1, intron 1 of 14)	NA	117151	GINS2								
M6_2_302_R1_peak_17673	chr19	19385209	19386166	+	3968	NA	promoter-TSS (GATAD2A)	NA	-263	GATAD2A								
M6_2_302_R1_peak_34648	chr8	66666646	66668116	+	3968	NA	promoter-TSS (C8orf44-SGK3)	NA	-164	VCPIP1								
M6_2_302_R1_peak_31198	chr6	81941009	81941729	+	3959	NA	Intergenic	NA	-2948	LOC102724168								
M6_2_302_R1_peak_19446	chr2	63840652	63841309	+	3945	NA	promoter-TSS (UGP2)	NA	30	UGP2								
M6_2_302_R1_peak_28291	chr5	43041997	43043511	+	3938	NA	exon (LOC153684, exon 1 of 2)	NA	620	LOC153684								
M6_2_302_R1_peak_32813	chr7	44796223	44797725	+	3925	NA	intron (PPIA, intron 1 of 4)	NA	294	PPIA								
M6_2_302_R1_peak_24112	chr3	15805524	15806268	+	3923	NA	intron (ANKRD28, intron 1 of 27)	NA	-7712	ANKRD28								
M6_2_302_R1_peak_18196	chr19	46600497	46601706	+	3917	NA	promoter-TSS (PPP5D1)	NA	99	PPP5D1								
M6_2_302_R1_peak_33302	chr7	100585623	100587056	+	3916	NA	promoter-TSS (LRCH4)	NA	6	FBXO24								
M6_2_302_R1_peak_20402	chr2	144703819	144704696	+	3897	NA	intron (TEX41, intron 1 of 4)	NA	36290	TEX41								
M6_2_302_R1_peak_5361	chr10	124791331	124792147	+	3878	NA	exon (METTL10, exon 1 of 7)	NA	131	METTL10								
M6_2_302_R1_peak_5545	chr11	2400024	2400880	+	3878	NA	promoter-TSS (TSSC4)	NA	-41	TSSC4								
M6_2_302_R1_peak_10015	chr13	79866910	79867922	+	3871	NA	Intergenic	NA	-5170	RP11-501G7.1								
M6_2_302_R1_peak_10364	chr14	22460144	22461096	+	3867	NA	intron (LOC102724753, intron 1 of 2)	NA	18274	LOC102724753								
M6_2_302_R1_peak_13076	chr16	15888169	15888967	+	3857	NA	promoter-TSS (FOPNL)	NA	34	FOPNL								
M6_2_302_R1_peak_8818	chr12	104687467	104688388	+	3853	NA	intron (CHST11, intron 2 of 2)	NA	96294	MIR3922								
M6_2_302_R1_peak_33438	chr7	107168407	107169289	+	3847	NA	promoter-TSS (HBP1)	NA	-925	HBP1								
M6_2_302_R1_peak_8318	chr12	57520511	57521260	+	3840	NA	promoter-TSS (DDIT3)	NA	-368	DDIT3								
M6_2_302_R1_peak_11420	chr14	103317139	103317856	+	3824	NA	Intergenic	NA	-16505	EIF5								
M6_2_302_R1_peak_3463	chr1	234723351	234724713	+	3814	NA	promoter-TSS (LINC01132)	NA	-10	LINC01132								
M6_2_302_R1_peak_31869	chr6	146770818	146771586	+	3809	NA	intron (ADGB, intron 29 of 35)	NA	32622	KATNBL1P6								
M6_2_302_R1_peak_20960	chr2	199738610	199739421	+	3809	NA	Intergenic	NA	-71599	LOC101927665								
M6_2_302_R1_peak_6456	chr11	65776095	65776711	+	3809	NA	exon (AP5B1, exon 2 of 2)	NA	4188	AP5B1								
M6_2_302_R1_peak_36794	chr9	128067158	128068444	+	3807	NA	promoter-TSS (SLC25A25)	NA	-480	NAIF1								
M6_2_302_R1_peak_17154	chr19	8389781	8390521	+	3804	NA	promoter-TSS (RAB11B)	NA	-170	RAB11B								
M6_2_302_R1_peak_18477	chr19	54364739	54365662	+	3801	NA	promoter-TSS (LAIR1)	NA	5353	LAIR1								
M6_2_302_R1_peak_5597	chr11	4441375	4441976	+	3792	NA	Intergenic	NA	-7620	OR52K2								
M6_2_302_R1_peak_17566	chr19	17305261	17306055	+	3786	NA	promoter-TSS (MRPL34)	NA	-10	MRPL34								
M6_2_302_R1_peak_24775	chr3	53249535	53250532	+	3769	NA	intron (TKT, intron 1 of 14)	NA	6081	TKT								
M6_2_302_R1_peak_17941	chr19	39390771	39391561	+	3760	NA	promoter-TSS (PAF1)	NA	29	PAF1								
M6_2_302_R1_peak_780	chr1	33036290	33037500	+	3752	NA	promoter-TSS (AK2)	NA	-27	AK2								
M6_2_302_R1_peak_11693	chr15	42490890	42491593	+	3738	NA	promoter-TSS (ZNF106)	NA	-94	ZNF106								
M6_2_302_R1_peak_31781	chr6	139626311	139627361	+	3731	NA	Intergenic	NA	-144237	LOC100132735								
M6_2_302_R1_peak_2076	chr1	151945532	151946369	+	3731	NA	Intergenic	NA	-36065	THEM4								
M6_2_302_R1_peak_21238	chr2	219245113	219245776	+	3717	NA	promoter-TSS (GLB1L)	NA	-26	STK16								
M6_2_302_R1_peak_26111	chr3	184637681	184638395	+	3716	NA	Intergenic	NA	74010	MAGEF1								
M6_2_302_R1_peak_13944	chr16	85733094	85734051	+	3714	NA	intron (C16orf74, intron 2 of 3)	NA	2735	C16orf74								
M6_2_302_R1_peak_28053	chr5	14587858	14588573	+	3704	NA	intron (FAM105A, intron 1 of 7)	NA	6433	FAM105A								
M6_2_302_R1_peak_25951	chr3	172074389	172075146	+	3694	NA	intron (FNDC3B, intron 1 of 25)	NA	35139	FNDC3B								
M6_2_302_R1_peak_17778	chr19	33373358	33373974	+	3693	NA	promoter-TSS (CEBPG)	NA	-858	CEBPG								
M6_2_302_R1_peak_30499	chr6	28136441	28137310	+	3693	NA	exon (ZSCAN16-AS1, exon 1 of 2)	NA	441	ZSCAN16-AS1								
M6_2_302_R1_peak_19827	chr2	88626944	88628131	+	3683	NA	promoter-TSS (EIF2AK3)	NA	39	EIF2AK3								
M6_2_302_R1_peak_17490	chr19	15869066	15869842	+	3675	NA	Intergenic	NA	-4554	LOC102724299								
M6_2_302_R1_peak_6089	chr11	47359359	47360117	+	3670	NA	intron (SPI1, intron 3 of 4)	NA	-7036	MYBPC3								
M6_2_302_R1_peak_10700	chr14	55270917	55271762	+	3668	NA	promoter-TSS (FBXO34)	NA	36	FBXO34								
M6_2_302_R1_peak_37293	chrX	18354457	18355024	+	3660	NA	promoter-TSS (SCML2)	NA	-52	SCML2								
M6_2_302_R1_peak_19419	chr2	61538097	61539042	+	3649	NA	promoter-TSS (XPO1)	NA	-3891	XPO1								
M6_2_302_R1_peak_25944	chr3	171975278	171976004	+	3625	NA	Intergenic	NA	-63987	FNDC3B								
M6_2_302_R1_peak_15348	chr17	58337260	58338573	+	3625	NA	intron (BZRAP1-AS1, intron 2 of 3)	NA	-1894	MIR4736								
M6_2_302_R1_peak_18518	chr19	55407440	55408552	+	3625	NA	promoter-TSS (UBE2S)	NA	-39	UBE2S								
M6_2_302_R1_peak_19510	chr2	65227420	65228204	+	3614	NA	exon (ACTR2, exon 1 of 9)	NA	117	ACTR2								
M6_2_302_R1_peak_12149	chr15	70099386	70100053	+	3607	NA	Intergenic	NA	-2839	TLE3								
M6_2_302_R1_peak_1810	chr1	112618970	112620597	+	3604	NA	promoter-TSS (ST7L)	NA	330	CAPZA1								
M6_2_302_R1_peak_8083	chr12	49707351	49707928	+	3597	NA	promoter-TSS (FMNL3)	NA	-33923	TMBIM6								
M6_2_302_R1_peak_11785	chr15	50065171	50065767	+	3588	NA	intron (ATP8B4, intron 3 of 26)	NA	45048	ATP8B4								
M6_2_302_R1_peak_8286	chr12	56645733	56646483	+	3579	NA	promoter-TSS (ATP5B)	NA	-40	ATP5B								
M6_2_302_R1_peak_8209	chr12	54304082	54304947	+	3579	NA	intron (NFE2, intron 1 of 2)	NA	-8735	NFE2								
M6_2_302_R1_peak_32815	chr7	44847069	44848683	+	3567	NA	intron (H2AFV, intron 1 of 4)	NA	250	H2AFV								
M6_2_302_R1_peak_32564	chr7	27662648	27663309	+	3567	NA	promoter-TSS (HIBADH)	NA	23	HIBADH								
M6_2_302_R1_peak_3597	chr1	244834644	244835786	+	3557	NA	promoter-TSS (COX20)	NA	-122	COX20								
M6_2_302_R1_peak_3208	chr1	221707872	221708610	+	3547	NA	intron (DUSP10, intron 1 of 2)	NA	29219	DUSP10								
M6_2_302_R1_peak_23973	chr3	9843387	9844381	+	3544	NA	intron (RPUSD3, intron 1 of 7)	NA	134	RPUSD3								
M6_2_302_R1_peak_17849	chr19	36054045	36055435	+	3544	NA	promoter-TSS (WDR62)	NA	22	THAP8								
M6_2_302_R1_peak_17036	chr19	5790406	5791508	+	3534	NA	intron (DUS3L, intron 1 of 12)	NA	253	DUS3L								
M6_2_302_R1_peak_10403	chr14	23320772	23321688	+	3533	NA	exon (PABPN1, exon 1 of 7)	NA	1042	PABPN1								
M6_2_302_R1_peak_32278	chr7	5397057	5397735	+	3533	NA	intron (TNRC18, intron 1 of 28)	NA	24108	TNRC18								
M6_2_302_R1_peak_35486	chr8	144104071	144104788	+	3531	NA	promoter-TSS (SHARPIN)	NA	27	MAF1								
M6_2_302_R1_peak_14552	chr17	18182974	18183841	+	3524	NA	promoter-TSS (ALKBH5)	NA	-146	ALKBH5								
M6_2_302_R1_peak_17019	chr19	4866887	4868052	+	3520	NA	intron (PLIN3, intron 1 of 7)	NA	299	PLIN3								
M6_2_302_R1_peak_32246	chr7	2734799	2735615	+	3516	NA	intron (GNA12, intron 3 of 4)	NA	47005	AMZ1								
M6_2_302_R1_peak_21269	chr2	222655593	222656660	+	3511	NA	promoter-TSS (FARSB)	NA	-39	FARSB								
M6_2_302_R1_peak_19955	chr2	101474848	101475523	+	3503	NA	promoter-TSS (RFX8)	NA	-482	RFX8								
M6_2_302_R1_peak_4318	chr10	46079876	46080508	+	3497	NA	Intergenic	NA	-29303	AGAP7								
M6_2_302_R1_peak_19158	chr2	42927255	42928238	+	3471	NA	Intergenic	NA	111801	LOC102723854								
M6_2_302_R1_peak_3489	chr1	234980718	234981503	+	3465	NA	Intergenic	NA	88708	LOC731656								
M6_2_302_R1_peak_1827	chr1	113811921	113812977	+	3465	NA	promoter-TSS (RSBN1)	NA	-1	RSBN1								
M6_2_302_R1_peak_36870	chr9	129862974	129863637	+	3451	NA	intron (USP20, intron 5 of 20)	NA	-6300	MIR6855								
M6_2_302_R1_peak_222	chr1	10210161	10210816	+	3448	NA	promoter-TSS (KIF1B)	NA	-218	KIF1B								
M6_2_302_R1_peak_17660	chr19	19033034	19034007	+	3425	NA	promoter-TSS (ARMC6)	NA	51	SUGP2								
M6_2_302_R1_peak_6453	chr11	65766512	65767094	+	3420	NA	Intergenic	NA	13788	AP5B1								
M6_2_302_R1_peak_17204	chr19	10194079	10195233	+	3417	NA	promoter-TSS (DNMT1)	NA	423	DNMT1								
M6_2_302_R1_peak_14088	chr17	534090	534599	+	3404	NA	intron (VPS53, intron 12 of 15)	NA	-88404	FAM101B								
M6_2_302_R1_peak_21668	chr20	3888857	3889520	+	3383	NA	promoter-TSS (PANK2)	NA	-12411	PANK2								
M6_2_302_R1_peak_4261	chr10	43327116	43327769	+	3372	NA	Intergenic	NA	-44202	FXYD4								
M6_2_302_R1_peak_19354	chr2	55693669	55694285	+	3354	NA	promoter-TSS (PNPT1)	NA	-67	PNPT1								
M6_2_302_R1_peak_23015	chr21	42974121	42975086	+	3354	NA	promoter-TSS (PKNOX1)	NA	93	PKNOX1								
M6_2_302_R1_peak_36624	chr9	121071736	121072472	+	3352	NA	Intergenic	NA	-2860	CNTRL								
M6_2_302_R1_peak_25265	chr3	119638705	119639258	+	3340	NA	Intergenic	NA	21609	POPDC2								
M6_2_302_R1_peak_14009	chr16	88799733	88800631	+	3337	NA	Intergenic	NA	-3596	CDT1								
M6_2_302_R1_peak_15310	chr17	57442823	57443625	+	3329	NA	intron (MSI2, intron 6 of 13)	NA	80373	RP11-118E18.2								
M6_2_302_R1_peak_18072	chr19	42268103	42269521	+	3323	NA	Intergenic	NA	-15770	CIC								
M6_2_302_R1_peak_32441	chr7	19677017	19677691	+	3312	NA	Intergenic	NA	28033	MIR3146								
M6_2_302_R1_peak_29475	chr5	151771084	151772548	+	3307	NA	promoter-TSS (LOC100652758)	NA	62	LOC100652758								
M6_2_302_R1_peak_5615	chr11	6200822	6201463	+	3306	NA	TTS (OR52W1)	NA	1918	OR52W1								
M6_2_302_R1_peak_2322	chr1	160539956	160540743	+	3296	NA	TTS (CD84)	NA	-17087	SLAMF6								
M6_2_302_R1_peak_1467	chr1	84301322	84302120	+	3296	NA	promoter-TSS (SAMD13)	NA	3355	SAMD13								
M6_2_302_R1_peak_9428	chr13	26982786	26983645	+	3278	NA	Intergenic	NA	188681	USP12								
M6_2_302_R1_peak_22533	chr20	62237930	62238726	+	3273	NA	promoter-TSS (OSBPL2)	NA	6368	FLJ44790								
M6_2_302_R1_peak_37068	chr9	136886059	136886800	+	3273	NA	promoter-TSS (TRAF2)	NA	-84	TRAF2								
M6_2_302_R1_peak_33726	chr7	139359286	139360848	+	3264	NA	exon (LUC7L2, exon 1 of 11)	NA	221	LUC7L2								
M6_2_302_R1_peak_20777	chr2	181305551	181306285	+	3264	NA	promoter-TSS (MIR4437)	NA	-266	MIR4437								
M6_2_302_R1_peak_8621	chr12	92070864	92071592	+	3263	NA	intron (C12orf79, intron 1 of 5)	NA	71443	C12orf79								
M6_2_302_R1_peak_9342	chr13	19958106	19959200	+	3261	NA	promoter-TSS (ZMYM2)	NA	-74	ZMYM2								
M6_2_302_R1_peak_37630	chrX	73943750	73944572	+	3261	NA	promoter-TSS (JPX)	NA	-163	JPX								
M6_2_302_R1_peak_6333	chr11	64185392	64186389	+	3261	NA	promoter-TSS (STIP1)	NA	618	STIP1								
M6_2_302_R1_peak_9075	chr12	120200958	120201484	+	3261	NA	promoter-TSS (RPLP0)	NA	-10	RPLP0								
M6_2_302_R1_peak_33443	chr7	107742938	107744644	+	3259	NA	promoter-TSS (CBLL1)	NA	94	CBLL1								
M6_2_302_R1_peak_33874	chr7	150367805	150368474	+	3252	NA	promoter-TSS (REPIN1)	NA	-651	REPIN1								
M6_2_302_R1_peak_1266	chr1	59549739	59550438	+	3247	NA	intron (FGGY, intron 5 of 13)	NA	183203	MIR4711								
M6_2_302_R1_peak_11403	chr14	102591903	102593011	+	3243	NA	promoter-TSS (RCOR1)	NA	-202	RCOR1								
M6_2_302_R1_peak_11552	chr15	33194529	33195329	+	3243	NA	promoter-TSS (FMN1)	NA	-196	FMN1								
M6_2_302_R1_peak_34715	chr8	74295521	74296237	+	3243	NA	intron (JPH1, intron 2 of 5)	NA	25607	JPH1								
M6_2_302_R1_peak_36544	chr9	113410252	113411306	+	3236	NA	promoter-TSS (C9orf43)	NA	-104	POLE3								
M6_2_302_R1_peak_13323	chr16	30052759	30053502	+	3236	NA	promoter-TSS (FAM57B)	NA	40	ALDOA								
M6_2_302_R1_peak_26035	chr3	180912305	180913282	+	3232	NA	intron (FXR1, intron 1 of 15)	NA	347	FXR1								
M6_2_302_R1_peak_32803	chr7	44490291	44491263	+	3219	NA	promoter-TSS (NUDCD3)	NA	9	NUDCD3								
M6_2_302_R1_peak_5663	chr11	9573148	9574002	+	3216	NA	promoter-TSS (WEE1)	NA	-1112	WEE1								
M6_2_302_R1_peak_35283	chr8	130206261	130206958	+	3216	NA	intron (ASAP1, intron 3 of 28)	NA	89924	ASAP1-IT1								
M6_2_302_R1_peak_24110	chr3	15797414	15798511	+	3216	NA	promoter-TSS (ANKRD28)	NA	222	ANKRD28								
M6_2_302_R1_peak_35404	chr8	141129609	141130408	+	3201	NA	promoter-TSS (LOC101927963)	NA	-1697	LOC101927963								
