PeakID (cmd=annotatePeaks.pl MV411_1_773_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_1_773_R1_peak_897	chr5	119438566	119438926	+	537	NA	Intergenic	NA	-13761	HSD17B4								
MV411_1_773_R1_peak_190	chr11	60476904	60477327	+	537	NA	Intergenic	NA	-15663	MS4A12								
MV411_1_773_R1_peak_930	chr6	7954483	7954934	+	517	NA	intron (BLOC1S5-TXNDC5, intron 4 of 12)	NA	-31394	PIP5K1P1								
MV411_1_773_R1_peak_321	chr14	103198739	103199155	+	517	NA	Intergenic	NA	-9919	LINC00605								
MV411_1_773_R1_peak_868	chr5	41763078	41763505	+	517	NA	intron (OXCT1, intron 13 of 16)	NA	-105716	LOC102723752								
MV411_1_773_R1_peak_77	chr1	183835025	183835531	+	517	NA	intron (RGL1, intron 2 of 17)	NA	-181965	APOBEC4								
MV411_1_773_R1_peak_1175	chr8	141086344	141086884	+	514	NA	Intergenic	NA	41697	LOC101927963								
MV411_1_773_R1_peak_487	chr19	4593550	4593877	+	510	NA	Intergenic	NA	-33954	SEMA6B								
MV411_1_773_R1_peak_448	chr18	5462136	5462566	+	509	NA	intron (EPB41L3, intron 3 of 22)	NA	81848	EPB41L3								
MV411_1_773_R1_peak_331	chr15	54150368	54150726	+	506	NA	intron (UNC13C, intron 4 of 31)	NA	137643	UNC13C								
MV411_1_773_R1_peak_772	chr3	171811422	171811836	+	505	NA	Intergenic	NA	-31720	TMEM212								
MV411_1_773_R1_peak_98	chr1	230541982	230542396	+	505	NA	Intergenic	NA	53394	LOC101927553								
MV411_1_773_R1_peak_1	chr1	838219	838707	+	492	NA	intron (LINC01128, intron 2 of 3)	NA	10872	LINC01128								
MV411_1_773_R1_peak_468	chr18	58639775	58640228	+	491	NA	Intergenic	NA	-11044	ALPK2								
MV411_1_773_R1_peak_627	chr20	16522674	16523150	+	481	NA	intron (KIF16B, intron 3 of 26)	NA	50509	KIF16B								
MV411_1_773_R1_peak_70	chr1	171828773	171829249	+	478	NA	Intergenic	NA	-12484	DNM3								
MV411_1_773_R1_peak_205	chr11	98589958	98590421	+	478	NA	Intergenic	NA	-430787	CNTN5								
MV411_1_773_R1_peak_281	chr13	30743263	30743643	+	474	NA	intron (ALOX5AP, intron 1 of 4)	NA	7945	ALOX5AP								
MV411_1_773_R1_peak_124	chr10	31142078	31142511	+	467	NA	Intergenic	NA	-45589	LOC101929352								
MV411_1_773_R1_peak_769	chr3	160016967	160017357	+	466	NA	intron (IL12A-AS1, intron 4 of 9)	NA	-3487	LINC01100								
MV411_1_773_R1_peak_803	chr4	35643692	35644063	+	465	NA	Intergenic	NA	402136	LOC101928667								
MV411_1_773_R1_peak_893	chr5	110054184	110054620	+	458	NA	Intergenic	NA	171220	LOC100289673								
MV411_1_773_R1_peak_543	chr2	27954862	27955489	+	453	NA	intron (BRE, intron 4 of 13)	NA	-41192	MIR4263								
MV411_1_773_R1_peak_1012	chr7	17546635	17547045	+	449	NA	intron (AC017060.1, intron 1 of 3)	NA	12069	AC017060.1								
MV411_1_773_R1_peak_580	chr2	145411509	145411859	+	449	NA	Intergenic	NA	388568	LOC100505498								
MV411_1_773_R1_peak_1005	chr7	2838819	2839180	+	446	NA	intron (GNA12, intron 1 of 3)	NA	5326	GNA12								
MV411_1_773_R1_peak_598	chr2	191377240	191377677	+	445	NA	intron (MYO1B, intron 13 of 30)	NA	114179	MYO1B								
MV411_1_773_R1_peak_84	chr1	196181229	196181642	+	442	NA	Intergenic	NA	401002	MIR4735								
MV411_1_773_R1_peak_269	chr12	127149263	127149667	+	442	NA	Intergenic	NA	-89068	RP11-575F12.1								
MV411_1_773_R1_peak_915	chr5	151151818	151152190	+	439	NA	intron (ANXA6, intron 1 of 25)	NA	5878	ANXA6								
MV411_1_773_R1_peak_653	chr20	59595411	59595836	+	428	NA	intron (PHACTR3, intron 1 of 12)	NA	-8924	PHACTR3								
MV411_1_773_R1_peak_396	chr16	82331407	82331824	+	428	NA	Intergenic	NA	-161391	MPHOSPH6								
MV411_1_773_R1_peak_884	chr5	79561110	79561544	+	423	NA	Intergenic	NA	-47491	HOMER1								
MV411_1_773_R1_peak_300	chr14	24114460	24114976	+	423	NA	promoter-TSS (DCAF11)	NA	-565	DCAF11								
MV411_1_773_R1_peak_848	chr4	158663660	158664049	+	423	NA	Intergenic	NA	8196	C4orf46								
MV411_1_773_R1_peak_644	chr20	43343646	43343946	+	423	NA	Intergenic	NA	-114068	SRSF6								
MV411_1_773_R1_peak_290	chr13	37899821	37900232	+	418	NA	Intergenic	NA	-30224	TRPC4								
MV411_1_773_R1_peak_791	chr4	7649852	7650266	+	417	NA	intron (SORCS2, intron 4 of 26)	NA	-104031	AFAP1-AS1								
MV411_1_773_R1_peak_712	chr3	20054529	20054922	+	416	NA	intron (KAT2B, intron 1 of 16)	NA	14347	KAT2B								
MV411_1_773_R1_peak_79	chr1	184491590	184491897	+	413	NA	intron (C1orf21, intron 2 of 5)	NA	-48181	LOC102724857								
MV411_1_773_R1_peak_354	chr15	95559856	95560260	+	410	NA	Intergenic	NA	126965	LINC00924								
MV411_1_773_R1_peak_187	chr11	45826529	45826858	+	410	NA	Intergenic	NA	-20425	CRY2								
MV411_1_773_R1_peak_6	chr1	11384189	11384540	+	406	NA	Intergenic	NA	-94874	PTCHD2								
MV411_1_773_R1_peak_788	chr4	1579959	1580511	+	403	NA	exon (LOC100507054, exon 1 of 2)	NA	281	LOC100507054								
MV411_1_773_R1_peak_717	chr3	26237022	26237517	+	399	NA	Intergenic	NA	-363574	LINC00692								
MV411_1_773_R1_peak_924	chr6	1763319	1763739	+	399	NA	intron (GMDS, intron 7 of 10)	NA	-142772	FLJ46552								
MV411_1_773_R1_peak_1123	chr8	86036763	86037180	+	399	NA	Intergenic	NA	32651	PSKH2								
MV411_1_773_R1_peak_8	chr1	15627576	15628043	+	398	NA	intron (DDI2, intron 2 of 9)	NA	10351	DDI2								
MV411_1_773_R1_peak_387	chr16	55226194	55226567	+	397	NA	Intergenic	NA	-98179	IRX6								
MV411_1_773_R1_peak_151	chr10	101071280	101071690	+	397	NA	Intergenic	NA	9704	KAZALD1								
MV411_1_773_R1_peak_695	chr22	36510335	36510766	+	395	NA	TTS (EIF3D)	NA	-3449	FOXRED2								
MV411_1_773_R1_peak_784	chr3	194769099	194769554	+	394	NA	intron (AC090505.6, intron 3 of 3)	NA	60905	AC090505.6								
MV411_1_773_R1_peak_165	chr11	9273653	9274019	+	394	NA	Intergenic	NA	-1407	TRNAL36								
MV411_1_773_R1_peak_896	chr5	119426014	119426409	+	391	NA	Intergenic	NA	-26296	HSD17B4								
MV411_1_773_R1_peak_1019	chr7	37320768	37321154	+	390	NA	intron (ELMO1, intron 2 of 21)	NA	128365	ELMO1								
MV411_1_773_R1_peak_304	chr14	40320613	40320983	+	390	NA	Intergenic	NA	-633913	LOC644919								
MV411_1_773_R1_peak_997	chr6	161406603	161407052	+	389	NA	intron (PARK2, intron 9 of 11)	NA	-241184	AGPAT4								
MV411_1_773_R1_peak_810	chr4	53855120	53855475	+	379	NA	intron (RP11-317M11.1, intron 2 of 3)	NA	131985	RPL21P44								
MV411_1_773_R1_peak_221	chr11	128039502	128040013	+	377	NA	Intergenic	NA	482553	ETS1								
MV411_1_773_R1_peak_268	chr12	125552526	125552882	+	371	NA	intron (TMEM132B, intron 2 of 6)	NA	-69748	TMEM132B								
MV411_1_773_R1_peak_206	chr11	100681103	100681639	+	369	NA	Intergenic	NA	-6305	ARHGAP42								
MV411_1_773_R1_peak_1046	chr7	102874065	102874499	+	367	NA	intron (FBXL13, intron 16 of 19)	NA	-38615	LRRC17								
MV411_1_773_R1_peak_30	chr1	70038051	70038505	+	364	NA	exon (LRRC7, exon 19 of 25)	NA	118956	PIN1P1								
MV411_1_773_R1_peak_277	chr13	26919319	26919724	+	359	NA	Intergenic	NA	-158736	GPR12								
MV411_1_773_R1_peak_141	chr10	73956570	73956892	+	358	NA	Intergenic	NA	-33954	C10orf55								
MV411_1_773_R1_peak_1067	chr8	9248966	9249373	+	358	NA	Intergenic	NA	11124	LOC101929167								
MV411_1_773_R1_peak_902	chr5	125860709	125861089	+	355	NA	Intergenic	NA	-318678	LOC102546228								
MV411_1_773_R1_peak_315	chr14	84036790	84037233	+	355	NA	Intergenic	NA	-122978	LOC102724338								
MV411_1_773_R1_peak_137	chr10	62732892	62733229	+	349	NA	Intergenic	NA	-71696	ADO								
MV411_1_773_R1_peak_1215	chr9	117718091	117718574	+	347	NA	TTS (TLR4)	NA	14157	TLR4								
MV411_1_773_R1_peak_276	chr13	22482556	22482948	+	345	NA	Intergenic	NA	272467	LINC00540								
MV411_1_773_R1_peak_99	chr1	231387974	231388306	+	344	NA	intron (EGLN1, intron 1 of 3)	NA	34176	EGLN1								
MV411_1_773_R1_peak_840	chr4	139975841	139976290	+	340	NA	intron (MAML3, intron 1 of 4)	NA	-82920	LOC101927544								
MV411_1_773_R1_peak_271	chr12	131234002	131234314	+	339	NA	Intergenic	NA	-61370	LOC100128002								
MV411_1_773_R1_peak_696	chr22	37279538	37279931	+	336	NA	Intergenic	NA	-2720	CYTH4								
MV411_1_773_R1_peak_215	chr11	119550257	119550632	+	335	NA	Intergenic	NA	-126908	THY1								
MV411_1_773_R1_peak_466	chr18	57110259	57110669	+	334	NA	Intergenic	NA	36417	LOC102724717								
MV411_1_773_R1_peak_774	chr3	172074512	172075017	+	333	NA	intron (FNDC3B, intron 1 of 25)	NA	34210	FNDC3B								
MV411_1_773_R1_peak_1045	chr7	101075617	101076019	+	332	NA	Intergenic	NA	-9687	TRIM56								
MV411_1_773_R1_peak_307	chr14	54908213	54908721	+	332	NA	Intergenic	NA	-5643	GCH1								
MV411_1_773_R1_peak_1143	chr8	106736333	106736756	+	327	NA	intron (OXR1, intron 1 of 5)	NA	33700	ABRA								
MV411_1_773_R1_peak_1069	chr8	11858593	11858960	+	326	NA	intron (CTSB, intron 1 of 9)	NA	9361	CTSB								
MV411_1_773_R1_peak_921	chr5	171168213	171168588	+	324	NA	intron (RANBP17, intron 14 of 27)	NA	-140884	TLX3								
MV411_1_773_R1_peak_1240	chrX	2159391	2159794	+	321	NA	Intergenic	NA	-167496	LOC101928070								
MV411_1_773_R1_peak_777	chr3	183876563	183876938	+	321	NA	intron (PARL, intron 1 of 9)	NA	8150	PARL								
MV411_1_773_R1_peak_558	chr2	70916321	70916671	+	320	NA	intron (VAX2, intron 1 of 2)	NA	15906	VAX2								
MV411_1_773_R1_peak_583	chr2	148948912	148949261	+	317	NA	intron (KIF5C, intron 8 of 25)	NA	-63499	LOC101928553								
MV411_1_773_R1_peak_173	chr11	27926884	27927455	+	317	NA	Intergenic	NA	-129646	MIR610								
MV411_1_773_R1_peak_926	chr6	5672509	5672982	+	317	NA	intron (RP1-256G22.2, intron 2 of 3)	NA	22527	RP1-256G22.2								
MV411_1_773_R1_peak_1109	chr8	61545098	61545491	+	317	NA	intron (ASPH, intron 19 of 22)	NA	169346	ASPH								
MV411_1_773_R1_peak_520	chr19	49451747	49452110	+	317	NA	promoter-TSS (PIH1D1)	NA	-70	PIH1D1								
MV411_1_773_R1_peak_673	chr21	29656696	29657111	+	314	NA	intron (GRIK1, intron 4 of 16)	NA	60863	GRIK1-AS2								
MV411_1_773_R1_peak_353	chr15	90097582	90097880	+	312	NA	intron (IDH2, intron 1 of 10)	NA	4745	IDH2								
MV411_1_773_R1_peak_65	chr1	167563516	167563811	+	312	NA	Intergenic	NA	-9844	CREG1								
MV411_1_773_R1_peak_861	chr5	18091162	18091535	+	310	NA	Intergenic	NA	284042	RP11-454P21.1								
MV411_1_773_R1_peak_50	chr1	116535857	116536182	+	309	NA	exon (CD58, exon 3 of 5)	NA	24040	MIR548AC								
MV411_1_773_R1_peak_1237	chrUn_KI270467v1	2017	2507	+	309	NA	NA	NA	NA	NA								
MV411_1_773_R1_peak_367	chr16	28110540	28110918	+	308	NA	intron (XPO6, intron 18 of 24)	NA	45263	XPO6								
MV411_1_773_R1_peak_1140	chr8	102331143	102331491	+	307	NA	intron (UBR5, intron 9 of 58)	NA	38156	LOC101927201								
MV411_1_773_R1_peak_420	chr17	42518471	42518811	+	300	NA	intron (ATP6V0A1, intron 21 of 21)	NA	4374	MIR5010								
MV411_1_773_R1_peak_615	chr2	233872138	233872496	+	299	NA	Intergenic	NA	-3908	MSL3P1								
MV411_1_773_R1_peak_514	chr19	45920488	45920897	+	299	NA	Intergenic	NA	-5914	NANOS2								
MV411_1_773_R1_peak_703	chr3	7494103	7494629	+	299	NA	intron (GRM7, intron 7 of 9)	NA	521941	AC087859.1								
MV411_1_773_R1_peak_351	chr15	87764983	87765343	+	299	NA	Intergenic	NA	104920	LOC101929724								
MV411_1_773_R1_peak_813	chr4	70979554	70979959	+	297	NA	intron (MOB1B, intron 6 of 6)	NA	-13792	DCK								
MV411_1_773_R1_peak_721	chr3	31522144	31522582	+	296	NA	Intergenic	NA	-10275	STT3B								
MV411_1_773_R1_peak_239	chr12	54359167	54359528	+	296	NA	Intergenic	NA	5139	GPR84								
MV411_1_773_R1_peak_1153	chr8	120084587	120084905	+	293	NA	Intergenic	NA	-57266	COL14A1								
MV411_1_773_R1_peak_818	chr4	79249888	79250260	+	290	NA	intron (LINC01088, intron 4 of 5)	NA	75943	NAA11								
MV411_1_773_R1_peak_342	chr15	73400245	73400691	+	288	NA	Intergenic	NA	-31204	HCN4								
MV411_1_773_R1_peak_12	chr1	21022209	21022668	+	288	NA	intron (EIF4G3, intron 1 of 30)	NA	-34040	MIR1256								
MV411_1_773_R1_peak_1149	chr8	117669742	117670070	+	288	NA	Intergenic	NA	149193	MED30								
MV411_1_773_R1_peak_118	chr10	23968309	23968776	+	288	NA	intron (KIAA1217, intron 1 of 18)	NA	-240249	KIAA1217								
MV411_1_773_R1_peak_258	chr12	105835525	105835900	+	287	NA	Intergenic	NA	128938	CASC18								
MV411_1_773_R1_peak_655	chr20	62774711	62775117	+	286	NA	intron (LINC00659, intron 2 of 2)	NA	1942	LINC00659								
MV411_1_773_R1_peak_1104	chr8	54629325	54629813	+	286	NA	exon (RP1, exon 4 of 4)	NA	13502	RP1								
MV411_1_773_R1_peak_1162	chr8	125191701	125192363	+	286	NA	intron (NSMCE2, intron 4 of 6)	NA	67200	LOC102723524								
MV411_1_773_R1_peak_681	chr21	45815962	45816317	+	285	NA	Intergenic	NA	20280	AL592528.1								
MV411_1_773_R1_peak_837	chr4	138190385	138190768	+	285	NA	intron (SLC7A11, intron 6 of 11)	NA	51842	SLC7A11								
MV411_1_773_R1_peak_765	chr3	151226176	151226554	+	282	NA	intron (P2RY14, intron 1 of 2)	NA	22845	P2RY14								
MV411_1_773_R1_peak_1228	chrUn_GL000216v2	158560	158841	+	279	NA	NA	NA	NA	NA								
MV411_1_773_R1_peak_988	chr6	146876381	146876914	+	278	NA	intron (STXBP5-AS1, intron 7 of 10)	NA	-72823	KATNBL1P6								
MV411_1_773_R1_peak_782	chr3	191435960	191436409	+	278	NA	Intergenic	NA	-24979	PYDC2								
MV411_1_773_R1_peak_1220	chr9	127771338	127771648	+	278	NA	promoter-TSS (SH2D3C)	NA	-14386	MIR3960								
MV411_1_773_R1_peak_450	chr18	22467907	22468258	+	278	NA	Intergenic	NA	-50167	CTAGE1								
MV411_1_773_R1_peak_888	chr5	88279604	88280136	+	278	NA	intron (TMEM161B-AS1, intron 2 of 2)	NA	10988	TMEM161B-AS1								
MV411_1_773_R1_peak_326	chr15	41215644	41216008	+	277	NA	exon (EXD1, exon 6 of 12)	NA	14917	EXD1								
MV411_1_773_R1_peak_516	chr19	46347385	46347722	+	275	NA	intron (PPP5C, intron 1 of 11)	NA	559	PPP5C								
MV411_1_773_R1_peak_49	chr1	115373298	115373668	+	274	NA	Intergenic	NA	-35247	NGF								
MV411_1_773_R1_peak_549	chr2	46147162	46147428	+	274	NA	intron (PRKCE, intron 8 of 10)	NA	-110511	LOC101926974								
MV411_1_773_R1_peak_987	chr6	140322028	140322387	+	274	NA	Intergenic	NA	116955	MIR3668								
MV411_1_773_R1_peak_499	chr19	17970025	17970413	+	270	NA	intron (KCNN1, intron 1 of 8)	NA	3088	KCNN1								
MV411_1_773_R1_peak_360	chr16	15590863	15591357	+	267	NA	Intergenic	NA	19984	MIR6506								
MV411_1_773_R1_peak_1112	chr8	67734707	67735056	+	267	NA	intron (CPA6, intron 1 of 10)	NA	11504	CPA6								
MV411_1_773_R1_peak_691	chr22	18892359	18892652	+	267	NA	Intergenic	NA	-13718	DGCR6								
MV411_1_773_R1_peak_408	chr17	14019601	14019982	+	266	NA	Intergenic	NA	-4707	CDRT15P1								
MV411_1_773_R1_peak_702	chr3	5431729	5432184	+	264	NA	Intergenic	NA	-181710	MIR4790								
MV411_1_773_R1_peak_183	chr11	43869040	43869369	+	263	NA	Intergenic	NA	-11603	ALKBH3								
MV411_1_773_R1_peak_677	chr21	34942921	34943290	+	260	NA	intron (RUNX1, intron 2 of 7)	NA	-54415	RUNX1								
MV411_1_773_R1_peak_378	chr16	34592580	34592794	+	258	NA	Intergenic	NA	160695	LOC102724523								
MV411_1_773_R1_peak_1075	chr8	18839651	18840153	+	258	NA	intron (PSD3, intron 3 of 14)	NA	14459	PSD3								
MV411_1_773_R1_peak_783	chr3	194323908	194324229	+	253	NA	Intergenic	NA	-11264	LINC00887								
MV411_1_773_R1_peak_160	chr10	127433867	127434270	+	252	NA	intron (DOCK1, intron 48 of 51)	NA	-115281	NPS								
MV411_1_773_R1_peak_640	chr20	34281252	34281555	+	252	NA	intron (AHCY, intron 9 of 9)	NA	-20249	LOC101926916								
MV411_1_773_R1_peak_716	chr3	24678489	24678839	+	247	NA	Intergenic	NA	-150683	LOC101927874								
