PeakID (cmd=annotatePeaks.pl MV411_2_358_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
MV411_2_358_R1_peak_8501	chr8	143541124	143541940	+	294	NA	promoter-TSS (ZC3H3)	NA	10326	ZC3H3								
MV411_2_358_R1_peak_5353	chr2	231707101	231708619	+	294	NA	promoter-TSS (PTMA)	NA	-665	PTMA								
MV411_2_358_R1_peak_6675	chr4	102826309	102828154	+	293	NA	promoter-TSS (UBE2D3)	NA	717	UBE2D3								
MV411_2_358_R1_peak_8612	chr9	37465206	37466140	+	292	NA	promoter-TSS (ZBTB5)	NA	-263	ZBTB5								
MV411_2_358_R1_peak_4366	chr19	35628728	35629623	+	291	NA	promoter-TSS (RBM42)	NA	84	RBM42								
MV411_2_358_R1_peak_4027	chr19	3762539	3763289	+	290	NA	intron (MRPL54, intron 1 of 2)	NA	247	MRPL54								
MV411_2_358_R1_peak_1258	chr11	1309548	1310213	+	290	NA	promoter-TSS (TOLLIP)	NA	172	TOLLIP-AS1								
MV411_2_358_R1_peak_2417	chr14	91060411	91060953	+	290	NA	promoter-TSS (RPS6KA5)	NA	-33	RPS6KA5								
MV411_2_358_R1_peak_1608	chr11	94543333	94546346	+	289	NA	exon (FUT4, exon 1 of 1)	NA	988	FUT4								
MV411_2_358_R1_peak_6866	chr5	52799938	52800270	+	289	NA	exon (PELO, exon 2 of 3)	NA	11802	ITGA1								
MV411_2_358_R1_peak_4715	chr19	55654577	55655672	+	288	NA	exon (U2AF2, exon 1 of 12)	NA	1074	U2AF2								
MV411_2_358_R1_peak_6200	chr3	51384543	51385407	+	288	NA	promoter-TSS (MANF)	NA	-286	MANF								
MV411_2_358_R1_peak_5606	chr20	49915133	49916073	+	288	NA	promoter-TSS (SPATA2)	NA	-1864	SPATA2								
MV411_2_358_R1_peak_2345	chr14	68816090	68816798	+	287	NA	Intergenic	NA	-22530	ZFP36L1								
MV411_2_358_R1_peak_8180	chr8	33513162	33513666	+	286	NA	promoter-TSS (TTI2)	NA	-61	SNORD13								
MV411_2_358_R1_peak_8215	chr8	42152593	42153682	+	286	NA	promoter-TSS (AP3M2)	NA	191	AP3M2								
MV411_2_358_R1_peak_1526	chr11	68011271	68011653	+	283	NA	intron (ALDH3B1, intron 1 of 9)	NA	1142	ALDH3B1								
MV411_2_358_R1_peak_5077	chr2	105337119	105337856	+	283	NA	promoter-TSS (LOC100506473)	NA	128	C2orf49								
MV411_2_358_R1_peak_35	chr1	6701339	6702223	+	281	NA	exon (DNAJC11, exon 1 of 16)	NA	125	DNAJC11								
MV411_2_358_R1_peak_6593	chr4	40056008	40057493	+	279	NA	promoter-TSS (N4BP2)	NA	-278	N4BP2								
MV411_2_358_R1_peak_8284	chr8	63167861	63169204	+	279	NA	promoter-TSS (YTHDF3)	NA	-21	YTHDF3								
MV411_2_358_R1_peak_5209	chr2	177212087	177213511	+	278	NA	promoter-TSS (MIR4444-1)	NA	73	MIR4444-1								
MV411_2_358_R1_peak_12	chr1	1574138	1575070	+	276	NA	exon (SSU72, exon 1 of 5)	NA	265	SSU72								
MV411_2_358_R1_peak_2445	chr14	96501824	96502854	+	274	NA	promoter-TSS (PAPOLA)	NA	-41	PAPOLA								
MV411_2_358_R1_peak_7903	chr7	92836200	92836920	+	274	NA	promoter-TSS (AC002454.1)	NA	77	AC002454.1								
MV411_2_358_R1_peak_978	chr10	63464899	63466738	+	273	NA	promoter-TSS (JMJD1C)	NA	144	JMJD1C								
MV411_2_358_R1_peak_3498	chr17	47649346	47651061	+	273	NA	promoter-TSS (KPNB1)	NA	43	LOC101929046								
MV411_2_358_R1_peak_650	chr1	183472053	183472417	+	272	NA	promoter-TSS (SMG7)	NA	-253	SMG7-AS1								
MV411_2_358_R1_peak_6256	chr3	71581051	71583484	+	270	NA	promoter-TSS (FOXP1)	NA	-40207	MIR1284								
MV411_2_358_R1_peak_3815	chr18	35343952	35344375	+	270	NA	intron (ZNF24, intron 1 of 3)	NA	299	ZNF24								
MV411_2_358_R1_peak_6209	chr3	52088288	52088774	+	269	NA	intron (POC1A, intron 9 of 9)	NA	-23419	LINC00696								
MV411_2_358_R1_peak_6895	chr5	72308124	72308650	+	269	NA	intron (MRPS27, intron 2 of 10)	NA	11870	MRPS27								
MV411_2_358_R1_peak_8061	chr7	151925472	151926369	+	268	NA	Intergenic	NA	-34937	GALNTL5								
MV411_2_358_R1_peak_7980	chr7	118183525	118184195	+	266	NA	promoter-TSS (LSM8)	NA	-172	LSM8								
MV411_2_358_R1_peak_2164	chr13	28137843	28139894	+	266	NA	exon (PAN3-AS1, exon 1 of 2)	NA	306	PAN3-AS1								
MV411_2_358_R1_peak_232	chr1	40691574	40692244	+	265	NA	promoter-TSS (NFYC)	NA	339	NFYC								
MV411_2_358_R1_peak_3552	chr17	58517760	58518386	+	265	NA	promoter-TSS (MTMR4)	NA	-165	MTMR4								
MV411_2_358_R1_peak_8866	chrX	1392394	1392981	+	264	NA	promoter-TSS (SLC25A6)	NA	-541	SLC25A6								
MV411_2_358_R1_peak_6391	chr3	152268025	152269747	+	264	NA	promoter-TSS (MBNL1)	NA	740	MBNL1-AS1								
MV411_2_358_R1_peak_6556	chr4	8440307	8440891	+	264	NA	promoter-TSS (TRMT44)	NA	126	ACOX3								
MV411_2_358_R1_peak_3031	chr16	47460760	47461415	+	264	NA	promoter-TSS (PHKB)	NA	20	ITFG1								
MV411_2_358_R1_peak_2317	chr14	58297751	58298658	+	264	NA	promoter-TSS (ARID4A)	NA	-67	FLJ31306								
MV411_2_358_R1_peak_5081	chr2	108719064	108719751	+	263	NA	promoter-TSS (RANBP2)	NA	-39	RANBP2								
MV411_2_358_R1_peak_4357	chr19	34171702	34173358	+	262	NA	promoter-TSS (LSM14A)	NA	32	LSM14A								
MV411_2_358_R1_peak_3541	chr17	58006393	58007582	+	261	NA	exon (SRSF1, exon 1 of 5)	NA	359	SRSF1								
MV411_2_358_R1_peak_4665	chr19	52189859	52190552	+	261	NA	intron (PPP2R1A, intron 1 of 13)	NA	403	PPP2R1A								
MV411_2_358_R1_peak_1400	chr11	58577787	58579019	+	261	NA	promoter-TSS (LPXN)	NA	-164	LPXN								
MV411_2_358_R1_peak_6029	chr3	16264802	16265210	+	260	NA	promoter-TSS (OXNAD1)	NA	-17	DPH3								
MV411_2_358_R1_peak_2705	chr15	72783234	72784000	+	260	NA	exon (ADPGK, exon 1 of 7)	NA	168	ADPGK								
MV411_2_358_R1_peak_8773	chr9	129080490	129081393	+	260	NA	promoter-TSS (DOLPP1)	NA	-163	DOLPP1								
MV411_2_358_R1_peak_8530	chr8	144508104	144509466	+	258	NA	promoter-TSS (MFSD3)	NA	-384	MFSD3								
MV411_2_358_R1_peak_4598	chr19	48872460	48873009	+	257	NA	intron (PPP1R15A, intron 1 of 2)	NA	342	PPP1R15A								
MV411_2_358_R1_peak_2397	chr14	78202246	78202579	+	257	NA	intron (NRXN3, intron 1 of 20)	NA	402329	ADCK1								
MV411_2_358_R1_peak_108	chr1	22052603	22053278	+	255	NA	intron (CDC42, intron 1 of 5)	NA	313	CDC42								
MV411_2_358_R1_peak_2556	chr15	41621528	41622121	+	253	NA	promoter-TSS (MGA)	NA	-38979	MGA								
MV411_2_358_R1_peak_3924	chr18	79678844	79680258	+	253	NA	promoter-TSS (CTDP1)	NA	188	FLJ25715								
MV411_2_358_R1_peak_1016	chr10	70715850	70716328	+	252	NA	intron (ADAMTS14, intron 4 of 21)	NA	43286	ADAMTS14								
MV411_2_358_R1_peak_4488	chr19	43618932	43619907	+	252	NA	intron (ZNF428, intron 1 of 3)	NA	443	ZNF428								
MV411_2_358_R1_peak_7071	chr5	146446888	146448033	+	251	NA	intron (TCERG1, intron 1 of 22)	NA	149	TCERG1								
MV411_2_358_R1_peak_8894	chrX	30621334	30621730	+	251	NA	Intergenic	NA	-31876	GK								
MV411_2_358_R1_peak_5909	chr22	42079646	42080062	+	250	NA	TTS (FAM109B)	NA	163	SMDT1								
MV411_2_358_R1_peak_4350	chr19	33373027	33374786	+	250	NA	promoter-TSS (CEBPG)	NA	-618	CEBPG								
MV411_2_358_R1_peak_4179	chr19	12945652	12946312	+	250	NA	exon (RAD23A, exon 1 of 9)	NA	168	RAD23A								
MV411_2_358_R1_peak_1505	chr11	66446693	66447018	+	250	NA	Intergenic	NA	-8016	MRPL11								
MV411_2_358_R1_peak_8630	chr9	83707949	83708346	+	249	NA	exon (UBQLN1, exon 1 of 10)	NA	106	UBQLN1								
MV411_2_358_R1_peak_4277	chr19	18291199	18293421	+	249	NA	Intergenic	NA	10233	MIR3188								
MV411_2_358_R1_peak_7573	chr6	136289185	136289848	+	248	NA	intron (BCLAF1, intron 1 of 12)	NA	1129	BCLAF1								
MV411_2_358_R1_peak_6852	chr5	50440428	50441500	+	248	NA	intron (EMB, intron 1 of 8)	NA	436	EMB								
MV411_2_358_R1_peak_3484	chr17	45160624	45161744	+	248	NA	promoter-TSS (HEXIM2)	NA	-647	HEXIM2								
MV411_2_358_R1_peak_16	chr1	1724165	1724593	+	248	NA	promoter-TSS (CDK11A)	NA	-27	CDK11A								
MV411_2_358_R1_peak_4693	chr19	55117473	55117974	+	245	NA	promoter-TSS (PPP1R12C)	NA	-123	PPP1R12C								
MV411_2_358_R1_peak_4898	chr2	47176500	47176882	+	245	NA	promoter-TSS (CALM2)	NA	-90	CALM2								
MV411_2_358_R1_peak_5565	chr20	43457746	43458279	+	244	NA	exon (SRSF6, exon 1 of 6)	NA	148	SRSF6								
MV411_2_358_R1_peak_2396	chr14	77616705	77617199	+	241	NA	promoter-TSS (SPTLC2)	NA	-185	SPTLC2								
MV411_2_358_R1_peak_3940	chr19	797320	797887	+	241	NA	promoter-TSS (PTBP1)	NA	-455	PTBP1								
MV411_2_358_R1_peak_4322	chr19	29212445	29213242	+	239	NA	intron (UQCRFS1, intron 1 of 1)	NA	386	UQCRFS1								
MV411_2_358_R1_peak_4125	chr19	10305339	10305724	+	239	NA	intron (ZGLP1, intron 2 of 3)	NA	4026	ZGLP1								
MV411_2_358_R1_peak_8654	chr9	94166173	94166716	+	238	NA	Intergenic	NA	-9513	MIRLET7A1								
MV411_2_358_R1_peak_5440	chr20	3820210	3820962	+	238	NA	promoter-TSS (AP5S1)	NA	62	AP5S1								
MV411_2_358_R1_peak_2479	chr14	103427821	103428210	+	238	NA	promoter-TSS (MARK3)	NA	42651	MARK3								
MV411_2_358_R1_peak_1655	chr11	123062722	123063612	+	237	NA	promoter-TSS (HSPA8)	NA	814	LOC101929289								
MV411_2_358_R1_peak_987	chr10	68331538	68332777	+	237	NA	promoter-TSS (HNRNPH3)	NA	98	HNRNPH3								
MV411_2_358_R1_peak_6993	chr5	134371047	134372023	+	237	NA	promoter-TSS (CDKL3)	NA	356	UBE2B								
MV411_2_358_R1_peak_7574	chr6	136289946	136290454	+	236	NA	promoter-TSS (BCLAF1)	NA	445	BCLAF1								
MV411_2_358_R1_peak_6990	chr5	134176952	134177317	+	236	NA	promoter-TSS (SKP1)	NA	-101	SKP1								
MV411_2_358_R1_peak_8277	chr8	58658676	58660421	+	236	NA	promoter-TSS (NSMAF)	NA	297	NSMAF								
MV411_2_358_R1_peak_6712	chr4	139208511	139209079	+	235	NA	Intergenic	NA	71543	MGARP								
MV411_2_358_R1_peak_2133	chr12	132144217	132144849	+	235	NA	promoter-TSS (DDX51)	NA	85	NOC4L								
MV411_2_358_R1_peak_4162	chr19	12734034	12734859	+	234	NA	exon (C19orf43, exon 1 of 3)	NA	269	C19orf43								
MV411_2_358_R1_peak_2172	chr13	30465454	30466066	+	234	NA	promoter-TSS (HMGB1)	NA	-1017	HMGB1								
MV411_2_358_R1_peak_1028	chr10	72297548	72298147	+	234	NA	Intergenic	NA	23928	DDIT4								
MV411_2_358_R1_peak_7692	chr7	2555377	2555754	+	233	NA	promoter-TSS (BRAT1)	NA	141	BRAT1								
MV411_2_358_R1_peak_3654	chr17	76264882	76265969	+	233	NA	exon (UBALD2, exon 1 of 3)	NA	220	UBALD2								
MV411_2_358_R1_peak_6808	chr5	32173625	32174808	+	232	NA	exon (GOLPH3, exon 1 of 4)	NA	103	GOLPH3								
MV411_2_358_R1_peak_5410	chr20	380622	381885	+	232	NA	promoter-TSS (TRIB3)	NA	589	TRIB3								
MV411_2_358_R1_peak_3271	chr17	7307267	7308380	+	231	NA	promoter-TSS (EIF5A)	NA	-146	EIF5A								
MV411_2_358_R1_peak_4163	chr19	12737219	12737766	+	230	NA	promoter-TSS (ASNA1)	NA	0	ASNA1								
MV411_2_358_R1_peak_6695	chr4	121801155	121801520	+	229	NA	promoter-TSS (EXOSC9)	NA	20	EXOSC9								
MV411_2_358_R1_peak_4564	chr19	47226226	47228296	+	229	NA	promoter-TSS (MIR3191)	NA	-242	MIR3191								
MV411_2_358_R1_peak_2329	chr14	63641338	63642325	+	229	NA	promoter-TSS (WDR89)	NA	92	WDR89								
MV411_2_358_R1_peak_7075	chr5	149550514	149551871	+	228	NA	promoter-TSS (CSNK1A1)	NA	360	CSNK1A1								
MV411_2_358_R1_peak_4023	chr19	3500520	3500938	+	228	NA	promoter-TSS (DOHH)	NA	-106	DOHH								
MV411_2_358_R1_peak_2248	chr14	24114603	24115389	+	228	NA	promoter-TSS (NRL)	NA	-287	DCAF11								
MV411_2_358_R1_peak_7689	chr7	2353847	2355366	+	228	NA	promoter-TSS (EIF3B)	NA	-233	EIF3B								
MV411_2_358_R1_peak_3970	chr19	1407118	1408668	+	227	NA	intron (DAZAP1, intron 1 of 11)	NA	250	DAZAP1								
MV411_2_358_R1_peak_5226	chr2	181430647	181431026	+	226	NA	Intergenic	NA	-26056	ITGA4								
MV411_2_358_R1_peak_5639	chr20	59031787	59032620	+	226	NA	TTS (SLMO2)	NA	164	ATP5E								
MV411_2_358_R1_peak_1745	chr12	10613258	10613728	+	226	NA	exon (MAGOHB, exon 1 of 6)	NA	116	MAGOHB								
MV411_2_358_R1_peak_6354	chr3	136195640	136196748	+	226	NA	promoter-TSS (MSL2)	NA	-43118	MSL2								
MV411_2_358_R1_peak_1948	chr12	68808159	68808990	+	226	NA	promoter-TSS (MDM2)	NA	402	MDM2								
MV411_2_358_R1_peak_2870	chr16	4538699	4539337	+	226	NA	promoter-TSS (CDIP1)	NA	-203	CDIP1								
MV411_2_358_R1_peak_1888	chr12	56041742	56042279	+	225	NA	exon (RPS26, exon 1 of 4)	NA	108	RPS26								
MV411_2_358_R1_peak_2603	chr15	50353820	50355480	+	225	NA	exon (FLJ10038, exon 1 of 1)	NA	229	FLJ10038								
MV411_2_358_R1_peak_161	chr1	27914223	27914945	+	225	NA	exon (RPA2, exon 1 of 9)	NA	160	RPA2								
MV411_2_358_R1_peak_807	chr1	234611502	234613116	+	225	NA	Intergenic	NA	-2784	IRF2BP2								
MV411_2_358_R1_peak_4947	chr2	64524000	64525092	+	225	NA	promoter-TSS (MIR4434)	NA	62	LOC101927402								
MV411_2_358_R1_peak_1353	chr11	34105170	34105782	+	225	NA	promoter-TSS (NAT10)	NA	-88	NAT10								
MV411_2_358_R1_peak_4126	chr19	10380253	10380876	+	224	NA	promoter-TSS (TYK2)	NA	8	TYK2								
MV411_2_358_R1_peak_51	chr1	9428808	9429168	+	224	NA	promoter-TSS (LOC100506022)	NA	8	LOC100506022								
MV411_2_358_R1_peak_5471	chr20	18507402	18507952	+	224	NA	promoter-TSS (SEC23B)	NA	133	SEC23B								
MV411_2_358_R1_peak_4527	chr19	45178147	45179186	+	224	NA	promoter-TSS (TRAPPC6A)	NA	-79	BLOC1S3								
