PeakID (cmd=annotatePeaks.pl SKNO1_2_637_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SKNO1_2_637_R1_peak_4278	chr13	28658866	28659347	+	1377	NA	exon (POMP, exon 1 of 6)	NA	102	POMP								
SKNO1_2_637_R1_peak_9564	chr2	218216878	218217264	+	1376	NA	promoter-TSS (ARPC2)	NA	22	LOC101928487								
SKNO1_2_637_R1_peak_15979	chr9	121370248	121370749	+	1374	NA	promoter-TSS (STOM)	NA	26	LOC102723324								
SKNO1_2_637_R1_peak_16047	chr9	127782929	127783461	+	1370	NA	Intergenic	NA	-2684	MIR3960								
SKNO1_2_637_R1_peak_15832	chr9	92669951	92670540	+	1364	NA	promoter-TSS (IPPK)	NA	20	IPPK								
SKNO1_2_637_R1_peak_3948	chr12	105235903	105236487	+	1357	NA	promoter-TSS (APPL2)	NA	-46	APPL2								
SKNO1_2_637_R1_peak_995	chr1	151254408	151254834	+	1357	NA	promoter-TSS (PSMD4)	NA	-79	PSMD4								
SKNO1_2_637_R1_peak_5494	chr15	74869971	74870381	+	1354	NA	intron (SCAMP2, intron 1 of 9)	NA	3189	SCAMP2								
SKNO1_2_637_R1_peak_7237	chr18	3261725	3262391	+	1348	NA	promoter-TSS (MYL12B)	NA	-661	MYL12B								
SKNO1_2_637_R1_peak_10540	chr22	24434556	24435182	+	1344	NA	intron (SPECC1L-ADORA2A, intron 19 of 19)	NA	7307	ADORA2A								
SKNO1_2_637_R1_peak_7235	chr18	3247110	3248002	+	1342	NA	promoter-TSS (MYL12A)	NA	82	MYL12A								
SKNO1_2_637_R1_peak_10946	chr3	14761283	14761797	+	1340	NA	TTS (C3orf20)	NA	49874	RP11-95M5.1								
SKNO1_2_637_R1_peak_9482	chr2	200888906	200889585	+	1340	NA	promoter-TSS (NIF3L1)	NA	81	PPIL3								
SKNO1_2_637_R1_peak_11619	chr3	155555085	155555515	+	1323	NA	intron (PLCH1, intron 7 of 23)	NA	106116	PLCH1-AS1								
SKNO1_2_637_R1_peak_14483	chr7	45111491	45112071	+	1315	NA	promoter-TSS (TBRG4)	NA	-34	TBRG4								
SKNO1_2_637_R1_peak_7294	chr18	21612076	21612894	+	1314	NA	intron (SNRPD1, intron 1 of 3)	NA	186	SNRPD1								
SKNO1_2_637_R1_peak_11994	chr4	11100050	11100505	+	1306	NA	Intergenic	NA	-268610	MIR572								
SKNO1_2_637_R1_peak_1544	chr1	227735133	227735626	+	1304	NA	promoter-TSS (JMJD4)	NA	32	JMJD4								
SKNO1_2_637_R1_peak_7156	chr17	81860648	81861290	+	1304	NA	promoter-TSS (P4HB)	NA	-301	P4HB								
SKNO1_2_637_R1_peak_2212	chr10	92690300	92691198	+	1304	NA	intron (HHEX, intron 1 of 3)	NA	825	HHEX								
SKNO1_2_637_R1_peak_412	chr1	32817180	32817770	+	1304	NA	promoter-TSS (S100PBP)	NA	-43	S100PBP								
SKNO1_2_637_R1_peak_13480	chr6	27873423	27873854	+	1298	NA	promoter-TSS (HIST1H4L)	NA	-127	HIST1H4L								
SKNO1_2_637_R1_peak_5665	chr15	94607263	94607714	+	1294	NA	Intergenic	NA	-247875	LOC440311								
SKNO1_2_637_R1_peak_8022	chr19	34962411	34962768	+	1292	NA	intron (ZNF792, intron 1 of 3)	NA	1646	ZNF792								
SKNO1_2_637_R1_peak_1216	chr1	169794649	169795289	+	1292	NA	promoter-TSS (METTL18)	NA	-11	C1orf112								
SKNO1_2_637_R1_peak_9098	chr2	109238567	109238949	+	1292	NA	intron (SH3RF3, intron 1 of 7)	NA	33769	LOC102724819								
SKNO1_2_637_R1_peak_783	chr1	93878918	93879374	+	1290	NA	promoter-TSS (DNTTIP2)	NA	60	DNTTIP2								
SKNO1_2_637_R1_peak_11206	chr3	50242818	50243494	+	1285	NA	intron (GNAI2, intron 1 of 7)	NA	12380	GNAI2								
SKNO1_2_637_R1_peak_13565	chr6	31958893	31959299	+	1279	NA	promoter-TSS (NELFE)	NA	-9	NELFE								
SKNO1_2_637_R1_peak_59	chr1	2255328	2256420	+	1277	NA	intron (SKI, intron 1 of 6)	NA	27139	SKI								
SKNO1_2_637_R1_peak_11091	chr3	41961959	41962551	+	1276	NA	promoter-TSS (ULK4)	NA	245	ULK4								
SKNO1_2_637_R1_peak_5623	chr15	90376950	90377331	+	1276	NA	Intergenic	NA	-11101	IQGAP1								
SKNO1_2_637_R1_peak_7783	chr19	13155863	13156425	+	1276	NA	Intergenic	NA	5676	IER2								
SKNO1_2_637_R1_peak_12226	chr4	73258962	73259385	+	1270	NA	promoter-TSS (ANKRD17)	NA	-36059	ANKRD17								
SKNO1_2_637_R1_peak_323	chr1	26744066	26744508	+	1268	NA	intron (ARID1A, intron 4 of 19)	NA	-43676	PIGV								
SKNO1_2_637_R1_peak_11490	chr3	128603638	128604224	+	1263	NA	Intergenic	NA	-27845	C3orf27								
SKNO1_2_637_R1_peak_11820	chr3	194306328	194306955	+	1263	NA	intron (LINC00887, intron 1 of 2)	NA	6163	LINC00887								
SKNO1_2_637_R1_peak_7594	chr19	4723609	4724160	+	1258	NA	promoter-TSS (TRNAG3)	NA	-42	DPP9								
SKNO1_2_637_R1_peak_5612	chr15	89814903	89815450	+	1257	NA	promoter-TSS (ANPEP)	NA	-336	ANPEP								
SKNO1_2_637_R1_peak_2725	chr11	61429828	61430382	+	1256	NA	promoter-TSS (CPSF7)	NA	-20	SDHAF2								
SKNO1_2_637_R1_peak_2846	chr11	65640057	65640932	+	1253	NA	promoter-TSS (SIPA1)	NA	-353	SIPA1								
SKNO1_2_637_R1_peak_9434	chr2	191013968	191014479	+	1252	NA	promoter-TSS (STAT1)	NA	27	STAT1								
SKNO1_2_637_R1_peak_5461	chr15	72685970	72686425	+	1250	NA	promoter-TSS (BBS4)	NA	-48	HIGD2B								
SKNO1_2_637_R1_peak_12151	chr4	54818934	54819535	+	1246	NA	Intergenic	NA	161277	KIT								
SKNO1_2_637_R1_peak_7965	chr19	19516020	19516444	+	1244	NA	promoter-TSS (NDUFA13)	NA	22	NDUFA13								
SKNO1_2_637_R1_peak_10739	chr22	41688655	41689101	+	1241	NA	promoter-TSS (NHP2L1)	NA	201	NHP2L1								
SKNO1_2_637_R1_peak_6299	chr16	89721814	89722367	+	1241	NA	promoter-TSS (ZNF276)	NA	1105	ZNF276								
SKNO1_2_637_R1_peak_10937	chr3	14232713	14233170	+	1236	NA	Intergenic	NA	54213	LSM3								
SKNO1_2_637_R1_peak_5496	chr15	75029657	75030173	+	1232	NA	intron (PPCDC, intron 2 of 3)	NA	6323	PPCDC								
SKNO1_2_637_R1_peak_5178	chr15	34342979	34343368	+	1231	NA	promoter-TSS (NUTM1)	NA	-12	NOP10								
SKNO1_2_637_R1_peak_5465	chr15	73697015	73697522	+	1227	NA	intron (CD276, intron 1 of 9)	NA	10981	CD276								
SKNO1_2_637_R1_peak_3241	chr11	127733576	127733972	+	1226	NA	Intergenic	NA	462707	RP11-480C22.1								
SKNO1_2_637_R1_peak_433	chr1	35577641	35578083	+	1224	NA	intron (TFAP2E, intron 3 of 6)	NA	11999	TFAP2E								
SKNO1_2_637_R1_peak_8338	chr19	50376195	50376592	+	1217	NA	promoter-TSS (NR1H2)	NA	-30	NR1H2								
SKNO1_2_637_R1_peak_9921	chr20	31968395	31968828	+	1214	NA	promoter-TSS (PDRG1)	NA	99	PDRG1								
SKNO1_2_637_R1_peak_8650	chr2	27081252	27081685	+	1212	NA	intron (EMILIN1, intron 3 of 7)	NA	2901	EMILIN1								
SKNO1_2_637_R1_peak_8272	chr19	47256177	47256692	+	1211	NA	promoter-TSS (CCDC9)	NA	-89	CCDC9								
SKNO1_2_637_R1_peak_16226	chr9	136655858	136656369	+	1207	NA	intron (LOC101928612, intron 1 of 1)	NA	-2743	EGFL7								
SKNO1_2_637_R1_peak_3181	chr11	120224815	120225244	+	1203	NA	intron (OAF, intron 1 of 3)	NA	5881	OAF								
SKNO1_2_637_R1_peak_15482	chr8	143191230	143191687	+	1199	NA	Intergenic	NA	-21735	GPIHBP1								
SKNO1_2_637_R1_peak_4134	chr12	124466133	124466584	+	1190	NA	intron (NCOR2, intron 6 of 47)	NA	101106	NCOR2								
SKNO1_2_637_R1_peak_7017	chr17	77088422	77088888	+	1184	NA	promoter-TSS (SCARNA16)	NA	12	LINC00338								
SKNO1_2_637_R1_peak_9853	chr20	16729662	16730164	+	1184	NA	promoter-TSS (SNRPB2)	NA	-51	SNRPB2								
SKNO1_2_637_R1_peak_12575	chr5	34915307	34915922	+	1184	NA	promoter-TSS (RAD1)	NA	12	RAD1								
SKNO1_2_637_R1_peak_2651	chr11	46700448	46701108	+	1184	NA	promoter-TSS (ZNF408)	NA	11	ZNF408								
SKNO1_2_637_R1_peak_460	chr1	37808000	37808370	+	1181	NA	promoter-TSS (YRDC)	NA	8	YRDC								
SKNO1_2_637_R1_peak_2892	chr11	67262707	67263155	+	1179	NA	Intergenic	NA	-3503	ADRBK1								
SKNO1_2_637_R1_peak_490	chr1	40040445	40040918	+	1178	NA	promoter-TSS (CAP1)	NA	-78	CAP1								
SKNO1_2_637_R1_peak_15928	chr9	112181090	112181503	+	1172	NA	Intergenic	NA	-5999	SUSD1								
SKNO1_2_637_R1_peak_8403	chr19	54387971	54388488	+	1172	NA	Intergenic	NA	-23115	LAIR1								
SKNO1_2_637_R1_peak_3991	chr12	110449715	110450573	+	1158	NA	intron (ARPC3, intron 1 of 6)	NA	267	ARPC3								
SKNO1_2_637_R1_peak_8523	chr2	3379476	3379958	+	1152	NA	promoter-TSS (TRAPPC12)	NA	25	TRAPPC12								
SKNO1_2_637_R1_peak_1286	chr1	183471584	183472461	+	1149	NA	promoter-TSS (SMG7)	NA	-40	SMG7-AS1								
SKNO1_2_637_R1_peak_14225	chr7	1504092	1504601	+	1148	NA	promoter-TSS (INTS1)	NA	36	INTS1								
SKNO1_2_637_R1_peak_1028	chr1	153990523	153991011	+	1144	NA	promoter-TSS (RPS27)	NA	4	RPS27								
SKNO1_2_637_R1_peak_10560	chr22	26672549	26673225	+	1144	NA	exon (MIAT, exon 4 of 4)	NA	15405	MIAT								
SKNO1_2_637_R1_peak_3102	chr11	111446484	111446953	+	1140	NA	intron (RP11-794P6.3, intron 5 of 14)	NA	18220	RP11-794P6.3								
SKNO1_2_637_R1_peak_7925	chr19	18318060	18318559	+	1140	NA	intron (LSM4, intron 1 of 4)	NA	4882	LSM4								
SKNO1_2_637_R1_peak_8244	chr19	46713871	46714612	+	1138	NA	promoter-TSS (PRKD2)	NA	2886	PRKD2								
SKNO1_2_637_R1_peak_8322	chr19	49580344	49580912	+	1138	NA	promoter-TSS (PRRG2)	NA	-56	NOSIP								
SKNO1_2_637_R1_peak_10861	chr3	4831138	4831486	+	1136	NA	intron (ITPR1, intron 57 of 58)	NA	75189	BHLHE40-AS1								
SKNO1_2_637_R1_peak_15749	chr9	76456318	76456648	+	1136	NA	intron (GCNT1, intron 1 of 2)	NA	14817	GCNT1								
SKNO1_2_637_R1_peak_11870	chr3	196632188	196633112	+	1135	NA	promoter-TSS (LINC01063)	NA	-12	LINC01063								
SKNO1_2_637_R1_peak_10466	chr22	19479043	19479515	+	1131	NA	promoter-TSS (UFD1L)	NA	16	UFD1L								
SKNO1_2_637_R1_peak_9701	chr2	238426625	238427482	+	1131	NA	promoter-TSS (ASB1)	NA	312	ASB1								
SKNO1_2_637_R1_peak_7835	chr19	15463721	15464328	+	1128	NA	promoter-TSS (RASAL3)	NA	547	RASAL3								
SKNO1_2_637_R1_peak_10027	chr20	44966245	44966704	+	1126	NA	promoter-TSS (STK4)	NA	-16	STK4-AS1								
SKNO1_2_637_R1_peak_8876	chr2	68774637	68775054	+	1126	NA	promoter-TSS (ARHGAP25)	NA	39769	ARHGAP25								
SKNO1_2_637_R1_peak_9786	chr20	2664012	2664409	+	1125	NA	promoter-TSS (IDH3B)	NA	9	IDH3B								
SKNO1_2_637_R1_peak_13583	chr6	33298835	33299699	+	1123	NA	TTS (TAPBP)	NA	132	RGL2								
SKNO1_2_637_R1_peak_16072	chr9	128371036	128371801	+	1123	NA	promoter-TSS (URM1)	NA	99	URM1								
SKNO1_2_637_R1_peak_13546	chr6	31541750	31542397	+	1121	NA	promoter-TSS (SNORD84)	NA	402	DDX39B								
SKNO1_2_637_R1_peak_3615	chr12	49741377	49741811	+	1118	NA	promoter-TSS (TMBIM6)	NA	-215	TMBIM6								
SKNO1_2_637_R1_peak_12955	chr5	132466181	132466981	+	1116	NA	intron (C5orf56, intron 3 of 3)	NA	24192	IRF1								
SKNO1_2_637_R1_peak_9657	chr2	232315573	232315964	+	1115	NA	intron (DIS3L2, intron 14 of 20)	NA	-62870	ALPP								
SKNO1_2_637_R1_peak_7847	chr19	16086341	16086827	+	1115	NA	intron (TPM4, intron 3 of 7)	NA	19077	TPM4								
SKNO1_2_637_R1_peak_4113	chr12	123033934	123034395	+	1113	NA	intron (PITPNM2, intron 2 of 25)	NA	-23446	MIR4304								
SKNO1_2_637_R1_peak_4161	chr12	131710718	131711239	+	1112	NA	promoter-TSS (SFSWAP)	NA	-109	SFSWAP								
SKNO1_2_637_R1_peak_6587	chr17	42319730	42320353	+	1112	NA	intron (STAT3, intron 21 of 23)	NA	32174	STAT5A								
SKNO1_2_637_R1_peak_13305	chr6	692920	693290	+	1107	NA	promoter-TSS (EXOC2)	NA	36	EXOC2								
SKNO1_2_637_R1_peak_14257	chr7	2734829	2735415	+	1105	NA	intron (GNA12, intron 2 of 3)	NA	28018	GNA12								
SKNO1_2_637_R1_peak_11777	chr3	186806260	186806902	+	1105	NA	promoter-TSS (RFC4)	NA	-80	RFC4								
SKNO1_2_637_R1_peak_11463	chr3	126530128	126530563	+	1103	NA	intron (C3orf22, intron 4 of 5)	NA	6057	CHST13								
SKNO1_2_637_R1_peak_3990	chr12	110354083	110354493	+	1103	NA	Intergenic	NA	49401	ANAPC7								
SKNO1_2_637_R1_peak_11031	chr3	32401376	32402049	+	1102	NA	intron (CMTM7, intron 1 of 4)	NA	10041	CMTM7								
SKNO1_2_637_R1_peak_11504	chr3	129160874	129161593	+	1099	NA	promoter-TSS (ISY1-RAB43)	NA	-3	ISY1-RAB43								
SKNO1_2_637_R1_peak_14476	chr7	44885349	44886008	+	1095	NA	promoter-TSS (PURB)	NA	-293	PURB								
SKNO1_2_637_R1_peak_16165	chr9	133335991	133336434	+	1094	NA	promoter-TSS (SURF6)	NA	-2	SURF6								
SKNO1_2_637_R1_peak_7028	chr17	77389575	77390026	+	1092	NA	intron (SEPT9, intron 1 of 10)	NA	7244	MIR4316								
SKNO1_2_637_R1_peak_15479	chr8	143018821	143019226	+	1092	NA	promoter-TSS (LOC100133669)	NA	538	LY6E								
SKNO1_2_637_R1_peak_6775	chr17	59619459	59620204	+	1090	NA	promoter-TSS (CLTC)	NA	-46	CLTC								
SKNO1_2_637_R1_peak_6928	chr17	74463134	74464202	+	1090	NA	Intergenic	NA	-2706	CD300A								
SKNO1_2_637_R1_peak_14963	chr8	22604413	22605233	+	1083	NA	promoter-TSS (CCAR2)	NA	-203	CCAR2								
SKNO1_2_637_R1_peak_6642	chr17	45123939	45124407	+	1078	NA	intron (PLCD3, intron 1 of 14)	NA	8351	PLCD3								
SKNO1_2_637_R1_peak_11150	chr3	47282454	47283071	+	1069	NA	promoter-TSS (KIF9)	NA	-152	KIF9								
SKNO1_2_637_R1_peak_9584	chr2	219245275	219245735	+	1066	NA	promoter-TSS (GLB1L)	NA	26	STK16								
SKNO1_2_637_R1_peak_7587	chr19	4182336	4182754	+	1062	NA	promoter-TSS (ANKRD24)	NA	33	SIRT6								
SKNO1_2_637_R1_peak_16169	chr9	133356290	133356724	+	1062	NA	promoter-TSS (SURF1)	NA	-38	SURF2								
SKNO1_2_637_R1_peak_10502	chr22	21942408	21942949	+	1062	NA	intron (PPM1F, intron 2 of 7)	NA	10200	PPM1F								
SKNO1_2_637_R1_peak_3582	chr12	48105783	48106536	+	1058	NA	promoter-TSS (SENP1)	NA	38	PFKM								
SKNO1_2_637_R1_peak_7305	chr18	23259891	23260651	+	1058	NA	exon (CABLES1, exon 10 of 10)	NA	125707	CABLES1								
SKNO1_2_637_R1_peak_3377	chr12	6662936	6663492	+	1057	NA	promoter-TSS (ING4)	NA	-72	ING4								
SKNO1_2_637_R1_peak_13526	chr6	30515926	30516818	+	1055	NA	Intergenic	NA	26966	HLA-E								
SKNO1_2_637_R1_peak_12608	chr5	40797381	40798078	+	1052	NA	intron (PRKAA1, intron 1 of 7)	NA	448	PRKAA1								
SKNO1_2_637_R1_peak_10128	chr20	56468448	56468804	+	1050	NA	promoter-TSS (RTFDC1)	NA	41	RTFDC1								
SKNO1_2_637_R1_peak_6250	chr16	88700708	88701388	+	1050	NA	intron (RNF166, intron 2 of 7)	NA	5344	RNF166								
SKNO1_2_637_R1_peak_9382	chr2	177908131	177908512	+	1050	NA	intron (PDE11A, intron 3 of 20)	NA	-19582	PDE11A								
SKNO1_2_637_R1_peak_5098	chr14	105174403	105174840	+	1049	NA	TTS (NUDT14)	NA	-5797	JAG2								
SKNO1_2_637_R1_peak_6937	chr17	74779935	74780426	+	1047	NA	intron (TMEM104, intron 2 of 9)	NA	3671	TMEM104								
SKNO1_2_637_R1_peak_16005	chr9	124216726	124217084	+	1047	NA	Intergenic	NA	-75066	NEK6								
SKNO1_2_637_R1_peak_16508	chrX	130092022	130092500	+	1045	NA	intron (ELF4, intron 1 of 8)	NA	18452	ELF4								
SKNO1_2_637_R1_peak_13855	chr6	87322265	87322683	+	1045	NA	promoter-TSS (SMIM8)	NA	-114	SMIM8								
SKNO1_2_637_R1_peak_14041	chr6	137389116	137389500	+	1045	NA	Intergenic	NA	-36153	LOC102723633								
SKNO1_2_637_R1_peak_4838	chr14	69625365	69625864	+	1044	NA	intron (KIAA0247, intron 1 of 5)	NA	14021	KIAA0247								
SKNO1_2_637_R1_peak_14359	chr7	25895334	25895722	+	1042	NA	Intergenic	NA	54415	MIR148A								
SKNO1_2_637_R1_peak_11483	chr3	128483084	128483513	+	1042	NA	intron (GATA2, intron 4 of 5)	NA	-5895	RP11-475N22.4								
SKNO1_2_637_R1_peak_4215	chr13	20566810	20567342	+	1041	NA	promoter-TSS (IFT88)	NA	630	IFT88								
SKNO1_2_637_R1_peak_14206	chr7	604246	604884	+	1041	NA	intron (AC147651.4, intron 1 of 1)	NA	1720	AC147651.4								
SKNO1_2_637_R1_peak_11766	chr3	185937877	185938439	+	1041	NA	promoter-TSS (TRA2B)	NA	-1558	TRA2B								
SKNO1_2_637_R1_peak_9432	chr2	190881662	190882256	+	1041	NA	intron (GLS, intron 1 of 8)	NA	1138	GLS								
SKNO1_2_637_R1_peak_6877	chr17	67366155	67366757	+	1039	NA	exon (PSMD12, exon 1 of 10)	NA	149	PSMD12								
SKNO1_2_637_R1_peak_6003	chr16	57689726	57690264	+	1036	NA	TTS (GPR97)	NA	-4806	CCDC135								
