GENE,MV411-DMSO_coculture_12h,MV411-VHL_coculture_12h,MV411-MYB-dTAG-DMSO_coculture_12h,MV411-MYB-dTAG-VHL_coculture_12h
PLAGL2,742.0,910.0,1085.0,627.0
PLAT,15.0,11.0,9.5,15.0
PLAU,408.0,406.0,400.0,192.0
PLAUR,289.0,336.0,430.0,547.0
PLCB2,265.0,307.0,268.5,429.0
PLCB3,58.0,60.0,67.5,76.0
PLCB4,6.0,7.0,27.5,11.0
PLCD1,49.0,54.0,43.0,44.0
PLCG1,55.0,68.0,49.0,42.0
PLCG2,436.0,449.0,556.5,818.0
PLD1,411.0,437.0,304.0,260.0
PLD2,16.0,17.0,15.0,22.0
PLEC,85.0,86.0,142.0,285.0
PLEK,7640.0,8522.0,8654.5,5869.0
PLGLB2,46.0,70.0,74.5,90.0
PLGLB1,46.0,70.0,74.5,90.0
SERPINF2,22.0,15.0,6.5,16.0
PLIN1,1.0,1.0,2.5,3.0
PLK1,166.0,176.0,151.0,189.0
PLOD1,420.0,413.0,469.5,542.0
PLP1,0.0,1.0,0.5,16.0
PLP2,2324.0,2427.0,2759.5,3823.0
PLRG1,1431.0,1457.0,1577.0,1582.0
PLS1,48.0,51.0,97.5,93.0
PLSCR1,211.0,194.0,238.5,355.0
PLTP,143.0,124.0,101.5,91.0
PLXNA1,77.0,82.0,91.5,58.0
PLXNB1,8.0,6.0,20.5,11.0
PMAIP1,1131.0,1284.0,1215.5,1428.0
PMCH,572.0,567.0,556.5,451.0
PNOC,6.0,8.0,12.5,10.0
PML,158.0,159.0,161.5,157.0
PMM1,59.0,64.0,53.5,61.0
PMM2,580.0,610.0,602.5,480.0
PMP22,806.0,932.0,562.5,1633.0
PMS1,192.0,152.0,167.0,118.0
5379,1249.0,1276.0,1461.0,1074.0
5380,43.0,42.0,73.0,35.0
PMS2P4,75.0,81.0,95.0,96.0
PMS2P3,119.0,129.0,139.0,166.0
EXOSC9,1343.0,1189.0,1122.5,1190.0
EXOSC10,102.0,101.0,103.0,91.0
PMS2,1021.0,1317.0,1316.5,1067.0
PNN,2618.0,2289.0,2380.0,2041.0
UBL3,2067.0,2036.0,2083.5,1965.0
SEPTIN5,12.0,12.0,4.5,2.0
SEPTIN4,0.0,3.0,0.5,2.0
PODXL,287.0,309.0,151.0,135.0
POLA1,1357.0,1397.0,1378.5,1307.0
POLB,154.0,164.0,186.0,188.0
POLD1,18.0,21.0,24.0,22.0
POLD2,98.0,87.0,77.0,58.0
POLE,424.0,455.0,516.5,508.0
POLE2,25.0,21.0,29.5,22.0
POLG,1011.0,992.0,1087.5,1165.0
POLH,796.0,1000.0,956.0,1122.0
POLR2A,149.0,138.0,147.5,114.0
POLR2B,623.0,464.0,569.0,396.0
POLR2C,2035.0,1870.0,1923.0,1835.0
POLR2D,2001.0,1961.0,2111.5,1523.0
POLR2E,1837.0,1794.0,1568.5,1576.0
POLR2F,262.0,243.0,228.0,207.0
POLR2G,445.0,465.0,444.0,441.0
POLR2H,963.0,882.0,804.0,662.0
POLR2I,112.0,112.0,96.0,83.0
POLR2J,727.0,751.0,662.5,687.0
POLR2K,4206.0,4006.0,4378.0,3811.0
POLR2L,535.0,548.0,580.0,542.0
POLRMT,6.0,6.0,6.0,3.0
PON2,76.0,82.0,186.5,123.0
POR,37.0,38.0,29.5,27.0
POU2F1,1409.0,1439.0,1489.5,1253.0
POU2F2,657.0,688.0,610.5,1099.0
POU3F1,0.0,0.0,0.0,1.0
POU3F2,0.0,0.0,0.5,1.0
POU5F1,2.0,3.0,4.0,3.0
POU6F1,42.0,40.0,40.5,41.0
PPA1,4123.0,3003.0,3444.5,2276.0
PPARA,215.0,277.0,401.5,278.0
PPARD,124.0,186.0,128.5,255.0
MED1,3348.0,3825.0,3687.5,3317.0
PPAT,4493.0,3895.0,3630.5,2437.0
CTSA,212.0,210.0,169.5,164.0
PPIA,16733.0,16787.0,15722.5,14261.0
PPIB,6445.0,6633.0,5649.0,5267.0
PPID,893.0,817.0,877.5,775.0
PPM1A,1954.0,1883.0,2049.5,1710.0
PPM1B,1207.0,1142.0,1206.0,1310.0
PPM1G,1231.0,1237.0,1321.0,991.0
PPOX,10.0,9.0,8.5,6.0
PPP1CA,1546.0,1592.0,1617.0,1595.0
PPP1CB,13600.0,12929.0,13020.5,14111.0
PPP1CC,17892.0,16973.0,15096.0,13841.0
PPP1R2,2040.0,1866.0,2048.0,1913.0
PPP1R3A,0.0,17.0,321.5,238.0
PPP1R3D,135.0,167.0,159.5,141.0
PPP1R7,407.0,427.0,407.0,374.0
PPP1R8,2858.0,2739.0,2707.5,2789.0
PPP1R10,619.0,811.0,881.5,877.0
PPP2CA,6729.0,7164.0,6842.0,7382.0
PPP2CB,769.0,746.0,746.5,832.0
PPP2R1A,1162.0,1217.0,1382.5,1326.0
PPP2R1B,2188.0,2154.0,2406.0,1815.0
PPP2R2A,2352.0,2243.0,2367.0,2299.0
PPP2R2B,4.0,1.0,0.0,1.0
PPP2R2C,3.0,3.0,0.0,1.0
PPP2R3A,21.0,22.0,20.5,13.0
PTPA,928.0,1077.0,925.0,1156.0
PPP2R5A,1805.0,1796.0,1611.5,1936.0
PPP2R5B,18.0,17.0,15.5,26.0
PPP2R5C,3401.0,3287.0,3190.5,3721.0
PPP2R5D,1135.0,1277.0,1304.0,1375.0
PPP2R5E,2650.0,2842.0,2870.0,2837.0
PPP3CA,2212.0,2135.0,2312.5,2622.0
PPP4C,332.0,355.0,347.5,328.0
PPP3CB,1597.0,1713.0,1636.5,1968.0
PPP3CC,191.0,162.0,218.0,240.0
PPP3R1,5024.0,4896.0,4670.0,4185.0
PPP5C,373.0,406.0,413.5,382.0
PPP6C,3984.0,4066.0,4214.5,4654.0
PPT1,13682.0,13824.0,12515.5,11853.0
PRCC,407.0,459.0,597.0,534.0
PRCP,632.0,691.0,589.5,659.0
PREP,659.0,637.0,681.0,585.0
PRF1,1.0,5.0,2.5,11.0
SRGN,40518.0,31427.0,37544.0,15163.0
PRH1,136.0,174.0,176.5,177.0
PRH2,7.0,6.0,13.0,9.0
PRIM1,399.0,381.0,419.5,398.0
PRIM2,738.0,780.0,880.0,879.0
PRKAA1,2439.0,2317.0,2059.5,1755.0
PRKAB1,346.0,398.0,458.0,424.0
PRKAB2,862.0,945.0,913.5,838.0
PRKACA,522.0,634.0,682.5,706.0
PRKACB,2035.0,2172.0,1825.5,1936.0
PKIB,4265.0,4261.0,819.5,5695.0
PRKAG1,1887.0,1761.0,1412.5,1482.0
PRKAR1A,9166.0,8813.0,8858.5,9322.0
PRKAR1B,129.0,117.0,146.5,102.0
PRKAR2A,3923.0,3662.0,3427.0,4014.0
PRKAR2B,355.0,342.0,381.5,608.0
PRKCA,508.0,513.0,323.5,419.0
PRKCB,2601.0,2686.0,1930.0,2049.0
PRKCD,382.0,403.0,366.0,488.0
PRKCE,93.0,102.0,110.5,97.0
PRKCI,1746.0,1813.0,1761.0,1446.0
PKN1,20.0,29.0,22.5,26.0
PKN2,1165.0,1194.0,1109.0,1008.0
PRKCQ,287.0,301.0,317.5,307.0
PRKCSH,367.0,433.0,377.5,348.0
PRKCZ,36.0,29.0,21.0,16.0
PRKDC,6244.0,6428.0,7230.5,6170.0
MAPK1,5026.0,5472.0,5552.5,5699.0
MAPK3,171.0,203.0,161.0,219.0
MAPK6,2953.0,2769.0,2200.0,2428.0
MAPK7,6.0,6.0,6.0,10.0
MAPK8,1388.0,1532.0,1557.0,1261.0
MAPK11,241.0,239.0,231.5,268.0
MAPK9,1757.0,1934.0,1925.0,1945.0
MAPK13,24.0,25.0,19.5,20.0
MAP2K1,971.0,957.0,1002.5,1254.0
MAP2K2,407.0,461.0,369.5,380.0
MAP2K3,211.0,220.0,299.5,320.0
MAP2K5,66.0,77.0,74.5,88.0
MAP2K6,100.0,83.0,0.0,3.0
MAP2K7,704.0,805.0,666.0,707.0
EIF2AK2,191.0,245.0,229.0,317.0
DNAJC3,4746.0,4916.0,4191.0,3803.0
THAP12,7029.0,6857.0,6454.5,5591.0
PRKX,1407.0,1479.0,1086.0,1024.0
PRKY,485.0,586.0,1103.0,891.0
PRL,0.0,1.0,4.0,2.0
PRLR,1.0,0.0,11.5,0.0
PRNP,973.0,895.0,373.0,294.0
PROS1,336.0,353.0,401.0,691.0
PROX1,0.0,1.0,0.0,0.0
PRPS1,2140.0,2000.0,2148.0,1628.0
PRPS2,2940.0,2914.0,2727.5,2323.0
PRPSAP1,575.0,598.0,580.5,727.0
PRPSAP2,737.0,710.0,685.0,627.0
PRRG1,648.0,650.0,559.5,535.0
PRRG2,17.0,19.0,19.0,17.0
LGMN,11.0,16.0,6.5,6.0
KLK10,0.0,0.0,2.0,6.0
PRTN3,2207.0,1929.0,1008.0,358.0
PSAP,809.0,810.0,649.5,1052.0
PSEN1,3132.0,3591.0,3563.5,3524.0
PSEN2,0.0,0.0,5.5,2.0
PSKH1,206.0,216.0,187.5,203.0
PSMA1,5102.0,5089.0,6285.0,6746.0
PSMA2,3138.0,2862.0,3022.5,2693.0
PSMA3,1456.0,1443.0,2062.0,2109.0
PSMA4,5575.0,5636.0,6659.0,6016.0
PSMA5,1655.0,1439.0,1606.5,1319.0
PSMA6,1425.0,1292.0,1898.5,1186.0
PSMA7,2117.0,1874.0,2113.5,1878.0
PSMB1,1233.0,1197.0,1173.0,1170.0
PSMB2,3610.0,3849.0,4033.0,4019.0
PSMB3,627.0,648.0,692.5,574.0
PSMB4,638.0,567.0,567.5,558.0
PSMB5,2031.0,1933.0,1744.5,1549.0
PSMB6,660.0,673.0,638.5,663.0
PSMB7,1551.0,1497.0,1469.0,1265.0
PSMB8,865.0,842.0,689.5,691.0
PSMB9,88.0,82.0,91.0,102.0
PSMB10,270.0,296.0,277.5,260.0
PSMC1,526.0,551.0,597.5,503.0
PSMC2,1453.0,1430.0,1481.0,1443.0
PSMC3,352.0,361.0,368.0,326.0
PSMC4,628.0,715.0,788.5,690.0
PSMC5,291.0,283.0,284.5,248.0
PSMC6,1501.0,1325.0,1343.5,1213.0
PSMD1,1165.0,1082.0,1171.0,998.0
PSMD2,447.0,451.0,533.0,483.0
PSMD3,443.0,506.0,428.0,406.0
PSMD4,688.0,819.0,754.0,736.0
PSMD5,2407.0,2319.0,1014.0,1149.0
PSMD7,2420.0,2225.0,2268.0,2107.0
PSMD8,1640.0,1660.0,1622.5,1485.0
PSMD9,802.0,811.0,782.5,802.0
PSMD10,2324.0,2162.0,2305.5,1996.0
PSMD11,2072.0,2098.0,2499.5,2233.0
PSMD12,2263.0,2011.0,2160.5,1599.0
PSMD13,1376.0,1337.0,1277.0,1220.0
PSME1,1034.0,1133.0,1251.0,1081.0
PSME2,293.0,300.0,431.0,351.0
PSPH,841.0,805.0,862.0,671.0
PTAFR,124.0,155.0,36.5,178.0
PTBP1,5962.0,5745.0,6002.0,4630.0
PTCH1,83.0,86.0,106.0,60.0
PTEN,9011.0,8803.0,11415.5,8986.0
PTGDS,0.0,3.0,0.5,4.0
PTGER2,98.0,76.0,31.5,8.0
PTGER4,391.0,425.0,359.0,359.0
PTGFR,3.0,3.0,2.0,8.0
PTGFRN,492.0,615.0,468.0,623.0
PTGIR,80.0,90.0,47.5,63.0
PTGIS,0.0,1.0,2.0,2.0
PTGS1,421.0,429.0,277.5,470.0
PTGS2,10.0,8.0,12.5,20.0
PTK2,1190.0,1063.0,183.5,287.0
PTK6,14.0,14.0,20.0,39.0
TWF1,1477.0,1499.0,1490.5,1301.0
PTMA,100721.0,99689.0,114584.5,77195.0
PTMS,40.0,56.0,51.0,100.0
QSOX1,253.0,292.0,283.0,244.0
PTPN1,780.0,943.0,874.5,912.0
PTPN2,1016.0,949.0,607.5,602.0
PTPN3,479.0,572.0,526.5,345.0
PTPN4,122.0,126.0,127.0,122.0
PTPN6,1318.0,1314.0,1209.5,1500.0
PTPN7,3876.0,4398.0,5340.5,3074.0
PTPN9,786.0,993.0,1261.0,1187.0
PTPN11,13509.0,13864.0,13042.5,11478.0
PTPN12,709.0,621.0,438.0,547.0
PTPN14,120.0,186.0,494.0,706.0
PTPRA,716.0,709.0,805.5,828.0
PTPRB,92.0,144.0,169.0,198.0
PTPRC,2421.0,2452.0,1405.5,2456.0
PTPRE,522.0,617.0,691.5,602.0
PTPRG,10.0,10.0,14.0,11.0
PTPRH,11.0,15.0,10.0,16.0
PTPRJ,652.0,746.0,635.5,861.0
PTPRN2,192.0,247.0,447.5,457.0
PTPRO,100.0,124.0,54.0,233.0
PTPRR,2.0,2.0,2.0,4.0
PTPRS,1.0,0.0,0.0,0.0
PTS,320.0,321.0,272.0,393.0
PTX3,9.0,12.0,1.5,7.0
RAD1,4785.0,4455.0,4371.5,3273.0
PURA,1356.0,1230.0,1181.0,1102.0
PURB,2001.0,2080.0,1937.5,1985.0
PVR,741.0,899.0,951.5,771.0
NECTIN1,169.0,185.0,245.0,139.0
NECTIN2,263.0,271.0,229.0,186.0
5820,1443.0,1513.0,634.0,483.0
PWP2,123.0,107.0,106.5,58.0
PEX19,2468.0,3000.0,2997.5,2458.0
ABCD3,2192.0,2266.0,2397.0,2328.0
ABCD4,578.0,611.0,651.5,580.0
PXMP2,366.0,423.0,342.5,422.0
PEX2,1434.0,1269.0,1422.0,1466.0
PXN,137.0,143.0,79.5,76.0
PEX5,413.0,393.0,368.5,284.0
PYCR1,1085.0,1087.0,919.5,508.0
ALDH18A1,2399.0,2193.0,2560.5,1553.0
PCYT2,256.0,278.0,194.5,146.0
PYGB,517.0,558.0,585.0,544.0
PYGL,1148.0,961.0,1082.0,508.0
PYGM,1.0,1.0,0.5,1.0
QARS1,6373.0,8124.0,7224.5,6625.0
QDPR,542.0,455.0,504.5,365.0
RAB1A,4008.0,3889.0,3677.5,3577.0
RAB2A,4155.0,3823.0,3552.5,3455.0
RGL2,149.0,165.0,162.0,159.0
RAB3A,45.0,33.0,26.0,24.0
RAB3B,15.0,14.0,24.5,17.0
RAB3IL1,21.0,22.0,7.5,3.0
RAB4A,2468.0,2502.0,2222.0,2301.0
RAB5A,2072.0,2100.0,2134.0,2038.0
RAB5B,1906.0,2359.0,2606.0,2718.0
RAB6A,4682.0,4992.0,4911.5,4998.0
MAP4K2,76.0,87.0,73.0,86.0
RAB13,5.0,5.0,4.0,5.0
RAB27A,5330.0,4776.0,4509.0,3237.0
RAB27B,50.0,63.0,81.5,238.0
RABGGTA,9.0,14.0,13.0,10.0
RABGGTB,777.0,692.0,597.0,524.0
RABIF,769.0,929.0,1030.5,905.0
RAB5C,1932.0,2244.0,2044.0,2170.0
RAC1,7097.0,7271.0,7213.0,8074.0
RAC2,2371.0,2415.0,3089.0,3262.0
RAC3,80.0,72.0,53.5,44.0
RAD9A,1074.0,1039.0,1056.5,1001.0
RAD17,756.0,716.0,712.5,627.0
RAD21,41910.0,38098.0,28390.0,30443.0
RAD23A,2119.0,2135.0,2020.5,1707.0
RAD23B,6391.0,5922.0,5660.0,5169.0
RAD51,706.0,633.0,714.5,652.0
RAD51C,368.0,328.0,269.5,251.0
RAD51B,167.0,171.0,167.0,167.0
MOK,32.0,37.0,31.0,25.0
RAD51D,469.0,589.0,635.0,471.0
RAD52,531.0,599.0,538.0,472.0
RAF1,1433.0,1429.0,1519.0,1478.0
RAG1,4.0,13.0,12.0,22.0
RALA,2539.0,2480.0,2553.5,2354.0
RALB,2305.0,2346.0,2308.0,2569.0
RALGDS,164.0,210.0,242.0,209.0
RAN,14786.0,13475.0,14414.0,12771.0
RANBP1,4113.0,4391.0,4697.5,3887.0
RANBP2,1301.0,1232.0,1154.0,1029.0
RANGAP1,669.0,639.0,633.5,526.0
RAP1A,3286.0,2995.0,2424.0,2923.0
RAP1B,3862.0,3939.0,3297.5,3881.0
RAP1GAP,116.0,137.0,84.0,67.0
RAP1GDS1,2847.0,2587.0,2403.5,2467.0
RAP2A,3113.0,3095.0,2983.0,5848.0
RAP2B,867.0,928.0,869.5,1021.0
RARA,233.0,264.0,288.5,388.0
RARB,34.0,34.0,42.5,23.0
RARG,44.0,43.0,30.0,53.0
RARS1,412.0,422.0,456.5,307.0
RARRES1,1.0,1.0,1.0,0.0
PLAAT4,18.0,19.0,16.5,20.0
RASA1,447.0,392.0,417.0,420.0
RASA2,875.0,801.0,924.0,840.0
RASGRF1,71.0,70.0,60.0,91.0
RASGRF2,5.0,7.0,7.0,4.0
RB1,5472.0,5390.0,6770.5,7751.0
ARID4A,748.0,719.0,693.0,719.0
KDM5A,1639.0,1774.0,1946.5,1945.0
RBBP4,12542.0,12851.0,15617.5,14213.0
RBBP5,1224.0,1307.0,1384.0,1271.0
RBBP6,754.0,737.0,733.5,682.0
RBBP7,3104.0,2903.0,2957.0,3122.0
RBBP8,325.0,336.0,429.5,371.0
RBL1,1837.0,1909.0,1953.0,1979.0
RBL2,2648.0,2495.0,2681.0,2720.0
RBM3,22155.0,22776.0,20468.5,21464.0
RBM4,1509.0,1664.0,1756.5,1955.0
RBMS1,1112.0,1178.0,1313.0,1716.0
RBMS2,366.0,414.0,460.5,498.0
RCN1,2577.0,2541.0,1601.0,1367.0
RCN2,1352.0,1138.0,1197.0,1003.0
RDH5,5.0,4.0,3.5,9.0
PRPH2,1.0,1.0,0.5,4.0
RDX,2198.0,2180.0,1925.5,1810.0
RECQL,3043.0,3305.0,3151.5,3886.0
REL,306.0,466.0,548.0,476.0
RELA,267.0,309.0,310.5,279.0
RELB,40.0,37.0,31.5,24.0
UPF1,442.0,480.0,532.0,533.0
DPF2,518.0,629.0,657.0,616.0
REST,2270.0,2212.0,2184.5,1805.0
RET,4.0,3.0,4.0,6.0
REV3L,338.0,338.0,343.5,321.0
RFC1,2437.0,2431.0,2257.5,2303.0
RFC2,942.0,993.0,1027.0,842.0
RFC3,4636.0,4735.0,5613.0,5121.0
RFC4,324.0,341.0,318.0,289.0
RFC5,2069.0,1966.0,2179.5,2156.0
RFNG,59.0,64.0,74.5,79.0
TRIM27,1159.0,1241.0,1301.5,1112.0
RFX1,38.0,35.0,42.5,46.0
RFX2,128.0,134.0,137.0,107.0
RFX3,314.0,322.0,387.5,324.0
RFX4,0.0,0.0,0.0,0.0
RFX5,2054.0,2046.0,2020.0,1415.0
RFXAP,1003.0,993.0,1208.5,1080.0
RGS1,18.0,21.0,12.5,68.0
RGS2,33.0,34.0,16.0,45.0
RGS3,4.0,10.0,2.0,5.0
RGS10,1175.0,1067.0,996.5,994.0
RGS12,20.0,26.0,27.0,30.0
RGS13,0.0,0.0,0.0,14.0
RGS16,386.0,314.0,407.0,414.0
RHCE,155.0,141.0,132.0,111.0
RHEB,1435.0,1432.0,1243.0,1177.0
RHO,0.0,1.0,0.0,0.0
RING1,298.0,319.0,318.0,348.0
RIT1,652.0,691.0,723.5,1079.0
RLF,224.0,213.0,192.0,243.0
RMRP,26.0,29.0,20.5,21.0
RN7SL1,329.0,338.0,360.0,396.0
RNASE2,1594.0,1710.0,1295.5,841.0
RNASE3,151.0,153.0,191.0,139.0
RNASE4,31.0,22.0,28.0,39.0
RNASE6,438.0,426.0,582.0,814.0
RNASEL,494.0,532.0,563.0,840.0
6043,41.0,49.0,51.0,59.0
6044,80.0,73.0,73.5,67.0
RNF2,913.0,954.0,871.0,896.0
BRD2,468.0,507.0,512.0,648.0
RNF4,2030.0,2362.0,2720.0,2385.0
RNF5,971.0,971.0,980.5,991.0
RNF6,1796.0,1714.0,1720.0,1553.0
RNH1,543.0,565.0,557.0,341.0
RNPEP,586.0,554.0,615.5,586.0
ABCE1,15108.0,13749.0,13709.0,10459.0
RNU1-4,27.0,22.0,17.0,23.0
RNU2-1,87.0,95.0,70.0,81.0
SNORD15A,21.0,18.0,23.5,19.0
6080,29.0,26.0,30.0,37.0
SNORD20,7.0,9.0,13.5,13.0
SNORD21,25.0,16.0,16.0,19.0
RNY1,9.0,7.0,4.5,8.0
RNY4,1.0,4.0,0.5,0.0
ROBO1,7.0,10.0,7.5,10.0
ROCK1,2396.0,2401.0,2411.0,2607.0
ROM1,19.0,22.0,11.0,17.0
RORA,1.0,6.0,5.0,3.0
RORB,0.0,0.0,6.0,2.0
ROS1,0.0,0.0,0.0,0.0
RP9,258.0,259.0,230.5,207.0
RP2,1858.0,1860.0,1929.0,1952.0
RPGR,37.0,40.0,43.5,36.0
RPA1,3647.0,3681.0,4015.5,4067.0
RPA2,2226.0,2229.0,2163.0,2238.0
RPA3,1068.0,894.0,868.5,875.0
RPE,6391.0,5938.0,5891.0,4651.0
RPL3,37.0,36.0,31.5,25.0
RPL4,10197.0,9249.0,8842.5,7361.0
RPL5,5873.0,5898.0,5709.5,4658.0
RPL6,1333.0,1482.0,1111.0,1070.0
RPL7,502.0,470.0,453.0,442.0
RPL7A,3144.0,3103.0,3250.5,2919.0
RPL8,2138.0,2173.0,3673.5,3079.0
RPL9,1181.0,1073.0,1009.0,800.0
RPL10,12162.0,13310.0,11838.5,11488.0
RPL11,1047.0,928.0,1085.5,870.0
RPL12,416.0,377.0,357.0,346.0
RPL13,9042.0,8640.0,7569.5,6608.0
RPL15,40502.0,42211.0,36219.0,36101.0
RPL17,282.0,263.0,203.5,169.0
RPL18,40993.0,37845.0,33702.5,30419.0
RPL18A,630.0,623.0,462.5,365.0
RPL19,7994.0,8218.0,8703.0,8359.0
RPL21,3506.0,3890.0,4312.5,4589.0
RPL22,16820.0,16171.0,14579.5,14069.0
RPL23A,2140.0,2255.0,2074.0,1897.0
MRPL23,176.0,198.0,155.0,125.0
RPL24,985.0,914.0,1154.5,926.0
RPL26,8015.0,8023.0,8371.0,7126.0
RPL27,1986.0,2181.0,2083.0,1781.0
RPL30,6736.0,7189.0,6540.0,6282.0
RPL27A,13721.0,13900.0,12537.0,11696.0
RPL28,4003.0,4129.0,3343.5,3505.0
RPL29,8091.0,7985.0,7289.5,6465.0
RPL31,4316.0,4086.0,3311.5,3285.0
RPL32,6357.0,6776.0,6124.5,5476.0
RPL34,6262.0,6673.0,6148.5,5153.0
RPL35A,3288.0,3404.0,3381.5,2781.0
RPL36AL,3306.0,3072.0,3043.0,2589.0
RPL37,3234.0,3314.0,2530.0,2553.0
RPL37A,7768.0,8086.0,8293.5,7620.0
RPL38,3003.0,3121.0,3096.5,2443.0
RPL39,3847.0,3937.0,4191.5,3871.0
RPL41,3879.0,3903.0,2964.5,2938.0
RPL36A,788.0,695.0,839.0,900.0
RPLP0,3635.0,3576.0,3412.0,3241.0
RPLP1,2703.0,2768.0,2799.5,2749.0
RPLP2,3316.0,3306.0,3266.5,2943.0
MRPL12,973.0,858.0,841.0,576.0
MRPS12,951.0,839.0,775.0,554.0
RPN1,3338.0,3114.0,3079.5,2619.0
RPN2,2688.0,2735.0,2807.0,2747.0
RPS2,4314.0,4397.0,4046.5,3713.0
RPS3,6257.0,6041.0,5661.5,5339.0
RPS3A,18291.0,17927.0,17117.0,15937.0
RPS4X,6858.0,6401.0,6911.5,5907.0
RPS4Y1,909.0,979.0,1713.0,1490.0
RPS5,4926.0,5556.0,5106.0,4337.0
RPS6,8750.0,8881.0,8138.0,6812.0
RPS6KA1,1616.0,1605.0,1692.0,1938.0
RPS6KA2,64.0,103.0,57.0,149.0
RPS6KA3,4037.0,4437.0,4271.5,5702.0
RPS6KB1,2369.0,2421.0,2284.5,1843.0
RPS6KB2,60.0,65.0,73.0,68.0
RPS7,639.0,555.0,549.0,427.0
RPS8,5527.0,5737.0,5631.5,5203.0
RPS9,3361.0,3551.0,3223.0,3268.0
RPS10,792.0,797.0,720.5,642.0
RPS11,7415.0,7677.0,6851.5,6440.0
RPS12,2034.0,2244.0,1659.5,1415.0
RPS13,336.0,345.0,294.0,282.0
RPS14,2119.0,2345.0,2245.5,2216.0
RPS15,2859.0,3213.0,3506.0,3118.0
RPS15A,2206.0,2036.0,2212.0,2095.0
RPS16,7376.0,7714.0,7140.0,6911.0
RPS17,59476.0,63296.0,54483.0,53698.0
RPS18,898.0,799.0,754.0,699.0
RPS19,728.0,817.0,639.5,611.0
RPS20,6072.0,6073.0,5079.5,4757.0
RPS21,2859.0,2914.0,3063.0,2625.0
RPS23,10596.0,10997.0,12391.5,11705.0
RPS24,4647.0,4716.0,4742.5,4057.0
RPS25,51.0,57.0,62.5,55.0
RPS26,105.0,114.0,90.5,100.0
RPS27,305.0,313.0,299.5,259.0
RPS27A,7071.0,6269.0,6370.0,5523.0
RPS28,2299.0,2450.0,1439.0,1372.0
RPS29,10266.0,9718.0,8750.5,7608.0
RRAS,48.0,51.0,38.5,79.0
RRBP1,143.0,184.0,226.0,168.0
RREB1,699.0,725.0,981.0,726.0
RRM1,4688.0,4411.0,4855.5,5215.0
RRM2,6256.0,6362.0,7758.5,7530.0
RTKN,52.0,59.0,50.0,58.0
RS1,11.0,16.0,17.0,15.0
RSC1A1,49.0,63.0,68.5,54.0
CLIP1,435.0,477.0,517.5,661.0
RSU1,2857.0,3068.0,2839.0,2436.0
RTN2,57.0,61.0,51.5,75.0
RXRA,1245.0,1158.0,1117.0,1242.0
RXRB,486.0,545.0,490.5,512.0
RYK,495.0,470.0,123.5,150.0
RYR2,27.0,28.0,0.5,1.0
RYR3,53.0,53.0,54.5,37.0
S100A1,9.0,13.0,5.5,16.0
SORT1,95.0,133.0,55.0,172.0
S100A2,2.0,3.0,1.5,7.0
S100A3,1.0,2.0,0.0,5.0
S100A4,2520.0,2813.0,3020.5,4697.0
S100A5,0.0,0.0,0.5,3.0
S100A6,443.0,523.0,600.0,1048.0
S100A8,3.0,6.0,6.0,8.0
S100A9,4.0,3.0,3.5,1.0
S100A10,822.0,863.0,982.0,1379.0
S100A11,781.0,931.0,974.5,1232.0
S100A13,7.0,5.0,9.0,11.0
S100B,30.0,41.0,21.5,67.0
S100P,14.0,12.0,3.5,2.0
VPS52,253.0,261.0,237.5,250.0
SAFB,199.0,216.0,183.0,151.0
SAG,0.0,2.0,0.0,1.0
ACSM3,532.0,456.0,477.5,340.0
MAPK12,259.0,218.0,222.0,157.0
SARS1,628.0,645.0,569.0,555.0
TSPAN31,849.0,896.0,859.0,1106.0
SAT1,579.0,518.0,585.5,952.0
SATB1,4618.0,4406.0,4797.0,5482.0
SBF1,180.0,212.0,245.0,298.0
MSMO1,2415.0,2430.0,1673.5,1318.0
SC5D,1763.0,1929.0,1188.0,1004.0
ATXN1,395.0,426.0,403.5,467.0
ATXN2,697.0,844.0,1005.0,744.0
ATXN7,621.0,649.0,663.0,628.0
SCD,19943.0,21864.0,13182.0,8544.0
CLEC11A,684.0,649.0,1132.5,402.0
SCML1,307.0,325.0,348.0,236.0
SCN1B,1.0,3.0,2.0,4.0
SCN4A,3.0,4.0,2.0,0.0
SCN4B,3.0,5.0,2.0,3.0
SCN7A,6.0,8.0,0.0,0.0
SCN9A,0.0,0.0,0.0,2.0
SCNN1D,6.0,2.0,4.5,5.0
SCO1,2109.0,2070.0,2011.0,1427.0
SCP2,5468.0,6082.0,6150.0,6218.0
SRL,2.0,5.0,5.0,2.0
CCL2,22.0,73.0,32.5,784.0
CCL3,215.0,170.0,70.5,253.0
CCL3L3,364.0,282.0,120.5,416.0
CCL4,9.0,10.0,3.0,41.0
CCL5,2095.0,1753.0,612.5,829.0
CCL20,5.0,3.0,5.5,3.0
CCL23,107.0,108.0,120.5,104.0
CCL24,4.0,5.0,1.5,6.0
CCL25,3.0,3.0,3.5,6.0
CXCL11,5.0,8.0,1.5,3.0
SDC2,3383.0,3307.0,1529.5,5412.0
SDCBP,4536.0,4162.0,4316.0,5576.0
SDF2,1491.0,1600.0,1563.0,1706.0
SDHA,1126.0,1081.0,1193.5,948.0
SDHB,627.0,576.0,571.5,518.0
SDHC,2628.0,2534.0,2522.5,2740.0
SDHD,9873.0,8912.0,8874.5,9025.0
SEC13,767.0,713.0,744.0,658.0
