GENE,MV411-DMSO_coculture_12h,MV411-VHL_coculture_12h,MV411-MYB-dTAG-DMSO_coculture_12h,MV411-MYB-dTAG-VHL_coculture_12h
ADH5,16.0,23.0,19.0,26.0
ADK,11.0,19.0,16.0,18.0
ADM,0.0,0.0,0.0,0.0
ADORA1,0.0,0.0,0.0,0.0
ADORA2A,2.0,0.0,2.0,6.0
ADORA2B,28.0,31.0,22.0,27.0
ADORA3,2.0,2.0,2.0,4.0
ADPRH,0.0,0.0,0.0,1.0
PARP1,21.0,17.0,24.0,29.0
PARP4,3.0,5.0,2.5,5.0
ADRA2C,0.0,0.0,0.0,0.0
ADRB1,1.0,0.0,1.5,0.0
ADRB2,18.0,17.0,15.0,19.0
GRK2,24.0,34.0,35.0,21.0
GRK3,32.0,45.0,48.0,40.0
ADSL,9.0,3.0,5.0,4.0
ADSS2,19.0,19.0,12.5,17.0
AP2A1,2.0,1.0,1.5,1.0
AP2A2,7.0,5.0,6.5,6.0
AP1B1,8.0,7.0,11.0,10.0
AP2B1,66.0,95.0,92.0,91.0
AP1G1,130.0,145.0,137.0,177.0
TLE5,5.0,3.0,0.0,0.0
AFG3L1P,43.0,51.0,56.0,76.0
AGA,9.0,14.0,19.0,20.0
AGER,9.0,13.0,8.5,9.0
AGL,9.0,11.0,7.0,16.0
JAG1,2.0,2.0,0.5,10.0
AGT,0.0,1.0,1.5,1.0
AHCY,41.0,38.0,54.0,34.0
AHR,50.0,51.0,62.5,111.0
AIF1,27.0,32.0,19.0,30.0
CRYBG1,15.0,24.0,21.0,26.0
AK1,0.0,0.0,0.0,0.0
AK2,218.0,204.0,233.5,218.0
AK4,1.0,3.0,5.5,9.0
AKT1,13.0,11.0,15.5,16.0
AKT2,16.0,23.0,23.5,21.0
ALAD,20.0,23.0,34.0,36.0
ALAS1,4.0,9.0,6.5,14.0
ALAS2,0.0,0.0,0.0,0.0
ALCAM,15.0,15.0,19.5,6.0
ABCD1,3.0,4.0,0.5,4.0
ALDH2,0.0,1.0,1.5,2.0
ALDH1B1,58.0,54.0,50.5,53.0
ALDH1A3,1.0,1.0,0.0,0.0
ALDH3B1,7.0,12.0,7.0,9.0
ALDH9A1,41.0,42.0,54.0,65.0
ALDH3A2,6.0,6.0,7.0,7.0
ABCD2,4.0,6.0,4.5,21.0
ALDOA,75.0,63.0,59.0,58.0
ALDOB,0.0,0.0,0.0,0.0
ALDOC,3.0,4.0,2.5,3.0
AKR1B1,8.0,5.0,3.5,7.0
ALOX12,0.0,0.0,0.0,0.0
ALOX5AP,7.0,10.0,18.0,112.0
ALOX15,0.0,0.0,0.0,0.0
ALX3,0.0,0.0,0.0,0.0
AMD1,480.0,405.0,415.0,411.0
AMFR,13.0,14.0,11.5,19.0
AMH,0.0,0.0,0.5,0.0
AMPD2,12.0,10.0,5.0,12.0
AMPD3,5.0,5.0,6.0,19.0
AMPH,0.0,0.0,0.0,0.0
BIN1,1.0,1.0,0.0,0.0
AMT,1.0,1.0,2.0,2.0
AMY1A,0.0,0.0,0.0,0.0
AMY1B,0.0,0.0,0.0,0.0
AMY1C,0.0,0.0,0.0,0.0
AMY2B,0.0,0.0,0.0,0.0
ANG,0.0,0.0,0.0,0.0
ANGPT1,0.0,1.0,0.0,0.0
ANGPT2,0.0,0.0,0.0,0.0
ANK2,6.0,11.0,9.5,6.0
ANK3,0.0,0.0,0.0,1.0
SLC25A4,0.0,0.0,0.0,0.0
SLC25A5,48.0,57.0,67.5,87.0
SLC25A6,85.0,87.0,95.5,99.0
ANXA1,16.0,14.0,10.0,34.0
ANXA2,14.0,12.0,16.0,21.0
303,0.0,0.0,0.5,0.0
ANXA4,5.0,6.0,6.0,7.0
ANXA5,9.0,6.0,4.5,12.0
ANXA6,4.0,2.0,0.0,0.0
ANXA7,7.0,8.0,9.5,6.0
ANXA11,10.0,15.0,10.5,13.0
AOAH,0.0,0.0,0.0,0.0
AOC2,0.0,0.0,0.0,0.0
AOX1,0.0,0.0,0.5,0.0
APAF1,37.0,39.0,50.5,53.0
NUDT2,7.0,3.0,5.0,8.0
APBA1,16.0,18.0,26.0,14.0
APBA2,0.0,0.0,0.0,1.0
APBB1,1.0,0.0,0.0,0.0
APBB2,2.0,3.0,3.5,5.0
APC,29.0,32.0,26.0,29.0
APEH,3.0,5.0,2.5,7.0
APEX1,72.0,78.0,91.0,86.0
BIRC2,6.0,6.0,6.0,9.0
BIRC3,0.0,0.0,0.0,1.0
XIAP,39.0,47.0,53.0,72.0
BIRC5,64.0,56.0,59.5,102.0
APLP1,0.0,0.0,0.5,0.0
APLP2,51.0,53.0,42.5,27.0
APOA1,1.0,1.0,1.0,0.0
APOC1,0.0,0.0,0.0,0.0
APOC2,26.0,26.0,43.5,43.0
APOC4,0.0,0.0,0.0,0.0
APOD,0.0,0.0,0.0,0.0
APP,20.0,26.0,21.5,15.0
APRT,9.0,12.0,10.5,9.0
FAS,0.0,0.0,7.5,10.0
SHROOM2,0.0,0.0,0.0,2.0
AQP1,1.0,1.0,1.5,2.0
AQP3,0.0,1.0,3.0,2.0
AQP6,0.0,0.0,0.0,0.0
AR,0.0,0.0,0.0,2.0
ABCC6,0.0,0.0,0.0,0.0
ARAF,10.0,13.0,16.5,14.0
ARCN1,134.0,137.0,139.5,182.0
TRIM23,9.0,8.0,13.0,15.0
ARF1,127.0,123.0,129.0,158.0
ARF3,31.0,51.0,43.5,61.0
ARF4,87.0,88.0,86.0,96.0
ARL4D,1.0,1.0,0.0,0.0
ARF5,4.0,3.0,3.5,4.0
ARF6,296.0,280.0,320.0,414.0
ARG2,1.0,1.0,0.5,1.0
RHOA,235.0,232.0,229.5,305.0
RHOB,50.0,60.0,8.0,21.0
RHOC,2.0,2.0,1.5,3.0
RHOG,36.0,37.0,30.5,34.0
ARHGAP1,15.0,23.0,19.5,29.0
ARHGAP4,0.0,1.0,1.0,0.0
ARHGAP6,0.0,0.0,0.0,0.0
ARHGDIA,78.0,114.0,102.5,86.0
ARHGDIB,265.0,283.0,306.0,232.0
RHOH,7.0,10.0,24.0,33.0
ARL1,20.0,25.0,23.5,27.0
PHOX2A,0.0,0.0,0.0,0.0
ARL2,2.0,2.0,1.0,3.0
ARL3,3.0,4.0,5.5,12.0
ARNT,24.0,28.0,28.5,46.0
ARNTL,9.0,12.0,14.5,15.0
ARRB1,64.0,73.0,85.5,75.0
ARRB2,20.0,28.0,17.0,27.0
ARSA,2.0,1.0,2.0,3.0
ARSB,21.0,29.0,40.5,32.0
STS,4.0,9.0,26.5,15.0
ARSD,14.0,11.0,12.5,21.0
ARVCF,0.0,0.0,0.0,0.0
ASAH1,15.0,15.0,16.0,18.0
ASGR1,0.0,0.0,0.0,0.0
ASGR2,0.0,0.0,0.0,0.0
ASL,0.0,1.0,0.0,0.0
GET3,5.0,4.0,2.5,4.0
ASNS,3.0,4.0,2.5,1.0
ASPH,76.0,86.0,49.5,76.0
ASS1,15.0,14.0,12.5,6.0
ZFHX3,0.0,1.0,0.0,1.0
ATF1,34.0,35.0,26.5,30.0
ATF3,33.0,49.0,43.5,73.0
ATF4,175.0,140.0,135.0,149.0
ATIC,5.0,8.0,6.0,6.0
ATM,57.0,74.0,85.5,107.0
RERE,12.0,23.0,28.0,33.0
ATOX1,5.0,5.0,7.0,7.0
ATP1A1,16.0,20.0,12.5,17.0
ATP1A2,0.0,0.0,0.0,1.0
ATP1A3,0.0,0.0,0.0,0.0
ATP1B1,1.0,2.0,1.0,1.0
ATP1B3,52.0,45.0,44.5,58.0
FXYD2,0.0,0.0,0.0,0.0
ATP2A1,0.0,0.0,0.5,0.0
ATP2A2,104.0,129.0,139.5,173.0
ATP2A3,10.0,11.0,13.0,11.0
ATP2B1,51.0,49.0,50.0,68.0
ATP2B2,1.0,0.0,0.0,1.0
ATP2B3,0.0,1.0,3.0,0.0
ATP2B4,40.0,42.0,76.0,33.0
ATP5F1A,20.0,18.0,24.0,25.0
ATP5F1B,33.0,44.0,44.0,35.0
ATP5F1C,12.0,15.0,14.5,14.0
ATP5F1D,6.0,3.0,4.0,2.0
ATP5F1E,23.0,24.0,32.5,33.0
ATP5PB,50.0,35.0,36.5,52.0
ATP5MC1,2.0,3.0,2.5,2.0
ATP5MC2,19.0,20.0,21.5,19.0
ATP5MC3,80.0,88.0,97.0,103.0
ATP5ME,13.0,11.0,11.5,10.0
ATP5PF,11.0,11.0,7.5,10.0
ATP6V1A,30.0,34.0,41.0,42.0
ATP6V1B2,124.0,136.0,140.0,140.0
ATP6V0C,19.0,14.0,20.5,13.0
ATP6V1C1,70.0,91.0,87.5,107.0
ATP6V1E1,37.0,36.0,33.0,57.0
ATP6V0B,29.0,33.0,32.5,51.0
ATP6V1G2,0.0,1.0,2.5,2.0
ATP6V0A1,5.0,8.0,6.0,21.0
ATP6AP1,3.0,5.0,3.5,5.0
ATP7A,2.0,4.0,3.0,7.0
ATP5PO,6.0,9.0,7.5,12.0
ATP7B,1.0,1.0,0.5,2.0
ATR,1.0,1.0,2.0,4.0
ATRX,56.0,54.0,72.5,87.0
AUH,4.0,5.0,4.5,3.0
AUP1,156.0,193.0,163.5,171.0
AVPR2,0.0,0.0,0.0,0.0
AXL,1.0,3.0,0.5,3.0
AZU1,1.0,1.0,1.5,0.0
B2M,140.0,143.0,141.5,228.0
BAAT,0.0,0.0,0.0,0.0
BACH1,145.0,159.0,146.5,153.0
BAD,3.0,1.0,3.0,3.0
BAG1,73.0,60.0,59.5,46.0
ADGRB1,0.0,0.0,0.0,0.0
BAK1,16.0,17.0,15.5,23.0
NKX3-2,1.0,1.0,0.5,2.0
BARD1,84.0,80.0,105.5,124.0
BAX,6.0,7.0,7.0,4.0
BBS1,4.0,3.0,2.5,4.0
BBS2,3.0,5.0,2.0,4.0
BBS4,6.0,8.0,9.0,10.0
BCAT1,207.0,172.0,226.5,183.0
BCAT2,7.0,11.0,8.0,4.0
BCKDHA,1.0,3.0,5.5,3.0
BCKDHB,6.0,3.0,5.0,9.0
CCND1,0.0,0.0,0.0,0.0
BCL2,166.0,174.0,280.0,155.0
BCL2A1,1.0,2.0,0.0,3.0
BCL2L1,13.0,18.0,27.5,29.0
BCL2L2,25.0,41.0,32.5,36.0
BCL3,1.0,1.0,3.5,5.0
BCL6,0.0,0.0,0.0,2.0
BCL7A,63.0,64.0,104.0,98.0
BCL9,0.0,2.0,2.0,2.0
OPN1SW,0.0,0.0,0.0,0.0
BCR,5.0,3.0,1.5,0.0
BCS1L,0.0,1.0,0.5,0.0
BDH1,16.0,21.0,6.5,9.0
BDKRB2,0.0,0.0,0.0,0.0
BDNF,0.0,2.0,0.5,1.0
CFB,0.0,0.0,0.5,0.0
BFSP1,0.0,0.0,0.0,0.0
BGLAP,0.0,0.0,0.0,0.0
CEACAM1,0.0,0.0,0.0,0.0
BICD1,0.0,1.0,0.0,0.0
BID,87.0,89.0,96.5,81.0
BIK,1.0,1.0,4.0,1.0
PRDM1,6.0,9.0,15.5,103.0
BLM,5.0,11.0,15.0,12.0
BLMH,26.0,27.0,20.0,24.0
CXCR5,0.0,0.0,0.0,0.0
BLVRB,0.0,1.0,0.0,2.0
BMI1,33.0,26.0,43.5,51.0
BMP1,6.0,7.0,6.0,5.0
BMP2,0.0,0.0,0.0,0.0
BMP6,0.0,0.0,0.0,0.0
BMP8B,2.0,2.0,2.0,3.0
BMPR1A,25.0,20.0,23.5,34.0
BMPR1B,0.0,0.0,0.0,0.0
BMPR2,11.0,12.0,8.5,19.0
POLR3D,18.0,17.0,20.5,16.0
BNIP1,18.0,16.0,11.0,13.0
BNIP2,160.0,149.0,219.5,211.0
BNIP3,0.0,0.0,0.0,0.0
BNIP3L,52.0,55.0,49.5,99.0
BOK,0.0,0.0,0.0,0.0
DST,9.0,11.0,8.5,10.0
FOXL2,0.0,0.0,0.0,0.0
BPGM,7.0,8.0,13.0,16.0
BPHL,3.0,3.0,3.0,2.0
BRCA1,63.0,83.0,91.5,89.0
BRAF,0.0,0.0,0.0,0.0
BRCA2,31.0,51.0,50.0,46.0
ZFP36L1,11.0,15.0,55.0,142.0
ZFP36L2,609.0,586.0,862.5,615.0
BSG,26.0,24.0,25.0,29.0
BST1,0.0,0.0,0.0,0.0
BST2,1.0,2.0,3.0,5.0
BTD,1.0,4.0,1.0,3.0
KLF9,76.0,84.0,61.5,141.0
KLF5,3.0,4.0,4.0,3.0
BTF3,66.0,71.0,67.5,74.0
BTG1,78.0,75.0,88.0,74.0
BTK,14.0,15.0,16.0,17.0
BUB1,6.0,6.0,5.0,13.0
BUB1B,25.0,28.0,20.0,40.0
BYSL,34.0,38.0,38.5,32.0
TSPO,3.0,0.0,6.0,2.0
C1QBP,70.0,61.0,60.0,40.0
C1R,0.0,0.0,0.0,0.0
C1S,0.0,0.0,0.0,0.0
C2,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0
C3AR1,45.0,43.0,5.5,9.0
CAPN5,0.0,0.0,0.0,2.0
C5,3.0,2.0,3.5,4.0
C5AR1,0.0,0.0,0.0,0.0
OSGIN2,41.0,54.0,47.0,62.0
VPS51,0.0,0.0,0.0,0.0
MRPL49,27.0,35.0,39.0,34.0
ZNHIT2,0.0,2.0,1.0,0.0
MYRF,0.0,0.0,0.5,0.0
TMEM258,1.0,3.0,5.5,4.0
DAGLA,1.0,5.0,2.0,1.0
GAS8-AS1,0.0,0.0,0.0,0.0
FMNL1,4.0,2.0,2.0,3.0
LDLRAD4,20.0,25.0,22.0,30.0
PTTG1IP,53.0,46.0,48.5,71.0
CFAP410,1.0,1.0,1.0,0.0
TMEM50B,18.0,16.0,20.0,25.0
MPPED1,1.0,2.0,2.0,2.0
CA6,0.0,0.0,0.0,0.0
CA7,0.0,0.0,0.0,0.0
CA11,3.0,2.0,0.0,2.0
CACNA1A,1.0,2.0,2.0,2.0
CACNA1D,0.0,0.0,0.0,0.0
CACNA1E,0.0,0.0,0.0,0.0
CACNB1,0.0,0.0,0.0,0.0
CACNB2,0.0,0.0,0.0,0.0
CACNB3,2.0,2.0,7.5,2.0
CACNB4,1.0,3.0,0.0,2.0
SLC25A20,7.0,8.0,7.0,8.0
CAD,5.0,5.0,5.5,5.0
CALB1,0.0,0.0,0.0,0.0
CALM1,155.0,174.0,167.0,308.0
CALM2,136.0,181.0,185.5,286.0
CALM3,33.0,48.0,44.0,64.0
CALR,155.0,177.0,182.0,146.0
CALU,136.0,150.0,183.0,198.0
CAMK2A,0.0,0.0,0.0,0.0
CAMK2B,0.0,1.0,1.5,0.0
CAMK2D,12.0,17.0,22.0,42.0
CAMK2G,25.0,47.0,32.0,32.0
CAMLG,8.0,7.0,5.0,8.0
CANX,200.0,217.0,232.5,204.0
CAPG,1.0,1.0,1.0,1.0
CAPN1,4.0,4.0,2.0,5.0
CAPN2,15.0,16.0,10.5,22.0
CAPN3,3.0,2.0,1.5,1.0
CAPNS1,18.0,10.0,10.0,12.0
CAPN6,0.0,0.0,2.0,0.0
CAPS,1.0,1.0,0.5,1.0
CAPZA1,214.0,181.0,191.0,221.0
CAPZA2,59.0,50.0,48.0,73.0
CAST,5.0,8.0,8.0,9.0
CAPZB,20.0,23.0,18.5,36.0
CARS1,57.0,61.0,58.5,38.0
CASP1,10.0,13.0,11.5,21.0
CASP2,90.0,120.0,158.0,129.0
CASP3,93.0,77.0,129.5,162.0
CASP4,5.0,8.0,8.5,10.0
CASP6,9.0,7.0,13.0,13.0
CASP7,22.0,44.0,29.5,58.0
CASP8,19.0,30.0,23.5,37.0
CASP9,5.0,3.0,5.0,7.0
CASP10,25.0,26.0,24.0,36.0
CASQ1,0.0,0.0,0.0,0.0
CAT,28.0,30.0,40.5,22.0
CAV1,0.0,0.0,0.5,0.0
RUNX2,104.0,114.0,273.0,438.0
RUNX1,279.0,304.0,352.5,504.0
CBFA2T3,30.0,29.0,35.0,38.0
RUNX3,67.0,62.0,124.5,148.0
CBFB,64.0,66.0,107.5,101.0
CBL,46.0,73.0,84.5,78.0
CBLB,15.0,15.0,13.0,28.0
CBLN1,0.0,0.0,0.0,0.0
SERPINH1,10.0,8.0,14.0,4.0
CBR1,2.0,4.0,22.5,12.0
CBR3,0.0,0.0,0.0,0.0
CBS,0.0,1.0,0.5,0.0
KYAT1,5.0,5.0,6.0,4.0
KRIT1,6.0,3.0,4.0,7.0
CCNA2,73.0,52.0,58.5,91.0
CCNB1,28.0,39.0,19.5,41.0
CCNC,27.0,40.0,38.5,41.0
CCND2,107.0,125.0,149.5,161.0
CCND3,54.0,72.0,94.5,173.0
CCNE1,26.0,23.0,10.5,11.0
CCNF,32.0,42.0,48.0,66.0
CCNG1,100.0,112.0,129.0,105.0
CCNG2,11.0,13.0,18.5,23.0
CCNH,7.0,4.0,10.0,7.0
CCNT1,347.0,388.0,399.5,493.0
CCNT2,148.0,143.0,155.5,141.0
CCT6A,167.0,170.0,129.0,160.0
CD1A,0.0,0.0,0.0,0.0
CD1D,3.0,3.0,1.5,5.0
CD1E,0.0,0.0,0.0,0.0
CD4,27.0,37.0,39.5,42.0
CD5,0.0,0.0,0.0,0.0
CD6,0.0,0.0,0.0,1.0
CD9,0.0,0.0,0.0,0.0
CD19,0.0,0.0,0.0,0.0
MS4A3,20.0,20.0,12.0,0.0
CD22,0.0,0.0,0.0,0.0
CD27,0.0,0.0,0.0,0.0
CD28,0.0,1.0,0.0,18.0
CD80,0.0,0.0,0.0,0.0
CD86,7.0,4.0,2.0,25.0
TNFRSF8,0.0,0.0,0.0,1.0
TNFSF8,0.0,0.0,1.0,2.0
CD33,22.0,32.0,41.0,39.0
SIGLEC6,1.0,6.0,2.5,8.0
CD34,0.0,0.0,0.0,0.0
CD36,7.0,18.0,4.0,110.0
SCARB1,7.0,5.0,9.0,7.0
SCARB2,8.0,14.0,16.0,33.0
CD37,4.0,2.0,4.0,3.0
CD38,0.0,0.0,0.0,0.0
ENTPD1,1.0,2.0,1.0,1.0
ENTPD6,8.0,12.0,8.5,14.0
ENTPD5,8.0,12.0,16.5,13.0
CD40,0.0,0.0,0.0,0.0
CD44,66.0,61.0,127.0,123.0
CD47,47.0,51.0,42.0,77.0
CD48,0.0,0.0,0.0,0.0
CD53,50.0,57.0,69.5,94.0
CD58,8.0,17.0,13.5,22.0
CD59,0.0,0.0,9.5,4.0
CD63,5.0,6.0,5.0,8.0
CD68,8.0,8.0,2.5,12.0
CD70,0.0,0.0,0.0,0.0
CD72,2.0,3.0,4.0,3.0
CD74,27.0,40.0,33.5,50.0
CD79A,0.0,0.0,0.0,0.0
CD79B,0.0,0.0,0.0,0.0
CD81,14.0,12.0,10.5,9.0
ADGRE5,30.0,25.0,22.5,48.0
CD151,7.0,9.0,4.0,2.0
CDA,0.0,0.0,0.0,0.0
CDK1,30.0,35.0,34.5,61.0
CDK11B,0.0,1.0,0.0,0.0
LRBA,4.0,9.0,7.5,7.0
CDC5L,38.0,41.0,60.0,62.0
SEPTIN7,52.0,52.0,59.5,68.0
CDC6,41.0,41.0,39.5,53.0
CDC20,3.0,2.0,2.0,2.0
CDC25A,103.0,118.0,119.5,125.0
CDC25B,6.0,11.0,9.0,21.0
CDC25C,6.0,5.0,3.5,5.0
CDC27,118.0,112.0,122.0,159.0
CDC34,4.0,5.0,4.5,4.0
CDC42,109.0,126.0,107.0,151.0
CDH4,0.0,0.0,0.0,0.0
CDH13,0.0,0.0,0.0,0.0
CDK2,31.0,49.0,62.5,69.0
CDK3,3.0,2.0,0.0,0.0
CDK4,37.0,41.0,39.0,34.0
CDK5,0.0,0.0,0.5,0.0
CDK6,388.0,434.0,725.5,585.0
CDK7,8.0,5.0,7.0,6.0
CDK8,27.0,31.0,39.0,41.0
CDK9,38.0,43.0,41.0,40.0
CDKN1A,9.0,11.0,3.5,13.0
CDKN1B,329.0,310.0,315.5,376.0
CDKN1C,0.0,0.0,0.0,1.0
CDKN2A,31.0,34.0,35.0,39.0
CDKN2B,6.0,3.0,3.0,7.0
CDKN2C,9.0,17.0,30.0,71.0
CDKN2D,20.0,13.0,18.5,39.0
CDKN3,5.0,3.0,4.0,15.0
CDO1,1.0,0.0,0.0,0.0
CDR2,19.0,28.0,38.5,35.0
CD52,0.0,0.0,0.0,1.0
CDX1,0.0,0.0,0.0,0.0
CDX2,0.0,2.0,0.0,3.0
CEBPA,282.0,301.0,248.0,355.0
CEBPB,18.0,16.0,15.0,19.0
CEBPD,47.0,37.0,33.5,28.0
CEBPE,0.0,0.0,0.0,0.0
CEBPG,339.0,285.0,313.5,314.0
CENPA,39.0,39.0,40.0,71.0
CENPB,34.0,39.0,29.0,32.0
CENPC,2.0,1.0,0.0,2.0
CENPE,5.0,6.0,3.0,12.0
CENPF,16.0,28.0,22.0,39.0
CES1,0.0,0.0,0.0,0.0
CETN2,7.0,7.0,7.0,9.0
CETN3,4.0,4.0,2.0,5.0
CETP,0.0,0.0,0.0,0.0
CFL1,81.0,107.0,82.5,101.0
CFL2,59.0,66.0,77.5,69.0
CTSC,67.0,87.0,104.0,107.0
CEACAM4,0.0,0.0,0.0,0.0
CHAD,0.0,0.0,0.0,0.0
RCBTB2,29.0,31.0,35.5,136.0
RCC1,77.0,87.0,64.5,48.0
CHD1,52.0,65.0,60.0,66.0
CHD2,168.0,219.0,199.5,322.0
CHD3,22.0,21.0,16.0,19.0
CHD4,11.0,8.0,11.5,13.0
AKR1C4,0.0,0.0,0.0,0.0
CHEK1,73.0,55.0,66.5,83.0
FOXN3,108.0,112.0,144.5,161.0
CHGB,0.0,0.0,0.0,0.0
CHI3L1,5.0,11.0,9.5,76.0
CHI3L2,0.0,0.0,0.0,0.0
CHIT1,0.0,0.0,0.0,0.0
CHKA,28.0,27.0,18.5,21.0
CHKB,4.0,3.0,5.0,3.0
CHM,30.0,29.0,36.0,38.0
CHML,286.0,297.0,219.0,579.0
CHN1,0.0,1.0,0.5,1.0
LYST,478.0,466.0,458.5,276.0
CHRM4,0.0,0.0,0.0,0.0
CHRM5,0.0,0.0,0.0,1.0
CHRNA2,0.0,0.0,0.0,0.0
CHRNA3,0.0,0.0,0.0,0.0
CHRNA5,0.0,1.0,3.0,2.0
CHRNA7,0.0,0.0,0.0,0.0
CHRNB1,12.0,12.0,19.0,19.0
CHRNB2,0.0,0.0,0.0,0.0
CHRNE,0.0,0.0,0.0,0.0
CHRNG,0.0,0.0,0.0,0.0
CHUK,46.0,51.0,51.0,53.0
CKB,0.0,0.0,0.0,1.0
CIRBP,181.0,182.0,180.0,221.0
CISH,54.0,67.0,66.0,107.0
TBCB,11.0,11.0,10.0,19.0
CKM,0.0,0.0,0.0,0.0
ERCC8,2.0,2.0,3.5,3.0
CKS1B,8.0,9.0,4.5,7.0
CKS2,78.0,75.0,72.0,73.0
AP2M1,8.0,3.0,4.0,6.0
AP1S1,9.0,6.0,8.5,10.0
AP2S1,9.0,9.0,12.0,12.0
AP3S1,10.0,14.0,11.5,15.0
CLCN2,2.0,0.0,1.0,0.0
CLCN3,30.0,31.0,29.0,38.0
CLCN4,11.0,18.0,10.5,32.0
CLCN5,8.0,12.0,23.0,25.0
CLCN6,31.0,34.0,25.0,23.0
CLCN7,4.0,3.0,1.5,3.0
CLU,0.0,0.0,2.5,1.0
CLIC1,86.0,81.0,60.5,53.0
CLIC2,3.0,2.0,1.5,4.0
CLK1,390.0,410.0,442.0,609.0
CLK2,29.0,29.0,31.5,30.0
1197,22.0,38.0,22.5,31.0
CLK3,20.0,18.0,20.0,18.0
TPP1,48.0,62.0,52.5,52.0
CLN3,2.0,2.0,2.5,2.0
CLN5,13.0,19.0,10.0,25.0
CLNS1A,43.0,34.0,49.5,37.0
CLPTM1,8.0,5.0,4.0,4.0
CLTA,31.0,30.0,32.0,31.0
CLTB,14.0,10.0,9.5,8.0
CLTC,110.0,103.0,116.0,134.0
CCR1,89.0,96.0,104.0,355.0
CCR3,0.0,0.0,0.0,0.0
CCR5,1.0,2.0,1.0,8.0
CCR6,1.0,7.0,16.0,92.0
CCR7,0.0,0.0,0.5,0.0
ACKR2,1.0,0.0,0.5,0.0
CMKLR1,0.0,1.0,0.0,12.0
LTB4R,23.0,19.0,23.0,22.0
ABCC2,4.0,3.0,3.0,4.0
CNGA4,0.0,0.0,0.0,0.0
PLK3,4.0,6.0,4.5,3.0
CNN2,57.0,46.0,54.0,63.0
CNP,17.0,21.0,25.5,31.0
CNR2,1.0,3.0,6.0,9.0
CNTF,5.0,8.0,8.5,10.0
COL1A1,0.0,0.0,0.0,0.0
COL4A2,0.0,0.0,0.0,0.0
COL4A4,0.0,0.0,0.0,0.0
COL4A6,0.0,0.0,0.0,0.0
COL5A2,0.0,0.0,0.0,0.0
COL6A1,0.0,0.0,0.0,0.0
COL6A3,0.0,0.0,0.0,0.0
COL7A1,0.0,0.0,2.0,2.0
COL8A2,0.0,0.0,0.0,0.0
COL9A2,1.0,4.0,3.0,3.0
COL9A3,3.0,1.0,2.5,2.0
COL11A1,0.0,0.0,0.0,0.0
COL11A2,0.0,0.0,0.0,0.0
COL15A1,0.0,2.0,1.0,1.0
COMT,10.0,16.0,3.5,6.0
COPA,25.0,35.0,31.0,35.0
