,IL-9 Signaling Pathway ,selenium ,Electron Transport Chain ,Triacylglyceride Synthesis ,Oxidative Stress ,mRNA processing ,Senescence and Autophagy ,Glycolysis and Gluconeogenesis ,Androgen Receptor Signaling Pathway ,Striated Muscle Contraction ,One Carbon Metabolism ,Hedgehog Signaling Pathway ,Delta-Notch Signaling Pathway ,Myometrial Relaxation and Contraction Pathways ,Id Signaling Pathway ,SIDS Susceptibility Pathways ,Regulation of Actin Cytoskeleton ,selenium ,Integrin-mediated cell adhesion ,Hypothetical Network for Drug Addiction ,IL-5 Signaling Pathway ,Urea cycle and metabolism of amino groups ,IL-4 signaling Pathway ,Inflammatory Response Pathway ,IL-3 Signaling Pathway ,Calcium Regulation in the Cardiac Cell ,Oxidative phosphorylation ,p38 MAPK Signaling Pathway ,Hypothetical Network for Drug Addiction ,Prostaglandin Synthesis and Regulation ,Apoptosis ,G13 Signaling Pathway ,EGFR1 Signaling Pathway ,SIDS Susceptibility Pathways ,Eukaryotic Transcription Initiation ,"GPCRs, Class A Rhodopsin-like ",Eukaryotic Transcription Initiation ,Apoptosis ,Fatty Acid Biosynthesis ,ErbB signaling pathway ,Endochondral Ossification ,Interferon type I ,TNF-alpha-NF-kB Signaling Pathway ,Matrix Metalloproteinases ,TGF Beta Signaling Pathway ,MAPK Cascade ,estrogen signalling ,Glycogen Metabolism ,G1 to S cell cycle control ,Oxidative phosphorylation ,Fatty Acid Beta Oxidation ,Toll-like receptor signaling pathway (for GenMAPP) ,Nuclear receptors in lipid metabolism and toxicity ,Translation Factors ,Selenium metabolism-Selenoproteins ,Complement and Coagulation Cascades KEGG ,Proteasome Degradation ,DNA Replication ,TGF-beta Receptor Signaling Pathway ,G Protein Signaling Pathways ,Ovarian Infertility Genes ,Peptide GPCRs ,Wnt Signaling Pathway NetPath ,Diurnally regulated genes with circadian orthologs ,Cell cycle ,Wnt Signaling Pathway and Pluripotency ,Endochondral Ossification ,Glutathione metabolism ,IL-2 Signaling Pathway ,ErbB signaling pathway ,FAS pathway and Stress induction of HSP regulation ,TCA Cycle ,Toll-like receptor signaling pathway ,Proteasome Degradation ,Senescence and Autophagy ,T Cell Receptor Signaling Pathway ,B Cell Receptor Signaling Pathway ,ErbB signaling pathway ,Type II interferon signaling (IFNG) ,Insulin Signaling ,Wnt Signaling Pathway and Pluripotency ,Adipogenesis ,Kit Receptor Signaling Pathway ,Senescence and Autophagy ,IL-7 Signaling Pathway ,Selenium metabolism-Selenoproteins ,Tryptophan metabolism ,estrogen signalling ,estrogen signalling ,Oxidative phosphorylation ,Signal Transduction of S1P ,Folic Acid Network ,Folic Acid Network ,"GPCRs, Other ",Selenium metabolism-Selenoproteins ,Translation Factors ,Signaling of Hepatocyte Growth Factor Receptor ,Alpha6-Beta4 Integrin Signaling Pathway ,EPO Receptor Signaling ,Cytoplasmic Ribosomal Proteins ,MAPK signaling pathway ,Wnt Signaling Pathway ,Oxidative phosphorylation ,IL-6 Signaling Pathway 
ZEB2,0.22986678422379545,0.41642621282754794,0.22045745455826368,0.4507008780511853,0.4457046553433205,0.3200171741430003,0.4102911670158643,0.2718730690233066,0.25689169357591346,0.4538670469113332,0.3554942445676336,-0.3981079821062055,0.3525306642563102,0.30745915904189647,0.3581700649670548,0.25819487797073953,0.38651899084819635,0.41642621282754794,-0.2287047103164002,0.45752674005389393,0.4125990395672268,-0.5076675102493645,0.2617072927180628,0.5780756053662097,0.2889756190002235,0.29822323992260386,-0.2985179726978176,0.2896372823298569,0.45752674005389393,0.5098226324889873,0.3442571708778931,0.21358735421327524,0.3485177128893799,0.38730527251686836,0.3153319208567406,0.36725920754936814,0.3153319208567406,0.3442571708778931,0.45377141357101747,0.58989524432633,0.37021190616884464,0.5163766026718152,0.21805001801795457,-0.34167813923260415,0.623535818513898,-0.24625899966997442,0.37161199882851814,0.5019130375117588,0.5328922854315394,-0.2985179726978176,0.45011178212360853,0.3774470260440252,0.0,0.2830108232638027,-0.1896173665168342,-0.44028626482477323,0.4237042297864146,-0.18927199047471505,0.26672422547583957,-0.20605568520071058,0.2744859502864794,0.4482574980703769,0.23309802021204606,-0.2685476619772789,0.26881383066998427,0.30730732615518297,0.37021190616884464,0.6642046802507124,0.21940752173354128,0.5067714056080026,0.47430475545948475,0.2587799493220321,0.3774470260440252,0.4237042297864146,0.4102911670158643,0.32861443068563345,0.39359629041553695,0.5067714056080026,0.313090553245163,0.35985390220085106,0.30730732615518297,0.5369673525446815,0.2380435157677073,0.4102911670158643,0.37383810517669397,-0.1896173665168342,0.5167930910627936,0.37161199882851814,0.37161199882851814,-0.2985179726978176,0.24301094026124934,0.4643659816192943,0.4643659816192943,0.5716028751743774,-0.1896173665168342,0.2830108232638027,0.302761774400817,0.21967171554851547,0.3640220053208362,0.34925432242697346,0.22710112370631044,0.38740733973817915,-0.2985179726978176,0.30853652057205705
ZMYND8,0.30134436755370775,0.3759564134508308,-0.38704704057171685,0.3240011080442564,-0.23645621574370015,-0.24277015981093372,0.1778604589973417,0.19534775907163848,-0.23846653671213677,0.5556804607462437,-0.18263820820731808,0.33196824241647926,0.15245579148434468,0.1986556839839182,0.36272779000495897,0.328008510402933,0.2142923855751762,0.3759564134508308,0.16063429640409416,0.385105812821484,0.2879894168517521,0.1977100646131011,0.2946821269879333,0.6082441456334094,0.20783817376050945,0.32124553047652726,-0.37371718699357814,0.23238481090836216,0.385105812821484,0.3689263679541444,0.1917042747355625,-0.24805657525374136,0.18702005089562204,0.35050224933727775,-0.38729218825219114,0.42941376266024694,-0.38729218825219114,0.1917042747355625,-0.23837876830470897,0.13770592618552333,0.20477199453644143,0.0,0.14712440099224067,-0.21117671584307285,0.18815822260406134,-0.22710553260668156,0.18582271386312282,0.28382737950990267,-0.14899965278424718,-0.37371718699357814,-0.16482526238871842,-0.2352795991379229,0.3965917623899153,-0.43562054071345324,0.24779147377491498,0.4706793504058038,-0.19795701787813227,-0.336259955466703,0.17076920274337795,0.2781560736691695,0.3935438804626834,0.5934739769027961,0.1212890636040395,0.19199757727320355,-0.17373660859214982,0.18637078220890319,0.20477199453644143,0.0,0.2432018786465274,-0.27146171693733145,-0.2641942654682079,-0.3343825881422162,-0.2352795991379229,-0.19795701787813227,0.1778604589973417,0.2938516821907636,0.15071642306727576,-0.27146171693733145,-0.3844965889122416,0.19612693283370006,0.18637078220890319,0.19879911370322503,0.19953401353939956,0.1778604589973417,0.26160806604318254,0.24779147377491498,0.3463703378383153,0.18582271386312282,0.18582271386312282,-0.37371718699357814,0.25273696333884665,0.33134206079683975,0.33134206079683975,0.5346269528750993,0.24779147377491498,-0.43562054071345324,0.23178871655285083,0.18619844894848642,0.3479464511405911,-0.4707387287329378,0.15823417972470125,0.20863165332336422,-0.37371718699357814,0.18099827165407448
SP1,-0.27788210101596705,-0.26895331226533675,0.3243685559979665,-0.4382166030547865,0.22612269657836143,-0.2400141023477787,-0.1835013931686925,-0.24296983071046074,-0.23001897366095697,0.24124778620441734,0.21594425882329685,0.29857831175769667,-0.2542090617031669,-0.21565707999752234,-0.3748000296909985,-0.3206184247625634,-0.21349917497844603,-0.26895331226533675,-0.13858041869879084,-0.3748230243257934,-0.2614919933096606,0.30202138090278785,-0.30292155103895074,-0.31488977903780463,-0.25782099139997244,-0.30389912599862745,0.3041324113899815,-0.15373275302115388,-0.3748230243257934,-0.3732153217746416,-0.1980388834626782,-0.1398205370200953,-0.24990718276864957,-0.33076829004015423,0.3394781768727295,-0.40393056244147757,0.3394781768727295,-0.1980388834626782,-0.292799253930749,-0.23144811223296177,0.3586856385612842,0.2733202870189997,-0.21450744281989945,0.6307241711987406,-0.3480422383488442,-0.2740061120255761,-0.2460187074579144,-0.33010470908810347,0.09352479040846759,0.3041324113899815,-0.24713120134478112,-0.10970485985350349,-0.3629881016759299,0.33361966192687076,-0.2555228125999611,-0.5296582545013129,0.21714985387961094,0.27704016415916843,-0.2171211715565188,-0.39894793743449675,-0.31718063588224876,-0.5428659212910886,-0.20365785566598107,-0.2118054305349134,-0.17775635049750005,-0.32082354417436976,0.3586856385612842,-0.43948920318155954,-0.30939572787997677,-0.2196611952361114,0.17880074001528437,-0.22376624669975914,-0.10970485985350349,0.21714985387961094,-0.1835013931686925,-0.23898948826732608,-0.25749014245414,-0.2196611952361114,0.18880299757460658,-0.2679508708266018,-0.32082354417436976,-0.21995505513660954,-0.2496773780833523,-0.1835013931686925,-0.33849287275667955,-0.2555228125999611,-0.126374009016812,-0.2460187074579144,-0.2460187074579144,0.3041324113899815,-0.33505217011626626,-0.23015474078508608,-0.23015474078508608,-0.43792705061728016,-0.2555228125999611,0.33361966192687076,-0.3320490748880246,0.1578517348439629,-0.34831497018501895,0.32055279010649357,-0.2606270363593373,-0.33643644183851085,0.3041324113899815,-0.25294604864372977
RUNX2,-0.31097823744882463,0.33747944122729345,0.25743005804421404,0.32505844346109203,0.3866065471891132,-0.3094881200643048,0.2650760603649708,-0.13991135453060158,0.13233731135302787,0.5649000274723425,-0.23261113051642712,0.18761286175467634,0.18419669984160508,0.20013102183099946,0.21371922713665048,0.40093872833890254,0.09080706767495761,0.33747944122729345,0.14898372833760024,0.28232357583415535,0.18312589834642432,0.14332345213497216,-0.1355346929966601,0.5216700908325124,0.16857852266827375,0.3423480335159663,0.25619200941249265,-0.20059020216905388,0.28232357583415535,0.46942888862319476,0.22908076761245594,-0.24431266846358285,0.1559954217777996,0.41646180921546827,-0.2652992815801708,0.44568406322268034,-0.2652992815801708,0.22908076761245594,0.2468992108291539,0.14044941524930976,0.26279476325647005,-0.11835142126941452,0.15085628662021625,0.26099938251381855,0.22271467578228876,0.16469066609186875,-0.21332563447427474,0.28013229073740975,0.14812720767205434,0.25619200941249265,0.22696237886064927,0.19286879826706887,0.0,-0.33408172887196086,0.2796634072162108,0.4867762844451817,-0.21776679007477215,-0.4509807300970632,-0.15053598458873158,0.3159930782999901,0.25330600645949997,0.4217112683071089,0.10661501095732602,0.18980821955411833,-0.20724318158026572,0.306206828035635,0.26279476325647005,0.49501499504219043,0.15568018553334598,-0.2145820983995386,-0.20900269541776959,-0.1868722972567713,0.19286879826706887,-0.21776679007477215,0.2650760603649708,0.1456060327675067,0.1604860138485193,-0.2145820983995386,0.22085914221833527,0.1447573531479348,0.306206828035635,0.26218013783866556,0.1683079151148347,0.2650760603649708,-0.16532625525046615,0.2796634072162108,0.3124087378908783,-0.21332563447427474,-0.21332563447427474,0.25619200941249265,-0.17143472873228155,0.2807058463277701,0.2807058463277701,0.4262886984222135,0.2796634072162108,-0.33408172887196086,-0.15221617896804912,-0.10172692930383435,-0.19625995420651124,0.3836674702035918,0.11749909536086378,0.33399014319236237,0.25619200941249265,0.14436845277883575
MEF2C,0.33045515490786054,0.39243750998617993,-0.2392061405078449,0.4427767298289466,0.21631688151046247,-0.20248112473876442,0.29632793014645664,0.3142368478945937,0.18757664471246321,0.5691301124547932,0.20657149084570967,0.3394323572861848,0.16719724095058736,0.21665705100018148,0.3727346215570365,0.4684013870911033,0.14432261592196174,0.39243750998617993,-0.2516719388464222,0.5691097707106969,0.2746817183189221,0.27464996179060386,0.3125648868920426,0.5409762888862987,0.27362407875070344,0.2914234584399333,-0.23694739909238388,0.20129051450347601,0.5691097707106969,0.4240911422631056,0.2377519989512523,-0.3660078697069407,0.23481749390979723,0.4138708548086236,-0.24990455413142376,0.4412298160781754,-0.24990455413142376,0.2377519989512523,-0.2648436648872264,0.3309604804063714,-0.3098592977932176,0.4625558337299852,0.21933234009289646,-0.2695799758402698,0.21652899971117118,-0.16096606354146206,0.24686894234734216,0.4908242083779801,0.2594863168858087,-0.23694739909238388,-0.1443618956250516,0.17641162750022746,0.5795741500023041,-0.27815679374103536,0.3989927045360887,-0.41446046098171013,-0.21320406880910783,0.23515615396395934,0.12698455918815496,0.3334700583284324,0.17837254322157708,0.47739402223843813,0.16378796555437178,0.31271787225640235,0.2487562468362342,0.339348332421008,-0.3098592977932176,0.6273611730004188,0.2965774799582592,0.24594932052549567,0.19723707321773173,0.22293121408600836,0.17641162750022746,-0.21320406880910783,0.29632793014645664,0.2652075641622477,0.23702385981374255,0.24594932052549567,-0.42913102656116686,0.23508587239058346,0.339348332421008,0.36221429180790754,0.2811724788514331,0.29632793014645664,0.3047263717755039,0.3989927045360887,0.42662188100517867,0.24686894234734216,0.24686894234734216,-0.23694739909238388,0.22032162409354458,0.4068687466173665,0.4068687466173665,0.41382310193874594,0.3989927045360887,-0.27815679374103536,0.2513120804046571,0.20749883582648004,0.3319446710406294,0.2967430323388973,-0.19008327563091734,0.32693395834347627,-0.23694739909238388,0.26811494090361493
HOXA9,0.2823912610482478,0.43433149913996216,0.25177258319626733,0.4692931656971388,-0.1698644760549381,0.27283152096302793,0.18353554921764023,0.2208127634182027,0.20008074978540966,0.3964624085099254,-0.36268541183906466,0.3167930642680491,0.29561935905696796,0.1826010799626567,0.25924427603745165,0.4848266758804913,-0.1290743628050864,0.43433149913996216,-0.1701464456181415,0.28399396547445466,0.27401755926761373,0.21054580444423643,0.28106651975616825,-0.34850823648446033,0.25361013198492166,0.20898622067457018,0.26850754213769046,0.32632035300042533,0.28399396547445466,0.5153264042783604,0.1907060508065604,-0.19291938997822017,0.17245466526768505,0.4091631861096843,-0.2744905742617233,0.3113994227283862,-0.2744905742617233,0.1907060508065604,0.45939738991813084,-0.15895091093277028,-0.2634941041983024,0.2730781927804537,0.2061044701418698,0.2441874068079571,0.23496952066704999,-0.17701186975934532,0.2139781186109533,0.24836394503575016,0.2605392235616642,0.26850754213769046,0.32377968588779105,-0.2864197790303411,0.45424662343444966,0.25163429027318307,0.2345718983039578,0.3654915647278734,-0.3235599612534171,0.2828584257402071,0.2112912711572633,0.2520018603399316,0.37779614053244653,0.588360746233576,0.1075431644711633,0.21772282733020018,0.24065136513272425,0.14078041959911253,-0.2634941041983024,0.45590528331407654,0.2351569209871586,0.14264382714629215,0.22902995095416168,0.25938551068789156,-0.2864197790303411,-0.3235599612534171,0.18353554921764023,0.14397733676222016,0.13551437982603373,0.14264382714629215,-0.347438255758961,0.1943831909545955,0.14078041959911253,0.31756670609556015,0.21778651593674436,0.18353554921764023,0.29954954275119383,0.2345718983039578,0.33334358484995447,0.2139781186109533,0.2139781186109533,0.26850754213769046,0.32023017218244987,0.3844137849979157,0.3844137849979157,0.5422383968875353,0.2345718983039578,0.25163429027318307,0.27521343877253457,0.288516563429741,0.33696838139614305,0.3784503644036655,-0.12939182376608796,-0.17939739400943303,0.26850754213769046,0.2569061455836276
IKZF1,-0.18930762489043826,0.4509866796898895,-0.39509652084068425,0.5237193586026063,-0.6247204048739241,-0.1763874927159627,0.6534410101042846,0.38987801287014934,-0.1883418572907798,-0.3210182463577922,-0.432901620775817,0.4933551166822133,0.2630202687499876,0.29564639512642193,0.43611574882296844,0.41869150691407664,0.24975603480925607,0.4509866796898895,0.2724697457385971,0.4104861157612757,0.24135804331393704,-0.38885569817693966,0.3117644400137568,0.49866697234076923,0.2643343625720966,0.37279693514601225,-0.35109763093310115,-0.25181609977881947,0.4104861157612757,0.5524894827930003,0.25019563489402635,-0.3662170678680308,0.24093466086279625,0.44371508814933475,-0.28298782494242164,0.3552854448714434,-0.28298782494242164,0.25019563489402635,0.35493985998160305,-0.23160967870394697,0.3428356184297069,0.5372710103729795,-0.13138998146389,0.31071784854621526,0.5067839021329755,-0.37785893461439735,-0.22504666739869505,0.5331656058767158,0.2090222184102063,-0.35109763093310115,0.30656431691373054,-0.3693004179268739,0.3602915912367182,-0.22608075488261012,0.5991439086658197,0.393521080778461,-0.4026752178916344,0.28118906096617985,0.3237647258546711,0.3970038979340789,0.3737923089119753,0.5856607696909043,0.31631912943098467,0.3596515653895421,-0.1352030337220004,-0.2464276061391004,0.3428356184297069,0.5963065732722316,-0.22223156574212224,-0.20743715530989568,-0.21172084863767007,0.3802468995069929,-0.3693004179268739,-0.4026752178916344,0.6534410101042846,0.18488709227972983,0.2657733318465424,-0.20743715530989568,-0.49253783102516985,0.23136751247755338,-0.2464276061391004,0.3003853806529957,0.18657435999973232,0.6534410101042846,-0.22047514098507548,0.5991439086658197,-0.25214964126457606,-0.22504666739869505,-0.22504666739869505,-0.35109763093310115,0.20079543762579105,0.4318542164551666,0.4318542164551666,0.3558317203020693,0.5991439086658197,-0.22608075488261012,0.2650447349370683,-0.30158362998670757,0.3864790380373503,-0.30287536423110456,-0.24168814437356084,-0.3147000882773054,-0.35109763093310115,0.2684976285779064
RUNX1,-0.2633164747659251,-0.17710077138040292,0.2014185366947732,0.3075474743128257,-0.19110593566031608,-0.22030620812372104,0.25344513082012804,0.1547620094134452,0.2240612709199965,0.5418085001965494,0.17886538509574298,0.37665099573482574,0.1448646360863625,0.25864874101559243,0.2838132157478869,0.32321635156454853,0.1988487281598743,-0.17710077138040292,0.18761877341776442,0.4134386192642281,-0.16438430019409686,0.18767858701848988,0.21046298300354585,0.5975845360836349,0.1487970936441039,0.35378042085681777,-0.24971714886049245,-0.1746527403897838,0.4134386192642281,-0.4491333634356412,0.11753414826202976,-0.2279168281453593,0.16422363310441102,0.27182900433480184,-0.3079724380431256,0.34247468471094367,-0.3079724380431256,0.11753414826202976,0.24078529123840905,0.1926807814690488,-0.2341608734550182,0.33325590597341437,0.1611064898657838,0.0,0.23059916942182987,-0.16021543250976578,0.17709297993412848,0.18311547132146475,0.17444460762865885,-0.24971714886049245,0.24642979025498915,-0.12724824154367825,0.28377811752781473,-0.33450078129211025,0.3040574507887031,-0.3565018917670904,0.1765843767290382,-0.38617471659748553,0.12060932425429266,0.3777826638512892,0.242120872545186,0.46280198974159126,0.11665039405653356,0.21942306434524347,0.12990088490034593,0.12595120781762384,-0.2341608734550182,0.0,0.17400589459541577,0.1545248386295051,-0.25197575208846323,-0.2027527888871114,-0.12724824154367825,0.1765843767290382,0.25344513082012804,0.1905627171353629,0.1674360102947614,0.1545248386295051,-0.2351199589903751,0.13251436942337025,0.12595120781762384,0.20589092139665643,0.15377253646425254,0.25344513082012804,0.21487524407096703,0.3040574507887031,0.29485122821014664,0.17709297993412848,0.17709297993412848,-0.24971714886049245,0.22729564275250666,-0.2873245652987812,-0.2873245652987812,0.4596411528555216,0.3040574507887031,-0.33450078129211025,0.15818759658479933,0.1554437681440084,0.16262348317366096,0.3775323492430853,0.112681672156696,-0.10985191839104291,-0.24971714886049245,0.1682511513252752
CEBPA,-0.2304055520849533,0.22772660865547553,-0.3870184790335089,0.38896716749323484,-0.5202133395286205,-0.4346443543671161,0.4721650131646966,0.17481829209825644,0.16886441147877834,0.2859576673452444,-0.3254112722886827,-0.3493348893316152,0.2713183746615027,-0.30691651955294735,0.3829837747974229,0.2530485009259616,0.23679335188166487,0.22772660865547553,0.3377365698338715,0.4660833710246177,0.22147763061380754,-0.3855144564521373,-0.21288240602558783,-0.4562318389034603,-0.24071645321416776,-0.33986467574819834,-0.3703277719046945,-0.33771491440495327,0.4660833710246177,-0.6363457178759816,0.3062218225586884,-0.2232304916819427,0.1550826737180699,0.323103884556008,-0.4034669766439182,-0.39737761244602426,-0.4034669766439182,0.3062218225586884,0.334484993745492,-0.2599329818487819,0.33027869776383045,0.5090770195089128,-0.16167108682624184,-0.3519383137614398,0.38751802879782543,-0.19907794434592532,-0.18417438188520144,0.47740909086848204,0.31723418097075495,-0.3703277719046945,0.2633987107153541,-0.3284466127143964,-0.4608407196864942,-0.43508662612738214,-0.18689443377638482,-0.48515710329193273,-0.3544599803342377,-0.4044611083676284,-0.20918095246861093,-0.266095568328916,0.455558848642651,-0.4472406177973526,0.24116903008289386,-0.25535677395680506,-0.25731939573400425,0.3733646413201328,0.33027869776383045,0.0,-0.21553096011678455,0.3301824683282135,-0.14085845809244602,-0.21009172090580563,-0.3284466127143964,-0.3544599803342377,0.4721650131646966,0.2188746060376447,0.34459920898121643,0.3301824683282135,0.6236214199896346,-0.15776521447253206,0.3733646413201328,0.33397787735961515,0.20450263721378675,0.4721650131646966,0.18749514992610394,-0.18689443377638482,-0.28430693509609817,-0.18417438188520144,-0.18417438188520144,-0.3703277719046945,-0.3792720871228413,-0.2671259655358514,-0.2671259655358514,-0.46213912963364,-0.18689443377638482,-0.43508662612738214,-0.31070196895945124,-0.2891378716848811,-0.30897979604358705,-0.6127065610930065,0.22189772488021406,0.34572836886695524,-0.3703277719046945,0.16953086469972864
MEF2D,0.2393135503626911,0.362374820981401,-0.29159232224928344,0.4516678942718816,-0.15546345397527525,-0.3086507056579506,0.32625947402397,0.16216651909691254,0.16512193439056413,0.47372492531978605,-0.11239286291843836,-0.23050071752646162,0.22359563125156212,0.17316027862444383,0.3314835725845772,0.4177203709727419,0.10010421257070581,0.362374820981401,-0.1818945595110438,0.3022159442697371,0.19417076974144298,-0.2851077603244348,0.2302736924246874,0.5364684870322575,0.19002198368778492,0.2580258037530544,-0.22492813924926136,0.22165834484340038,0.3022159442697371,0.5713758501072387,0.23184440294848485,-0.2270605179124363,0.18572831385109048,0.40485764616021946,-0.3562641631595731,0.4909576335163763,-0.3562641631595731,0.23184440294848485,0.30492237117507387,0.30233722022244014,0.2897343877874385,0.3192255607375908,0.1478398957184144,0.4263977587265579,0.23006321752268494,0.18946607025412365,-0.21356584280075872,0.286784909406229,0.17722115958311224,-0.22492813924926136,0.3025737341110303,-0.14207105592707117,0.2496912499394556,-0.2584940558806621,0.39356273397271613,0.5155122146612066,0.16798295811671535,-0.3439354619093709,0.15839116282834229,0.21458072895004585,0.43764966159468904,0.6314588009448775,0.12748887259676742,0.19465368228658572,-0.20336523191843578,0.21748471417609344,0.2897343877874385,0.0,0.20871173261092418,0.2590205785167996,-0.1731298203980281,-0.19219357448850355,-0.14207105592707117,0.16798295811671535,0.32625947402397,0.19748061946574125,0.14282031878389215,0.2590205785167996,-0.3290269583074268,0.18780204293654584,0.21748471417609344,0.23857989405730404,0.13872454904850703,0.32625947402397,0.21782993016643168,0.39356273397271613,0.24861403886343925,-0.21356584280075872,-0.21356584280075872,-0.22492813924926136,0.14173644867381546,0.38682871885358744,0.38682871885358744,0.3969509595479397,0.39356273397271613,-0.2584940558806621,0.18610443216812367,0.2354533716800609,0.2284964844442658,0.31345601324536154,0.15969926215093055,0.2397365736188538,-0.22492813924926136,0.1684479114703581
ELF2,-0.15927955297563726,0.3342794465173671,0.252862174424807,0.27472921710346676,-0.27582079793793784,0.1925907507005672,0.1249475786599817,0.1940913022533256,-0.15626361655773477,0.32120762918274637,-0.22068493991740193,0.3485651443256232,0.12402006036869581,0.16153821669134985,0.2751015956245159,0.45632502033333094,-0.12705090996257395,0.3342794465173671,-0.20591625384937562,0.24555218051637173,-0.17915846503784238,0.14186446496180255,0.18177377229689262,0.44157229459837916,0.13824455647635905,0.2497538561507774,0.2805403780153779,0.1952764760628448,0.24555218051637173,0.3433377821950664,0.1875089165343066,-0.3195806451179733,-0.16046923630715312,0.44871526319091304,0.2576209509452171,0.3121998000127106,0.2576209509452171,0.1875089165343066,-0.3146440207266711,0.3369789478674879,-0.3793299287054562,0.257412408383936,0.16471653254307947,-0.5569557170220032,-0.12908063293252972,-0.25220291278036067,0.2567795901492724,0.28479697929133513,0.1953294445392378,0.2805403780153779,-0.22430459570525782,-0.3453738526960789,-0.37223688080019607,-0.2649679452352363,0.33123576000853105,-0.3918953771533249,-0.2862872860389328,0.2751360855189046,-0.11983234347297916,0.22987820214192933,0.252174460640544,0.5193036991858341,0.11979985175723203,0.2329458118998492,-0.2012725984169811,0.18257685260003545,-0.3793299287054562,0.5412067075968243,0.18817402492964866,0.17132760712934064,-0.24594187910781237,0.24045936805201393,-0.3453738526960789,-0.2862872860389328,0.1249475786599817,0.14588005422908895,0.17037691783439873,0.17132760712934064,-0.5186082262850319,0.13426072102027717,0.18257685260003545,0.20862867848565622,0.1525141499406104,0.1249475786599817,0.19479622244318304,0.33123576000853105,0.31839351218858675,0.2567795901492724,0.2567795901492724,0.2805403780153779,-0.19061313076505035,0.3474329926691013,0.3474329926691013,0.37177632627323665,0.33123576000853105,-0.2649679452352363,-0.2512768769238278,-0.14880434782609206,-0.22750614003548772,0.25111087372711344,-0.16270669125321985,0.19972863670989816,0.2805403780153779,0.21455556906756912
MEIS1,0.2955842973416587,0.44839645286402097,0.2799785054760353,0.3289265589401796,-0.23207209163453188,0.20475537236505642,0.26182202155237944,-0.1377279302765575,0.17934688295078052,0.5800090159133569,-0.2628701951485842,0.35658342875374205,0.2687956199550968,0.22503368864676312,0.3382769149700526,0.34433741353679864,0.14200369135273402,0.44839645286402097,0.1260627088380503,0.38639417007326327,0.24873985147328692,0.25837986114492456,0.30230871548471266,0.3453674525058205,0.21523159398296576,0.2696851618434201,0.3073037540812341,0.29038701046879534,0.38639417007326327,0.6732674899214555,0.22614112111076945,-0.22720112975938722,0.1816107847772188,0.30458385297547785,-0.24733753531842284,0.4061005109697147,-0.24733753531842284,0.22614112111076945,0.2816693796835922,0.17133844707724655,0.23874743265590337,0.3081839903073387,0.1985522837759995,0.0,0.17364676280328212,0.19589980138559027,0.23327498501518354,0.2363981310486277,0.25651408377424034,0.3073037540812341,0.2625735808311601,0.15645384551619512,0.0,0.2436344143335352,0.30613624286677854,0.2329438305306736,0.23825684599141125,0.2590410778458147,0.2071426434170788,0.26029852085308464,0.17614312220693346,0.5471742279959637,-0.10171087046239945,0.19604225111038168,0.20617793434658963,0.20323841021772723,0.23874743265590337,0.5452327460807006,0.20700338308939709,0.23958365491189385,0.1782821738785942,0.18898664059949766,0.15645384551619512,0.23825684599141125,0.26182202155237944,0.20365146163455417,0.20339953375141875,0.23958365491189385,0.26784938432541405,0.16724871612615627,0.20323841021772723,0.2850081117606001,0.2453766126693794,0.26182202155237944,0.2759885341011444,0.30613624286677854,0.27279663455993364,0.23327498501518354,0.23327498501518354,0.3073037540812341,0.31741040832653855,0.4375326295957971,0.4375326295957971,0.4143218390113376,0.30613624286677854,0.2436344143335352,0.2090528673372115,0.23710186309918763,0.32985164776472053,0.35799251996862114,0.11443225358844557,0.20891113506602974,0.3073037540812341,0.2417613525124978
