#mp70-MV411-H3K27ac-r2 Enhancers
#Created from /home/jeremie/data/MV411_H3K27ac/mp70-MV411-H3K27ac-r2_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by mp70.MV411.H3K27ac.r2.mLb.clN.sorted.bam
#Using cutoff of 8383.3764 for Super-Enhancers
#Created on May 29 2020 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp70.MV411.H3K27ac.r2.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam	enhancerRank	isSuper
103_MV411_1_70_R1_peak_78300_lociStitched	chr22	43198232	43338168	103	47554	60900.1472	16134.6208	47	1
88_MV411_1_70_R1_peak_21983_lociStitched	chr11	77069377	77211944	88	44673	59222.3318	16152.8411	48	1
49_MV411_1_70_R1_peak_106033_lociStitched	chr8	125386183	125532234	49	29204	66920.5682	23937.7589	49	1
72_MV411_1_70_R1_peak_13458_lociStitched	chr10	72223282	72351557	72	40994	57261.96	14366.8	50	1
75_MV411_1_70_R1_peak_31560_lociStitched	chr14	92986891	93110996	75	43800	57075.8895	14383.7695	51	1
47_MV411_1_70_R1_peak_53808_lociStitched	chr19	2478580	2586252	47	33991	58831.9808	16936.8056	52	1
62_MV411_1_70_R1_peak_72059_lociStitched	chr20	57374699	57482654	62	44426	54722.3895	12976.191	53	1
56_MV411_1_70_R1_peak_76921_lociStitched	chr22	36351563	36475558	56	36543	55524.961	13862.641	54	1
71_MV411_1_70_R1_peak_44801_lociStitched	chr17	16982003	17153297	71	37331	59970.0294	18893.7282	55	1
32_MV411_1_70_R1_peak_85891_lociStitched	chr4	2760562	2838196	32	40931	50174.8542	9269.4996	56	1
83_MV411_1_70_R1_peak_82257_lociStitched	chr3	52296808	52401768	83	48576	53015.296	12196.352	57	1
75_MV411_1_70_R1_peak_71371_lociStitched	chr20	48662957	48813210	75	33064	58283.1387	17820.0058	58	1
55_MV411_1_70_R1_peak_69515_lociStitched	chr20	23083109	23169866	55	41123	51299.4141	11096.2203	59	1
51_MV411_1_70_R1_peak_10646_lociStitched	chr1	234695327	234783187	51	32855	52680.856	12537.622	60	1
77_MV411_1_70_R1_peak_67945_lociStitched	chr2	239458998	239612207	77	38098	57376.7705	17236.0125	61	1
40_MV411_1_70_R1_peak_98158_lociStitched	chr7	2603195	2669425	40	33639	47566.386	7748.91	62	1
57_MV411_1_70_R1_peak_57676_lociStitched	chr19	38632937	38741208	57	30758	57870.8495	18102.9112	63	1
64_MV411_1_70_R1_peak_71613_lociStitched	chr20	50196649	50312934	64	42887	53886.469	14151.8845	64	1
75_MV411_1_70_R1_peak_111655_lociStitched	chr9	131575873	131681168	75	41492	51573.491	12077.3365	65	1
37_MV411_1_70_R1_peak_12731_lociStitched	chr10	69022887	69091465	37	38724	46530.173	7248.6946	66	1
76_MV411_1_70_R1_peak_84797_lociStitched	chr3	184564612	184717969	76	37491	56128.662	16899.9414	67	1
66_MV411_1_70_R1_peak_12111_lociStitched	chr10	43022013	43129410	66	45391	51507.6012	12307.6962	68	1
39_MV411_1_70_R1_peak_34016_lociStitched	chr15	50052311	50136641	39	34051	47039.274	8373.969	69	1
52_MV411_1_70_R1_peak_96538_lociStitched	chr6	157954792	158088592	52	32796	53693.94	15079.26	70	1
26_MV411_1_70_R1_peak_12048_lociStitched	chr10	42931221	43002873	26	39337	46530.8088	7917.546	71	1
56_MV411_1_70_R1_peak_58795_lociStitched	chr19	45086165	45174009	56	36064	53593.6244	15205.7964	72	1
74_MV411_1_70_R1_peak_12948_lociStitched	chr10	70647893	70782847	74	38975	53158.3806	14871.9308	73	1
71_MV411_1_70_R1_peak_43020_lociStitched	chr16	89018602	89121014	71	45124	49936.0912	11685.2092	74	1
58_MV411_1_70_R1_peak_91993_lociStitched	chr5	178454348	178557310	58	41628	48340.659	10110.8684	75	1
72_MV411_1_70_R1_peak_85095_lociStitched	chr3	194983458	195125318	72	39500	53580.522	15363.438	76	1
70_MV411_1_70_R1_peak_78565_lociStitched	chr22	44571950	44714903	70	38774	53392.9455	15281.6757	77	1
85_MV411_1_70_R1_peak_99413_lociStitched	chr7	44214689	44290540	85	49387	46716.6309	8639.4289	78	1
50_MV411_1_70_R1_peak_42240_lociStitched	chr16	85913442	85999111	50	36453	47940.3724	10048.9737	79	1
47_MV411_1_70_R1_peak_25339_lociStitched	chr12	52116256	52208240	47	41028	47850.0768	10164.232	80	1
62_MV411_1_70_R1_peak_50051_lociStitched	chr17	78871069	78977375	62	40630	48847.607	11162.13	81	1
48_MV411_1_70_R1_peak_56595_lociStitched	chr19	18449747	18538588	48	28894	52709.3653	15689.3206	82	1
57_MV411_1_70_R1_peak_40566_lociStitched	chr16	57023740	57150477	57	33745	51746.7171	14752.1868	83	1
69_MV411_1_70_R1_peak_26491_lociStitched	chr12	104628534	104762599	69	29907	52245.1305	15524.727	84	1
48_MV411_1_70_R1_peak_91528_lociStitched	chr5	175587622	175709993	48	32218	50624.8827	14280.6957	85	1
80_MV411_1_70_R1_peak_740_lociStitched	chr1	2798805	2934112	80	35055	50131.2435	13814.8447	86	1
46_MV411_1_70_R1_peak_21453_lociStitched	chr11	73146318	73241185	46	32865	47357.6064	11099.439	87	1
70_MV411_1_70_R1_peak_2536_lociStitched	chr1	17555824	17670719	70	36789	49243.997	13017.6035	88	1
51_MV411_1_70_R1_peak_104275_lociStitched	chr8	37782665	37856884	51	33798	48954.8524	13240.6696	89	1
55_MV411_1_70_R1_peak_85980_lociStitched	chr4	3185106	3321707	55	32611	50474.0695	15067.0903	90	1
38_MV411_1_70_R1_peak_75722_lociStitched	chr22	22882581	22952310	38	35890	43866.5139	8479.0464	91	1
69_MV411_1_70_R1_peak_73872_lociStitched	chr21	42028819	42163862	69	33471	49020.609	14057.9763	92	1
66_MV411_1_70_R1_peak_15094_lociStitched	chr10	103544149	103679632	66	32045	50047.4202	15106.3545	93	1
58_MV411_1_70_R1_peak_97318_lociStitched	chr7	108932	189631	58	35992	44327.9607	9409.5034	94	1
59_MV411_1_70_R1_peak_33497_lociStitched	chr15	40047193	40158227	59	34886	47156.1398	12302.5672	95	1
65_MV411_1_70_R1_peak_61031_lociStitched	chr2	10325400	10438843	65	33327	48621.6698	13771.9802	96	1
68_MV411_1_70_R1_peak_28376_lociStitched	chr12	132469271	132570242	68	35590	45749.9601	11005.839	97	1
40_MV411_1_70_R1_peak_106386_lociStitched	chr8	133067135	133153476	40	26123	49896.4639	15420.5026	98	1
40_MV411_1_70_R1_peak_68256_lociStitched	chr2	240850563	240935408	40	38786	43160.6515	8874.787	99	1
53_MV411_1_70_R1_peak_76385_lociStitched	chr22	29137634	29265411	53	30369	48312.4837	14349.3571	100	1
76_MV411_1_70_R1_peak_68160_lociStitched	chr2	240687610	240793708	76	36088	44136.768	10217.2374	101	1
29_MV411_1_70_R1_peak_103911_lociStitched	chr8	26570967	26632436	29	26184	43360.2326	9472.3729	102	1
62_MV411_1_70_R1_peak_108754_lociStitched	chr9	37906826	38027534	62	29221	47522.7396	13784.8536	103	1
73_MV411_1_70_R1_peak_102519_lociStitched	chr7	157390910	157569296	73	29685	51731.94	18052.6632	104	1
51_MV411_1_70_R1_peak_55612_lociStitched	chr19	13002041	13110762	51	22901	52360.0336	18786.9888	105	1
54_MV411_1_70_R1_peak_15209_lociStitched	chr10	103695216	103806554	54	31645	45503.8406	11935.4336	106	1
73_MV411_1_70_R1_peak_35240_lociStitched	chr15	70417544	70539426	73	31879	48557.7888	15113.368	107	1
31_MV411_1_70_R1_peak_59091_lociStitched	chr19	47056504	47113930	31	18522	42018.6042	8912.5152	108	1
76_MV411_1_70_R1_peak_86381_lociStitched	chr4	7421696	7540745	76	33037	45298.1445	12238.2372	109	1
60_MV411_1_70_R1_peak_42475_lociStitched	chr16	87782828	87883048	60	34573	43625.766	10753.606	110	1
44_MV411_1_70_R1_peak_82504_lociStitched	chr3	53120620	53199052	44	31746	42651.3216	9811.8432	111	1
33_MV411_1_70_R1_peak_7731_lociStitched	chr1	156067516	156148796	33	30723	42314.368	9485.376	112	1
38_MV411_1_70_R1_peak_1127_lociStitched	chr1	3662673	3741798	38	34761	41176.65	8585.0625	113	1
38_MV411_1_70_R1_peak_67187_lociStitched	chr2	231661455	231718206	38	27009	38567.9796	6310.7112	114	1
68_MV411_1_70_R1_peak_91646_lociStitched	chr5	176644031	176749329	68	33185	44625.2924	12456.7534	115	1
44_MV411_1_70_R1_peak_67804_lociStitched	chr2	239204141	239330667	44	24805	45435.4866	13310.5352	116	1
63_MV411_1_70_R1_peak_74542_lociStitched	chr21	45291781	45393334	63	36711	43495.1499	11373.936	117	1
58_MV411_1_70_R1_peak_74409_lociStitched	chr21	44953484	45053985	58	34668	43054.6284	11195.8114	118	1
19_MV411_1_70_R1_peak_56519_lociStitched	chr19	18284566	18319919	19	23352	37714.5804	5896.8804	119	1
46_MV411_1_70_R1_peak_21011_lociStitched	chr11	69356960	69450407	46	32539	41929.6689	10447.3746	120	1
31_MV411_1_70_R1_peak_97565_lociStitched	chr7	898715	969865	31	33878	39331.72	7933.225	121	1
55_MV411_1_70_R1_peak_74746_lociStitched	chr21	45854821	45950772	55	33074	41479.6173	10094.0452	122	1
74_MV411_1_70_R1_peak_1802_lociStitched	chr1	10628282	10759471	74	27567	44971.5892	13617.4182	123	1
64_MV411_1_70_R1_peak_110686_lociStitched	chr9	126374302	126505818	64	29024	45294.1104	14032.7572	124	1
35_MV411_1_70_R1_peak_67315_lociStitched	chr2	233057286	233125720	35	27689	38973.163	7746.7288	125	1
49_MV411_1_70_R1_peak_35820_lociStitched	chr15	75651438	75736355	49	31919	39817.5813	8984.2186	126	1
69_MV411_1_70_R1_peak_28082_lociStitched	chr12	131004990	131141088	69	29335	44531.2656	13813.947	127	1
47_MV411_1_70_R1_peak_41357_lociStitched	chr16	70680984	70757826	47	35761	39658.1562	9051.9876	128	1
55_MV411_1_70_R1_peak_107250_lociStitched	chr8	142439389	142547656	55	24342	48806.7636	18232.1628	129	1
51_MV411_1_70_R1_peak_89851_lociStitched	chr5	132418156	132502852	51	29292	40755.7152	10349.8512	130	1
48_MV411_1_70_R1_peak_105566_lociStitched	chr8	102725416	102816553	48	22191	45732.5466	15465.9489	131	1
59_MV411_1_70_R1_peak_36039_lociStitched	chr15	77525568	77623020	59	29525	41027.292	10992.5856	132	1
36_MV411_1_70_R1_peak_35553_lociStitched	chr15	74382848	74444245	36	36759	37151.3247	7208.0078	133	1
44_MV411_1_70_R1_peak_73630_lociStitched	chr21	38980034	39038372	44	33278	36916.2864	7093.9008	134	1
19_MV411_1_70_R1_peak_7822_lociStitched	chr1	156478984	156529225	19	23591	35244.0615	5491.3413	135	1
27_MV411_1_70_R1_peak_79272_lociStitched	chr22	49923017	49977071	27	32409	35594.559	5929.7238	136	1
63_MV411_1_70_R1_peak_80098_lociStitched	chr3	13163015	13306126	63	25382	45051.3428	15470.2991	137	1
48_MV411_1_70_R1_peak_11469_lociStitched	chr10	7444695	7522541	48	31979	35988.2058	6422.295	138	1
32_MV411_1_70_R1_peak_23763_lociStitched	chr12	1795727	1858346	32	25766	37133.067	7608.2085	139	1
33_MV411_1_70_R1_peak_20167_lociStitched	chr11	65470425	65555767	33	25658	38950.0888	9464.4278	140	1
54_MV411_1_70_R1_peak_42591_lociStitched	chr16	88057377	88165433	54	32644	38316.6576	8957.8424	141	1
45_MV411_1_70_R1_peak_62609_lociStitched	chr2	46945741	47055817	45	24200	41091.3708	12394.5576	142	1
60_MV411_1_70_R1_peak_27786_lociStitched	chr12	124361343	124465101	60	24038	40372.2378	11683.1508	143	1
43_MV411_1_70_R1_peak_10556_lociStitched	chr1	234475170	234583418	43	23374	40712.0728	12037.1776	144	1
53_MV411_1_70_R1_peak_94497_lociStitched	chr6	36997584	37103090	53	26118	40187.2354	11605.66	145	1
35_MV411_1_70_R1_peak_56350_lociStitched	chr19	17474087	17545943	35	23031	40174.6896	11597.5584	146	1
44_MV411_1_70_R1_peak_36717_lociStitched	chr15	90017006	90090493	44	29080	37052.1454	8678.8147	147	1
22_MV411_1_70_R1_peak_55833_lociStitched	chr19	14350483	14406656	22	19198	36989.9205	8684.3458	148	1
43_MV411_1_70_R1_peak_14961_lociStitched	chr10	102582379	102654452	43	26988	36411.2796	8151.4563	149	1
64_MV411_1_70_R1_peak_42668_lociStitched	chr16	88259068	88358385	64	28890	38147.6597	10170.0608	150	1
53_MV411_1_70_R1_peak_51929_lociStitched	chr18	48680142	48805540	53	19017	42936.2752	15223.3172	151	1
56_MV411_1_70_R1_peak_86109_lociStitched	chr4	3626381	3751950	56	23839	40885.2664	13260.0864	152	1
38_MV411_1_70_R1_peak_23574_lociStitched	chr12	92580	192509	38	26342	38692.5088	11102.1119	153	1
45_MV411_1_70_R1_peak_51319_lociStitched	chr18	9678868	9786598	45	25024	38459.61	11139.282	154	1
66_MV411_1_70_R1_peak_91942_lociStitched	chr5	178305202	178399615	66	28798	37519.7262	10224.9279	155	1
51_MV411_1_70_R1_peak_13888_lociStitched	chr10	78931298	79024006	51	21888	38464.5492	11226.9388	156	1
31_MV411_1_70_R1_peak_34187_lociStitched	chr15	55218971	55297738	31	25242	34838.6441	7679.7825	157	1
43_MV411_1_70_R1_peak_103966_lociStitched	chr8	27327536	27392124	43	26264	37222.0644	10185.5276	158	1
43_MV411_1_70_R1_peak_74062_lociStitched	chr21	43267391	43376624	43	25535	38635.7121	11600.5446	159	1
44_MV411_1_70_R1_peak_69246_lociStitched	chr20	17610227	17684784	44	29771	34795.7519	7835.9407	160	1
26_MV411_1_70_R1_peak_55640_lociStitched	chr19	13127848	13187979	26	17879	35814.0236	8869.3225	161	1
50_MV411_1_70_R1_peak_27849_lociStitched	chr12	124486694	124582707	50	25161	38299.5857	11367.9392	162	1
51_MV411_1_70_R1_peak_19383_lociStitched	chr11	61688480	61747801	51	33896	33546.0255	6768.5261	163	1
55_MV411_1_70_R1_peak_51997_lociStitched	chr18	48818212	48939708	55	22563	40846.9552	14129.9848	164	1
37_MV411_1_70_R1_peak_103121_lociStitched	chr8	11423956	11515021	37	24365	40806.2265	14133.288	165	1
57_MV411_1_70_R1_peak_16418_lociStitched	chr10	132607123	132746399	57	19106	41504.248	14846.8216	166	1
45_MV411_1_70_R1_peak_41585_lociStitched	chr16	81441265	81519552	45	26017	35706.7007	9112.6068	167	1
49_MV411_1_70_R1_peak_21531_lociStitched	chr11	73310615	73392997	49	25716	36668.2282	10124.7478	168	1
34_MV411_1_70_R1_peak_77178_lociStitched	chr22	37265980	37320749	34	31565	33074.9991	6577.7569	169	1
38_MV411_1_70_R1_peak_90367_lociStitched	chr5	139637853	139711191	38	25183	35642.268	9167.25	170	1
25_MV411_1_70_R1_peak_17569_lociStitched	chr11	3122771	3172766	25	29083	32201.7795	5754.4245	171	1
54_MV411_1_70_R1_peak_86089_lociStitched	chr4	3466052	3573917	54	25595	35962.191	9578.412	172	1
39_MV411_1_70_R1_peak_65601_lociStitched	chr2	144660022	144717189	39	28696	32007.8033	5710.9833	173	1
37_MV411_1_70_R1_peak_111198_lociStitched	chr9	129378633	129433173	37	25295	32696.73	6441.174	174	1
55_MV411_1_70_R1_peak_110345_lociStitched	chr9	123318246	123413195	55	28040	37153.5437	10928.6299	175	1
58_MV411_1_70_R1_peak_21700_lociStitched	chr11	75426796	75548971	58	23086	40195.575	14050.125	176	1
48_MV411_1_70_R1_peak_32384_lociStitched	chr14	103068546	103167500	48	27391	36998.9006	10875.0446	177	1
53_MV411_1_70_R1_peak_594_lociStitched	chr1	2401470	2508386	53	21529	37367.142	11397.2456	178	1
31_MV411_1_70_R1_peak_82385_lociStitched	chr3	52480066	52530734	31	28005	32234.9816	6318.2996	179	1
42_MV411_1_70_R1_peak_35954_lociStitched	chr15	76973791	77038168	42	27922	33353.7237	7499.9205	180	1
40_MV411_1_70_R1_peak_106196_lociStitched	chr8	129627774	129693495	40	21927	36626.3133	10784.8161	181	1
21_MV411_1_70_R1_peak_85283_lociStitched	chr3	196604804	196646683	21	22311	30148.6921	4401.4829	182	1
45_MV411_1_70_R1_peak_52263_lociStitched	chr18	59847596	59924193	45	23106	34667.8022	8961.849	183	1
29_MV411_1_70_R1_peak_10886_lociStitched	chr1	235917083	235972437	29	22628	31651.4172	5972.6966	184	1
28_MV411_1_70_R1_peak_32125_lociStitched	chr14	100523100	100578263	28	30749	32016.6052	6404.4243	185	1
15_MV411_1_70_R1_peak_57268_lociStitched	chr19	33385771	33414611	15	24952	30446.388	4914.336	186	1
32_MV411_1_70_R1_peak_40117_lociStitched	chr16	50244639	50310263	32	25503	33356.6792	7842.068	187	1
27_MV411_1_70_R1_peak_50694_lociStitched	chr17	81806538	81852604	27	26538	30767.4814	5265.3438	188	1
36_MV411_1_70_R1_peak_103190_lociStitched	chr8	11843814	11913447	36	18898	37511.2971	12025.6191	189	1
25_MV411_1_70_R1_peak_36812_lociStitched	chr15	90646405	90712423	25	20517	32626.0956	7242.1746	190	1
37_MV411_1_70_R1_peak_58051_lociStitched	chr19	40783736	40846702	37	21467	34625.0034	9369.3408	191	1
59_MV411_1_70_R1_peak_13149_lociStitched	chr10	71228801	71302860	59	26066	33785.7158	8561.2204	192	1
53_MV411_1_70_R1_peak_14148_lociStitched	chr10	79375584	79448661	53	26674	33293.8812	8301.5472	193	1
46_MV411_1_70_R1_peak_38739_lociStitched	chr16	11382536	11471876	46	25510	34788.996	9818.466	194	1
34_MV411_1_70_R1_peak_43280_lociStitched	chr17	273015	357834	34	27302	33986.9733	9075.633	195	1
48_MV411_1_70_R1_peak_35112_lociStitched	chr15	70100327	70219417	48	18317	37465.714	12694.994	196	1
43_MV411_1_70_R1_peak_57531_lociStitched	chr19	37975270	38065015	43	17691	38635.2225	13874.577	197	1
55_MV411_1_70_R1_peak_21016_lociStitched	chr11	69463663	69554186	55	28178	34434.9492	9676.9087	198	1
34_MV411_1_70_R1_peak_103538_lociStitched	chr8	22168327	22233773	34	22916	35831.685	11204.3552	199	1
35_MV411_1_70_R1_peak_90812_lociStitched	chr5	150103658	150160762	35	27676	31458.5936	6915.2944	200	1
60_MV411_1_70_R1_peak_45358_lociStitched	chr17	21337674	21423642	60	25317	32899.9536	8424.864	201	1
44_MV411_1_70_R1_peak_49699_lociStitched	chr17	77384055	77480886	44	24442	35478.8784	11019.3678	202	1
40_MV411_1_70_R1_peak_75813_lociStitched	chr22	23150979	23265597	40	19563	36746.5308	12424.5912	203	1
42_MV411_1_70_R1_peak_32909_lociStitched	chr14	105324652	105396283	42	26479	32685.2253	8366.5008	204	1
54_MV411_1_70_R1_peak_65076_lociStitched	chr2	127039963	127103869	54	28321	31371.4554	7068.0036	205	1
34_MV411_1_70_R1_peak_43508_lociStitched	chr17	1556936	1640680	34	21870	33405.4816	9144.8448	206	1
31_MV411_1_70_R1_peak_37703_lociStitched	chr16	1423635	1484758	31	23454	31472.2327	7261.4124	207	1
48_MV411_1_70_R1_peak_31265_lociStitched	chr14	90500696	90599603	48	23205	35339.4711	11136.9282	208	1
44_MV411_1_70_R1_peak_6645_lociStitched	chr1	109750952	109828808	44	24579	33267.8688	9194.7936	209	1
30_MV411_1_70_R1_peak_18799_lociStitched	chr11	46310671	46372343	30	24478	31113.524	7221.7912	210	1
44_MV411_1_70_R1_peak_31472_lociStitched	chr14	92631294	92713647	44	22766	33064.7295	9198.8301	211	1
53_MV411_1_70_R1_peak_3952_lociStitched	chr1	28099461	28174765	53	21620	31718.0448	7974.6936	212	1
46_MV411_1_70_R1_peak_68710_lociStitched	chr20	1802815	1891265	46	18304	35158.875	11436.585	213	1
38_MV411_1_70_R1_peak_8945_lociStitched	chr1	200992124	201075028	38	19779	33368.86	9650.0256	214	1
45_MV411_1_70_R1_peak_27170_lociStitched	chr12	117026562	117092251	45	26613	31294.2396	7600.2173	215	1
35_MV411_1_70_R1_peak_61835_lociStitched	chr2	28577740	28650093	35	22135	32110.2614	8501.4775	216	1
24_MV411_1_70_R1_peak_76028_lociStitched	chr22	24407134	24467231	24	25167	30589.373	6995.2908	217	1
41_MV411_1_70_R1_peak_15543_lociStitched	chr10	119325049	119424135	41	20738	34293.6646	10721.1052	218	1
39_MV411_1_70_R1_peak_12424_lociStitched	chr10	48445360	48520865	39	25219	31931.0645	8456.56	219	1
23_MV411_1_70_R1_peak_111591_lociStitched	chr9	131228086	131281530	23	21853	28859.76	5392.4996	220	1
43_MV411_1_70_R1_peak_19249_lociStitched	chr11	61004545	61093408	43	26457	32923.7415	9499.4547	221	1
18_MV411_1_70_R1_peak_56564_lociStitched	chr19	18401494	18433711	18	16122	28972.7481	5557.4325	222	1
43_MV411_1_70_R1_peak_50393_lociStitched	chr17	80815912	80903002	43	20619	32893.893	9484.101	223	1
32_MV411_1_70_R1_peak_52565_lociStitched	chr18	76451059	76507894	32	18846	31094.4285	7718.193	224	1
42_MV411_1_70_R1_peak_49991_lociStitched	chr17	78525864	78648659	42	15038	36592.91	13225.0215	225	1
47_MV411_1_70_R1_peak_71590_lociStitched	chr20	49986244	50089683	47	22472	34776.1918	11502.4168	226	1
54_MV411_1_70_R1_peak_28337_lociStitched	chr12	132375865	132453052	54	24760	31222.1415	8050.6041	227	1
20_MV411_1_70_R1_peak_106165_lociStitched	chr8	129527168	129565625	20	17014	29342.691	6318.4851	228	1
48_MV411_1_70_R1_peak_27919_lociStitched	chr12	124674173	124762539	48	19043	34118.1126	11107.6062	229	1
27_MV411_1_70_R1_peak_17732_lociStitched	chr11	6606696	6650487	27	24434	28175.1294	5206.7499	230	1
20_MV411_1_70_R1_peak_53495_lociStitched	chr19	1599581	1672507	20	13834	34515.8758	11558.771	231	1
50_MV411_1_70_R1_peak_25834_lociStitched	chr12	57132053	57210879	50	21259	32476.312	9530.0634	232	1
35_MV411_1_70_R1_peak_16390_lociStitched	chr10	132542188	132592950	35	23482	28538.3964	5593.9724	233	1
