REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mp702-MV411_DMSO-H3K27ac-r1.mLb.clN.sorted.bam	INPUT_R1.mLb.clN.sorted.bam
11_MV411_DMSO_8h_2_702_R1_peak_4753_lociStitched	chr1	234656037	234728279	11	16036	25393.063	8734.0578
17_MV411_DMSO_8h_2_702_R1_peak_49998_lociStitched	chrX	1467121	1538915	17	20617	23770.9934	6368.1278
13_MV411_DMSO_8h_2_702_R1_peak_36917_lociStitched	chr4	139163536	139235183	13	26362	44471.2929	6806.465
13_MV411_DMSO_8h_2_702_R1_peak_16046_lociStitched	chr15	70439164	70510280	13	16007	24343.0068	8946.3928
18_MV411_DMSO_8h_2_702_R1_peak_19540_lociStitched	chr17	27511293	27582054	18	26460	39215.7462	8434.7112
19_MV411_DMSO_8h_2_702_R1_peak_21642_lociStitched	chr18	9734993	9804759	19	16582	18550.7794	7471.9386
22_MV411_DMSO_8h_2_702_R1_peak_44283_lociStitched	chr7	92717344	92786374	22	23727	20350.044	6247.215
23_MV411_DMSO_8h_2_702_R1_peak_32558_lociStitched	chr3	14366172	14435145	23	24433	28106.4975	8359.5276
17_MV411_DMSO_8h_2_702_R1_peak_7548_lociStitched	chr11	12119034	12187877	17	20677	26449.4806	7875.6392
13_MV411_DMSO_8h_2_702_R1_peak_5894_lociStitched	chr10	69038201	69106986	13	50624	73324.81	7325.6025
12_MV411_DMSO_8h_2_702_R1_peak_32699_lociStitched	chr3	18381045	18449713	12	49056	103702.4136	6557.794
8_MV411_DMSO_8h_2_702_R1_peak_40431_lociStitched	chr6	16669223	16737095	8	17060	21528.9984	6495.3504
17_MV411_DMSO_8h_2_702_R1_peak_15884_lociStitched	chr15	65774068	65841862	17	28564	42716.9994	6548.9004
12_MV411_DMSO_8h_2_702_R1_peak_50281_lociStitched	chrX	30561357	30629008	12	35915	40881.4993	2787.2212
13_MV411_DMSO_8h_2_702_R1_peak_25350_lociStitched	chr2	38065610	38132380	13	18653	25145.582	6703.708
14_MV411_DMSO_8h_2_702_R1_peak_15488_lociStitched	chr15	50051024	50117460	14	50506	81842.5084	6444.292
9_MV411_DMSO_8h_2_702_R1_peak_41413_lociStitched	chr6	52287222	52353548	9	14812	18445.2606	6791.7824
13_MV411_DMSO_8h_2_702_R1_peak_22696_lociStitched	chr19	4050245	4116426	13	25200	43891.2392	11330.1872
18_MV411_DMSO_8h_2_702_R1_peak_6003_lociStitched	chr10	71711169	71777268	18	26251	34979.5908	8064.078
8_MV411_DMSO_8h_2_702_R1_peak_47221_lociStitched	chr8	120803105	120868762	8	11302	21358.2221	10741.4852
13_MV411_DMSO_8h_2_702_R1_peak_4808_lociStitched	chr1	235040390	235105827	13	20763	21332.462	7001.759
16_MV411_DMSO_8h_2_702_R1_peak_17323_lociStitched	chr16	17319688	17385037	16	36125	37124.7669	7057.692
12_MV411_DMSO_8h_2_702_R1_peak_25751_lociStitched	chr2	55096919	55162255	12	14514	25533.3088	7271.8968
10_MV411_DMSO_8h_2_702_R1_peak_39160_lociStitched	chr5	142757020	142822058	10	27068	32050.7264	7811.0638
17_MV411_DMSO_8h_2_702_R1_peak_46115_lociStitched	chr8	42741438	42806136	17	24462	32918.3424	9439.4382
9_MV411_DMSO_8h_2_702_R1_peak_9681_lociStitched	chr11	128692697	128757284	9	14388	26015.6436	7369.3767
10_MV411_DMSO_8h_2_702_R1_peak_2503_lociStitched	chr1	111451785	111516284	10	16831	21387.8684	7198.0884
13_MV411_DMSO_8h_2_702_R1_peak_28227_lociStitched	chr2	223866420	223930881	13	9486	13021.122	5878.8432
15_MV411_DMSO_8h_2_702_R1_peak_38084_lociStitched	chr5	67158770	67223173	15	33225	33959.7019	6910.4419
12_MV411_DMSO_8h_2_702_R1_peak_5542_lociStitched	chr10	42956202	43020552	12	18029	22496.76	7091.37
13_MV411_DMSO_8h_2_702_R1_peak_47645_lociStitched	chr8	141086098	141150333	13	37397	61068.2145	11041.9965
18_MV411_DMSO_8h_2_702_R1_peak_17600_lociStitched	chr16	29114909	29179027	18	30769	29827.6936	5174.3226
13_MV411_DMSO_8h_2_702_R1_peak_6027_lociStitched	chr10	72276582	72340274	13	20516	27967.1572	7407.3796
14_MV411_DMSO_8h_2_702_R1_peak_32314_lociStitched	chr3	4975512	5039138	14	23209	34841.5976	6954.3218
14_MV411_DMSO_8h_2_702_R1_peak_39005_lociStitched	chr5	139458484	139521315	14	16304	23687.287	6572.1226
11_MV411_DMSO_8h_2_702_R1_peak_5566_lociStitched	chr10	43394163	43456492	11	31484	57610.6947	6214.2013
13_MV411_DMSO_8h_2_702_R1_peak_4728_lociStitched	chr1	234473116	234534793	13	29842	38875.0131	6901.6563
14_MV411_DMSO_8h_2_702_R1_peak_32126_lociStitched	chr22	46561274	46622641	14	27110	32868.1652	6615.3626
14_MV411_DMSO_8h_2_702_R1_peak_40059_lociStitched	chr6	6856503	6917286	14	22351	25461.9987	6412.6065
17_MV411_DMSO_8h_2_702_R1_peak_47430_lociStitched	chr8	129625830	129686602	17	26536	39866.432	9808.6008
16_MV411_DMSO_8h_2_702_R1_peak_26680_lociStitched	chr2	105747767	105808477	16	26433	31720.975	6623.461
12_MV411_DMSO_8h_2_702_R1_peak_43577_lociStitched	chr7	38222778	38283450	12	43822	68820.2496	5126.784
15_MV411_DMSO_8h_2_702_R1_peak_33469_lociStitched	chr3	53137535	53198121	15	24939	37672.3748	7858.0042
14_MV411_DMSO_8h_2_702_R1_peak_8025_lociStitched	chr11	46638635	46699093	14	23288	27895.3212	6257.403
14_MV411_DMSO_8h_2_702_R1_peak_24074_lociStitched	chr19	43724990	43785435	14	25527	44717.211	11103.7465
13_MV411_DMSO_8h_2_702_R1_peak_33351_lociStitched	chr3	50572429	50632786	13	32120	49510.8471	7381.6611
14_MV411_DMSO_8h_2_702_R1_peak_42325_lociStitched	chr6	139589280	139649415	14	16978	22881.3675	6043.5675
13_MV411_DMSO_8h_2_702_R1_peak_12791_lociStitched	chr13	32075052	32135125	13	18941	45763.6114	12044.6365
13_MV411_DMSO_8h_2_702_R1_peak_29250_lociStitched	chr20	23102859	23162740	13	38940	38234.0185	7778.5419
10_MV411_DMSO_8h_2_702_R1_peak_2198_lociStitched	chr1	92456513	92516371	10	33562	69171.9048	5662.5668
12_MV411_DMSO_8h_2_702_R1_peak_46813_lociStitched	chr8	96845741	96905443	12	18784	26489.7774	9504.5584
10_MV411_DMSO_8h_2_702_R1_peak_9141_lociStitched	chr11	94525882	94585426	10	50824	82129.0392	5894.856
16_MV411_DMSO_8h_2_702_R1_peak_20611_lociStitched	chr17	59753656	59813078	16	23271	26318.0038	5282.6158
14_MV411_DMSO_8h_2_702_R1_peak_6532_lociStitched	chr10	96689755	96748965	14	18290	23263.609	6228.892
13_MV411_DMSO_8h_2_702_R1_peak_6371_lociStitched	chr10	88061776	88120830	13	20027	24578.2748	6602.2372
11_MV411_DMSO_8h_2_702_R1_peak_16607_lociStitched	chr15	90680414	90739443	11	16311	21663.643	6068.1812
20_MV411_DMSO_8h_2_702_R1_peak_16801_lociStitched	chr15	101194031	101252981	20	31437	29050.56	6001.11
12_MV411_DMSO_8h_2_702_R1_peak_25632_lociStitched	chr2	46945772	47004532	12	28087	34938.696	6651.632
14_MV411_DMSO_8h_2_702_R1_peak_22196_lociStitched	chr18	59862386	59921125	14	26202	33739.6816	6901.8325
14_MV411_DMSO_8h_2_702_R1_peak_34243_lociStitched	chr3	127728713	127787299	14	16827	18144.0842	7071.3302
11_MV411_DMSO_8h_2_702_R1_peak_3451_lociStitched	chr1	167600734	167659218	11	19940	29107.4868	6421.5432
13_MV411_DMSO_8h_2_702_R1_peak_30168_lociStitched	chr20	56409080	56467032	13	14021	14963.2064	5748.8384
11_MV411_DMSO_8h_2_702_R1_peak_33105_lociStitched	chr3	45623090	45680858	11	12176	17278.4088	6314.0424
19_MV411_DMSO_8h_2_702_R1_peak_43634_lociStitched	chr7	41725646	41783300	19	25250	30055.0302	6584.0868
14_MV411_DMSO_8h_2_702_R1_peak_49687_lociStitched	chr9	131620562	131678156	14	15774	18602.862	6726.9792
13_MV411_DMSO_8h_2_702_R1_peak_3425_lociStitched	chr1	165827143	165884683	13	19608	25927.524	6099.24
19_MV411_DMSO_8h_2_702_R1_peak_28860_lociStitched	chr20	4033664	4091140	19	29801	28887.4376	6075.2132
11_MV411_DMSO_8h_2_702_R1_peak_18698_lociStitched	chr16	88935897	88993348	11	14992	22876.9882	6526.4336
11_MV411_DMSO_8h_2_702_R1_peak_33274_lociStitched	chr3	49331203	49388468	11	28858	50857.0465	5703.594
12_MV411_DMSO_8h_2_702_R1_peak_31995_lociStitched	chr22	43091809	43148946	12	17331	23220.4768	6393.6303
15_MV411_DMSO_8h_2_702_R1_peak_5809_lociStitched	chr10	63217420	63274557	15	22956	23991.8263	4730.9436
17_MV411_DMSO_8h_2_702_R1_peak_32291_lociStitched	chr3	4722649	4779569	17	24552	30617.268	6392.116
13_MV411_DMSO_8h_2_702_R1_peak_3979_lociStitched	chr1	200850926	200907657	13	17181	20377.7752	6620.5077
11_MV411_DMSO_8h_2_702_R1_peak_35075_lociStitched	chr3	183258087	183314582	11	13459	17665.9865	6321.7905
9_MV411_DMSO_8h_2_702_R1_peak_41303_lociStitched	chr6	43878405	43934648	9	9107	15444.3278	7052.8722
15_MV411_DMSO_8h_2_702_R1_peak_7167_lociStitched	chr10	132537787	132594015	15	24664	29958.2784	6269.422
13_MV411_DMSO_8h_2_702_R1_peak_31321_lociStitched	chr22	24460586	24516720	13	13132	15605.252	6202.807
13_MV411_DMSO_8h_2_702_R1_peak_4773_lociStitched	chr1	234838357	234894459	13	23208	26979.4518	6990.3092
12_MV411_DMSO_8h_2_702_R1_peak_23689_lociStitched	chr19	33248210	33304210	12	31318	55944.0	10752.0
9_MV411_DMSO_8h_2_702_R1_peak_21604_lociStitched	chr18	9061596	9117414	9	14005	15735.0942	5224.5648
13_MV411_DMSO_8h_2_702_R1_peak_20698_lociStitched	chr17	62609261	62665028	13	18724	25318.218	5654.7738
12_MV411_DMSO_8h_2_702_R1_peak_22380_lociStitched	chr18	76450786	76506546	12	29880	35993.08	7477.416
13_MV411_DMSO_8h_2_702_R1_peak_28739_lociStitched	chr20	1802474	1858105	13	14746	21306.673	7131.8942
10_MV411_DMSO_8h_2_702_R1_peak_36041_lociStitched	chr4	40550978	40606164	10	14681	18796.3516	5369.5978
15_MV411_DMSO_8h_2_702_R1_peak_8106_lociStitched	chr11	47980078	48035219	15	21241	25612.9945	6374.2996
11_MV411_DMSO_8h_2_702_R1_peak_10434_lociStitched	chr12	31853869	31908942	11	21314	28450.7118	4901.497
13_MV411_DMSO_8h_2_702_R1_peak_22233_lociStitched	chr18	62784048	62839120	13	10610	16631.744	6068.9344
11_MV411_DMSO_8h_2_702_R1_peak_23109_lociStitched	chr19	11279695	11334706	11	18129	30894.1776	8741.2479
16_MV411_DMSO_8h_2_702_R1_peak_2993_lociStitched	chr1	151905150	151959955	16	17082	20201.123	5431.1755
14_MV411_DMSO_8h_2_702_R1_peak_49273_lociStitched	chr9	121071213	121125902	14	18451	25643.6721	4610.2827
12_MV411_DMSO_8h_2_702_R1_peak_47548_lociStitched	chr8	133486107	133540550	12	18859	34718.3011	9309.753
13_MV411_DMSO_8h_2_702_R1_peak_3679_lociStitched	chr1	181099280	181153657	13	12019	17737.7774	6182.6649
8_MV411_DMSO_8h_2_702_R1_peak_34496_lociStitched	chr3	138861859	138916193	8	10183	13534.5994	5531.2012
12_MV411_DMSO_8h_2_702_R1_peak_15223_lociStitched	chr15	40069770	40124051	12	22223	26809.3859	6188.034
9_MV411_DMSO_8h_2_702_R1_peak_4996_lociStitched	chr1	246063015	246117215	9	40702	46958.88	5089.38
14_MV411_DMSO_8h_2_702_R1_peak_28938_lociStitched	chr20	5634387	5688537	14	25284	29755.425	5268.795
9_MV411_DMSO_8h_2_702_R1_peak_18235_lociStitched	chr16	68247066	68301119	9	14209	17886.1377	5578.2696
7_MV411_DMSO_8h_2_702_R1_peak_43043_lociStitched	chr7	4704821	4758652	7	12136	16509.9677	5582.2747
9_MV411_DMSO_8h_2_702_R1_peak_34095_lociStitched	chr3	122060174	122113267	9	11056	14186.4496	5601.3115
16_MV411_DMSO_8h_2_702_R1_peak_39112_lociStitched	chr5	141581615	141634700	16	24693	30985.7145	5335.0425
14_MV411_DMSO_8h_2_702_R1_peak_18582_lociStitched	chr16	85898267	85951349	14	19888	20855.9178	6077.889
12_MV411_DMSO_8h_2_702_R1_peak_33125_lociStitched	chr3	46183705	46236749	12	13472	19037.4916	6062.9292
10_MV411_DMSO_8h_2_702_R1_peak_7790_lociStitched	chr11	33889222	33942220	10	18241	29980.9686	6296.1624
9_MV411_DMSO_8h_2_702_R1_peak_21306_lociStitched	chr17	79800392	79853367	9	16971	24352.6075	6134.505
9_MV411_DMSO_8h_2_702_R1_peak_17896_lociStitched	chr16	50678646	50731599	9	27284	27397.8822	6386.1318
8_MV411_DMSO_8h_2_702_R1_peak_47761_lociStitched	chr8	143926984	143979765	8	22362	39263.7859	9257.7874
12_MV411_DMSO_8h_2_702_R1_peak_39814_lociStitched	chr5	178453714	178506410	12	24873	24640.6496	5180.0168
12_MV411_DMSO_8h_2_702_R1_peak_23931_lociStitched	chr19	40792350	40844896	12	23774	34496.449	7750.535
12_MV411_DMSO_8h_2_702_R1_peak_15021_lociStitched	chr15	25761206	25813626	12	17300	18703.456	5414.986
16_MV411_DMSO_8h_2_702_R1_peak_29930_lociStitched	chr20	48823093	48875470	16	21131	25041.4437	6232.863
9_MV411_DMSO_8h_2_702_R1_peak_25943_lociStitched	chr2	64812083	64864395	9	19412	29823.0712	5644.4648
11_MV411_DMSO_8h_2_702_R1_peak_4245_lociStitched	chr1	207823731	207876036	11	13892	18055.686	5664.6315
6_MV411_DMSO_8h_2_702_R1_peak_8493_lociStitched	chr11	65403016	65455257	6	18097	38799.3907	5950.2499
8_MV411_DMSO_8h_2_702_R1_peak_16385_lociStitched	chr15	79930869	79982942	8	12772	15455.2664	4920.8985
12_MV411_DMSO_8h_2_702_R1_peak_8782_lociStitched	chr11	73184725	73236794	12	27351	35807.8513	6170.1765
11_MV411_DMSO_8h_2_702_R1_peak_16658_lociStitched	chr15	92801484	92853498	11	17673	33023.6886	5575.9008
14_MV411_DMSO_8h_2_702_R1_peak_42179_lociStitched	chr6	135274874	135326858	14	21067	23751.4896	5499.9072
18_MV411_DMSO_8h_2_702_R1_peak_37247_lociStitched	chr4	180050266	180102163	18	40552	43432.5993	3902.6544
9_MV411_DMSO_8h_2_702_R1_peak_45988_lociStitched	chr8	37864161	37916028	9	28134	46638.8064	8666.9757
9_MV411_DMSO_8h_2_702_R1_peak_26890_lociStitched	chr2	119351376	119403239	9	14005	17073.2996	5160.3685
5_MV411_DMSO_8h_2_702_R1_peak_1236_lociStitched	chr1	36350510	36402215	5	13491	17352.198	6028.803
13_MV411_DMSO_8h_2_702_R1_peak_46621_lociStitched	chr8	81058697	81110216	13	11951	22075.8915	8371.8375
9_MV411_DMSO_8h_2_702_R1_peak_49648_lociStitched	chr9	131227447	131278965	9	27715	42966.012	5156.9518
11_MV411_DMSO_8h_2_702_R1_peak_12824_lociStitched	chr13	32422479	32473844	11	15699	40187.976	10319.2285
11_MV411_DMSO_8h_2_702_R1_peak_48434_lociStitched	chr9	76559537	76610684	11	15260	12285.5094	2593.1529
14_MV411_DMSO_8h_2_702_R1_peak_1492_lociStitched	chr1	43830054	43881195	14	30285	44196.0522	5574.369
11_MV411_DMSO_8h_2_702_R1_peak_32656_lociStitched	chr3	17936821	17987958	11	22933	31014.5905	5834.7317
6_MV411_DMSO_8h_2_702_R1_peak_48827_lociStitched	chr9	99086200	99137249	6	9901	14472.3915	5452.0332
8_MV411_DMSO_8h_2_702_R1_peak_326_lociStitched	chr1	10376350	10427347	8	15788	21347.3442	5497.4766
13_MV411_DMSO_8h_2_702_R1_peak_40341_lociStitched	chr6	14897501	14948195	13	17241	22280.013	5251.8984
8_MV411_DMSO_8h_2_702_R1_peak_289_lociStitched	chr1	9626470	9676955	8	10899	17503.1495	5321.119
12_MV411_DMSO_8h_2_702_R1_peak_764_lociStitched	chr1	24997552	25047987	12	10599	16058.504	5805.0685
15_MV411_DMSO_8h_2_702_R1_peak_1481_lociStitched	chr1	43763312	43813665	15	24971	26384.972	4924.5234
10_MV411_DMSO_8h_2_702_R1_peak_10560_lociStitched	chr12	45724517	45774860	10	18904	35008.5222	4399.9782
7_MV411_DMSO_8h_2_702_R1_peak_30618_lociStitched	chr21	33060432	33110572	7	7057	11065.898	5079.182
9_MV411_DMSO_8h_2_702_R1_peak_18009_lociStitched	chr16	56950416	57000536	9	9962	15908.088	5924.184
13_MV411_DMSO_8h_2_702_R1_peak_27094_lociStitched	chr2	136206745	136256835	13	14074	14085.308	5374.657
15_MV411_DMSO_8h_2_702_R1_peak_33562_lociStitched	chr3	58332304	58382239	15	21558	23069.97	4683.903
11_MV411_DMSO_8h_2_702_R1_peak_33517_lociStitched	chr3	56752511	56802346	11	25480	26292.946	5601.454
12_MV411_DMSO_8h_2_702_R1_peak_38634_lociStitched	chr5	114387054	114436873	12	28061	20007.3104	4324.2892
7_MV411_DMSO_8h_2_702_R1_peak_45292_lociStitched	chr7	157640932	157690716	7	10841	10733.4304	4689.6528
13_MV411_DMSO_8h_2_702_R1_peak_7997_lociStitched	chr11	46317476	46367202	13	21509	26076.3144	5758.2708
9_MV411_DMSO_8h_2_702_R1_peak_45513_lociStitched	chr8	11853092	11902813	9	15221	29454.7204	8517.2073
5_MV411_DMSO_8h_2_702_R1_peak_10969_lociStitched	chr12	56676774	56726487	5	16774	33794.8974	5199.9798
7_MV411_DMSO_8h_2_702_R1_peak_47407_lociStitched	chr8	129411366	129461056	7	19126	25381.652	7716.857
13_MV411_DMSO_8h_2_702_R1_peak_18375_lociStitched	chr16	75062234	75111816	13	14419	17517.3206	5860.5924
12_MV411_DMSO_8h_2_702_R1_peak_9646_lociStitched	chr11	126310801	126360102	12	20623	25493.5471	5625.2441
11_MV411_DMSO_8h_2_702_R1_peak_41369_lociStitched	chr6	45665640	45714669	11	16249	18312.3315	4422.4158
12_MV411_DMSO_8h_2_702_R1_peak_4073_lociStitched	chr1	203166188	203215054	12	21035	21501.04	5917.6726
12_MV411_DMSO_8h_2_702_R1_peak_22836_lociStitched	chr19	6555465	6604136	12	12913	18246.7579	7422.3275
8_MV411_DMSO_8h_2_702_R1_peak_14551_lociStitched	chr14	90627228	90675890	8	16379	21245.8292	5012.186
12_MV411_DMSO_8h_2_702_R1_peak_14281_lociStitched	chr14	75254972	75303626	12	34788	65609.919	5400.594
12_MV411_DMSO_8h_2_702_R1_peak_17162_lociStitched	chr16	11090651	11139199	12	8341	12462.2716	5816.0504
11_MV411_DMSO_8h_2_702_R1_peak_47487_lociStitched	chr8	130310792	130359236	11	6405	13457.7432	7799.484
11_MV411_DMSO_8h_2_702_R1_peak_31964_lociStitched	chr22	42723494	42771925	11	8783	11792.9485	4789.8259
12_MV411_DMSO_8h_2_702_R1_peak_19240_lociStitched	chr17	12811666	12860055	12	18876	18382.9811	4867.9334
9_MV411_DMSO_8h_2_702_R1_peak_14782_lociStitched	chr14	100031450	100079772	9	14939	17444.242	5155.9574
12_MV411_DMSO_8h_2_702_R1_peak_14592_lociStitched	chr14	91340456	91388759	12	17467	19987.7814	5588.6571
10_MV411_DMSO_8h_2_702_R1_peak_1879_lociStitched	chr1	66372215	66420442	10	16113	23120.0238	5044.5442
13_MV411_DMSO_8h_2_702_R1_peak_15940_lociStitched	chr15	67073482	67121531	13	14458	19161.9412	5535.2448
13_MV411_DMSO_8h_2_702_R1_peak_31683_lociStitched	chr22	37266803	37314832	13	30196	33024.7404	5869.1438
13_MV411_DMSO_8h_2_702_R1_peak_33139_lociStitched	chr3	46283173	46331182	13	18425	23010.7137	4935.3252
9_MV411_DMSO_8h_2_702_R1_peak_41794_lociStitched	chr6	106117388	106165396	9	9682	16485.9472	5799.3664
11_MV411_DMSO_8h_2_702_R1_peak_5591_lociStitched	chr10	44927297	44975299	11	18456	22056.919	5477.0282
13_MV411_DMSO_8h_2_702_R1_peak_11700_lociStitched	chr12	108818891	108866892	13	19047	22032.459	4910.5023
13_MV411_DMSO_8h_2_702_R1_peak_943_lociStitched	chr1	27858600	27906593	13	20475	29866.0439	5168.8461
9_MV411_DMSO_8h_2_702_R1_peak_29988_lociStitched	chr20	49747613	49795552	9	18234	19592.6693	5335.6107
8_MV411_DMSO_8h_2_702_R1_peak_27740_lociStitched	chr2	195532668	195580602	8	9310	10900.1916	4673.565
8_MV411_DMSO_8h_2_702_R1_peak_41220_lociStitched	chr6	42304371	42352225	8	13756	18797.0512	5292.6524
9_MV411_DMSO_8h_2_702_R1_peak_30704_lociStitched	chr21	34864148	34911910	9	34311	67291.8818	5120.0864
11_MV411_DMSO_8h_2_702_R1_peak_8056_lociStitched	chr11	47358115	47405784	11	25789	46224.6293	5548.6716
10_MV411_DMSO_8h_2_702_R1_peak_2255_lociStitched	chr1	94708733	94756322	10	13970	14062.5495	5272.8612
8_MV411_DMSO_8h_2_702_R1_peak_32060_lociStitched	chr22	45255109	45302576	8	7911	10100.9776	5169.1563
18_MV411_DMSO_8h_2_702_R1_peak_29970_lociStitched	chr20	49663048	49710509	18	10288	11756.0897	4883.7369
10_MV411_DMSO_8h_2_702_R1_peak_35165_lociStitched	chr3	185717140	185764600	10	10210	12050.094	4613.112
