GENE,DMSO_3h,VHL_3h,DMSO_6h,VHL_6h
ALCAM,1683.25,1206.75,2592.5,1969.25
ABCD1,570.5,385.75,317.5,234.5
ALDH2,11.5,4.0,8.75,6.0
ALDH1B1,1300.75,851.0,1327.5,985.0
ALDH1A3,1384.25,779.25,2387.75,1130.25
ALDH3B1,335.75,233.5,197.0,130.25
ALDH9A1,1543.25,1149.25,1340.5,976.25
ALDH3A2,489.75,339.0,458.25,342.0
ABCD2,331.0,229.0,144.25,100.75
ALDOA,9980.5,7332.25,7134.0,6194.25
ALDOB,4.5,1.25,3.75,3.0
ALDOC,718.5,532.5,97.5,103.5
AKR1B1,684.0,552.25,496.75,402.5
ALOX12,174.75,126.0,59.5,39.0
ALOX5AP,3747.5,2833.75,3268.25,2637.5
ALOX15,18.5,13.25,6.5,4.75
ALX3,31.5,12.5,26.75,11.75
AMD1,5615.5,4052.5,3832.0,3083.5
AMFR,893.25,620.25,795.25,630.25
AMH,12.0,5.5,5.75,6.5
AMPD2,386.75,260.5,264.75,239.75
AMPD3,76.0,52.75,79.0,33.75
BIN1,5.75,4.0,8.25,10.75
AMT,143.5,110.0,72.75,55.75
ANG,2.5,1.75,1.0,0.75
ANGPT1,207.0,147.0,27.75,24.75
ANGPT2,15.75,14.25,18.25,13.5
ANK2,108.25,75.0,28.25,23.25
ANK3,2.25,2.25,0.75,0.5
SLC25A4,55.0,37.5,30.75,36.75
SLC25A5,4373.0,3021.5,3973.75,2994.25
SLC25A6,8873.75,5948.5,6369.5,5004.75
ANXA1,169.25,130.5,295.75,317.5
ANXA2,486.5,373.25,553.5,463.0
303,2.25,2.5,2.5,1.25
ANXA4,392.25,280.25,297.0,290.75
ANXA5,75.25,57.0,89.75,80.5
ANXA6,493.5,348.75,490.25,350.25
ANXA7,791.25,544.0,935.0,846.25
ANXA11,1451.25,1022.5,1255.0,985.75
AOAH,26.5,20.0,11.5,7.25
AOC2,12.25,3.75,5.25,3.25
APAF1,1427.75,801.75,1380.75,715.25
NUDT2,127.5,92.5,129.25,94.0
APBB1,825.25,556.25,255.0,137.0
APBB2,9.75,6.5,7.25,4.0
APC,156.5,94.25,164.0,115.5
APEH,311.5,219.0,353.5,313.75
APEX1,2989.75,2247.0,2693.25,2139.0
BIRC2,127.0,84.25,121.0,93.5
BIRC3,0.5,0.25,3.5,1.5
XIAP,2226.75,1475.5,1558.25,1371.75
BIRC5,5071.5,3496.75,6028.5,4673.25
APLP1,25.5,23.0,23.0,13.5
APLP2,4630.75,3123.75,3994.75,3154.0
APOA1,8.75,7.75,8.0,3.75
APOC1,265.75,214.75,267.0,262.0
APOC2,4339.75,3457.25,4596.25,4055.25
APP,1668.25,1007.5,969.5,810.75
APRT,1854.5,1444.0,1973.25,1685.75
FAS,45.25,36.25,33.25,28.25
AQP1,243.5,176.75,97.75,112.0
AQP3,303.75,173.25,439.5,298.25
AQP6,3.5,0.75,0.25,0.75
AR,40.25,36.75,13.5,11.5
ARAF,539.5,362.75,443.0,314.0
ARCN1,9028.5,6158.5,6825.0,4925.5
TRIM23,140.75,92.0,166.75,106.25
ARF1,12758.75,9350.5,11785.0,9383.75
ARF3,16013.0,9261.0,8693.25,6697.25
ARF4,3576.5,2350.0,2651.5,2528.5
ARL4D,8.25,4.75,13.25,4.25
ARF5,625.5,412.75,569.25,450.25
ARF6,6689.25,5214.25,5828.75,5235.75
ARG2,682.75,525.75,589.75,499.0
RHOA,27457.0,21184.0,21766.75,18775.0
RHOB,169.25,87.5,122.0,68.5
RHOC,353.25,264.25,183.0,176.5
RND3,3.75,1.5,7.75,4.25
RHOG,1775.0,1116.5,1137.75,993.0
ARHGAP1,2301.5,1503.5,1781.0,1284.5
ARHGAP4,477.75,345.0,278.75,269.5
ARHGAP5,182.25,113.0,100.25,67.25
ARHGDIA,11642.5,7533.5,8490.75,6357.25
ARHGDIB,19358.25,14039.25,23564.0,17861.25
RHOH,91.75,36.0,97.25,44.75
ARL1,1766.0,1282.25,1466.75,1155.75
PHOX2A,3.75,1.0,1.5,2.75
ARL2,207.25,163.0,236.25,187.25
ARL3,206.75,129.25,133.25,111.25
ARNT,1250.0,886.0,1051.75,713.5
ARNTL,70.25,42.5,83.0,52.75
ARRB1,3957.75,2303.5,2150.75,1648.25
ARRB2,2198.25,1364.5,1299.25,1196.75
ARSA,132.25,94.5,111.25,85.75
ARSB,1902.25,1304.5,2877.5,2207.25
STS,793.0,548.25,605.75,449.75
ARSD,46.25,32.25,211.0,167.0
ARVCF,11.5,8.5,11.0,10.25
ASAH1,1038.0,709.25,823.25,666.25
ASCL2,42.25,28.0,28.5,21.75
ASGR2,63.0,41.0,19.0,16.5
ASIP,2.25,2.0,0.5,0.5
ASL,17.0,12.5,15.25,9.5
GET3,394.5,293.0,443.5,351.25
ASNS,748.75,514.0,218.75,201.0
ASPH,1280.75,788.25,793.75,599.25
ASS1,1357.0,1007.0,512.75,429.5
ZFHX3,65.25,40.25,122.75,86.5
ATF1,837.25,611.0,680.0,555.0
ATF3,307.25,342.75,325.25,476.25
ATF4,771.75,535.0,1015.0,840.0
ATIC,436.25,321.75,431.5,380.5
ATM,1670.75,1095.25,1221.75,997.0
RERE,737.25,427.0,517.25,312.5
ATOX1,216.75,151.75,234.25,218.5
ATP1A1,1281.75,905.25,1178.25,1162.5
ATP1A2,6.75,2.0,2.75,2.0
ATP1A3,577.5,344.75,303.25,270.25
ATP1B1,57.0,48.0,55.25,43.5
ATP1B3,3517.0,2622.75,3994.25,3598.0
ATP2A1,36.0,19.5,19.5,29.25
ATP2A2,5491.5,3342.0,3602.75,2848.75
ATP2A3,3224.0,2179.0,2171.25,1763.25
ATP2B1,916.25,764.75,718.25,610.25
ATP2B2,54.5,33.25,69.75,50.25
ATP2B3,80.75,55.25,14.75,16.25
ATP2B4,9946.75,6958.75,4884.0,4293.25
ATP5F1A,1277.5,686.75,916.5,759.5
ATP5F1B,1945.5,1310.0,1699.0,1419.5
ATP5F1C,214.0,90.75,137.5,90.0
ATP5F1D,688.75,506.5,718.5,666.5
ATP5F1E,1163.5,956.75,1472.0,1084.25
ATP5PB,1662.5,1245.75,1490.75,1352.0
ATP5MC1,183.25,139.0,215.0,196.75
ATP5MC2,2734.5,1834.75,1952.75,1647.75
ATP5MC3,1912.5,1285.5,1629.5,1282.0
ATP5ME,1219.5,982.0,1390.75,1228.75
ATP5PF,501.0,282.25,416.5,325.75
ATP6V1A,1840.75,1297.75,2013.5,1506.0
ATP6V1B2,8364.25,6060.5,8266.25,6230.25
ATP6V0C,1891.5,1226.0,1619.0,1288.75
ATP6V1C1,4270.75,2822.5,3592.0,2667.25
ATP6V1E1,1392.5,994.75,1463.5,1140.0
ATP6V0B,541.75,413.0,618.5,535.5
ATP6V0A1,306.25,196.75,271.0,230.75
ATP6AP1,1178.75,814.75,1147.75,951.75
ATP7A,171.0,116.75,103.0,76.25
ATP5PO,701.5,504.25,703.75,616.75
ATP7B,11.25,7.75,4.5,3.75
ATR,34.75,20.25,29.0,21.5
ATRX,1393.0,841.25,1064.75,877.5
KIF1A,1.5,1.25,1.0,0.75
AUH,54.25,43.5,46.25,55.5
AUP1,5045.0,3635.75,4689.75,3648.75
AVPR2,27.25,18.0,2.75,1.75
AXL,20.0,11.25,23.75,19.25
B2M,3763.75,3324.5,4035.25,4458.25
BACH1,860.25,577.25,807.0,459.0
BAD,172.0,126.0,197.5,148.0
BAG1,1249.5,869.25,886.5,843.0
ADGRB1,13.25,8.75,6.0,4.5
BAK1,545.5,317.25,509.25,397.5
NKX3-2,25.0,13.75,31.5,17.0
BARD1,2048.0,1419.25,1375.5,745.0
BAX,555.0,329.25,463.5,389.5
BBS1,188.75,136.75,127.25,99.5
BBS2,28.75,21.0,20.0,14.25
BBS4,200.0,141.0,221.5,189.0
BCAT1,14613.5,10026.25,4150.5,3905.5
BCAT2,321.5,257.0,309.0,256.25
BCKDHA,557.0,452.25,303.5,250.25
BCKDHB,310.25,235.25,226.75,158.25
CCND1,1808.25,1596.25,1347.5,2009.0
BCL2,8780.5,6013.75,7048.25,5597.25
BCL2A1,7.5,5.5,4.5,1.75
BCL2L1,1376.0,831.75,974.0,699.5
BCL2L2,610.5,344.0,480.25,282.0
BCL3,303.25,237.25,142.0,168.5
BCL6,47.0,39.25,82.0,43.75
BCL7A,2582.0,1654.75,1888.75,1155.75
BCL9,102.0,54.75,80.0,52.25
OPN1SW,37.0,31.25,38.25,22.25
BCR,39.0,31.0,48.25,30.75
BCS1L,66.25,49.25,79.75,72.0
BDH1,2.75,3.5,2.25,1.5
BDNF,16.25,6.0,17.0,4.25
BFSP1,5.5,6.0,5.5,2.75
BGLAP,46.5,28.25,25.0,19.75
CEACAM1,4.5,7.0,3.5,1.75
BICD1,5.0,3.25,9.75,13.0
BID,1573.0,1135.75,1566.5,1173.0
BIK,109.0,63.75,90.25,60.25
PRDM1,76.25,114.75,140.25,264.25
BLM,103.75,61.0,97.75,72.5
BLMH,744.5,515.25,812.75,759.5
CXCR5,24.25,14.25,13.0,13.0
BLVRA,7.75,4.0,8.75,8.75
BLVRB,100.5,77.75,72.5,52.5
BMI1,817.75,505.0,516.25,468.75
BMP1,464.25,284.75,453.75,418.25
BMP2,190.75,85.75,157.5,32.25
BMP6,760.5,615.75,815.25,790.25
BMP8B,215.5,129.75,88.5,72.75
BMPR1A,135.25,95.5,150.75,109.75
BMPR2,289.75,181.25,255.75,218.0
POLR3D,456.75,330.0,431.25,387.0
BNIP1,121.25,67.75,109.5,82.5
BNIP2,5044.75,3458.0,3530.0,2670.0
BNIP3,460.75,344.5,47.0,32.5
BNIP3L,8365.0,6158.25,2576.5,2366.75
BOK,7.75,6.75,1.75,1.75
DST,76.25,51.0,101.0,76.5
BPGM,298.0,203.75,415.5,295.0
BPHL,57.75,45.25,41.75,44.0
BRCA1,7818.75,5836.0,7079.5,5431.0
BRAF,15.75,9.75,9.0,9.5
BRCA2,1366.25,1037.0,1461.5,1140.0
ZFP36L1,631.75,487.5,392.5,407.0
ZFP36L2,5196.25,2299.5,4383.5,1894.0
BSG,7898.75,5257.75,7471.0,5914.75
BST1,1.5,1.25,3.0,1.25
BST2,1544.5,996.75,1190.0,1004.75
BTD,89.25,68.25,54.5,41.0
KLF9,494.5,580.5,427.0,382.75
KLF5,59.25,33.0,35.0,10.25
BTF3,4445.25,2823.0,3367.0,2698.25
BTG1,878.0,661.75,947.0,549.75
BTK,1009.0,660.0,921.75,755.0
BUB1,315.5,214.0,288.75,179.25
BUB1B,602.25,384.75,560.25,429.25
BYSL,552.25,354.25,511.5,378.25
TSPO,421.25,377.0,449.5,401.25
C1QBP,2963.25,2288.25,2983.5,2542.25
C1R,8.5,4.5,4.0,1.5
C3,3.25,4.25,8.25,10.25
C3AR1,5.25,4.25,6.5,33.25
CAPN5,19.25,15.5,12.5,7.5
C5,86.0,59.25,69.0,60.25
C5AR1,42.25,43.0,6.75,8.0
OSGIN2,905.25,625.5,680.5,479.75
VPS51,145.75,103.5,107.25,95.5
MRPL49,1665.75,1189.5,1618.5,1214.0
ZNHIT2,12.75,10.0,14.75,10.75
MYRF,48.5,23.5,14.0,14.75
TMEM258,502.25,406.25,507.0,467.5
DAGLA,35.5,14.0,16.25,7.75
GAS8-AS1,4.0,1.75,2.25,1.5
FMNL1,823.0,571.25,575.75,551.5
LDLRAD4,1370.75,896.5,1202.75,696.75
PTTG1IP,5497.5,3916.0,3580.75,2814.75
CFAP410,393.75,240.0,166.75,155.5
TMEM50B,43.5,42.0,50.0,45.25
MPPED1,3.0,0.5,3.75,0.75
CA3,1.5,3.5,1.25,0.0
CA7,7.25,6.5,6.25,2.25
CA11,65.0,47.25,38.25,30.75
CACNA1A,26.5,24.75,6.75,10.25
CACNA1E,283.5,216.25,133.0,80.5
CACNB1,3.5,2.0,1.0,0.25
CACNB2,35.5,31.75,24.0,21.75
CACNB3,96.25,56.25,89.5,76.5
CACNB4,8.5,7.25,7.25,3.0
SLC25A20,79.75,50.5,121.25,82.5
CAD,212.75,155.0,277.0,238.5
CALM1,7616.0,6179.0,6412.5,7142.5
CALM2,10070.25,7371.5,8253.25,6590.25
CALM3,15390.25,9305.25,10560.5,7858.0
CALR,13254.25,8708.25,21264.0,18051.25
CALU,6629.75,4638.5,4786.75,3729.5
CAMK2A,1.75,1.75,2.75,1.5
CAMK2D,415.25,255.75,249.25,192.25
CAMK2G,964.75,620.75,891.0,670.0
CAMLG,260.25,179.5,263.25,237.75
CANX,25717.25,18221.25,22066.0,18657.25
CAPG,455.5,346.0,347.25,314.5
CAPN1,1023.25,679.75,806.0,705.5
CAPN2,3436.0,2387.25,4702.25,4075.5
CAPN3,42.5,29.5,47.25,31.75
CAPNS1,3763.0,2442.5,2908.25,2322.5
CAPS,88.75,50.25,70.25,59.25
CAPZA1,14900.5,10192.0,11653.5,9887.5
CAPZA2,1829.25,1398.5,1639.25,1362.25
CAST,515.75,358.5,316.0,272.5
CAPZB,5246.0,3554.5,4158.75,3683.5
CARS1,363.0,261.25,207.25,195.25
CASP1,90.25,64.25,80.0,61.25
CASP2,6560.25,3854.25,4870.75,3362.0
CASP3,2601.5,2061.5,2506.75,2011.25
CASP4,87.25,62.5,53.5,37.5
CASP6,389.75,295.0,349.25,262.75
CASP7,754.25,611.0,524.75,599.75
CASP8,557.75,439.0,445.0,408.0
CASP9,455.5,340.25,360.75,291.5
CASP10,331.5,223.0,371.75,332.75
CAT,2197.75,1642.0,1896.5,2117.75
CAV1,20.75,11.75,9.75,7.75
RUNX2,7594.25,5168.5,4980.5,3823.0
RUNX1,8794.75,6120.75,7160.25,4721.75
CBFA2T3,6112.75,3298.0,5203.0,3775.5
RUNX3,8624.25,5520.75,7087.25,7165.5
CBFB,7032.25,4409.75,5254.75,4114.0
CBL,2847.75,1645.0,1570.75,980.75
CBLB,307.25,192.5,260.75,148.75
CBLN1,7.75,4.0,7.25,8.75
SERPINH1,688.0,453.5,735.25,532.25
CBR1,667.0,475.75,712.75,672.25
CBR3,6.75,3.25,3.75,4.0
CBS,5.75,5.0,2.5,1.25
KYAT1,137.5,85.75,93.25,58.0
KRIT1,550.0,389.25,520.25,424.75
CCNA2,4000.25,2325.0,3099.0,2258.5
CCNB1,1138.25,777.75,1123.5,808.75
CCNC,2099.5,1639.0,1720.0,1461.25
CCND2,9320.75,6121.0,4757.75,5253.5
CCND3,7916.0,5058.5,5500.25,3821.0
CCNE1,204.0,106.0,152.5,98.0
CCNF,1680.25,953.0,1722.75,1103.0
CCNG1,3754.25,2862.75,2356.5,1974.75
CCNG2,423.5,248.75,442.75,208.5
CCNH,94.75,76.75,68.0,57.0
CCNT1,3487.0,1946.0,2620.75,1538.5
CCNT2,568.75,375.5,733.75,443.75
CCT6A,5287.0,3594.0,6267.75,5589.75
CD1A,39.0,20.25,52.0,26.0
CD1B,2.75,4.25,1.75,1.5
CD1C,12.25,5.25,4.0,3.75
CD1D,392.5,255.25,235.75,122.25
CD1E,44.0,30.75,10.0,10.25
CD3E,1.5,1.0,0.25,0.25
CD4,1222.0,884.25,1354.0,1037.25
CD5,5.75,3.75,4.0,1.5
CD6,8.75,5.25,4.25,4.75
CD8A,5.0,5.0,1.25,0.0
CD9,2.5,1.5,1.75,1.0
CD19,4.25,4.25,3.5,1.5
MS4A3,1847.0,1378.75,3265.75,2067.75
CD27,16.75,10.75,8.0,6.5
CD28,62.25,52.5,10.5,8.25
CD80,4.75,6.25,2.25,9.25
CD86,319.75,251.0,158.0,131.75
TNFRSF8,8.0,8.0,6.5,5.5
CD33,859.75,563.75,695.0,468.25
SIGLEC6,407.0,231.0,429.5,174.75
CD36,116.75,89.75,221.0,208.25
SCARB1,774.25,535.25,797.75,755.75
SCARB2,289.0,188.5,246.0,169.25
CD37,96.5,84.0,75.25,55.25
CD38,4152.25,2947.75,1942.5,1036.75
ENTPD1,1440.5,945.0,1565.5,1169.75
ENTPD6,346.0,244.25,322.75,270.5
ENTPD5,524.5,339.75,387.25,265.25
CD40,4.0,2.75,4.5,3.0
CD44,13777.0,11138.75,11863.0,12403.0
CD47,3150.25,1936.0,2433.0,1597.25
CD48,8.5,4.0,13.75,5.25
CD53,5030.5,3851.25,3746.25,2755.5
CD58,949.0,785.75,747.75,582.0
CD59,10.5,4.5,30.25,22.75
CD63,594.75,448.25,610.75,592.0
CD68,2416.75,1939.75,2412.25,2294.0
CD70,5.5,5.75,4.0,6.75
CD72,157.0,98.75,58.5,42.0
CD74,19478.75,13814.0,16154.0,13908.0
CD79A,144.5,92.75,69.25,54.0
CD81,1890.25,1152.75,1747.0,1384.0
ADGRE5,2060.25,1600.5,1395.75,1356.75
CD151,874.5,604.0,809.0,735.75
CDA,0.75,1.25,3.5,1.0
CDK1,1817.75,1071.25,1491.25,1157.0
LRBA,362.0,261.0,268.5,227.25
CDC5L,2115.5,1348.0,1939.75,1498.75
SEPTIN7,3226.5,1947.5,1980.25,1629.75
CDC6,1036.0,647.0,896.75,564.75
CDC20,196.5,147.75,216.5,176.25
CDC25A,1780.0,949.25,1448.0,723.5
CDC25B,973.0,622.75,1050.75,840.75
CDC25C,110.75,79.75,105.5,81.75
CDC27,2806.25,1739.5,2317.5,1598.75
CDC34,455.5,278.25,413.0,319.25
CDC42,12192.25,9123.5,9784.5,8260.5
CDH15,15.25,8.5,5.5,5.5
CDH17,4.25,3.75,1.75,3.75
CDK2,2926.0,2029.75,2538.5,1775.75
CDK3,61.5,36.75,40.75,39.25
CDK4,2178.5,1576.75,1630.0,1271.0
CDK5,55.75,35.25,47.25,44.25
CDK6,7772.75,5559.5,4843.25,4587.25
CDK8,425.5,284.5,548.0,443.75
CDK9,734.25,420.5,492.25,352.25
CDKN1A,549.0,762.0,266.25,521.0
CDKN1B,1265.0,517.25,969.0,414.25
CDKN1C,3.0,1.5,2.75,2.75
CDKN2A,1472.0,1168.25,1226.0,1002.0
CDKN2B,50.0,42.5,56.75,46.0
CDKN2C,387.0,258.25,329.75,222.75
CDKN2D,943.75,674.25,416.25,228.5
CDKN3,255.25,130.25,146.25,106.75
CDR2,305.5,172.0,296.5,160.25
CDS1,3.75,2.5,2.75,3.0
CD52,207.0,133.5,163.0,135.5
CDX1,3.0,3.25,0.5,2.5
CDX2,18.25,11.5,14.0,7.25
CEBPA,14285.25,7154.25,9598.25,6000.5
CEBPB,360.5,255.75,296.75,232.5
CEBPD,161.0,93.0,137.5,62.5
CEBPG,6570.5,4353.25,3952.0,2982.25
CEL,3.75,2.25,2.5,3.25
CENPA,1472.5,1043.25,1585.75,1017.75
CENPB,1625.5,938.25,1109.25,867.25
CENPC,21.5,9.5,8.75,7.25
CENPE,176.5,97.0,141.75,87.25
CENPF,1362.5,861.5,1343.0,1052.0
CETN2,413.0,347.75,623.25,553.5
CETN3,162.75,84.25,104.5,68.5
CFL1,15657.25,10854.5,14017.0,12450.0
CFL2,237.25,141.5,195.25,87.0
CTSC,3664.75,2419.0,2295.0,1912.25
CHAD,8.5,4.75,7.75,4.5
RCBTB2,163.0,117.25,158.25,164.5
RCC1,2901.75,1941.25,3100.0,2410.0
CHD1,889.75,488.5,619.75,431.5
CHD2,1007.0,665.0,943.5,595.75
CHD3,510.5,306.0,474.75,479.75
CHD4,2038.25,1360.75,1471.0,1667.75
CHEK1,2089.25,1433.0,1803.75,1385.5
FOXN3,8336.5,5618.25,3808.25,2599.75
CHGB,4.5,1.75,2.25,0.5
CHI3L1,8380.25,6011.0,11322.0,7727.5
CHIT1,1.25,1.25,1.75,3.5
CHKA,819.0,484.75,679.5,495.75
CHKB,149.25,122.5,155.0,135.5
CHM,587.75,425.25,468.75,331.25
CHML,15571.75,10934.25,10496.75,7127.5
CHN1,3.5,2.25,8.0,6.25
LYST,4417.25,3352.75,4214.0,2742.75
CHRM4,6.75,4.25,2.75,2.25
CHRM5,7.5,6.25,3.25,1.25
CHRNA3,6.25,5.75,5.5,6.5
CHRNA5,10.25,8.75,8.25,8.0
CHRNB1,189.75,138.25,179.5,138.0
CHRNB2,5.25,2.75,2.0,1.25
CHRND,6.0,3.25,0.25,1.0
CHRNE,176.0,115.5,180.25,172.25
CHRNG,11.0,6.0,10.75,7.75
CHUK,1208.5,788.0,1157.25,853.25
CKB,97.0,73.0,145.25,113.5
CIRBP,8366.25,5648.5,6282.25,5213.75
CISH,1532.0,791.5,534.0,294.5
TBCB,971.25,716.0,919.0,719.75
CKM,1.75,0.75,0.75,0.0
ERCC8,160.75,126.0,149.25,135.25
CKS1B,149.5,103.5,132.25,109.0
CKS2,211.5,131.75,194.25,123.5
AP2M1,2058.75,1471.25,2180.5,1827.5
AP1S1,990.75,668.5,924.25,719.75
AP2S1,1536.75,1151.5,1568.5,1366.75
AP3S1,1115.25,759.5,770.0,692.5
CLCN2,45.75,28.0,38.75,33.25
CLCN3,977.25,622.5,941.75,665.5
CLCN4,1074.5,936.25,785.75,708.25
CLCN5,577.5,389.0,575.0,409.25
CLCN6,321.0,237.0,254.5,226.75
CLCN7,813.75,526.0,683.0,559.5
CLCNKA,3.5,3.0,0.75,0.5
CLU,224.5,161.5,582.0,433.0
CLIC2,20.5,21.25,18.75,13.75
CLK1,1459.0,805.5,1154.25,640.5
CLK2,3.0,1.25,1.25,1.5
1197,333.25,262.75,649.0,430.0
CLK3,137.0,92.25,123.0,95.75
TPP1,12311.25,8581.75,6090.0,5256.25
CLN3,133.25,87.75,142.5,131.0
CLN5,278.75,189.0,238.75,166.75
CLNS1A,4937.5,3779.5,3541.25,2665.5
CLPTM1,745.25,479.0,696.75,554.0
CLTA,2164.0,1702.0,2200.75,1843.25
CLTB,1034.0,689.75,1057.25,805.75
CLTC,5862.75,4263.75,6208.5,5526.75
CCR1,2282.25,3165.5,1825.75,2848.0
CCR3,9.25,9.75,2.25,3.5
CCR5,510.75,740.5,248.25,846.25
CCR6,906.5,501.75,559.0,580.5
CCR7,20.25,12.5,36.75,49.25
ACKR2,11.25,6.75,1.25,2.0
LTB4R,349.25,204.25,294.5,202.0
ABCC2,24.5,19.5,25.5,13.75
CNGA4,2.5,1.25,2.25,0.5
PLK3,22.75,16.75,23.5,16.25
CNN2,12254.5,8007.75,7108.25,5916.0
CNP,3352.0,2224.25,2955.75,2460.5
CNR2,21.75,13.75,40.0,18.0
CNTF,103.0,61.0,45.25,37.25
COL1A1,3.25,1.0,4.5,1.75
COL4A2,34.5,28.5,65.75,56.75
COL4A4,15.25,10.0,10.5,7.75
COL5A1,6.0,5.0,7.0,6.5
COL5A2,4.75,3.0,1.75,2.75
COL6A1,105.5,60.5,203.75,190.5
COL6A2,6.5,4.5,20.75,18.0
COL6A3,1.5,0.75,2.25,3.25
COL7A1,58.5,42.25,44.25,52.25
COL8A2,19.5,7.5,9.5,8.0
COL9A2,165.5,107.5,71.0,47.0
COL9A3,103.5,84.25,74.5,48.75
COL15A1,66.5,47.5,33.5,30.75
COMT,1345.75,1140.5,1080.0,949.75
COPA,2555.75,1731.5,1802.5,1432.25
COPB1,416.0,243.25,285.25,249.75
KLF6,314.5,308.75,525.5,386.25
SLC31A1,3079.25,2332.25,1343.5,1093.75
