,MOLM-13_DMSO,MOLM-13_JQ1+6nM_NVP-2,MOLM-13_6nM_NVP-2,MOLM-13_60nM_NVP-2,MOLM-13_JQ1
ADCY6,0.0,0.0,0.0,0.5,0.0
ADCY7,10.666666666666666,7.0,17.333333333333332,9.5,7.666666666666667
ADCY9,5.0,10.333333333333334,5.333333333333333,0.0,9.333333333333334
ADD1,9.0,4.0,4.666666666666667,1.0,4.166666666666667
ADD3,9.0,3.3333333333333335,3.0,0.0,5.166666666666667
PLIN2,33.666666666666664,5.0,27.0,0.0,12.666666666666666
ADH5,15.0,0.3333333333333333,7.333333333333333,0.0,5.833333333333333
ADK,5.666666666666667,0.0,7.666666666666667,0.0,6.666666666666667
ADORA2A,13.0,1.0,1.6666666666666667,0.5,0.5
ADORA2B,3.3333333333333335,0.0,2.0,0.0,1.5
ADORA3,1.0,0.0,0.3333333333333333,0.0,0.0
ADPRH,10.666666666666666,0.0,0.6666666666666666,3.0,2.5
PARP1,15.0,1.0,9.0,4.5,13.5
PARP4,10.666666666666666,0.6666666666666666,3.3333333333333335,2.0,3.6666666666666665
ADRA2C,3.6666666666666665,0.0,1.6666666666666667,0.0,1.1666666666666667
ADRB1,20.666666666666668,1.6666666666666667,8.333333333333334,0.0,4.666666666666667
ADRB2,30.0,0.0,7.333333333333333,0.0,5.666666666666667
GRK2,40.666666666666664,31.0,45.0,11.0,32.5
GRK3,13.333333333333334,6.333333333333333,2.0,8.5,5.666666666666667
ADSL,18.333333333333332,5.0,5.666666666666667,0.0,9.333333333333334
ADSS2,22.666666666666668,1.6666666666666667,23.333333333333332,0.5,9.333333333333334
AP2A1,0.0,0.0,0.0,0.0,0.16666666666666666
AP2A2,2.3333333333333335,0.6666666666666666,3.6666666666666665,0.0,1.8333333333333333
AP1B1,18.0,9.333333333333334,22.666666666666668,17.5,22.0
AP2B1,4.666666666666667,2.6666666666666665,2.3333333333333335,5.5,2.6666666666666665
AP1G1,78.66666666666667,48.0,56.333333333333336,30.5,72.16666666666667
TLE5,19.0,3.3333333333333335,14.0,4.0,5.833333333333333
AFG3L1P,22.0,9.666666666666666,6.666666666666667,3.5,17.333333333333332
AGA,6.666666666666667,1.6666666666666667,9.0,0.0,9.0
AGER,1.0,0.0,0.0,0.0,0.5
AGL,4.666666666666667,4.0,0.6666666666666666,3.5,3.3333333333333335
JAG1,22.333333333333332,0.0,5.666666666666667,6.0,3.0
AGT,1.3333333333333333,0.0,0.0,0.5,0.0
AHCY,9.333333333333334,8.333333333333334,11.666666666666666,0.0,8.0
AHR,6.666666666666667,2.0,1.0,0.0,3.3333333333333335
AIF1,9.333333333333334,0.0,1.3333333333333333,0.0,0.8333333333333334
CRYBG1,33.0,6.666666666666667,13.333333333333334,11.5,6.666666666666667
AK1,1.3333333333333333,0.0,1.3333333333333333,0.0,0.16666666666666666
AK2,46.333333333333336,15.666666666666666,18.666666666666668,7.5,25.166666666666668
AK4,18.666666666666668,4.666666666666667,4.333333333333333,7.0,4.333333333333333
AKT1,3.6666666666666665,3.0,4.333333333333333,1.0,4.666666666666667
AKT2,70.33333333333333,5.666666666666667,39.0,11.0,11.0
ALAD,10.333333333333334,0.0,2.3333333333333335,0.5,0.16666666666666666
ALAS1,18.333333333333332,0.6666666666666666,10.0,0.5,14.5
ALCAM,7.333333333333333,3.0,10.333333333333334,0.5,8.833333333333334
ALDH2,4.333333333333333,1.6666666666666667,1.6666666666666667,0.0,1.1666666666666667
ALDH1B1,16.333333333333332,0.0,6.333333333333333,0.0,3.0
ALDH1A3,2.3333333333333335,0.0,1.0,1.5,0.0
ALDH3B1,10.333333333333334,2.0,7.0,3.0,5.333333333333333
ALDH9A1,39.666666666666664,7.0,20.666666666666668,4.0,28.166666666666668
ALDH3A2,1.6666666666666667,0.0,0.6666666666666666,0.5,1.5
ALDOA,53.0,33.666666666666664,59.0,5.5,63.0
ALDOC,1.0,2.6666666666666665,2.0,0.0,2.8333333333333335
AKR1B1,2.6666666666666665,0.0,3.6666666666666665,0.0,0.16666666666666666
ALOX12,2.3333333333333335,0.0,0.0,0.0,0.0
ALOX5,0.0,1.6666666666666667,0.0,0.0,0.8333333333333334
ALOX5AP,41.0,0.3333333333333333,20.666666666666668,3.5,3.8333333333333335
AMD1,144.66666666666666,25.0,75.33333333333333,3.0,101.0
AMFR,4.666666666666667,0.6666666666666666,7.0,1.0,4.5
AMPD2,20.0,1.3333333333333333,4.666666666666667,0.0,2.3333333333333335
AMPD3,6.333333333333333,1.0,5.333333333333333,1.5,1.8333333333333333
AMT,2.0,0.0,0.0,0.5,0.5
ANGPT1,0.0,0.6666666666666666,2.0,1.0,1.0
ANK2,0.0,0.0,3.0,0.0,0.16666666666666666
SLC25A4,0.3333333333333333,0.6666666666666666,0.0,0.0,1.1666666666666667
SLC25A5,91.33333333333333,25.666666666666668,44.333333333333336,4.5,77.5
SLC25A6,181.33333333333334,6.0,76.0,2.0,58.5
ANXA1,0.0,0.0,1.0,0.0,0.0
ANXA2,10.0,0.0,1.6666666666666667,1.5,2.3333333333333335
ANXA4,0.6666666666666666,1.0,1.6666666666666667,1.5,4.0
ANXA5,7.0,0.6666666666666666,1.0,0.0,2.6666666666666665
ANXA6,2.6666666666666665,0.0,0.0,0.0,0.0
ANXA7,5.333333333333333,1.3333333333333333,6.333333333333333,0.0,4.0
ANXA11,8.0,6.333333333333333,9.0,3.0,8.0
AOAH,0.0,0.0,2.6666666666666665,0.0,0.0
APAF1,5.333333333333333,3.0,2.3333333333333335,2.5,3.3333333333333335
NUDT2,3.6666666666666665,1.3333333333333333,6.0,1.0,3.8333333333333335
APBA2,1.3333333333333333,0.0,0.0,0.0,0.16666666666666666
APBB2,4.666666666666667,0.0,9.0,0.0,1.6666666666666667
APC,30.0,7.0,15.333333333333334,1.0,9.666666666666666
APEH,7.666666666666667,7.333333333333333,15.333333333333334,1.0,8.666666666666666
APEX1,17.0,4.333333333333333,8.333333333333334,0.0,7.333333333333333
BIRC2,35.333333333333336,7.666666666666667,25.666666666666668,3.5,14.0
XIAP,26.0,6.0,14.0,3.5,12.333333333333334
BIRC5,51.333333333333336,14.0,15.666666666666666,1.5,21.833333333333332
APLP2,37.333333333333336,21.333333333333332,32.333333333333336,10.5,41.166666666666664
APOC1,1.6666666666666667,0.0,1.6666666666666667,0.0,0.0
APOC2,34.333333333333336,3.3333333333333335,20.0,0.0,4.833333333333333
APP,2.0,2.0,1.3333333333333333,0.0,1.0
APRT,8.0,0.0,5.666666666666667,0.0,2.3333333333333335
FAS,2.3333333333333335,0.0,0.3333333333333333,0.0,0.5
AQP3,5.666666666666667,0.3333333333333333,2.6666666666666665,0.0,1.6666666666666667
ABCC6,3.6666666666666665,0.0,2.0,0.0,0.3333333333333333
ARAF,2.0,5.666666666666667,4.666666666666667,0.0,7.333333333333333
ARCN1,11.666666666666666,4.333333333333333,2.3333333333333335,0.0,8.5
TRIM23,4.0,1.0,2.3333333333333335,0.0,4.5
ARF1,91.66666666666667,51.0,45.333333333333336,7.5,78.5
ARF3,5.0,2.3333333333333335,5.0,3.0,4.5
ARF4,34.666666666666664,10.333333333333334,17.0,1.5,23.333333333333332
ARL4D,16.333333333333332,1.0,4.333333333333333,0.0,9.5
ARF5,23.333333333333332,11.333333333333334,17.666666666666668,2.0,14.166666666666666
ARF6,150.33333333333334,40.666666666666664,112.66666666666667,14.5,99.16666666666667
ARG2,0.3333333333333333,0.0,0.0,0.0,0.0
RHOA,121.0,77.66666666666667,132.66666666666666,32.0,91.16666666666667
RHOB,7.666666666666667,2.6666666666666665,3.6666666666666665,0.0,6.333333333333333
RHOC,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666
RHOG,25.666666666666668,12.333333333333334,23.333333333333332,1.0,15.666666666666666
ARHGAP1,16.0,15.333333333333334,14.333333333333334,8.0,14.0
ARHGAP4,8.333333333333334,3.0,11.333333333333334,2.0,3.0
ARHGDIA,7.666666666666667,5.333333333333333,8.666666666666666,3.5,8.0
ARHGDIB,50.0,7.666666666666667,26.666666666666668,3.5,18.333333333333332
ARL1,23.333333333333332,6.333333333333333,4.666666666666667,0.0,8.333333333333334
ARL2,9.333333333333334,1.6666666666666667,5.0,1.5,4.5
ARL3,3.6666666666666665,1.3333333333333333,10.0,1.0,4.5
ARNT,19.333333333333332,3.3333333333333335,5.0,6.5,6.166666666666667
ARNTL,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.5,1.8333333333333333
ARRB1,5.666666666666667,8.666666666666666,5.0,2.5,9.0
ARRB2,2.6666666666666665,7.333333333333333,1.3333333333333333,0.5,4.0
ARSB,2.3333333333333335,3.6666666666666665,1.6666666666666667,0.0,6.833333333333333
STS,1.6666666666666667,6.333333333333333,1.0,0.0,3.8333333333333335
ARSD,19.333333333333332,21.333333333333332,18.0,5.0,27.833333333333332
ARVCF,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.5,0.6666666666666666
ASAH1,6.333333333333333,0.6666666666666666,1.3333333333333333,0.0,3.1666666666666665
ASCL2,6.666666666666667,2.0,3.3333333333333335,0.0,1.6666666666666667
ASGR1,1.0,0.0,0.0,3.0,0.0
ASL,0.3333333333333333,0.0,1.0,0.0,0.0
GET3,7.333333333333333,4.0,4.333333333333333,0.5,7.833333333333333
ASNS,12.333333333333334,4.666666666666667,8.666666666666666,4.0,9.333333333333334
ASPH,20.0,5.333333333333333,24.333333333333332,7.0,12.5
ASS1,2.3333333333333335,1.6666666666666667,7.333333333333333,0.0,1.1666666666666667
ZFHX3,0.3333333333333333,1.6666666666666667,2.6666666666666665,0.0,1.1666666666666667
ATF1,17.333333333333332,0.3333333333333333,5.666666666666667,0.5,5.0
ATF3,3.3333333333333335,4.0,3.3333333333333335,0.0,4.333333333333333
ATF4,524.6666666666666,279.3333333333333,468.3333333333333,7.5,404.6666666666667
ATIC,21.333333333333332,2.3333333333333335,12.0,5.0,3.8333333333333335
ATM,14.333333333333334,19.333333333333332,13.666666666666666,12.0,20.166666666666668
RERE,14.333333333333334,16.0,7.333333333333333,17.0,19.5
ATOX1,2.3333333333333335,0.0,5.0,1.0,3.1666666666666665
ATP1A1,75.0,17.0,47.333333333333336,3.5,48.666666666666664
ATP1B1,1.6666666666666667,0.0,1.6666666666666667,0.0,0.5
ATP1B3,22.333333333333332,6.666666666666667,14.333333333333334,1.5,28.0
ATP2A2,53.666666666666664,13.0,17.666666666666668,18.0,32.333333333333336
ATP2A3,1.6666666666666667,5.0,5.666666666666667,1.0,8.333333333333334
ATP2B1,19.666666666666668,16.333333333333332,20.666666666666668,15.0,20.333333333333332
ATP2B4,17.333333333333332,9.0,11.666666666666666,7.0,5.5
ATP5F1A,35.333333333333336,11.333333333333334,7.666666666666667,2.0,20.5
ATP5F1B,48.0,16.333333333333332,33.666666666666664,0.5,33.666666666666664
ATP5F1C,14.666666666666666,9.0,16.0,4.5,13.333333333333334
ATP5F1D,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
ATP5F1E,44.666666666666664,14.666666666666666,35.333333333333336,0.0,24.666666666666668
ATP5PB,70.33333333333333,20.666666666666668,45.0,0.5,29.666666666666668
ATP5MC1,52.0,5.333333333333333,42.666666666666664,0.5,11.166666666666666
ATP5MC2,69.33333333333333,19.333333333333332,52.0,15.0,31.5
ATP5MC3,176.66666666666666,130.33333333333334,140.0,183.0,177.83333333333334
ATP5ME,20.0,2.3333333333333335,14.666666666666666,0.0,8.833333333333334
ATP5PF,23.333333333333332,6.0,13.666666666666666,0.0,9.666666666666666
ATP6V1A,3.6666666666666665,1.3333333333333333,2.0,4.0,5.166666666666667
ATP6V1B2,219.66666666666666,37.666666666666664,94.66666666666667,2.0,143.83333333333334
ATP6V0C,46.0,20.333333333333332,30.333333333333332,3.0,43.166666666666664
ATP6V1C1,12.666666666666666,1.3333333333333333,9.0,0.5,9.5
ATP6V1E1,34.666666666666664,15.0,26.666666666666668,3.5,27.333333333333332
ATP6V0B,34.0,9.333333333333334,17.0,0.0,21.166666666666668
ATP6V1G2,1.6666666666666667,0.0,0.0,0.0,0.0
ATP6V0A1,2.6666666666666665,13.333333333333334,5.666666666666667,2.0,7.666666666666667
ATP6AP1,7.666666666666667,5.333333333333333,8.333333333333334,0.0,7.0
ATP7A,0.0,4.0,0.3333333333333333,0.0,2.3333333333333335
ATP5PO,93.33333333333333,25.0,49.0,1.5,54.0
ATR,4.333333333333333,13.0,1.6666666666666667,2.5,13.166666666666666
ATRX,29.0,7.0,20.333333333333332,19.0,18.666666666666668
AUP1,90.33333333333333,28.0,58.666666666666664,2.5,47.833333333333336
AXL,1.3333333333333333,0.0,0.0,0.0,0.0
AZU1,7.0,4.666666666666667,7.0,0.0,8.5
B2M,148.0,17.333333333333332,54.0,5.5,88.16666666666667
BACH1,7.333333333333333,1.6666666666666667,3.3333333333333335,1.0,5.833333333333333
BAD,2.6666666666666665,0.0,0.6666666666666666,0.0,0.3333333333333333
BAG1,49.333333333333336,14.0,34.666666666666664,2.0,26.5
BAK1,8.0,0.0,6.333333333333333,0.5,4.833333333333333
BARD1,82.0,50.0,84.66666666666667,28.0,69.66666666666667
BAX,1.0,4.666666666666667,2.3333333333333335,0.0,3.0
BBS1,0.0,1.0,1.3333333333333333,0.0,0.8333333333333334
BBS2,1.0,0.0,0.3333333333333333,0.0,1.3333333333333333
BBS4,3.0,0.0,0.6666666666666666,0.0,3.6666666666666665
BCAT1,39.0,33.333333333333336,41.666666666666664,32.0,37.833333333333336
BCAT2,10.666666666666666,1.3333333333333333,3.6666666666666665,1.5,4.666666666666667
BCKDHA,39.0,6.333333333333333,40.333333333333336,3.0,22.166666666666668
BCKDHB,2.3333333333333335,0.0,0.0,2.5,2.1666666666666665
CCND1,8.666666666666666,0.0,2.0,0.0,0.5
BCL2,59.666666666666664,23.333333333333332,29.333333333333332,4.5,57.0
BCL2A1,2.0,1.3333333333333333,0.0,0.0,0.8333333333333334
BCL2L1,1.3333333333333333,0.0,0.6666666666666666,0.0,0.16666666666666666
BCL2L2,5.666666666666667,0.0,1.6666666666666667,0.0,1.0
BCL3,21.666666666666668,2.6666666666666665,17.0,6.0,9.0
BCL6,2.6666666666666665,0.0,3.0,0.0,0.8333333333333334
BCL7A,36.666666666666664,11.0,17.333333333333332,14.5,19.833333333333332
BCL9,0.3333333333333333,0.0,0.3333333333333333,0.0,0.8333333333333334
BCR,4.666666666666667,2.3333333333333335,1.0,0.5,2.6666666666666665
BCS1L,0.6666666666666666,0.0,2.0,0.0,0.8333333333333334
BDH1,16.666666666666668,4.666666666666667,9.333333333333334,0.0,8.5
BDNF,3.0,0.0,3.3333333333333335,0.5,0.0
BFSP1,2.3333333333333335,0.0,1.3333333333333333,0.0,0.0
BICD1,0.6666666666666666,1.0,1.0,2.5,2.6666666666666665
BID,21.0,13.666666666666666,13.0,3.5,14.5
BIK,10.0,1.6666666666666667,7.0,0.0,5.5
PRDM1,3.6666666666666665,0.0,2.6666666666666665,0.5,0.0
BLM,8.666666666666666,2.6666666666666665,3.3333333333333335,4.5,5.5
BLMH,105.66666666666667,32.333333333333336,77.0,11.0,49.666666666666664
BLVRA,2.0,2.0,0.0,0.0,1.1666666666666667
BLVRB,1.3333333333333333,0.0,1.0,0.0,1.5
BMI1,157.0,138.33333333333334,151.0,33.0,167.16666666666666
BMP1,7.333333333333333,2.6666666666666665,10.0,0.5,3.0
BMP2,6.333333333333333,0.0,3.6666666666666665,0.0,1.3333333333333333
BMP4,2.3333333333333335,0.0,0.0,0.0,0.0
BMP8B,0.0,0.0,0.0,0.0,0.5
BMPR2,10.0,8.0,4.0,2.0,7.166666666666667
POLR3D,3.6666666666666665,0.0,2.3333333333333335,0.0,0.5
BNIP1,24.0,6.666666666666667,18.666666666666668,2.5,9.833333333333334
BNIP2,63.0,29.0,57.333333333333336,26.0,31.0
BNIP3,9.666666666666666,4.0,3.6666666666666665,0.5,6.0
BNIP3L,9.333333333333334,4.666666666666667,10.666666666666666,0.0,11.0
DST,4.0,0.0,2.0,0.0,0.16666666666666666
BPGM,1.0,1.3333333333333333,2.6666666666666665,0.5,2.1666666666666665
BPHL,0.0,0.0,0.0,0.0,0.8333333333333334
BPI,4.333333333333333,0.0,2.0,0.0,0.8333333333333334
BRCA1,42.666666666666664,6.666666666666667,9.333333333333334,18.5,17.833333333333332
BRAF,1.6666666666666667,0.0,0.0,0.0,0.0
BRCA2,2.6666666666666665,0.6666666666666666,4.333333333333333,3.0,1.5
ZFP36L1,197.0,5.333333333333333,100.66666666666667,0.5,26.666666666666668
ZFP36L2,857.0,55.666666666666664,541.3333333333334,47.0,295.8333333333333
BSG,6.0,1.3333333333333333,2.3333333333333335,0.0,5.166666666666667
BST1,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334
BST2,9.333333333333334,2.0,4.666666666666667,0.0,3.5
BTD,7.0,2.0,5.333333333333333,2.5,2.6666666666666665
KLF9,29.333333333333332,6.333333333333333,19.333333333333332,1.5,10.0
KLF5,2.6666666666666665,0.0,2.6666666666666665,1.5,3.1666666666666665
BTF3,60.666666666666664,18.333333333333332,53.666666666666664,4.5,33.666666666666664
BTG1,547.3333333333334,68.33333333333333,329.6666666666667,16.0,346.6666666666667
BTK,2.6666666666666665,0.0,1.3333333333333333,2.0,1.1666666666666667
BUB1,3.0,6.333333333333333,1.0,1.0,6.666666666666667
BUB1B,20.666666666666668,11.0,11.333333333333334,0.5,14.666666666666666
BYSL,60.333333333333336,12.0,54.666666666666664,7.0,27.166666666666668
TSPO,14.666666666666666,2.0,19.0,3.0,4.666666666666667
C1QBP,83.66666666666667,48.333333333333336,38.666666666666664,22.5,55.0
C1S,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333
C2,0.0,0.0,0.6666666666666666,0.0,0.0
C3AR1,1.0,1.6666666666666667,1.0,0.0,2.1666666666666665
C4B,0.0,0.0,0.0,0.0,0.6666666666666666
C5,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666
C8G,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666
OSGIN2,31.0,6.333333333333333,15.333333333333334,0.5,26.666666666666668
VPS51,0.0,0.0,0.0,0.0,0.5
MRPL49,17.333333333333332,5.333333333333333,5.666666666666667,0.5,9.166666666666666
ZNHIT2,4.666666666666667,2.3333333333333335,4.333333333333333,0.0,1.8333333333333333
TMEM258,12.666666666666666,0.6666666666666666,13.0,0.0,6.333333333333333
DAGLA,0.0,0.0,0.0,0.0,1.0
FMNL1,0.3333333333333333,0.0,2.0,1.5,0.8333333333333334
LDLRAD4,1.0,0.0,0.0,0.0,0.0
PTTG1IP,6.666666666666667,1.0,7.666666666666667,0.0,10.666666666666666
CFAP410,4.333333333333333,5.0,14.333333333333334,0.0,10.0
TMEM50B,4.333333333333333,2.0,2.3333333333333335,1.5,5.5
MPPED1,2.6666666666666665,1.0,2.6666666666666665,0.0,0.5
CA2,57.666666666666664,1.6666666666666667,32.666666666666664,7.5,4.333333333333333
CA3,0.0,0.0,0.0,0.0,0.16666666666666666
CA11,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333
CACNA1A,14.666666666666666,0.0,3.6666666666666665,0.0,0.8333333333333334
CACNB1,1.0,0.0,0.0,0.0,0.6666666666666666
CACNB3,1.6666666666666667,0.0,0.0,0.0,0.0
SLC25A20,3.0,1.0,1.6666666666666667,0.5,1.6666666666666667
CAD,21.333333333333332,3.0,15.0,0.0,9.166666666666666
CALM1,91.33333333333333,17.0,45.333333333333336,2.0,97.5
CALM2,81.66666666666667,27.666666666666668,69.66666666666667,5.5,67.0
CALM3,323.6666666666667,52.333333333333336,176.0,15.5,177.16666666666666
CALR,697.0,179.33333333333334,402.0,31.5,438.8333333333333
CALU,33.666666666666664,11.333333333333334,18.666666666666668,7.5,26.833333333333332
CAMK2D,2.6666666666666665,0.0,5.0,0.5,0.8333333333333334
CAMK2G,11.333333333333334,7.666666666666667,6.333333333333333,1.0,10.333333333333334
CAMLG,4.666666666666667,1.0,2.0,0.0,5.333333333333333
CANX,115.66666666666667,55.0,90.0,22.5,96.83333333333333
CAPG,6.0,1.3333333333333333,0.0,1.0,1.3333333333333333
CAPN1,4.333333333333333,0.0,3.6666666666666665,0.0,0.8333333333333334
CAPN2,1.3333333333333333,1.3333333333333333,2.0,0.0,0.6666666666666666
CAPN3,16.333333333333332,3.0,14.0,3.0,20.166666666666668
CAPNS1,10.666666666666666,2.3333333333333335,13.0,0.0,7.166666666666667
CAPS,1.6666666666666667,0.6666666666666666,0.0,0.0,1.1666666666666667
CAPZA1,64.66666666666667,21.666666666666668,32.666666666666664,7.5,30.833333333333332
CAPZA2,9.333333333333334,4.0,2.3333333333333335,0.0,5.166666666666667
CAST,9.0,3.6666666666666665,2.0,6.0,3.3333333333333335
CAPZB,42.333333333333336,41.666666666666664,55.666666666666664,13.5,46.666666666666664
CARS1,22.666666666666668,3.6666666666666665,32.333333333333336,4.0,10.5
CASP1,8.0,0.0,2.0,0.0,2.3333333333333335
CASP2,57.666666666666664,25.0,51.333333333333336,2.5,43.166666666666664
CASP3,15.0,1.6666666666666667,12.666666666666666,0.5,21.833333333333332
CASP4,4.333333333333333,0.0,3.0,0.0,1.0
CASP6,7.333333333333333,0.6666666666666666,3.0,0.5,2.1666666666666665
CASP7,11.666666666666666,1.6666666666666667,6.333333333333333,0.5,3.1666666666666665
CASP8,16.333333333333332,2.6666666666666665,15.666666666666666,0.0,6.5
CASP9,4.666666666666667,0.0,3.3333333333333335,1.5,0.6666666666666666
CASP10,18.0,1.0,1.3333333333333333,3.0,4.0
CAT,75.66666666666667,9.333333333333334,48.666666666666664,35.0,29.166666666666668
RUNX2,58.0,36.0,43.666666666666664,17.0,41.166666666666664
RUNX1,108.33333333333333,50.0,60.666666666666664,32.0,71.66666666666667
CBFA2T3,25.333333333333332,11.0,9.333333333333334,0.0,15.5
RUNX3,44.0,16.666666666666668,24.666666666666668,14.5,28.166666666666668
CBFB,28.666666666666668,4.333333333333333,13.666666666666666,8.5,11.666666666666666
CBL,106.33333333333333,46.0,80.33333333333333,45.5,66.0
CBLB,5.333333333333333,10.0,5.666666666666667,1.0,8.166666666666666
SERPINH1,23.0,1.0,18.333333333333332,0.0,4.5
CBR1,19.666666666666668,0.3333333333333333,5.333333333333333,0.0,8.833333333333334
CBR3,1.0,0.0,0.0,0.0,0.0
CBS,6.666666666666667,3.0,5.333333333333333,0.5,2.8333333333333335
KYAT1,2.3333333333333335,2.6666666666666665,0.6666666666666666,0.0,2.0
KRIT1,34.0,3.3333333333333335,13.0,8.0,9.5
CCNA2,73.0,18.666666666666668,69.66666666666667,3.0,45.333333333333336
CCNB1,29.333333333333332,16.333333333333332,15.666666666666666,5.0,22.333333333333332
CCNC,20.333333333333332,6.666666666666667,17.333333333333332,2.5,14.833333333333334
CCND2,58.0,2.0,14.0,11.0,10.833333333333334
CCND3,75.0,18.666666666666668,52.666666666666664,8.0,38.0
CCNE1,34.0,15.333333333333334,22.666666666666668,3.5,21.666666666666668
CCNF,51.333333333333336,6.0,23.0,5.5,20.833333333333332
CCNG1,9.0,0.3333333333333333,6.333333333333333,0.0,8.666666666666666
CCNG2,12.333333333333334,1.3333333333333333,2.3333333333333335,0.0,7.5
CCNH,3.3333333333333335,0.0,3.3333333333333335,0.0,1.8333333333333333
CCNT1,91.33333333333333,50.0,57.666666666666664,17.0,78.83333333333333
CCNT2,28.333333333333332,8.0,7.666666666666667,0.0,16.166666666666668
CCT6A,67.33333333333333,17.0,44.666666666666664,0.0,40.333333333333336
CD1D,5.333333333333333,0.0,0.0,0.5,0.8333333333333334
CD4,5.333333333333333,2.0,2.0,0.5,2.5
CD9,1.3333333333333333,0.0,1.0,0.0,0.16666666666666666
CD19,0.0,0.0,0.0,0.0,1.3333333333333333
MS4A3,31.666666666666668,0.0,22.0,2.5,1.3333333333333333
CD86,0.0,0.0,0.0,1.5,0.0
TNFRSF8,4.333333333333333,0.0,0.0,0.0,0.0
CD33,30.0,3.3333333333333335,16.333333333333332,0.0,5.666666666666667
SIGLEC6,0.0,0.0,0.3333333333333333,0.0,1.6666666666666667
CD36,4.333333333333333,0.0,0.0,0.0,0.0
SCARB1,13.0,3.0,6.0,4.0,4.5
