chr	start	end	interval_id	num_peaks	num_samples	MV411_1_359_R1.bool	MV411_2_427_R1.bool	MV411_1_359_R1.fc	MV411_2_427_R1.fc	MV411_1_359_R1.qval	MV411_2_427_R1.qval	MV411_1_359_R1.pval	MV411_2_427_R1.pval	MV411_1_359_R1.start	MV411_2_427_R1.start	MV411_1_359_R1.end	MV411_2_427_R1.end	MV411_1_359_R1.summit	MV411_2_427_R1.summit
chr1	1658756	1659153	Interval_32	1	1	TRUE	FALSE	5.34294	NA	6.51139	NA	9.33536	NA	1658756	NA	1659153	NA	140	NA
chr1	1692363	1693070	Interval_33	1	1	TRUE	FALSE	9.99977	NA	24.16789	NA	27.72862	NA	1692363	NA	1693070	NA	490	NA
chr1	1724124	1724539	Interval_34	2	2	TRUE	TRUE	5.55543	5.40134	8.23388	5.75317	11.15857	9.78649	1724124	1724324	1724345	1724539	124	94
chr1	1728637	1728854	Interval_35	1	1	TRUE	FALSE	3.25463	NA	4.23945	NA	6.91445	NA	1728637	NA	1728854	NA	154	NA
chr1	1746080	1746386	Interval_36	1	1	TRUE	FALSE	12.68948	NA	30.40823	NA	34.16742	NA	1746080	NA	1746386	NA	138	NA
chr1	1764292	1764497	Interval_37	1	1	FALSE	TRUE	NA	7.69605	NA	10.1263	NA	14.5177	NA	1764292	NA	1764497	NA	112
chr1	1777882	1779458	Interval_38	1	1	TRUE	FALSE	7.6873	NA	21.76688	NA	25.249	NA	1777882	NA	1779458	NA	806	NA
chr1	1779940	1780123	Interval_39	1	1	TRUE	FALSE	4.03623	NA	4.2919	NA	6.97546	NA	1779940	NA	1780123	NA	54	NA
chr1	1889664	1891063	Interval_40	1	1	TRUE	FALSE	19.19497	NA	67.69675	NA	72.4711	NA	1889664	NA	1891063	NA	995	NA
chr1	1891181	1891816	Interval_41	1	1	TRUE	FALSE	8.96509	NA	21.02454	NA	24.4832	NA	1891181	NA	1891816	NA	154	NA
chr1	1908602	1909056	Interval_42	1	1	TRUE	FALSE	4.70138	NA	6.94686	NA	9.80167	NA	1908602	NA	1909056	NA	331	NA
chr1	1995994	1996314	Interval_43	1	1	TRUE	FALSE	4.16657	NA	4.26373	NA	6.9448	NA	1995994	NA	1996314	NA	156	NA
chr1	2112226	2112575	Interval_44	1	1	TRUE	FALSE	5.82479	NA	9.0892	NA	12.05245	NA	2112226	NA	2112575	NA	161	NA
chr1	2194209	2194451	Interval_45	1	1	TRUE	FALSE	4.49092	NA	4.81069	NA	7.52639	NA	2194209	NA	2194451	NA	147	NA
chr1	2194859	2195309	Interval_46	1	1	TRUE	FALSE	6.11097	NA	9.98704	NA	12.99844	NA	2194859	NA	2195309	NA	124	NA
chr1	2212327	2212953	Interval_47	1	1	TRUE	FALSE	3.582	NA	3.47715	NA	6.08985	NA	2212327	NA	2212953	NA	487	NA
chr1	2226998	2227712	Interval_48	1	1	TRUE	FALSE	8.0595	NA	20.16664	NA	23.5962	NA	2226998	NA	2227712	NA	462	NA
chr1	2228837	2229170	Interval_49	1	1	TRUE	FALSE	4.16657	NA	4.26373	NA	6.9448	NA	2228837	NA	2229170	NA	197	NA
chr1	2229674	2230085	Interval_50	1	1	TRUE	FALSE	4.65488	NA	5.65837	NA	8.43331	NA	2229674	NA	2230085	NA	122	NA
chr1	2232393	2232611	Interval_51	1	1	TRUE	FALSE	3.01198	NA	1.5769	NA	3.98748	NA	2232393	NA	2232611	NA	82	NA
chr1	2234023	2234327	Interval_52	1	1	TRUE	FALSE	4.4433	NA	5.85302	NA	8.63916	NA	2234023	NA	2234327	NA	128	NA
chr1	2234469	2234678	Interval_53	1	1	FALSE	TRUE	NA	6.00949	NA	5.72432	NA	9.74548	NA	2234469	NA	2234678	NA	78
chr1	2234807	2235612	Interval_54	1	1	TRUE	FALSE	8.11055	NA	17.29611	NA	20.6208	NA	2234807	NA	2235612	NA	144	NA
chr1	2255345	2255624	Interval_55	1	1	TRUE	FALSE	4.7856	NA	6.1942	NA	8.99795	NA	2255345	NA	2255624	NA	105	NA
chr1	2255719	2255977	Interval_56	1	1	TRUE	FALSE	4.50106	NA	5.39115	NA	8.14453	NA	2255719	NA	2255977	NA	175	NA
chr1	2290517	2291027	Interval_57	2	2	TRUE	TRUE	6.02396	7.10853	9.82811	8.4121	12.83073	12.68142	2290517	2290741	2291027	2290947	342	97
chr1	2314859	2315204	Interval_58	1	1	TRUE	FALSE	4.65488	NA	5.65837	NA	8.43331	NA	2314859	NA	2315204	NA	232	NA
chr1	2391220	2391448	Interval_59	1	1	TRUE	FALSE	5.09372	NA	7.06289	NA	9.92017	NA	2391220	NA	2391448	NA	159	NA
chr1	2391874	2392436	Interval_60	1	1	TRUE	FALSE	9.19196	NA	21.47568	NA	24.94724	NA	2391874	NA	2392436	NA	179	NA
chr1	2392538	2392747	Interval_61	1	1	TRUE	FALSE	3.27944	NA	2.3367	NA	4.8456	NA	2392538	NA	2392747	NA	118	NA
chr1	2411936	2412570	Interval_62	1	1	TRUE	FALSE	7.164	NA	16.31432	NA	19.60012	NA	2411936	NA	2412570	NA	494	NA
chr1	2412837	2413394	Interval_63	1	1	TRUE	FALSE	3.80588	NA	4.11877	NA	6.78626	NA	2412837	NA	2413394	NA	214	NA
chr1	2525572	2525804	Interval_64	1	1	TRUE	FALSE	3.1904	NA	2.0114	NA	4.4846	NA	2525572	NA	2525804	NA	104	NA
chr1	2525858	2526140	Interval_65	1	1	TRUE	FALSE	5.40703	NA	7.96911	NA	10.87522	NA	2525858	NA	2526140	NA	146	NA
chr1	2526365	2526579	Interval_66	1	1	TRUE	FALSE	6.29777	NA	10.72573	NA	13.77118	NA	2526365	NA	2526579	NA	102	NA
chr1	2546439	2546944	Interval_67	1	1	TRUE	FALSE	6.29276	NA	10.3148	NA	13.34549	NA	2546439	NA	2546944	NA	207	NA
chr1	2548315	2548585	Interval_68	1	1	TRUE	FALSE	4.19344	NA	7.28848	NA	10.15552	NA	2548315	NA	2548585	NA	117	NA
chr1	2548999	2549341	Interval_69	1	1	TRUE	FALSE	4.57656	NA	5.23779	NA	7.98024	NA	2548999	NA	2549341	NA	179	NA
chr1	2555816	2556531	Interval_70	1	1	TRUE	FALSE	4.87487	NA	8.90059	NA	11.85446	NA	2555816	NA	2556531	NA	142	NA
chr1	2556704	2557127	Interval_71	1	1	TRUE	FALSE	5.37873	NA	8.95934	NA	11.91875	NA	2556704	NA	2557127	NA	220	NA
chr1	2585670	2586577	Interval_72	1	1	TRUE	FALSE	14.37094	NA	40.32228	NA	44.36594	NA	2585670	NA	2586577	NA	531	NA
chr1	2642449	2643161	Interval_73	1	1	TRUE	FALSE	7.61175	NA	18.21298	NA	21.57313	NA	2642449	NA	2643161	NA	448	NA
chr1	3170874	3171171	Interval_74	1	1	TRUE	FALSE	4.86259	NA	6.02319	NA	8.81745	NA	3170874	NA	3171171	NA	141	NA
chr1	3313082	3313269	Interval_75	1	1	FALSE	TRUE	NA	4.98349	NA	4.5012	NA	8.38388	NA	3313082	NA	3313269	NA	66
chr1	3313678	3313858	Interval_76	1	1	TRUE	FALSE	2.58058	NA	1.5618	NA	3.9684	NA	3313678	NA	3313858	NA	18	NA
chr1	3316612	3316818	Interval_77	1	1	FALSE	TRUE	NA	8.12655	NA	11.22628	NA	15.69603	NA	3316612	NA	3316818	NA	100
chr1	3322462	3322831	Interval_78	1	1	TRUE	FALSE	5.44886	NA	9.81295	NA	12.8132	NA	3322462	NA	3322831	NA	142	NA
chr1	3625151	3625366	Interval_79	1	1	TRUE	FALSE	4.03623	NA	4.2919	NA	6.97546	NA	3625151	NA	3625366	NA	38	NA
chr1	3666868	3667048	Interval_80	1	1	TRUE	FALSE	3.96623	NA	3.45629	NA	6.06	NA	3666868	NA	3667048	NA	104	NA
chr1	3676915	3677448	Interval_81	1	1	TRUE	FALSE	5.74634	NA	8.57475	NA	11.51843	NA	3676915	NA	3677448	NA	373	NA
chr1	3796515	3796659	Interval_82	1	1	FALSE	TRUE	NA	4.97984	NA	3.93719	NA	7.75054	NA	3796515	NA	3796659	NA	110
chr1	3843133	3843376	Interval_83	1	1	TRUE	FALSE	4.31239	NA	6.72085	NA	9.5616	NA	3843133	NA	3843376	NA	92	NA
chr1	3899686	3900245	Interval_84	1	1	TRUE	FALSE	6.00673	NA	9.40998	NA	12.39795	NA	3899686	NA	3900245	NA	388	NA
chr1	3900299	3901314	Interval_85	1	1	TRUE	FALSE	17.85673	NA	62.46528	NA	67.10403	NA	3900299	NA	3901314	NA	486	NA
chr1	4007587	4008207	Interval_86	1	1	TRUE	FALSE	6.10189	NA	9.20536	NA	12.17591	NA	4007587	NA	4008207	NA	139	NA
chr1	5991802	5992352	Interval_87	1	1	TRUE	FALSE	11.19376	NA	35.06152	NA	38.96186	NA	5991802	NA	5992352	NA	313	NA
chr1	6026052	6026337	Interval_88	2	2	TRUE	TRUE	4.54076	6.48088	5.74827	7.0879	8.52663	11.24808	6026052	6026097	6026292	6026337	132	125
chr1	6026343	6027288	Interval_89	1	1	TRUE	FALSE	5.58239	NA	9.35921	NA	12.34156	NA	6026343	NA	6027288	NA	174	NA
chr1	6027863	6028147	Interval_90	1	1	TRUE	FALSE	3.67638	NA	3.20635	NA	5.79353	NA	6027863	NA	6028147	NA	167	NA
chr1	6198570	6198755	Interval_91	1	1	TRUE	FALSE	3.54309	NA	2.56055	NA	5.09636	NA	6198570	NA	6198755	NA	139	NA
chr1	6198872	6199604	Interval_92	1	1	TRUE	FALSE	19.46065	NA	63.25708	NA	67.91702	NA	6198872	NA	6199604	NA	409	NA
chr1	6199874	6200348	Interval_93	1	1	TRUE	FALSE	4.38667	NA	9.21614	NA	12.18735	NA	6199874	NA	6200348	NA	213	NA
chr1	6235478	6235881	Interval_94	1	1	TRUE	FALSE	4.92869	NA	6.44996	NA	9.26882	NA	6235478	NA	6235881	NA	91	NA
chr1	6235915	6236254	Interval_95	1	1	FALSE	TRUE	NA	13.40726	NA	28.33674	NA	33.44995	NA	6235915	NA	6236254	NA	142
chr1	6307748	6308435	Interval_96	1	1	FALSE	TRUE	NA	13.92709	NA	25.37669	NA	30.40486	NA	6307748	NA	6308435	NA	211
chr1	6393581	6393810	Interval_97	1	1	TRUE	FALSE	4.77732	NA	5.87382	NA	8.66053	NA	6393581	NA	6393810	NA	91	NA
chr1	6507208	6507609	Interval_98	1	1	TRUE	FALSE	4.86259	NA	6.02319	NA	8.81745	NA	6507208	NA	6507609	NA	258	NA
chr1	6554072	6554719	Interval_99	2	2	TRUE	TRUE	10.47881	24.14073	24.50152	61.29679	28.07834	66.90486	6554072	6554393	6554544	6554719	221	146
chr1	6579995	6580703	Interval_100	1	1	TRUE	FALSE	8.81227	NA	27.64647	NA	31.32238	NA	6579995	NA	6580703	NA	187	NA
chr1	6602017	6602325	Interval_101	1	1	TRUE	FALSE	3.88319	NA	3.54897	NA	6.16818	NA	6602017	NA	6602325	NA	207	NA
chr1	6602586	6602769	Interval_102	1	1	TRUE	FALSE	3.56241	NA	4.10152	NA	6.76266	NA	6602586	NA	6602769	NA	54	NA
chr1	6603094	6604733	Interval_103	1	1	TRUE	FALSE	9.93724	NA	33.86222	NA	37.72436	NA	6603094	NA	6604733	NA	834	NA
chr1	6613150	6613447	Interval_104	1	1	TRUE	FALSE	5.55543	NA	8.23388	NA	11.15857	NA	6613150	NA	6613447	NA	133	NA
chr1	6614223	6614474	Interval_105	1	1	TRUE	FALSE	3.8888	NA	3.55335	NA	6.17825	NA	6614223	NA	6614474	NA	92	NA
chr1	6614753	6615120	Interval_106	1	1	TRUE	FALSE	5.55689	NA	7.19992	NA	10.05989	NA	6614753	NA	6615120	NA	175	NA
chr1	6624882	6625644	Interval_107	1	1	TRUE	FALSE	6.80411	NA	12.0694	NA	15.18053	NA	6624882	NA	6625644	NA	377	NA
chr1	6701085	6701999	Interval_108	2	2	TRUE	TRUE	7.31231	5.81166	19.88624	5.12984	23.30535	9.09127	6701085	6701835	6701846	6701999	318	81
chr1	6743709	6744004	Interval_109	1	1	TRUE	FALSE	6.30237	NA	11.13226	NA	14.1989	NA	6743709	NA	6744004	NA	123	NA
chr1	6783915	6784596	Interval_110	1	1	TRUE	FALSE	16.86113	NA	54.12206	NA	58.53378	NA	6783915	NA	6784596	NA	442	NA
chr1	6784699	6785023	Interval_111	1	1	TRUE	FALSE	8.95335	NA	19.94094	NA	23.36299	NA	6784699	NA	6785023	NA	152	NA
chr1	6785654	6786332	Interval_112	1	1	TRUE	FALSE	6.9948	NA	12.85111	NA	15.99791	NA	6785654	NA	6786332	NA	155	NA
chr1	7108247	7108744	Interval_113	2	2	TRUE	TRUE	19.40386	12.95953	80.71888	27.57308	85.79913	32.65975	7108247	7108338	7108744	7108578	203	101
chr1	7108851	7109239	Interval_114	1	1	TRUE	FALSE	4.85425	NA	6.93922	NA	9.78853	NA	7108851	NA	7109239	NA	235	NA
chr1	7113008	7113669	Interval_115	1	1	TRUE	FALSE	8.28747	NA	15.66242	NA	18.92179	NA	7113008	NA	7113669	NA	413	NA
chr1	7113729	7114327	Interval_116	1	1	TRUE	FALSE	3.54829	NA	4.74174	NA	7.44695	NA	7113729	NA	7114327	NA	335	NA
chr1	7649038	7649387	Interval_117	2	2	TRUE	TRUE	9.16646	6.12903	20.88334	6.55473	24.33885	10.66561	7649038	7649113	7649387	7649372	193	140
chr1	7680301	7680610	Interval_118	1	1	TRUE	FALSE	2.62493	NA	1.37183	NA	3.76267	NA	7680301	NA	7680610	NA	159	NA
chr1	7771315	7771640	Interval_119	1	1	TRUE	FALSE	9.73597	NA	20.86411	NA	24.31566	NA	7771315	NA	7771640	NA	158	NA
chr1	7954314	7954712	Interval_120	1	1	TRUE	FALSE	8.61091	NA	18.76436	NA	22.14292	NA	7954314	NA	7954712	NA	173	NA
chr1	7961705	7962162	Interval_121	1	1	TRUE	FALSE	6.30661	NA	11.54473	NA	14.62833	NA	7961705	NA	7962162	NA	163	NA
chr1	8211646	8211994	Interval_122	1	1	TRUE	FALSE	4.49988	NA	7.42479	NA	10.30869	NA	8211646	NA	8211994	NA	197	NA
chr1	8427547	8427904	Interval_123	2	2	TRUE	TRUE	15.73191	14.30562	48.05977	27.89306	52.31872	32.98625	8427547	8427588	8427904	8427880	172	140
chr1	8525678	8525945	Interval_124	1	1	TRUE	FALSE	4.25363	NA	5.48779	NA	8.25031	NA	8525678	NA	8525945	NA	95	NA
chr1	8703002	8703526	Interval_125	2	2	TRUE	TRUE	5.85391	4.47161	8.04417	2.37154	10.95172	5.90436	8703002	8703255	8703526	8703447	109	63
chr1	8712687	8712919	Interval_126	1	1	TRUE	FALSE	2.99992	NA	2.37384	NA	4.88806	NA	8712687	NA	8712919	NA	66	NA
chr1	8713097	8713288	Interval_127	1	1	TRUE	FALSE	3.76876	NA	2.91202	NA	5.47899	NA	8713097	NA	8713288	NA	26	NA
chr1	8816901	8817689	Interval_128	1	1	TRUE	FALSE	7.68047	NA	13.18543	NA	16.34448	NA	8816901	NA	8817689	NA	449	NA
chr1	8817873	8818170	Interval_129	1	1	TRUE	FALSE	5.54982	NA	8.94084	NA	11.8969	NA	8817873	NA	8818170	NA	164	NA
chr1	8858183	8858328	Interval_130	1	1	FALSE	TRUE	NA	4.88572	NA	5.21344	NA	9.18781	NA	8858183	NA	8858328	NA	105
chr1	8876703	8878730	Interval_131	1	1	TRUE	FALSE	12.69008	NA	32.36217	NA	36.18216	NA	8876703	NA	8878730	NA	1770	NA
chr1	8878803	8880084	Interval_132	1	1	TRUE	FALSE	13.6108	NA	39.52653	NA	43.55577	NA	8878803	NA	8880084	NA	255	NA
chr1	9067052	9067455	Interval_133	1	1	TRUE	FALSE	3.5317	NA	2.95383	NA	5.52715	NA	9067052	NA	9067455	NA	263	NA
chr1	9068982	9069198	Interval_134	1	1	TRUE	FALSE	4.5161	NA	5.13314	NA	7.87011	NA	9068982	NA	9069198	NA	123	NA
chr1	9069308	9069524	Interval_135	1	1	TRUE	FALSE	5.0426	NA	6.33284	NA	9.14537	NA	9069308	NA	9069524	NA	105	NA
chr1	9069627	9070103	Interval_136	2	2	TRUE	TRUE	6.07299	7.66129	9.15344	10.48866	12.12304	14.91169	9069764	9069627	9070103	9069878	161	142
chr1	9078197	9078393	Interval_137	1	1	TRUE	FALSE	4.38106	NA	4.89724	NA	7.62214	NA	9078197	NA	9078393	NA	56	NA
chr1	9093295	9093617	Interval_138	1	1	TRUE	FALSE	6.1404	NA	10.42965	NA	13.46348	NA	9093295	NA	9093617	NA	153	NA
chr1	9143385	9143534	Interval_139	1	1	FALSE	TRUE	NA	7.51648	NA	8.64567	NA	12.94009	NA	9143385	NA	9143534	NA	73
chr1	9164151	9164304	Interval_140	1	1	FALSE	TRUE	NA	5.25334	NA	4.9067	NA	8.84285	NA	9164151	NA	9164304	NA	26
chr1	9233325	9233719	Interval_141	2	2	TRUE	TRUE	4.72211	6.25871	5.77451	6.08332	8.55836	10.14782	9233325	9233409	9233719	9233561	356	83
chr1	9234815	9235501	Interval_142	1	1	TRUE	FALSE	7.7776	NA	15.68956	NA	18.95305	NA	9234815	NA	9235501	NA	342	NA
chr1	9239733	9239987	Interval_143	2	2	TRUE	TRUE	6.35204	9.13549	10.8294	13.27877	13.87647	17.86214	9239771	9239733	9239969	9239987	96	127
chr1	9426289	9426845	Interval_144	2	2	TRUE	TRUE	30.55486	23.9419	127.54059	60.09775	133.67125	65.6904	9426289	9426316	9426845	9426688	213	169
chr1	9539484	9540079	Interval_145	1	1	TRUE	FALSE	6.29777	NA	10.72573	NA	13.77118	NA	9539484	NA	9540079	NA	371	NA
chr1	9629818	9629962	Interval_146	1	1	FALSE	TRUE	NA	5.18381	NA	4.51379	NA	8.39834	NA	9629818	NA	9629962	NA	88
chr1	9651802	9652631	Interval_147	1	1	TRUE	FALSE	5.59688	NA	10.11665	NA	13.13632	NA	9651802	NA	9652631	NA	278	NA
chr1	9654145	9654421	Interval_148	1	1	TRUE	FALSE	5.25198	NA	7.68412	NA	10.57556	NA	9654145	NA	9654421	NA	117	NA
chr1	9654503	9654719	Interval_149	1	1	TRUE	FALSE	3.43242	NA	2.38947	NA	4.90632	NA	9654503	NA	9654719	NA	78	NA
chr1	9717181	9717440	Interval_150	1	1	TRUE	FALSE	4.47004	NA	4.78189	NA	7.48939	NA	9717181	NA	9717440	NA	109	NA
chr1	9823641	9823868	Interval_151	1	1	TRUE	FALSE	4.92525	NA	7.71	NA	10.6076	NA	9823641	NA	9823868	NA	109	NA
chr1	9893271	9893564	Interval_152	2	2	TRUE	TRUE	5.27766	6.36126	7.38896	5.92272	10.26951	9.973	9893271	9893284	9893564	9893499	194	162
chr1	9942761	9943064	Interval_153	1	1	TRUE	FALSE	5.67687	NA	7.38896	NA	10.26908	NA	9942761	NA	9943064	NA	163	NA
chr1	9943409	9943677	Interval_154	2	2	TRUE	TRUE	6.94429	5.81166	12.75959	5.12984	15.89961	9.09127	9943468	9943409	9943677	9943563	122	62
chr1	9950801	9950981	Interval_155	1	1	TRUE	FALSE	4.79031	NA	5.59809	NA	8.3655	NA	9950801	NA	9950981	NA	56	NA
chr1	10033024	10033369	Interval_156	1	1	TRUE	FALSE	4.68738	NA	8.15569	NA	11.07319	NA	10033024	NA	10033369	NA	138	NA
chr1	10210607	10210799	Interval_157	1	1	TRUE	FALSE	5.14862	NA	6.83389	NA	9.67904	NA	10210607	NA	10210799	NA	112	NA
chr1	10399118	10399874	Interval_158	1	1	TRUE	FALSE	8.0595	NA	20.16664	NA	23.5962	NA	10399118	NA	10399874	NA	146	NA
chr1	10399992	10400526	Interval_159	1	1	TRUE	FALSE	3.27722	NA	4.89966	NA	7.62483	NA	10399992	NA	10400526	NA	270	NA
chr1	10400824	10401195	Interval_160	1	1	TRUE	FALSE	5.7968	NA	8.30004	NA	11.22977	NA	10400824	NA	10401195	NA	207	NA
chr1	10414390	10414611	Interval_161	1	1	TRUE	FALSE	3.13425	NA	2.27112	NA	4.77518	NA	10414390	NA	10414611	NA	154	NA
chr1	10415143	10415425	Interval_162	1	1	TRUE	FALSE	4.99989	NA	6.57104	NA	9.40239	NA	10415143	NA	10415425	NA	153	NA
chr1	10415593	10415877	Interval_163	1	1	TRUE	FALSE	4.44434	NA	5.0042	NA	7.73869	NA	10415593	NA	10415877	NA	144	NA
chr1	10415962	10416240	Interval_164	1	1	TRUE	FALSE	4.15273	NA	3.99972	NA	6.64667	NA	10415962	NA	10416240	NA	163	NA
chr1	10474986	10475404	Interval_165	1	1	TRUE	FALSE	5.72069	NA	8.52921	NA	11.47039	NA	10474986	NA	10475404	NA	319	NA
chr1	10484590	10484736	Interval_166	1	1	FALSE	TRUE	NA	5.08361	NA	4.93986	NA	8.88455	NA	10484590	NA	10484736	NA	123
chr1	10692445	10692589	Interval_167	1	1	FALSE	TRUE	NA	5.63736	NA	4.60783	NA	8.5006	NA	10692445	NA	10692589	NA	50
chr1	11012236	11013490	Interval_168	2	2	TRUE	TRUE	16.01903	7.30769	56.96143	11.20432	61.45511	15.67069	11012236	11012283	11013490	11012526	628	84
chr1	11059466	11059952	Interval_169	1	1	TRUE	FALSE	8.58104	NA	18.19899	NA	21.55359	NA	11059466	NA	11059952	NA	201	NA
chr1	11099248	11100051	Interval_170	2	2	TRUE	TRUE	12.77749	6.25871	35.83284	6.08332	39.75568	10.14782	11099248	11099798	11100051	11099946	398	65
chr1	11262005	11262463	Interval_171	1	1	TRUE	FALSE	6.32068	NA	13.19874	NA	16.35865	NA	11262005	NA	11262463	NA	274	NA
chr1	11273067	11273768	Interval_172	1	1	TRUE	FALSE	11.35374	NA	25.50704	NA	29.11582	NA	11273067	NA	11273768	NA	231	NA
chr1	11383684	11383857	Interval_173	1	1	FALSE	TRUE	NA	3.79052	NA	2.86944	NA	6.50156	NA	11383684	NA	11383857	NA	74
chr1	11478849	11479153	Interval_174	1	1	TRUE	FALSE	13.43002	NA	38.48169	NA	42.47854	NA	11478849	NA	11479153	NA	152	NA
chr1	11664213	11664976	Interval_175	1	1	TRUE	FALSE	6.94429	NA	12.75959	NA	15.89961	NA	11664213	NA	11664976	NA	352	NA
chr1	11680847	11681421	Interval_176	1	1	TRUE	FALSE	7.05369	NA	12.53032	NA	15.65658	NA	11680847	NA	11681421	NA	166	NA
chr1	11719390	11719691	Interval_177	1	1	TRUE	FALSE	5.8332	NA	9.10077	NA	12.06853	NA	11719390	NA	11719691	NA	214	NA
chr1	11736174	11736533	Interval_178	1	1	TRUE	FALSE	7.44426	NA	15.05618	NA	18.28893	NA	11736174	NA	11736533	NA	186	NA
