Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
20210312_DMSO_MEF2C_B_MP8736_S143_R1_001	20210312_DMSO_MEF2C_B_MP8736_S143_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104927352.0	0.0	100.0	40.0	91.24724685830408	100.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
20210312_DMSO_MEF2C_B_MP8736_S143_R2_001	20210312_DMSO_MEF2C_B_MP8736_S143_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104927352.0	0.0	100.0	40.0	91.54512132387025	100.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
20210312_DMSO_MYC_A_MP8736_S140_R1_001	20210312_DMSO_MYC_A_MP8736_S140_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34943981.0	0.0	100.0	40.0	90.8835946058108	100.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
20210312_DMSO_MYC_A_MP8736_S140_R2_001	20210312_DMSO_MYC_A_MP8736_S140_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34943982.0	0.0	100.0	40.0	91.1158163142255	100.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
20210312_VHL_FLAG_A_MP8736_S146_R1_001	20210312_VHL_FLAG_A_MP8736_S146_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29025192.0	0.0	100.0	42.0	78.6945074635874	100.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
20210312_VHL_FLAG_A_MP8736_S146_R2_001	20210312_VHL_FLAG_A_MP8736_S146_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29025192.0	0.0	100.0	42.0	79.68460446485646	100.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
20210312_VHL_FLAG_B_MP8736_S147_R1_001	20210312_VHL_FLAG_B_MP8736_S147_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39155226.0	0.0	100.0	42.0	76.65994519806847	100.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
20210312_VHL_FLAG_B_MP8736_S147_R2_001	20210312_VHL_FLAG_B_MP8736_S147_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39155226.0	0.0	100.0	42.0	76.91544398654814	100.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
20210312_VHL_MED1_A_MP8736_S152_R1_001	20210312_VHL_MED1_A_MP8736_S152_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33202285.0	0.0	100.0	42.0	83.68909596836276	100.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
20210312_VHL_MED1_A_MP8736_S152_R2_001	20210312_VHL_MED1_A_MP8736_S152_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33202285.0	0.0	100.0	42.0	83.94152694585745	100.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
20210312_VHL_MED1_B_MP8736_S153_R1_001	20210312_VHL_MED1_B_MP8736_S153_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1050.0	0.0	100.0	37.0	93.80952380952381	100.0	pass	pass	fail	warn	fail	pass	pass	pass	pass	warn	pass
20210312_VHL_MED1_B_MP8736_S153_R2_001	20210312_VHL_MED1_B_MP8736_S153_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	918.0	0.0	100.0	37.0	99.89106753812636	100.0	pass	pass	fail	warn	fail	warn	pass	pass	pass	warn	pass
20210312_VHL_MEF2C_A_MP8736_S150_R1_001	20210312_VHL_MEF2C_A_MP8736_S150_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31775302.0	0.0	100.0	42.0	80.8497853889678	100.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
20210312_VHL_MEF2C_A_MP8736_S150_R2_001	20210312_VHL_MEF2C_A_MP8736_S150_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31775302.0	0.0	100.0	42.0	81.06943892313852	100.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
20210312_VHL_MEF2C_B_MP8736_S151_R1_001	20210312_VHL_MEF2C_B_MP8736_S151_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37215360.0	0.0	100.0	42.0	83.15256668370476	100.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
20210312_VHL_MEF2C_B_MP8736_S151_R2_001	20210312_VHL_MEF2C_B_MP8736_S151_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37215360.0	0.0	100.0	42.0	82.8534635295491	100.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
20210312_VHL_MYC_A_MP8736_S148_R1_001	20210312_VHL_MYC_A_MP8736_S148_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43882727.0	0.0	100.0	46.0	78.44588249984807	100.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
20210312_VHL_MYC_A_MP8736_S148_R2_001	20210312_VHL_MYC_A_MP8736_S148_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43882727.0	0.0	100.0	46.0	79.03633101559117	100.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
20210312_VHL_MYC_B_MP8736_S149_R1_001	20210312_VHL_MYC_B_MP8736_S149_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35647274.0	0.0	100.0	46.0	80.75237174010633	100.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass
20210312_VHL_MYC_B_MP8736_S149_R2_001	20210312_VHL_MYC_B_MP8736_S149_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35647274.0	0.0	100.0	46.0	80.77098837866045	100.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
