GENE,MV411-DMSO,MV411-Naphthol,MV411-Plumbagin,MV411-Celastrol,MV411-TM1-001,MV411-Tretinoin
AK1,6.0,10.0,9.0,23.0,28.0,27.0
AK2,2862.0,4369.0,4018.0,10889.0,9418.0,11681.0
AK4,17.0,22.0,24.0,67.0,75.0,67.0
AKT1,184.0,254.0,271.0,552.0,579.0,797.0
AKT2,161.0,264.0,297.0,547.0,569.0,835.0
ALAD,67.0,146.0,129.0,352.0,348.0,435.0
ALAS1,17.0,18.0,14.0,38.0,80.0,134.0
ALAS2,0.0,0.0,0.0,0.0,0.0,1.0
ALCAM,79.0,128.0,112.0,390.0,328.0,401.0
ABCD1,26.0,34.0,39.0,83.0,94.0,179.0
ALDH2,3.0,2.0,2.0,5.0,11.0,5.0
ALDH1B1,132.0,173.0,166.0,380.0,336.0,460.0
ALDH1A3,6.0,4.0,9.0,17.0,21.0,19.0
ALDH3B1,48.0,65.0,67.0,142.0,138.0,239.0
ALDH9A1,196.0,343.0,302.0,871.0,623.0,835.0
ALDH3A2,25.0,38.0,36.0,99.0,88.0,119.0
ABCD2,23.0,27.0,26.0,98.0,93.0,115.0
ALDOA,717.0,1224.0,1223.0,2885.0,3196.0,3522.0
ALDOB,0.0,1.0,1.0,1.0,4.0,3.0
ALDOC,213.0,262.0,298.0,674.0,720.0,948.0
AKR1B1,108.0,174.0,151.0,357.0,437.0,423.0
ALOX12,3.0,3.0,3.0,15.0,15.0,18.0
ALOX5AP,298.0,530.0,457.0,1148.0,1271.0,1583.0
ALOX12B,0.0,0.0,0.0,0.0,0.0,0.0
ALOX15,0.0,0.0,0.0,2.0,1.0,2.0
ALX3,1.0,3.0,3.0,6.0,5.0,8.0
AMD1,687.0,1064.0,1037.0,3193.0,2227.0,3018.0
AMFR,54.0,79.0,93.0,193.0,161.0,216.0
AMH,0.0,2.0,1.0,2.0,7.0,4.0
AMPD2,27.0,25.0,32.0,45.0,74.0,73.0
AMPD3,19.0,15.0,21.0,64.0,59.0,64.0
AMPH,0.0,0.0,0.0,1.0,0.0,1.0
BIN1,3.0,5.0,3.0,10.0,16.0,19.0
AMT,9.0,23.0,19.0,36.0,47.0,52.0
AMY1A,1.0,1.0,1.0,4.0,4.0,8.0
AMY1B,1.0,1.0,1.0,4.0,4.0,8.0
AMY1C,1.0,1.0,1.0,4.0,4.0,8.0
AMY2B,0.0,2.0,0.0,2.0,2.0,4.0
ANG,1.0,2.0,2.0,6.0,8.0,6.0
ANGPT1,17.0,27.0,26.0,99.0,104.0,73.0
ANGPT2,3.0,5.0,5.0,13.0,17.0,15.0
ANK1,1.0,0.0,0.0,0.0,1.0,3.0
ANK2,13.0,17.0,22.0,64.0,65.0,60.0
ANK3,0.0,1.0,0.0,2.0,2.0,1.0
ANPEP,0.0,0.0,1.0,3.0,3.0,2.0
SLC25A4,6.0,6.0,13.0,17.0,12.0,31.0
SLC25A5,515.0,945.0,777.0,2200.0,1928.0,2259.0
SLC25A6,763.0,1289.0,1274.0,2810.0,3149.0,3766.0
ANXA1,81.0,133.0,126.0,364.0,436.0,498.0
ANXA2,165.0,283.0,236.0,580.0,753.0,637.0
303,3.0,3.0,3.0,5.0,7.0,8.0
ANXA4,66.0,107.0,86.0,319.0,277.0,279.0
ANXA5,122.0,177.0,165.0,499.0,538.0,487.0
ANXA6,59.0,96.0,79.0,197.0,238.0,229.0
ANXA7,75.0,113.0,94.0,368.0,359.0,281.0
ANXA11,77.0,117.0,119.0,267.0,314.0,286.0
AOAH,1.0,0.0,1.0,2.0,3.0,3.0
AOC2,1.0,2.0,1.0,1.0,3.0,4.0
AOX1,0.0,0.0,0.0,2.0,1.0,2.0
APAF1,77.0,110.0,116.0,338.0,377.0,298.0
NUDT2,33.0,33.0,36.0,80.0,136.0,96.0
APBA1,28.0,37.0,43.0,108.0,121.0,127.0
APBA2,5.0,6.0,3.0,9.0,13.0,21.0
APBB1,22.0,39.0,33.0,93.0,96.0,170.0
APBB2,7.0,8.0,6.0,24.0,35.0,22.0
APC,33.0,44.0,24.0,90.0,148.0,112.0
APEH,23.0,35.0,33.0,97.0,133.0,91.0
APEX1,428.0,729.0,637.0,1628.0,1978.0,1812.0
BIRC2,27.0,44.0,47.0,136.0,161.0,96.0
BIRC3,4.0,3.0,3.0,6.0,23.0,17.0
XIAP,178.0,241.0,242.0,667.0,861.0,778.0
BIRC5,332.0,558.0,547.0,1332.0,1119.0,1606.0
APLP1,4.0,6.0,7.0,16.0,20.0,24.0
APLP2,464.0,813.0,768.0,1909.0,1616.0,2491.0
APOA1,1.0,1.0,1.0,4.0,5.0,6.0
APOC1,16.0,22.0,15.0,48.0,68.0,99.0
APOC2,1013.0,1388.0,1236.0,3131.0,3708.0,4377.0
APOC4,2.0,1.0,1.0,2.0,4.0,6.0
APOD,2.0,3.0,3.0,11.0,8.0,11.0
APOE,0.0,1.0,0.0,1.0,0.0,3.0
APP,165.0,292.0,258.0,710.0,628.0,788.0
APRT,166.0,264.0,237.0,561.0,715.0,706.0
FAS,1.0,1.0,1.0,6.0,3.0,3.0
SHROOM2,0.0,0.0,1.0,2.0,2.0,0.0
AQP1,10.0,14.0,14.0,27.0,55.0,53.0
AQP3,17.0,28.0,33.0,50.0,51.0,70.0
AQP6,0.0,1.0,0.0,1.0,0.0,1.0
AR,5.0,5.0,3.0,10.0,17.0,8.0
ARAF,31.0,51.0,71.0,129.0,146.0,159.0
ARCN1,732.0,1201.0,1113.0,3164.0,3313.0,3558.0
TRIM23,15.0,15.0,18.0,53.0,78.0,42.0
ARF1,852.0,1465.0,1519.0,3353.0,3288.0,4316.0
ARF3,951.0,1525.0,1648.0,3712.0,3481.0,5251.0
ARF4,610.0,944.0,845.0,2923.0,2857.0,2429.0
ARL4D,1.0,1.0,1.0,4.0,7.0,5.0
ARF5,59.0,110.0,112.0,228.0,239.0,334.0
ARF6,620.0,917.0,770.0,2682.0,2520.0,2040.0
ARG2,132.0,186.0,165.0,471.0,451.0,463.0
RHOA,3079.0,4918.0,4215.0,11528.0,11309.0,12428.0
RHOB,52.0,49.0,52.0,69.0,320.0,178.0
RHOC,34.0,51.0,45.0,95.0,130.0,182.0
RND3,0.0,0.0,0.0,0.0,0.0,2.0
RHOG,109.0,176.0,168.0,372.0,437.0,466.0
ARHGAP1,55.0,92.0,107.0,176.0,208.0,331.0
ARHGAP4,28.0,42.0,44.0,107.0,143.0,161.0
ARHGAP6,4.0,7.0,3.0,12.0,17.0,12.0
ARHGDIA,404.0,700.0,812.0,1506.0,1534.0,2295.0
ARHGDIB,3222.0,5015.0,4953.0,11327.0,10234.0,14706.0
RHOH,4.0,8.0,5.0,31.0,54.0,32.0
ARL1,269.0,372.0,341.0,1016.0,1098.0,1056.0
PHOX2A,0.0,0.0,0.0,0.0,1.0,1.0
ARL2,41.0,66.0,83.0,143.0,176.0,217.0
ARL3,24.0,38.0,37.0,89.0,76.0,123.0
ARNT,112.0,157.0,163.0,420.0,435.0,465.0
ARNTL,10.0,13.0,13.0,36.0,52.0,30.0
ARRB1,241.0,363.0,459.0,873.0,925.0,1228.0
ARRB2,155.0,244.0,255.0,565.0,705.0,754.0
ARSA,4.0,9.0,12.0,17.0,21.0,30.0
ARSB,83.0,171.0,165.0,427.0,337.0,475.0
STS,49.0,81.0,68.0,219.0,158.0,227.0
ARSD,79.0,96.0,82.0,245.0,244.0,268.0
ART3,0.0,0.0,0.0,1.0,0.0,1.0
ARVCF,4.0,3.0,1.0,4.0,11.0,7.0
ASAH1,149.0,291.0,255.0,856.0,736.0,771.0
ASGR1,1.0,2.0,2.0,1.0,3.0,4.0
ASGR2,6.0,7.0,9.0,16.0,20.0,23.0
ASL,4.0,3.0,6.0,13.0,19.0,22.0
GET3,43.0,69.0,72.0,171.0,192.0,218.0
ASNS,90.0,139.0,130.0,289.0,499.0,322.0
ASPH,200.0,287.0,260.0,981.0,896.0,787.0
ASS1,157.0,286.0,270.0,572.0,703.0,730.0
ZFHX3,8.0,9.0,11.0,32.0,45.0,25.0
ATF1,120.0,152.0,127.0,572.0,540.0,517.0
ATF3,125.0,208.0,216.0,647.0,1563.0,540.0
ATF4,304.0,431.0,390.0,1108.0,1883.0,1167.0
ATIC,54.0,77.0,60.0,173.0,245.0,173.0
ATM,231.0,339.0,321.0,1037.0,917.0,889.0
RERE,15.0,22.0,22.0,44.0,70.0,67.0
ATOX1,64.0,102.0,98.0,225.0,353.0,278.0
ATP1A1,100.0,147.0,153.0,378.0,381.0,435.0
ATP1A3,7.0,12.0,19.0,40.0,63.0,55.0
ATP1B1,22.0,31.0,31.0,76.0,95.0,89.0
ATP1B3,468.0,729.0,636.0,1788.0,1816.0,2051.0
FXYD2,0.0,0.0,0.0,1.0,0.0,1.0
ATP2A1,2.0,1.0,2.0,5.0,8.0,15.0
ATP2A2,235.0,387.0,387.0,952.0,1188.0,1094.0
ATP2A3,64.0,90.0,112.0,210.0,248.0,345.0
ATP2B1,244.0,343.0,327.0,1268.0,1298.0,872.0
ATP2B2,1.0,2.0,3.0,4.0,4.0,11.0
ATP2B3,11.0,14.0,17.0,46.0,41.0,66.0
ATP2B4,237.0,370.0,399.0,1140.0,1063.0,1144.0
ATP5F1A,198.0,390.0,319.0,870.0,1174.0,887.0
ATP5F1B,355.0,576.0,529.0,1231.0,1425.0,1504.0
ATP5F1C,87.0,146.0,146.0,348.0,263.0,342.0
ATP5F1D,113.0,165.0,179.0,450.0,635.0,489.0
ATP5F1E,229.0,457.0,377.0,950.0,1330.0,1071.0
ATP5PB,477.0,803.0,663.0,2096.0,2547.0,2101.0
ATP5MC1,78.0,117.0,98.0,233.0,360.0,358.0
ATP5MC2,448.0,727.0,688.0,1520.0,1827.0,2390.0
ATP5MC3,531.0,892.0,790.0,2239.0,1739.0,2328.0
ATP5ME,382.0,605.0,542.0,1177.0,1659.0,1437.0
ATP5PF,120.0,170.0,175.0,466.0,375.0,480.0
ATP6V1A,226.0,403.0,345.0,1194.0,977.0,931.0
ATP6V1B2,887.0,1517.0,1416.0,4104.0,3844.0,3716.0
ATP6V0C,112.0,179.0,186.0,368.0,399.0,622.0
ATP6V1C1,408.0,765.0,666.0,2069.0,1829.0,2053.0
ATP6V1E1,216.0,349.0,305.0,738.0,876.0,906.0
ATP6V0B,133.0,173.0,142.0,433.0,634.0,515.0
ATP6V1G2,9.0,18.0,17.0,56.0,42.0,48.0
ATP6V0A1,36.0,38.0,40.0,109.0,101.0,167.0
ATP6AP1,56.0,99.0,89.0,204.0,282.0,281.0
ATP7A,14.0,29.0,22.0,81.0,80.0,76.0
ATP5PO,201.0,319.0,299.0,775.0,1127.0,856.0
ATP7B,2.0,2.0,2.0,4.0,9.0,11.0
ATR,1.0,6.0,4.0,14.0,14.0,14.0
ATRX,183.0,249.0,247.0,945.0,827.0,816.0
AUH,18.0,20.0,19.0,74.0,69.0,81.0
AUP1,563.0,776.0,851.0,1711.0,2033.0,2311.0
AVPR2,1.0,2.0,3.0,5.0,5.0,32.0
AXL,22.0,32.0,30.0,90.0,77.0,102.0
AZU1,72.0,98.0,112.0,238.0,348.0,299.0
B2M,3235.0,5519.0,5062.0,14115.0,14638.0,14133.0
BAAT,1.0,1.0,0.0,2.0,1.0,4.0
BACH1,123.0,216.0,227.0,898.0,1089.0,597.0
BAD,28.0,32.0,38.0,87.0,104.0,106.0
BAG1,130.0,197.0,181.0,447.0,492.0,495.0
ADGRB1,1.0,1.0,1.0,3.0,2.0,3.0
BAK1,35.0,56.0,59.0,122.0,136.0,206.0
NKX3-2,4.0,6.0,4.0,15.0,19.0,9.0
BARD1,189.0,255.0,248.0,819.0,1012.0,714.0
BAX,40.0,69.0,78.0,134.0,132.0,191.0
BBS1,14.0,19.0,23.0,47.0,49.0,60.0
BBS2,16.0,22.0,22.0,58.0,57.0,50.0
BBS4,41.0,49.0,40.0,117.0,95.0,109.0
BCAT1,2250.0,3550.0,3002.0,10646.0,7844.0,10222.0
BCAT2,30.0,46.0,43.0,77.0,129.0,139.0
BCKDHA,64.0,94.0,86.0,216.0,271.0,293.0
BCKDHB,27.0,36.0,38.0,117.0,141.0,122.0
CCND1,4.0,2.0,1.0,7.0,7.0,9.0
BCL2,292.0,405.0,453.0,1146.0,1189.0,1237.0
BCL2A1,11.0,28.0,25.0,70.0,118.0,83.0
BCL2L1,54.0,83.0,85.0,195.0,231.0,268.0
BCL2L2,50.0,81.0,83.0,192.0,220.0,262.0
BCL3,9.0,18.0,10.0,20.0,38.0,196.0
BCL6,1.0,3.0,0.0,5.0,9.0,5.0
BCL7A,67.0,101.0,111.0,259.0,270.0,288.0
BCL9,2.0,3.0,2.0,8.0,5.0,10.0
OPN1SW,8.0,11.0,10.0,31.0,38.0,41.0
BCR,3.0,4.0,3.0,6.0,15.0,16.0
BCS1L,9.0,11.0,13.0,25.0,40.0,39.0
BDH1,59.0,78.0,81.0,187.0,163.0,199.0
BDNF,0.0,0.0,0.0,1.0,4.0,4.0
CFB,0.0,0.0,0.0,0.0,0.0,2.0
BFSP1,1.0,2.0,2.0,1.0,10.0,7.0
BGLAP,4.0,4.0,6.0,11.0,18.0,25.0
CEACAM1,0.0,0.0,0.0,1.0,0.0,1.0
BICD1,1.0,1.0,2.0,5.0,9.0,7.0
BID,286.0,420.0,359.0,1096.0,950.0,1111.0
BIK,15.0,21.0,21.0,54.0,53.0,97.0
PRDM1,3.0,13.0,11.0,75.0,23.0,24.0
BLK,0.0,0.0,0.0,0.0,0.0,1.0
BLM,24.0,24.0,21.0,61.0,77.0,72.0
BLMH,107.0,161.0,172.0,371.0,299.0,421.0
CXCR5,0.0,1.0,0.0,1.0,2.0,31.0
BLVRB,37.0,62.0,59.0,132.0,191.0,176.0
BMI1,152.0,263.0,217.0,932.0,794.0,778.0
BMP1,30.0,31.0,35.0,52.0,92.0,113.0
BMP2,1.0,0.0,0.0,2.0,2.0,1.0
BMP6,200.0,316.0,278.0,768.0,831.0,864.0
BMP8B,14.0,14.0,21.0,53.0,49.0,67.0
BMPR1A,28.0,47.0,46.0,134.0,163.0,120.0
BMPR1B,0.0,0.0,0.0,1.0,0.0,0.0
BMPR2,26.0,53.0,40.0,144.0,163.0,140.0
POLR3D,37.0,64.0,61.0,135.0,225.0,174.0
BNIP1,36.0,35.0,45.0,79.0,149.0,131.0
BNIP2,459.0,647.0,602.0,2051.0,2106.0,1774.0
BNIP3,53.0,107.0,77.0,307.0,324.0,320.0
BNIP3L,827.0,1375.0,1208.0,4605.0,3747.0,3926.0
BOK,0.0,0.0,1.0,3.0,2.0,5.0
DST,7.0,14.0,9.0,35.0,41.0,40.0
BPGM,32.0,40.0,43.0,102.0,121.0,132.0
BPHL,16.0,23.0,30.0,62.0,52.0,76.0
BPI,0.0,0.0,0.0,1.0,1.0,2.0
BRCA1,658.0,1041.0,1003.0,3024.0,3114.0,2765.0
BRAF,3.0,6.0,4.0,7.0,13.0,11.0
BRCA2,79.0,105.0,93.0,354.0,409.0,221.0
ZFP36L1,19.0,39.0,24.0,87.0,426.0,92.0
ZFP36L2,157.0,207.0,204.0,739.0,809.0,1146.0
BSG,511.0,825.0,908.0,1792.0,1915.0,2417.0
BST1,5.0,7.0,7.0,23.0,27.0,22.0
BST2,190.0,323.0,315.0,587.0,683.0,795.0
BTD,17.0,25.0,17.0,48.0,65.0,57.0
KLF9,163.0,302.0,291.0,771.0,1192.0,911.0
KLF5,5.0,8.0,8.0,27.0,33.0,19.0
BTF3,864.0,1728.0,1561.0,3799.0,4360.0,3843.0
BTG1,219.0,262.0,312.0,1155.0,1374.0,871.0
BTK,144.0,252.0,220.0,501.0,473.0,651.0
BUB1,41.0,65.0,53.0,195.0,194.0,165.0
BUB1B,63.0,106.0,82.0,275.0,330.0,246.0
BYSL,35.0,42.0,37.0,74.0,92.0,125.0
TSPO,166.0,197.0,188.0,435.0,553.0,525.0
C1QBP,465.0,770.0,598.0,1607.0,1675.0,1736.0
C1QA,0.0,0.0,0.0,0.0,0.0,1.0
C1R,0.0,1.0,2.0,4.0,6.0,6.0
C1S,2.0,1.0,1.0,1.0,2.0,3.0
C2,0.0,1.0,0.0,2.0,1.0,3.0
C3,15.0,16.0,15.0,43.0,46.0,44.0
C3AR1,29.0,27.0,22.0,85.0,422.0,64.0
CAPN5,0.0,4.0,3.0,8.0,7.0,6.0
C5,20.0,29.0,25.0,80.0,108.0,67.0
C5AR1,2.0,7.0,5.0,16.0,14.0,13.0
C8G,0.0,0.0,0.0,1.0,0.0,3.0
OSGIN2,121.0,168.0,171.0,545.0,772.0,651.0
VPS51,11.0,9.0,11.0,45.0,47.0,35.0
MRPL49,116.0,172.0,173.0,402.0,460.0,530.0
ZNHIT2,1.0,2.0,2.0,5.0,6.0,6.0
MYRF,4.0,6.0,9.0,14.0,16.0,17.0
TMEM258,178.0,263.0,280.0,730.0,1077.0,818.0
DAGLA,2.0,5.0,4.0,7.0,9.0,16.0
GAS8-AS1,0.0,0.0,0.0,0.0,1.0,1.0
FMNL1,22.0,39.0,39.0,83.0,89.0,120.0
LDLRAD4,33.0,56.0,55.0,169.0,249.0,186.0
PTTG1IP,456.0,752.0,660.0,1747.0,1711.0,1867.0
CFAP410,26.0,33.0,35.0,73.0,64.0,115.0
TMEM50B,234.0,365.0,377.0,999.0,1137.0,1119.0
MPPED1,0.0,0.0,0.0,1.0,2.0,7.0
CA7,1.0,3.0,1.0,3.0,3.0,6.0
CA11,30.0,35.0,38.0,91.0,79.0,132.0
CA12,0.0,0.0,1.0,1.0,2.0,3.0
CACNA1A,3.0,3.0,4.0,11.0,19.0,22.0
CACNA1D,1.0,0.0,0.0,0.0,0.0,1.0
CACNA1E,1.0,3.0,2.0,7.0,6.0,10.0
CACNB1,4.0,1.0,4.0,7.0,12.0,11.0
CACNB2,3.0,14.0,13.0,42.0,34.0,38.0
CACNB3,7.0,9.0,8.0,32.0,27.0,36.0
CACNB4,4.0,6.0,4.0,18.0,30.0,19.0
SLC25A20,23.0,28.0,34.0,66.0,41.0,95.0
CAD,7.0,11.0,10.0,23.0,36.0,29.0
CALB1,0.0,0.0,0.0,0.0,0.0,2.0
CALCB,0.0,0.0,0.0,0.0,0.0,1.0
CALM1,1264.0,1996.0,1732.0,5060.0,5351.0,4839.0
CALM2,1454.0,2418.0,2087.0,6714.0,6426.0,6407.0
CALM3,680.0,1081.0,1133.0,2357.0,2263.0,3587.0
CALR,1658.0,2410.0,2232.0,5928.0,8733.0,5921.0
CALU,970.0,1587.0,1474.0,3316.0,3644.0,4326.0
CAMK2A,0.0,0.0,1.0,1.0,2.0,2.0
CAMK2B,10.0,11.0,15.0,27.0,25.0,36.0
CAMK2D,54.0,113.0,102.0,335.0,294.0,303.0
CAMK2G,49.0,87.0,87.0,196.0,190.0,209.0
CAMLG,52.0,87.0,67.0,259.0,253.0,217.0
CANX,4155.0,6866.0,5960.0,21419.0,18266.0,17680.0
CAPG,49.0,76.0,84.0,207.0,279.0,223.0
CAPN1,68.0,105.0,109.0,243.0,242.0,310.0
CAPN2,221.0,359.0,327.0,1038.0,946.0,1002.0
CAPN3,9.0,10.0,12.0,29.0,50.0,28.0
CAPNS1,328.0,450.0,445.0,952.0,1024.0,1458.0
CAPN6,0.0,1.0,0.0,2.0,2.0,6.0
CAPS,4.0,9.0,8.0,9.0,29.0,19.0
CAPZA1,2354.0,3836.0,3291.0,12082.0,10121.0,10307.0
CAPZA2,390.0,509.0,467.0,1844.0,1975.0,1665.0
CAST,87.0,129.0,130.0,459.0,343.0,387.0
CAPZB,399.0,618.0,581.0,1444.0,1413.0,1843.0
CARS1,454.0,709.0,727.0,1852.0,2129.0,1965.0
CASP1,36.0,59.0,58.0,187.0,166.0,190.0
CASP2,153.0,259.0,276.0,719.0,679.0,730.0
CASP3,271.0,452.0,364.0,1191.0,1280.0,1189.0
CASP4,50.0,69.0,71.0,170.0,228.0,177.0
CASP5,0.0,0.0,0.0,1.0,1.0,1.0
CASP6,62.0,100.0,82.0,257.0,263.0,265.0
CASP7,71.0,112.0,111.0,315.0,287.0,485.0
CASP8,54.0,89.0,94.0,260.0,238.0,253.0
CASP9,32.0,50.0,49.0,99.0,114.0,181.0
CASP10,60.0,91.0,108.0,274.0,373.0,291.0
CASQ1,1.0,1.0,2.0,4.0,6.0,4.0
CAT,425.0,643.0,555.0,1821.0,1623.0,1569.0
CAV1,1.0,1.0,1.0,0.0,0.0,1.0
RUNX2,218.0,357.0,358.0,983.0,1136.0,1316.0
RUNX1,339.0,449.0,492.0,1379.0,2052.0,1580.0
CBFA2T3,35.0,53.0,53.0,146.0,125.0,143.0
RUNX3,147.0,277.0,217.0,526.0,535.0,874.0
CBFB,563.0,876.0,826.0,2790.0,2425.0,2456.0
CBL,156.0,239.0,287.0,766.0,752.0,739.0
CBLB,23.0,35.0,41.0,138.0,147.0,125.0
CBLN1,1.0,2.0,1.0,1.0,3.0,5.0
SERPINH1,52.0,87.0,97.0,284.0,205.0,227.0
CBR1,23.0,42.0,29.0,90.0,69.0,107.0
CBR3,1.0,1.0,1.0,2.0,4.0,1.0
CBS,12.0,14.0,15.0,47.0,49.0,49.0
KYAT1,19.0,26.0,28.0,52.0,56.0,69.0
KRIT1,47.0,70.0,47.0,191.0,153.0,176.0
CCNA2,400.0,582.0,556.0,1775.0,1713.0,1565.0
CCNB1,141.0,208.0,183.0,573.0,549.0,566.0
CCNC,385.0,586.0,457.0,1785.0,1870.0,1683.0
CCND2,182.0,258.0,269.0,644.0,599.0,748.0
CCND3,205.0,334.0,328.0,777.0,872.0,1012.0
CCNE1,23.0,25.0,20.0,53.0,38.0,81.0
CCNF,42.0,58.0,52.0,137.0,128.0,139.0
CCNG1,864.0,1402.0,1145.0,4720.0,4484.0,4347.0
CCNG2,37.0,53.0,56.0,175.0,211.0,125.0
CCNH,28.0,42.0,35.0,97.0,141.0,102.0
CCNT1,325.0,489.0,537.0,1263.0,2308.0,1799.0
