GENE,MV411-DMSO,MV411-Naphthol,MV411-Plumbagin,MV411-Celastrol,MV411-TM1-001,MV411-Tretinoin
PARP1,5.0,6.0,2.0,12.0,9.0,13.0
PARP4,0.0,1.0,1.0,2.0,3.0,5.0
ADRA1D,0.0,0.0,0.0,0.0,0.0,0.0
ADRA2C,0.0,0.0,0.0,0.0,0.0,0.0
ADRB1,0.0,0.0,0.0,0.0,1.0,2.0
ADRB2,1.0,2.0,2.0,8.0,8.0,2.0
GRK2,4.0,9.0,8.0,15.0,9.0,24.0
GRK3,4.0,7.0,6.0,15.0,19.0,18.0
ADSL,0.0,2.0,1.0,4.0,3.0,5.0
ADSS2,2.0,6.0,5.0,12.0,11.0,12.0
AP2A1,0.0,1.0,1.0,1.0,2.0,4.0
AP2A2,1.0,2.0,0.0,4.0,8.0,8.0
AP1B1,1.0,4.0,2.0,6.0,4.0,11.0
AP2B1,9.0,20.0,21.0,55.0,44.0,68.0
AP1G1,23.0,55.0,46.0,156.0,136.0,183.0
TLE5,0.0,1.0,0.0,2.0,0.0,6.0
AFG3L1P,4.0,11.0,7.0,21.0,15.0,40.0
AGA,1.0,3.0,2.0,15.0,14.0,5.0
AGER,0.0,2.0,0.0,4.0,4.0,4.0
AGL,2.0,2.0,0.0,5.0,6.0,3.0
JAG1,0.0,0.0,2.0,10.0,2.0,1.0
AGT,0.0,0.0,0.0,0.0,0.0,0.0
AHCY,6.0,15.0,6.0,13.0,14.0,33.0
AHR,14.0,22.0,20.0,87.0,91.0,69.0
AIF1,2.0,3.0,1.0,2.0,4.0,7.0
CRYBG1,1.0,4.0,4.0,18.0,9.0,4.0
AK1,0.0,0.0,0.0,0.0,1.0,1.0
AK2,34.0,65.0,45.0,143.0,156.0,326.0
AK4,0.0,0.0,0.0,0.0,0.0,0.0
AKT1,3.0,5.0,5.0,5.0,3.0,19.0
AKT2,5.0,9.0,5.0,15.0,8.0,23.0
ALAD,2.0,3.0,3.0,7.0,7.0,15.0
ALAS1,1.0,3.0,3.0,4.0,12.0,40.0
ALAS2,0.0,0.0,0.0,0.0,0.0,0.0
ALCAM,0.0,3.0,1.0,6.0,5.0,7.0
ABCD1,2.0,2.0,2.0,3.0,2.0,22.0
ALDH2,0.0,0.0,0.0,0.0,1.0,1.0
ALDH1B1,5.0,11.0,9.0,17.0,14.0,33.0
ALDH1A3,0.0,0.0,0.0,0.0,0.0,0.0
ALDH3B1,1.0,1.0,1.0,2.0,2.0,5.0
ALDH9A1,9.0,12.0,16.0,60.0,31.0,28.0
ALDH3A2,0.0,2.0,1.0,2.0,4.0,3.0
ABCD2,0.0,2.0,1.0,4.0,10.0,6.0
ALDOA,16.0,24.0,14.0,36.0,30.0,58.0
ALDOB,0.0,0.0,0.0,0.0,0.0,0.0
ALDOC,1.0,1.0,0.0,2.0,1.0,5.0
AKR1B1,0.0,1.0,1.0,2.0,0.0,3.0
ALOX12,0.0,0.0,0.0,1.0,1.0,5.0
ALOX5AP,3.0,5.0,4.0,24.0,12.0,49.0
ALOX12B,0.0,0.0,0.0,0.0,0.0,0.0
ALOX15,0.0,0.0,0.0,0.0,0.0,0.0
ALX3,0.0,0.0,0.0,0.0,0.0,0.0
AMD1,47.0,111.0,76.0,294.0,191.0,261.0
AMFR,3.0,4.0,7.0,7.0,6.0,14.0
AMH,0.0,0.0,0.0,0.0,0.0,1.0
AMPD2,1.0,1.0,1.0,2.0,4.0,6.0
AMPD3,0.0,1.0,0.0,1.0,2.0,3.0
AMPH,0.0,0.0,0.0,0.0,0.0,0.0
BIN1,0.0,0.0,0.0,0.0,1.0,1.0
AMT,0.0,0.0,0.0,1.0,0.0,0.0
AMY1A,0.0,0.0,0.0,0.0,0.0,0.0
AMY1B,0.0,0.0,0.0,0.0,0.0,0.0
AMY1C,0.0,0.0,0.0,0.0,0.0,0.0
AMY2B,0.0,0.0,0.0,0.0,0.0,0.0
ANG,0.0,0.0,0.0,1.0,2.0,1.0
ANGPT1,0.0,0.0,0.0,3.0,4.0,5.0
ANGPT2,0.0,0.0,0.0,0.0,0.0,0.0
ANK1,0.0,0.0,0.0,0.0,0.0,0.0
ANK2,1.0,1.0,1.0,3.0,5.0,8.0
ANK3,0.0,0.0,0.0,0.0,0.0,0.0
ANPEP,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A5,5.0,9.0,5.0,14.0,12.0,28.0
SLC25A6,15.0,34.0,30.0,60.0,50.0,80.0
ANXA1,3.0,6.0,5.0,18.0,24.0,39.0
ANXA2,9.0,17.0,15.0,33.0,36.0,19.0
303,0.0,0.0,0.0,1.0,1.0,1.0
ANXA4,0.0,1.0,1.0,1.0,0.0,2.0
ANXA5,5.0,10.0,8.0,18.0,33.0,18.0
ANXA6,1.0,0.0,0.0,3.0,3.0,1.0
ANXA7,1.0,3.0,3.0,7.0,4.0,5.0
ANXA11,3.0,4.0,4.0,10.0,5.0,7.0
AOAH,0.0,0.0,0.0,0.0,0.0,0.0
AOC2,0.0,0.0,0.0,0.0,1.0,0.0
AOX1,0.0,0.0,0.0,0.0,0.0,0.0
APAF1,4.0,5.0,4.0,20.0,11.0,14.0
NUDT2,0.0,1.0,1.0,2.0,2.0,2.0
APBA1,1.0,2.0,0.0,6.0,7.0,8.0
APBA2,0.0,0.0,0.0,0.0,0.0,0.0
APBB1,0.0,0.0,0.0,0.0,2.0,14.0
APBB2,0.0,0.0,0.0,1.0,3.0,1.0
APC,2.0,5.0,2.0,20.0,8.0,13.0
APEH,0.0,2.0,0.0,2.0,2.0,5.0
APEX1,9.0,19.0,13.0,39.0,24.0,45.0
BIRC2,1.0,2.0,2.0,9.0,8.0,8.0
BIRC3,1.0,1.0,2.0,0.0,6.0,9.0
XIAP,12.0,25.0,16.0,43.0,61.0,84.0
BIRC5,15.0,18.0,13.0,40.0,7.0,57.0
APLP1,0.0,0.0,0.0,0.0,0.0,0.0
APLP2,4.0,11.0,10.0,28.0,25.0,147.0
APOA1,0.0,0.0,0.0,0.0,0.0,0.0
APOC1,0.0,0.0,0.0,1.0,1.0,10.0
APOC2,12.0,15.0,9.0,25.0,32.0,129.0
APOC4,0.0,0.0,0.0,0.0,0.0,1.0
APOD,0.0,0.0,0.0,0.0,0.0,0.0
APOE,0.0,0.0,0.0,0.0,0.0,0.0
APP,2.0,5.0,3.0,12.0,12.0,10.0
APRT,3.0,3.0,1.0,4.0,8.0,10.0
FAS,0.0,0.0,0.0,1.0,0.0,0.0
SHROOM2,0.0,0.0,0.0,0.0,0.0,0.0
AQP1,1.0,1.0,0.0,2.0,12.0,4.0
AQP3,0.0,1.0,1.0,0.0,1.0,0.0
AQP6,0.0,0.0,0.0,0.0,0.0,0.0
AR,0.0,0.0,0.0,0.0,1.0,0.0
ARAF,4.0,8.0,5.0,12.0,9.0,23.0
ARCN1,34.0,71.0,52.0,147.0,196.0,238.0
TRIM23,0.0,2.0,1.0,11.0,12.0,7.0
ARF1,34.0,67.0,66.0,144.0,176.0,283.0
ARF3,11.0,21.0,18.0,24.0,43.0,79.0
ARF4,18.0,37.0,29.0,92.0,151.0,97.0
ARL4D,0.0,0.0,1.0,1.0,2.0,2.0
ARF5,1.0,1.0,2.0,4.0,3.0,6.0
ARF6,53.0,97.0,71.0,164.0,163.0,177.0
ARG2,0.0,0.0,0.0,0.0,3.0,2.0
RHOA,46.0,101.0,63.0,158.0,139.0,233.0
RHOB,11.0,10.0,12.0,12.0,47.0,41.0
RHOC,1.0,2.0,0.0,1.0,3.0,3.0
RND3,0.0,0.0,0.0,0.0,0.0,0.0
RHOG,9.0,18.0,13.0,22.0,32.0,42.0
ARHGAP1,4.0,10.0,6.0,10.0,12.0,28.0
ARHGAP4,0.0,0.0,1.0,1.0,1.0,3.0
ARHGAP6,0.0,0.0,0.0,0.0,1.0,0.0
ARHGDIA,16.0,34.0,27.0,54.0,46.0,97.0
ARHGDIB,26.0,64.0,49.0,149.0,63.0,77.0
RHOH,2.0,3.0,2.0,9.0,14.0,14.0
ARL1,7.0,8.0,12.0,34.0,48.0,43.0
PHOX2A,0.0,0.0,0.0,0.0,0.0,0.0
ARL2,1.0,1.0,1.0,1.0,1.0,4.0
ARL3,1.0,2.0,1.0,2.0,3.0,2.0
ARNT,4.0,4.0,4.0,21.0,13.0,17.0
ARNTL,1.0,2.0,2.0,5.0,5.0,3.0
ARRB1,8.0,12.0,11.0,17.0,11.0,54.0
ARRB2,7.0,4.0,7.0,8.0,15.0,28.0
ARSA,1.0,1.0,1.0,1.0,0.0,3.0
ARSB,3.0,8.0,4.0,15.0,18.0,13.0
STS,1.0,2.0,2.0,9.0,7.0,11.0
ARSD,0.0,4.0,1.0,8.0,13.0,12.0
ART3,0.0,0.0,0.0,0.0,0.0,0.0
ARVCF,0.0,0.0,0.0,0.0,0.0,0.0
ASAH1,2.0,2.0,2.0,13.0,8.0,10.0
ASGR1,0.0,0.0,0.0,0.0,0.0,0.0
ASGR2,0.0,0.0,0.0,0.0,0.0,0.0
ASL,0.0,1.0,0.0,0.0,0.0,1.0
GET3,1.0,2.0,3.0,5.0,7.0,8.0
ASNS,1.0,2.0,2.0,13.0,38.0,4.0
ASPH,7.0,10.0,8.0,21.0,28.0,17.0
ASS1,1.0,1.0,0.0,1.0,2.0,1.0
ZFHX3,0.0,1.0,0.0,1.0,3.0,1.0
ATF1,9.0,9.0,6.0,35.0,20.0,34.0
ATF3,30.0,48.0,45.0,180.0,316.0,135.0
ATF4,27.0,36.0,29.0,85.0,174.0,124.0
ATIC,0.0,0.0,1.0,3.0,4.0,5.0
ATM,5.0,8.0,7.0,27.0,23.0,20.0
RERE,2.0,3.0,2.0,9.0,7.0,12.0
ATOX1,0.0,2.0,2.0,2.0,4.0,5.0
ATP1A1,3.0,4.0,3.0,8.0,11.0,15.0
ATP1A3,0.0,1.0,0.0,1.0,0.0,0.0
ATP1B1,0.0,0.0,0.0,1.0,0.0,0.0
ATP1B3,7.0,12.0,9.0,31.0,33.0,104.0
FXYD2,0.0,0.0,0.0,0.0,0.0,0.0
ATP2A1,0.0,0.0,0.0,0.0,0.0,1.0
ATP2A2,23.0,41.0,48.0,96.0,193.0,139.0
ATP2A3,2.0,3.0,2.0,3.0,3.0,14.0
ATP2B1,24.0,29.0,38.0,146.0,151.0,59.0
ATP2B2,0.0,1.0,0.0,0.0,0.0,0.0
ATP2B3,0.0,0.0,0.0,0.0,0.0,3.0
ATP2B4,8.0,8.0,10.0,24.0,27.0,47.0
ATP5F1A,2.0,6.0,3.0,12.0,9.0,8.0
ATP5F1B,11.0,12.0,7.0,18.0,25.0,37.0
ATP5F1C,1.0,3.0,1.0,6.0,7.0,5.0
ATP5F1D,2.0,3.0,1.0,2.0,3.0,7.0
ATP5F1E,3.0,6.0,6.0,18.0,15.0,20.0
ATP5PB,6.0,10.0,4.0,17.0,35.0,28.0
ATP5MC1,0.0,0.0,1.0,1.0,3.0,3.0
ATP5MC2,4.0,7.0,4.0,20.0,10.0,24.0
ATP5MC3,18.0,26.0,17.0,53.0,34.0,73.0
ATP5ME,4.0,4.0,2.0,9.0,12.0,18.0
ATP5PF,1.0,2.0,1.0,3.0,2.0,4.0
ATP6V1A,4.0,9.0,8.0,36.0,17.0,10.0
ATP6V1B2,31.0,59.0,57.0,217.0,220.0,98.0
ATP6V0C,3.0,5.0,6.0,11.0,17.0,25.0
ATP6V1C1,10.0,25.0,22.0,77.0,42.0,70.0
ATP6V1E1,10.0,13.0,8.0,26.0,26.0,48.0
ATP6V0B,9.0,13.0,8.0,37.0,35.0,46.0
ATP6V1G2,0.0,0.0,0.0,1.0,0.0,0.0
ATP6V0A1,3.0,2.0,3.0,8.0,10.0,16.0
ATP6AP1,1.0,4.0,2.0,5.0,7.0,6.0
ATP7A,0.0,1.0,0.0,2.0,1.0,3.0
ATP5PO,2.0,3.0,1.0,8.0,7.0,11.0
ATP7B,0.0,0.0,0.0,0.0,0.0,0.0
ATR,0.0,0.0,0.0,1.0,1.0,0.0
ATRX,5.0,6.0,5.0,14.0,16.0,21.0
AUH,0.0,1.0,0.0,0.0,1.0,1.0
AUP1,30.0,63.0,52.0,77.0,83.0,184.0
AVPR2,0.0,0.0,0.0,0.0,0.0,0.0
AXL,0.0,0.0,1.0,1.0,2.0,3.0
AZU1,1.0,1.0,0.0,0.0,0.0,3.0
B2M,30.0,63.0,54.0,153.0,187.0,161.0
BAAT,0.0,0.0,0.0,1.0,0.0,1.0
BACH1,17.0,48.0,45.0,199.0,137.0,125.0
BAD,0.0,1.0,1.0,2.0,1.0,6.0
BAG1,13.0,16.0,7.0,26.0,28.0,40.0
ADGRB1,0.0,0.0,0.0,0.0,0.0,0.0
BAK1,2.0,5.0,4.0,9.0,11.0,17.0
NKX3-2,1.0,1.0,1.0,3.0,2.0,2.0
BARD1,9.0,30.0,19.0,67.0,56.0,87.0
BAX,2.0,1.0,1.0,2.0,4.0,8.0
BBS1,0.0,2.0,0.0,1.0,3.0,4.0
BBS2,0.0,0.0,0.0,2.0,1.0,2.0
BBS4,1.0,2.0,2.0,2.0,6.0,7.0
BCAT1,27.0,53.0,39.0,164.0,134.0,137.0
BCAT2,2.0,1.0,2.0,1.0,2.0,5.0
BCKDHA,0.0,0.0,1.0,4.0,5.0,12.0
BCKDHB,1.0,2.0,1.0,1.0,2.0,2.0
CCND1,0.0,0.0,0.0,1.0,0.0,0.0
BCL2,19.0,33.0,32.0,88.0,75.0,139.0
BCL2A1,1.0,3.0,3.0,5.0,9.0,14.0
BCL2L1,4.0,5.0,6.0,16.0,9.0,31.0
BCL2L2,5.0,11.0,7.0,19.0,9.0,22.0
BCL3,3.0,5.0,4.0,2.0,12.0,73.0
BCL6,0.0,0.0,0.0,1.0,1.0,1.0
BCL7A,10.0,22.0,19.0,56.0,31.0,52.0
BCL9,0.0,0.0,0.0,1.0,0.0,0.0
OPN1SW,0.0,0.0,0.0,0.0,0.0,0.0
BCR,0.0,0.0,0.0,2.0,0.0,2.0
BCS1L,1.0,0.0,0.0,1.0,1.0,3.0
BDH1,1.0,2.0,2.0,6.0,5.0,6.0
BDNF,0.0,0.0,0.0,0.0,0.0,1.0
CFB,0.0,0.0,0.0,0.0,0.0,0.0
BFSP1,0.0,0.0,0.0,0.0,0.0,0.0
BGLAP,0.0,0.0,0.0,0.0,1.0,3.0
CEACAM1,0.0,0.0,0.0,0.0,0.0,0.0
BICD1,0.0,0.0,0.0,0.0,0.0,0.0
BID,15.0,27.0,28.0,42.0,33.0,101.0
BIK,0.0,1.0,0.0,2.0,1.0,14.0
PRDM1,1.0,5.0,7.0,38.0,12.0,13.0
BLK,0.0,0.0,0.0,0.0,0.0,0.0
BLM,0.0,2.0,0.0,6.0,4.0,5.0
BLMH,5.0,7.0,4.0,15.0,15.0,16.0
CXCR5,0.0,0.0,0.0,0.0,0.0,10.0
BLVRB,0.0,0.0,0.0,1.0,1.0,0.0
BMI1,4.0,12.0,7.0,33.0,24.0,26.0
BMP1,2.0,3.0,1.0,3.0,2.0,15.0
BMP2,0.0,0.0,0.0,0.0,0.0,1.0
BMP6,0.0,0.0,0.0,0.0,0.0,0.0
BMP8B,0.0,1.0,0.0,1.0,0.0,2.0
BMPR1A,2.0,4.0,2.0,11.0,15.0,11.0
BMPR1B,0.0,0.0,0.0,0.0,0.0,0.0
BMPR2,0.0,0.0,0.0,4.0,4.0,5.0
POLR3D,2.0,8.0,6.0,13.0,15.0,30.0
BNIP1,6.0,8.0,6.0,15.0,22.0,30.0
BNIP2,20.0,44.0,32.0,117.0,112.0,102.0
BNIP3,0.0,0.0,0.0,0.0,0.0,0.0
BNIP3L,3.0,9.0,7.0,29.0,27.0,17.0
BOK,0.0,0.0,0.0,0.0,0.0,0.0
DST,1.0,1.0,1.0,3.0,1.0,3.0
BPGM,2.0,2.0,3.0,3.0,3.0,4.0
BPHL,0.0,0.0,0.0,0.0,1.0,1.0
BPI,0.0,0.0,0.0,0.0,0.0,1.0
BRCA1,15.0,22.0,13.0,64.0,37.0,55.0
BRAF,0.0,0.0,0.0,0.0,0.0,0.0
BRCA2,10.0,10.0,12.0,60.0,35.0,25.0
ZFP36L1,5.0,12.0,7.0,31.0,137.0,26.0
ZFP36L2,61.0,104.0,75.0,314.0,156.0,540.0
BSG,4.0,12.0,9.0,17.0,21.0,31.0
BST1,0.0,0.0,0.0,0.0,0.0,0.0
BST2,0.0,0.0,0.0,5.0,1.0,0.0
BTD,0.0,0.0,0.0,1.0,2.0,2.0
KLF9,23.0,55.0,37.0,123.0,181.0,126.0
KLF5,2.0,1.0,2.0,3.0,5.0,3.0
BTF3,9.0,16.0,9.0,22.0,30.0,31.0
BTG1,20.0,24.0,20.0,122.0,89.0,71.0
BTK,2.0,3.0,3.0,5.0,4.0,15.0
BUB1,0.0,1.0,1.0,2.0,2.0,3.0
BUB1B,2.0,3.0,2.0,12.0,4.0,21.0
BYSL,5.0,10.0,5.0,9.0,18.0,23.0
TSPO,2.0,1.0,0.0,1.0,1.0,1.0
C1QBP,9.0,13.0,7.0,25.0,24.0,32.0
C1QA,0.0,0.0,0.0,0.0,0.0,0.0
C1R,0.0,0.0,0.0,0.0,0.0,0.0
C1S,0.0,0.0,0.0,0.0,0.0,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,2.0,0.0
C3AR1,2.0,3.0,2.0,4.0,83.0,6.0
CAPN5,0.0,1.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0
C5AR1,0.0,0.0,0.0,2.0,1.0,2.0
C8G,0.0,0.0,0.0,0.0,0.0,0.0
OSGIN2,6.0,13.0,11.0,53.0,48.0,49.0
VPS51,0.0,0.0,0.0,0.0,1.0,0.0
MRPL49,9.0,14.0,11.0,30.0,38.0,43.0
ZNHIT2,0.0,1.0,0.0,0.0,2.0,1.0
MYRF,0.0,0.0,0.0,0.0,0.0,1.0
TMEM258,2.0,3.0,4.0,10.0,15.0,7.0
DAGLA,0.0,1.0,1.0,2.0,1.0,4.0
GAS8-AS1,0.0,0.0,0.0,0.0,0.0,0.0
FMNL1,2.0,1.0,2.0,1.0,1.0,8.0
LDLRAD4,3.0,6.0,3.0,8.0,16.0,21.0
PTTG1IP,10.0,24.0,19.0,28.0,43.0,39.0
CFAP410,0.0,1.0,0.0,1.0,1.0,4.0
TMEM50B,3.0,6.0,2.0,12.0,46.0,15.0
MPPED1,0.0,0.0,0.0,0.0,0.0,1.0
CA7,0.0,0.0,0.0,0.0,0.0,0.0
CA11,0.0,0.0,0.0,1.0,0.0,1.0
CA12,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1A,0.0,0.0,0.0,1.0,1.0,4.0
CACNA1D,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1E,0.0,0.0,0.0,0.0,0.0,0.0
CACNB1,0.0,0.0,0.0,0.0,0.0,1.0
CACNB2,0.0,0.0,0.0,0.0,0.0,0.0
CACNB3,1.0,0.0,0.0,0.0,0.0,2.0
CACNB4,0.0,0.0,0.0,0.0,0.0,2.0
SLC25A20,0.0,0.0,1.0,2.0,1.0,9.0
CAD,1.0,2.0,0.0,2.0,4.0,5.0
CALB1,0.0,0.0,0.0,0.0,0.0,0.0
CALCB,0.0,0.0,0.0,0.0,0.0,0.0
CALM1,33.0,55.0,48.0,121.0,131.0,122.0
CALM2,36.0,65.0,32.0,106.0,77.0,153.0
CALM3,8.0,14.0,10.0,39.0,22.0,55.0
CALR,45.0,96.0,78.0,139.0,681.0,237.0
CALU,36.0,85.0,64.0,154.0,249.0,239.0
CAMK2A,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2B,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2D,1.0,3.0,3.0,16.0,11.0,10.0
CAMK2G,6.0,6.0,8.0,13.0,10.0,16.0
CAMLG,2.0,2.0,1.0,6.0,5.0,9.0
CANX,61.0,132.0,80.0,334.0,441.0,286.0
CAPG,0.0,0.0,0.0,3.0,1.0,2.0
CAPN1,1.0,1.0,0.0,2.0,2.0,4.0
CAPN2,5.0,8.0,6.0,18.0,9.0,13.0
CAPN3,0.0,1.0,1.0,1.0,1.0,2.0
CAPNS1,4.0,8.0,5.0,13.0,7.0,21.0
CAPN6,0.0,0.0,0.0,0.0,0.0,0.0
CAPS,0.0,0.0,0.0,1.0,0.0,1.0
CAPZA1,35.0,63.0,49.0,193.0,140.0,222.0
CAPZA2,6.0,17.0,9.0,41.0,40.0,33.0
CAST,1.0,1.0,1.0,2.0,2.0,2.0
CAPZB,5.0,7.0,8.0,20.0,19.0,53.0
CARS1,8.0,17.0,20.0,62.0,84.0,46.0
CASP1,0.0,2.0,2.0,12.0,6.0,2.0
CASP2,11.0,35.0,25.0,80.0,41.0,77.0
CASP3,21.0,37.0,31.0,89.0,72.0,113.0
CASP4,1.0,3.0,1.0,8.0,7.0,6.0
CASP5,0.0,0.0,0.0,0.0,0.0,0.0
CASP6,1.0,1.0,2.0,4.0,2.0,5.0
CASP7,4.0,9.0,6.0,20.0,15.0,47.0
CASP8,3.0,5.0,3.0,18.0,10.0,18.0
CASP9,1.0,0.0,0.0,1.0,3.0,10.0
CASP10,1.0,4.0,7.0,20.0,33.0,19.0
CASQ1,0.0,0.0,0.0,0.0,0.0,0.0
CAT,3.0,4.0,6.0,50.0,15.0,4.0
CAV1,0.0,0.0,0.0,0.0,0.0,0.0
RUNX2,25.0,49.0,38.0,159.0,111.0,259.0
RUNX1,38.0,86.0,62.0,201.0,194.0,210.0
CBFA2T3,5.0,8.0,7.0,13.0,5.0,17.0
RUNX3,21.0,53.0,25.0,57.0,38.0,165.0
CBFB,22.0,45.0,32.0,85.0,44.0,87.0
CBL,15.0,20.0,22.0,73.0,40.0,79.0
CBLB,2.0,2.0,2.0,7.0,8.0,9.0
CBLN1,0.0,0.0,0.0,0.0,0.0,0.0
SERPINH1,1.0,2.0,2.0,48.0,6.0,4.0
CBR1,0.0,3.0,1.0,5.0,1.0,2.0
CBR3,0.0,0.0,0.0,0.0,0.0,0.0
CBS,0.0,0.0,0.0,1.0,2.0,0.0
KYAT1,0.0,0.0,0.0,1.0,0.0,3.0
KRIT1,2.0,4.0,1.0,6.0,3.0,5.0
CCNA2,12.0,10.0,6.0,31.0,20.0,33.0
CCNB1,8.0,10.0,5.0,23.0,12.0,23.0
CCNC,7.0,9.0,6.0,23.0,35.0,22.0
CCND2,8.0,19.0,15.0,55.0,48.0,42.0
CCND3,13.0,16.0,17.0,37.0,24.0,35.0
CCNE1,5.0,9.0,7.0,14.0,4.0,20.0
CCNF,7.0,13.0,6.0,19.0,9.0,21.0
CCNG1,14.0,38.0,16.0,84.0,74.0,75.0
CCNG2,8.0,10.0,7.0,36.0,27.0,23.0
CCNH,1.0,1.0,1.0,1.0,3.0,7.0
CCNT1,79.0,128.0,109.0,305.0,295.0,506.0
CCNT2,22.0,43.0,34.0,104.0,113.0,114.0
CCT6A,19.0,32.0,26.0,100.0,51.0,77.0
CD1A,0.0,0.0,0.0,0.0,0.0,0.0
CD1D,0.0,0.0,1.0,1.0,0.0,56.0
CD4,4.0,8.0,7.0,12.0,7.0,22.0
CD5,0.0,0.0,0.0,0.0,0.0,0.0
CD6,0.0,0.0,0.0,0.0,0.0,0.0
CD8A,0.0,0.0,0.0,0.0,0.0,0.0
CD9,0.0,0.0,0.0,0.0,0.0,0.0
CD14,0.0,0.0,0.0,0.0,0.0,0.0
CD19,0.0,0.0,0.0,0.0,0.0,0.0
