GENE,MV411-MYB-dTAG-DMSO_1h,MV411-MYB-dTAG-VHL_1h,MV411-MYB-dTAG-DMSO_2h,MV411-MYB-dTAG-VHL_2h,MV411-MYB-dTAG-DMSO_4h,MV411-MYB-dTAG-VHL_4h,MV411-MYB-dTAG-DMSO_8h,MV411-MYB-dTAG-VHL_8h,MV411-MYB-dTAG-DMSO_12h,MV411-MYB-dTAG-VHL_12h,MV411-MYB-dTAG-DMSO_24h,MV411-MYB-dTAG-VHL_24h,MV411-MYB-dTAG-DMSO_48h,MV411-MYB-dTAG-VHL_48h
AMPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIN1,1.2,0.2,0.2,0.4,0.4,0.6,0.2,1.8,0.2,1.6,0.0,1.0,0.2,0.8
AMT,0.2,4.2,3.4,2.8,2.2,1.8,1.4,2.8,1.2,2.6,2.8,6.0,3.4,5.6
AMY1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMY2B,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0
ANG,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.4,0.2,0.0
ANGPT1,1.0,0.6,2.0,0.2,0.8,0.6,0.4,0.2,0.0,0.2,0.8,0.6,8.0,0.0
ANGPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK1,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
ANK2,5.2,4.0,7.0,3.6,5.0,5.8,3.6,8.0,2.8,6.6,6.6,8.8,11.4,6.8
ANK3,0.0,0.0,0.2,0.6,0.0,0.0,0.0,1.2,0.2,0.4,0.0,0.6,0.0,1.6
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
SLC25A5,76.4,85.8,155.0,127.4,64.0,70.2,71.2,94.4,41.2,91.0,79.4,123.4,95.0,61.6
SLC25A6,214.2,194.8,281.4,245.4,136.8,78.0,141.6,141.4,105.8,129.0,208.4,150.6,248.2,100.0
ANXA1,16.2,21.4,32.8,52.2,21.2,36.6,18.8,49.2,11.6,50.4,19.8,58.6,17.6,39.2
ANXA2,41.4,33.8,52.6,54.2,26.8,22.0,23.2,40.6,20.8,30.6,26.4,53.6,45.8,63.6
303,0.6,1.6,1.2,1.4,0.6,0.0,0.6,0.8,0.8,0.4,0.8,3.2,1.6,1.2
ANXA4,2.4,3.6,10.2,6.0,8.2,5.2,4.4,5.8,3.0,6.6,6.2,16.2,5.8,10.6
ANXA5,17.0,18.6,30.6,25.8,9.4,17.8,7.8,22.0,4.6,22.2,16.0,24.4,16.4,17.4
ANXA6,3.2,2.0,4.8,3.2,3.6,3.6,2.4,3.6,3.4,2.8,2.4,4.0,4.0,4.2
ANXA7,10.0,11.2,24.0,25.0,12.6,12.2,10.0,15.2,5.4,9.6,12.0,15.0,16.4,10.2
ANXA11,19.2,19.8,29.0,25.6,15.8,8.4,13.6,18.4,10.2,14.2,18.0,18.0,29.4,13.2
AOAH,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.0,1.0,1.2,0.0,0.8
AOC2,1.4,1.2,1.0,0.6,0.0,0.2,0.2,0.2,0.4,1.4,0.6,0.2,0.4,0.8
AOX1,0.2,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0
APAF1,40.4,33.2,100.8,69.6,49.0,47.2,54.0,71.4,28.0,83.4,65.6,163.6,77.4,105.2
NUDT2,8.4,6.2,11.2,13.0,7.4,6.6,8.0,10.2,5.4,8.0,10.4,11.0,13.8,10.8
APOF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0
APBA1,29.2,25.4,35.2,35.2,33.0,8.2,29.6,14.6,13.8,19.2,32.0,23.8,46.4,11.4
APBA2,0.2,1.2,0.8,1.8,0.8,0.6,0.2,1.6,0.4,0.4,1.6,1.4,1.4,1.2
APBB1,0.2,1.6,0.0,0.6,0.0,0.0,0.0,0.2,0.2,0.4,0.8,0.2,1.0,0.0
APBB2,4.0,4.0,4.8,5.8,2.0,2.6,2.6,9.2,2.4,5.8,4.0,9.6,4.2,2.6
APC,19.4,25.0,54.6,42.0,34.0,30.6,22.8,33.4,15.0,33.4,27.2,54.0,37.8,30.4
AIRE,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
APEH,11.8,12.6,18.0,11.6,7.2,4.4,7.0,7.2,8.8,4.2,10.4,9.0,14.8,14.4
APEX1,131.0,108.2,248.8,158.4,128.2,85.4,138.4,112.0,87.8,106.6,138.0,204.6,191.6,142.6
BIRC2,11.8,9.6,21.4,26.2,9.6,16.2,12.8,19.6,10.2,17.2,17.0,31.4,23.0,26.4
BIRC3,0.6,0.2,0.2,0.0,0.2,0.6,0.2,1.4,0.0,1.4,0.2,1.6,0.4,0.8
XIAP,90.6,108.8,182.4,161.2,87.8,86.6,86.6,118.2,46.6,108.4,84.8,168.8,134.6,125.0
BIRC5,121.0,108.0,260.8,239.2,113.6,104.2,89.2,168.6,56.8,163.8,100.0,202.6,117.2,105.0
APLP1,0.0,0.4,1.2,0.4,0.0,0.2,0.6,0.6,0.6,0.6,0.4,1.6,0.8,0.6
APLP2,65.8,62.2,130.8,96.6,73.0,38.2,65.4,60.4,39.2,54.6,79.6,92.2,96.0,45.4
APOA1,2.0,2.4,1.8,1.6,1.4,1.2,1.6,0.6,0.8,1.2,2.4,1.6,3.4,1.2
APOC1,0.8,0.6,1.2,1.2,0.6,0.4,0.6,0.6,0.8,0.4,2.0,0.4,2.0,0.2
APOC2,73.8,77.8,128.6,88.2,61.8,50.6,61.8,89.0,40.4,107.0,101.6,128.8,140.6,97.8
APOC4,0.2,0.0,0.2,0.0,0.2,0.2,0.6,0.4,0.2,0.2,0.6,0.6,0.0,0.0
APOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOE,0.4,0.2,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
APP,13.0,15.4,26.2,26.2,17.8,10.6,12.2,16.8,9.6,23.2,18.4,31.8,26.0,19.4
APRT,26.2,23.0,34.4,30.2,19.4,6.6,15.6,10.4,14.0,10.4,24.2,12.4,40.6,16.4
FAS,1.0,2.6,2.0,2.8,1.2,2.2,1.2,1.2,0.8,3.0,1.2,4.0,1.8,4.2
SHROOM2,0.0,0.6,0.4,0.6,0.0,1.8,0.0,1.6,0.0,1.2,0.0,1.0,0.0,0.4
AQP1,3.4,5.0,3.8,9.0,3.6,4.8,2.6,8.0,1.4,10.6,2.8,13.0,3.4,9.0
AQP3,9.8,4.2,13.4,8.8,8.4,2.2,6.2,3.8,2.6,3.0,6.8,7.0,11.8,3.8
AQP6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
AR,4.4,2.8,7.4,8.6,3.4,9.0,3.2,10.0,1.6,10.6,2.8,12.0,8.4,2.2
ABCC6,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2
ARAF,30.0,34.0,45.2,37.4,33.2,19.2,22.4,28.6,14.8,28.2,21.8,38.8,37.8,33.2
ARCN1,268.0,313.6,567.8,480.8,266.4,226.6,232.0,368.6,133.8,312.4,283.2,504.6,342.0,292.6
TRIM23,11.6,22.2,42.6,41.4,18.4,25.2,18.6,36.4,11.6,34.4,22.8,55.8,29.0,34.6
AREG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARF1,368.2,343.0,606.2,457.0,256.6,179.6,255.4,299.8,167.6,277.8,383.2,426.0,445.8,215.6
ARF3,122.0,125.0,222.4,191.2,106.6,64.2,97.0,155.0,57.0,123.2,105.6,181.4,141.6,101.4
ARF4,95.2,119.8,263.4,194.2,95.2,107.0,108.0,150.2,61.8,140.4,136.2,234.0,181.4,122.8
ARL4D,1.4,1.6,1.6,4.0,2.2,2.4,0.8,3.6,0.6,2.8,2.0,2.8,0.6,1.4
ARF5,12.0,13.8,17.8,19.8,9.0,7.8,10.0,13.8,8.0,10.4,9.6,20.0,17.2,17.2
ARF6,411.0,441.8,693.4,570.6,388.6,391.2,387.0,616.4,233.8,621.0,570.6,1094.6,714.2,578.6
ARG2,0.2,0.6,0.0,0.2,0.4,0.2,0.2,1.2,0.4,2.0,0.8,1.4,0.8,0.8
RHOA,305.2,369.6,619.2,552.6,293.4,265.2,267.6,398.8,178.8,387.6,394.0,606.6,613.0,388.6
RHOB,6.2,13.0,5.6,15.4,4.8,6.6,3.2,10.2,3.6,10.6,13.2,14.6,13.0,8.4
RHOC,2.6,3.0,1.0,2.0,0.8,1.6,0.4,3.8,0.4,5.0,3.0,9.0,8.6,7.6
RND3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOG,79.8,88.0,133.2,105.0,56.4,53.4,54.2,97.4,40.6,82.4,89.8,154.2,117.6,140.2
ARHGAP1,70.6,41.6,100.0,57.2,62.6,31.2,47.4,51.4,28.6,52.8,57.6,90.4,66.0,54.0
ARHGAP4,5.4,6.0,7.4,5.8,5.8,2.6,2.8,4.8,2.8,3.8,8.0,7.6,14.4,7.0
ARHGAP5,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.6,0.0,0.6
ARHGDIA,282.0,273.4,337.6,231.0,144.0,72.0,150.0,150.4,111.8,137.8,249.4,186.6,263.6,100.6
ARHGDIB,388.8,250.8,919.4,548.6,481.2,310.0,398.2,395.8,256.6,345.6,501.0,536.8,721.6,325.2
